PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,IP,TT,GR,PMC,CON,SI,CIN,GS,OID,OTO,OT,GN,EIN,LID,PS,FPS
7388941,NLM,MEDLINE,19800923,20190705,0092-8674 (Print) 0092-8674 (Linking),20,1980 May,Monoclonal rat anti-mouse brain antibody detects Abelson murine leukemia virus target cells in mouse bone marrow.,11-7,"We report the characterization of a monoclonal antibody which detects a surface antigen expressed by the bone marrow target cell of A-MuLV. Treatment of bone marrow cells with this antibody and complement results in greater than loss 95% loss of the A-MuLV-derived in vitro transformed foci. The surface antigen detected by this antibody is also expressed on A-MuLV-transformed lymphoid cell lines, thymocytes, and some peripheral lymphocytes. This antigen is not expressed, however, by the pluripotent hematopoietic stem cell defined by the spleen colony-forming assay. We present evidence that the antigen detected is neither a virally encoded product, nor exclusively associated with the BALB/c genome.","['Shinefeld, L A', 'Sato, V L', 'Rosenberg, N E']","['Shinefeld LA', 'Sato VL', 'Rosenberg NE']",,['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cell,Cell,0413066,"['0 (Antigens, Neoplasm)', '0 (Antigens, Surface)', '0 (Viral Proteins)']",IM,"['Abelson murine leukemia virus', 'Animals', 'Antibody Specificity', 'Antigens, Neoplasm/*analysis', 'Antigens, Surface/*analysis', 'Bone Marrow/*immunology', 'Bone Marrow Cells', 'Brain/*immunology', '*Cell Transformation, Viral', 'Clone Cells/immunology', 'Hematopoietic Stem Cells/immunology', 'Lymphocytes/immunology', 'Mice', 'Viral Proteins/immunology']",1980/05/01 00:00,1980/05/01 00:01,['1980/05/01 00:00'],"['1980/05/01 00:00 [pubmed]', '1980/05/01 00:01 [medline]', '1980/05/01 00:00 [entrez]']","['0092-8674(80)90229-9 [pii]', '10.1016/0092-8674(80)90229-9 [doi]']",ppublish,Cell. 1980 May;20(1):11-7. doi: 10.1016/0092-8674(80)90229-9.,,1,,,,,,,,,,,,,,,
7388842,NLM,MEDLINE,19800928,20161123,0008-5472 (Print) 0008-5472 (Linking),40,1980 Aug,Carcinogenic effect of dinitrosopiperazine in adult Swiss mice and after transplacental or translactational exposure.,2925-7,,"['Borzsonyi, M', 'Torok, G', 'Pinter, A', 'Surjan, A', 'Nadasdi, L', 'Roller, P']","['Borzsonyi M', 'Torok G', 'Pinter A', 'Surjan A', 'Nadasdi L', 'Roller P']",,['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Carcinogens)', '0 (Nitrosamines)', '0 (Piperazines)', ""GU48C6581I (N,N'-dinitrosopiperazine)""]",IM,"['Adenoma/chemically induced', 'Age Factors', 'Animals', '*Carcinogens', 'Female', 'Leukemia, Experimental/chemically induced', 'Liver Neoplasms, Experimental/chemically induced', 'Lung Neoplasms/chemically induced', 'Lymphoma/chemically induced', 'Mammary Neoplasms, Experimental/chemically induced', '*Maternal-Fetal Exchange', 'Mice', 'Neoplasms, Experimental/*chemically induced', 'Nitrosamines/*pharmacology', 'Papilloma/chemically induced', 'Piperazines/*pharmacology', 'Pregnancy', 'Stomach Neoplasms/chemically induced']",1980/08/01 00:00,1980/08/01 00:01,['1980/08/01 00:00'],"['1980/08/01 00:00 [pubmed]', '1980/08/01 00:01 [medline]', '1980/08/01 00:00 [entrez]']",,ppublish,Cancer Res. 1980 Aug;40(8 Pt 1):2925-7.,,8 Pt 1,,,,,,,,,,,,,,,
7388834,NLM,MEDLINE,19800928,20131121,0008-5472 (Print) 0008-5472 (Linking),40,1980 Aug,Effect of dose fractionation of daunorubicin on survival of leukemic cells.,2835-8,"Mice bearing transplanted AKR leukemia received daunorubicin either as a single dose or as four equally divided doses (0.2 mg/mouse; four times) with the time interval between the divided doses varying from 12 to 36 hr; survival of leukemia colony-forming cells was then assayed. When daunorubicin was administered in any of the fractionated schedules, the dose-survival curve was exponential with a shoulder region demonstrable. As expected, there was significantly less cell killing for the fractionated schedule than for a comparable accumulated single dose; however, with administration of the fourth dose for any interval studied, the increment in cell killing was so large that it was quite similar to that resulting from a single 0.8-mg/mouse dose. We examined the time course of cell killing for the 24-hr fractionation schedule and found greater killing than expected after each subsequent dose with the most pronounced increase occurring after the fourth dose. Possible mechanisms for this effect are discussed.","['Razek, A', 'Valeriote, F', 'Vietti, T']","['Razek A', 'Valeriote F', 'Vietti T']",,['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,['ZS7284E0ZP (Daunorubicin)'],IM,"['Animals', 'Cell Survival/drug effects', 'Daunorubicin/*administration & dosage', 'Dose-Response Relationship, Drug', 'Drug Administration Schedule', 'Female', 'Leukemia, Experimental/*drug therapy/pathology', 'Male', 'Mice', 'Mice, Inbred AKR']",1980/08/01 00:00,1980/08/01 00:01,['1980/08/01 00:00'],"['1980/08/01 00:00 [pubmed]', '1980/08/01 00:01 [medline]', '1980/08/01 00:00 [entrez]']",,ppublish,Cancer Res. 1980 Aug;40(8 Pt 1):2835-8.,,8 Pt 1,,,,,,,,,,,,,,,
7388830,NLM,MEDLINE,19800928,20131121,0008-5472 (Print) 0008-5472 (Linking),40,1980 Aug,Binding of monosialoganglioside by murine thymus cells in vitro.,2808-13,,"['Krishnaraj, R', 'Saat, Y A', 'Kemp, R G']","['Krishnaraj R', 'Saat YA', 'Kemp RG']",,['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Gangliosides)', '37758-47-7 (G(M1) Ganglioside)', 'SY7Q814VUP (Calcium)']",IM,"['Age Factors', 'Animals', 'Calcium/metabolism', 'G(M1) Ganglioside/*metabolism', 'Gangliosides/*metabolism', 'Kinetics', 'Leukemia, Experimental/metabolism', 'Mice', 'Mice, Inbred AKR', 'Structure-Activity Relationship', 'Temperature', 'Thymus Gland/cytology/*metabolism']",1980/08/01 00:00,1980/08/01 00:01,['1980/08/01 00:00'],"['1980/08/01 00:00 [pubmed]', '1980/08/01 00:01 [medline]', '1980/08/01 00:00 [entrez]']",,ppublish,Cancer Res. 1980 Aug;40(8 Pt 1):2808-13.,,8 Pt 1,,,,,,,,,,,,,,,
7388816,NLM,MEDLINE,19800928,20131121,0008-5472 (Print) 0008-5472 (Linking),40,1980 Aug,Production by lithocholic acid of DNA strand breaks in L1210 cells.,2666-9,"Bile acids have been reported to promote colon cancer cells in mice treated with different carcinogens. In this study, we investigated the effects of lithocholic acid on the DNA of mouse lymphoblastoma L1210 cells. Incubation of L1210 cells with lithocholic acid (2.5 X 10(-4) M) at 37 degrees for 30 min and for 1 hr resulted in the appearance of single-strand breaks in the DNA. This was demonstrated by sedimentation of nucleoids in neutral sucrose gradients and by alkaline elution. The DNA damage was repaired upon incubation of the cells in fresh medium lacking lithocholic acid. These results suggest that DNA repair efficiency is an important function for the population of cells which are constantly exposed to low concentrations of lithocholic acid. The presence of even a low level of persistent damage could lead to significant biological consequences including mutations and the induction of error-prone repair processes.","['Kulkarni, M S', 'Heidepriem, P M', 'Yielding, K L']","['Kulkarni MS', 'Heidepriem PM', 'Yielding KL']",,['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Carcinogens)', '0 (DNA, Neoplasm)', '5QU0I8393U (Lithocholic Acid)']",IM,"['Animals', 'Carcinogens', 'Cocarcinogenesis', 'DNA Repair', '*DNA, Neoplasm', 'Hydrolysis', 'Leukemia L1210/*genetics', 'Lithocholic Acid/*pharmacology', 'Mice', 'Molecular Weight']",1980/08/01 00:00,1980/08/01 00:01,['1980/08/01 00:00'],"['1980/08/01 00:00 [pubmed]', '1980/08/01 00:01 [medline]', '1980/08/01 00:00 [entrez]']",,ppublish,Cancer Res. 1980 Aug;40(8 Pt 1):2666-9.,,8 Pt 1,,,,,,,,,,,,,,,
7388792,NLM,MEDLINE,19800928,20131121,0008-5472 (Print) 0008-5472 (Linking),40,1980 Jul,Antitumor activity of monomeric and polymeric cyclophosphamide derivatives compared with in vitro hydrolysis.,2263-7,"Relatively stable sulfhydryl derivatives of 4-hydroxycyclophosphamide and these same derivatives covalently bound to a polymeric carrier were studied in vitro and in vivo. The rate of release of 4-hydroxycyclophosphamide from monomeric and polymeric derivatives was examined under physiological conditions (pH 7.0, 37.0 degrees) in vitro. Hydrophobicity and length of alkyl chain of substituents at the 4-position of the phosphamide ring decreased the rate of hydrolysis. The polymeric derivatives were more slowly hydrolyzed than were their corresponding monomers. Toxicity in mice indicated that the rate of hydrolysis in vitro is related to toxicity in vivo. The optimal antitumor activity (maximum 270% increase in life span in L1210-bearing mice) and effective dose range of each derivative of low molecular weight were similar to cyclophosphamide. The polymeric derivatives exhibited much less antitumor activity (maximum 50% increase in the life span) than did cyclophosphamide. The short-alkyl-chain monomeric derivatives such as propanol and propionic acid caused acute lethal toxicity, which limited the upper dose usable for antitumor activity. Polymeric derivatives, when compared on a molar basis to their corresponding monomers, were relatively more toxic to the mice which limited their maximum dose.","['Hirano, T', 'Ringsdorf, H', 'Zaharko, D S']","['Hirano T', 'Ringsdorf H', 'Zaharko DS']",,['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Antineoplastic Agents)', '8N3DW7272P (Cyclophosphamide)']",IM,"['Animals', '*Antineoplastic Agents/administration & dosage', 'Body Weight', 'Cyclophosphamide/*analogs & derivatives/toxicity', 'Hydrolysis', 'Injections, Intraperitoneal', 'Injections, Intravenous', 'Kinetics', 'Leukemia L1210/drug therapy', 'Male', 'Mice', 'Neoplasm Transplantation', 'Prognosis', 'Structure-Activity Relationship']",1980/07/01 00:00,1980/07/01 00:01,['1980/07/01 00:00'],"['1980/07/01 00:00 [pubmed]', '1980/07/01 00:01 [medline]', '1980/07/01 00:00 [entrez]']",,ppublish,Cancer Res. 1980 Jul;40(7):2263-7.,,7,,,,,,,,,,,,,,,
7388762,NLM,MEDLINE,19800923,20190620,0008-543X (Print) 0008-543X (Linking),46,1980 Jul 1,Spontaneous splenic rupture in plasma cell leukemia.,212-4,"A case of plasma cell leukemia complicated by spontaneous rupture of the spleen is presented. Plasma cell leukemia occurs in less than 2% of patients with myeloma and is associated with an increased incidence of splenomegaly due to infiltration by malignant plasmacytes. Sontaneous splenic rupture is known to occur in patients with acute and chronic leukemia, but has been reported only once previously in a patient with plasma cell leukemia. Etiologic factors and the need for prompt diagnosis and management are discussed.","['Rogers, J S 2nd', 'Shah, S']","['Rogers JS 2nd', 'Shah S']",,['eng'],"['Case Reports', 'Journal Article']",United States,Cancer,Cancer,0374236,,IM,"['Female', 'Hematoma/complications/pathology', 'Hepatomegaly', 'Humans', 'Leukemia, Plasma Cell/*complications', 'Liver/pathology', 'Middle Aged', 'Spleen/pathology', 'Splenic Rupture/*complications/etiology', 'Splenomegaly']",1980/07/01 00:00,1980/07/01 00:01,['1980/07/01 00:00'],"['1980/07/01 00:00 [pubmed]', '1980/07/01 00:01 [medline]', '1980/07/01 00:00 [entrez]']",['10.1002/1097-0142(19800701)46:1<212::aid-cncr2820460135>3.0.co;2-i [doi]'],ppublish,Cancer. 1980 Jul 1;46(1):212-4. doi: 10.1002/1097-0142(19800701)46:1<212::aid-cncr2820460135>3.0.co;2-i.,,1,,,,,,,,,,,,,,,
7388755,NLM,MEDLINE,19800923,20190620,0008-543X (Print) 0008-543X (Linking),46,1980 Jul 1,Evidence of clastogens in acute leukemia. Chromosomal abnormalities in healthy parents of congenital leukemic patients.,109-17,"If leukemia is caused by an ""agent"" which can pass through the placenta, it could produce leukemic transformation in the maternal cells. Cytogenetic studies were carried out in 5 acute lymphoblastic leukemic children and their parents. Significant abnormalities were found in 3 of the fathers, 4 of the mothers, and all the leukemic children. All but one abnormal metaphase from the mothers of the 2 leukemic boys had a XX sex pattern, indicating that these abnormal metaphases originated in the mother and probably were caused by a chromosomal breaking agent. The abnormal metaphases found in the fathers suggests that they too were exposed to this agent. Therefore, this agent must be present in the immediate environment, and this can pass from the material circulation to the fetus through the placenta and effect the fetus cells. The failure of the infant to eradicate these abnormal cells results in the phenotypical expression of clinical leukemia.","['Goh, K O', 'Lee, H', 'Klemperer, M']","['Goh KO', 'Lee H', 'Klemperer M']",,['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer,Cancer,0374236,['0 (Mutagens)'],IM,"['Acute Disease', 'Adult', 'Bone Marrow/ultrastructure', '*Chromosome Aberrations', 'Chromosome Banding', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Karyotyping', 'Leukemia/blood/*congenital', 'Male', 'Metaphase', 'Mutagens', 'Parents', 'Perinatology', 'Phenotype']",1980/07/01 00:00,1980/07/01 00:01,['1980/07/01 00:00'],"['1980/07/01 00:00 [pubmed]', '1980/07/01 00:01 [medline]', '1980/07/01 00:00 [entrez]']",['10.1002/1097-0142(19800701)46:1<109::aid-cncr2820460119>3.0.co;2-s [doi]'],ppublish,Cancer. 1980 Jul 1;46(1):109-17. doi: 10.1002/1097-0142(19800701)46:1<109::aid-cncr2820460119>3.0.co;2-s.,,1,,,,,,,,,,,,,,,
7388157,NLM,MEDLINE,19800923,20141120,0365-9615 (Print) 0365-9615 (Linking),89,1980 Apr,[Bromodeoxyuridine-induced weakening of DNA--protein interaction in chromatin according to nucleoprotein--celite chromatography].,420-2,"After incorporation into DNA the thymidine analogue bromodeoxyuridine (BUDR) changes the cell phenotype, inhibiting specialized cellular functions. The biological activity of BUDR is suggested to be underlain by certain changes in DNA-protein interactions. It was shown by nucleo-protein-celite chromatography (NPC chromatography) of unfractionated cell lysates that interactions of BUDR-substituted DNA with proteins in Rauscher erythroleukemic cells are actually modified. In contrast to current views suggesting a strengthening of DNA-protein bonds in BUDR-treated cells, they are in fact relaxed. Rapidly labelled heterogeneous nuclear RNAs are divided by NPC chromatography into three subpopulations. The relative rates of their synthesis are significantly changed after BUDR treatment of erythroleukemic cells.","['Zaboikin, M M', 'Kolobkov, S L', ""S'iakste, N I"", 'Likhtenshtein, A V', 'Shapot, V S']","['Zaboikin MM', 'Kolobkov SL', ""S'iakste NI"", 'Likhtenshtein AV', 'Shapot VS']",,['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Biull Eksp Biol Med,Biulleten' eksperimental'noi biologii i meditsiny,0370627,"['0 (Chromatin)', '0 (DNA, Neoplasm)', '0 (RNA, Heterogeneous Nuclear)', '0 (RNA, Neoplasm)', '9007-49-2 (DNA)', 'G34N38R2N1 (Bromodeoxyuridine)']",IM,"['Animals', 'Bromodeoxyuridine/*metabolism', 'Chemical Phenomena', 'Chemistry', 'Chromatin/*metabolism', 'Chromatography/methods', 'DNA/*metabolism', 'DNA, Neoplasm/metabolism', 'In Vitro Techniques', 'Leukemia, Experimental/metabolism', 'RNA, Heterogeneous Nuclear/biosynthesis', 'RNA, Neoplasm/metabolism', 'Rauscher Virus']",1980/04/01 00:00,1980/04/01 00:01,['1980/04/01 00:00'],"['1980/04/01 00:00 [pubmed]', '1980/04/01 00:01 [medline]', '1980/04/01 00:00 [entrez]']",,ppublish,Biull Eksp Biol Med. 1980 Apr;89(4):420-2.,,4,Indutsirovannoe bromdezoksiuridinom oslablenie vzaimodeistvii DNK--belok v khromatine po dannym nukleoproteid-tselit-khromatografii.,,,,,,,,,,,,,,
7388028,NLM,MEDLINE,19800928,20190610,0006-3002 (Print) 0006-3002 (Linking),608,1980 Jun 27,Localization of globin gene replication in Friend Leukemia cells to a specific interval of the S phase.,103-11,"Murine erythroblastic leukemia cells, infected with Friend leukemia virus, were grown and synchronized in suspension culture by a double-block procedure involving medium depletion and treatment with excess thymidine. Replicating cultures were then caused to synthesize DNA during the early, middle, or late third of the S period with bromodeoxyuridine as a precursor. The bromodeoxyuridine density-labeled DNA and normal DNA were isolated by sedimentation in a cesium chloride density gradient and analyzed for the level of globin-specific DNA by hybridization with radioactive cDNA of the globin messenger RNA. Globin genes were found to be replicated near the end of the middle third of the S phase. The incorporation of bromodeoxyuridine into DNA also resulted in a lowered induction of hemoglobin synthesis in dimethyl sulfoxide-treated cells. In this case, the sensitivity was correlated with the introduction of bromodeoxyuridine into DNA replicated in early S phase. The possibility that this fraction of DNA, which is low in globin gene content, carries genes regulating the erythroid differentiation or the expression of globin genes is discussed.","['Lo, S C', 'Ross, J', 'Mueller, G C']","['Lo SC', 'Ross J', 'Mueller GC']",,['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,"['0 (DNA, Neoplasm)', '0 (Hemoglobins)', '9004-22-2 (Globins)', 'G34N38R2N1 (Bromodeoxyuridine)', 'VC2W18DGKR (Thymidine)']",IM,"['Animals', 'Bromodeoxyuridine/pharmacology', '*Cell Cycle', 'Cell Line', '*DNA Replication/drug effects', 'DNA, Neoplasm/*biosynthesis', '*Genes', 'Globins/*biosynthesis', 'Hemoglobins/biosynthesis', '*Interphase', 'Leukemia, Experimental/*metabolism', 'Mice', 'Thymidine/metabolism']",1980/06/27 00:00,1980/06/27 00:01,['1980/06/27 00:00'],"['1980/06/27 00:00 [pubmed]', '1980/06/27 00:01 [medline]', '1980/06/27 00:00 [entrez]']","['0005-2787(80)90138-0 [pii]', '10.1016/0005-2787(80)90138-0 [doi]']",ppublish,Biochim Biophys Acta. 1980 Jun 27;608(1):103-11. doi: 10.1016/0005-2787(80)90138-0.,,1,,,,,,,,,,,,,,,
7387911,NLM,MEDLINE,19800923,20190913,0007-1129 (Print) 0007-1129 (Linking),53,1980 Jun,Transient paranoia and the 'gift' in terminal illness.,155-9,"A case report of a transient paranoia in a man with a terminal illness is presented with three basic aims: (1) to highlight the delicate nature of the treatment of the gravely ill and to illustrate what may have been an iatrogenic panic; (2) to examine the development of the symptoms in such a way as to suggest a theoretical synthesis of the views of Kurt Eissler and those of D. W. Winnicott; (3) to illustrate the dramatic effect of a brief, dynamically informed intervention.","['Moss, D']",['Moss D'],,['eng'],"['Case Reports', 'Journal Article']",England,Br J Med Psychol,The British journal of medical psychology,0370640,,IM,"['Adult', '*Attitude to Death', 'Humans', 'Leukemia, Lymphoid/*psychology', 'Male', 'Paranoid Disorders/*psychology', 'Physician-Patient Relations', 'Psychoanalytic Theory', 'Psychoanalytic Therapy/*methods', 'Terminal Care/*psychology']",1980/06/01 00:00,1980/06/01 00:01,['1980/06/01 00:00'],"['1980/06/01 00:00 [pubmed]', '1980/06/01 00:01 [medline]', '1980/06/01 00:00 [entrez]']",['10.1111/j.2044-8341.1980.tb01431.x [doi]'],ppublish,Br J Med Psychol. 1980 Jun;53(2):155-9. doi: 10.1111/j.2044-8341.1980.tb01431.x.,,2,,,,,,,,,,,,,,,
7387879,NLM,MEDLINE,19800926,20190704,0007-0963 (Print) 0007-0963 (Linking),102,1980 Feb,"Sweet's syndrome, pyoderma gangrenosum and acute leukaemia.",239,,"['Burton, J L']",['Burton JL'],,['eng'],['Letter'],England,Br J Dermatol,The British journal of dermatology,0004041,,IM,"['Diagnosis, Differential', 'Humans', 'Leukemia/*complications', 'Neutrophils', 'Pyoderma/*diagnosis/etiology', 'Skin Diseases/*diagnosis/etiology', 'Skin Ulcer/*diagnosis/etiology', 'Syndrome']",1980/02/01 00:00,1980/02/01 00:01,['1980/02/01 00:00'],"['1980/02/01 00:00 [pubmed]', '1980/02/01 00:01 [medline]', '1980/02/01 00:00 [entrez]']",['10.1111/j.1365-2133.1980.tb05700.x [doi]'],ppublish,Br J Dermatol. 1980 Feb;102(2):239. doi: 10.1111/j.1365-2133.1980.tb05700.x.,,2,,,,,,,,,,,,,,,
7387857,NLM,MEDLINE,19800923,20190515,0007-0920 (Print) 0007-0920 (Linking),41,1980 Apr,Colchicine ultrasensitivity of peripheral-blood lymphocytes from patients with non-Hodgkin's lymphoma.,593-601,"Incubation for 20 h in low concentrations of colchicine has been shown to kill the peripheral blood lymphocytes (PBL) of patients with chronic lymphocytic leukaemia (CLL), whereas at least a 10,000 x higher concentration of colchicine is required to kill lymphocytes from a normal donor. This ultrasensitivity of CLL lymphocytes to low doses of colchicine was confirmed in 19/20 PBL samples, 5/6 lymph nodes, and in the one totally replaced marrow studied. PBL from 75 patients with non-Hodgkin's lymphoma (NHDL) were examined for colchicine ultrasensitive (CUS) cells similar to those found in CLL. All the patients had less than 5 x 10(9)/1 morphologically normal circulating lymphocytes. PBL from 45 healthy donors and 39 patients with diseases other than leukaemia or lymphoma were used as controls. CUS cells were detected in 24 (32%) of the 75 patients. The CUS cells were considered to represent blood involvement with malignant lymphocytes for three reasons. First, there was an association with marrow involvement (P less than 0.05) which usually accompanies involvement of the blood with morphologically abnormal cells. Secondly, 23 (77%) of the 30 involved lymph nodes, marrows and spleens studied were CUS. Thirdly, there was a close correlation with the presence of a monoclone of B lymphocytes demonstrated by surface markers (P less than 0.01).","['Scarffe, J H', 'Prudhoe, J', 'Garrett, J V', 'Crowther, D']","['Scarffe JH', 'Prudhoe J', 'Garrett JV', 'Crowther D']",,['eng'],['Journal Article'],England,Br J Cancer,British journal of cancer,0370635,['SML2Y3J35T (Colchicine)'],IM,"['Adolescent', 'Adult', 'Aged', 'Bone Marrow/pathology', 'Child', 'Child, Preschool', 'Colchicine/*pharmacology', 'Humans', 'Leukemia, Lymphoid/*blood/drug therapy/pathology', 'Lymph Nodes/pathology', 'Lymphocytes/*drug effects', 'Lymphoma/*blood/drug therapy/pathology', 'Male', 'Middle Aged', 'Spleen/pathology']",1980/04/01 00:00,1980/04/01 00:01,['1980/04/01 00:00'],"['1980/04/01 00:00 [pubmed]', '1980/04/01 00:01 [medline]', '1980/04/01 00:00 [entrez]']",['10.1038/bjc.1980.102 [doi]'],ppublish,Br J Cancer. 1980 Apr;41(4):593-601. doi: 10.1038/bjc.1980.102.,,4,,,PMC2010294,,,,,,,,,,,,
7387854,NLM,MEDLINE,19800923,20190515,0007-0920 (Print) 0007-0920 (Linking),41,1980 Apr,Clearance of immune complexes formed in normal and leukaemic rats.,562-6,"Immune complexes of 125I-HSA-rat anti-HSA formed in vivo under conditions of antibody excess were rapidly cleared from the circulation of both normal and leukaemic Hooded rats. In HSA-immune rats most of the 125I-HSA present in the blood was found to be cell-bound, but a proportion was present as circulating immune complexes that could be precipitated from plasma by 2.5% polyethylene glycol. There was no evidence that clearance of a soluble antigen was impaired in leukaemic animals.","['Shepherd, P S', 'Pendry, R A', 'Dean, C J']","['Shepherd PS', 'Pendry RA', 'Dean CJ']",,['eng'],['Journal Article'],England,Br J Cancer,British journal of cancer,0370635,"['0 (Antigen-Antibody Complex)', '0 (Serum Albumin, Radio-Iodinated)', '3WJQ0SDW1A (Polyethylene Glycols)']",IM,"['Animals', '*Antigen-Antibody Complex', 'Leukemia, Experimental/*immunology/metabolism', 'Metabolic Clearance Rate', 'Polyethylene Glycols', 'Rats', 'Serum Albumin, Radio-Iodinated/immunology/metabolism']",1980/04/01 00:00,1980/04/01 00:01,['1980/04/01 00:00'],"['1980/04/01 00:00 [pubmed]', '1980/04/01 00:01 [medline]', '1980/04/01 00:00 [entrez]']",['10.1038/bjc.1980.98 [doi]'],ppublish,Br J Cancer. 1980 Apr;41(4):562-6. doi: 10.1038/bjc.1980.98.,,4,,,PMC2010261,,,,,,,,,,,,
7387669,NLM,MEDLINE,19800815,20190612,0006-291X (Print) 0006-291X (Linking),93,1980 Apr 14,"Inhibition of chemically induced erythrodifferentiation in Friends erythroleukemia cells by d,1-propranolol.",701-8,,"['Wirth, P J', 'Reinhold, C E', 'Thorgeirsson, S S']","['Wirth PJ', 'Reinhold CE', 'Thorgeirsson SS']",,['eng'],['Journal Article'],United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['0 (Acetamides)', '0 (Butyrates)', '0 (Diamines)', '9Y8NXQ24VQ (Propranolol)', 'LA133J59VU (hexamethylene bisacetamide)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Acetamides/pharmacology', 'Animals', 'Butyrates/pharmacology', 'Cell Differentiation/*drug effects', 'Cell Line', 'Diamines/pharmacology', 'Dimethyl Sulfoxide/pharmacology', 'Dose-Response Relationship, Drug', 'Kinetics', 'Leukemia, Experimental/*physiopathology', 'Mice', 'Propranolol/*pharmacology']",1980/04/14 00:00,1980/04/14 00:01,['1980/04/14 00:00'],"['1980/04/14 00:00 [pubmed]', '1980/04/14 00:01 [medline]', '1980/04/14 00:00 [entrez]']","['0006-291X(80)91134-1 [pii]', '10.1016/0006-291x(80)91134-1 [doi]']",ppublish,Biochem Biophys Res Commun. 1980 Apr 14;93(3):701-8. doi: 10.1016/0006-291x(80)91134-1.,,3,,,,,,,,,,,,,,,
7387534,NLM,MEDLINE,19800828,20190815,0003-9977 (Print) 0003-9977 (Linking),106,1980 Jul,Colonization of nasal ulcers as a source of Candida parapsilosis fungemia.,434-6,"Candida parapsilosis fungemia secondary to nasal colonization following application of nasal prongs for oxygen therapy developed in a 61-year-old man with known chronic lymphocytic leukemia and pulmonary infiltrates. Amphotericin B controlled the candidal infection, but the patient died of complications related to Aspergillus pneumonitis, intra-abdominal mucormycosis, and leukemia. The source of candidal infection was probably a combination of nasal ulceration resulting from oxygen administration by nasal prongs and alteration of the normal mucosal flora by multiple broad-spectrum antibiotics. Oxygen administration by mask to patients at risk of opportunistic infections may help obviate this potential complication, with its attendant danger of spread to the brain and cavernous sinuses. We discuss the rarity of triple infection with these three organisms.","['Shaikh, B S', 'Appelbaum, P C', 'Jones, J M', 'Christiansen, D']","['Shaikh BS', 'Appelbaum PC', 'Jones JM', 'Christiansen D']",,['eng'],"['Case Reports', 'Journal Article']",United States,Arch Otolaryngol,"Archives of otolaryngology (Chicago, Ill. : 1960)",0376526,['0 (Anti-Bacterial Agents)'],IM,"['Anti-Bacterial Agents/adverse effects', 'Aspergillosis/diagnosis', 'Candida/*isolation & purification', 'Candidiasis/diagnosis/etiology', 'Humans', 'Leukemia, Lymphoid/complications', 'Male', 'Middle Aged', 'Mucormycosis/diagnosis', 'Nose Diseases/etiology/*microbiology', 'Oxygen Inhalation Therapy/adverse effects', 'Pneumonia, Aspiration/diagnosis', 'Rhinitis/diagnosis/etiology', 'Ulcer/etiology/*microbiology']",1980/07/01 00:00,1980/07/01 00:01,['1980/07/01 00:00'],"['1980/07/01 00:00 [pubmed]', '1980/07/01 00:01 [medline]', '1980/07/01 00:00 [entrez]']",['10.1001/archotol.1980.00790310058015 [doi]'],ppublish,Arch Otolaryngol. 1980 Jul;106(7):434-6. doi: 10.1001/archotol.1980.00790310058015.,,7,,,,,,,,,,,,,,,
