PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,RF,GS,TT,GR,PMC,CIN,SI,EIN,CON,OID,PS,FPS,OTO,OT,GN,CRF
2014470,NLM,MEDLINE,19910510,20061115,0179-7158 (Print) 0179-7158 (Linking),167,3,1991 Mar,The dose to lung in TBI.,135-51,"Many physical problems are associated with TBI prior to BMT. Determination of the dose to lung, the organ at risk in TBI, is the most demanding task the DGMP working group on ""Physical Aspects of TBI"" has to solve. At an international workshop held at Essen in May 1990 the 50 participants discussed the problems and possibilities to measure, calculate, plan, modify, confirm, verify, and report the dose to lung. Some highlights are discussed here. The review lectures are summarized as abstracts in this issue. Details are published separately in the proceedings.","['Quast, U']",['Quast U'],"['Division Clinical Radiation Physics, University Hospital, Essen, FRG.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",Germany,Strahlenther Onkol,Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al],8603469,IM,"['Algorithms', 'Bone Marrow/radiation effects', 'Bone Marrow Transplantation', 'Dose-Response Relationship, Radiation', 'Humans', 'Leukemia/radiotherapy', 'Lung/*radiation effects', '*Radiotherapy Dosage', 'Radiotherapy Planning, Computer-Assisted', 'Time Factors', '*Whole-Body Irradiation']",1991/03/01 00:00,1991/03/01 00:01,['1991/03/01 00:00'],"['1991/03/01 00:00 [pubmed]', '1991/03/01 00:01 [medline]', '1991/03/01 00:00 [entrez]']",,ppublish,Strahlenther Onkol. 1991 Mar;167(3):135-51.,,126,,,,,,,,,,,,,,,
2014141,NLM,MEDLINE,19910513,20091111,0079-0184 (Print) 0079-0184 (Linking),26 Pt 1,,1991,"Malignant lymphoma, pseudolymphoma, and hematopoietic disorders of the female genital tract.",227-63,,"['Ferry, J A', 'Young, R H']","['Ferry JA', 'Young RH']",,['eng'],"['Journal Article', 'Review']",United States,Pathol Annu,Pathology annual,0050610,IM,"['Eosinophilic Granuloma/*pathology', 'Female', 'Genital Diseases, Female/*pathology', 'Genital Neoplasms, Female/*pathology', 'Humans', 'Leukemia/*pathology', 'Lymphoma/*pathology', 'Plasmacytoma/*pathology']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",,ppublish,Pathol Annu. 1991;26 Pt 1:227-63.,,124,,,,,,,,,,,,,,,
2014052,NLM,MEDLINE,19910513,20171116,0028-0836 (Print) 0028-0836 (Linking),350,6318,1991 Apr 11,Serine phosphorylation-independent downregulation of cell-surface CD4 by nef.,508-11,"A decline in the T-cell population usually marks the onset of progressive immunological disease in individuals infected with the human immunodeficiency virus (HIV). Because CD4+ cells help to coordinate efficient immune responses, some of the defects in the immune function in advanced cases of AIDS may be explained by the disappearance of these cells. Therefore, an understanding of the mechanisms used by HIV to induce the reduction of CD4+ cells is important. Here we use a Moloney murine leukaemia virus-based retroviral vector in order to express the nef gene of HIV-1 in three lymphocytic cell lines expressing CD4. In all cases we find that cell-surface CD4 expression is inversely related to nef expression. However, nef does not alter steady-state levels of CD4 RNA or CD4 protein. Also, nef can downregulate a CD4 triple mutant (Ser----Ala) that is neither phosphorylated nor down-regulated by phorbol esters, indicating that nef is acting by a different mechanism.","['Garcia, J V', 'Miller, A D']","['Garcia JV', 'Miller AD']","['Program in molecular Medicine, Fred Hutchinson Cancer Research Center, Seattle, Washington 98104.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Nature,Nature,0410462,IM,"['Antigens, CD/genetics/metabolism', 'B-Lymphocytes/immunology/microbiology', 'CD4 Antigens/analysis/genetics/*metabolism', 'Cell Line', 'Down-Regulation', 'Fluorescent Antibody Technique', '*Gene Expression Regulation/drug effects', 'Gene Products, nef/*genetics/physiology', 'Genetic Vectors', 'HIV/*genetics', 'HIV Long Terminal Repeat', 'Humans', 'Moloney murine leukemia virus/genetics', 'Monocytes/immunology/microbiology', 'Phosphorylation', 'Phosphoserine/*metabolism', 'RNA, Messenger/metabolism', 'T-Lymphocytes/immunology/microbiology', 'Tetradecanoylphorbol Acetate/pharmacology', 'Transfection', 'nef Gene Products, Human Immunodeficiency Virus']",1991/04/11 00:00,1991/04/11 00:01,['1991/04/11 00:00'],"['1991/04/11 00:00 [pubmed]', '1991/04/11 00:01 [medline]', '1991/04/11 00:00 [entrez]']",['10.1038/350508a0 [doi]'],ppublish,Nature. 1991 Apr 11;350(6318):508-11. doi: 10.1038/350508a0.,"['0 (Antigens, CD)', '0 (CD4 Antigens)', '0 (Gene Products, nef)', '0 (RNA, Messenger)', '0 (nef Gene Products, Human Immunodeficiency Virus)', '17885-08-4 (Phosphoserine)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",,['nef'],,,,,,,,,,,,,,
2013984,NLM,MEDLINE,19910515,20130304,0887-6924 (Print) 0887-6924 (Linking),5,3,1991 Mar,Rossette formation between stromal and hemopoietic cells: a simple assay for the supportive activity of stromal cells.,273-6,"Hemopoietic stromal cells play an important role in the proliferation and differentiation of hemopoietic cells in vitro. Recently, it has been emphasized that the attachment of hemopoietic cells to stromal cells is the first step in this process and that this is necessary in hemopoiesis in vitro. A rosette formation technique was developed to quantitatively measure this attachment. The murine leukemic cell line ELM-D, which grows only in close contact with stromal cells, was used to represent hemopoietic cells. Rosettes were formed with about 75% of the normal murine bone marrow derived hemopoietic supportive stromal cells (MS-1). However, ELM-D formed rosettes with only 15% of the hemopoietic non-supportive stromal cells (MS-K). The maximum rosette formation was obtained at an ELM-D to MS-1 ratio of 20:1. When MS-1 and MS-K were mixed and seeded as stromal cells, MS-K did not alter the attachments of ELM-D to MS-1; the percentage of rosette formation increased in parallel with the increase in the number of MS-1 cells in the stromal layer. These findings suggest that MS-K does not have an inhibitory effect. Rosette formation is a simple, quantitative technique for assaying the hemopoietic supportive activity of stromal cells in vitro.","['Aizawa, S', 'Hojo, H', 'Tsuda, A', 'Sai, M', 'Toyama, K']","['Aizawa S', 'Hojo H', 'Tsuda A', 'Sai M', 'Toyama K']","['First Department of Internal Medicine, Tokyo Medical College, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,IM,"['Animals', 'Bone Marrow Cells', 'Cell Adhesion/physiology', 'Cell Communication/physiology', 'Cell Differentiation', 'Cell Line', 'Extracellular Matrix/*physiology', 'Hematopoietic Stem Cells/cytology', 'Hematopoietic System/*cytology', 'Leukemia, Experimental/pathology', 'Mice', '*Rosette Formation']",1991/03/01 00:00,1991/03/01 00:01,['1991/03/01 00:00'],"['1991/03/01 00:00 [pubmed]', '1991/03/01 00:01 [medline]', '1991/03/01 00:00 [entrez]']",,ppublish,Leukemia. 1991 Mar;5(3):273-6.,,,,,,,,,,,,,,,,,
2013983,NLM,MEDLINE,19910515,20131121,0887-6924 (Print) 0887-6924 (Linking),5,3,1991 Mar,Human placental low molecular weight factors inhibit the entry into cell cycle of murine pluripotent stem cells.,270-2,"In 1977, Frindel et al. reported the presence in fetal calf bone marrow of a low molecular factor, the tetrapeptide Ac-N-Ser-Asp-Lys-Pro (AcSDKP), capable of inhibiting in vivo the hematopoietic pluripotent stem cell (CFU-S) recruitment into DNA synthesis and to increase the survival of mice which had received lethal doses of cytosine arabinoside (AraC), a phase-specific drug. Considering the potential clinical importance of CFU-S proliferation inhibitor during anticancer chemotherapy and the importance of monitoring the inhibitor by immunological methods, we tried to determine if a similar inhibitor is present in humans. Preliminary results indicate the presence in human placenta of an inhibitor coeluted with AcSDKP and which is effective in inhibiting murine CFU-S.","['Lopez, M', 'Wdzieczak-Bakala, J', 'Pradelles, P', 'Frindel, E']","['Lopez M', 'Wdzieczak-Bakala J', 'Pradelles P', 'Frindel E']","['Inserm U.250, Institut Gustave-Roussy, Villejuif, France.']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,IM,"['Amino Acid Sequence', 'Animals', 'Cell Cycle/*drug effects', 'Chromatography', 'Chromatography, High Pressure Liquid', 'Cytarabine/pharmacology', 'Female', 'Hematopoietic Stem Cells/cytology/*drug effects', 'Hydroxyapatites', 'Immunoenzyme Techniques', 'Mice', 'Mice, Inbred CBA', 'Molecular Sequence Data', 'Molecular Weight', 'Oligopeptides/pharmacology/physiology', 'Placenta/*chemistry', 'Placental Extracts/*pharmacology/physiology']",1991/03/01 00:00,1991/03/01 00:01,['1991/03/01 00:00'],"['1991/03/01 00:00 [pubmed]', '1991/03/01 00:01 [medline]', '1991/03/01 00:00 [entrez]']",,ppublish,Leukemia. 1991 Mar;5(3):270-2.,"['0 (Hydroxyapatites)', '0 (Oligopeptides)', '0 (Placental Extracts)', '04079A1RDZ (Cytarabine)', 'H041538E9P (goralatide)']",,,,,,,,,,,,,,,,
2013982,NLM,MEDLINE,19910515,20130304,0887-6924 (Print) 0887-6924 (Linking),5,3,1991 Mar,Hand-mirror variant of microgranular acute promyelocytic leukemia.,266-9,"We report a case of microgranular acute promyelocytic leukemia (APL, M3 V) presenting with the typical features of disseminated intravascular coagulopathy and cells with irregular, folded, or bilobed nuclei with occasional intracytoplasmic multiple Auer rods in the peripheral blood. A cytogenetic study of the bone marrow and blood showed translocation between chromosomes 15 and 17, characteristic of APL. The flow cytometric study also confirmed this diagnosis. The unusual feature in this case is the existence of 80% hand-mirror cells, which also contain multiple Auer rods, in the bone marrow. The hand-mirror variant of acute leukemia has been frequently encountered in acute lymphoblastic leukemia, but documented in only six cases of acute myelogenous leukemia, including the FAB groups of M1, M2, M4, and M5. This patient is, to our knowledge, the first reported case of a hand-mirror variant in microgranular APL. The mechanism of hand-mirror cell formation and its prognostic implication are discussed.","['Sun, T', 'Weiss, R']","['Sun T', 'Weiss R']","['Department of Laboratories, North Shore University Hospital-Cornell University Medical College, Manhasset, New York 11030.']",['eng'],"['Case Reports', 'Journal Article']",England,Leukemia,Leukemia,8704895,IM,"['Bone Marrow/pathology', 'Histocytochemistry', 'Humans', 'Leukemia, Promyelocytic, Acute/*blood/pathology', 'Lymphocytes/pathology', 'Male', 'Middle Aged']",1991/03/01 00:00,1991/03/01 00:01,['1991/03/01 00:00'],"['1991/03/01 00:00 [pubmed]', '1991/03/01 00:01 [medline]', '1991/03/01 00:00 [entrez]']",,ppublish,Leukemia. 1991 Mar;5(3):266-9.,,,,,,,,,,,,,,,,,
2013981,NLM,MEDLINE,19910515,20130304,0887-6924 (Print) 0887-6924 (Linking),5,3,1991 Mar,"Effect of split low dose total body irradiation on SFFV mRNA, genomic DNA and protein expression in mice infected with the Friend virus complex.",225-9,"DBA/2 mice infected with lethal dosages of Friend virus complex (FVC) can be 100% cured by split-dose total body irradiation (TBI) at 150 cGy, an effect associated with the restoration of the cellular immunity which is compromised by the virus. The exact mechanism underlying the curative effect is unknown, but it may involve the interferon (IFN) system and interleukin-2 (IL-2) production. Initial studies indicated that TBI did not directly inactivate the virus, suggesting that irradiation either acted on the target cells for virus replication or on other cells mediating the effect. We have now examined the effect of this relatively low dose TBI on replication, transcription, and protein expression of the Friend virus. Northern blot analysis revealed that in FVC infected mice treated with curative low dose TBI, no spleen focus-forming virus (SFFV)-specific mRNA species were detected. Southern blot analysis revealed that a 6.0 kb SFFV fragment could be detected in infected, untreated spleen cells, but not in cells from FVC-infected mice treated with TBI, or in uninfected spleen cells. Western blot analysis revealed that the SFFV envelope glycoprotein was expressed in the spleen cells from untreated FVC infected mice, but not in the cells from TBI treated FVC infected mice. These results, consistent with our previous findings of greatly reduced spleen focus forming units in mice with FVC which had been treated with this regimen of TBI, suggest the possibility of using such treatments in other retroviral associated disorders.","['Shen, R N', 'Lu, L', 'Harrington, M A', 'Srivastava, C', 'Kim, Y J', 'Zhou, S Z', 'Wu, B', 'Ruscetti, S', 'Broxmeyer, H E']","['Shen RN', 'Lu L', 'Harrington MA', 'Srivastava C', 'Kim YJ', 'Zhou SZ', 'Wu B', 'Ruscetti S', 'Broxmeyer HE']","['Department of Medicine Hematology/Oncology, Indiana University School of Medicine, Indianapolis 46202-5121.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,IM,"['Animals', 'Blotting, Northern', 'Blotting, Southern', 'Blotting, Western', 'DNA, Viral/*radiation effects', 'Dose-Response Relationship, Drug', 'Female', 'Friend murine leukemia virus/genetics/*radiation effects', 'Leukemia, Experimental/genetics/microbiology/*radiotherapy', 'Mice', 'Mice, Inbred Strains', 'RNA, Messenger/*radiation effects', 'RNA, Viral/genetics/*radiation effects', 'Retroviridae Proteins/genetics/*metabolism', 'Spleen Focus-Forming Viruses/genetics/*radiation effects', '*Whole-Body Irradiation']",1991/03/01 00:00,1991/03/01 00:01,['1991/03/01 00:00'],"['1991/03/01 00:00 [pubmed]', '1991/03/01 00:01 [medline]', '1991/03/01 00:00 [entrez]']",,ppublish,Leukemia. 1991 Mar;5(3):225-9.,"['0 (DNA, Viral)', '0 (RNA, Messenger)', '0 (RNA, Viral)', '0 (Retroviridae Proteins)']",,,,"['CA 36464/CA/NCI NIH HHS/United States', 'CA 36740/CA/NCI NIH HHS/United States']",,,,,,,,,,,,
2013980,NLM,MEDLINE,19910515,20130304,0887-6924 (Print) 0887-6924 (Linking),5,3,1991 Mar,Karyotypic patterns in chronic myeloproliferative disorders: report on 74 cases and review of the literature.,214-20,"During the 15 year period 1975-1989, 74 cases of chronic myeloproliferative disorder (CMPD) were cytogenetically analyzed in our department. Thirty patients had polycythemia vera (PV), 23 had idiopathic myelofibrosis (MFS), 15 had idiopathic thrombocythemia (IT), and six had unclassifiable CMPD (UCMPD). The overall frequency of clonal chromosome aberrations was 36% (50% in PV, 30% in MFS, 27% in IT, and 17% in UCMPD). The frequency was markedly higher (53%) in the subset of patients who had received myelosuppressive therapy and/or had developed acute leukemia prior to the initial cytogenetic analysis. The pattern of the chromosome rearrangements in our series is in agreement with the karyotypic findings in the 411 previously reported cases of CMPD. Trisomy 8 and 9 and del(20q) dominate in PV. The picture in MFS is more heterogenous with several aberrations, dup(1q), -5, del(5q), -7, del(7q), +8, +9, del(13q), del(20q), and +21, found equally frequently. No pathognomonic chromosome aberration has been detected in IT, but t(9;22) occurs more often than other changes. Thus, although a non-random cytogenetic pattern is discernible in CMPD, there is considerable overlap both with other myeloid malignancies and among the different CMPD subtypes.","['Mertens, F', 'Johansson, B', 'Heim, S', 'Kristoffersson, U', 'Mitelman, F']","['Mertens F', 'Johansson B', 'Heim S', 'Kristoffersson U', 'Mitelman F']","['Department of Clinical Genetics, University Hospital, Lund, Sweden.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",England,Leukemia,Leukemia,8704895,IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Female', 'Humans', 'Karyotyping', 'Male', 'Middle Aged', 'Myeloproliferative Disorders/*genetics']",1991/03/01 00:00,1991/03/01 00:01,['1991/03/01 00:00'],"['1991/03/01 00:00 [pubmed]', '1991/03/01 00:01 [medline]', '1991/03/01 00:00 [entrez]']",,ppublish,Leukemia. 1991 Mar;5(3):214-20.,,48,,,,,,,,,,,,,,,
2013979,NLM,MEDLINE,19910515,20130304,0887-6924 (Print) 0887-6924 (Linking),5,3,1991 Mar,"Philadelphia positive acute lymphoblastic leukemia in adults: age distribution, BCR breakpoint and prognostic significance.",196-9,"Clonal karyotype, clinical and blast cell features were established in 113 adults, aged 15-68 (mean 31.2) years with acute lymphoblastic leukemia (ALL). The karyotypes were: Philadelphia positive (Ph+), 23 cases; t(4;11), six cases; other chromosome findings (group II), 84 cases. Ph+ patients were older (mean 39.7 years) at presentation than the group II patients (mean 28.3 years) (p less than 0.0001). Ph+ was less frequent than expected in teenagers (15-20 years) (10.3%) and patients aged 21-50 years (21.8%), and more frequent in patients over 50 years old (43.8%) (p less than 0.01). Follow-up (between 0.5 and 4.5 years) was obtained for 108 patients. Age and karyotype (Ph+ versus group II) were prognostically significant for event-free (EFS) and overall survival (S) (p less than 0.001 in each instance). Ph+ patients fared worse than group II cases in all age groups, but karyotype added prognostic significance to age only when Ph+ and t(4;11) cases were combined (group I) (group I versus group II: EFS, p = 0.054; S, p = 0.043). The Ph breakpoint location M-bcr+ (nine cases) and M-bcr- (14 cases) was irrelevant to age (mean 37.7 and 41.3, respectively) and to prognosis. The findings indicate a fundamental difference between the genetics of ALL in most older and the majority of younger patients which may partly explain the increasingly poor prognosis with age.","['Secker-Walker, L M', 'Craig, J M', 'Hawkins, J M', 'Hoffbrand, A V']","['Secker-Walker LM', 'Craig JM', 'Hawkins JM', 'Hoffbrand AV']","['Department of Haematology, Royal Free Hospital and School of Medicine, London, UK.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Chromosome Aberrations/genetics', 'Female', 'Follow-Up Studies', 'Humans', 'Immunophenotyping', 'Incidence', 'Leukocyte Count', 'Male', 'Middle Aged', '*Philadelphia Chromosome', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/epidemiology/*genetics/mortality', 'Prognosis', 'Translocation, Genetic/genetics']",1991/03/01 00:00,1991/03/01 00:01,['1991/03/01 00:00'],"['1991/03/01 00:00 [pubmed]', '1991/03/01 00:01 [medline]', '1991/03/01 00:00 [entrez]']",,ppublish,Leukemia. 1991 Mar;5(3):196-9.,,,['M-bcr'],,,,,,,,,,,,,,
2013978,NLM,MEDLINE,19910515,20131121,0887-6924 (Print) 0887-6924 (Linking),5,3,1991 Mar,Appearance of acute leukemia-associated P190BCR-ABL in chronic myelogenous leukemia may correlate with disease progression.,191-5,"The Philadelphia translocation in chronic myelogenous leukemia (CML) results in the production of a 210 kD BCR-ABL protein. In contrast, in 50% of Philadelphia-positive acute leukemias, the translocation results in the production of a 190 kD BCR-ABL protein. To investigate the hypothesis that the production of P190 may be associated with the progression from chronic phase to blast crisis in CML, we used polymerase chain reaction to analyze blood from 37 patients with accelerated phase/blast crisis CML for the transcripts coding for the P210BCR-ABL and P190BCR-ABL. The mRNA encoding for P210 was detected in all patients. In three patients, mRNA encoding both P210 and P190 was present. In two of these three patients, samples were available from the time of initial diagnosis. Analysis of these samples did not reveal any transcripts for P190. We conclude that in some patients the appearance of P190BCR-ABL may correlate with transformation to a more aggressive, terminal phase of CML.","['Dhingra, K', 'Talpaz, M', 'Kantarjian, H', 'Ku, S', 'Rothberg, J', 'Gutterman, J U', 'Kurzrock, R']","['Dhingra K', 'Talpaz M', 'Kantarjian H', 'Ku S', 'Rothberg J', 'Gutterman JU', 'Kurzrock R']","['Department of Clinical Immunology and Biological Therapy, University of Texas MD Anderson Cancer Center, Houston 77030.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,IM,"['Adolescent', 'Adult', 'Aged', 'Blast Crisis/genetics/metabolism', 'Female', 'Fusion Proteins, bcr-abl/biosynthesis/*genetics', 'Gene Amplification', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/blood/*genetics/metabolism/pathology', 'Leukemia, Myeloid, Chronic-Phase/genetics/metabolism', 'Leukocyte Count', 'Male', 'Middle Aged', 'Transcription, Genetic/genetics']",1991/03/01 00:00,1991/03/01 00:01,['1991/03/01 00:00'],"['1991/03/01 00:00 [pubmed]', '1991/03/01 00:01 [medline]', '1991/03/01 00:00 [entrez]']",,ppublish,Leukemia. 1991 Mar;5(3):191-5.,"['EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",,['BCR-ABL'],,,,,,,,,,,,,,
2013977,NLM,MEDLINE,19910515,20130304,0887-6924 (Print) 0887-6924 (Linking),5,3,1991 Mar,Molecular diagnosis of Philadelphia negative CML using the polymerase chain reaction and DNA analysis: clinical features and course of M-bcr negative and M-bcr positive CML.,187-90,"The Philadelphia chromosome (Ph) is the cytogenetic hallmark of chronic myeloid leukemia (CML) and as such has been used to confirm the diagnosis of CML based on morphological and clinical criteria. We have investigated 12 patients who were considered to have clinical and morphological features of CML and who did not have detectable abnormalities of chromosomes 9q34 or 22q11. In six of the 12 patients, rearrangement within the 5.8 kb major breakpoint region (M-bcr) and amplification of CML specific M-bcr-ABL cDNA sequences by the polymerase chain reaction (PCR) was demonstrated. Six other CML patients did not have rearrangement of the M-bcr gene or amplification of BCR-ABL by PCR. These patients had atypical CML. They were significantly older, most had less than 10% immature granulocytic cells (metamyelocytes, myelocytes and promyelocytes) and had various degrees of marrow fibrosis. Three of these six patients died of blastic transformation at 4, 15 and 54 months from diagnosis.","['Dobrovic, A', 'Morley, A A', 'Seshadri, R', 'Januszewicz, E H']","['Dobrovic A', 'Morley AA', 'Seshadri R', 'Januszewicz EH']","['Department of Haematology, Flinders Medical Centre, Bedford Park, South Australia.']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,IM,"['Adult', 'Aged', 'DNA, Neoplasm/*genetics', 'Female', 'Humans', 'Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative/*diagnosis/genetics', 'Male', 'Middle Aged', '*Polymerase Chain Reaction']",1991/03/01 00:00,1991/03/01 00:01,['1991/03/01 00:00'],"['1991/03/01 00:00 [pubmed]', '1991/03/01 00:01 [medline]', '1991/03/01 00:00 [entrez]']",,ppublish,Leukemia. 1991 Mar;5(3):187-90.,"['0 (DNA, Neoplasm)']",,"['M-bcr', 'M-bcr-ABL', 'c-abl', 'v-abl']",,,,,,,,,,,,,,
2013938,NLM,MEDLINE,19910516,20190630,0098-7484 (Print) 0098-7484 (Linking),265,17,1991 May 1,Making bone marrow transplants more safe.,2171,,"['Skolnick, A']",['Skolnick A'],,['eng'],['News'],United States,JAMA,JAMA,7501160,IM,"['*Bone Marrow Transplantation', 'Busulfan/administration & dosage', 'Clinical Protocols', 'Cyclophosphamide/administration & dosage', 'Humans', 'Leukemia/*therapy', 'Whole-Body Irradiation']",1991/05/01 00:00,1991/05/01 00:01,['1991/05/01 00:00'],"['1991/05/01 00:00 [pubmed]', '1991/05/01 00:01 [medline]', '1991/05/01 00:00 [entrez]']",['10.1001/jama.265.17.2171b [doi]'],ppublish,JAMA. 1991 May 1;265(17):2171. doi: 10.1001/jama.265.17.2171b.,"['8N3DW7272P (Cyclophosphamide)', 'G1LN9045DK (Busulfan)']",,,,,,,,,,,,,,,,
2013937,NLM,MEDLINE,19910516,20161017,0098-7484 (Print) 0098-7484 (Linking),265,17,1991 May 1,"Opinions vary, but some recommend hitting certain cancers 'harder and earlier'.","2165-6, 2171",,"['Skolnick, A']",['Skolnick A'],,['eng'],['News'],United States,JAMA,JAMA,7501160,IM,"['Antineoplastic Agents/*administration & dosage', 'Bone Marrow Transplantation', 'Female', 'Humans', 'Multiple Myeloma/therapy', 'Neoplasms/*drug therapy', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/therapy', 'Time Factors']",1991/05/01 00:00,1991/05/01 00:01,['1991/05/01 00:00'],"['1991/05/01 00:00 [pubmed]', '1991/05/01 00:01 [medline]', '1991/05/01 00:00 [entrez]']",,ppublish,"JAMA. 1991 May 1;265(17):2165-6, 2171.",['0 (Antineoplastic Agents)'],,,,,,,,,,,,,,,,
2013808,NLM,MEDLINE,19910510,20161123,0161-5505 (Print) 0161-5505 (Linking),32,4,1991 Apr,The use of FDG-PET in the detection and management of malignant lymphoma: correlation of uptake with prognosis.,686-91,"Twenty-one patients with untreated malignant lymphoma in the head and neck region were evaluated with positron emission tomography (PET) using fluorine-18-fluorodeoxyglucose (FDG) and gallium-67 SPECT imaging. Tumor-to-normal soft-tissue contrast ratios (TCRs) obtained 60 min after injection of FDG were higher than 2.6, and all malignant lymphomas were clearly visualized. In patients with poor prognosis, higher TCRs and glucose utilization rates (GURs) were observed, whereas low TCR and GUR were shown in a patient with low-grade malignancy. In comparison with 67Ga scintigraphy, patients with high TCRs and GURs were likely to show increased accumulation of gallium-67, but accumulation of gallium-67 was not increased as much as FDG in poor prognostic patients. FDG-PET may be useful in the detection and management of malignant lymphoma.","['Okada, J', 'Yoshikawa, K', 'Imazeki, K', 'Minoshima, S', 'Uno, K', 'Itami, J', 'Kuyama, J', 'Maruno, H', 'Arimizu, N']","['Okada J', 'Yoshikawa K', 'Imazeki K', 'Minoshima S', 'Uno K', 'Itami J', 'Kuyama J', 'Maruno H', 'Arimizu N']","['Department of Radiology, Chiba University, School of Medicine, Japan.']",['eng'],['Journal Article'],United States,J Nucl Med,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",0217410,IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Deoxyglucose/*analogs & derivatives/pharmacokinetics', 'Female', 'Fluorine Radioisotopes', 'Fluorodeoxyglucose F18', 'Hodgkin Disease/*diagnostic imaging/metabolism', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/diagnostic imaging/metabolism', 'Lymphoma, Follicular/diagnostic imaging/metabolism', 'Lymphoma, Large B-Cell, Diffuse/diagnostic imaging/metabolism', 'Lymphoma, Non-Hodgkin/*diagnostic imaging/metabolism', 'Male', 'Middle Aged', 'Prognosis', '*Tomography, Emission-Computed']",1991/04/01 00:00,1991/04/01 00:01,['1991/04/01 00:00'],"['1991/04/01 00:00 [pubmed]', '1991/04/01 00:01 [medline]', '1991/04/01 00:00 [entrez]']",,ppublish,J Nucl Med. 1991 Apr;32(4):686-91.,"['0 (Fluorine Radioisotopes)', '0Z5B2CJX4D (Fluorodeoxyglucose F18)', '9G2MP84A8W (Deoxyglucose)']",,,,,,,,,,,,,,,,
