PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,GR,AID,PMC,AD,EIN,SI,CIN,OID,OTO,OT,GN,LID,RF
3346911,NLM,MEDLINE,19880421,20190510,0027-8874 (Print) 0027-8874 (Linking),80,3,1988 Apr 6,Derivatives of amsacrine: determinants required for high activity against Lewis lung carcinoma.,195-9,"Antitumor activity against the Lewis lung carcinoma in mice is reported for the series of 36 acridine-substituted derivatives of the antileukemia agent amsacrine. This series is the one from which the analogue N,5-dimethyl-9-[(2-methoxysulfonylamino)phenylamino]-4-acridinecarboxamide (CI-921), presently in clinical trial, was chosen. The analogues also were tested in vitro by comparing growth inhibition data [IC50 values (concentration required to reduce growth of cultured cells to 50% of that of untreated cultures)], using L1210 murine leukemia cells and HCT-8 human colon carcinoma cells. Determined IC50 values were highly dependent on the culture medium used, and it was found that the presence of ascorbate in the medium had a major effect on the stability of compounds to oxidation. A survey of 115 analogues of amsacrine indicates that a low ratio of IC50 values (HCT-8/L1210) is necessary but not sufficient for good antitumor activity against the solid tumor. DNA binding constants did not in themselves predict activity, although they were related to dose potency. Other factors, such as drug lipophilicity, acridine base strength, and drug solubility, also are involved, probably in providing effective drug distribution. It is concluded that in vitro assay data provide information useful for drug design but that other factors also are important for in vivo activity.","['Baguley, B C', 'Finlay, G J']","['Baguley BC', 'Finlay GJ']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Antineoplastic Agents)', '00DPD30SOY (Amsacrine)', 'PQ6CK8PD0R (Ascorbic Acid)']",IM,"['Amsacrine/*analogs & derivatives/*therapeutic use', 'Animals', 'Antineoplastic Agents/*therapeutic use', 'Ascorbic Acid/pharmacology', 'Drug Evaluation, Preclinical', 'Lung Neoplasms/*drug therapy', 'Mice', 'Mice, Inbred DBA', 'Mice, Inbred Strains']",1988/04/06 00:00,1988/04/06 00:01,['1988/04/06 00:00'],"['1988/04/06 00:00 [pubmed]', '1988/04/06 00:01 [medline]', '1988/04/06 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1988 Apr 6;80(3):195-9. doi: 10.1093/jnci/80.3.195.,,['10.1093/jnci/80.3.195 [doi]'],,"['Cancer Research Laboratory, University of Auckland Medical School, New Zealand.']",,,,,,,,,
3346883,NLM,MEDLINE,19880411,20190709,0022-2623 (Print) 0022-2623 (Linking),31,3,1988 Mar,"Potential anticancer agents: 5-(N-substituted-aminocarbonyl)- and 5-(N-substituted-aminothiocarbonyl)-5,6,7,8-tetrahydrofolic acids.",697-700,"5-[[N-[(Ethoxycarbonyl)alkyl]amino]carbonyl] (6-9) and the corresponding aminothiocarbonyl (12-15) derivatives of 5,6,7,8-tetrahydrofolic acid were prepared as multisubstrate analogues of the substrate--cofactor adduct in the reactions catalyzed by the folate-mediated one-carbon transfer reactions. Evaluation in vitro showed that 7 (alkyl = hexyl) was cytotoxic to H.Ep.-2 cells (ED50, 4 microM) but noncytotoxic to proliferating L1210 cells. No activity was observed for 7 against the P388 leukemia in mice.","['Temple, C Jr', 'Elliott, R D', 'Montgomery, J A']","['Temple C Jr', 'Elliott RD', 'Montgomery JA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Antineoplastic Agents)', '0 (Tetrahydrofolates)', '43ZWB253H4 (5,6,7,8-tetrahydrofolic acid)']",IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis', 'Leukemia L1210/drug therapy', 'Leukemia P388/drug therapy', 'Mice', 'Tetrahydrofolates/*chemical synthesis/pharmacology/therapeutic use']",1988/03/01 00:00,2001/03/28 10:01,['1988/03/01 00:00'],"['1988/03/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1988/03/01 00:00 [entrez]']",ppublish,J Med Chem. 1988 Mar;31(3):697-700. doi: 10.1021/jm00398a034.,['1 R01-CA23141/CA/NCI NIH HHS/United States'],['10.1021/jm00398a034 [doi]'],,"['Kettering-Meyer Laboratory, Southern Research Institute, Birmingham, Alabama 35255-5305.']",,,,,,,,,
3346875,NLM,MEDLINE,19880411,20191210,0022-2623 (Print) 0022-2623 (Linking),31,3,1988 Mar,Stereoelectronic factors influencing the biological activity and DNA interaction of synthetic antitumor agents modeled on CC-1065.,590-603,"The synthesis, physicochemical properties, and biological activities of a series of novel spiro cyclopropyl compounds, modeled on the potent antitumor antibiotic CC-1065 (1), are described. Many of these synthetic analogues are significantly more effective than 1 against murine tumors. In particular, compound 27 exhibits high activity and potency. Structure-activity analysis supports a molecular mechanism for biological action involving hydrophobic interaction of the drug with DNA and acid-catalyzed alkylation of DNA.","['Warpehoski, M A', 'Gebhard, I', 'Kelly, R C', 'Krueger, W C', 'Li, L H', 'McGovren, J P', 'Prairie, M D', 'Wicnienski, N', 'Wierenga, W']","['Warpehoski MA', 'Gebhard I', 'Kelly RC', 'Krueger WC', 'Li LH', 'McGovren JP', 'Prairie MD', 'Wicnienski N', 'Wierenga W']",['eng'],['Journal Article'],,United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Antibiotics, Antineoplastic)', '0 (Duocarmycins)', '0 (Indoles)', '0 (Leucomycins)', '69866-21-3 (CC 1065)', '9007-49-2 (DNA)']",IM,"['Animals', 'Antibiotics, Antineoplastic/chemical synthesis/*metabolism', 'Chemical Phenomena', 'Chemistry, Physical', 'Circular Dichroism', 'DNA/*metabolism', 'Duocarmycins', 'Female', '*Indoles', 'Leucomycins/chemical synthesis/*metabolism/pharmacology', 'Leukemia L1210/drug therapy', 'Leukemia P388/drug therapy', 'Mice', 'Mice, Inbred DBA', 'Solubility']",1988/03/01 00:00,1988/03/01 00:01,['1988/03/01 00:00'],"['1988/03/01 00:00 [pubmed]', '1988/03/01 00:01 [medline]', '1988/03/01 00:00 [entrez]']",ppublish,J Med Chem. 1988 Mar;31(3):590-603. doi: 10.1021/jm00398a017.,,['10.1021/jm00398a017 [doi]'],,"['Research Laboratories, Upjohn Company, Kalamazoo, Michigan 49001.']",,,,,,,,,
3346192,NLM,MEDLINE,19880408,20190723,0021-8820 (Print) 0021-8820 (Linking),41,1,1988 Jan,"New aureolic acid antibiotics. I. Screening, isolation, characterization and biological properties.",45-52,"A new antibiotic complex was isolated from the fermentation broth of Streptomyces aburaviensis PA-39856. The individual factors, demethylolivomycins A, B and demethylchromomycins A2, A3 were separated and purified by preparative HLC. These antibiotics possess high activities against Gram-positive bacteria and P388 leukemia in mice.","['Koenuma, M', 'Uchida, N', 'Yamaguchi, K', 'Kawamura, Y', 'Matsumoto, K']","['Koenuma M', 'Uchida N', 'Yamaguchi K', 'Kawamura Y', 'Matsumoto K']",['eng'],['Journal Article'],,Japan,J Antibiot (Tokyo),The Journal of antibiotics,0151115,"['0 (Antibiotics, Antineoplastic)']",IM,"['Antibiotics, Antineoplastic/*isolation & purification/pharmacology', 'Chemical Phenomena', 'Chemistry', 'Magnetic Resonance Spectroscopy', 'Streptomyces/metabolism']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",ppublish,J Antibiot (Tokyo). 1988 Jan;41(1):45-52. doi: 10.7164/antibiotics.41.45.,,['10.7164/antibiotics.41.45 [doi]'],,"['Shionogi Research Laboratories, Shionogi & Co., Ltd., Osaka, Japan.']",,,,,,,,,
3346010,NLM,MEDLINE,19880419,20211203,0046-8177 (Print) 0046-8177 (Linking),19,3,1988 Mar,Clinicopathologic studies in childhood pancreatitis.,343-9,"In a review of pediatric autopsies from 1951 to 1985, we identified 40 cases in which pancreatitis was diagnosed pathologically. Twenty-six of these patients were under 4 years of age, and the male-to-female ratio was 1.5. Six groups of patients were identified: 10 with hepatobiliary disease, including 9 with biliary atresia; 7 with immunosuppressive therapy for tumors (n = 2), leukemia (n = 4) and aplastic anemia (n = 1); 6 with viral infections; 8 with congenital anomalies, including congenital heart disease (n = 3); and 9 with miscellaneous problems. Several patients had surgery and various intercurrent complications. Clinical features attributable to the pancreatitis included vomiting or excessive nasogastric drainage (60%), pleural effusions (40%), and abdominal pain (25%). However, the diagnosis was suspected clinically in only 5 of 40 patients. Our findings suggest several pathogenic mechanisms exist for childhood pancreatitis: biliary obstruction, infections, drug toxicity, immunosuppression (acting in synergy with drug toxicity, trauma, and low-flow states resulting from shock, heart failure, and vasculopathy.","['Nguyen, T', 'Abramowsky, C', 'Ashenburg, C', 'Rothstein, F']","['Nguyen T', 'Abramowsky C', 'Ashenburg C', 'Rothstein F']",['eng'],['Journal Article'],,United States,Hum Pathol,Human pathology,9421547,,IM,"['Adolescent', 'Anemia, Aplastic/complications', 'Biliary Tract Diseases/complications', 'Child', 'Child, Preschool', 'Female', 'Fetal Death/pathology', 'Humans', 'Immunosuppression Therapy', 'Infant', 'Infant, Newborn', 'Male', 'Pancreatitis/etiology/*pathology', 'Pregnancy', 'Retrospective Studies', 'Virus Diseases/complications']",1988/03/01 00:00,1988/03/01 00:01,['1988/03/01 00:00'],"['1988/03/01 00:00 [pubmed]', '1988/03/01 00:01 [medline]', '1988/03/01 00:00 [entrez]']",ppublish,Hum Pathol. 1988 Mar;19(3):343-9. doi: 10.1016/s0046-8177(88)80530-6.,,"['S0046-8177(88)80530-6 [pii]', '10.1016/s0046-8177(88)80530-6 [doi]']",,"['Institute of Pathology, University Hospitals of Cleveland, Ohio.']",,,,,,,,,
3345829,NLM,MEDLINE,19880415,20190908,0902-4441 (Print) 0902-4441 (Linking),40,2,1988 Feb,Prognostic parameters in myelodysplastic syndromes: a multiple regression analysis.,158-62,"The influence on survival of 21 basic clinical and hematologic parameters was evaluated in 72 patients with previously untreated myelodysplastic syndromes (MDS). Only five parameters were significant by both survival curves and multiple regression analyses: hemoglobin level, bone marrow (BM) cellularity (estimated from trephine BM biopsies), BM blast percentage, age and BM erythro/myeloid (E/M) ratio. Using these parameters, multiple regression analysis enabled us to predict 34% of the survival of all MDS patients (p less than 0.002), 38% of that of patients who had stable disease (p less than 0.04) and over 80% of that of patients who developed acute leukemia (p less than 0.02). High BM cellularity was the most predictive factor for the development of leukemia. No factor was predictive for patients who died of cytopenic or other complications.","['Riccardi, A', 'Giordano, M', 'Giordano, P', 'Cassano, E', 'Girino, M', 'Cazzola, M', 'Scivetti, P', 'Danova, M', 'Ucci, G']","['Riccardi A', 'Giordano M', 'Giordano P', 'Cassano E', 'Girino M', 'Cazzola M', 'Scivetti P', 'Danova M', 'Ucci G']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Eur J Haematol,European journal of haematology,8703985,,IM,"['Humans', 'Myelodysplastic Syndromes/blood/mortality/*physiopathology', 'Prognosis', 'Regression Analysis', 'Time Factors']",1988/02/01 00:00,1988/02/01 00:01,['1988/02/01 00:00'],"['1988/02/01 00:00 [pubmed]', '1988/02/01 00:01 [medline]', '1988/02/01 00:00 [entrez]']",ppublish,Eur J Haematol. 1988 Feb;40(2):158-62. doi: 10.1111/j.1600-0609.1988.tb00814.x.,,['10.1111/j.1600-0609.1988.tb00814.x [doi]'],,"['Istituto di Clinica Medica II, Dipartimento di Medicina Interna e Terapia Medica, Matteo, Pavia, Italy.']",,,,,,,,,
3345763,NLM,MEDLINE,19880419,20190620,0014-2956 (Print) 0014-2956 (Linking),172,1,1988 Feb 15,Purification of the LSTRA tyrosine protein kinase (p56lck).,67-72,"p56lck, a p60src related tyrosine protein kinase was recently described in a murine lymphoma cell line (LSTRA), in several human lymphomas and in normal peripheral lymphocytes. We have purified p56lck to homogeneity by electrofocusing followed by two-step SDS/polyacrylamide gel electrophoresis. The pure protein was identical to the p56 characterized in LSTRA cells and used to raise antibodies in rabbits. This simple procedure is applicable for the rapid purification of minor proteins.","['Van Tan, H', 'Fischer, S', 'Fagard, R']","['Van Tan H', 'Fischer S', 'Fagard R']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Eur J Biochem,European journal of biochemistry,0107600,"['0 (Amino Acids)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)']",IM,"['Amino Acids/isolation & purification', 'Animals', 'Cell Line', 'Electrophoresis, Polyacrylamide Gel', 'Isoelectric Focusing', 'Leukemia, Experimental/enzymology', 'Lymphocytes/enzymology', 'Lymphoma/enzymology', 'Mice', 'Phosphorylation', 'Protein-Tyrosine Kinases/*isolation & purification']",1988/02/15 00:00,1988/02/15 00:01,['1988/02/15 00:00'],"['1988/02/15 00:00 [pubmed]', '1988/02/15 00:01 [medline]', '1988/02/15 00:00 [entrez]']",ppublish,Eur J Biochem. 1988 Feb 15;172(1):67-72. doi: 10.1111/j.1432-1033.1988.tb13856.x.,,['10.1111/j.1432-1033.1988.tb13856.x [doi]'],,"['INSERM U 15, Institut de Pathologie Moleculaire, Paris, France.']",,,,,,,,,
3345702,NLM,MEDLINE,19880414,20051117,0012-0472 (Print) 0012-0472 (Linking),113,9,1988 Mar 4,[Migraine and thrombocytopenia].,363-4,,"['Dickmann, U', 'Dickmann, N']","['Dickmann U', 'Dickmann N']",['ger'],"['Case Reports', 'Letter']",Migrane und Thrombozytopenie.,Germany,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),0006723,,IM,"['Adult', 'Humans', 'Leukemia/complications', 'Male', 'Middle Aged', 'Migraine Disorders/*etiology', 'Thrombocytopenia/*complications']",1988/03/04 00:00,1988/03/04 00:01,['1988/03/04 00:00'],"['1988/03/04 00:00 [pubmed]', '1988/03/04 00:01 [medline]', '1988/03/04 00:00 [entrez]']",ppublish,Dtsch Med Wochenschr. 1988 Mar 4;113(9):363-4.,,,,,,,,,,,,,
3345610,NLM,MEDLINE,19880415,20191022,0262-0898 (Print) 0262-0898 (Linking),6,2,1988 Mar-Apr,Inhibition of liver tumor cell colonization in two animal tumor models by lectin blocking with D-galactose or arabinogalactan.,115-20,"Repeated administration of the hepatic lectin blocking agents D-galactose or arabinogalactan completely prevented the settling of metastatic cells of sarcoma L-1 tumor in the liver of Balb/c mice and greatly reduced the colonization process of highly metastatic ESb lymphoma cells of the liver of DBA/2 mice. Therefore, when hepatic lectins were blocked with competitive glycoconjugates, tumor cell colonization of the liver could be prevented in two different model systems.","['Beuth, J', 'Ko, H L', 'Schirrmacher, V', 'Uhlenbruck, G', 'Pulverer, G']","['Beuth J', 'Ko HL', 'Schirrmacher V', 'Uhlenbruck G', 'Pulverer G']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,Netherlands,Clin Exp Metastasis,Clinical & experimental metastasis,8409970,"['0 (Galactans)', '0 (Lectins)', 'SL4SX1O487 (arabinogalactan)', 'X2RN3Q8DNE (Galactose)']",IM,"['Animals', 'Galactans/*pharmacology', 'Galactose/*pharmacology', 'Injections, Intraperitoneal', 'Injections, Intravenous', 'Lectins/*antagonists & inhibitors', 'Leukemia L5178/*pathology', 'Leukemia, Experimental/*pathology', 'Liver/metabolism/*pathology', 'Liver Neoplasms, Experimental/prevention & control/*secondary', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred DBA', 'Sarcoma, Experimental/pathology/*secondary']",1988/03/01 00:00,1988/03/01 00:01,['1988/03/01 00:00'],"['1988/03/01 00:00 [pubmed]', '1988/03/01 00:01 [medline]', '1988/03/01 00:00 [entrez]']",ppublish,Clin Exp Metastasis. 1988 Mar-Apr;6(2):115-20. doi: 10.1007/BF01784842.,,['10.1007/BF01784842 [doi]'],,"['Institute of Hygiene, University of Cologne, F.R. Germany.']",,,,,,,,,
3345537,NLM,MEDLINE,19880415,20190908,0340-7004 (Print) 0340-7004 (Linking),26,1,1988,Modification of regression of virally xenogenized tumor cells by cyclophosphamide and busulfan.,18-22,"Rat fibrosarcoma cells infected with Friend leukemia virus (FV-KMT-17) grow for a short time and then regress spontaneously in syngeneic hosts. This regression mechanism was examined by analyzing the immunomodulating action of the antitumor drugs busulfan (BU) and cyclophosphamide (CY). In preliminary experiments, the optimum dosages of BU and CY for the enhancement of DTH responses to SRBC were 10 mg/kg and 40 mg/kg respectively. Treatment of rats with BU (10 mg/kg) on day 5 induced the regression of KMT-17 cells, while in contrast, the same drug delayed the spontaneous regression of FV-KMT-17 cells. Pretreatment with CY (40 mg/kg) on day 5 did not affect the growth of KMT-17 or FV-KMT-17 cells. After the same treatment schedule, BU inhibited humoral antibody formation against SRBC and against virus-associated antigen (VAA), NK cell activity, and ADCC effector cell activity. On the other hand, CY did not affect the activities of NK cells or ADCC effector cells, although it significantly augmented the DTH responses to SRBC and the production of antibody to VAA but had no effect on production of antibodies to SRBC. These results suggest that NK cells and ADCC may play an important role in the initial stage of the spontaneous regression of FV-KMT-17 cells.","['Morikawa, K', 'Hamada, J', 'Itaya, T', 'Ishikawa, M', 'Takeichi, N', 'Hosokawa, M', 'Kobayashi, H']","['Morikawa K', 'Hamada J', 'Itaya T', 'Ishikawa M', 'Takeichi N', 'Hosokawa M', 'Kobayashi H']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Germany,Cancer Immunol Immunother,"Cancer immunology, immunotherapy : CII",8605732,"['8N3DW7272P (Cyclophosphamide)', 'G1LN9045DK (Busulfan)']",IM,"['Animals', 'Busulfan/*pharmacology', 'Cyclophosphamide/*pharmacology', 'Female', 'Fibrosarcoma/immunology/microbiology/*pathology', 'Friend murine leukemia virus/*physiology', 'Graft Rejection/drug effects', 'Hypersensitivity, Delayed/immunology', 'Immune Tolerance', 'Neoplasm Regression, Spontaneous', 'Neoplasm Transplantation', 'Rats']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",ppublish,Cancer Immunol Immunother. 1988;26(1):18-22. doi: 10.1007/BF00199842.,,['10.1007/BF00199842 [doi]'],,"['Laboratory of Pathology, Hokkaido University School of Medicine, Sapporo, Japan.']",,,,,,,,,
3345520,NLM,MEDLINE,19880414,20131121,0008-5472 (Print) 0008-5472 (Linking),48,6,1988 Mar 15,"Specificity, schedule, and proliferation dependence of infused L-histidinol after 5-fluorouracil in mice.",1470-5,"L-Histidinol, an analogue of the amino acid L-histidine, has been reported to be able to increase the specificity of 5-fluorouracil (FUra), through both protection of normal tissues at risk and potentiation of leukemic cell killing. It is postulated that this occurs through prevention of the entry of normal cells into the cell cycle through protein deficiency, while allowing malignant cells, permissive for protein starvation, to continue to cycle, thus maintaining sensitivity for cycle specific anticancer agents. Reported in this paper is the confirmation of these L-histidinol-FUra effects. However, a modification was made by which more L-histidinol could be given and more consistent protection of whole animals demonstrated. Further, an optimal schedule of L-histidinol was defined in which FUra preceded L-histidinol infusion. Finally, the specificity and proliferation dependence of this schedule was evaluated on colony forming units-spleen in resting and proliferating state, colony forming units-granulocyte-macrophage, and L1210 leukemia. This demonstrates that the FUra/L-histidinol combination indeed protects only normal cells but that the postulated proliferation dependence is absent, indicating an alternate biological mechanism.","['Edelstein, M B', 'Heilbrun, L K']","['Edelstein MB', 'Heilbrun LK']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S.""]",,United States,Cancer Res,Cancer research,2984705R,"['0 (Imidazoles)', '501-28-0 (Histidinol)', 'U3P01618RT (Fluorouracil)']",IM,"['Animals', 'Antineoplastic Combined Chemotherapy Protocols/*pharmacology', 'Cell Division/drug effects', 'Dose-Response Relationship, Drug', 'Drug Administration Schedule', 'Fluorouracil/*administration & dosage', 'Hematopoietic Stem Cells/drug effects', 'Histidinol/*administration & dosage/toxicity', 'Imidazoles/*administration & dosage', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred DBA']",1988/03/15 00:00,1988/03/15 00:01,['1988/03/15 00:00'],"['1988/03/15 00:00 [pubmed]', '1988/03/15 00:01 [medline]', '1988/03/15 00:00 [entrez]']",ppublish,Cancer Res. 1988 Mar 15;48(6):1470-5.,,,,"['Veterans Administration Medical Center, Allen Park, Michigan 48101.']",,,,,,,,,
3345503,NLM,MEDLINE,19880408,20180220,0165-4608 (Print) 0165-4608 (Linking),31,1,1988 Mar,Fragile sites in leukemic bone marrow cells.,145-6,,"['Przylepa, K A', 'Wenger, S L']","['Przylepa KA', 'Wenger SL']",['eng'],['Letter'],,United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Bone Marrow/*ultrastructure', 'Chromosome Fragile Sites', '*Chromosome Fragility', 'Humans', 'Leukemia/*genetics']",1988/03/01 00:00,1988/03/01 00:01,['1988/03/01 00:00'],"['1988/03/01 00:00 [pubmed]', '1988/03/01 00:01 [medline]', '1988/03/01 00:00 [entrez]']",ppublish,Cancer Genet Cytogenet. 1988 Mar;31(1):145-6.,,['0165-4608(88)90024-6 [pii]'],,,,,,,,,,,
3345349,NLM,MEDLINE,19880414,20210216,0006-4971 (Print) 0006-4971 (Linking),71,3,1988 Mar,Rearrangement and expression of T-cell receptor genes in large granular lymphocyte leukemia.,822-4,"Ten patients with large granular lymphocyte (LGL) leukemia were studied for rearrangement and expression of T cell receptor (TCR) genes. Eight patients with CD3+ LGL proliferation had unique TCR beta-gene rearrangements, supporting a clonal process. Each of five patients studied with CD3+ disease had evidence for expression of full-length TCR alpha-, beta-, and gamma-gene transcripts. In contrast, patients with CD3- LGL proliferation had no evidence for rearrangement or expression of TCR genes. These studies suggest that leukemic LGL arise from two different cell origins. Leukemic LGL may be a useful model for studying natural killer (NK) cell (CD3- LGL) and non-MHC-restricted cytotoxic T lymphocyte (CD3+ LGL) activation and differentiation.","['Loughran, T P Jr', 'Starkebaum, G', 'Aprile, J A']","['Loughran TP Jr', 'Starkebaum G', 'Aprile JA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Blood,Blood,7603509,"['0 (Receptors, Antigen, T-Cell)', '9007-49-2 (DNA)']",IM,"['DNA', '*Gene Expression Regulation', 'Humans', 'Leukemia, Lymphoid/*genetics', 'Nucleic Acid Hybridization', 'Receptors, Antigen, T-Cell/*genetics', '*Recombination, Genetic']",1988/03/01 00:00,2001/03/28 10:01,['1988/03/01 00:00'],"['1988/03/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1988/03/01 00:00 [entrez]']",ppublish,Blood. 1988 Mar;71(3):822-4.,"['CA 18821/CA/NCI NIH HHS/United States', 'HL 36444/HL/NHLBI NIH HHS/United States', 'RR 05761-12/RR/NCRR NIH HHS/United States']",['S0006-4971(20)78166-8 [pii]'],,"['Fred Hutchinson Cancer Research Center, Department of Medicine, University of Washington School of Medicine, Seattle 98104.']",,,,,,,,,
3345292,NLM,MEDLINE,19880421,20190704,0007-1048 (Print) 0007-1048 (Linking),68,1,1988 Jan,Hairy cell leukemia and occupational exposures.,142,,"['McKinney, P A', 'Cartwright, R A', 'Pearlman, B']","['McKinney PA', 'Cartwright RA', 'Pearlman B']",['eng'],['Letter'],,England,Br J Haematol,British journal of haematology,0372544,,IM,"['Female', 'Humans', 'Leukemia, Hairy Cell/*etiology', 'Male', 'Occupational Diseases/*etiology']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",ppublish,Br J Haematol. 1988 Jan;68(1):142. doi: 10.1111/j.1365-2141.1988.tb04197.x.,,['10.1111/j.1365-2141.1988.tb04197.x [doi]'],,,,,,,,,,,
3344291,NLM,MEDLINE,19880405,20190818,0031-8655 (Print) 0031-8655 (Linking),47,2,1988 Feb,Photosensitization of neoplastic cells by anthrapyrazoles.,241-3,,"['Kessel, D']",['Kessel D'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Photochem Photobiol,Photochemistry and photobiology,0376425,"['0 (Antineoplastic Agents)', '0 (Pyrazoles)', '0 (Radiation-Sensitizing Agents)', '0 (ortho-Aminobenzoates)']",IM,"['Animals', 'Antineoplastic Agents/*pharmacology', 'Cell Survival/drug effects/radiation effects', 'DNA Damage', 'Leukemia P388/pathology', 'Light', 'Mice', 'Pyrazoles/*pharmacology', '*Radiation-Sensitizing Agents', 'ortho-Aminobenzoates/pharmacology']",1988/02/01 00:00,1988/02/01 00:01,['1988/02/01 00:00'],"['1988/02/01 00:00 [pubmed]', '1988/02/01 00:01 [medline]', '1988/02/01 00:00 [entrez]']",ppublish,Photochem Photobiol. 1988 Feb;47(2):241-3. doi: 10.1111/j.1751-1097.1988.tb02721.x.,"['CA 23378/CA/NCI NIH HHS/United States', 'CA 31331/CA/NCI NIH HHS/United States']",['10.1111/j.1751-1097.1988.tb02721.x [doi]'],,,,,,,,,,,
3343981,NLM,MEDLINE,19880329,20190702,0027-5107 (Print) 0027-5107 (Linking),204,2,1988 Feb,Mutagenicity and clastogenicity of proflavin in L5178Y/TK +/- -3.7.2.C cells.,323-8,"We evaluated the ability of proflavin to induce specific-locus mutations at the heterozygous thymidine kinase (tk) locus of L5178Y/TK +/- -3.7.2C mouse lymphoma cells, which appears to permit the recovery of mutants due to single-gene and chromosomal mutations. Proflavin was highly mutagenic at the tk locus, producing 724-965 TK mutants/10(6) survivors (background = 56-85/10(6); survival = 29-32%). Most of the mutants were small colonies, which suggested that proflavin may induce chromosomal mutations. The potent clastogenicity of proflavin was confirmed by cytogenetic analysis for chromosomal aberrations. At the highest dose analyzed (1.5 micrograms/ml), proflavin produced 82 aberrations/100 metaphaes (background = 2/100). The large-colony TK mutant frequency produced by proflavin (48-109/10(6) survivors; background = 23/10(6); survival = 57-61%) was similar to published HPRT mutant frequencies produces by proflavin in L5178Y and CHO cells (50-100/10(6) survivors; background = 2-50/10(6); survival = 50-62%). These results lead to the conclusion that proflavin is a potent clastogen and induces a high frequency of small-colony TK mutants; however, it induces a low frequency of HPRT mutants and a low frequency of large-colony TK mutants.","['DeMarini, D M', 'Brock, K H', 'Doerr, C L', 'Moore, M M']","['DeMarini DM', 'Brock KH', 'Doerr CL', 'Moore MM']",['eng'],['Journal Article'],,Netherlands,Mutat Res,Mutation research,0400763,"['0 (Acridines)', '0 (Neoplasm Proteins)', 'CY3RNB3K4T (Proflavine)', 'EC 2.7.1.21 (Thymidine Kinase)']",IM,"['Acridines/*pharmacology', 'Animals', '*Chromosome Aberrations', 'Leukemia L5178/pathology', 'Mice', 'Mutagenicity Tests', 'Neoplasm Proteins/genetics', 'Proflavine/*pharmacology', 'Thymidine Kinase/genetics', 'Tumor Cells, Cultured/*drug effects/enzymology']",1988/02/01 00:00,1988/02/01 00:01,['1988/02/01 00:00'],"['1988/02/01 00:00 [pubmed]', '1988/02/01 00:01 [medline]', '1988/02/01 00:00 [entrez]']",ppublish,Mutat Res. 1988 Feb;204(2):323-8. doi: 10.1016/0165-1218(88)90106-1.,,"['0165-1218(88)90106-1 [pii]', '10.1016/0165-1218(88)90106-1 [doi]']",,"['Genetic Toxicology Division, U.S. Environmental Protection Agency, Research Triangle Park, NC 27711.']",,,,,,,,,
