PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,PMC,MID,CIN,CI,DEP,RF,SI,CN,CON,TT,LID,EIN,COIS,RIN,GN,OID,ROF
17211520,NLM,MEDLINE,20070712,20151119,0939-5555 (Print) 0939-5555 (Linking),86,5,2007 May,Fusion of H4/D10S170 to PDGFRbeta in a patient with chronic myelomonocytic leukemia and long-term responsiveness to imatinib.,353-4,,"['Drechsler, Matthias', 'Hildebrandt, Barbara', 'Kundgen, Andrea', 'Germing, Ulrich', 'Royer-Pokora, Brigitte']","['Drechsler M', 'Hildebrandt B', 'Kundgen A', 'Germing U', 'Royer-Pokora B']",,['eng'],"['Case Reports', 'Letter']",Germany,Ann Hematol,Annals of hematology,9107334,"['0 (Benzamides)', '0 (CCDC6 protein, human)', '0 (Cytoskeletal Proteins)', '0 (Mutant Chimeric Proteins)', '0 (Piperazines)', '0 (Protein Kinase Inhibitors)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)', 'EC 2.7.10.1 (Receptor, Platelet-Derived Growth Factor beta)']",IM,"['Benzamides', 'Cytoskeletal Proteins/genetics', 'Gene Fusion/*drug effects', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myelomonocytic, Chronic/*drug therapy/*genetics', 'Mutant Chimeric Proteins/analysis/drug effects/*genetics', 'Piperazines/*pharmacology/therapeutic use', 'Protein Kinase Inhibitors/*pharmacology/therapeutic use', 'Pyrimidines/*pharmacology/therapeutic use', 'Receptor, Platelet-Derived Growth Factor beta/genetics', 'Translocation, Genetic/drug effects']",2007/01/11 09:00,2007/07/13 09:00,['2007/01/11 09:00'],"['2006/11/08 00:00 [received]', '2006/12/15 00:00 [accepted]', '2007/01/11 09:00 [pubmed]', '2007/07/13 09:00 [medline]', '2007/01/11 09:00 [entrez]']",['10.1007/s00277-006-0247-5 [doi]'],ppublish,Ann Hematol. 2007 May;86(5):353-4. doi: 10.1007/s00277-006-0247-5. Epub 2007 Jan 9.,,,,,,20070109,,,,,,,,,,,,
17211436,NLM,MEDLINE,20070327,20151119,0268-3369 (Print) 0268-3369 (Linking),39,3,2007 Feb,Imatinib therapy for chronic myeloid leukemia patients who relapse after allogeneic stem cell transplantation: a molecular analysis.,189-91,,"['Palandri, F', 'Amabile, M', 'Rosti, G', 'Bandini, G', 'Benedetti, F', 'Usala, E', 'Angelucci, E', 'Tiribelli, M', 'Fanin, R', 'Martinelli, G', 'Baccarani, M']","['Palandri F', 'Amabile M', 'Rosti G', 'Bandini G', 'Benedetti F', 'Usala E', 'Angelucci E', 'Tiribelli M', 'Fanin R', 'Martinelli G', 'Baccarani M']",,['eng'],['Letter'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,"['0 (Benzamides)', '0 (Piperazines)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)']",IM,"['Adult', 'Benzamides', 'Hematopoietic Stem Cell Transplantation/adverse effects/*methods', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*therapy', 'Middle Aged', 'Piperazines/*therapeutic use', 'Pyrimidines/*therapeutic use', 'Recurrence', 'Transplantation, Homologous']",2007/01/11 09:00,2007/03/28 09:00,['2007/01/11 09:00'],"['2007/01/11 09:00 [pubmed]', '2007/03/28 09:00 [medline]', '2007/01/11 09:00 [entrez]']","['1705554 [pii]', '10.1038/sj.bmt.1705554 [doi]']",ppublish,Bone Marrow Transplant. 2007 Feb;39(3):189-91. doi: 10.1038/sj.bmt.1705554. Epub 2007 Jan 8.,,,,,,20070108,,,,,,,,,,,,
17211433,NLM,MEDLINE,20070327,20071115,0268-3369 (Print) 0268-3369 (Linking),39,3,2007 Feb,Cytogenetic evolution patterns in CML post-SCT.,165-71,"The cytogenetic evolution patterns in chronic myeloid leukemia (CML) after allogeneic (allo) stem cell transplantation (SCT) are different from the ones observed in non-transplanted patients, a phenomenon suggested to be caused by the conditioning regime. We reviewed 131 CMLs displaying karyotypic evolution after SCT (122 allo, nine autologous (auto)), treated at Lund University Hospital or reported in the literature. Major route abnormalities (i.e., +8, +Ph, i(17q), +19, +21, +17 and -7) were seen in 14%, balanced aberrations in 61%, hyperdiploidy in 19%, pseudodiploidy in 79%, divergent clones in 14%, and Ph-negative clones in 21%. The breakpoints involved in secondary structural rearrangements clustered at 1q21, 1q32, 7q22, 9q34, 11q13, 11q23, 12q24, 13q14, 17q10 and 22q11. Cytogenetic abnormalities common in AML after genotoxic exposure, that is, der(1;7)(q10;p10), del(3p), -5, del(5q), -7, -17, der(17p), -18, and -21, were only rarely seen post-SCT. Comparing the cytogenetic features in relation to type of SCT revealed that balanced aberrations were significantly more common after allo than after auto SCT (64 and 22%, respectively, P=0.03). In addition, there was a trend as regards hyperdiploidy being more common after auto (P=0.07) and pseudodiploidy being more frequent after allo SCT (P=0.09). Possible reasons for these differences are discussed.","['Karrman, K', 'Sallerfors, B', 'Lenhoff, S', 'Fioretos, T', 'Johansson, B']","['Karrman K', 'Sallerfors B', 'Lenhoff S', 'Fioretos T', 'Johansson B']","['Department of Clinical Genetics, Lund University Hospital, Lund, Sweden. Kristina.Karrman@med.lu.se']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,,IM,"['Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Chromosome Aberrations', '*Cytogenetic Analysis', 'Female', 'Hematopoietic Stem Cell Transplantation/*adverse effects/methods', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics/*therapy', 'Male', 'Middle Aged', 'Ploidies', 'Retrospective Studies', 'Transplantation, Autologous', 'Transplantation, Homologous']",2007/01/11 09:00,2007/03/28 09:00,['2007/01/11 09:00'],"['2007/01/11 09:00 [pubmed]', '2007/03/28 09:00 [medline]', '2007/01/11 09:00 [entrez]']","['1705560 [pii]', '10.1038/sj.bmt.1705560 [doi]']",ppublish,Bone Marrow Transplant. 2007 Feb;39(3):165-71. doi: 10.1038/sj.bmt.1705560. Epub 2007 Jan 8.,,,,,,20070108,,,,,,,,,,,,
17211297,NLM,MEDLINE,20070327,20161021,0351-3254 (Print) 0351-3254 (Linking),27,2,2006 Dec,Prognostic value of immunoglobulin variable heavy chain gene mutation status: long term follow-up in a series of chronic lymphocytic leukemia patients.,127-37,"B-cell chronic lymphocytic leukemia (CLL) is a clinically heterogeneous disease, with many patients surviving for decades with minimal or no treatment, whereas others succumb rapidly to their disease despite therapy. Classical staging systems and laboratory features help predict survival in CLL, but they do not distinguish patients who will progress from those whose disease will remain indolent. In recent years, new molecular prognostic factors have emerged that have significantly improved prediction of the risk for disease progression. The mutational status of the immunoglobulin variable heavy chain genes (VH) is one of the major molecular prognostic factors. In this study we evaluated the association between the immunoglobulin VH gene mutation status and the clinical characteristics and outcome in 65 CLL patients that had been followed for a considerably long period at our institution. At diagnosis, patients with unmutated VH genes had higher median lymphocyte counts (P=0.001), higher total tumor mass score (P=0.001) and more often presented at an advance clinical stage (P=0.005) compared to patients utilizing mutated VH genes. Moreover, the median survival of patients with unmutated VH genes was considerably shorter (VH unmutated, 56 months, VH mutated, 125 months; P<0.001). These data confirmed the prognostic value of immunoglobulin VH genes mutational status in CLL, which divides the disease in two prognostic subsets in terms of overall survival and clinical characteristics of the disease. Analysis of the mutational status of the immunoglobulin VH genes may allow for an individualized approach to CLL treatment in the near future.","['Panovska-Stavridis, I', 'Cevreska, L', 'Stojanovic, A', 'Efremov, D']","['Panovska-Stavridis I', 'Cevreska L', 'Stojanovic A', 'Efremov D']","['Department of Hematology, Clinical Centre, Medical Faculty, Ss. Cyril and Methodius University, Skopje, R. Macedonia. dr_irina@yahoo.com']",['eng'],['Journal Article'],Germany,Prilozi,Prilozi,101189513,['0 (Immunoglobulin Variable Region)'],IM,"['Adult', 'Aged', 'Female', 'Genes, Immunoglobulin Heavy Chain/*genetics', 'Humans', 'Immunoglobulin Variable Region/*genetics', 'Leukemia, Lymphocytic, Chronic, B-Cell/*genetics/mortality', 'Male', 'Middle Aged', '*Mutation', 'Prognosis', 'Risk Factors', 'Survival Rate']",2007/01/11 09:00,2007/03/28 09:00,['2007/01/11 09:00'],"['2007/01/11 09:00 [pubmed]', '2007/03/28 09:00 [medline]', '2007/01/11 09:00 [entrez]']",,ppublish,Prilozi. 2006 Dec;27(2):127-37.,,,,,,,,,,,,,,,,,,
17210757,NLM,MEDLINE,20070412,20181201,0022-0795 (Print) 0022-0795 (Linking),192,1,2007 Jan,Autocrine proliferative effect of ghrelin on leukemic HL-60 and THP-1 cells.,199-205,"Ghrelin is a 28 amino acid peptide hormone that is mainly produced by the stomach, but also by several tissues and tumors. Ghrelin is octanoylated on the Ser(3), but is also detected as a des-acylated form. Only the acylated ghrelin activates the GH secretagogue receptor (GHS-R) type 1a to stimulate GH release, and regulate food intake and energy metabolism. For the first time, we report that ghrelin and des-acyl ghrelin are present in human promyelocytic HL-60, monocytic THP-1 and lymphoblastic SupT1 cell lines. The human leukemic cell lines did not express the functional GHS-R 1a, whereas they expressed GHS-R 1b, a truncated variant of the receptor. Leukemic cell proliferation was not modified by the addition of octanoylated or des-acyl ghrelins. However, THP-1 and HL-60 cell proliferations were inhibited by SB801, an antibody directed against the N-terminal octanoylated portion of ghrelin, suggesting that octanoylated ghrelin stimulates cell proliferation via an autocrine pathway involving an as yet unidentified ghrelin receptor. Both octanoylated and des-acyl ghrelins did not alter the basal adenylate cyclase activity. Treatments of THP-1 and SupT1 cells by both octanoylated and des-acyl ghrelins did not modify the adenylate cyclase activity in response to vasoactive intestinal peptide, suggesting that ghrelin is unlikely to modulate the anti-inflammatory and differentiating properties of vasoactive intestinal peptide.","['De Vriese, Carine', 'Delporte, Christine']","['De Vriese C', 'Delporte C']","['Department of Biochemistry and Nutrition, Faculty of Medicine, Universite Libre de Bruxelles, Bat G/E, CP 611, B-1070 Brussels, Belgium.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,J Endocrinol,The Journal of endocrinology,0375363,"['0 (Ghrelin)', '0 (Peptide Hormones)', '0 (RNA, Messenger)', '0 (Receptors, G-Protein-Coupled)', '0 (Receptors, Ghrelin)', '0 (ghrelin, des-n-octanoyl)', '37221-79-7 (Vasoactive Intestinal Peptide)', 'EC 3.1.1.1 (Carboxylesterase)', 'EC 4.6.1.1 (Adenylyl Cyclases)']",IM,"['Adenylyl Cyclases/metabolism', '*Autocrine Communication', 'Carboxylesterase/metabolism', 'Cell Line, Tumor', 'Cell Proliferation/drug effects', 'Ghrelin', 'HL-60 Cells', 'Humans', 'Leukemia/metabolism/*pathology', 'Leukemia, Lymphoid/metabolism/pathology/physiopathology', 'Leukemia, Monocytic, Acute/metabolism/pathology/physiopathology', 'Leukemia, Promyelocytic, Acute/metabolism/pathology/physiopathology', 'Peptide Hormones/genetics/*metabolism/pharmacology', 'RNA, Messenger/analysis', 'Receptors, G-Protein-Coupled/analysis/metabolism', 'Receptors, Ghrelin', 'Reverse Transcriptase Polymerase Chain Reaction', 'Vasoactive Intestinal Peptide/pharmacology']",2007/01/11 09:00,2007/04/14 09:00,['2007/01/11 09:00'],"['2007/01/11 09:00 [pubmed]', '2007/04/14 09:00 [medline]', '2007/01/11 09:00 [entrez]']","['192/1/199 [pii]', '10.1677/joe.1.06881 [doi]']",ppublish,J Endocrinol. 2007 Jan;192(1):199-205. doi: 10.1677/joe.1.06881.,,,,,,,,,,,,,,,,,,
17210699,NLM,MEDLINE,20070130,20081121,0008-5472 (Print) 0008-5472 (Linking),67,1,2007 Jan 1,hTERT is expressed in cancer cell lines despite promoter DNA methylation by preservation of unmethylated DNA and active chromatin around the transcription start site.,194-201,"hTERT, which encodes the catalytic subunit of telomerase and is expressed in most immortalized and cancer cells, has been reported to have increased DNA methylation in its promoter region in many cancers. This pattern is inconsistent with observations that DNA methylation of promoter CpG islands is typically associated with gene silencing. Here, we provide a comprehensive analysis of promoter DNA methylation, chromatin patterns, and expression of hTERT in cancer and immortalized cells. Methylation-specific PCR and bisulfite sequencing of the hTERT promoter in breast, lung, and colon cancer cells show that all cancer cell lines retain alleles with little or no methylation around the transcription start site despite being densely methylated in a region 600 bp upstream of the transcription start site. By real-time reverse transcription-PCR, all cancer cell lines express hTERT. Chromatin immunoprecipitation (ChIP) analysis reveals that both active (acetyl-H3K9 and dimethyl-H3K4) and inactive (trimethyl-H3K9 and trimethyl-H3K27) chromatin marks are present across the hTERT promoter. However, using a novel approach combining methylation analysis of ChIP DNA, we show that active chromatin marks are associated with unmethylated DNA, whereas inactive marks of chromatin are associated with methylated DNA in the region around the transcription start site. These results show that DNA methylation patterns of the hTERT promoter (-150 to +150 around the transcription start) are consistent with the usual dynamics of gene expression in that the absence of methylation in this region and the association with active chromatin marks allow for the continued expression of hTERT.","['Zinn, Rebekah L', 'Pruitt, Kevin', 'Eguchi, Sayaka', 'Baylin, Stephen B', 'Herman, James G']","['Zinn RL', 'Pruitt K', 'Eguchi S', 'Baylin SB', 'Herman JG']","['Sidney Kimmel Comprehensive Cancer Center and Graduate Program in Cellular and Molecular Medicine, Johns Hopkins University School of Medicine, Baltimore, MD 21231, USA.']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural']",United States,Cancer Res,Cancer research,2984705R,"['0 (Chromatin)', 'EC 2.7.7.49 (TERT protein, human)', 'EC 2.7.7.49 (Telomerase)']",IM,"['Alleles', 'Breast Neoplasms/genetics/metabolism', 'Caco-2 Cells', 'Cell Line, Tumor', 'Chromatin/*genetics/metabolism', 'Colonic Neoplasms/genetics/metabolism', '*DNA Methylation', 'Gene Expression', 'HCT116 Cells', 'Humans', 'Leukemia/genetics/metabolism', 'Lung Neoplasms/genetics/metabolism', 'Neoplasms/*genetics/metabolism', 'Promoter Regions, Genetic', 'Telomerase/*biosynthesis/genetics', '*Transcription Initiation Site']",2007/01/11 09:00,2007/01/31 09:00,['2007/01/11 09:00'],"['2007/01/11 09:00 [pubmed]', '2007/01/31 09:00 [medline]', '2007/01/11 09:00 [entrez]']","['67/1/194 [pii]', '10.1158/0008-5472.CAN-06-3396 [doi]']",ppublish,Cancer Res. 2007 Jan 1;67(1):194-201. doi: 10.1158/0008-5472.CAN-06-3396.,"['CA 088843/CA/NCI NIH HHS/United States', 'ES 11858/ES/NIEHS NIH HHS/United States']",,,,,,,,,,,,,,,,,
17210684,NLM,MEDLINE,20070130,20211203,0008-5472 (Print) 0008-5472 (Linking),67,1,2007 Jan 1,Daxx cooperates with the Axin/HIPK2/p53 complex to induce cell death.,66-74,"Daxx, a death domain-associated protein, has been implicated in proapoptosis, antiapoptosis, and transcriptional regulation. Many factors known to play critically important roles in controlling apoptosis and gene transcription have been shown to associate with Daxx, including the Ser/Thr protein kinase HIPK2, promyelocytic leukemia protein, histone deacetylases, and the chromatin remodeling protein ATRX. Although it is clear that Daxx may exert multiple functions, the underlying mechanisms remain far from clear. Here, we show that Axin, originally identified for its scaffolding role to control beta-catenin levels in Wnt signaling, strongly associates with Daxx at endogenous levels. The Daxx/Axin complex formation is enhanced by UV irradiation. Axin tethers Daxx to the tumor suppressor p53, and cooperates with Daxx, but not DaxxDeltaAxin, which is unable to interact with Axin, to stimulate HIPK2-mediated Ser(46) phosphorylation and transcriptional activity of p53. Interestingly, Axin and Daxx seem to selectively activate p53 target genes, with strong activation of PUMA, but not p21 or Bax. Daxx-stimulated p53 transcriptional activity was significantly diminished by small interfering RNA against Axin; Daxx fails to inhibit colony formation in Axin(-/-) cells. Moreover, UV-induced cell death was attenuated by the knockdown of Axin and Daxx. All these results show that Daxx cooperates with Axin to stimulate p53, and implicate a direct role for Axin, HIPK2, and p53 in the proapoptotic function of Daxx. We have hence unraveled a novel aspect of p53 activation and shed new light on the ultimate understanding of the Daxx protein, perhaps most pertinently, in relation to stress-induced cell death.","['Li, Qinxi', 'Wang, Xuan', 'Wu, Xiaoling', 'Rui, Yanning', 'Liu, Wei', 'Wang, Jifeng', 'Wang, Xinghao', 'Liou, Yih-Cherng', 'Ye, Zhiyun', 'Lin, Sheng-Cai']","['Li Q', 'Wang X', 'Wu X', 'Rui Y', 'Liu W', 'Wang J', 'Wang X', 'Liou YC', 'Ye Z', 'Lin SC']","['Key Laboratory of Ministry of Education for Cell Biology and Tumor Cell Engineering, School of Life Sciences, Xiamen University, Fujian 361005, China.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Adaptor Proteins, Signal Transducing)', '0 (Axin Protein)', '0 (Carrier Proteins)', '0 (Co-Repressor Proteins)', '0 (DAXX protein, human)', '0 (Molecular Chaperones)', '0 (Nuclear Proteins)', '0 (Repressor Proteins)', '0 (TP53 protein, human)', '0 (Tumor Suppressor Protein p53)', '9007-43-6 (Cytochromes c)', 'EC 2.7.1.- (HIPK2 protein, human)', 'EC 2.7.11.1 (Protein Serine-Threonine Kinases)']",IM,"['Adaptor Proteins, Signal Transducing/*metabolism', 'Apoptosis/*physiology', 'Axin Protein', 'Carrier Proteins/*metabolism', 'Cell Line, Tumor', 'Cell Nucleus/metabolism/radiation effects', 'Co-Repressor Proteins', 'Cytochromes c/metabolism', 'HeLa Cells', 'Humans', 'Molecular Chaperones', 'Nuclear Proteins/*metabolism', 'Phosphorylation', 'Protein Serine-Threonine Kinases/*metabolism', 'Repressor Proteins/*metabolism', 'Transcriptional Activation', 'Tumor Suppressor Protein p53/*metabolism', 'Ultraviolet Rays']",2007/01/11 09:00,2007/01/31 09:00,['2007/01/11 09:00'],"['2007/01/11 09:00 [pubmed]', '2007/01/31 09:00 [medline]', '2007/01/11 09:00 [entrez]']","['67/1/66 [pii]', '10.1158/0008-5472.CAN-06-1671 [doi]']",ppublish,Cancer Res. 2007 Jan 1;67(1):66-74. doi: 10.1158/0008-5472.CAN-06-1671.,,,,,,,,,,,,,,,,,,
17210670,NLM,MEDLINE,20070426,20171116,0964-6906 (Print) 0964-6906 (Linking),16,3,2007 Feb 1,A CTCF-binding silencer regulates the imprinted genes AWT1 and WT1-AS and exhibits sequential epigenetic defects during Wilms' tumourigenesis.,343-54,"We have shown previously that AWT1 and WT1-AS are functionally imprinted in human kidney. In the adult kidney, expression of both transcripts is restricted to the paternal allele, with the silent maternal allele retaining methylation at the WT1 antisense regulatory region (WT1 ARR). Here, we report characterization of the WT1 ARR differentially methylated region and show that it contains a transcriptional silencer element acting on both the AWT1 and WT1-AS promoters. DNA methylation of the silencer results in increased transcriptional repression, and the silencer is also shown to be an in vitro and in vivo target site for the imprinting regulator protein CTCF. Binding of CTCF is methylation-sensitive and limited to the unmethylated silencer. Potentiation of the silencer activity is demonstrated after CTCF protein is knocked down, suggesting a novel silencer-blocking activity for CTCF. We also report assessment of WT1 ARR methylation in developmental and tumour tissues, including the first analysis of Wilms' tumour precursor lesions, nephrogenic rests. Nephrogenic rests show increases in methylation levels relative to foetal kidney and reductions relative to the adult kidney, together with biallelic expression of AWT1 and WT1-AS. Notably, the methylation status of CpG residues within the CTCF target site appears to distinguish monoallelic and biallelic expression states. Our data suggest that failure of methylation spreading at the WT1 ARR early in renal development, followed by imprint erasure, occurs during Wilms' tumourigenesis. We propose a model wherein imprinting defects at chromosome 11p13 may contribute to Wilms' tumourigenesis.","['Hancock, Anne L', 'Brown, Keith W', 'Moorwood, Kim', 'Moon, Hanlim', 'Holmgren, Claes', 'Mardikar, Sudhanshu H', 'Dallosso, Anthony R', 'Klenova, Elena', 'Loukinov, Dmitri', 'Ohlsson, Rolf', 'Lobanenkov, Victor V', 'Malik, Karim']","['Hancock AL', 'Brown KW', 'Moorwood K', 'Moon H', 'Holmgren C', 'Mardikar SH', 'Dallosso AR', 'Klenova E', 'Loukinov D', 'Ohlsson R', 'Lobanenkov VV', 'Malik K']","['Cancer and Leukaemia in Childhood, Sargent Research Unit, Department of Cellular and Molecular Medicine, School of Medical Sciences, University of Bristol, University Walk, Bristol, UK.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Hum Mol Genet,Human molecular genetics,9208958,"['0 (CCCTC-Binding Factor)', '0 (CTCF protein, human)', '0 (DNA-Binding Proteins)', '0 (Protein Isoforms)', '0 (Repressor Proteins)']",IM,"['CCCTC-Binding Factor', 'Cells, Cultured', 'DNA Methylation', 'DNA-Binding Proteins/*metabolism', '*Epigenesis, Genetic', 'Gene Expression Regulation, Developmental', '*Genes, Wilms Tumor', '*Genomic Imprinting', 'Humans', 'Kidney/embryology/metabolism', 'Kidney Neoplasms/*genetics', 'Models, Biological', 'Protein Isoforms/genetics/metabolism', 'Repressor Proteins/*metabolism', 'Silencer Elements, Transcriptional/*physiology', 'Wilms Tumor/*genetics']",2007/01/11 09:00,2007/04/27 09:00,['2007/01/11 09:00'],"['2007/01/11 09:00 [pubmed]', '2007/04/27 09:00 [medline]', '2007/01/11 09:00 [entrez]']","['ddl478 [pii]', '10.1093/hmg/ddl478 [doi]']",ppublish,Hum Mol Genet. 2007 Feb 1;16(3):343-54. doi: 10.1093/hmg/ddl478. Epub 2007 Jan 8.,['G0401088/Medical Research Council/United Kingdom'],,,,,20070108,,,,,,,,,,,,
17210531,NLM,MEDLINE,20070215,20191210,0002-9173 (Print) 0002-9173 (Linking),127,2,2007 Feb,Comparative analysis of flow cytometric techniques in assessment of ZAP-70 expression in relation to IgVH mutational status in chronic lymphocytic leukemia.,182-91,"We compared 1 subjective and 5 objective flow cytometric methods to evaluate zeta-associated protein (ZAP-70) expression in relation to immunoglobulin heavy-chain variable-region (IgVH) gene mutational status in 154 samples from 125 patients with chronic lymphocytic leukemia (CLL). ZAP-70 expression determined by all methods used correlated with IgVH gene mutational status, but none of them demonstrated high concordance rates. Of the objective methods, ZAP-70 staining determined as a ratio of molecules of equivalent soluble fluorochrome intensity in CLL cells to that in normal B cells (ZAP-70+ staining in IgVH germline cases, 59%; ZAP-70- in IgVH mutated cases, 75%) or T cells (ZAP-70+ in IgVH germline cases, 66%; ZAP-70- in IgVH mutated cases, 57%) provides the best combination for assigning ZAP-70+ status to IgVH germline and ZAP-70- status to IgVH mutated cases. The subjective method based on ZAP-70 expression in natural killer/T cells gave a similar result, but reproducibility between laboratories may be difficult. Further studies on ZAP-70 expression in relation to clinical parameters may address whether ZAP-70 is an independent prognostic marker for CLL.","['Chen, Yi-Hua', 'Peterson, LoAnn C', 'Dittmann, David', 'Evens, Andrew', 'Rosen, Steven', 'Khoong, Adela', 'Shankey, T Vincent', 'Forman, Meryl', 'Gupta, Rohit', 'Goolsby, Charles L']","['Chen YH', 'Peterson LC', 'Dittmann D', 'Evens A', 'Rosen S', 'Khoong A', 'Shankey TV', 'Forman M', 'Gupta R', 'Goolsby CL']","['Department of Pathology, John H Stroger, Jr Hospital of Cook County, Chicago, IL, USA.']",['eng'],"['Comparative Study', 'Evaluation Study', 'Journal Article']",England,Am J Clin Pathol,American journal of clinical pathology,0370470,"['0 (Immunoglobulin Heavy Chains)', '0 (Immunoglobulin Variable Region)', 'EC 2.7.10.2 (ZAP-70 Protein-Tyrosine Kinase)']",IM,"['DNA Mutational Analysis', 'Female', 'Flow Cytometry/*methods', 'Gene Expression Regulation, Leukemic/genetics', 'Genes, Immunoglobulin Heavy Chain/genetics', 'Humans', 'Immunoglobulin Heavy Chains/*genetics', 'Immunoglobulin Variable Region/*genetics', 'Leukemia, Lymphocytic, Chronic, B-Cell/*genetics', 'Male', 'Middle Aged', '*Mutation', 'ZAP-70 Protein-Tyrosine Kinase/*biosynthesis']",2007/01/11 09:00,2007/02/16 09:00,['2007/01/11 09:00'],"['2007/01/11 09:00 [pubmed]', '2007/02/16 09:00 [medline]', '2007/01/11 09:00 [entrez]']","['678147260426582X [pii]', '10.1309/230199FLE32ATUB0 [doi]']",ppublish,Am J Clin Pathol. 2007 Feb;127(2):182-91. doi: 10.1309/230199FLE32ATUB0.,,,,,,,,,,,,,,,,,,
17210514,NLM,MEDLINE,20070215,20071203,0002-9173 (Print) 0002-9173 (Linking),127,2,2007 Feb,Therapy-related myelodysplastic syndrome: morphologic subclassification may not be clinically relevant.,197-205,"In practice, cases of therapy-related myelodysplastic syndrome (t-MDS) are often classified according to morphologic schemes used for de novo MDS. However, there are few data addressing the appropriateness of such classification. We studied 155 patients with therapy-related acute myeloid leukemia (t-AML)/t-MDS to determine whether subclassification by the World Health Organization (WHO) criteria for de novo MDS provides prognostic information in t-MDS. In addition, we assessed whether cytogenetic stratification by the International Prognostic Scoring System (IPSS) guidelines or karyotypic complexity was prognostically important. We found no differences in median survival times among patients classified into the different WHO subgroup of MDS or according to their bone marrow blast percentage; our results indicate a uniformly poor outcome in t-MDS regardless of morphologic classification. However, significant survival differences correlated with cytogenetic stratification according to IPSS guidelines and/or karyotypic complexity. We found only a borderline difference in median survival of patients with an initial t-MDS diagnosis compared with patients with an initial t-AML diagnosis.","['Singh, Zeba N', 'Huo, Dezheng', 'Anastasi, John', 'Smith, Sonali M', 'Karrison, Theodore', 'Le Beau, Michelle M', 'Larson, Richard A', 'Vardiman, James W']","['Singh ZN', 'Huo D', 'Anastasi J', 'Smith SM', 'Karrison T', 'Le Beau MM', 'Larson RA', 'Vardiman JW']","['Section of Hematopathology, Department of Pathology, University of Chicago, Chicago, IL 60637, USA.']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural']",England,Am J Clin Pathol,American journal of clinical pathology,0370470,['0 (Antineoplastic Agents)'],IM,"['Acute Disease', 'Antineoplastic Agents/*adverse effects', 'Chromosome Aberrations/chemically induced', 'Humans', 'Leukemia, Myeloid/etiology', 'Myelodysplastic Syndromes/*chemically induced/*classification/pathology', 'Prognosis', 'Risk', 'Survival Analysis']",2007/01/11 09:00,2007/02/16 09:00,['2007/01/11 09:00'],"['2007/01/11 09:00 [pubmed]', '2007/02/16 09:00 [medline]', '2007/01/11 09:00 [entrez]']","['885772R118T72H58 [pii]', '10.1309/NQ3PMV4U8YV39JWJ [doi]']",ppublish,Am J Clin Pathol. 2007 Feb;127(2):197-205. doi: 10.1309/NQ3PMV4U8YV39JWJ.,"['CA14906/CA/NCI NIH HHS/United States', 'CA40046/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,,,,,
