PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,CI,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,DEP,CIN,RF,GR,PMC,MID,OID,CON,EIN,CN,TT,SI,LID,RIN,PS,FPS,RPI
16890204,NLM,MEDLINE,20061010,20081121,0006-291X (Print) 0006-291X (Linking),348,2,2006 Sep 22,Genetic variations of the NR3C1 gene in children with sporadic nephrotic syndrome.,507-13,"Previous studies have demonstrated that the genetic variations of glucocorticoid receptor gene (NR3C1) are associated with both familial steroid resistance and acquired steroid resistance in some diseases, such as Cushing's disease, leukemia, lupus nephritis, and female pseudohermaphroditism. In this study, we examined the genetic variations of NR3C1 in 35 children with sporadic steroid-resistant nephrotic syndrome (SRNS), and in 83 cases with sporadic steroid-sensitive NS (SSNS) using polymerase chain reaction, denaturing high-performance liquid chromatography and DNA sequencing, and analyzed possible associations between NR3C1 variants and steroid resistance in sporadic NS. No causative mutations were found; however, six previously identified and six novel polymorphisms, 1206C > T, 1374A > G, 2382C > T, 2193T > G, IVS7-68_-63delAAAAAA, and IVS8-9C > G, were detected. Two novel haplotypes, [1374A > G; IVS7-68_-63delAAAAAA; IVS8-9C > G; 2382C > T] and [1896C > T; 2166C > T; 2430T > C], of NR3C1 were also identified in sporadic NS and controls. The odds ratios (95% Confidence Interval) for the two novel NR3C1 haplotypes in the sporadic nephrotic children at risk of steroid resistance were 4.970 (0.889-27.788) and 2.194 (0.764-6.306), respectively, but the association between NR3C1 haplotypes and steroid resistance was not significant. Further studies on the possible association between the two novel NR3C1 haplotypes and steroid resistance in sporadic NS in larger cohorts are required.",,"['Ye, Jianwei', 'Yu, Zihua', 'Ding, Jie', 'Chen, Yan', 'Huang, Jianping', 'Yao, Yong', 'Xiao, Huijie', 'Yang, Jiyun', 'Shen, Ying', 'Meng, Qun']","['Ye J', 'Yu Z', 'Ding J', 'Chen Y', 'Huang J', 'Yao Y', 'Xiao H', 'Yang J', 'Shen Y', 'Meng Q']","['Department of Pediatrics, Peking University First Hospital, Beijing, PR China.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['0 (NR3C1 protein, human)', '0 (Receptors, Glucocorticoid)', '0 (Steroids)']",IM,"['Adolescent', 'Base Sequence', 'Child', 'Child, Preschool', 'Chromatography, High Pressure Liquid', 'Drug Resistance', 'Female', 'Gene Frequency', 'Genetic Variation', 'Haplotypes/genetics', 'Humans', 'Infant', 'Male', 'Nephrotic Syndrome/*genetics', 'Polymerase Chain Reaction', 'Polymorphism, Genetic', 'Protein Denaturation', 'Receptors, Glucocorticoid/*genetics', 'Steroids/therapeutic use']",2006/08/08 09:00,2006/10/13 09:00,['2006/08/08 09:00'],"['2006/07/04 00:00 [received]', '2006/07/17 00:00 [accepted]', '2006/08/08 09:00 [pubmed]', '2006/10/13 09:00 [medline]', '2006/08/08 09:00 [entrez]']","['S0006-291X(06)01629-9 [pii]', '10.1016/j.bbrc.2006.07.097 [doi]']",ppublish,Biochem Biophys Res Commun. 2006 Sep 22;348(2):507-13. doi: 10.1016/j.bbrc.2006.07.097. Epub 2006 Jul 28.,20060728,,,,,,,,,,,,,,,,
16889964,NLM,MEDLINE,20061222,20161124,0968-0896 (Print) 0968-0896 (Linking),14,22,2006 Nov 15,Synthesis and biological activities of 7-aza rebeccamycin analogues bearing the sugar moiety on the nitrogen of the pyridine ring.,7551-62,"The synthesis of a new family of 7-aza-rebeccamycin analogues in which the sugar moiety is attached to the nitrogen of the pyridine ring is described. The capacity of the newly synthesized compounds to bind to DNA and to inhibit topoisomerase I has been evaluated. Their cytotoxicities toward four tumor cell lines, one murine leukemia L1210 and three human tumor cell lines, one prostate carcinoma DU145, one colon carcinoma HT29, and one non-small cell lung carcinoma A549, have been determined. Their abilities to inhibit the checkpoint kinase Chk1 have been evaluated.",,"['Messaoudi, Samir', 'Anizon, Fabrice', 'Peixoto, Paul', 'David-Cordonnier, Marie-Helene', 'Golsteyn, Roy M', 'Leonce, Stephane', 'Pfeiffer, Bruno', 'Prudhomme, Michelle']","['Messaoudi S', 'Anizon F', 'Peixoto P', 'David-Cordonnier MH', 'Golsteyn RM', 'Leonce S', 'Pfeiffer B', 'Prudhomme M']","['Universite Blaise Pascal, Synthese et Etude de Systemes a Interet Biologique, UMR 6504 du CNRS, 63177 Aubiere, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Bioorg Med Chem,Bioorganic & medicinal chemistry,9413298,"['0 (Aza Compounds)', '0 (Carbazoles)', '0 (Carbohydrates)', '0 (Enzyme Inhibitors)', '0 (Indoles)', '0 (Pyridines)', '0 (Topoisomerase I Inhibitors)', '9007-49-2 (DNA)', '93908-02-2 (rebeccamycin)', 'EC 2.7.- (Protein Kinases)', 'EC 2.7.11.1 (CHEK1 protein, human)', 'EC 2.7.11.1 (Checkpoint Kinase 1)', 'EC 2.7.11.1 (Chek1 protein, mouse)', 'EC 5.99.1.2 (DNA Topoisomerases, Type I)', 'N762921K75 (Nitrogen)', 'NH9L3PP67S (pyridine)']",IM,"['Animals', 'Aza Compounds/*chemical synthesis/chemistry/*pharmacology', 'Carbazoles/chemical synthesis/*chemistry/*pharmacology', 'Carbohydrates/*chemistry', 'Cell Line, Tumor', 'Cell Proliferation/drug effects', 'Checkpoint Kinase 1', 'DNA/metabolism', 'DNA Topoisomerases, Type I/metabolism', 'Enzyme Inhibitors/chemical synthesis/chemistry/pharmacology', 'Humans', 'Indoles/chemical synthesis/*chemistry/*pharmacology', 'Mice', 'Molecular Structure', 'Nitrogen/*chemistry', 'Protein Kinases/metabolism', 'Pyridines/*chemistry', 'Structure-Activity Relationship', 'Topoisomerase I Inhibitors']",2006/08/08 09:00,2006/12/23 09:00,['2006/08/08 09:00'],"['2006/03/24 00:00 [received]', '2006/06/28 00:00 [revised]', '2006/07/03 00:00 [accepted]', '2006/08/08 09:00 [pubmed]', '2006/12/23 09:00 [medline]', '2006/08/08 09:00 [entrez]']","['S0968-0896(06)00568-2 [pii]', '10.1016/j.bmc.2006.07.013 [doi]']",ppublish,Bioorg Med Chem. 2006 Nov 15;14(22):7551-62. doi: 10.1016/j.bmc.2006.07.013. Epub 2006 Aug 4.,20060804,,,,,,,,,,,,,,,,
16889929,NLM,MEDLINE,20061226,20161124,0887-2333 (Print) 0887-2333 (Linking),20,8,2006 Dec,Cytotoxic activity of violacein in human colon cancer cells.,1514-21,"Several studies have shown that violacein, a purple pigment extracted from Chromobacterium violaceum, is capable to induce apoptosis in a variety of cancer cells, including those leukemia cell lines. Herein, we examined the effects of violacein on reactive oxygen species (ROS) production during the apoptotic colon cancer cell death. We demonstrate that violacein mediates ROS production followed by activation of Caspase-3, release of cytochrome c, and calcium release to citosol in Caco-2 cells. Moreover, presence of ROS scavengers such as N-acetyl-cysteine (NAC) diminishes ROS cytotoxicity induced by violacein in Caco-2 cells, indicating that violacein mediates cellular critical mechanisms in the triggering of apoptotic tumor cell death. These data also imply that violacein-induced ROS are collectively key mediators of mitochondrial membrane collapse, leading to cytochrome c release, and culminating in tumor apoptosis. Unlike in Caco-2 cells, violacein was incapable of increasing ROS levels in HT29 cells, suggesting the existence of violacein cell-type specific mechanisms. Those findings bring light to the violacein cytotoxic mechanism studies, indicating that oxidative stress play a role in the violacein-induced cytotoxicity.",,"['de Carvalho, Daniela D', 'Costa, Fabio T M', 'Duran, Nelson', 'Haun, Marcela']","['de Carvalho DD', 'Costa FT', 'Duran N', 'Haun M']","['Departamento de Bioquimica, IB, Universidade Estadual de Campinas (UNICAMP), Campinas, SP, Brazil. ddc@unicamp.br']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Toxicol In Vitro,Toxicology in vitro : an international journal published in association with BIBRA,8712158,"['0 (Indicators and Reagents)', '0 (Indoles)', '0 (Reactive Oxygen Species)', '0 (Tetrazolium Salts)', '0 (Thiazoles)', '9007-43-6 (Cytochromes c)', 'EC 3.4.22.- (Caspase 3)', 'EUY85H477I (thiazolyl blue)', 'QJH0DSQ3SG (violacein)', 'SY7Q814VUP (Calcium)']",IM,"['Apoptosis/drug effects', 'Caco-2 Cells', 'Calcium/metabolism', 'Caspase 3/metabolism', 'Cell Death/drug effects', 'Cell Survival/drug effects', 'Colonic Neoplasms/*pathology', 'Cytochromes c/metabolism', 'Enzyme Activation/drug effects', 'HT29 Cells', 'Humans', 'Indicators and Reagents', 'Indoles/*toxicity', 'Reactive Oxygen Species/metabolism', 'Tetrazolium Salts', 'Thiazoles']",2006/08/08 09:00,2006/12/27 09:00,['2006/08/08 09:00'],"['2006/05/16 00:00 [received]', '2006/06/20 00:00 [revised]', '2006/06/22 00:00 [accepted]', '2006/08/08 09:00 [pubmed]', '2006/12/27 09:00 [medline]', '2006/08/08 09:00 [entrez]']","['S0887-2333(06)00120-2 [pii]', '10.1016/j.tiv.2006.06.007 [doi]']",ppublish,Toxicol In Vitro. 2006 Dec;20(8):1514-21. doi: 10.1016/j.tiv.2006.06.007. Epub 2006 Jul 1.,20060701,,,,,,,,,,,,,,,,
16889615,NLM,MEDLINE,20061106,20121115,0007-1048 (Print) 0007-1048 (Linking),134,6,2006 Sep,Significant increase of CKS1B amplification from monoclonal gammopathy of undetermined significance to multiple myeloma and plasma cell leukaemia as demonstrated by interphase fluorescence in situ hybridisation.,613-5,"The genetic events that lead to tumour progression in plasma cell dyscrasia are not well understood. Interphase cytoplasmic fluorescence in situ hybridisation was used to investigate the CKS1B amplification status (at 1q21) in clonal plasma cells from 123 patients: 23 monoclonal gammopathy of undetermined significance (MGUS), 75 multiple myeloma (MM) and 26 plasma cell leukaemia (PCL). While CKS1B amplification was absent in MGUS patients, such amplification (3-8 copies) was detected in 36% of newly diagnosed MM, 52% relapsed MM and 62% PCL (P < 0.001). Our results suggest that CKS1B amplification is associated with transformation from MGUS to MM and progression to PCL.",,"['Chang, Hong', 'Yeung, Joanna', 'Xu, Wei', 'Ning, Yi', 'Patterson, Bruce']","['Chang H', 'Yeung J', 'Xu W', 'Ning Y', 'Patterson B']","['Department of Laboratory Hematology, University Health Network, University of Toronto, Toronto, ON, Canada. hong.chang@uhn.on.ca']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,"['0 (CKS1B protein, human)', '0 (Carrier Proteins)', 'EC 2.7.11.22 (CDC2-CDC28 Kinases)', 'EC 2.7.11.22 (Cyclin-Dependent Kinases)']",IM,"['Adult', 'Aged', 'Aged, 80 and over', 'CDC2-CDC28 Kinases', 'Carrier Proteins/*genetics', 'Chi-Square Distribution', 'Cyclin-Dependent Kinases/*genetics', 'Disease Progression', 'Female', '*Gene Amplification', 'Humans', 'In Situ Hybridization, Fluorescence', 'Interphase', 'Leukemia, Plasma Cell/*genetics', 'Male', 'Middle Aged', 'Monoclonal Gammopathy of Undetermined Significance/*genetics', 'Multiple Myeloma/*genetics']",2006/08/08 09:00,2006/11/07 09:00,['2006/08/08 09:00'],"['2006/08/08 09:00 [pubmed]', '2006/11/07 09:00 [medline]', '2006/08/08 09:00 [entrez]']","['BJH6237 [pii]', '10.1111/j.1365-2141.2006.06237.x [doi]']",ppublish,Br J Haematol. 2006 Sep;134(6):613-5. doi: 10.1111/j.1365-2141.2006.06237.x. Epub 2006 Aug 1.,20060801,,,,,,,,,,,,,,,,
16888898,NLM,MEDLINE,20060912,20060807,0070-4113 (Print) 0070-4113 (Linking),87,,2003,The pathogenetic significance of deregulated signal transduction pathways in Hodgkin's disease: the NF-kappaB-AP-1 network.,79-89,"In the recent years, progress has been made in defining the lineage origin of malignant cells of Hodgkin's disease. The use of single cell PCR analysis and of other molecular probes has allowed to determine that the malignant Hodgkin/Reed-Sternberg cells correspond mostly to a post germinal center stage of normal B-lymphocyte development. However, the agents which cause primary transformation events are still unknown. A comprehensive analysis of dysregulated signaling pathways in H/RS-cells with a focus on inducible and lymphoid-specific transcription factors has provided an independent approach to characterize molecular lesions, which may account for the tumorigenicity of H/RS-cells. Transcription factors of the NF-kappaB and AP-1 multigene families could be identified as crucial mediators of both, cell cycle promoting and cell-death inhibiting pathways in H/RS-cells. High level activity of these regulators has multifarious consequences for the gene expression repertoire of H/RS-cells, as has been revealed by large scale gene profiling. The dissection of the molecular mechanisms which constitutively activate NF-kappaB and AP-1 may help to gain further insight into the pathogenesis of Hodgkin's disease and may provide novel targets for pharmacological intervention.",,"['Scheidereit, C']",['Scheidereit C'],"['Max-Delbruck-Center for Molecular Medicine, Berlin.']",['eng'],"['Journal Article', 'Review']",Germany,Verh Dtsch Ges Pathol,Verhandlungen der Deutschen Gesellschaft fur Pathologie,7503704,"['0 (NF-kappa B)', '0 (Transcription Factor AP-1)']",IM,"['Apoptosis/genetics', 'Gene Expression Profiling', 'Gene Expression Regulation, Neoplastic', 'Hodgkin Disease/*genetics/*pathology', 'Humans', 'Leukemia/genetics', 'NF-kappa B/*genetics', 'Signal Transduction/*genetics', 'Transcription Factor AP-1/*genetics']",2006/08/08 09:00,2006/09/13 09:00,['2006/08/08 09:00'],"['2006/08/08 09:00 [pubmed]', '2006/09/13 09:00 [medline]', '2006/08/08 09:00 [entrez]']",,ppublish,Verh Dtsch Ges Pathol. 2003;87:79-89.,,,37,,,,,,,,,,,,,,
16888897,NLM,MEDLINE,20060912,20060807,0070-4113 (Print) 0070-4113 (Linking),87,,2003,New insights into the biology of acute myeloid leukemia and their impact on treatment.,72-8,"Acute myeloid leukemia (AML) is a heterogeneous group of disorders that can be discriminated by morphology, immunophenotyping or more recently by cytogenetic and molecular techniques. By cytogenetics two major groups of AML can be discriminated: One group with detectable chromosomal aberrations accounting for approximately 52 % of all de novo AML and the second group without cytogenetically detectable karyotype abnormalities. In the first group two major subtypes can be further distinguished. The first group comprises AML with balanced aberrations mainly consisting in t(8;21), t(15;17) and inv(16). The second group comprizes cases with unbalanced aberrations including particularly 5q-, 17q- -5 and AML with complex karyotypes. AMLs with balanced aberrations have a good prognosis with long term survival being achieved in approximately 60 %-80 % of cases. AMLs with non-balanced aberrations on the other hand have a poor prognosis with only 10 %-15 % long-term survivors. AMLs with no detectable abnormalities or other cytogenetic aberrations comprise a group with an intermediate prognosis in which long term survival is achieved in approximately 25 %-30 % of cases. Biologically, AMLs with balanced aberrations regularly involve the deregulation of transcription factors resulting in an impairment of cell differentiation and proliferation. AMLs with unbalanced aberrations are mostly characterized by a loss of genetic material resulting in an alteration of cell cycle control and DNA repair. A new view on the biology of AML has recently been made possible through the analysis of gene expression profiles. This technique is still under investigation. First results, however, already show that gene expression patterns have a high diagnostic potential and allow to detect biology subgroups with a high accuracy. Furthermore, by this technique pathways can be identified that are altered in the leukemic process. Gene expression profiling therefore opens a new and exciting perspective in leukemia biology and therapy that may have substantial impact on the improvement of diagnosis and more importantly may guide therapeutic strategies.",,"['Hiddemann, W', 'Haferlach, T', 'Schoch, C', 'Behre, G', 'Kohlmann, A', 'Kern, W', 'Feuring-Buske, M', 'Bohlander, S']","['Hiddemann W', 'Haferlach T', 'Schoch C', 'Behre G', 'Kohlmann A', 'Kern W', 'Feuring-Buske M', 'Bohlander S']","['Department of Internal Medicine III, University Hospital Grosshadern, Ludwig Maximilians University Munich.']",['eng'],['Journal Article'],Germany,Verh Dtsch Ges Pathol,Verhandlungen der Deutschen Gesellschaft fur Pathologie,7503704,,IM,"['Acute Disease', 'Age of Onset', '*Chromosome Aberrations', 'Gene Expression Profiling', 'Humans', 'Incidence', 'Karyotyping', 'Leukemia, Myeloid/epidemiology/genetics/*pathology/therapy']",2006/08/08 09:00,2006/09/13 09:00,['2006/08/08 09:00'],"['2006/08/08 09:00 [pubmed]', '2006/09/13 09:00 [medline]', '2006/08/08 09:00 [entrez]']",,ppublish,Verh Dtsch Ges Pathol. 2003;87:72-8.,,,,,,,,,,,,,,,,,
16888896,NLM,MEDLINE,20060912,20071115,0070-4113 (Print) 0070-4113 (Linking),87,,2003,Acute leukemia: subtype discovery and prediction of outcome by gene expression profiling.,66-71,"Contemporary treatment of acute leukemia requires the accurate assignment of patients at diagnosis to specific risk groups. To determine whether gene expression profiling could enhance risk assignment, we used oligonucleotide microarrays to analyze the pattern of genes expressed in leukemic blasts from 360 pediatric ALL patients and 130 pediatric AML patients. Our analysis demonstrates that the single platform of gene expression profiling can accurately identify the known prognostically important genetic subtypes of ALL, including T-ALL, E2A-PBX1, TEL-AML1, MLL rearrangements, BCR-abl, and hyperdiploid >50 chromosomes, and AML, including t(15;17)[PML-RARalpha], t(8;21)[AML1-ETO], inv(16)[CBFbeta-MYH11], MLL gene rearrangement, and cases with FAB-M7 morphology. In addition, within ALL, a novel subgroup was identified based on its unique expression profile. Examination of the gene expression signatures for the different genetic subtypes of acute leukemia provided important insights into the molecular pathology of these leukemias.",,"['Downing, J R']",['Downing JR'],"[""Department of Pathology, St Jude Children's Research Hospital, Memphis, TN, USA.""]",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",Germany,Verh Dtsch Ges Pathol,Verhandlungen der Deutschen Gesellschaft fur Pathologie,7503704,,IM,"['Acute Disease', 'Bone Marrow/pathology', 'Gene Expression Profiling/*methods', 'Humans', 'Leukemia, Myeloid/classification/*genetics/pathology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/classification/*genetics/pathology', 'Prognosis']",2006/08/08 09:00,2006/09/13 09:00,['2006/08/08 09:00'],"['2006/08/08 09:00 [pubmed]', '2006/09/13 09:00 [medline]', '2006/08/08 09:00 [entrez]']",,ppublish,Verh Dtsch Ges Pathol. 2003;87:66-71.,,,,['P01 CA71907-06/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,
16888846,NLM,MEDLINE,20060809,20071115,1533-4406 (Electronic) 0028-4793 (Linking),355,5,2006 Aug 3,Lineage-specific hematopoietic growth factors.,526-7; author reply 527,,,"['Dale, David C', 'Rosenberg, Philip S', 'Alter, Blanche P']","['Dale DC', 'Rosenberg PS', 'Alter BP']",,['eng'],"['Comment', 'Letter']",United States,N Engl J Med,The New England journal of medicine,0255562,['143011-72-7 (Granulocyte Colony-Stimulating Factor)'],IM,"['Granulocyte Colony-Stimulating Factor/*adverse effects/therapeutic use', 'Humans', 'Leukemia, Myeloid, Acute/*chemically induced', 'Neural Tube Defects/chemically induced', 'Neutropenia/*congenital/drug therapy', 'Risk']",2006/08/05 09:00,2006/08/10 09:00,['2006/08/05 09:00'],"['2006/08/05 09:00 [pubmed]', '2006/08/10 09:00 [medline]', '2006/08/05 09:00 [entrez]']",,ppublish,N Engl J Med. 2006 Aug 3;355(5):526-7; author reply 527.,,,,,,,,['N Engl J Med. 2006 May 11;354(19):2034-45. PMID: 16687716'],,,,,,,,,
16888789,NLM,MEDLINE,20070302,20071115,0361-8609 (Print) 0361-8609 (Linking),82,2,2007 Feb,A rare occurrence of diffuse lymphoblastic lymphoma in pregnancy.,173-4,,,"['Ataergin, Selmin', 'Kanat, Ozkan', 'Arpaci, Fikret', 'Ozet, Ahmet']","['Ataergin S', 'Kanat O', 'Arpaci F', 'Ozet A']",,['eng'],"['Letter', 'Review']",United States,Am J Hematol,American journal of hematology,7610369,,IM,"['Adolescent', 'Adult', 'Female', 'Humans', 'Incidence', '*Precursor Cell Lymphoblastic Leukemia-Lymphoma/epidemiology', 'Pregnancy', '*Pregnancy Complications/epidemiology']",2006/08/05 09:00,2007/03/03 09:00,['2006/08/05 09:00'],"['2006/08/05 09:00 [pubmed]', '2007/03/03 09:00 [medline]', '2006/08/05 09:00 [entrez]']",['10.1002/ajh.20681 [doi]'],ppublish,Am J Hematol. 2007 Feb;82(2):173-4. doi: 10.1002/ajh.20681.,,,6,,,,,,,,,,,,,,
16888785,NLM,MEDLINE,20070123,20131121,0361-8609 (Print) 0361-8609 (Linking),81,11,2006 Nov,Molecular profiling of chronic myeloid leukemia in eastern India.,845-9,"Molecular breakpoint of the BCR-ABL fusion gene has been characterized for 122 chronic myeloid leukemia patients. Out of 122 cases, 33 b2a2, 69 b3a2, 2 e1a2, and 2 e19a2 cases have been detected. Six coexpressed both b2a2 and b3a2 transcripts. All the coexpressing samples had an A>G polymorphism at the putative splice branchpoint in intron 13. The T>C polymorphism in exon 13, reported to be linked to coexpression, was not present in all the coexpressing patients. No correlation of transcript type with platelet count was detected. Those expressing b2a2 transcript were diagnosed at relatively younger age and with higher white blood cell count, in agreement with other reports. However, the correlation was not statistically significant.","['(c) 2006 Wiley-Liss, Inc.']","['Mondal, Bama C', 'Bandyopadhyay, Aditi', 'Majumdar, Sunipa', 'Mukhopadhyay, Ashis', 'Chandra, Sarmila', 'Chaudhuri, Utpal', 'Chakrabarti, Prantar', 'Bhattacharyya, Shibashish', 'Dasgupta, Uma B']","['Mondal BC', 'Bandyopadhyay A', 'Majumdar S', 'Mukhopadhyay A', 'Chandra S', 'Chaudhuri U', 'Chakrabarti P', 'Bhattacharyya S', 'Dasgupta UB']","['Department of Biophysics, Molecular Biology and Genetics, University of Calcutta, Kolkata, India.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Hematol,American journal of hematology,7610369,"['0 (DNA Primers)', '0 (DNA, Neoplasm)', '0 (RNA, Neoplasm)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Adult', 'Base Sequence', 'DNA Primers', 'DNA, Neoplasm/genetics/isolation & purification', 'Female', 'Fusion Proteins, bcr-abl/*genetics', 'Gene Expression Profiling', 'Genotype', 'Humans', 'India', 'Introns', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics', 'Male', 'Middle Aged', 'Polymorphism, Genetic', 'RNA, Neoplasm/genetics/isolation & purification', 'Reverse Transcriptase Polymerase Chain Reaction', 'Transcription, Genetic']",2006/08/05 09:00,2007/01/24 09:00,['2006/08/05 09:00'],"['2006/08/05 09:00 [pubmed]', '2007/01/24 09:00 [medline]', '2006/08/05 09:00 [entrez]']",['10.1002/ajh.20682 [doi]'],ppublish,Am J Hematol. 2006 Nov;81(11):845-9. doi: 10.1002/ajh.20682.,,,,,,,,,,,,,,,,,
16888784,NLM,MEDLINE,20070123,20131121,0361-8609 (Print) 0361-8609 (Linking),81,11,2006 Nov,Effect of blood cyclosporine concentration on the outcome of hematopoietic stem cell transplantation from an HLA-matched sibling donor.,838-44,"We retrospectively evaluated the effect of the blood cyclosporine (CsA) concentration on the outcome of allogeneic hematopoietic stem cell transplantation from an HLA-matched sibling donor in 171 patients who received a continuous infusion of CsA and short-course methotrexate to prevent graft-versus-host disease (GVHD). CsA was started at 3.0 mg/kg/day and the dose was adjusted to maintain the blood CsA concentration between 250 and 350 ng/ml. The actual dose of CsA averaged 1.9 mg/kg/day at the 3rd week after transplantation. The incidence of grade II-IV acute GVHD was 29.9%. Patient age and sex were identified as independent significant risk factors for acute GVHD. The CsA concentration during the 3rd week after transplantation most strongly affected the incidence of grade II-IV acute GVHD (RR 0.995 for an increase in CsA concentration by 1 ng/ml, P = 0.037) adjusted for other risk factors. The incidence of acute GVHD was significantly lower in patients with a 3rd-week CsA concentration higher than 300 ng/ml than in those with values between 200 and 300 ng/ml (20% vs. 35%, P = 0.036). We concluded that the blood CsA concentration at peri-engraftment period may be important in preventing acute GVHD.","['(c) 2006 Wiley-Liss, Inc.']","['Kanda, Yoshinobu', 'Hyo, Rie', 'Yamashita, Takuya', 'Fujimaki, Katsumichi', 'Oshima, Kumi', 'Onoda, Masahiro', 'Mori, Takehiko', 'Sakura, Toru', 'Tanaka, Masatsugu', 'Sakai, Miwa', 'Taguchi, Jun', 'Kurakawa, Mineo', 'Maruta, Atsuo', 'Okamoto, Shinichiro', 'Sakamaki, Hisashi']","['Kanda Y', 'Hyo R', 'Yamashita T', 'Fujimaki K', 'Oshima K', 'Onoda M', 'Mori T', 'Sakura T', 'Tanaka M', 'Sakai M', 'Taguchi J', 'Kurakawa M', 'Maruta A', 'Okamoto S', 'Sakamaki H']","['Department of Hematology, Cell Therapy and Transplantation Medicine, University of Tokyo, Graduate School of Medicine and Hospital, Tokyo, Japan. ycanda-tky@umin.ac.jp']",['eng'],['Journal Article'],United States,Am J Hematol,American journal of hematology,7610369,"['0 (Immunosuppressive Agents)', '83HN0GTJ6D (Cyclosporine)']",IM,"['Cyclosporine/administration & dosage/*blood', 'Female', 'Graft vs Host Disease/epidemiology', '*Hematopoietic Stem Cell Transplantation', '*Histocompatibility Testing', 'Humans', 'Immunosuppressive Agents/administration & dosage/blood', 'Infusions, Intravenous', 'Kidney/pathology', 'Leukemia/*therapy', 'Male', 'Myelodysplastic Syndromes/therapy', 'Retrospective Studies', 'Siblings']",2006/08/05 09:00,2007/01/24 09:00,['2006/08/05 09:00'],"['2006/08/05 09:00 [pubmed]', '2007/01/24 09:00 [medline]', '2006/08/05 09:00 [entrez]']",['10.1002/ajh.20710 [doi]'],ppublish,Am J Hematol. 2006 Nov;81(11):838-44. doi: 10.1002/ajh.20710.,,,,,,,,,,['Kanto Study Group of Cell Therapy'],,,,,,,
16888783,NLM,MEDLINE,20070118,20151119,0361-8609 (Print) 0361-8609 (Linking),81,12,2006 Dec,VAD combination chemotherapy followed by bortezomib may be an effective treatment in secondary plasma cell leukemia.,987-8,,,"['Ataergin, Selmin', 'Arpaci, Fikret', 'Kaya, Ayper', 'Cetin, Turker', 'Gunhan, Omer']","['Ataergin S', 'Arpaci F', 'Kaya A', 'Cetin T', 'Gunhan O']",,['eng'],"['Case Reports', 'Letter']",United States,Am J Hematol,American journal of hematology,7610369,"['0 (Boronic Acids)', '0 (Protease Inhibitors)', '0 (Pyrazines)', '69G8BD63PP (Bortezomib)', '6PLQ3CP4P3 (Etoposide)', '80168379AG (Doxorubicin)', 'VAD combination']",IM,"['Antineoplastic Combined Chemotherapy Protocols/*administration & dosage', 'Boronic Acids/*administration & dosage', 'Bortezomib', 'Doxorubicin/administration & dosage', 'Etoposide/administration & dosage', 'Humans', 'Leukemia, Plasma Cell/blood/*drug therapy/pathology', 'Male', 'Middle Aged', 'Multiple Myeloma/blood/drug therapy/pathology', 'Neoplasms, Second Primary/blood/*drug therapy/pathology', 'Protease Inhibitors/*administration & dosage', 'Pyrazines/*administration & dosage', 'Remission Induction']",2006/08/05 09:00,2007/01/19 09:00,['2006/08/05 09:00'],"['2006/08/05 09:00 [pubmed]', '2007/01/19 09:00 [medline]', '2006/08/05 09:00 [entrez]']",['10.1002/ajh.20672 [doi]'],ppublish,Am J Hematol. 2006 Dec;81(12):987-8. doi: 10.1002/ajh.20672.,,,,,,,,,"['Am J Hematol. 2007 Jan;82(1):89. Kaya, Turker [corrected to Cetin, Turker]']",,,,,,,,
16888781,NLM,MEDLINE,20070221,20071115,0361-8609 (Print) 0361-8609 (Linking),82,1,2007 Jan,Cardiac tamponade as the presenting symptom of chronic myelogenous leukemia.,86,,,"['Lou, Yinjun', 'Mai, Wenyuan', 'Jin, Jie']","['Lou Y', 'Mai W', 'Jin J']",,['eng'],"['Case Reports', 'Letter']",United States,Am J Hematol,American journal of hematology,7610369,,IM,"['Adult', 'Cardiac Tamponade/blood/complications/*diagnosis/therapy', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/blood/complications/*diagnosis/therapy', 'Male', 'Pleural Effusion/blood/complications/diagnosis/therapy']",2006/08/05 09:00,2007/02/22 09:00,['2006/08/05 09:00'],"['2006/08/05 09:00 [pubmed]', '2007/02/22 09:00 [medline]', '2006/08/05 09:00 [entrez]']",['10.1002/ajh.20673 [doi]'],ppublish,Am J Hematol. 2007 Jan;82(1):86. doi: 10.1002/ajh.20673.,,,,,,,,,,,,,,,,,
