PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,OID,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,TT,PMC,AB,AD,CI,RF,GR,EIN,DEP,CN,CON,CIN,MID,SI,LID,UIN,UOF
13037873,NLM,MEDLINE,20030501,20200930,0037-9727 (Print) 0037-9727 (Linking),82,2,1953 Feb,Prolongation of life in high-leukemia AKR mice by cortisone.,286-7,"['WOOLLEY, G W', 'PETERS, B A']","['WOOLLEY GW', 'PETERS BA']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,['V27W9254FZ (Cortisone)'],OM,"['Animals', 'Cortisone/*pharmacology', '*Leukemia', '*Leukemia, Lymphoid', '*Life Support Care', '*Lymphatic Vessels', 'Mice', 'Mice, Inbred AKR']",['CLML: 5324:8024:168:362'],['NLM'],"['*CORTISONE/effects', '*LEUKEMIA, LYMPHATIC/experimental']",1953/02/01 00:00,1953/02/01 00:01,['1953/02/01 00:00'],"['1953/02/01 00:00 [pubmed]', '1953/02/01 00:01 [medline]', '1953/02/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1953 Feb;82(2):286-7. doi: 10.3181/00379727-82-20094.,['10.3181/00379727-82-20094 [doi]'],,,,,,,,,,,,,,,,,
13037785,NLM,MEDLINE,20030501,20200930,0037-9727 (Print) 0037-9727 (Linking),82,1,1953 Jan,Adrenals and anterior hypophysis in leukemogenesis of mice.,10-3,"['SILBERBERG, M', 'SILBERBERG, R', 'OPDYKE, M']","['SILBERBERG M', 'SILBERBERG R', 'OPDYKE M']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,,OM,"['Adrenal Glands/*transplantation', 'Animals', '*Leukemia, Experimental', 'Mice', '*Pituitary Gland', 'Pituitary Gland, Anterior/*transplantation']",['CLML: 5324:7936:17:361:503'],['NLM'],"['*ADRENAL GLANDS/transplantation', '*LEUKEMIA/experimental', '*PITUITARY GLAND, ANTERIOR/transplantation']",1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1953 Jan;82(1):10-3. doi: 10.3181/00379727-82-20006.,['10.3181/00379727-82-20006 [doi]'],,,,,,,,,,,,,,,,,
13037748,NLM,MEDLINE,20030501,20200930,0037-9727 (Print) 0037-9727 (Linking),81,3,1952 Dec,Effect of substituted hydrazines and related compounds on myeloid mouse leukemia C-1498.,638-40,"['FREEDLANDER, B L', 'FURST, A']","['FREEDLANDER BL', 'FURST A']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,"['0 (Hydrazines)', '0 (Phenylhydrazines)', '064F424C9K (phenylhydrazine)', '27RFH0GB4R (hydrazine)']",OM,"['Hydrazines/analogs & derivatives', '*Leukemia', '*Leukemia, Myeloid', 'Phenylhydrazines/analogs & derivatives']",['CLML: 5324:7899:312:362:493'],['NLM'],"['*HYDRAZINE/derivatives', '*LEUKEMIA, MYELOCYTIC/experimental', '*PHENYLHYDRAZINE/derivatives']",1952/12/01 00:00,1952/12/01 00:01,['1952/12/01 00:00'],"['1952/12/01 00:00 [pubmed]', '1952/12/01 00:01 [medline]', '1952/12/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1952 Dec;81(3):638-40. doi: 10.3181/00379727-81-19969.,['10.3181/00379727-81-19969 [doi]'],,,,,,,,,,,,,,,,,
13037369,NLM,MEDLINE,20030501,20181201,0030-6002 (Print) 0030-6002 (Linking),94,1,1953 Jan 4,[Hematological effect of tetraethylammonium-bromide; preliminary note].,16-7,"['BENKO, S']",['BENKO S'],['und'],['Journal Article'],Hungary,Orv Hetil,Orvosi hetilap,0376412,"['0 (Bromides)', '66-40-0 (Tetraethylammonium)']",OM,"['*Bromides', 'Leukemia/*therapy', 'Tetraethylammonium/*therapeutic use']",['CLML: 5324:7509:361:645'],['NLM'],"['*LEUKEMIA/therapy', '*TETRAETHYLAMMONIUM/therapeutic use']",1953/01/04 00:00,1953/01/04 00:01,['1953/01/04 00:00'],"['1953/01/04 00:00 [pubmed]', '1953/01/04 00:01 [medline]', '1953/01/04 00:00 [entrez]']",ppublish,Orv Hetil. 1953 Jan 4;94(1):16-7.,,A tetraaethylammoniumbromid haematologiai hatasa; elozetes koxlemeny.,,,,,,,,,,,,,,,,
13036734,NLM,MEDLINE,20030501,20181201,0026-4806 (Print) 0026-4806 (Linking),43,97,1952 Dec 3,[Clinical report on ACTH therapy of some malignant diseases of the hemopoietic system].,1227-34,"['LENTI, G', 'MOLINATTI, G M', 'PIZZINI, A', 'GAMNA, G']","['LENTI G', 'MOLINATTI GM', 'PIZZINI A', 'GAMNA G']",['und'],['Journal Article'],Italy,Minerva Med,Minerva medica,0400732,"['9002-60-2 (Adrenocorticotropic Hormone)', 'Reticuloendotheliosis, X-linked']",OM,"['Adrenocorticotropic Hormone/*therapeutic use', '*Genetic Diseases, X-Linked', 'Hodgkin Disease/*therapy', 'Humans', 'Leukemia/*therapy', 'Leukemia, Hairy Cell/*therapy', 'Lymphatic Diseases/*therapy', 'Multiple Myeloma/*therapy', '*Plasma Cells', '*Severe Combined Immunodeficiency']",['CLML: 5324:6874:10:303:361:420:573'],['NLM'],"['*ACTH/therapeutic use', ""*HODGKIN'S DISEASE/therapy"", '*LEUKEMIA/therapy', '*MYELOMA, PLASMA CELL/therapy', '*RETICULOENDOTHELIOSIS/therapy']",1952/12/03 00:00,1952/12/03 00:01,['1952/12/03 00:00'],"['1952/12/03 00:00 [pubmed]', '1952/12/03 00:01 [medline]', '1952/12/03 00:00 [entrez]']",ppublish,Minerva Med. 1952 Dec 3;43(97):1227-34.,,Osservazioni cliniche sulla cura con ACTH di alcune emolinfopatie maligne.,,,,,,,,,,,,,,,,
13036308,NLM,MEDLINE,20030501,20181201,0025-388X (Print) 0025-388X (Linking),31,329,1952 Oct,[A case of generalized osseous reticuloendotheliosis].,800-2,"['EL AYDOUNI, H A D']",['EL AYDOUNI HA'],['und'],['Journal Article'],Morocco,Maroc Med,Maroc medical,0421062,"['Reticuloendotheliosis, X-linked']",OM,"['*Bone and Bones', '*Genetic Diseases, X-Linked', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Severe Combined Immunodeficiency']",['CLML: 5324:6449:573'],['NLM'],['*RETICULOENDOTHELIOSIS'],1952/10/01 00:00,1952/10/01 00:01,['1952/10/01 00:00'],"['1952/10/01 00:00 [pubmed]', '1952/10/01 00:01 [medline]', '1952/10/01 00:00 [entrez]']",ppublish,Maroc Med. 1952 Oct;31(329):800-2.,,A propos d'un cas de reticulo-endotheliose osseuse generalisee.,,,,,,,,,,,,,,,,
13035988,NLM,MEDLINE,20030501,20181201,0023-2149 (Print) 0023-2149 (Linking),30,12,1952 Dec,[Leukemoid reactions].,36-42,"['VLADOS, K H K H', 'OSECHENSKAIA, G V']","['VLADOS KH', 'OSECHENSKAIA GV']",['und'],['Journal Article'],Russia (Federation),Klin Med (Mosk),Klinicheskaia meditsina,2985204R,,OM,"['*Leukemia', '*Leukemoid Reaction']",['CLML: 5324:6130:361'],['NLM'],['*LEUKEMIA'],1952/12/01 00:00,1952/12/01 00:01,['1952/12/01 00:00'],"['1952/12/01 00:00 [pubmed]', '1952/12/01 00:01 [medline]', '1952/12/01 00:00 [entrez]']",ppublish,Klin Med (Mosk). 1952 Dec;30(12):36-42.,,K voprosu o leikemoidnoi reaktsii.,,,,,,,,,,,,,,,,
13035600,NLM,MEDLINE,20030501,20181201,0368-3494 (Print) 0368-3494 (Linking),65,1,1953 Jan,Aleukaemic myeloid reticulosis: report of a case treated with aminopterin.,79-88,"['KEECH, M K', 'SCOTT, F E T']","['KEECH MK', 'SCOTT FE']",['eng'],['Journal Article'],England,J Pathol Bacteriol,The Journal of pathology and bacteriology,0204750,['JYB41CTM2Q (Aminopterin)'],OM,"['Aminopterin/*therapeutic use', 'Leukemia/*therapy']",['CLML: 5324:5742:30:361'],['NLM'],"['*AMINOPTERIN/therapeutic use', '*LEUKEMIA, ALEUKEMIC/therapy']",1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",ppublish,J Pathol Bacteriol. 1953 Jan;65(1):79-88.,,,,,,,,,,,,,,,,,,
13034187,NLM,MEDLINE,20030501,20181201,0018-2125 (Print) 0018-2125 (Linking),9,102,1952 Dec,[Myelocytic leukemia in a 19-year-old child].,601-6,"['GONZALEZ-MENESES PARDO, A']",['GONZALEZ-MENESES PARDO A'],['und'],['Journal Article'],Spain,Hisp Med,Hispalis medica; revista sevillana de medicina y cirugia,0373011,,OM,"['Child', 'Humans', 'Infant', '*Leukemia', '*Leukemia, Myeloid']",['CLML: 5324:4327:362'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/in infant and child']",1952/12/01 00:00,1952/12/01 00:01,['1952/12/01 00:00'],"['1952/12/01 00:00 [pubmed]', '1952/12/01 00:01 [medline]', '1952/12/01 00:00 [entrez]']",ppublish,Hisp Med. 1952 Dec;9(102):601-6.,,Mielosis leucemica en un nino de 10 ano.,,,,,,,,,,,,,,,,
13033785,NLM,MEDLINE,20030501,20181201,0367-1038 (Print) 0367-1038 (Linking),60,2,1953 Feb,A review of leukaemia in Aberdeen.,95-107,"['GAULD, W R']",['GAULD WR'],['eng'],['Journal Article'],Scotland,Edinb Med J,Edinburgh medical journal,0007305,,OM,"['Humans', 'Leukemia/*epidemiology']",['CLML: 5324:3925:361'],['NLM'],['*LEUKEMIA/epidemiology'],1953/02/01 00:00,1953/02/01 00:01,['1953/02/01 00:00'],"['1953/02/01 00:00 [pubmed]', '1953/02/01 00:01 [medline]', '1953/02/01 00:00 [entrez]']",ppublish,Edinb Med J. 1953 Feb;60(2):95-107.,,,PMC5291892,,,,,,,,,,,,,,,
13033585,NLM,MEDLINE,20030501,20181201,0012-1762 (Print) 0012-1762 (Linking),24,40,1952 Jul 3,[Sarcoleukosis; lymphosarcomatous cell leukemia].,968-71,"['PANIAGUA, G']",['PANIAGUA G'],['und'],['Journal Article'],Argentina,Dia Med,El Dia medico,0370663,,OM,"['Humans', '*Leukemia']",['CLML: 5324:3725:361'],['NLM'],['*LEUKEMIA'],1952/07/03 00:00,1952/07/03 00:01,['1952/07/03 00:00'],"['1952/07/03 00:00 [pubmed]', '1952/07/03 00:01 [medline]', '1952/07/03 00:00 [entrez]']",ppublish,Dia Med. 1952 Jul 3;24(40):968-71.,,La sarcoleucosis leucemia de celulas linfosarcomatosas.,,,,,,,,,,,,,,,,
13032995,NLM,MEDLINE,20030501,20181201,0008-7335 (Print) 0008-7335 (Linking),92,3,1953 Jan 16,[Atypical myeloid leukemia].,76-8,"['CERMAK, L', 'NEUMANN, J']","['CERMAK L', 'NEUMANN J']",['eng'],['Journal Article'],Czech Republic,Cas Lek Cesk,Casopis lekaru ceskych,0004743,,OM,"['Humans', '*Leukemia', '*Leukemia, Myeloid']",['CLML: 5324:3135:362'],['NLM'],"['*LEUKEMIA, MYELOCYTIC']",1953/01/16 00:00,1953/01/16 00:01,['1953/01/16 00:00'],"['1953/01/16 00:00 [pubmed]', '1953/01/16 00:01 [medline]', '1953/01/16 00:00 [entrez]']",ppublish,Cas Lek Cesk. 1953 Jan 16;92(3):76-8.,,Atypicka myeloidni leukemie.,,,,,,,,,,,,,,,,
13032969,NLM,MEDLINE,20030501,20181201,0008-5472 (Print) 0008-5472 (Linking),13,Suppl 1,1953,Tests of compounds against mouse leukemia and several solid tumors.,69-77,"['SKIPPER, H E']",['SKIPPER HE'],['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,,OM,"['Animals', '*Leukemia', '*Leukemia, Experimental', '*Neoplasms', '*Neoplasms, Experimental']",['CLML: 5324:3109:361:427'],['NLM'],"['*LEUKEMIA/experimental', '*NEOPLASMS/experimental']",1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",ppublish,Cancer Res. 1953;13(Suppl 1):69-77.,,,,,,,,,,,,,,,,,,
13032967,NLM,MEDLINE,20030501,20181201,0008-5472 (Print) 0008-5472 (Linking),13,Suppl 1,1953,"Studies with a lymphosarcoma, sarcoma 180 and leukemia P1534 in mice.",59-63,"['LOEFER, J B']",['LOEFER JB'],['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,,OM,"['Animals', '*Leukemia', '*Leukemia, Experimental', '*Lymphoma', '*Lymphoma, Non-Hodgkin', 'Mice', '*Sarcoma 180', '*Sarcoma, Experimental']",['CLML: 5324:3107:361:383:587'],['NLM'],"['*LEUKEMIA/experimental', '*LYMPHOSARCOMA/experimental', '*SARCOMA/experimental']",1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",ppublish,Cancer Res. 1953;13(Suppl 1):59-63.,,,,,,,,,,,,,,,,,,
13032963,NLM,MEDLINE,20030501,20181201,0008-5472 (Print) 0008-5472 (Linking),13,Suppl 1,1953,Tests of compounds against various experimental tumors.,40a-44,"['GELLHORN, A', 'KELLS, A', 'HIRSCHBERG, E']","['GELLHORN A', 'KELLS A', 'HIRSCHBERG E']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Imidazoles)', '0 (Pyrimidines)', 'OBD445WZ5P (Theobromine)']",OM,"['Animals', 'Humans', 'Imidazoles/*pharmacology', '*Leukemia, Experimental', '*Lymphoma', '*Lymphoma, Non-Hodgkin', '*Neoplasms, Experimental', 'Pyrimidines/*pharmacology', '*Sarcoma, Experimental', 'Theobromine/analogs & derivatives']",['CLML: 5324:3103:321:361:383:427:558:587:645'],['NLM'],"['*IMIDAZOLES/effects', '*LEUKEMIA/experimental', '*LYMPHOSARCOMA/experimental', '*NEOPLASMS/experimental', '*PYRIMIDINES/effects', '*SARCOMA/experimental', '*THEOBROMINE/derivatives']",1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",ppublish,Cancer Res. 1953;13(Suppl 1):40a-44.,,,,,,,,,,,,,,,,,,
13032962,NLM,MEDLINE,20030501,20181201,0008-5472 (Print) 0008-5472 (Linking),13,Suppl 1,1953,Chemotherapy studies of various mouse tumors and several myeloid leukemias.,23-40,"['FREEDLANDER, B L', 'FURST, A']","['FREEDLANDER BL', 'FURST A']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,,OM,"['Animals', '*Leukemia, Experimental', '*Leukemia, Myeloid', 'Mice', '*Neoplasms', '*Neoplasms, Experimental']",['CLML: 5324:3102:361:427'],['NLM'],"['*LEUKEMIA/experimental', '*NEOPLASMS/experimental']",1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",ppublish,Cancer Res. 1953;13(Suppl 1):23-40.,,,,,,,,,,,,,,,,,,
13032961,NLM,MEDLINE,20030501,20181201,0008-5472 (Print) 0008-5472 (Linking),13,Suppl 1,1953,Tests of compounds against sarcoma 180 and leukemia in mice.,13-21,"['FIELD, J B']",['FIELD JB'],['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,,OM,"['Animals', '*Leukemia', '*Leukemia, Experimental', 'Mice', '*Sarcoma 180', '*Sarcoma, Experimental']",['CLML: 5324:3101:361:587'],['NLM'],"['*LEUKEMIA/experimental', '*SARCOMA/experimental']",1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",ppublish,Cancer Res. 1953;13(Suppl 1):13-21.,,,,,,,,,,,,,,,,,,
13032947,NLM,MEDLINE,20030501,20181201,0008-5472 (Print) 0008-5472 (Linking),13,1,1953 Jan,Refractoriness in the therapy of transplanted mouse leukemia.,39-44,"['POLLAK, M J', 'KIRSCHBAUM, A', 'WAGNER, J']","['POLLAK MJ', 'KIRSCHBAUM A', 'WAGNER J']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,,OM,"['Animals', '*Leukemia', '*Leukemia, Experimental']",['CLML: 5324:3087:361'],['NLM'],['*LEUKEMIA/experimental'],1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",ppublish,Cancer Res. 1953 Jan;13(1):39-44.,,,,,,,,,,,,,,,,,,
13032925,NLM,MEDLINE,20030501,20190620,0008-543X (Print) 0008-543X (Linking),6,2,1953 Mar,Acute systemic reticulo-endotheliosis terminating as a monocytic leukaemia.,333-7,"['GRAY, J D', 'TAYLOR, S']","['GRAY JD', 'TAYLOR S']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,"['Reticuloendotheliosis, X-linked']",OM,"['*Genetic Diseases, X-Linked', 'Humans', '*Leukemia', '*Leukemia, Hairy Cell', '*Leukemia, Myeloid', '*Lymphatic Diseases', '*Monocytes', '*Severe Combined Immunodeficiency']",['CLML: 5324:3065:362:573'],['NLM'],"['*LEUKEMIA, MONOCYTIC', '*RETICULOENDOTHELIOSIS']",1953/03/01 00:00,1953/03/01 00:01,['1953/03/01 00:00'],"['1953/03/01 00:00 [pubmed]', '1953/03/01 00:01 [medline]', '1953/03/01 00:00 [entrez]']",ppublish,Cancer. 1953 Mar;6(2):333-7. doi: 10.1002/1097-0142(195303)6:2<333::aid-cncr2820060217>3.0.co;2-3.,['10.1002/1097-0142(195303)6:2<333::aid-cncr2820060217>3.0.co;2-3 [doi]'],,,,,,,,,,,,,,,,,
13032862,NLM,MEDLINE,20030501,20181201,0008-4409 (Print) 0008-4409 (Linking),68,3,1953 Mar,Leukaemia and pregnancy.,234-6,"['HARRIS, L J']",['HARRIS LJ'],['eng'],['Journal Article'],Canada,Can Med Assoc J,Canadian Medical Association journal,0414110,"['9002-60-2 (Adrenocorticotropic Hormone)', 'V27W9254FZ (Cortisone)']",OM,"['Adrenocorticotropic Hormone/*therapeutic use', 'Cortisone/*therapeutic use', 'Female', '*Leukemia', 'Pregnancy', '*Pregnancy Complications']",['CLML: 5324:3002:10:169:361:521'],['NLM'],"['*ACTH/therapeutic use', '*CORTISONE/therapeutic use', '*LEUKEMIA/in pregnancy', '*PREGNANCY/complications']",1953/03/01 00:00,1953/03/01 00:01,['1953/03/01 00:00'],"['1953/03/01 00:00 [pubmed]', '1953/03/01 00:01 [medline]', '1953/03/01 00:00 [entrez]']",ppublish,Can Med Assoc J. 1953 Mar;68(3):234-6.,,,PMC1822938,,,,,,,,,,,,,,,
13032796,NLM,MEDLINE,20030501,20181201,0008-1264 (Print) 0008-1264 (Linking),78,3,1953 Mar,Lymphoblastomas in childhood; cutaneous manifestations.,208-12,"['NELSON, L M']",['NELSON LM'],['eng'],['Journal Article'],United States,Calif Med,California medicine,0410260,,OM,"['*Hodgkin Disease', 'Humans', '*Lymphoma', '*Lymphoma, Non-Hodgkin', '*Mycosis Fungoides', '*Skin', '*Skin Diseases', '*Skin Neoplasms']",['CLML: 5324:2936:383'],['NLM'],['*LYMPHOSARCOMA'],1953/03/01 00:00,1953/03/01 00:01,['1953/03/01 00:00'],"['1953/03/01 00:00 [pubmed]', '1953/03/01 00:01 [medline]', '1953/03/01 00:00 [entrez]']",ppublish,Calif Med. 1953 Mar;78(3):208-12.,,,PMC1521614,"The lymphoblastomas occurring in childhood are divided for purposes of discussion into lymphocytoma cutis, mycosis fungoides, lymphosarcoma, Hodgkin's disease, and leukemia. The cutaneous lesions may be either specific (as a result of the infiltration of the skin with specific cells of the conditions) or toxic (non-specific). With the possible exception of mycosis fungoides, the cutaneous manifestations are not diagnostic. The final diagnosis depends upon microscopic examination of the specific tissue involved and the coordination of the clinical and microscopic findings.",,,,,,,,,,,,,,
13032709,NLM,MEDLINE,20030501,20181201,,59,5,1952 Nov-Dec,[Cutaneous malignant histiolymphocytic reticulosis with monocytemia and lymphocytemia of the leukemic type].,445-7,"['DEGOS, R', 'LORTAT-JACOB, E', 'HEWITT, J', 'OSSIPOWSKI, B', 'LEFORT, P']","['DEGOS R', 'LORTAT-JACOB E', 'HEWITT J', 'OSSIPOWSKI B', 'LEFORT P']",['und'],['Journal Article'],France,Bull Soc Fr Dermatol Syphiligr,Bulletin de la Societe francaise de dermatologie et de syphiligraphie,7503407,,OM,"['Humans', '*Leukemia', '*Lymphoma', '*Lymphoma, Extranodal NK-T-Cell', '*Skin Neoplasms']",['CLML: 5324:2849:361:383:602'],['NLM'],"['*LEUKEMIA', '*LYMPHOMA', '*SKIN/neoplasms']",1952/11/01 00:00,1952/11/01 00:01,['1952/11/01 00:00'],"['1952/11/01 00:00 [pubmed]', '1952/11/01 00:01 [medline]', '1952/11/01 00:00 [entrez]']",ppublish,Bull Soc Fr Dermatol Syphiligr. 1952 Nov-Dec;59(5):445-7.,,Reticulose histio-lymphocytaire maligne cutanee avec monocytemie et lymphocytemie de type leucemique.,,,,,,,,,,,,,,,,
13032633,NLM,MEDLINE,20030501,20181201,0001-4168 (Print) 0001-4168 (Linking),17,9,1952,[Mercaptoethylamine in the treatment of chronic leukemia].,460-84,"['BACQ, Z M', 'BERNARD, J', 'RAMIOUL, H', 'DELTOUR, G']","['BACQ ZM', 'BERNARD J', 'RAMIOUL H', 'DELTOUR G']",['und'],['Journal Article'],Belgium,Bull Acad R Med Belg,Bulletin de l'Academie royale de medecine de Belgique,7608461,"['0 (Ethylamines)', '5UX2SD1KE2 (Cysteamine)']",OM,"['*Chronic Disease', '*Cysteamine', 'Ethylamines/*therapeutic use', 'Leukemia/*therapy']",['CLML: 5324:2773:237:361'],['NLM'],"['*ETHYLAMINES/therapeutic use', '*LEUKEMIA/therapy']",1952/01/01 00:00,1952/01/01 00:01,['1952/01/01 00:00'],"['1952/01/01 00:00 [pubmed]', '1952/01/01 00:01 [medline]', '1952/01/01 00:00 [entrez]']",ppublish,Bull Acad R Med Belg. 1952;17(9):460-84.,,La mercaptoethylamine dans le traitement des leucemies chroniques.,,,,,,,,,,,,,,,,
13032303,NLM,MEDLINE,20030501,20190516,0007-0920 (Print) 0007-0920 (Linking),6,4,1952 Dec,Chronic lymphatic leukaemia associated with malignant disease.,339-44,"['BERESFORD, O D']",['BERESFORD OD'],['eng'],['Journal Article'],England,Br J Cancer,British journal of cancer,0370635,,OM,"['Humans', '*Leukemia', '*Leukemia, Lymphocytic, Chronic, B-Cell', '*Leukemia, Lymphoid', '*Lymphatic Vessels', 'Neoplasms/*complications']",['CLML: 5324:2443:361:426'],['NLM'],"['*LEUKEMIA, LYMPHATIC', '*NEOPLASMS/complications']",1952/12/01 00:00,1952/12/01 00:01,['1952/12/01 00:00'],"['1952/12/01 00:00 [pubmed]', '1952/12/01 00:01 [medline]', '1952/12/01 00:00 [entrez]']",ppublish,Br J Cancer. 1952 Dec;6(4):339-44. doi: 10.1038/bjc.1952.37.,['10.1038/bjc.1952.37 [doi]'],,PMC2007847,,,,,,,,,,,,,,,
13032208,NLM,MEDLINE,20030501,20210216,0006-4971 (Print) 0006-4971 (Linking),8,4,1953 Apr,Chronic granulocytic (myelogenous) leukemia and pregnancy.,375-81,"['SHUB, H', 'BLACK, M M', 'SPEER, F D']","['SHUB H', 'BLACK MM', 'SPEER FD']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,,OM,"['Child', 'Female', '*Granulocytes', 'Humans', 'Infant', '*Leukemia', '*Leukemia, Myeloid', 'Pregnancy', '*Pregnancy Complications']",['CLML: 5324:2348:362:521'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/in infant and child', '*PREGNANCY/complications']",1953/04/01 00:00,1953/04/01 00:01,['1953/04/01 00:00'],"['1953/04/01 00:00 [pubmed]', '1953/04/01 00:01 [medline]', '1953/04/01 00:00 [entrez]']",ppublish,Blood. 1953 Apr;8(4):375-81.,['S0006-4971(20)64362-2 [pii]'],,,,,,,,,,,,,,,,,
13032191,NLM,MEDLINE,20030501,20210216,0006-4971 (Print) 0006-4971 (Linking),8,3,1953 Mar,"Malignant lymphomas, their classification and relation to leukemia.",195-210,"['BERMAN, L']",['BERMAN L'],['eng'],['Journal Article'],United States,Blood,Blood,7603509,,OM,"['Humans', '*Leukemia', '*Lymphoma', '*Lymphoma, Non-Hodgkin']",['CLML: 5324:2331:361:383'],['NLM'],"['*LEUKEMIA', '*LYMPHOSARCOMA']",1953/03/01 00:00,1953/03/01 00:01,['1953/03/01 00:00'],"['1953/03/01 00:00 [pubmed]', '1953/03/01 00:01 [medline]', '1953/03/01 00:00 [entrez]']",ppublish,Blood. 1953 Mar;8(3):195-210.,['S0006-4971(20)64372-5 [pii]'],,,,,,,,,,,,,,,,,
13031934,NLM,MEDLINE,20030501,20181201,0004-0819 (Print) 0004-0819 (Linking),5,4,1952,[Folic acid antagonists in the treatment of leukemias].,473-9,"['RUGGERI, F']",['RUGGERI F'],['und'],['Journal Article'],Italy,Arcisp S Anna Ferrara,L' Arcispedale S. Anna di Ferrara,0373110,['0 (Folic Acid Antagonists)'],OM,"['Folic Acid Antagonists/*therapeutic use', 'Leukemia/*therapy']",['CLML: 5324:2074:254:361'],['NLM'],"['*FOLIC ACID ANTAGONISTS/therapeutic use', '*LEUKEMIA/therapy']",1952/01/01 00:00,1952/01/01 00:01,['1952/01/01 00:00'],"['1952/01/01 00:00 [pubmed]', '1952/01/01 00:01 [medline]', '1952/01/01 00:00 [entrez]']",ppublish,Arcisp S Anna Ferrara. 1952;5(4):473-9.,,Gli antifolici nella cura delle leucemie.,,,,,,,,,,,,,,,,
13031913,NLM,MEDLINE,20030501,20181201,0004-0584 (Print) 0004-0584 (Linking),23,12,1952 Dec,[Di Guglielmo's disease; malignant acute erythromyelosis].,830-43,"['VOLPE, A', 'MANTERO, M E']","['VOLPE A', 'MANTERO ME']",['und'],['Journal Article'],Uruguay,Arch Pediatr Urug,Archivos de pediatria del Uruguay,0372463,,OM,"['Humans', '*Leukemia, Erythroblastic, Acute', '*Polycythemia Vera']",['CLML: 5324:2053:515'],['NLM'],['*POLYCYTHEMIA VERA'],1952/12/01 00:00,1952/12/01 00:01,['1952/12/01 00:00'],"['1952/12/01 00:00 [pubmed]', '1952/12/01 00:01 [medline]', '1952/12/01 00:00 [entrez]']",ppublish,Arch Pediatr Urug. 1952 Dec;23(12):830-43.,,Enfermedad de di Guglielmo: eritromielosis aguda maligna.,,,,,,,,,,,,,,,,
