PMID,OWN,STAT,DCOM,LR,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,IS,AID,PMC,GR,CIN,EIN,TT,CON,SI,GS
2157768,NLM,MEDLINE,19900524,20190510,161,5,1990 May,"Zidovudine (AZT) reduces virus titer, retards immune dysfunction, and prolongs survival in the LP-BM5 murine induced immunodeficiency model.",1006-9,"Using the murine LP-BM5 retrovirus-induced immunodeficiency model, the therapeutic value of zidovudine (AZT) was analyzed. Continuous low dose (60 mg/kg per day) oral AZT administration for 6 weeks increased survival time by 5-6 weeks. Decreasing the duration of therapy to 3 weeks decreased the mean survival time. Extending the therapy from 6 to 14 weeks increased the median survival time (8 weeks). This dose was nontoxic and reduced virus titers, splenomegaly, and lymphadenopathy. AZT also retarded the immune dysfunction syndrome characteristic of this model. Hypergammaglobulinemia was reduced by AZT and was also a marker for disease progression. AZT reduced hyperproliferation of large blast cells and delayed the loss of splenic B cells.","['Basham, T', 'Rios, C D', 'Holdener, T', 'Merigan, T C']","['Basham T', 'Rios CD', 'Holdener T', 'Merigan TC']","['Department of Medicine, Stanford University School of Medicine, CA 94305.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Infect Dis,The Journal of infectious diseases,0413675,"['0 (Immunoglobulin G)', '0 (Immunoglobulin M)', '4B9XT59T7S (Zidovudine)']",IM,"['Acquired Immunodeficiency Syndrome/drug therapy', 'Animals', 'Cell Separation', 'Disease Models, Animal', 'Female', 'Flow Cytometry', 'Immunoglobulin G/biosynthesis', 'Immunoglobulin M/biosynthesis', 'Immunologic Deficiency Syndromes/*drug therapy', 'Leukemia Virus, Murine/*drug effects', 'Leukemia, Experimental/*drug therapy', 'Lymph Nodes/microbiology/pathology', 'Mice', 'Mice, Inbred C57BL', 'Organ Size', 'Spleen/microbiology/pathology', 'Zidovudine/*therapeutic use']",,1990/05/01 00:00,1990/05/01 00:01,['1990/05/01 00:00'],"['1990/05/01 00:00 [pubmed]', '1990/05/01 00:01 [medline]', '1990/05/01 00:00 [entrez]']",ppublish,J Infect Dis. 1990 May;161(5):1006-9. doi: 10.1093/infdis/161.5.1006.,0022-1899 (Print) 0022-1899 (Linking),['10.1093/infdis/161.5.1006 [doi]'],,['AI-28733-01/AI/NIAID NIH HHS/United States'],,,,,,
2157707,NLM,MEDLINE,19900524,20210210,265,12,1990 Apr 25,DNA damage induced by phorbol ester-stimulated neutrophils is augmented by extracellular cofactors. Role of histidine and metals.,6693-9,"Activated neutrophils cause extensive DNA damage in neighboring nonphagocytic cells. To determine whether compounds in the extracellular milieu participate in the DNA damage process, murine neutrophils were cocultivated with target tumor cells in media of varying composition. Using the alkaline elution assay, it was found that the level of strand breaks induced was significantly higher (2.8-fold) in complex cell culture media than in minimal phosphate-buffered saline. Addition of amino acids in general and of histidine in particular increased the level of damage nearly to that observed in complete media (2.7- and 2.1-fold, respectively). The histidine stimulation was concentration-dependent and reached a maximum at 100-400 microM. The mechanism whereby this occurred is not proven but probably derived from chelation of metals and participation in a site-specific Fenton reaction. Addition of the cell-impermeable chelator EDTA dramatically inhibited induction of strand breaks by neutrophils in complete media and prevented the enhancement of damage induced by histidine in phosphate-buffered saline. None of the effects on neutrophil-induced damage could be attributed to modulation of the oxidative burst activity of the cells (O2- and H2O2 production). Histidine also enhanced induction of strand breaks by reagent H2O2. However, EDTA had no effect or actually increased the level of damage induced by both a bolus of H2O2 and a flux of H2O2 generated by glucose oxidase. The cell-permeable chelator o-phenanthroline inhibited both neutrophil- and H2O2-induced damage. The results indicate that secondary reactions involving extracellular amino acids and metals contribute significantly to neutrophil-induced DNA damage to neighboring cells. Moreover, the data show that the mechanism whereby neutrophils induce this damage cannot be attributed solely to secretion of H2O2.","['Shacter, E', 'Lopez, R L', 'Beecham, E J', 'Janz, S']","['Shacter E', 'Lopez RL', 'Beecham EJ', 'Janz S']","['Laboratory of Genetics, National Cancer Institute, National Institutes of Health, Bethesda, Maryland 20892.']",['eng'],['Journal Article'],United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['0 (Amino Acids)', '0 (Metals)', '11062-77-4 (Superoxides)', '4QD397987E (Histidine)', '9G34HU7RV0 (Edetic Acid)', 'BBX060AN9V (Hydrogen Peroxide)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",IM,"['Amino Acids/*pharmacology', 'Animals', 'Cell Line', 'Cells, Cultured', '*DNA Damage', 'Edetic Acid/pharmacology', 'Histidine/*pharmacology', 'Hydrogen Peroxide/metabolism', 'Hydrogen-Ion Concentration', 'Kinetics', 'Leukemia L1210', 'Metals/*pharmacology', 'Mice', 'Mice, Inbred BALB C', 'Neutrophils/drug effects/metabolism/*physiology', 'Plasmacytoma', 'Superoxides/metabolism', 'Tetradecanoylphorbol Acetate/*pharmacology', 'Tumor Cells, Cultured/drug effects/*metabolism']",,1990/04/25 00:00,1990/04/25 00:01,['1990/04/25 00:00'],"['1990/04/25 00:00 [pubmed]', '1990/04/25 00:01 [medline]', '1990/04/25 00:00 [entrez]']",ppublish,J Biol Chem. 1990 Apr 25;265(12):6693-9.,0021-9258 (Print) 0021-9258 (Linking),['S0021-9258(19)39206-3 [pii]'],,,,,,,,
2157692,NLM,MEDLINE,19900521,20190510,81,1,1990 Jan,Philadelphia chromosome-positive chronic myelogenous leukemia with deleted fusion of BCR and ABL genes.,35-42,"In the great majority of patients with chronic myelogenous leukemia (CML) the reciprocal translocation between chromosomes 9 and 22, t(9;22)(q34;q11), resulting in the Philadelphia (Ph) chromosome produces fusion DNA sequences consisting of the 5' part of the major breakpoint cluster region-1 (M-BCR-1) and the ABL protooncogene which encodes for the P210BCR-ABL phosphoprotein with tyrosine kinase activity implicated in the pathogenesis of CML. Molecular analysis was performed on 25 patients with Ph-positive CML using 2 breakpoint cluster region (bcr) probes within the M-BCR-1 DNA sequences, and two of them did not contain either detectable rearranged DNA homologous to the 5' side bcr probe or ABL-related fusion mRNA. The chromosomal in situ hybridization technique revealed that these two Ph-positive CML cases did not carry DNAs homologous to the 5' bcr or ABL probes on the Ph chromosome. Furthermore, one of the two Ph-positive CML cases did not show either rearranged DNA or regions homologous to the 3' bcr probe on a 9q+ chromosome, while the other CML case showed a rearrangement detected by the 3' bcr probe and transposition of the 3' bcr homologous to the 9q+ chromosome. Thus, the possibility is raised that the BCR/ABL fusion DNA has been deleted in rare CML cases, and that the deletion possibly occurred in a stepwise manner following the formation of the Ph chromosome at any stage of the disease.","['Ohyashiki, K', 'Ohyashiki, J H', 'Iwabuchi, H', 'Tauchi, T', 'Iwabuchi, A', 'Toyama, K']","['Ohyashiki K', 'Ohyashiki JH', 'Iwabuchi H', 'Tauchi T', 'Iwabuchi A', 'Toyama K']","['First Department of Internal Medicine, Tokyo Medical College.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Jpn J Cancer Res,Japanese journal of cancer research : Gann,8509412,"['0 (DNA Probes)', '0 (Proto-Oncogene Proteins)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.10.2 (Proto-Oncogene Proteins c-abl)', 'EC 2.7.11.1 (BCR protein, human)', 'EC 2.7.11.1 (Proto-Oncogene Proteins c-bcr)', 'EC 3.1.21.- (DNA Restriction Enzymes)']",IM,"['Adult', '*Chromosome Deletion', 'Chromosomes, Human, Pair 22', 'Chromosomes, Human, Pair 9', 'DNA Probes', 'DNA Restriction Enzymes', 'Female', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics', 'Male', 'Middle Aged', 'Nucleic Acid Hybridization', '*Philadelphia Chromosome', '*Protein-Tyrosine Kinases', 'Proto-Oncogene Proteins/*genetics', 'Proto-Oncogene Proteins c-abl', 'Proto-Oncogene Proteins c-bcr', 'Sequence Homology, Nucleic Acid']",,1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Jpn J Cancer Res. 1990 Jan;81(1):35-42. doi: 10.1111/j.1349-7006.1990.tb02504.x.,0910-5050 (Print) 0910-5050 (Linking),['10.1111/j.1349-7006.1990.tb02504.x [doi]'],PMC5917958,,,,,,,
2157678,NLM,MEDLINE,19900514,20190708,45,4,1990 Apr 15,Fucose and galactose receptor and liver recognition by lymphoma cells.,744-51,"A syngeneic model system for the study of metastases is described. The system consisted of 2 lymphoma clones (A/63-I and A/63-2) derived from a single thymoma (A/63) induced by a wild-type Abelson-Moloney viral complex. Phenotype and genotype analyses revealed that both clones were derived from transformation of early T-cell precursors. An in vivo study of the colonizing potential following intravenous (i.v.) injection of clones showed that only the A/63-I cell clone colonized the liver. This observation was confirmed by quantitative analysis of organ distribution of both cell clones consecutive to i.v. injection of 125IUdR-labelled cells. In the same way, an in vitro study of the invasive potential of both clones was performed on frozen liver sections and showed that only the A/63-I cell clone had the ability to attach to liver. This specific adhesion was inhibited by L-fucose, D-galactose, N-acetyl-D-galactosamine (D-GalNAc) and with D-galactose- and L-fucose-containing neoglycoproteins. Differences in cell surface carbohydrates of the 2 cell clones were detected using various lectins: peanut agglutinin (PNA), Dolichos biflorus (DBA), Aleuria aurantia (AAA) and Galactia tenuiflora agglutinins (GTA). A/63-I was found to react strongly with PNA, DBA and GTA, and the removal of sialic acid by neuraminidase treatment increased DBA and PNA receptor sites of A/63-2 as compared to A/63-I. The present data suggest that cell-surface GalNAc, galactosyl and fucosyl residues are responsible for the ability of the A/63-I cell clone to recognize liver tissue probably through binding to a Kupffer-cell-associated lectin.","['Vavasseur, F', 'Berrada, A', 'Heuze, F', 'Jotereau, F', 'Meflah, K']","['Vavasseur F', 'Berrada A', 'Heuze F', 'Jotereau F', 'Meflah K']","['Universite de Nantes, CHRU-Hotel-Dieu, Laboratoire de Biochimie Medicale, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Int J Cancer,International journal of cancer,0042124,"['0 (Receptors, Cell Surface)', '0 (Receptors, Mitogen)', '0 (galactose receptor)']",IM,"['Abelson murine leukemia virus', 'Animals', 'Cell Adhesion', 'Female', 'Flow Cytometry', 'Genotype', 'Leukemia, Experimental/metabolism/*pathology', 'Liver Neoplasms/metabolism/pathology/*secondary', 'Male', 'Mice', '*Neoplasm Metastasis', 'Phenotype', 'Receptors, Cell Surface/*metabolism', 'Receptors, Mitogen/*metabolism']",,1990/04/15 00:00,1990/04/15 00:01,['1990/04/15 00:00'],"['1990/04/15 00:00 [pubmed]', '1990/04/15 00:01 [medline]', '1990/04/15 00:00 [entrez]']",ppublish,Int J Cancer. 1990 Apr 15;45(4):744-51. doi: 10.1002/ijc.2910450429.,0020-7136 (Print) 0020-7136 (Linking),['10.1002/ijc.2910450429 [doi]'],,,,,,,,
2157648,NLM,MEDLINE,19900524,20191022,33,,1990,Correlation between the expression of myelomonocytic surface antigens and ultrastructural demonstration of early myeloperoxidase expression in null-AL(L) cells.,67-71,,"['Heil, G', 'Gunsilius, E', 'Raghavachar, A N', 'Kurrle, E', 'Hoelzer, D', 'Heimpel, H', 'Thiel, E']","['Heil G', 'Gunsilius E', 'Raghavachar AN', 'Kurrle E', 'Hoelzer D', 'Heimpel H', 'Thiel E']","['Dept. of Internal Medicine III, University of Ulm, FRG.']",['eng'],['Journal Article'],Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,"['0 (Antigens, Differentiation, Myelomonocytic)', '0 (Biomarkers, Tumor)', '0 (Neoplasm Proteins)', 'EC 1.11.1.7 (Peroxidase)']",IM,"['Adolescent', 'Adult', 'Aged', 'Antigens, Differentiation, Myelomonocytic/*analysis', 'Biomarkers, Tumor/*analysis', 'Cell Differentiation', 'Child', 'Diagnosis, Differential', 'Gene Expression Regulation, Leukemic', 'Humans', 'Leukemia, Myeloid, Acute/*diagnosis', 'Middle Aged', 'Neoplasm Proteins/*analysis', 'Neoplastic Stem Cells/enzymology/ultrastructure', 'Peroxidase/*analysis', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*diagnosis/enzymology', 'Retrospective Studies']",,1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Haematol Blood Transfus. 1990;33:67-71. doi: 10.1007/978-3-642-74643-7_11.,0171-7111 (Print) 0171-7111 (Linking),['10.1007/978-3-642-74643-7_11 [doi]'],,,,,,,,
2157647,NLM,MEDLINE,19900524,20191022,33,,1990,Preliminary results of treatment with itraconazole in patients with systemic fungal infections.,560-2,,"['Wolf, H H', 'Scharf, R E', 'Arning, M', 'Schneider, W']","['Wolf HH', 'Scharf RE', 'Arning M', 'Schneider W']","['Department of Internal Medicine, University of Dusseldorf, F.R.G.']",['eng'],['Journal Article'],Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,"['0 (Antifungal Agents)', '0 (Antineoplastic Agents)', '304NUG5GF4 (Itraconazole)', 'D83282DT06 (Flucytosine)', 'R9400W927I (Ketoconazole)']",IM,"['Acute Disease', 'Adult', 'Agranulocytosis/chemically induced/complications', 'Antifungal Agents/*therapeutic use', 'Antineoplastic Agents/adverse effects', 'Drug Evaluation', 'Drug Therapy, Combination', 'Flucytosine/administration & dosage/therapeutic use', 'Humans', 'Itraconazole', 'Ketoconazole/administration & dosage/*analogs & derivatives/therapeutic use', 'Leukemia/complications/drug therapy', 'Liver Function Tests', 'Middle Aged', 'Mycoses/*drug therapy/etiology']",,1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Haematol Blood Transfus. 1990;33:560-2. doi: 10.1007/978-3-642-74643-7_101.,0171-7111 (Print) 0171-7111 (Linking),['10.1007/978-3-642-74643-7_101 [doi]'],,,,,,,,
2157646,NLM,MEDLINE,19900524,20191022,33,,1990,Immunoglobulin and T-cell receptor gene rearrangements in childhood acute lymphoblastic leukemia and non-Hodgkin's lymphoma.,56-61,,"['Schutt, S', 'Seeger, K', 'Schmidt, C', 'Siegert, W', 'Henze, G']","['Schutt S', 'Seeger K', 'Schmidt C', 'Siegert W', 'Henze G']","['Dept. of Hematology/Onocology, University Hospital, Berlin, FRG.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,"['0 (Antigens, Differentiation)', '0 (Antigens, Neoplasm)', '0 (DNA, Neoplasm)']",IM,"['Antigens, Differentiation/analysis', 'Antigens, Neoplasm/analysis', 'Child', 'DNA, Neoplasm/analysis', '*Gene Rearrangement, B-Lymphocyte', '*Gene Rearrangement, beta-Chain T-Cell Antigen Receptor', '*Genes, Immunoglobulin', 'Humans', 'Lymphoma, Non-Hodgkin/*genetics', 'Neoplastic Stem Cells/analysis', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics/therapy']",,1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Haematol Blood Transfus. 1990;33:56-61. doi: 10.1007/978-3-642-74643-7_9.,0171-7111 (Print) 0171-7111 (Linking),['10.1007/978-3-642-74643-7_9 [doi]'],,,,,,,,
2157644,NLM,MEDLINE,19900524,20191022,33,,1990,Antigen receptor rearrangement and expression in acute leukemias.,50-5,"Twenty-two leukemias, 11 of which were undifferentiated with respect to surface antigen markers, were investigated for their antigen receptor gene rearrangement, transcription products of these antigen receptor genes, and surface antigen pattern of the cells. Among the three less-differentiated groups rearrangement was observed in 2/10 cases for the TCR beta-chain and in 4/11 cases for the heavy-chain gene. TCR beta-mRNA, however, was expressed in seven out of eight cases and the mu heavy-chain mRNA in eight out of ten cases investigated. Also mRNA of TCR alpha, the rearrangement of which could not be detected with our probes, was expressed as frequently as TCR beta. Although rearrangement of the appropriate gene was found regularly in the more mature leukemias, transcription of these genes was lower or even lacking. These findings indicate that expression of antigen receptor mRNA in undifferentiated leukemias can be activated by events other than maturational rearrangement.","['Volkmann, M', 'Mar, P', 'Pachmann, K', 'Thiel, E', 'Emmerich, B']","['Volkmann M', 'Mar P', 'Pachmann K', 'Thiel E', 'Emmerich B']","['Dept. of Internal Medicine Innestadt, University, Munich, FRG.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,"['0 (Antigens, Differentiation)', '0 (Antigens, Neoplasm)', '0 (Biomarkers, Tumor)', '0 (Immunoglobulin mu-Chains)', '0 (RNA, Messenger)', '0 (RNA, Neoplasm)', '0 (Receptors, Antigen, T-Cell)']",IM,"['Acute Disease', 'Antigens, Differentiation/analysis', 'Antigens, Neoplasm/analysis', 'Biomarkers, Tumor/analysis', '*Gene Expression Regulation, Leukemic', '*Gene Rearrangement, B-Lymphocyte, Heavy Chain', '*Gene Rearrangement, beta-Chain T-Cell Antigen Receptor', 'Humans', 'Immunoglobulin mu-Chains/biosynthesis/genetics', 'Leukemia/classification/*genetics/pathology', 'RNA, Messenger/analysis', 'RNA, Neoplasm/analysis', 'Receptors, Antigen, T-Cell/biosynthesis/genetics']",,1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Haematol Blood Transfus. 1990;33:50-5. doi: 10.1007/978-3-642-74643-7_8.,0171-7111 (Print) 0171-7111 (Linking),['10.1007/978-3-642-74643-7_8 [doi]'],,,,,,,,
2157643,NLM,MEDLINE,19900524,20191022,33,,1990,"Changes in clonal growth, immunophenotype, and morphology during a follow-up study of an acute lymphoblastic leukemia.",159-65,"Cells of a 21-year-old patient with acute lymphatic leukemia were analyzed for morphology and immunophenotype and for genotype consecutively during the course of disease. Initial therapy with the BMFT-ALL protocol (Bundesministerium fur Forschung und Technologie) reduced leukemic cells only marginally. The following high-dose Ara-C, mitoxantrone (HAM) chemotherapy led to a cell reduction of 75% and to a drastic change in cell morphology from initially 90% blasts to mainly small lymphoid cells. Immunophenotype, which showed 90% CD7-positive cells in the beginning with a prevalence of helper (60%) over suppressor cells (15%) remained fairly constant until the onset of HAM chemotherapy, which led to a sharp fall and a subsequent slow increase in all T-cell markers. In contrast to pretherapeutic findings, CD7 was now only expressed on the small cells and not on blast cells. Southern blot analysis of the T-cell receptor configuration revealed an initially monoclonal population with rearranged T beta gene. A new band appearing during the clinically ineffective therapy was indicative for development of a second small population which did, however, not emerge in immunophenotype analysis. This second population was eliminated by the HAM chemotherapy, leaving back the initial clone responsible for the final fatal outcome. No activity of the multidrug resistance gene could be detected by Northern blotting.","['Reichle, A', 'Volkmann, M', 'Pachmann, K', 'Diddens, H', 'Emmerich, B', 'Rastetter, J']","['Reichle A', 'Volkmann M', 'Pachmann K', 'Diddens H', 'Emmerich B', 'Rastetter J']","['I. Dept. of Internal Medicine, Technical University of Munich, FRG.']",['eng'],"['Case Reports', 'Journal Article']",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,"['0 (Antigens, Differentiation, T-Lymphocyte)', '0 (Antigens, Neoplasm)', '0 (Biomarkers, Tumor)']",IM,"['Adult', 'Antigens, Differentiation, T-Lymphocyte/analysis', 'Antigens, Neoplasm/analysis', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Biomarkers, Tumor/*analysis', 'Clone Cells/analysis/ultrastructure', 'Drug Resistance', 'Follow-Up Studies', 'Gene Rearrangement, beta-Chain T-Cell Antigen Receptor', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/drug therapy/immunology/*pathology', 'Male', 'Neoplastic Stem Cells/analysis/*ultrastructure', 'Phenotype', 'T-Lymphocytes, Helper-Inducer/pathology']",,1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Haematol Blood Transfus. 1990;33:159-65. doi: 10.1007/978-3-642-74643-7_31.,0171-7111 (Print) 0171-7111 (Linking),['10.1007/978-3-642-74643-7_31 [doi]'],,,,,,,,
2157642,NLM,MEDLINE,19900524,20191022,33,,1990,Blood concentration of ascorbyl-free radical in children with acute lymphoblastic leukemia: preliminary report.,137-40,,"['Urasinski, T', 'Gonet, B', 'Gnacinska, K', 'Peregud-Pogorzelski, J', 'Podraza, W', 'Fydryk, J']","['Urasinski T', 'Gonet B', 'Gnacinska K', 'Peregud-Pogorzelski J', 'Podraza W', 'Fydryk J']","['Pediatric Department, Pomeranian Medical Academy, Szczecin, Poland.']",['eng'],"['Comparative Study', 'Journal Article']",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,"['0 (Free Radicals)', 'PQ6CK8PD0R (Ascorbic Acid)']",IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Ascorbic Acid/*blood', 'Child', 'Electron Spin Resonance Spectroscopy', 'Free Radicals', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*blood/drug therapy', 'Remission Induction']",,1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Haematol Blood Transfus. 1990;33:137-40. doi: 10.1007/978-3-642-74643-7_25.,0171-7111 (Print) 0171-7111 (Linking),['10.1007/978-3-642-74643-7_25 [doi]'],,,,,,,,
2157535,NLM,MEDLINE,19900518,20091119,70,1,1990 Jan,[Von Willebrand factor in acute leukemia].,"26-8, 4","Using Laurell's rocket and crossed immunoelectrophoresis, we studied the function of vWF on the basis of its quantity and quality. The ristocetin-induced platelet aggregation was also investigated. The results revealed that the level of plasma vWF:Ag in acute leukemia (88.53 +/- 46.33%) was significantly higher than that in normal controls (90.53 +/- 29.54%) (P less than 0.01) and markedly decreased as these cases were in partial or complete remission (105.29 +/- 26.65%) (P less than 0.01), but there were no significant differences between the cases with (204.76 +/- 68.17%) and those without bleeding tendency (174.77 +/- 65.78%), nor between ALL (185.22 +/- 62.19%) and ANLL (192.43 +/- 77.97%) (P greater than 0.05). Compared with normal controls, crossed immunoelectrophoresis of plasma vWF in 21 cases showed a rapid migration of the precipitin arcs toward the positive pole in 16 cases. This indicates that there is a relatively increased amount of small multimers in the plasma, which do not have the active function of vWF so that the ristocetin-induced aggregation was reduced or even absent in those 21 cases (the maximum aggregation rate was 62.89 +/- 34.02% in the patients and 104.69 +/- 12.13% in normal controls (P less than 0.01). The possible mechanism and clinical significance of these changes are discussed.","['Shen, J']",['Shen J'],,['chi'],"['English Abstract', 'Journal Article']",China,Zhonghua Yi Xue Za Zhi,Zhonghua yi xue za zhi,7511141,"['0 (Antigens)', '0 (Von Willebrand antigen)', '0 (von Willebrand Factor)']",IM,"['Adolescent', 'Adult', 'Antigens/*analysis', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*immunology', 'Male', 'Middle Aged', 'Platelet Aggregation', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*immunology', 'von Willebrand Factor/immunology']",,1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,"Zhonghua Yi Xue Za Zhi. 1990 Jan;70(1):26-8, 4.",0376-2491 (Print) 0376-2491 (Linking),,,,,,,,,
2157455,NLM,MEDLINE,19900524,20191022,3,1,1990,Northern analyses of oncogene expression in rat tracheal epithelial (RTE) cell lines.,1-2,,"['Mass, M J']",['Mass MJ'],,['eng'],"['Comment', 'Letter']",United States,Mol Carcinog,Molecular carcinogenesis,8811105,,IM,"['Animals', 'Epithelium', '*Gene Expression', 'Leukemia Virus, Murine/physiology', '*Oncogenes', 'Rats', 'Trachea', 'Tumor Cells, Cultured']",,1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Mol Carcinog. 1990;3(1):1-2. doi: 10.1002/mc.2940030102.,0899-1987 (Print) 0899-1987 (Linking),['10.1002/mc.2940030102 [doi]'],,,,['Mol Carcinog 1990;3(3):117'],,['Mol Carcinog. 1989;2(3):117-20. PMID: 2477027'],,
2157391,NLM,MEDLINE,19900507,20151119,34,1,1990 Jan-Mar,Chronic myocarditis and circulatory syndrome in a White Leghorn strain induced by an avian leukosis virus: light and electron microscopic study.,174-84,"Specific-pathogen-free white leghorn chickens were inoculated at 1 day of age with avian leukosis virus (ALV, RAV-1). All chickens in Expt. 1, killed 33 or 64 days postinoculation, had focal chronic lymphocytic or lymphoplasmacytic myocarditis. Among those held beyond 33 days, eight of 22 developed lesions in the myocardium that resulted in a chronic circulatory syndrome (CCS) typical of right-sided heart failure. Chickens in Expt. 2 were held for 210 days, and 21% of 125 developed CCS. In Expt. 2, ALV particles were found by electron microscopy in myocardium of 100%, 72%, and 89% of inoculated chickens that developed CCS, lymphoid leukosis, or that had no gross lesions, respectively. These findings were in accord with the immunoperoxidase staining of tissue sections for group-specific antigen of ALV. In areas of extensive virus replication, there were often abnormal virus particles and also round bodies, which may have been remnants of host-cell membranes formed in the budding process. In contrast to findings in hearts, the spleens were usually negative for virus and viral antigen.","['Gilka, F', 'Spencer, J L']","['Gilka F', 'Spencer JL']","['Agriculture Canada, Animal Diseases Research Institute, Nepean, Ontario.']",['eng'],"['Comparative Study', 'Journal Article']",United States,Avian Dis,Avian diseases,0370617,"['0 (Antigens, Viral)']",IM,"['Animals', 'Antigens, Viral/analysis', 'Avian Leukosis/*complications/pathology', 'Avian Leukosis Virus/immunology/isolation & purification', 'Cardiovascular Diseases/etiology/pathology/*veterinary', '*Chickens', 'Chronic Disease', 'Heart/microbiology', 'Immunoenzyme Techniques', 'Immunohistochemistry', 'Microscopy, Electron', 'Myocarditis/etiology/pathology/*veterinary', 'Myocardium/*pathology/ultrastructure', 'Spleen/microbiology', 'Syndrome']",,1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Avian Dis. 1990 Jan-Mar;34(1):174-84.,0005-2086 (Print) 0005-2086 (Linking),,,,,,,,,
