PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GS,SI,CIN,PMC,RF,GR,CON,EIN,TT,EFR,CRI,OID,OAB,OABL,OTO,OT,GN
8221612,NLM,MEDLINE,19931207,20190816,0165-4608 (Print) 0165-4608 (Linking),70,1,1993 Oct 1,Loss of tumorigenicity in a methotrexate-resistant human leukemia cell line.,48-55,"We have studied the tumorigenicity of a CCRF-CEM-derived cell line (CEM/MTX-3) resistant to MTX. Eight of nine mice inoculated with drug-sensitive CEM cells developed tumors within 5 weeks, but 16 weeks after inoculation with CEM/MTX-3 cells, none of nine mice developed tumors. We were unable to detect dihydrofolate reductase gene overexpression, amplification, or rearrangement in CEM/MTX-3 cells. Instead, the resistance in CEM/MTX-3 cells appeared to be due largely to decreased methotrexate accumulation. Because tumorigenicity could have been related to intracellular folate levels, we cultured CEM and CEM/MTX-3 cells in folate-rich and folate-deprived media. When inoculated in mice, CEM cells cultured in either medium rapidly formed tumors. As before, CEM/MTX-3 cells grown in either medium did not, suggesting that factors other than low folate levels contributed to the inability of CEM/MTX-3 cells to form tumors. Cytogenetic analysis revealed that the CEM/MTX-3 karyotype contained a unique and complex translocation marker chromosome that was not observed in the CEM cell line and which involved chromosomal breakpoints at bands 11p14, 22p11, and 22p13. Although biochemical mechanisms are not yet delineated, this remodeled chromosome could be related to the loss of tumorigenicity in CEM/MTX-3 cells.","['Hill, A B', 'Trent, J M', 'Thompson, F H', 'Danks, M K', 'Beck, W T']","['Hill AB', 'Trent JM', 'Thompson FH', 'Danks MK', 'Beck WT']",['Arizona Cancer Center.'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,"['935E97BOY8 (Folic Acid)', 'EC 1.5.1.3 (Tetrahydrofolate Dehydrogenase)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Animals', 'Chromosome Aberrations/pathology', 'Chromosome Disorders', 'Drug Resistance', 'Folic Acid/metabolism', 'Genes', 'Humans', 'Karyotyping', 'Leukemia, T-Cell/*pathology', 'Methotrexate/*pharmacology', 'Mice', 'Mice, Nude', 'Neoplasm Transplantation', 'Tetrahydrofolate Dehydrogenase/genetics/metabolism', 'Translocation, Genetic', 'Tumor Cells, Cultured/*pathology']",1993/10/01 00:00,1993/10/01 00:01,['1993/10/01 00:00'],"['1993/10/01 00:00 [pubmed]', '1993/10/01 00:01 [medline]', '1993/10/01 00:00 [entrez]']","['0165-4608(93)90130-E [pii]', '10.1016/0165-4608(93)90130-e [doi]']",ppublish,Cancer Genet Cytogenet. 1993 Oct 1;70(1):48-55. doi: 10.1016/0165-4608(93)90130-e.,['DHFR'],,,,,"['CA21765/CA/NCI NIH HHS/United States', 'CA30103/CA/NCI NIH HHS/United States', 'CA40570/CA/NCI NIH HHS/United States']",,,,,,,,,,,
8221611,NLM,MEDLINE,19931207,20190816,0165-4608 (Print) 0165-4608 (Linking),70,1,1993 Oct 1,Influence of M-BCR breakpoint sites on the duration of chronic phase in 100 patients with chronic myelocytic leukemia.,39-47,"Rearrangements of the bcr (M-BCR) gene were studied in 100 patients with chronic myelocytic leukemia (CML). To determine the significance of a chimeric gene expression in the progression of CML, we analyzed 43 patients for bcr-ABL chimeric mRNA expression. Both DNA and RNA analyses revealed a possible influence of breakpoint sites in the bcr region on the duration of the chronic phase. Patients with the breakpoint located at about the 1-kb region between BamHI and HindIII in bcr exon 3 (region C2) had a significantly shorter chronic phase (31 months) (p = 0.028) than patients in whom the breakpoint was located in other regions. When the bcr locus was divided into 5' and 3' regions as for the BamHI cleavage site located near the 5' region of bcr exon 3, the chronic phase duration in patients with the 5' site (HindIII-BamHI) and 3' site (BamHI-EcoRI site) was 75 and 38 months, respectively. However, the difference was not statistically significant (p = 0.128). These results suggest that only the breakpoint site at C2 on the bcr locus, rather than breakpoint sites in other regions, has an important role in the progression of CML.","['Tanaka, K', 'Hashimoto, T', 'Oguma, N', 'Dohy, H', 'Kamada, N']","['Tanaka K', 'Hashimoto T', 'Oguma N', 'Dohy H', 'Kamada N']","['Department of Hematology, Hiroshima University, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,"['0 (DNA, Neoplasm)', '0 (RNA, Messenger)', '0 (RNA, Neoplasm)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Chromosome Mapping', 'DNA, Neoplasm/genetics', 'Fusion Proteins, bcr-abl/*genetics', '*Genes, abl', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics/*pathology', 'Middle Aged', 'Prognosis', 'RNA, Messenger/genetics', 'RNA, Neoplasm/genetics', 'Restriction Mapping', 'Survival Analysis', 'Translocation, Genetic']",1993/10/01 00:00,1993/10/01 00:01,['1993/10/01 00:00'],"['1993/10/01 00:00 [pubmed]', '1993/10/01 00:01 [medline]', '1993/10/01 00:00 [entrez]']","['0165-4608(93)90129-A [pii]', '10.1016/0165-4608(93)90129-a [doi]']",ppublish,Cancer Genet Cytogenet. 1993 Oct 1;70(1):39-47. doi: 10.1016/0165-4608(93)90129-a.,,,,,,,,,,,,,,,,,
8221608,NLM,MEDLINE,19931207,20190816,0165-4608 (Print) 0165-4608 (Linking),70,1,1993 Oct 1,In situ hybridization: a simple and sensitive method for detection of trisomy 12 in chronic lymphocytic leukemia.,21-4,"Chromosome aberrations are detected in only 50% of patients with chronic lymphocytic leukemia (CLL), owing usually to the low mitotic rate exhibited by the neoplastic lymphocytes. Fluorescence in situ hybridization (FISH) is a simple method for identifying numerical abnormalities of the target chromosome in interphase nuclei. Therefore, we used the FISH procedure with chromosome 12-specific a-satellite probe to evaluate 19 patients with CLL. Trisomy 12 was detected in interphase cells of 12 patients (63%). Cytogenetic analysis, performed in nine patients, yielded trisomy 12 in four (44%). FISH detected three patients with trisomy 12 in whom conventional cytogenetic method yielded a normal karyotype. FISH is a simple, reliable, and sensitive method for detection of trisomy 12 in patients with CLL.","['Lalkin, A', 'Lishner, M', 'Gaber, E', 'Manor, Y', 'Fejgin, M', 'Ravid, M', 'Amiel, A']","['Lalkin A', 'Lishner M', 'Gaber E', 'Manor Y', 'Fejgin M', 'Ravid M', 'Amiel A']","['Department of Medicine, Meir Hospital, Kfar Saba, Israel.']",['eng'],['Journal Article'],United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Aged', 'Female', 'Humans', 'In Situ Hybridization, Fluorescence/*methods', 'Leukemia, Lymphocytic, Chronic, B-Cell/*diagnosis/pathology', 'Male', 'Middle Aged', 'Trisomy/*diagnosis']",1993/10/01 00:00,1993/10/01 00:01,['1993/10/01 00:00'],"['1993/10/01 00:00 [pubmed]', '1993/10/01 00:01 [medline]', '1993/10/01 00:00 [entrez]']","['0165-4608(93)90126-7 [pii]', '10.1016/0165-4608(93)90126-7 [doi]']",ppublish,Cancer Genet Cytogenet. 1993 Oct 1;70(1):21-4. doi: 10.1016/0165-4608(93)90126-7.,,,,,,,,,,,,,,,,,
8221607,NLM,MEDLINE,19931207,20190816,0165-4608 (Print) 0165-4608 (Linking),70,1,1993 Oct 1,Childhood myelodysplastic syndrome with clonal evolution progressing to acute megakaryoblastic leukemia (ANLL-M7).,17-20,"We treated a 16-month-old girl with myelodysplastic syndrome (MDS; refractory anemia with excess of blasts subtype, RAEB by FAB classification) that developed into acute megakaryoblastic leukemia (ANLL-M7). The blast cells were positive for CD41 shown by flow cytometry and for platelet peroxidase by electron microscopy. Cytogenetically, five kinds of abnormal karyotypes were apparent at the initial visit and karyotypic progression (clonal evolution) was also evident. These karyotypes were considered to be derived from the putative original clone, 48,XX, +6, +21. The observed karyotypes were considered 50,XX, +4,add(4)(q31), +6,add(7)(p22),add(10)(q24),add(12)(q11), +20, +21, + mar[karyotype A];48,XX,add(4)(q31), +6,add(10)(q24),add(12)(q11), +21 [karyotype B];48,XX, +6,t(6;13)(p23;q14), +21 [karyotype C];51,XX, +X, t(6;13)(p23;q14), + der(6)t(6;13)(p23;q14), +21, +21, + mar [karyotype D]; and 49,XX, +X, -3,t(6;13)(p23;q14), +der(6)t(6;13)(p23;q14), -12, +21, +21, + mar [karyotype E]. It seems karyotypes B and C were derived from the putative clone; karyotype B developed into karyotype A; and karyotype C developed into karyotype E through karyotype D. After development of ANLL-M7, the cytogenetic study showed a karyotype with further karyotypic progression. The patient was treated with high-dose cytosine arabinoside (HD AraC) followed by allogeneic bone marrow transplantation. Despite intensive care, she died 3 months after the transplantation.","['Tsuchiya, H', 'Kaneko, Y', 'Seguchi, S', 'Matsui, Y', 'Matsuyama, T', 'Matsuda, I']","['Tsuchiya H', 'Kaneko Y', 'Seguchi S', 'Matsui Y', 'Matsuyama T', 'Matsuda I']","['Department of Pediatrics, Kumamoto University School of Medicine, Japan.']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Anemia, Refractory, with Excess of Blasts/*pathology', 'Chromosome Aberrations/pathology', 'Chromosome Disorders', 'Clone Cells', 'Female', 'Humans', 'Infant', 'Karyotyping', 'Leukemia, Megakaryoblastic, Acute/*pathology', 'Time Factors']",1993/10/01 00:00,1993/10/01 00:01,['1993/10/01 00:00'],"['1993/10/01 00:00 [pubmed]', '1993/10/01 00:01 [medline]', '1993/10/01 00:00 [entrez]']","['0165-4608(93)90125-6 [pii]', '10.1016/0165-4608(93)90125-6 [doi]']",ppublish,Cancer Genet Cytogenet. 1993 Oct 1;70(1):17-20. doi: 10.1016/0165-4608(93)90125-6.,,,,,,,,,,,,,,,,,
8221605,NLM,MEDLINE,19931207,20190816,0165-4608 (Print) 0165-4608 (Linking),70,1,1993 Oct 1,Immunophenotype of mitotic cells with clonal chromosome abnormalities demonstrating multilineage involvement in acute myeloid leukemia.,1-5,"Eleven patients with acute myeloid leukemia (AML) were studied with a technique that simultaneously identifies cytogenetic abnormality and immunophenotype of the same mitotic cell. To determine the cell lineages with abnormal karyotypes, monoclonal antibodies in the alkaline phosphatase-antialkaline phosphatase (APAAP) detection procedure were used. The granulocytic/monocytic lineage was involved in the leukemic process in all 11 patients. In nine patients, we also detected abnormal karyotypes in the erythrocytic and/or megakaryocytic lineages. All four patients with secondary AML showed involvement of the granulocytic/monocytic, erythrocytic, and megakaryocytic lineages into the leukemic process, as compared with five of seven patients with de novo AML. One patient with trisomy 8 showed erythrocytic participation in the leukemic process, but in another the erythrocytic lineage had only normal karyotypes. Thus, in AML, the chromosome abnormalities apparently usually originate at the multipotent progenitor cell stage, since in addition to granulocytic/monocytic lineages, erythrocytic and/or megakaryocytic lineages were also involved. Some patients show involvement of granulocytic/monocytic lineages only, however, suggesting that the target cell belongs to a more mature committed progenitor cell stage.","['Suciu, S', 'Zeller, W', 'Weh, H J', 'Hossfeld, D K']","['Suciu S', 'Zeller W', 'Weh HJ', 'Hossfeld DK']","['Department of Oncology and Haematology, Medical University Clinic, Hamburg, Germany.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Adult', 'Aged', 'Bone Marrow/immunology/pathology', 'Chromosome Aberrations/immunology/pathology', 'Chromosome Disorders', 'Chromosomes, Human, Pair 8', 'Female', 'Humans', 'Immunophenotyping', 'Leukemia, Myeloid/*immunology/pathology', 'Middle Aged', 'Trisomy']",1993/10/01 00:00,1993/10/01 00:01,['1993/10/01 00:00'],"['1993/10/01 00:00 [pubmed]', '1993/10/01 00:01 [medline]', '1993/10/01 00:00 [entrez]']","['0165-4608(93)90122-3 [pii]', '10.1016/0165-4608(93)90122-3 [doi]']",ppublish,Cancer Genet Cytogenet. 1993 Oct 1;70(1):1-5. doi: 10.1016/0165-4608(93)90122-3.,,,,,,,,,,,,,,,,,
8221579,NLM,MEDLINE,19931206,20190620,0008-543X (Print) 0008-543X (Linking),72,10,1993 Nov 15,Development of a new intensive therapy for acute lymphoblastic leukemia in children at increased risk of early relapse. The Memorial Sloan-Kettering-New York-II protocol.,3120-30,"BACKGROUND: Improved survival of children with acute lymphoblastic leukemia (ALL) has made it more difficult to develop new protocols to further improve results. The authors report the pilot experience with the Memorial Sloan-Kettering-New York-II (MSK-NY-II) protocol, based on the New York regimen with changes made in an attempt to improve efficacy while reducing toxicity. METHODS: Forty-four of 46 consecutive patients were randomized to one of four regimens varying only in the sequence and mode of administration of the drugs during the first 48 hours of therapy, while the kinetics of the disappearance of the leukemic cells from the bone marrow was monitored with bone marrow aspirates and biopsies on days 0, 2, 7, and 14. RESULTS: Thirty-two high-risk and 12 average-risk patients were randomized. The marrow contained less than 25% blasts in 74.4% and 92.9% by day 7 and 14, respectively. Ninety-three percent achieved remission. Regimens beginning with daunorubicin achieved a greater and more rapid reduction in leukemic cells than those starting with cyclophosphamide. Daunorubicin infusion produced a more rapid cytoreduction than daunorubicin bolus. Two of 41 patients who achieved remission relapsed, and there was one death in remission. With a median follow-up of 54+ months, the event-free survival (EFS) rate was 86% +/- 10%. Disease-free survival (DFS) rate at 48 months was 93%. The estimated 4-year EFS rate for the high-risk and average-risk patients were 83 +/- 14% and 93 +/- 10%, respectively. Four of 18 patients given daunorubicin bolus and 0 of 18 patients given daunorubicin infusion who were monitored with serial echocardiograms had significant decrease in cardiac function (P = 0.10). The major toxicity of the therapy was infections, with 35% of patients developing serious infections during induction and consolidation. Half the patients had an episode of bacteremia from the venous catheter during the 2 years of maintenance. CONCLUSIONS: Close monitoring of kinetics of cytoreduction can rapidly distinguish between similar therapies, and the surrogate end-point may reduce the need for the long follow-up periods that may still be required to demonstrate differences in EFS. Continuous infusion of daunorubicin had less cardiotoxicity with faster antileukemic activity than bolus infusion. The MSK-NY-II protocol with a 86% 4-year EFS rate and a 95% DFS rate was a promising new regimen for the treatment of average-risk and high-risk ALL.","['Steinherz, P G', 'Redner, A', 'Steinherz, L', 'Meyers, P', 'Tan, C', 'Heller, G']","['Steinherz PG', 'Redner A', 'Steinherz L', 'Meyers P', 'Tan C', 'Heller G']","['Department of Pediatrics, Memorial Sloan-Kettering Cancer Center, New York, New York.']",['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",United States,Cancer,Cancer,0374236,"['5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'VB0R961HZT (Prednisone)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Adolescent', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Bone Marrow/drug effects/pathology', 'Bone Marrow Examination', 'Child', 'Child, Preschool', 'Cyclophosphamide/administration & dosage', 'Daunorubicin/administration & dosage/adverse effects', 'Female', 'Heart/drug effects', 'Humans', 'Infant', 'Male', 'Pilot Projects', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/mortality/pathology', 'Prednisone/administration & dosage', 'Prognosis', 'Remission Induction', 'Risk', 'Survival Rate', 'Vincristine/administration & dosage']",1993/11/15 00:00,1993/11/15 00:01,['1993/11/15 00:00'],"['1993/11/15 00:00 [pubmed]', '1993/11/15 00:01 [medline]', '1993/11/15 00:00 [entrez]']",['10.1002/1097-0142(19931115)72:10<3120::aid-cncr2820721038>3.0.co;2-q [doi]'],ppublish,Cancer. 1993 Nov 15;72(10):3120-30. doi: 10.1002/1097-0142(19931115)72:10<3120::aid-cncr2820721038>3.0.co;2-q.,,,,,,,,,,,,,,,,,
8221519,NLM,MEDLINE,19931216,20190914,0738-081X (Print) 0738-081X (Linking),11,3,1993 Jul-Sep,Histopathologic patterns of erythema migrans and borrelial lymphocytoma.,377-83,,"['de Koning, J']",['de Koning J'],"['Laboratorium de volksgezondheid in Friesland, Leeuwarden, The Netherlands.']",['eng'],"['Journal Article', 'Review']",United States,Clin Dermatol,Clinics in dermatology,8406412,,IM,"['Adult', 'Biopsy', '*Borrelia burgdorferi Group', 'Child', 'Erythema Chronicum Migrans/microbiology/*pathology', 'Female', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/microbiology/*pathology', 'Male', 'Silver Staining', 'Skin/*pathology']",1993/07/01 00:00,1993/07/01 00:01,['1993/07/01 00:00'],"['1993/07/01 00:00 [pubmed]', '1993/07/01 00:01 [medline]', '1993/07/01 00:00 [entrez]']","['0738-081X(93)90093-R [pii]', '10.1016/0738-081x(93)90093-r [doi]']",ppublish,Clin Dermatol. 1993 Jul-Sep;11(3):377-83. doi: 10.1016/0738-081x(93)90093-r.,,,,,25,,,,,,,,,,,,
8221517,NLM,MEDLINE,19931216,20190914,0738-081X (Print) 0738-081X (Linking),11,3,1993 Jul-Sep,Role of Borrelia burgdorferi in lymphocytomas and sclerotic skin lesions.,363-7,,"['Hovmark, A']",['Hovmark A'],"['Department of Dermatology, Karolinska Institute at Sodersjukhuset, Stockholm, Sweden.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Clin Dermatol,Clinics in dermatology,8406412,,IM,"['Acrodermatitis/*microbiology', '*Borrelia burgdorferi Group', 'Diagnosis, Differential', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/diagnosis/epidemiology/*microbiology/therapy', 'Lichenoid Eruptions/*microbiology', 'Scleroderma, Localized/*microbiology', 'Sclerosis', 'Skin/pathology']",1993/07/01 00:00,1993/07/01 00:01,['1993/07/01 00:00'],"['1993/07/01 00:00 [pubmed]', '1993/07/01 00:01 [medline]', '1993/07/01 00:00 [entrez]']","['0738-081X(93)90091-P [pii]', '10.1016/0738-081x(93)90091-p [doi]']",ppublish,Clin Dermatol. 1993 Jul-Sep;11(3):363-7. doi: 10.1016/0738-081x(93)90091-p.,,,,,42,,,,,,,,,,,,
8221383,NLM,MEDLINE,19931207,20161123,0317-1671 (Print) 0317-1671 (Linking),20,3,1993 Aug,Severe permanent encephalopathy in acute lymphoblastic leukemia.,199-205,"As survival rates for childhood acute lymphoblastic leukemia have increased, concerns over improved quality-of-life have also increased. Although 3-10% of children may experience acute transient neurotoxicity during induction chemotherapy, they are felt to be at low risk for late sequelae. We report three previously healthy boys with newly-diagnosed acute lymphoblastic leukemia who presented with obtundation and severe seizures during late induction with a standard four drug chemotherapy regimen. While all three are disease-free survivors, they unexpectedly have persistent and medically intractable partial complex seizures, broad-based neuropsychological impairment and striking neuroimaging abnormalities. These findings suggest that children with leukemia who develop an acute encephalopathy during induction chemotherapy are at risk for long-term neurological and neuropsychological sequelae, despite the cessation of further potentially neurotoxic therapy.","['Maria, B L', 'Dennis, M', 'Obonsawin, M']","['Maria BL', 'Dennis M', 'Obonsawin M']","['Department of Pediatrics, University of Florida College of Medicine, Gainesville 32610.']",['eng'],"['Case Reports', 'Journal Article']",England,Can J Neurol Sci,The Canadian journal of neurological sciences. Le journal canadien des sciences neurologiques,0415227,,IM,"['Antineoplastic Combined Chemotherapy Protocols/*adverse effects/therapeutic use', 'Attention/drug effects', 'Brain Diseases/*chemically induced/diagnostic imaging/psychology', 'Child', 'Child, Preschool', 'Humans', 'Intelligence Tests', 'Language', 'Male', 'Memory/drug effects', 'Memory, Short-Term/drug effects', 'Neuropsychological Tests', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/complications/*drug therapy/psychology', 'Seizures/chemically induced', 'Tomography, X-Ray Computed']",1993/08/01 00:00,1993/08/01 00:01,['1993/08/01 00:00'],"['1993/08/01 00:00 [pubmed]', '1993/08/01 00:01 [medline]', '1993/08/01 00:00 [entrez]']",,ppublish,Can J Neurol Sci. 1993 Aug;20(3):199-205.,,,,,,,,,,,,,,,,,
8220920,NLM,MEDLINE,19931217,20190830,0263-7103 (Print) 0263-7103 (Linking),32,11,1993 Nov,Amyloid arthritis associated with IgM kappa lymphoplasmacytoid lymphoma.,1004-7,"Amyloid arthritis is an uncommon cause of locomotor disease and may closely resemble RA. Macroglobulinaemia is rarely associated with amyloidosis and there has been only one report of amyloid arthritis in this setting, the patient having had Waldenstrom's macroglobulinaemia. We report the occurrence of amyloid joint disease in the course of an IgM kappa B-cell dyscrasia which evolved over 16 years to an overt lymphoplasmacytoid lymphoma.","['Donnelly, S', 'Bourne, J T', 'Levison, D A', 'Doyle, D V', 'Hammond, A']","['Donnelly S', 'Bourne JT', 'Levison DA', 'Doyle DV', 'Hammond A']","['Department of Rheumatology, Whipps Cross Hospital, Leytonstone, London.']",['eng'],"['Case Reports', 'Journal Article']",England,Br J Rheumatol,British journal of rheumatology,8302415,"['0 (Immunoglobulin M)', '0 (Immunoglobulin kappa-Chains)']",IM,"['Amyloidosis/*complications', 'Arthritis, Rheumatoid/*complications/diagnostic imaging', 'Female', 'Femoral Fractures/etiology', 'Humans', '*Immunoglobulin M', '*Immunoglobulin kappa-Chains', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications/pathology', 'Middle Aged', 'Monoclonal Gammopathy of Undetermined Significance/*complications', 'Radiography']",1993/11/01 00:00,1993/11/01 00:01,['1993/11/01 00:00'],"['1993/11/01 00:00 [pubmed]', '1993/11/01 00:01 [medline]', '1993/11/01 00:00 [entrez]']",['10.1093/rheumatology/32.11.1004 [doi]'],ppublish,Br J Rheumatol. 1993 Nov;32(11):1004-7. doi: 10.1093/rheumatology/32.11.1004.,,,,,,,,,,,,,,,,,
8220581,NLM,MEDLINE,19931214,20071114,0968-8773 (Print) 0968-8773 (Linking),39,2,1993,c-MYC mRNA is present in human sperm cells.,111-7,"Stage-specific expression of proto-oncogenes, including c-myc, has been demonstrated during spermatogenesis in testis. Some of these proto-oncogenes are expressed postmeiotically, especially in the round spermatid stage. Recently, we demonstrated the presence of c-myc protein in mature ejaculated sperm cells with a possible role in sperm cell function. Since the half-life of c-myc protein has been shown to be short, we suspected the presence of c-myc mRNA in human sperm cells. In the present study, the presence of the c-myc mRNA transcript in human sperm cells was investigated by reverse transcriptase-polymerase chain reaction (RT-PCR) analysis and in situ hybridization. Total RNA, 5-10 micrograms, was extracted from 0.2-0.5 ml of pelleted human sperm cells by NP-40 lysis procedure, and was used to construct cDNA with pd(N)6 random primer and Moloney Murine Leukemia Virus (MMLV) reverse transcriptase. The PCR with sperm cDNA and primers #P1 and #P2, both from exon 3, resulted in amplification of the expected 322 bp product. Primers #P3 and #P4, which are located in exon 2 and exon 3, respectively, and are 1.37 kb apart, gave the expected PCR amplified 313 bp product ruling out the possibility of DNA contamination. The presence of c-myc mRNA in human sperm cells was further confirmed by in situ hybridization using a digoxigenin labelled DNA probe, containing exon 2 of the c-myc gene sequence. The c-myc specific DNA probe reacted with the postacrosomal mid-piece and tail regions of both noncapacitated as well as capacitated methanol-fixed sperm cells.(ABSTRACT TRUNCATED AT 250 WORDS)","['Kumar, G', 'Patel, D', 'Naz, R K']","['Kumar G', 'Patel D', 'Naz RK']","['Department of Molecular Biology and Genetics, Wayne State University, Detroit, MI 48201.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cell Mol Biol Res,Cellular & molecular biology research,9316986,"['0 (DNA Probes)', '0 (RNA, Messenger)']",IM,"['Base Sequence', 'Blotting, Southern', 'DNA Probes', 'Gene Expression', '*Genes, myc', 'Humans', 'In Situ Hybridization', 'Male', 'Molecular Sequence Data', 'Polymerase Chain Reaction', 'RNA, Messenger/*biosynthesis', 'Spermatogenesis', 'Spermatozoa/*metabolism']",1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",,ppublish,Cell Mol Biol Res. 1993;39(2):111-7.,"['c-fos', 'c-jun', 'c-myc', 'c-ras']",,,,,"['GM-08167/GM/NIGMS NIH HHS/United States', 'GM-38228/GM/NIGMS NIH HHS/United States', 'HD-24425/HD/NICHD NIH HHS/United States']",,,,,,,,,,,
8220324,NLM,MEDLINE,19931214,20190719,0918-6158 (Print) 0918-6158 (Linking),16,8,1993 Aug,"Antitumor activity of a novel nucleotide derivative, 5'-(1,2-dipalmitoyl-sn-glycero-3-phospho)-5-fluorouridine (TJ14026) on murine tumors.",778-81,"The antitumor activity of a nucleotide derivative, 5'-(1,2-dipalmitoyl-sn-glycero-3-phospho)-5-fluorouridine (TJ14026), was confirmed following both intraperitoneal and oral administration against a number of murine experimental tumor systems in vivo, which included Meth A fibrosarcoma, B16 melanoma, 5-fluorouracil (5-FU) resistant P388 leukemia, P815 mastocytoma and L5178Y-ML lymphoma. Successive i.p. injections of a small dose (10 mg/kg/d x 10) or intermittent i.p. injections of a larger dose (50 mg/kg/d x 3) were equally effective against the solid form of Meth A fibrosarcoma. Intraperitoneal injection of TJ14026 prolonged the life of mice with 5-FU resistant P388 leukemia. Oral administration of TJ14026 was also effective against P815 mastocytoma and L-5178Y-ML lymphoma in the liver, an P388 leukemia metastasized to the lymph nodes. Glutamate oxaloacetate transaminase (GOT) and glutamate pyruvate transaminase (GPT) levels were elevated in the serum of un-treated mice bearing P815 mastocytoma but not in mice treated with TJ14026.","['Hayashi, M', 'Itoh, H', 'Koshio, T', 'Nakagami, K', 'Komiyama, K']","['Hayashi M', 'Itoh H', 'Koshio T', 'Nakagami K', 'Komiyama K']","['Research Division, Kitasato Institute, Tokyo, Japan.']",['eng'],['Journal Article'],Japan,Biol Pharm Bull,Biological & pharmaceutical bulletin,9311984,"['0 (Antineoplastic Agents)', '0 (Diglycerides)', '0 (Uracil Nucleotides)', '116696-69-6 (TJ 14026)', 'EC 2.6.1.1 (Aspartate Aminotransferases)', 'EC 2.6.1.2 (Alanine Transaminase)']",IM,"['Administration, Oral', 'Alanine Transaminase/blood', 'Animals', 'Antineoplastic Agents/administration & dosage/*therapeutic use', 'Aspartate Aminotransferases/blood', 'Diglycerides/administration & dosage/*therapeutic use', 'Drug Resistance', 'Injections, Intraperitoneal', 'Kidney Neoplasms/drug therapy/secondary', 'Liver Neoplasms, Experimental/drug therapy/secondary', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred Strains', 'Neoplasm Transplantation', 'Neoplasms, Experimental/*drug therapy/pathology', 'Uracil Nucleotides/administration & dosage/*therapeutic use']",1993/08/01 00:00,1993/08/01 00:01,['1993/08/01 00:00'],"['1993/08/01 00:00 [pubmed]', '1993/08/01 00:01 [medline]', '1993/08/01 00:00 [entrez]']",['10.1248/bpb.16.778 [doi]'],ppublish,Biol Pharm Bull. 1993 Aug;16(8):778-81. doi: 10.1248/bpb.16.778.,,,,,,,,,,,,,,,,,
