PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,LID,AD,PMC,SI,EIN,RF,PS,FPS,CIN
3518236,NLM,MEDLINE,19860616,20151119,0507-3758 (Print) 0507-3758 (Linking),32,4,1986,[T gamma-lymphocytosis: a lymphoproliferative disease or reactive state].,11-25,,"['Zaritskii, A Iu', 'Pozniak, E I', 'Tsveibakh, A S', 'Simbirtseva, N Iu', 'Ivasenko, I N']","['Zaritskii AIu', 'Pozniak EI', 'Tsveibakh AS', 'Simbirtseva NIu', 'Ivasenko IN']",['rus'],,"['Case Reports', 'Journal Article', 'Review']",Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,"['0 (Antibodies, Monoclonal)']",IM,"['Acquired Immunodeficiency Syndrome/diagnosis/immunology/pathology', 'Antibodies, Monoclonal', 'Diagnosis, Differential', 'Female', 'Humans', 'Hyperplasia', 'Leukemia/diagnosis/immunology/pathology', 'Lymph Nodes/immunology/*pathology', 'Lymphocytosis/*diagnosis/immunology/pathology', 'Lymphoma/diagnosis/immunology/pathology', 'Lymphoproliferative Disorders/*diagnosis/immunology/pathology', 'Male', 'Middle Aged', 'Mycosis Fungoides/diagnosis/immunology/pathology', 'Phenotype', 'Sezary Syndrome/diagnosis/immunology/pathology', 'T-Lymphocytes/immunology/*pathology']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Vopr Onkol. 1986;32(4):11-25.,T gamma-limfotsitoz: limfoproliferativnoe zabolevanie ili reaktivnoe sostoianie.,,,,,,73,,,
3518101,NLM,MEDLINE,19860616,20041117,0179-7158 (Print) 0179-7158 (Linking),162,4,1986 Apr,Physical aspects of total body irradiation in Basel.,237-9,Total body irradiations have been performed on 112 patients at the University Hospital in Basel since 1979. Total body irradiations are effected in order to prepare patients with leukemia for bone marrow transplantation. The irradiation technique with 4 MV X-rays is described. The patients are treated without lung-shieldings. The dose-measurements show an acceptable homogeneity. The applied technique is very easy in comparison with other centers. A main point is making the patient's position as comfortable as possible. The accuracy of dose-application and dose-distribution is considered clinically acceptable.,"['Roth, J']",['Roth J'],['eng'],,['Journal Article'],Germany,Strahlenther Onkol,Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al],8603469,,IM,"['Humans', 'Leukemia/*radiotherapy', 'Particle Accelerators', 'Patient Care Planning', 'Radiotherapy Dosage', '*Whole-Body Irradiation']",1986/04/01 00:00,1986/04/01 00:01,['1986/04/01 00:00'],"['1986/04/01 00:00 [pubmed]', '1986/04/01 00:01 [medline]', '1986/04/01 00:00 [entrez]']",,ppublish,Strahlenther Onkol. 1986 Apr;162(4):237-9.,,,,,,,,,,
3518100,NLM,MEDLINE,19860616,20041117,0179-7158 (Print) 0179-7158 (Linking),162,4,1986 Apr,Physical problems of total body irradiation.,233-6,"In the concept of combined treatment of acute leukemias the whole body has to be irradiated as precisely and homogeneously as reasonably achieveable. In fulfillment of these radiobiological requirements, total body irradiation (TBI) means a very special challenge to medical physicists. Very large, uniform high energy photon beams have to be realized and applied. The dose at any relevant reference point has to be determined, regarding all influences of the TBI treatment situation. The dose distribution has to be modified - if necessary - verified and recorded. The lungs - the vital organs at risk in TBI - have to be shielded to tolerable doses. Optimization of TBI demands to understand all physical limitations and to utilize all technical possibilities. These physical problems encountered with TBI dosimetry, treatment planning and treatment performance are discussed.","['Quast, U']",['Quast U'],['eng'],,['Journal Article'],Germany,Strahlenther Onkol,Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al],8603469,,IM,"['Acute Disease', 'Humans', 'Leukemia/*radiotherapy', 'Patient Care Planning', 'Radiotherapy Dosage', '*Whole-Body Irradiation']",1986/04/01 00:00,1986/04/01 00:01,['1986/04/01 00:00'],"['1986/04/01 00:00 [pubmed]', '1986/04/01 00:01 [medline]', '1986/04/01 00:00 [entrez]']",,ppublish,Strahlenther Onkol. 1986 Apr;162(4):233-6.,,,,,,,,,,
3518098,NLM,MEDLINE,19860616,20041117,0179-7158 (Print) 0179-7158 (Linking),162,4,1986 Apr,Some radiobiological aspects of total body irradiation (TBI).,223-5,"Data from the literature on total body irradiation are reported. The biological concept of fractionation of TBI is reviewed. The therapeutic gain of fractionated single dose as compared single dose to irradiation is explained. However, other data from Song et al. show that repair capacity of hemopoietic or leukemic cells may be underestimated. More data with fractionation experiments are needed. The significance of repopulation between fractionation doses is unknown. The interaction of TBI and preceding chemotherapy should be studied in more detail.","['van Beuningen, D']",['van Beuningen D'],['eng'],,['Journal Article'],Germany,Strahlenther Onkol,Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al],8603469,,IM,"['Animals', 'Bone Marrow/radiation effects', 'Dose-Response Relationship, Radiation', 'Hematopoietic Stem Cells/radiation effects', 'Humans', 'Leukemia/*radiotherapy', 'Mice', 'Radiotherapy Dosage', '*Whole-Body Irradiation']",1986/04/01 00:00,1986/04/01 00:01,['1986/04/01 00:00'],"['1986/04/01 00:00 [pubmed]', '1986/04/01 00:01 [medline]', '1986/04/01 00:00 [entrez]']",,ppublish,Strahlenther Onkol. 1986 Apr;162(4):223-5.,,,,,,,,,,
3518097,NLM,MEDLINE,19860616,20061115,0179-7158 (Print) 0179-7158 (Linking),162,4,1986 Apr,The incidence of interstitial pneumonitis: comparison of total body irradiation schedules for allogenic bone marrow transplantation.,218-22,Interstitial pneumonitis (IP) is one of the major causes of death following bone marrow transplantation (BMT). This report deals with a comparison between data compiled from six centers concerning the essential factors responsible for the development of IP. Special concern has been paid to the idiopathic form of disease where TBI is thought to be the most important factor in its pathogenesis. Our own experience using different TBI modalities shows that the instantaneous dose rate seems to be an important factor in the development of IIP. Comparing the data from various centers it is not possible at the present time to recommend one optimal modality.,"['Bamberg, M', 'Beelen, D W', 'Mahmoud, H K', 'Molls, M', 'Schaefer, U W']","['Bamberg M', 'Beelen DW', 'Mahmoud HK', 'Molls M', 'Schaefer UW']",['eng'],,"['Comparative Study', 'Journal Article']",Germany,Strahlenther Onkol,Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al],8603469,,IM,"['*Bone Marrow Transplantation', 'Combined Modality Therapy', 'Dose-Response Relationship, Radiation', 'Humans', 'Leukemia/*therapy', 'Pulmonary Fibrosis/*etiology/mortality', 'Radiation Injuries/mortality', '*Radiotherapy Dosage', 'Transplantation, Homologous/adverse effects', '*Whole-Body Irradiation/adverse effects']",1986/04/01 00:00,1986/04/01 00:01,['1986/04/01 00:00'],"['1986/04/01 00:00 [pubmed]', '1986/04/01 00:01 [medline]', '1986/04/01 00:00 [entrez]']",,ppublish,Strahlenther Onkol. 1986 Apr;162(4):218-22.,,,,,,,,,,
3518096,NLM,MEDLINE,19860616,20041117,0179-7158 (Print) 0179-7158 (Linking),162,4,1986 Apr,Bone marrow transplantation in severe aplastic anemia and acute or chronic leukemia.,214-7,"In Essen 121 bone marrow transplantations were carried out. The indications were severe aplastic anemia (n = 18), acute leukemia in relapse (n = 20), acute leukemia in remission (n = 46) or chronic myeloid leukemia (n = 37). The conditioning regimen consisted of cyclophosphamide or the combination of cyclophosphamide and total body irradiation. All patients were treated under strict gnotobiotic care. To mitigate the risk of CMV infections intravenous CMV-hyperimmunoglobulin and CMV-negative blood products have been applied routinely since two years. MTX was used as prophylaxis against GVH-disease. In case of severe aplastic anemia 13 patients (72%) are still alive with a median observation time of 24 months. In the prognostically unfavourable group of acute leukemia in relapse only one patient showed long term survival. In this patient leukemic relapse occurred six years after transplantation. The survival rate of AML patients grafted during the first remission is 55% (15/27) with a median observation time of 40 months. For patients grafted in first or consecutive remission of ALL the survival rate is 42% (5/12) with a maximal observation time of 29 months. Out of 37 patients grafted because of CML, eight were in an advanced stage of the disease. 13 patients are still alive, the maximal observation time is 37 months. The overall incidence of GVHD in patients at risk was 28% in aplastic anemia, 26% in AML, 9% in ALL and 63% in CML. In aplastic anemia no patient developed an interstitial pneumonia. In leukemia the risk of fatal interstitial pneumonia was 34%.","['Schaefer, U W', 'Mahmoud, H K', 'Beelen, D W', 'Hoffmann, W', 'Becher, R', 'Schmidt, C G', 'Bamberg, M', 'Quast, U', 'Haralambie, E', 'Linzenmeier, G']","['Schaefer UW', 'Mahmoud HK', 'Beelen DW', 'Hoffmann W', 'Becher R', 'Schmidt CG', 'Bamberg M', 'Quast U', 'Haralambie E', 'Linzenmeier G', 'et al.']",['eng'],,['Journal Article'],Germany,Strahlenther Onkol,Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al],8603469,,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Anemia, Aplastic/*therapy', '*Bone Marrow Transplantation', 'Child', 'Combined Modality Therapy', 'Germ-Free Life', 'Graft vs Host Disease', 'Humans', 'Leukemia/*therapy', 'Leukemia, Myeloid/therapy', 'Patient Isolation', 'Pulmonary Fibrosis/etiology', 'Recurrence']",1986/04/01 00:00,1986/04/01 00:01,['1986/04/01 00:00'],"['1986/04/01 00:00 [pubmed]', '1986/04/01 00:01 [medline]', '1986/04/01 00:00 [entrez]']",,ppublish,Strahlenther Onkol. 1986 Apr;162(4):214-7.,,,,,,,,,,
3518095,NLM,MEDLINE,19860616,20041117,0179-7158 (Print) 0179-7158 (Linking),162,4,1986 Apr,Physical aspects and problems of total body irradiation.,212-3,,"['Quast, U']",['Quast U'],['eng'],,['Journal Article'],Germany,Strahlenther Onkol,Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al],8603469,,IM,"['Acute Disease', 'Combined Modality Therapy', 'Dose-Response Relationship, Radiation', 'Humans', 'Leukemia/*radiotherapy/therapy', '*Whole-Body Irradiation']",1986/04/01 00:00,1986/04/01 00:01,['1986/04/01 00:00'],"['1986/04/01 00:00 [pubmed]', '1986/04/01 00:01 [medline]', '1986/04/01 00:00 [entrez]']",,ppublish,Strahlenther Onkol. 1986 Apr;162(4):212-3.,,,,,,,,,,
3518042,NLM,MEDLINE,19860523,20190908,0036-553X (Print) 0036-553X (Linking),36,2,1986 Feb,Enhancement of in vitro erythropoiesis by peripheral blood mononuclear cells from allogeneic marrow recipients in the early post-transplant period.,180-5,"The effect of peripheral blood mononuclear cells (PBMCs) from bone marrow recipients on in vitro growth of erythroid burst-forming units (BFU-E) was studied. PBMCs were obtained from 5 allogeneic, 1 syngeneic and 1 autologous bone marrow recipient(s) at different intervals after transplantation. The number of BFU-E was significantly increased when donor bone marrow cells were co-cultured with PBMCs obtained from allogeneic marrow recipients in the early post-transplant period. No effect was observed using PBMCs obtained in the later post-transplant period, PBMCs from a syngeneic marrow recipient, or PBMCs from an autologous marrow recipient. The BFU-E enhancing activity was present among T cells and was abolished by treating them with OKT3 or OKT4 antibody and complement. These observations suggest that chimeric T lymphocytes, probably of the helper/inducer subset, from allogeneic marrow recipients in the early post-transplant period have a potent enhancing effect on in vitro erythropoiesis.","['Nakao, S', 'Harada, M', 'Ueda, M', 'Kondo, K', 'Odaka, K', 'Ohtake, S', 'Matsue, K', 'Shiobara, S', 'Mori, T', 'Matsuda, T']","['Nakao S', 'Harada M', 'Ueda M', 'Kondo K', 'Odaka K', 'Ohtake S', 'Matsue K', 'Shiobara S', 'Mori T', 'Matsuda T']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,,IM,"['Adolescent', 'Adult', 'Bone Marrow Cells', '*Bone Marrow Transplantation', 'Cells, Cultured', 'Child', 'Colony-Forming Units Assay', '*Erythropoiesis', 'Female', 'Humans', 'Leukemia/blood/*therapy', 'Male', 'Monocytes/*cytology', 'Transplantation, Homologous']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",['10.1111/j.1600-0609.1986.tb00825.x [doi]'],ppublish,Scand J Haematol. 1986 Feb;36(2):180-5. doi: 10.1111/j.1600-0609.1986.tb00825.x.,,,,,,,,,,
3517970,NLM,MEDLINE,19860602,20190828,0167-8140 (Print) 0167-8140 (Linking),5,2,1986 Feb,Monoclonal antibodies in cancer treatment: where do we stand after 10 years?,109-17,"Monoclonal antibodies (MoAbs) with specificity to tumour-associated antigens have become increasingly available during the past years. Presently, they are being applied in various in vitro diagnostic assays. They have contributed to the knowledge of cancer biology to a large extent. The understanding of cell surface characteristics and antigenic phenotype of tumours has in particular influenced the approach in the treatment of leukemias and lymphomas. From successful tumour localization in patients by gamma-emitting radio-labelled MoAbs it became clear, that these proteins offer a unique possibility to target therapeutic agents to tumour sites. The mere administration of MoAbs did not result in sufficient clinical benefit, but with proper precautions high doses of murine antibody were well tolerated. In order to use MoAbs as a carrier system, various toxins, cytostatic drugs, or radionuclides have been conjugated to these proteins. Thus far, specific problems were encountered not only associated with the immunoconjugate itself, but also to its fate in the patient. With regard to the substantial knowledge on the use of MoAbs in vivo obtained from animal tumour models, immunoscintigraphy in patients, and phase I serotherapy trials, we will undoubtedly determine the optimal conditions required for a conjugated anti-tumour agent to achieve enhanced cytotoxicity without increased side-effects. Preliminary results with high doses of 131I-labelled MoAbs in patients having tumour lesions expressing relevant antigens encourage further studies with immunoconjugates in cancer treatment. While much work needs to be done to further define the role of MoAbs as a new treatment modality in malignancies, this area of immunotherapy deserves great emphasis for the development of effective conjugates for future patients.","['Boven, E', 'Pinedo, H M']","['Boven E', 'Pinedo HM']",['eng'],,"['Journal Article', 'Review']",Ireland,Radiother Oncol,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,8407192,"['0 (Antibodies, Monoclonal)', '0 (Antineoplastic Agents)', '0 (Bacterial Toxins)', '0 (Radioisotopes)']",IM,"['Animals', 'Antibodies, Monoclonal/*therapeutic use', 'Antineoplastic Agents/therapeutic use', 'Bacterial Toxins/immunology', 'Combined Modality Therapy', 'Humans', 'Immunization, Passive', 'Leukemia/therapy', 'Lymphoma/therapy', 'Mice', 'Neoplasms/immunology/*therapy', 'Radioisotopes/therapeutic use', 'T-Lymphocytes/immunology']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']","['S0167-8140(86)80165-7 [pii]', '10.1016/s0167-8140(86)80165-7 [doi]']",ppublish,Radiother Oncol. 1986 Feb;5(2):109-17. doi: 10.1016/s0167-8140(86)80165-7.,,,,,,,74,,,
3517860,NLM,MEDLINE,19860623,20190501,0027-8424 (Print) 0027-8424 (Linking),83,10,1986 May,Gene encoding the alpha chain of the T-cell receptor is moved immediately downstream of c-myc in a chromosomal 8;14 translocation in a cell line from a human T-cell leukemia.,3439-43,"The SKW-3 cell line, which was established from the malignant cells of a patient with T-cell chronic lymphocytic leukemia, is characterized by a translocation involving chromosome 8 (band q24) and chromosome 14 (band q11) [t(8;14)(q24;q11)]. To determine the position of the gene encoding the alpha chain of the T-cell receptor and of the human protooncogene myc (c-myc) in relation to the breakpoint junctions and to evaluate their possible role in the pathogenesis of T-cell neoplasia, we applied the techniques of in situ chromosomal hybridization and Southern blot analysis to SKW-3 cells. Our results indicate that the breakpoint on chromosome 14 at band q11 occurs close to a joining sequence of the gene encoding the alpha chain of the T-cell receptor. Additional rearrangements within the alpha-chain locus appear to split the variable region cluster. As a result of the rearrangements, the constant region of this gene, as well as some variable region segments, are translocated to chromosome 8, to the 3' side of the c-myc-coding exons. The identification of a breakpoint to the 3' side of c-myc suggests that this translocation is analogous to the variant (2;8) and t(8;22) translocations observed in the B-cell malignancies.","['Shima, E A', 'Le Beau, M M', 'McKeithan, T W', 'Minowada, J', 'Showe, L C', 'Mak, T W', 'Minden, M D', 'Rowley, J D', 'Diaz, M O']","['Shima EA', 'Le Beau MM', 'McKeithan TW', 'Minowada J', 'Showe LC', 'Mak TW', 'Minden MD', 'Rowley JD', 'Diaz MO']",['eng'],['GM-32583/GM/NIGMS NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Proto-Oncogene Proteins)', '0 (Receptors, Antigen, T-Cell)']",IM,"['Chromosome Mapping', '*Chromosomes, Human, 13-15', '*Chromosomes, Human, 6-12 and X', 'Cloning, Molecular', 'Genetic Linkage', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/*genetics/immunology', 'Nucleic Acid Hybridization', 'Proto-Oncogene Proteins/*genetics', 'Receptors, Antigen, T-Cell/*genetics', '*Translocation, Genetic']",1986/05/01 00:00,1986/05/01 00:01,['1986/05/01 00:00'],"['1986/05/01 00:00 [pubmed]', '1986/05/01 00:01 [medline]', '1986/05/01 00:00 [entrez]']",['10.1073/pnas.83.10.3439 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1986 May;83(10):3439-43. doi: 10.1073/pnas.83.10.3439.,,,,PMC323530,,,,,,
3517838,NLM,MEDLINE,19860530,20041117,0344-0338 (Print) 0344-0338 (Linking),181,1,1986 Mar,"Ultrastructural, lectin histochemical and immunohistological observations on Merkel cell tumors.",45-9,"The clinicopathological and ultrastructural findings of 10 cases of Merkel cell tumor (MCT) are presented. Three patients died rapidly due to tumor dissemination. The tumor cells in eight out of the 10 cases were positive for neuron-specific enolase, however, all were negative for the ten polypeptide hormones examined, as well as for the argentaffin and argyrophil reactions. One of the patients had suffered from chronic lymphocytic leukaemia. Particularly in this case, but also in the others, the differentiation of MCT from a malignant lymphoma necessitated immuno-histological, lectin histochemical and ultrastructural studies. The focal peanut agglutinin positivity of the tumor cells in 6 out of the 10 MCTs seems to be a characteristic feature of these cells.","['Pajor, L', 'Balazs, M', 'Balogh, J', 'Brittig, F', 'Joos, L', 'Linse, R', 'Scholz, M', 'Suba, Z', 'Toth, P']","['Pajor L', 'Balazs M', 'Balogh J', 'Brittig F', 'Joos L', 'Linse R', 'Scholz M', 'Suba Z', 'Toth P']",['eng'],,['Journal Article'],Germany,Pathol Res Pract,"Pathology, research and practice",7806109,"['0 (Hormones)', '0 (Lectins)', '0 (Peanut Agglutinin)', 'EC 4.2.1.11 (Phosphopyruvate Hydratase)']",IM,"['Aged', 'Cytoplasm/ultrastructure', 'Cytoplasmic Granules/ultrastructure', 'Female', 'Histocytochemistry', 'Hormones/analysis', 'Humans', 'Immunoenzyme Techniques', 'Lectins', 'Male', 'Middle Aged', 'Peanut Agglutinin', 'Phosphopyruvate Hydratase/analysis', 'Skin Neoplasms/analysis/*ultrastructure']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']","['S0344-0338(86)80186-8 [pii]', '10.1016/S0344-0338(86)80186-8 [doi]']",ppublish,Pathol Res Pract. 1986 Mar;181(1):45-9. doi: 10.1016/S0344-0338(86)80186-8.,,,,,,,,,,
3517783,NLM,MEDLINE,19860618,20071115,0369-8114 (Print) 0369-8114 (Linking),34,3,1986 Mar,"The therapy of acute myelogenous leukemia, a major challenge of onco-hematology.",153-6,,"['Boiron, M']",['Boiron M'],['eng'],,['Journal Article'],France,Pathol Biol (Paris),Pathologie-biologie,0265365,['0 (Antineoplastic Agents)'],IM,"['Antineoplastic Agents/administration & dosage/therapeutic use', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Bone Marrow Transplantation', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy/surgery/*therapy', 'Prognosis']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",,ppublish,Pathol Biol (Paris). 1986 Mar;34(3):153-6.,,,,,,,,,,
3517769,NLM,MEDLINE,19860602,20161123,0369-8114 (Print) 0369-8114 (Linking),34,1,1986 Jan,[Hepatotoxicity of (chloro-2-ethyl)-1-cyclohexyl-3-nitroso-1-urea (CCNU) in the rat].,40-7,"Few cases of liver involvement have been reported in patients receiving treatment with CCNU. CCNU is an anti-tumoral agent used in the treatment of leukemia, Hodgkin's disease and bronchial or cerebral tumors. A single daily dose of 20 or 50 mg/kg CCNU in female Wistar rats induces an important increase of transaminases, reaching 10 times initial level between day 2 and day 6, followed by a second and moderate increase between day 21 and day 28. Three-fold increased alkaline phosphatases and conjugated hyperbilirubinemia were noted for the two doses, and was greater for the higher dose. Histological and ultrastructural studies showed two types of lesions: during the first phase of transaminase elevation, edema and inflammatory infiltration of the portal spaces; during the second phase of transaminases elevation, numerous bundles of pericanalicular microfilaments and severe dilation of the biliary tract. Hepatic cells had few alterations although some necrotic foci were observed, particularly at the higher dose. So CCNU induced an intrahepatic cholestasis with pericholangitis in the rat.","['Viotte, G', 'Lahouel, M', 'Ducastelle, T', 'Sumereau, E', 'Morin, J P', 'Hemet, J', 'Fillastre, J P']","['Viotte G', 'Lahouel M', 'Ducastelle T', 'Sumereau E', 'Morin JP', 'Hemet J', 'Fillastre JP']",['fre'],,['Journal Article'],France,Pathol Biol (Paris),Pathologie-biologie,0265365,"['7BRF0Z81KG (Lomustine)', 'EC 2.6.1.- (Transaminases)', 'EC 3.1.3.1 (Alkaline Phosphatase)', 'RFM9X3LJ49 (Bilirubin)']",IM,"['Alkaline Phosphatase/blood', 'Animals', 'Bilirubin/blood', 'Body Weight/drug effects', '*Chemical and Drug Induced Liver Injury/pathology', 'Edema/pathology', 'Female', 'Liver/*pathology/ultrastructure', 'Liver Diseases/blood/pathology', 'Liver Function Tests', 'Lomustine/*toxicity', 'Organ Size/drug effects', 'Rats', 'Rats, Inbred Strains', 'Transaminases/blood']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Pathol Biol (Paris). 1986 Jan;34(1):40-7.,Hepatotoxicite du (chloro-2-ethyl)-1-cyclohexyl-3-nitroso-1-uree ou CCNU chez le rat.,,,,,,,,,
3517651,NLM,MEDLINE,19860617,20081121,0028-4793 (Print) 0028-4793 (Linking),314,22,1986 May 29,Clinical implications of tumor-cell heterogeneity.,1423-31,,"['Schnipper, L']",['Schnipper L'],['eng'],,"['Journal Article', 'Review']",United States,N Engl J Med,The New England journal of medicine,0255562,"['0 (Antineoplastic Agents)', '0 (DNA, Neoplasm)']",IM,"['Animals', 'Antineoplastic Agents/administration & dosage/pharmacology', 'Cell Transformation, Neoplastic', 'DNA, Neoplasm/analysis', 'Drug Resistance', 'Gene Amplification', 'Genetic Variation', 'Humans', 'Leukemia, Myeloid/genetics/pathology', 'Mutation', 'Neoplasms/drug therapy/*genetics/pathology', 'Neoplasms, Experimental/pathology', 'Neoplastic Stem Cells/drug effects/*pathology', 'Oncogenes', 'Philadelphia Chromosome']",1986/05/29 00:00,1986/05/29 00:01,['1986/05/29 00:00'],"['1986/05/29 00:00 [pubmed]', '1986/05/29 00:01 [medline]', '1986/05/29 00:00 [entrez]']",['10.1056/NEJM198605293142206 [doi]'],ppublish,N Engl J Med. 1986 May 29;314(22):1423-31. doi: 10.1056/NEJM198605293142206.,,,,,,,59,,,
3517552,NLM,MEDLINE,19860613,20131121,0025-7974 (Print) 0025-7974 (Linking),65,3,1986 May,Treatment-related leukoencephalopathy. A study of three cases and literature review.,154-62,"The etiology and pathogenesis of treatment-related leukoencephalopathy remain obscure. The evidence is substantial, however, that radiation therapy in combination with higher cerebral concentrations of certain chemotherapeutic agents such as MTX increases the likelihood of permanent damage. There is no therapy of apparent benefit for treatment-related leukoencephalopathy, but reasonable alternatives include 1) withholding chemotherapy and/or radiation, 2) administering calcium leucovorin in high doses intravenously in methotrexate-induced leukoencephalopathy (26), or 3) perfusing the subarachnoid space (2) from above through an Ommaya reservoir and out from below through a lumbar puncture needle or lumbar subarachnoid catheter. Because CT scan abnormalities and subtle mental or intellectual changes are often noted before the full-blown clinical presentation, a prospective study involving periodic CT scanning as well as formal neuropsychologic testing appears worthwhile in all patients who are to receive cranial irradiation and/or chemotherapy in the prophylaxis or active treatment of CNS disease in order to detect and perhaps even to prevent this adverse side effect of cancer therapy.","['Glass, J P', 'Lee, Y Y', 'Bruner, J', 'Fields, W S']","['Glass JP', 'Lee YY', 'Bruner J', 'Fields WS']",['eng'],,"['Case Reports', 'Journal Article', 'Review']",United States,Medicine (Baltimore),Medicine,2985248R,"['0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Adolescent', 'Adult', 'Antineoplastic Agents/*adverse effects', 'Bone Neoplasms/complications/drug therapy', 'Brain/pathology', 'Brain Diseases/*chemically induced/diagnosis/pathology', 'Brain Neoplasms/diagnosis', 'Cytarabine/administration & dosage/adverse effects', 'Diagnosis, Differential', 'Humans', 'Leukemia, Lymphoid/complications/*drug therapy', 'Male', 'Methotrexate/administration & dosage/adverse effects', 'Osteosarcoma/complications/drug therapy', 'Tomography, X-Ray Computed']",1986/05/01 00:00,1986/05/01 00:01,['1986/05/01 00:00'],"['1986/05/01 00:00 [pubmed]', '1986/05/01 00:01 [medline]', '1986/05/01 00:00 [entrez]']",,ppublish,Medicine (Baltimore). 1986 May;65(3):154-62.,,,,,,,47,,,
3517495,NLM,MEDLINE,19860610,20131121,0040-3318 (Print) 0040-3318 (Linking),79,3,1986 Mar,Chronic lymphocytic leukemia following treatment of status asthmaticus with systemic steroids.,137-8,,"['Oliver, R P']",['Oliver RP'],['eng'],,"['Case Reports', 'Journal Article']",United States,J Tenn Med Assoc,Journal of the Tennessee Medical Association,7505629,"['5GMR90S4KN (Methylprednisolone Hemisuccinate)', 'X4W7ZR7023 (Methylprednisolone)']",IM,"['Aged', 'Asthma/*drug therapy', 'Humans', 'Leukemia, Lymphoid/*chemically induced', 'Lung Diseases, Obstructive/drug therapy', 'Male', 'Methylprednisolone/*analogs & derivatives', 'Methylprednisolone Hemisuccinate/*adverse effects', 'Status Asthmaticus/*drug therapy']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",,ppublish,J Tenn Med Assoc. 1986 Mar;79(3):137-8.,,,,,,,,,,
