PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,TT,AD,RF,PS,FPS,SI,OID
3875959,NLM,MEDLINE,19851002,20110728,0001-5806 (Print) 0001-5806 (Linking),48,3,1985 May,[The properties of autostimulatory growth factors for the colony formation of HL-60 in serum free culture].,742-9,,"['Kaneshima, K', 'Ito, H', 'Mizoguchi, H', 'Tsushima, T']","['Kaneshima K', 'Ito H', 'Mizoguchi H', 'Tsushima T']",['jpn'],,"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,"['0 (Colony-Stimulating Factors)', '0 (Culture Media)']",IM,"['Cell Division', 'Cell Line', 'Colony-Stimulating Factors/*analysis', 'Culture Media', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', 'Molecular Weight']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']",,ppublish,Nihon Ketsueki Gakkai Zasshi. 1985 May;48(3):742-9.,,,,,,,,
3875921,NLM,MEDLINE,19851015,20190912,0195-5616 (Print) 0195-5616 (Linking),15,4,1985 Jul,Lymphoid leukemia in the dog. Acute lymphoblastic leukemia and chronic lymphocytic leukemia.,723-39,"True lymphoid leukemia of bone-marrow origin may present as two distinct clinical forms in the dog. Acute lymphoblastic leukemia is a rapidly progressive disease associated with proliferation of malignant, undifferentiated lymphoblasts. Chronic lymphocytic leukemia is a more insidious form of malignancy associated with abnormal proliferation of small lymphocytes. Recognition of these clinically distinct forms of leukemia and their differentiation from lymphosarcoma are important in considering prognosis and approach to therapy.","['Leifer, C E', 'Matus, R E']","['Leifer CE', 'Matus RE']",['eng'],,['Journal Article'],United States,Vet Clin North Am Small Anim Pract,The Veterinary clinics of North America. Small animal practice,7809942,,IM,"['Animals', 'Diagnosis, Differential', '*Dog Diseases/diagnosis/epidemiology/etiology/pathology/therapy', 'Dogs', 'Female', 'Leukemia, Lymphoid/diagnosis/epidemiology/etiology/pathology/therapy/*veterinary', 'Male']",1985/07/01 00:00,1985/07/01 00:01,['1985/07/01 00:00'],"['1985/07/01 00:00 [pubmed]', '1985/07/01 00:01 [medline]', '1985/07/01 00:00 [entrez]']","['S0195-5616(85)50032-7 [pii]', '10.1016/s0195-5616(85)50032-7 [doi]']",ppublish,Vet Clin North Am Small Anim Pract. 1985 Jul;15(4):723-39. doi: 10.1016/s0195-5616(85)50032-7.,,,,,,,,
3875912,NLM,MEDLINE,19851007,20190824,0001-2815 (Print) 0001-2815 (Linking),26,1,1985 Jul,The human leucocyte P30 antigen: properties and assessment of value as a clonal marker.,60-70,"FMC3 and FMC29 are monoclonal antibodies which react with a 30,000 Dalton molecule expressed on the lymphocyte surface membrane. The molecule is a protein which does not appear to be N-glycosylated. The antigen, which is also expressed intracellularly, does not appear to be a marker of differentiation or maturation. Polyclonal cell populations, such as peripheral blood lymphocytes, show a bimodal distribution of surface antigen density, whilst monoclonal cell populations analysed quantitatively showed unimodal antigen density distributions. This suggests the antigen may be a clonal marker.","['Zola, H', 'Moore, H A', 'Hunter, I K', 'Hohmann, A', 'McNamara, P J', 'Bradley, J', 'Muir, P', 'Morley, A', 'Melo, J V', 'Catovsky, D']","['Zola H', 'Moore HA', 'Hunter IK', 'Hohmann A', 'McNamara PJ', 'Bradley J', 'Muir P', 'Morley A', 'Melo JV', 'Catovsky D']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Tissue Antigens,Tissue antigens,0331072,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Surface)', '0 (Phorbol Esters)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Antibodies, Monoclonal/immunology', 'Antigens, Surface/immunology/isolation & purification', 'Cell Differentiation/drug effects', 'Clone Cells/immunology', 'Dimethyl Sulfoxide/pharmacology', 'Humans', 'Leukemia/immunology', 'Leukocytes/*immunology', 'Molecular Weight', 'Phenotype', 'Phorbol Esters/pharmacology', 'T-Lymphocytes/immunology']",1985/07/01 00:00,1985/07/01 00:01,['1985/07/01 00:00'],"['1985/07/01 00:00 [pubmed]', '1985/07/01 00:01 [medline]', '1985/07/01 00:00 [entrez]']",['10.1111/j.1399-0039.1985.tb00935.x [doi]'],ppublish,Tissue Antigens. 1985 Jul;26(1):60-70. doi: 10.1111/j.1399-0039.1985.tb00935.x.,,,,,,,,
3875893,NLM,MEDLINE,19850930,20131121,0036-5327 (Print) 0036-5327 (Linking),87,5,1985 May,[Therapy of leukemia in rats using a conjugate of specific immunoglobulin and albumin-methotrexate].,121-7,,"['Storek, J']",['Storek J'],['cze'],,"['English Abstract', 'Journal Article']",Czech Republic,Sb Lek,Sbornik lekarsky,0025770,"['0 (Antigens, Neoplasm)', '0 (Histocompatibility Antigens)', '0 (Immunoglobulin G)', '0 (Serum Albumin)', '0 (histocompatibility antigens RT, rat)', '0 (methotrexate-serum albumin)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Animals', 'Antigens, Neoplasm/immunology', 'Histocompatibility Antigens/immunology', 'Immunoglobulin G/*administration & dosage', 'Leukemia, Experimental/drug therapy/*therapy', 'Methotrexate/*therapeutic use', 'Neoplasm Transplantation', 'Rats', 'Rats, Inbred Lew', 'Serum Albumin/*therapeutic use']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']",,ppublish,Sb Lek. 1985 May;87(5):121-7.,,Pokus o terapii potkani leukemie konjugatem specifickeho imunoglobulinu s albumin-methotrexatem.,,,,,,
3875892,NLM,MEDLINE,19851017,20061115,0035-1768 (Print) 0035-1768 (Linking),86,3,1985,[Value of Tissucol in dentistry and maxillofacial surgery].,189-91,"Fibrinogen glue of human origin was used in 44 patients. Indications are of two types: as a glue mainly for dermoepidermoid grafts but also to assist mucosal suturing and bone obturation, and for hemostasis after extractions in patients with coagulation disorders (hemophilia, cirrhosis, leukemia). Positive results were obtained, particularly in hemophilic patients, the incidence and severity of secondary hemorrhage appearing to diminish.","['Seguin, P', 'Beziat, J L', 'Cros, P', 'Bouillot, A', 'Freidel, M']","['Seguin P', 'Beziat JL', 'Cros P', 'Bouillot A', 'Freidel M']",['fre'],,"['English Abstract', 'Journal Article']",France,Rev Stomatol Chir Maxillofac,Revue de stomatologie et de chirurgie maxillo-faciale,0201010,"['0 (Drug Combinations)', '0 (Fibrin Tissue Adhesive)', '0 (Tissue Adhesives)', '9001-32-5 (Fibrinogen)', '9013-56-3 (Factor XIII)', 'EC 3.4.21.5 (Thrombin)']",IM,"['Drug Combinations/therapeutic use', 'Factor XIII/*therapeutic use', 'Fibrin Tissue Adhesive', 'Fibrinogen/*therapeutic use', 'Hemostasis, Surgical/*methods', 'Humans', 'Maxilla/surgery', 'Mouth/*surgery', 'Surgical Flaps', 'Thrombin/*therapeutic use', 'Tissue Adhesives/*therapeutic use', '*Tooth Extraction']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",,ppublish,Rev Stomatol Chir Maxillofac. 1985;86(3):189-91.,,Interet du Tissucol en stomatologie et chirurgie maxillo-faciale.,,,,,,
3875887,NLM,MEDLINE,19851009,20191101,0252-9564 (Print) 0252-9564 (Linking),4,2,1985,Expression and CTL recognition of cloned subgenomic fragments of Moloney murine leukemia virus in murine cells.,168-72,,"['Flyer, D C', 'Burakoff, S J', 'Faller, D V']","['Flyer DC', 'Burakoff SJ', 'Faller DV']",['eng'],"['AI17258/AI/NIAID NIH HHS/United States', 'CA07219/CA/NCI NIH HHS/United States', 'RR05526/RR/NCRR NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Switzerland,Surv Immunol Res,Survey of immunologic research,8215669,"['0 (Antigens, Surface)', '0 (Antigens, Viral)', '0 (Gene Products, gag)', '0 (Viral Envelope Proteins)', '0 (Viral Proteins)']",IM,"['Animals', 'Antigens, Surface', 'Antigens, Viral/genetics/*immunology', 'Cell Line', 'Cloning, Molecular', 'Gene Products, gag', 'Genes, Viral', 'Mice', 'Moloney murine leukemia virus/genetics/*immunology', 'T-Lymphocytes, Cytotoxic/*immunology', 'Transfection', 'Viral Envelope Proteins/immunology', 'Viral Proteins/immunology']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1007/BF02918812 [doi]'],ppublish,Surv Immunol Res. 1985;4(2):168-72. doi: 10.1007/BF02918812.,,,,,,,,
3875881,NLM,MEDLINE,19851018,20151119,0034-9402 (Print) 0034-9402 (Linking),41,2,1985 Jun,[Comparative analysis of membrane glycoproteins of normal and chronic lymphatic leukemia B lymphocytes by lectins].,211-6,"Eight plant lectins were used to investigate membrane alterations in lymphocytes from patients with chronic lymphocytic leukemia (CLL). By rosetting with lectins attached to latex particles, the cell percentages with the abundance of each lectin receptor were compared in B normal and leukemic lymphocytes. Comparing these data with the number of lectin molecules bound to each cell and the affinity, which are values calculated with 125I-labeled lectins, it was possible to deduce differences in the composition of glycoproteins in B normal and B-CLL lymphocytes membrane. Compared to B normal, B-CLL lymphocytes had fewer receptors for WGA and more for Lens culinaris, SBA and Tetragonolobus purpureus lectins. Receptors for Concanavalin A, Pisum sativum, PHA and Tetragonolobus purpureus showed a higher affinity with B normal lymphocytes, while the other lectins assayed showed more affinity with B-CLL lymphocytes. So, it is possible to establish a comparative analysis about the plasma membrane glycoproteins in the B normal and CLL lymphocytes by lectin binding studies.","['de Dios, I', 'Manso, M', 'Martin, M', 'Lopez-Borrasca, A']","['de Dios I', 'Manso M', 'Martin M', 'Lopez-Borrasca A']",['spa'],,"['Comparative Study', 'English Abstract', 'Journal Article']",Spain,Rev Esp Fisiol,Revista espanola de fisiologia,0404475,"['0 (Glycoproteins)', '0 (Lectins)', '0 (Membrane Proteins)', '0 (Neoplasm Proteins)']",IM,"['B-Lymphocytes/*analysis/classification', 'Cell Differentiation', 'Glycoproteins/*analysis', 'Latex Fixation Tests', '*Lectins', 'Leukemia, Lymphoid/*metabolism', 'Membrane Proteins/*analysis', 'Neoplasm Proteins/*analysis', 'Rosette Formation']",1985/06/01 00:00,1985/06/01 00:01,['1985/06/01 00:00'],"['1985/06/01 00:00 [pubmed]', '1985/06/01 00:01 [medline]', '1985/06/01 00:00 [entrez]']",,ppublish,Rev Esp Fisiol. 1985 Jun;41(2):211-6.,,"Analisis comparativo de las glicoproteinas de membrana de linfocitos B normales y de leucemia linfatica cronica, por lectinas.",,,,,,
3875857,NLM,MEDLINE,19851024,20190501,0027-8424 (Print) 0027-8424 (Linking),82,18,1985 Sep,Inhibition of soluble immune response suppressor activity by growth factors.,6260-4,"Soluble immune response suppressor (SIRS), a protein of Mr 14,000, is a lymphokine produced by interferon- or concanavalin A-activated suppressor T cells and is oxidized to its activated form, SIRSox, by H2O2 produced by macrophages. SIRSox inhibits antibody secretion by B lymphocytes and cell division by normal or transformed cell lines. Effects of purified growth factors on suppression of antibody secretion were examined to determine whether any would oppose the inhibitory effects of SIRS or SIRSox. Interleukin 1 (IL-1), interleukin 2 (IL-2), and epidermal growth factor (EGF) each inhibited SIRS-mediated suppression of antibody secretion by cultured mouse spleen cells. Inhibition of SIRS activity was most effective when growth factors were added late in the culture period. IL-1, IL-2, and EGF also blocked suppression by SIRSox. However, EGF and IL-1 blocked suppression by SIRSox only when added 3-6 hr before addition of SIRSox, whereas IL-2 blocked suppression by SIRSox when added before or up to 3 hr after addition of SIRSox. Further evaluation showed that IL-2, but not EGF or IL-1, reversed inhibition of antibody secretion by SIRSox in a time- and concentration-dependent manner. With 50 units of IL-2 per 0.5-ml culture, reversal was complete within 1 hr. The ability of growth factors to interfere with inhibition of cell division by SIRSox was examined with the human B-cell leukemia RPMI-1788. This cell line binds EGF but is not known to have cell surface receptors for IL-1 or IL-2. EGF (0.3-1 ng/ml), when added to RPMI-1788 cultures 4-6 hr before SIRSox, interfered with the ability of SIRSox to inhibit cell division. Taken together, these data indicate that growth factors interfere with both the immunosuppressive and growth inhibitory properties of SIRSox in both heterogeneous and homogeneous cell populations.","['Aune, T M']",['Aune TM'],['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Growth Substances)', '0 (Interleukin-1)', '0 (Interleukin-2)', '0 (Lymphokines)', '0 (Suppressor Factors, Immunologic)', '0 (soluble immune response suppressor)', '62229-50-9 (Epidermal Growth Factor)']",IM,"['Animals', 'Cell Division/drug effects', 'Cell Line', 'Dose-Response Relationship, Drug', 'Epidermal Growth Factor/pharmacology', 'Growth Substances/*pharmacology', 'Humans', 'Immune Tolerance/*drug effects', 'Interleukin-1/pharmacology', 'Interleukin-2/pharmacology', 'Lymphokines/*antagonists & inhibitors', 'Mice', 'Oxidation-Reduction', '*Suppressor Factors, Immunologic']",1985/09/01 00:00,1985/09/01 00:01,['1985/09/01 00:00'],"['1985/09/01 00:00 [pubmed]', '1985/09/01 00:01 [medline]', '1985/09/01 00:00 [entrez]']",['10.1073/pnas.82.18.6260 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1985 Sep;82(18):6260-4. doi: 10.1073/pnas.82.18.6260.,PMC391032,,,,,,,
3875821,NLM,MEDLINE,19851008,20151119,0030-6002 (Print) 0030-6002 (Linking),126,35,1985 Sep 1,[Treatment of infections in granulocytopenia patients with a brulamycin-bactrim combination].,2165-8,,"['Magyar, T', 'Graber, H', 'Arr, M', 'Csiba, A', 'Kelemen, E', 'Peterfy, M', 'Janossa, M']","['Magyar T', 'Graber H', 'Arr M', 'Csiba A', 'Kelemen E', 'Peterfy M', 'Janossa M']",['hun'],,"['English Abstract', 'Journal Article']",Hungary,Orv Hetil,Orvosi hetilap,0376412,"['0 (Drug Combinations)', '8064-90-2 (Trimethoprim, Sulfamethoxazole Drug Combination)', 'AN164J8Y0X (Trimethoprim)', 'JE42381TNV (Sulfamethoxazole)', 'VZ8RRZ51VK (Tobramycin)']",IM,"['Adult', 'Aged', 'Agranulocytosis/complications/*etiology', 'Bacterial Infections/drug therapy/*etiology', 'Drug Combinations/therapeutic use', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia/complications/*immunology', 'Lymphoma/complications/*immunology', 'Male', 'Middle Aged', 'Sulfamethoxazole/*therapeutic use', 'Tobramycin/*therapeutic use', 'Trimethoprim/*therapeutic use', 'Trimethoprim, Sulfamethoxazole Drug Combination']",1985/09/01 00:00,1985/09/01 00:01,['1985/09/01 00:00'],"['1985/09/01 00:00 [pubmed]', '1985/09/01 00:01 [medline]', '1985/09/01 00:00 [entrez]']",,ppublish,Orv Hetil. 1985 Sep 1;126(35):2165-8.,,Granulocytopenias betegek infekcioinak kezelese brulamycin + bactrim kombinacioval.,,,,,,
3875816,NLM,MEDLINE,19851004,20180216,0030-2414 (Print) 0030-2414 (Linking),42,5,1985,T-cell acute lymphoblastic leukemia: a report of 60 patients from India.,282-7,"60 patients studied at the Tata Memorial Hospital from January 1976 to December 1982 were diagnosed as having T-cell acute lymphoblastic leukemia (ALL) by nonimmune rosette formation with sheep red blood cells. The analysis revealed a high incidence of mediastinal mass (50%) and extramedullary infiltration at presentation. The majority of patients (62%) presented with a high WBC count (greater than 50,000/mm3). Unipolar acid phosphatase activity was observed in 90% of patients. The remission rate with a combination treatment of adriamycin, vincristine and prednisolone was found to be 95%. Long-term survival was around 30%. More aggressive or innovative treatments will be needed to improve the results in T-cell ALL.","['Advani, S H', 'Kamat, D M', 'Rao, D N', 'Gopal, R', 'Nair, C N', 'Saikia, T']","['Advani SH', 'Kamat DM', 'Rao DN', 'Gopal R', 'Nair CN', 'Saikia T']",['eng'],,['Journal Article'],Switzerland,Oncology,Oncology,0135054,,IM,"['Actuarial Analysis', 'Adolescent', 'Adult', 'Age Factors', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Child', 'Child, Preschool', 'Female', 'Humans', 'India', 'Infant', 'Leukemia, Lymphoid/blood/*drug therapy/pathology', 'Male', 'Prognosis', 'Retrospective Studies', 'Rosette Formation', 'T-Lymphocytes/immunology/pathology']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1159/000226047 [doi]'],ppublish,Oncology. 1985;42(5):282-7. doi: 10.1159/000226047.,,,,,,,,
3875797,NLM,MEDLINE,19850927,20190617,0028-0836 (Print) 0028-0836 (Linking),316,6028,1985 Aug 8-14,Human gamma-chain genes are rearranged in leukaemic T cells and map to the short arm of chromosome 7.,549-52,"Three gene families that rearrange during the somatic development of T cells have been identified in the murine genome. Two of these gene families (alpha and beta) encode subunits of the antigen-specific T-cell receptor and are also present in the human genome. The third gene family, designated here as the gamma-chain gene family, is rearranged in murine cytolytic T cells but not in most helper T cells. Here we present evidence that the human genome also contains gamma-chain genes that undergo somatic rearrangement in leukaemia-derived T cells. Murine gamma-chain genes appear to be encoded in gene segments that are analogous to the immunoglobulin gene variable, constant and joining segments. There are two closely related constant-region gene segments in the human genome. One of the constant-region genes is deleted in all three T-cell leukaemias that we have studied. The two constant-region gamma-chain genes reside on the short arm of chromosome 7 (7p15); this region is involved in chromosomal rearrangements identified in T cells from individuals with the immunodeficiency syndrome ataxia telangiectasia and observed only rarely in routine cytogenetic analyses of normal individuals. This region is also a secondary site of beta-chain gene hybridization.","['Murre, C', 'Waldmann, R A', 'Morton, C C', 'Bongiovanni, K F', 'Waldmann, T A', 'Shows, T B', 'Seidman, J G']","['Murre C', 'Waldmann RA', 'Morton CC', 'Bongiovanni KF', 'Waldmann TA', 'Shows TB', 'Seidman JG']",['eng'],,['Journal Article'],England,Nature,Nature,0410462,"['0 (Neoplasm Proteins)', '9007-49-2 (DNA)']",IM,"['Amino Acid Sequence', 'Ataxia Telangiectasia/genetics', 'Base Sequence', 'Cell Line', 'Chromosome Mapping', '*Chromosomes, Human, 6-12 and X', 'DNA/genetics', 'Genes', 'Humans', 'Leukemia/*genetics', 'Neoplasm Proteins/*genetics', 'Nucleic Acid Hybridization', 'Recombination, Genetic', 'T-Lymphocytes/*physiology', 'T-Lymphocytes, Cytotoxic/physiology']",1985/08/08 00:00,1985/08/08 00:01,['1985/08/08 00:00'],"['1985/08/08 00:00 [pubmed]', '1985/08/08 00:01 [medline]', '1985/08/08 00:00 [entrez]']",['10.1038/316549a0 [doi]'],ppublish,Nature. 1985 Aug 8-14;316(6028):549-52. doi: 10.1038/316549a0.,,,,,,,['GENBANK/X02766'],
3875794,NLM,MEDLINE,19851004,20041117,0028-4793 (Print) 0028-4793 (Linking),313,12,1985 Sep 19,Translocations in T-cell leukemia in lymphoma.,758-9,,"['Hecht, F', 'Morgan, R', 'Gemmill, R M', 'Hecht, B K']","['Hecht F', 'Morgan R', 'Gemmill RM', 'Hecht BK']",['eng'],,['Letter'],United States,N Engl J Med,The New England journal of medicine,0255562,,IM,"['Cell Line', '*Chromosomes, Human, 6-12 and X', 'Humans', 'Leukemia/*genetics', 'Lymphoma/*genetics', 'T-Lymphocytes', '*Translocation, Genetic']",1985/09/19 00:00,1985/09/19 00:01,['1985/09/19 00:00'],"['1985/09/19 00:00 [pubmed]', '1985/09/19 00:01 [medline]', '1985/09/19 00:00 [entrez]']",['10.1056/NEJM198509193131218 [doi]'],ppublish,N Engl J Med. 1985 Sep 19;313(12):758-9. doi: 10.1056/NEJM198509193131218.,,,,,,,,
3875764,NLM,MEDLINE,19850930,20141120,0277-6766 (Print) 0277-6766 (Linking),4,3,1985 Summer,Biochemical heterogeneity of human interleukin-1.,169-81,"Human interleukin 1 (IL-1), a mediator of several host defense responses, is usually considered to have a molecular weight of 15,000 daltons and an isoelectric point near neutrality. However, during purification, significant IL-1-like activity is also found with apparent molecular weights of greater than 80,000, 50,000, and 35,000 daltons. The active species with the highest apparent molecular weight (greater than 80 kilodaltons) is not a strong comitogen for thymocytes but exhibits relatively strong direct mitogenic activity. By affinity By affinity chromatography, it was shown that the direct mitogen is probably a contaminant distinct from the IL-1. Significant IL-1 activity is also recovered at approximately 50,000 daltons, but upon rechromatography it dissociates, suggesting that it is an aggregate. In contrast, the species eluting at 35,000 daltons and 15,000 daltons are stable upon rechromatography even in 6 M urea. Upon isoelectric focusing, the 15,000 and the 35,000 dalton species show similar patterns, with a prominent peak of IL-1 activity near neutrality and multiple peaks in the range of pI 4.5-5.8. Therefore, it appears that human monocytes secrete at least four biochemically distinct and noninterconvertible proteins, all of which stimulate the proliferation of murine thymocytes in the presence of PHA. Although the IL-1 preparations described above were prepared by pooling IL-1-rich supernatants from 12 donors, the heterogeneity is not due to genetic diversity. A similar set of four molecules with IL-1 activity was derived from the leukocytes of a single patient with chronic myelomonocytic leukemia and from a single human placenta.","['Ihrie, E J', 'Wood, D D']","['Ihrie EJ', 'Wood DD']",['eng'],,"['Comparative Study', 'Journal Article']",United States,Lymphokine Res,Lymphokine research,8308208,"['0 (Interleukin-1)', '0 (Mitogens)']",IM,"['Animals', 'Chromatography, Gel', 'Female', 'Humans', 'In Vitro Techniques', 'Interleukin-1/*isolation & purification/physiology', 'Isoelectric Point', 'Leukemia, Myeloid', 'Lymphocyte Activation', 'Mice', 'Mitogens', 'Molecular Weight', 'Placenta/analysis', 'Pregnancy', 'T-Lymphocytes/immunology']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",,ppublish,Lymphokine Res. 1985 Summer;4(3):169-81.,,,,,,,,
3875744,NLM,MEDLINE,19850930,20071115,0485-1439 (Print) 0485-1439 (Linking),26,3,1985 Mar,[A case of B-cell prolymphocytic leukemia].,448-54,,"['Iwamoto, T', 'Kyo, T', 'Tachikawa, S', 'Kino, T', 'Katsunuma, H', 'Hokano, M']","['Iwamoto T', 'Kyo T', 'Tachikawa S', 'Kino T', 'Katsunuma H', 'Hokano M']",['jpn'],,"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Aged', 'B-Lymphocytes', 'Humans', 'Leukemia, Lymphoid/*pathology', 'Male']",1985/03/01 00:00,1985/03/01 00:01,['1985/03/01 00:00'],"['1985/03/01 00:00 [pubmed]', '1985/03/01 00:01 [medline]', '1985/03/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1985 Mar;26(3):448-54.,,,,,,,,
3875743,NLM,MEDLINE,19850930,20071115,0485-1439 (Print) 0485-1439 (Linking),26,3,1985 Mar,"[T-cell acute lymphoblastic leukemia associated with leukemic pericarditis, presenting t (5; 12) chromosome abnormality].",411-6,,"['Inazawa, J', 'Edagawa, J', 'Okamoto, Y', 'Nishida, K', 'Tsuda, S', 'Maekawa, T', 'Taniwaki, M', 'Sonoda, Y', 'Misawa, S', 'Abe, T']","['Inazawa J', 'Edagawa J', 'Okamoto Y', 'Nishida K', 'Tsuda S', 'Maekawa T', 'Taniwaki M', 'Sonoda Y', 'Misawa S', 'Abe T', 'et al.']",['jpn'],,"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adult', '*Chromosome Aberrations', '*Chromosomes, Human, 4-5', '*Chromosomes, Human, 6-12 and X', 'Female', 'Humans', 'Leukemia, Lymphoid/complications/*genetics', 'Pericarditis/*etiology', 'Pregnancy', 'Pregnancy Complications, Cardiovascular/*etiology', 'Pregnancy Complications, Neoplastic/*genetics', 'T-Lymphocytes']",1985/03/01 00:00,1985/03/01 00:01,['1985/03/01 00:00'],"['1985/03/01 00:00 [pubmed]', '1985/03/01 00:01 [medline]', '1985/03/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1985 Mar;26(3):411-6.,,,,,,,,
3875742,NLM,MEDLINE,19850930,20151119,0485-1439 (Print) 0485-1439 (Linking),26,3,1985 Mar,[Identification of human T lymphocytes subsets by KOLT-1 monoclonal antibody].,341-8,,"['Okubo, K', 'Matsuo, Y', 'Yokoyama, M M']","['Okubo K', 'Matsuo Y', 'Yokoyama MM']",['jpn'],,"['English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['0 (Antibodies, Monoclonal)']",IM,"['Adolescent', 'Adult', '*Antibodies, Monoclonal', 'Cell Separation', 'Child', 'Child, Preschool', 'Flow Cytometry', 'Humans', 'Leukemia/diagnosis/immunology', 'Middle Aged', 'T-Lymphocytes/*classification/immunology']",1985/03/01 00:00,1985/03/01 00:01,['1985/03/01 00:00'],"['1985/03/01 00:00 [pubmed]', '1985/03/01 00:01 [medline]', '1985/03/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1985 Mar;26(3):341-8.,,,,,,,,
