PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,RN,PMC
959001,NLM,MEDLINE,19761101,20041117,0954-7762 (Print) 0954-7762 (Linking),72,36,1976 Sep 9,Leukaemia in childhood.,1389-81,,"['Kernahan, J']",['Kernahan J'],['eng'],"['Case Reports', 'Journal Article']",England,Nurs Times,Nursing times,0423236,IM,"['Child', 'Child, Preschool', 'Humans', '*Leukemia/complications/therapy', 'Male', 'Professional-Family Relations']",1976/09/09 00:00,1976/09/09 00:01,['1976/09/09 00:00'],"['1976/09/09 00:00 [pubmed]', '1976/09/09 00:01 [medline]', '1976/09/09 00:00 [entrez]']",,ppublish,Nurs Times. 1976 Sep 9;72(36):1389-81.,,,
958161,NLM,MEDLINE,19761020,20191210,0098-1532 (Print) 0098-1532 (Linking),2,2,1976,Clinical studies of beta-thioguanine deoxyriboside alone and in combination with arabinosyl cytosine.,199-205,"Beta-thioguanine deoxyriboside (betaTGdR) is a purine nucleoside derivative which was studied alone or in combination with arabinosyl cytosine (Ara-C) in patients with solid tumors and acute leukemia. No significant responses were observed in 22 patients with solid tumors. The response rate with betaTGdR alone in acute leukemia was 26% and in combination with Ara-C was 24%. Responses were generally of short duration. Toxicity included myelosuppression, nausea, stomatitis, hyperpigmentation, photosensitivity, and liver function abnormalities.","['Bodey, G P', 'McCredie, K B', 'Whitecar, J P', 'Freireich, E M']","['Bodey GP', 'McCredie KB', 'Whitecar JP', 'Freireich EM']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Cytarabine/adverse effects/*therapeutic use', 'Deoxyguanosine/analogs & derivatives', 'Deoxyribonucleosides/*therapeutic use', 'Drug Therapy, Combination', 'Female', 'Guanosine/adverse effects', 'Humans', 'Leukemia/*drug therapy', 'Leukopenia/chemically induced', 'Male', 'Middle Aged', 'Neoplasm Metastasis', 'Neoplasms/*drug therapy', 'Remission, Spontaneous', 'Thioguanine/*analogs & derivatives/therapeutic use', 'Thionucleosides', 'Thrombocytopenia/chemically induced', 'Time Factors']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",['10.1002/mpo.2950020210 [doi]'],ppublish,Med Pediatr Oncol. 1976;2(2):199-205. doi: 10.1002/mpo.2950020210.,,"['0 (Deoxyribonucleosides)', '0 (Thionucleosides)', '04079A1RDZ (Cytarabine)', '12133JR80S (Guanosine)', ""789-61-7 (beta-2'-deoxythioguanosine)"", 'FTK8U1GZNX (Thioguanine)', 'G9481N71RO (Deoxyguanosine)']",
957997,NLM,MEDLINE,19761101,20190606,0025-7974 (Print) 0025-7974 (Linking),55,5,1976 Sep,Methotrexate-induced pneumonitis.,371-88,,"['Sostman, H D', 'Matthay, R A', 'Putman, C E', 'Smith, G J']","['Sostman HD', 'Matthay RA', 'Putman CE', 'Smith GJ']",['eng'],"['Case Reports', 'Journal Article']",United States,Medicine (Baltimore),Medicine,2985248R,IM,"['Acute Disease', 'Adolescent', 'Adrenal Cortex Hormones/therapeutic use', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Dose-Response Relationship, Drug', 'Eosinophilia/complications', 'Female', 'Humans', 'Leukemia/complications', 'Lung/diagnostic imaging/pathology', 'Lymphoma/complications', 'Male', 'Methotrexate/*adverse effects', 'Middle Aged', 'Pneumonia/*chemically induced/complications/pathology', 'Psoriasis/complications', 'Radiography', 'Retrospective Studies']",1976/09/01 00:00,1976/09/01 00:01,['1976/09/01 00:00'],"['1976/09/01 00:00 [pubmed]', '1976/09/01 00:01 [medline]', '1976/09/01 00:00 [entrez]']",['10.1097/00005792-197609000-00002 [doi]'],ppublish,Medicine (Baltimore). 1976 Sep;55(5):371-88. doi: 10.1097/00005792-197609000-00002.,,"['0 (Adrenal Cortex Hormones)', 'YL5FZ2Y5U1 (Methotrexate)']",
957911,NLM,MEDLINE,19761101,20131121,0024-5461 (Print) 0024-5461 (Linking),39,4,1976 Jul-Aug,Tumor inhibitors. 114. Aloe emodin: antileukemic principle isolated from Rhamnus frangula L.,223-4,"A systematic fractionation of an ethanol-water (1:1) extract of the seeds of Rhamnus frangula L., guided by assays for tumore-inhibitory activity, led to the isolation of aloe emodin (1). This compound was found to show significant antileukemic activity against the P-388 lymphocytic leukemia in mice. A note-worthy vehicle-dependence of the testing results is reported. In the light of this vehicle-dependence, the re-examination of other anthraquinone derivatives is recommended.","['Kupchan, S M', 'Karim, A']","['Kupchan SM', 'Karim A']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Lloydia,Lloydia,0376626,IM,"['Aloe', 'Animals', '*Anthraquinones/isolation & purification', '*Antineoplastic Agents, Phytogenic/isolation & purification/therapeutic use', '*Emodin/analogs & derivatives/isolation & purification/therapeutic use', 'Leukemia, Experimental/drug therapy', 'Leukemia, Lymphoid/*drug therapy', 'Mice', 'Phytotherapy', 'Plants, Medicinal/*analysis']",1976/07/01 00:00,1976/07/01 00:01,['1976/07/01 00:00'],"['1976/07/01 00:00 [pubmed]', '1976/07/01 00:01 [medline]', '1976/07/01 00:00 [entrez]']",,ppublish,Lloydia. 1976 Jul-Aug;39(4):223-4.,,"['0 (Anthraquinones)', '0 (Antineoplastic Agents, Phytogenic)', 'C8IYT9CR7C (aloe emodin)', 'KA46RNI6HN (Emodin)']",
957570,NLM,MEDLINE,19761029,20091111,0023-2165 (Print) 0023-2165 (Linking),168,05,1976 May,[Malignancies in relatives of retinoblastoma patients (author's transl)].,716-8,In 14 out of 25 patients with retinoblastoma there was a family history of malignancies. Most of the malignant tumours had been carcinomas. In 2 families relatives died because of leukaemia; in these cases the tumour was a so-called diffuse retinoblastoma occurring in elder children. A third family with a retinoblastoma in one child and leukaemia in another is mentioned. This unusual coincidence of two tumourous conditions of which one might be of viral origin led to detailed electron microscopic examination of the retinoblastoma in one case; but there were no signs of reduplicating viruses.,"['Stefani, F H']",['Stefani FH'],['ger'],"['English Abstract', 'Journal Article']",Germany,Klin Monbl Augenheilkd,Klinische Monatsblatter fur Augenheilkunde,0014133,IM,"['Adult', 'Aged', 'Brain Neoplasms/genetics', 'Breast Neoplasms/genetics', 'Carcinoma/genetics', 'Child', 'Eye Neoplasms/epidemiology', 'Female', 'Germany, West', 'Humans', 'Intestinal Neoplasms/genetics', 'Leukemia/genetics', 'Lung Neoplasms/genetics', 'Male', 'Middle Aged', 'Neoplasms/epidemiology/*genetics', 'Pancreatic Neoplasms/genetics', 'Retinoblastoma/epidemiology/*genetics', 'Spinal Cord Neoplasms/genetics', 'Stomach Neoplasms/genetics', 'Uterine Neoplasms/genetics']",1976/05/01 00:00,1976/05/01 00:01,['1976/05/01 00:00'],"['1976/05/01 00:00 [pubmed]', '1976/05/01 00:01 [medline]', '1976/05/01 00:00 [entrez]']",,ppublish,Klin Monbl Augenheilkd. 1976 May;168(05):716-8.,Maligne Tumoren bei Angehorigen von Retinoblastompatienten,,
956971,NLM,MEDLINE,19761020,20190630,0022-3476 (Print) 0022-3476 (Linking),89,3,1976 Sep,Neuroblastoma simulating acute leukemia.,433-5,,"['Raney, R B Jr', 'Lyon, G M Jr', 'Porter, F S']","['Raney RB Jr', 'Lyon GM Jr', 'Porter FS']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Pediatr,The Journal of pediatrics,0375410,IM,"['Anemia, Aplastic/diagnosis', 'Bone Marrow/pathology', 'Bone Marrow Cells', 'Bone Marrow Examination', 'Bone Neoplasms/*diagnosis', 'Child, Preschool', 'Diagnosis, Differential', 'Humans', 'Leukemia/*diagnosis', 'Male', 'Neoplasm Metastasis', 'Neuroblastoma/*diagnosis']",1976/09/01 00:00,2001/03/28 10:01,['1976/09/01 00:00'],"['1976/09/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1976/09/01 00:00 [entrez]']","['S0022-3476(76)80544-6 [pii]', '10.1016/s0022-3476(76)80544-6 [doi]']",ppublish,J Pediatr. 1976 Sep;89(3):433-5. doi: 10.1016/s0022-3476(76)80544-6.,,,
956660,NLM,MEDLINE,19761101,20061115,0022-1767 (Print) 0022-1767 (Linking),117,3,1976 Sep,An indirect radioimmunoassay for thymus leukemia (TL) antigens.,911-8,"An indirect radioimmunassay for thymus leukemia (TL)2 antigens has been developed and its specificity documented. The assay makes use of anti-TL antibodies produced in congenic mice (A-Tla(b)) and radioiodinated purified rabbit anti-mouse IgG. Using this assay, differences can be detected in the amounts of antigen expressed on thymocytes of the three known phenotypes (TL.1,2,3;TL.2;TL-) of inbred mouse strains. Significant differences are also detected in comparison of the thymocytes from homozygous TL.1,2,3 mice (A-Tla(a)) and heterozyhotes from Tla(a) and Tla(b) parents. Optimum conditions for the assay have been established. Its ability to detect antigens on glutaraldehyde-fixed cells and the binding of noncytolytic antibodies on both viable and fixed cells are documented. The assay has also been used to quantitate the changes in TL antigen expression on cells incubated in anti-TL antisera under conditions of antigenic modulation.","['Esmon, N L', 'Little, J R']","['Esmon NL', 'Little JR']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['Animals', 'Antibody Specificity', 'Antigens, Neoplasm/*analysis', 'Blood', 'Bone Marrow/immunology', 'Bone Marrow Cells', 'Immunoglobulin G/metabolism', 'Isoantibodies', 'Isoantigens/*analysis', 'Kinetics', 'Leukemia, Experimental/*immunology', 'Macrophages/immunology', 'Mice', 'Mice, Inbred Strains', 'Radioimmunoassay', 'Thymus Gland/*immunology']",1976/09/01 00:00,1976/09/01 00:01,['1976/09/01 00:00'],"['1976/09/01 00:00 [pubmed]', '1976/09/01 00:01 [medline]', '1976/09/01 00:00 [entrez]']",,ppublish,J Immunol. 1976 Sep;117(3):911-8.,,"['0 (Antigens, Neoplasm)', '0 (Immunoglobulin G)', '0 (Isoantibodies)', '0 (Isoantigens)']",
956654,NLM,MEDLINE,19761101,20131121,0022-1767 (Print) 0022-1767 (Linking),117,3,1976 Sep,Antibody-induced killing in vivo of L1210/MTX-R cells quantitated in passively immunized mice with 131I-iododeoxyuridine-labeled cells and whole-body measurement of retained radioactivity.,822-9,"The killing of the LR subline of the DBA/2J leukemia L1210/MTX by passive antibody was followed in vivo with 131I-iododeoxyuridine-labeled cells and whole-body measurement of retained radioactivity. The in vivo killing of LR cells was proportional to the in vitro 2-mercaptoethanol resistant titer, independent of the complement system, and radioresistant. Although a large percentage of the leukemic cells was killed in passively immunized mice, the protective effect of the passive antiserum was dependent on the active immune response of the host.","['Carlson, G A', 'Terres, G']","['Carlson GA', 'Terres G']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['Animals', '*Antibodies, Neoplasm/administration & dosage', 'Cell Survival', 'Complement System Proteins/metabolism', 'Cytotoxicity Tests, Immunologic', 'Female', 'Idoxuridine', 'Immunity, Active/radiation effects', 'Immunization, Passive', 'Immunoglobulin G', 'Immunoglobulin M', 'Immunotherapy', 'Kinetics', 'Leukemia L1210/*immunology/therapy', 'Mercaptoethanol', 'Mice', 'Radiation Effects']",1976/09/01 00:00,1976/09/01 00:01,['1976/09/01 00:00'],"['1976/09/01 00:00 [pubmed]', '1976/09/01 00:01 [medline]', '1976/09/01 00:00 [entrez]']",,ppublish,J Immunol. 1976 Sep;117(3):822-9.,,"['0 (Antibodies, Neoplasm)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)', '60-24-2 (Mercaptoethanol)', '9007-36-7 (Complement System Proteins)', 'LGP81V5245 (Idoxuridine)']",
956651,NLM,MEDLINE,19761101,20061115,0022-1767 (Print) 0022-1767 (Linking),117,3,1976 Sep,In vitro induction of F1 hybrid anti-parent cell-mediated cytotoxicity.,754-9,"Spleen cells from normal (C57BL/6 X DBA/2)F1 mice were sensitized in vitro for 5 days with irradiated C57BL/6 or DBA/2 parental stimulating cells. Effector cells were generated which specifically lysed 51Cr-labeled targets (leukemia or mitogen-stimulated lymphoid cells) H-2-matched with the parental genotype used for sensitization. The response of F1 spleen cells to the C57BL/6 parent was stronger and more reproducible than that to the DBA/2 parent. The kinetics of generation of effector cells were similar for the F1 anti-parent and an F1 anti-allogeneic response. However, the magnitude of the F1 anti-C57BL/6 cytotoxic response was considerably lower than the F1 response to allogeneic cells. The ratio of responder to stimulator cells in the cultures was more critical for the former than for the latter response. Several lots of fetal bovine serum were found to be adequate for supplementing the medium in the induction of J1 hybrid anti-parent and anti-allogeneic cytotoxic effector cells. Based on these and other studies, it would appear that the F1 hybrid anti-parent cytotoxic response provides an in vitro model of murine hemopoietic graft rejection in vivo. This response may be elicited by a mechanism distinct from T cell-mediated cytotoxicity and involve different subpopulations of spleen cells.","['Shearer, G M', 'Garbarino, C A', 'Cudkowicz, G']","['Shearer GM', 'Garbarino CA', 'Cudkowicz G']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['Animals', 'Blood', 'Cytotoxicity Tests, Immunologic', 'Graft Rejection/*immunology', 'Hematopoietic System/immunology', '*Histocompatibility Antigens', 'Hybridization, Genetic', '*Immunity, Cellular', 'Kinetics', 'Mice', 'Mice, Inbred Strains', 'Models, Biological', 'Spleen/immunology']",1976/09/01 00:00,1976/09/01 00:01,['1976/09/01 00:00'],"['1976/09/01 00:00 [pubmed]', '1976/09/01 00:01 [medline]', '1976/09/01 00:00 [entrez]']",,ppublish,J Immunol. 1976 Sep;117(3):754-9.,,['0 (Histocompatibility Antigens)'],
955869,NLM,MEDLINE,19761020,20081121,0021-2180 (Print) 0021-2180 (Linking),12,6,1976 Jun,Prognostic parameters in myeloid metaplasia: agnogenic versus postpolycythemic.,534-42,"Thirty-nine patients with myelofibrosis and myeloid metaplasia were diagnosed and followed during the period 1955-74. Twenty-eight suffered from agnogenic myeloid metaplasia and 11 from myeloid metaplasia following polycythemia vera. In an attempt to compare the two groups and to define prognostic guidelines, an analysis of survival with respect to various clinical parameters was made. The median survival time of patients with agnogenic myeloid metaplasia was seven years as opposed to only 28 months for the poltpolycythemic group. Older age at diagnosis, a large spleen, or its rapid enlargement, anemia and leukocytosis, but not thrombocytopenia, had a marked negative effect on survival. The clinical condition of most patients was remarkably stable during the entire course of their disease. If a significant drop in hemoglobin occurred, it was sudden, and caused by gastrointestinal hemorrhage or the development of acute leukemia. No demonstrable effect of therapy on survival was found.","['Meytes, D', 'Katz, D', 'Ramot, B']","['Meytes D', 'Katz D', 'Ramot B']",['eng'],['Journal Article'],Israel,Isr J Med Sci,Israel journal of medical sciences,0013105,IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Female', 'Humans', 'Male', 'Middle Aged', 'Polycythemia Vera/*diagnosis/mortality', 'Primary Myelofibrosis/*diagnosis/mortality', 'Prognosis']",1976/06/01 00:00,1976/06/01 00:01,['1976/06/01 00:00'],"['1976/06/01 00:00 [pubmed]', '1976/06/01 00:01 [medline]', '1976/06/01 00:00 [entrez]']",,ppublish,Isr J Med Sci. 1976 Jun;12(6):534-42.,,,
955858,NLM,MEDLINE,19761029,20071115,0021-2938 (Print) 0021-2938 (Linking),25,3,1976 May-Jun,"Proceedings: Correlation between some enzymes of nucleotide catabolism, E rosette formation and PHA response of blood lymphocytes in Hodgkin's disease and chronic lymphocytic leukemia.",255-6,,"['Ronca, G', 'Ronca Testoni, S', 'Grassi, B', 'Ambrogi, F']","['Ronca G', 'Ronca Testoni S', 'Grassi B', 'Ambrogi F']",['eng'],['Journal Article'],Italy,Ital J Biochem,The Italian journal of biochemistry,0376564,IM,"['AMP Deaminase/metabolism', 'Adenosine Deaminase/metabolism', 'Cytidine Deaminase/metabolism', 'Hodgkin Disease/*enzymology/immunology', 'Humans', 'Lectins', 'Leukemia, Lymphoid/*enzymology/immunology', 'Lymphocytes/*enzymology/immunology', 'Pentosyltransferases/metabolism']",1976/05/01 00:00,1976/05/01 00:01,['1976/05/01 00:00'],"['1976/05/01 00:00 [pubmed]', '1976/05/01 00:01 [medline]', '1976/05/01 00:00 [entrez]']",,ppublish,Ital J Biochem. 1976 May-Jun;25(3):255-6.,,"['0 (Lectins)', 'EC 2.4.2.- (Pentosyltransferases)', 'EC 3.5.4.4 (Adenosine Deaminase)', 'EC 3.5.4.5 (Cytidine Deaminase)', 'EC 3.5.4.6 (AMP Deaminase)']",
955742,NLM,MEDLINE,19761020,20190708,0020-7136 (Print) 0020-7136 (Linking),18,2,1976 Aug 15,Production of tumor-specific inducer of cellular cytotoxicity by lethally irradiated mice.,250-4,"Antisera taken 1 or 2 days after inoculation of BALB/c mice with transplantable sarcoma cells or Moloney sarcoma virus (MSV) induce tumor-specific cell-dependent cytotoxicity in vitro. In the present experiments, lethally irradiated (""immunosuppressed"") mice were tested for the early appearance of the serum factor responsible for this anti-serum-dependent cell-mediated cytotoxicity (E-ADC). BALB/c mice were infected with MSV, syngeneic sarcoma cells or sheep red blood cells 24 h following irradiation with 900 R. Sera were obtained from MSV and tumor cell recipients 48 or 72 h later and tested for E-ADC activity. Spleen cells from SRBC recipients were tested at day 4 or 5 for ability to form direct plaques in a modified Jerne plague assay. Although the anti-SRBC response was obliterated in the irradiated mice, the E-ADC response appeared to be unimpaired. These studies indicate that newly synthesized immunoglobulin is not required for the formation of the E-ADC factor.","['Pollack, S B', 'Nelson, K']","['Pollack SB', 'Nelson K']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Int J Cancer,International journal of cancer,0042124,IM,"['Animals', '*Cytotoxicity Tests, Immunologic', 'Erythrocytes/immunology', 'Female', 'Immune Sera', '*Immunity, Cellular', 'Immunization', 'Mice', 'Mice, Inbred BALB C', 'Moloney murine leukemia virus', 'Neoplasm Transplantation', 'Sarcoma, Experimental/*immunology', 'Transplantation, Heterologous', 'Transplantation, Isogeneic', 'Viral Plaque Assay']",1976/08/15 00:00,1976/08/15 00:01,['1976/08/15 00:00'],"['1976/08/15 00:00 [pubmed]', '1976/08/15 00:01 [medline]', '1976/08/15 00:00 [entrez]']",['10.1002/ijc.2910180216 [doi]'],ppublish,Int J Cancer. 1976 Aug 15;18(2):250-4. doi: 10.1002/ijc.2910180216.,,['0 (Immune Sera)'],
955188,NLM,MEDLINE,19761029,20211203,0011-9083 (Print) 0011-9083 (Linking),162,2,1976 Feb,[Clinical-histopathological study on yeast infections in internal diseases].,146-7,,"['Knoke, M', 'Bernhardt, H', 'Schwesinger, G', 'Wurster, U']","['Knoke M', 'Bernhardt H', 'Schwesinger G', 'Wurster U']",['ger'],['Journal Article'],Germany,Dermatol Monatsschr,Dermatologische Monatschrift,0232053,IM,"['Humans', 'Immunosuppression Therapy', 'Leukemia/*complications', 'Mycoses/*etiology', 'Neoplasms/*complications', 'Yeasts/immunology']",1976/02/01 00:00,1976/02/01 00:01,['1976/02/01 00:00'],"['1976/02/01 00:00 [pubmed]', '1976/02/01 00:01 [medline]', '1976/02/01 00:00 [entrez]']",,ppublish,Dermatol Monatsschr. 1976 Feb;162(2):146-7.,Klinisch-histopathologische Studie des Sprosspilzbefalls bei inneren Erkrankungen,,
955018,NLM,MEDLINE,19761020,20190629,0014-4754 (Print) 0014-4754 (Linking),32,8,1976 Aug 15,Reappearance in vivo of neuraminidase-sensitive sialic acid in L 5222 rat leukemia cells.,1049-50,"Cell electrophoretic data and quantitative sialic acid determination show that, 16 to 20 h after i.p. implantation of neuraminidase-treated L 5222 rat leukemia cells, the original sialic acid content at the cell periphery is reconstituted.","['Roeder, C', 'Haemmerli, G', 'Strauli, P']","['Roeder C', 'Haemmerli G', 'Strauli P']",['eng'],['Journal Article'],Switzerland,Experientia,Experientia,0376547,IM,"['Animals', 'Kinetics', 'Leukemia, Experimental/*metabolism', 'Neoplasms, Experimental/metabolism', 'Neuraminidase', 'Rats', 'Sialic Acids/*metabolism']",1976/08/15 00:00,1976/08/15 00:01,['1976/08/15 00:00'],"['1976/08/15 00:00 [pubmed]', '1976/08/15 00:01 [medline]', '1976/08/15 00:00 [entrez]']",['10.1007/BF01933965 [doi]'],ppublish,Experientia. 1976 Aug 15;32(8):1049-50. doi: 10.1007/BF01933965.,,"['0 (Sialic Acids)', 'EC 3.2.1.18 (Neuraminidase)']",
954796,NLM,MEDLINE,19761020,20190907,0014-2964 (Print) 0014-2964 (Linking),12,5,1976 May,Cross-reactions among mouse tumors of different etiology as detected by macrophage electrophoretic mobility (MEM) test.,389-93,,"['Pasternak, L', 'Jenssen, H L', 'Kohler, H', 'Pasternak, G']","['Pasternak L', 'Jenssen HL', 'Kohler H', 'Pasternak G']",['eng'],['Journal Article'],England,Eur J Cancer,European journal of cancer,0074126,IM,"['Animals', 'Cell Migration Inhibition', 'Cell Movement', '*Cross Reactions', 'Electrophoresis', 'Leukemia, Experimental/immunology', 'Lymphocytes/immunology', 'Macrophages/*immunology', 'Mice', 'Neoplasms, Experimental/*immunology', 'Proteins/immunology', 'Sarcoma, Experimental/immunology']",1976/05/01 00:00,1976/05/01 00:01,['1976/05/01 00:00'],"['1976/05/01 00:00 [pubmed]', '1976/05/01 00:01 [medline]', '1976/05/01 00:00 [entrez]']",['10.1016/0014-2964(76)90177-8 [doi]'],ppublish,Eur J Cancer. 1976 May;12(5):389-93. doi: 10.1016/0014-2964(76)90177-8.,,['0 (Proteins)'],
954795,NLM,MEDLINE,19761020,20190907,0014-2964 (Print) 0014-2964 (Linking),12,5,1976 May,The effects of adriamycin and daunomycin on antitumoral immune effector mechanisms in an allogeneic system.,371-9,,"['Mantovani, A', 'Vecchi, A', 'Tagliabue, A', 'Spreafico, F']","['Mantovani A', 'Vecchi A', 'Tagliabue A', 'Spreafico F']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Eur J Cancer,European journal of cancer,0074126,IM,"['Animals', 'Antibodies, Neoplasm/analysis', 'Antibody Formation/drug effects', 'Ascitic Fluid/cytology', 'Cytotoxicity Tests, Immunologic', 'Daunorubicin/*pharmacology', 'Doxorubicin/*pharmacology', 'Female', 'Graft Rejection/*drug effects', 'Immunity, Cellular/drug effects', 'Leukemia L1210/*immunology', 'Mice', 'Mice, Inbred C3H', 'Transplantation, Homologous']",1976/05/01 00:00,1976/05/01 00:01,['1976/05/01 00:00'],"['1976/05/01 00:00 [pubmed]', '1976/05/01 00:01 [medline]', '1976/05/01 00:00 [entrez]']",['10.1016/0014-2964(76)90175-4 [doi]'],ppublish,Eur J Cancer. 1976 May;12(5):371-9. doi: 10.1016/0014-2964(76)90175-4.,,"['0 (Antibodies, Neoplasm)', '80168379AG (Doxorubicin)', 'ZS7284E0ZP (Daunorubicin)']",
954794,NLM,MEDLINE,19761020,20191210,0014-2964 (Print) 0014-2964 (Linking),12,5,1976 May,Changes in the deoxyadenylate regions in 5 cases of chronic lymphocytic leukemic DNA.,357-62,,"['Pero, R W', 'Bryngelsson, T', 'Deutsch, A', 'Norden, A']","['Pero RW', 'Bryngelsson T', 'Deutsch A', 'Norden A']",['eng'],['Journal Article'],England,Eur J Cancer,European journal of cancer,0074126,IM,"['Adenosine Monophosphate/*analogs & derivatives/analysis', 'Aged', 'Chromatography', 'DNA, Neoplasm/*analysis', 'Deoxyadenine Nucleotides', 'Deoxyribonucleotides/*analysis', 'Female', 'Humans', 'Leukemia, Lymphoid/*analysis', 'Leukocyte Count', 'Male', 'Middle Aged', 'Poly U', 'Ribonucleases']",1976/05/01 00:00,1976/05/01 00:01,['1976/05/01 00:00'],"['1976/05/01 00:00 [pubmed]', '1976/05/01 00:01 [medline]', '1976/05/01 00:00 [entrez]']",['10.1016/0014-2964(76)90173-0 [doi]'],ppublish,Eur J Cancer. 1976 May;12(5):357-62. doi: 10.1016/0014-2964(76)90173-0.,,"['0 (DNA, Neoplasm)', '0 (Deoxyadenine Nucleotides)', '0 (Deoxyribonucleotides)', '27416-86-0 (Poly U)', '415SHH325A (Adenosine Monophosphate)', ""653-63-4 (2'-deoxy-5'-adenosine monophosphate)"", 'EC 3.1.- (Ribonucleases)']",
954573,NLM,MEDLINE,19761020,20131121,0002-3264 (Print) 0002-3264 (Linking),229,1,1976 JUL-AUG,[Antineoplastic activity of complex compounds of platinum(IV)].,226-9,,"['Presnov, M A', 'Zheligovskaia, N N', 'Babkov, A V', 'Konovalova, A L', 'Budanova, N S']","['Presnov MA', 'Zheligovskaia NN', 'Babkov AV', 'Konovalova AL', 'Budanova NS']",['rus'],['Journal Article'],Russia (Federation),Dokl Akad Nauk SSSR,Doklady Akademii nauk SSSR,7505465,IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', 'Cisplatin/*therapeutic use', 'Leukemia L1210/drug therapy', 'Mice', 'Neoplasm Transplantation', 'Neoplasms, Experimental/*drug therapy', 'Platinum/*therapeutic use', 'Sarcoma 180/drug therapy', 'Sarcoma 37/drug therapy']",1976/07/01 00:00,1976/07/01 00:01,['1976/07/01 00:00'],"['1976/07/01 00:00 [pubmed]', '1976/07/01 00:01 [medline]', '1976/07/01 00:00 [entrez]']",,ppublish,Dokl Akad Nauk SSSR. 1976 JUL-AUG;229(1):226-9.,Issledovanie protivoopukholevoi aktivnosti kompleksnykh soedinenii platiny (IV),"['0 (Antineoplastic Agents)', '49DFR088MY (Platinum)', 'Q20Q21Q62J (Cisplatin)']",
954558,NLM,MEDLINE,19761029,20190907,0014-2964 (Print) 0014-2964 (Linking),12,6,1976 Jun,Increase in cell surface antigen expression by leukemic cells following in vitro treatment with papain.,475-9,,"['Coudert, A', 'Dore, J F', 'Huchet, R', 'Guibout, C', 'Santana, C']","['Coudert A', 'Dore JF', 'Huchet R', 'Guibout C', 'Santana C']",['eng'],['Journal Article'],England,Eur J Cancer,European journal of cancer,0074126,IM,"['Absorption', 'Animals', 'Antibody Formation/drug effects', '*Antigens, Neoplasm', 'Cell Membrane/immunology', 'Cross Reactions', 'Cytotoxicity Tests, Immunologic', 'Immune Sera', 'In Vitro Techniques', 'Leukemia, Experimental/*immunology', 'Papain/*pharmacology', 'Rats', 'Rats, Inbred Strains']",1976/06/01 00:00,1976/06/01 00:01,['1976/06/01 00:00'],"['1976/06/01 00:00 [pubmed]', '1976/06/01 00:01 [medline]', '1976/06/01 00:00 [entrez]']",['10.1016/0014-2964(76)90037-2 [doi]'],ppublish,Eur J Cancer. 1976 Jun;12(6):475-9. doi: 10.1016/0014-2964(76)90037-2.,,"['0 (Antigens, Neoplasm)', '0 (Immune Sera)', 'EC 3.4.22.2 (Papain)']",
