PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,AB,TT,RF,PMC,SI,RIN
6174683,NLM,MEDLINE,19820521,20131121,0022-1317 (Print) 0022-1317 (Linking),58,Pt 2,1982 Feb,Microtubule-depolymerizing agents inhibit Moloney murine leukaemia virus production.,339-49,"['Satake, M', 'Luftig, R B']","['Satake M', 'Luftig RB']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,J Gen Virol,The Journal of general virology,0077340,"['0 (Benzimidazoles)', '0 (Carbamates)', '0 (Viral Proteins)', '5V9KLZ54CY (Vinblastine)', '63231-63-0 (RNA)', 'EC 2.7.7.49 (RNA-Directed DNA Polymerase)', 'SH1WY3R615 (Nocodazole)', 'SML2Y3J35T (Colchicine)']",IM,"['Animals', 'Benzimidazoles/*pharmacology', 'Carbamates/*pharmacology', 'Cell Line', 'Cell Survival/drug effects', 'Colchicine/*pharmacology', 'Mice', 'Moloney murine leukemia virus/*drug effects/growth & development/metabolism/ultrastructure', 'Nocodazole', 'Protein Biosynthesis', 'RNA/biosynthesis', 'RNA-Directed DNA Polymerase/metabolism', 'Vinblastine/*pharmacology', 'Viral Proteins/metabolism']",1982/02/01 00:00,1982/02/01 00:01,['1982/02/01 00:00'],"['1982/02/01 00:00 [pubmed]', '1982/02/01 00:01 [medline]', '1982/02/01 00:00 [entrez]']",['10.1099/0022-1317-58-2-339 [doi]'],ppublish,J Gen Virol. 1982 Feb;58(Pt 2):339-49. doi: 10.1099/0022-1317-58-2-339.,['CA-28077/CA/NCI NIH HHS/United States'],"The effects of microtubule-depolymerizing agents on virion production in MJD-54 cells chronically infected with Moloney murine leukaemia virus were examined. By measuring the amount of reverse transcriptase activity remaining in particles recovered from culture fluids, we found that incubation with 1 microM- or 10 microM-colchicine, vinblastine or nocodazole resulted in 30 to 40% decreases in virus production. The decrease in virus production did not seem to be due to general damage to the cells since cellular RNA and protein synthesis were only slightly, if at all, inhibited by the drug treatment (less than 10%). Furthermore, virus proteins accumulated inside drug-treated cells, viz, [35S]methionine-labelled Pr65gag showed a 1.5-fold increase over a 3 h continuous label interval. Consistent with this accumulation of virus protein, electron microscope studies showed that inside drug-treated cells ther was a 2- to 2.5-fold accumulation of virions within cytoplasmic vesicles. All of these results support the idea that cytoplasmic microtubules play a role in the production of murine leukaemia virus.",,,,,
6174669,NLM,MEDLINE,19820521,20190508,0022-1007 (Print) 0022-1007 (Linking),155,4,1982 Apr 1,Specificity studies on cytolytic T lymphocytes directed against murine leukemia virus-induced tumors. Analysis of monoclonal cytolytic T lymphocytes.,1050-62,"['Plata, F']",['Plata F'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,"['0 (Antigens, Ly)', '0 (Antigens, Surface)', '0 (Epitopes)', '0 (Membrane Proteins)', '0 (Receptors, Antigen, B-Cell)', '0 (Thy-1 Antigens)']",IM,"['Animals', 'Antigens, Ly', 'Antigens, Surface', 'Clone Cells/immunology', 'Cross Reactions', '*Cytotoxicity, Immunologic', '*Epitopes', 'Leukemia Virus, Murine/immunology', 'Leukemia, Experimental/*immunology', 'Lymphocyte Culture Test, Mixed', 'Membrane Proteins', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Receptors, Antigen, B-Cell', 'T-Lymphocytes/*immunology', 'Thy-1 Antigens']",1982/04/01 00:00,1982/04/01 00:01,['1982/04/01 00:00'],"['1982/04/01 00:00 [pubmed]', '1982/04/01 00:01 [medline]', '1982/04/01 00:00 [entrez]']",['10.1084/jem.155.4.1050 [doi]'],ppublish,J Exp Med. 1982 Apr 1;155(4):1050-62. doi: 10.1084/jem.155.4.1050.,,"The specificities of cloned cytolytic T lymphocytes (CTL) were studied for the analysis of CTL populations generated against murine leukemia viruses (MuLV) in H-2 congenic BALB/c (H-2d) and BALB.B (H-2b) mice. In particular, CTL generated in response to tumors induced by Gross MuLV and Friend MuLV were studied; these tumors expressed virus-induced antigens that do not cross-react and that can be distinguished from each other. The systematic study of 92 CTL clones clearly indicated that MuLV-immune CTL were highly heterogeneous with respect to both the intensities of target cell lysis that they mediated and to their specificity of recognition of MuLV-induced tumor target cells. Various categories of CTL clones were identified, ranging from CTL clones tht were tightly H-2 restricted and specific for the immunizing tumor to CTL clones that displayed no discernible patterns of specificity and that attacked a large number of different target cells. In addition, the surface markers of these cloned CTL were defined, and the best conditions for their prolonged maintenance in culture were determined. The present data indicate that future efforts in the definition of target antigens recognized by tumor-specific CTL should be performed with monoclonal lymphocytes.",,,PMC2186662,,
6174642,NLM,MEDLINE,19820527,20191031,0305-1811 (Print) 0305-1811 (Linking),8,6,1981 Dec,Definition of alien H-2 determinants on a Friend leukaemia by analysis of alloreactivity of CTL from primary MLC.,493-508,"['Greenberg, P D', 'Cheever, M A', 'Fefer, A']","['Greenberg PD', 'Cheever MA', 'Fefer A']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,J Immunogenet,Journal of immunogenetics,0425125,"['0 (Antigens, Neoplasm)', '0 (Epitopes)', '0 (H-2 Antigens)']",IM,"['Animals', 'Antigens, Neoplasm/*genetics', 'Cross Reactions', 'Epitopes/*genetics', 'Female', 'Friend murine leukemia virus', 'H-2 Antigens/*genetics', 'Leukemia, Experimental/immunology', 'Male', 'Mice', 'Mice, Inbred BALB C/genetics', 'Mice, Inbred C57BL/genetics', 'Phenotype']",1981/12/01 00:00,1981/12/01 00:01,['1981/12/01 00:00'],"['1981/12/01 00:00 [pubmed]', '1981/12/01 00:01 [medline]', '1981/12/01 00:00 [entrez]']",['10.1111/j.1744-313x.1981.tb00958.x [doi]'],ppublish,J Immunogenet. 1981 Dec;8(6):493-508. doi: 10.1111/j.1744-313x.1981.tb00958.x.,"['CA 10777/CA/NCI NIH HHS/United States', 'CB 84247-31/CB/NCI NIH HHS/United States']","A Friend virus-induced tumour of BALB/c (H-2d) origin, HFL/d, was examined for the expression of alien H-2 antigens. The alloantigens on HFL/d were typed by generating CTL in primary MLC with HFL/d as stimulator and measuring reactivity to targets with known H-2 antigens, and confirmed by assessing recognition of HFL/d targets by CTL generated in primary MLC with stimulators expressing known H-2 antigens. Potential cross-reactivities between alloantigens were analysed by cold-target inhibition experiments. BALB/c cells stimulated with HFL/d lysed H-2b targets, and BALB/c anti-H-2b CTL lysed HFL/d; analysis with recombinant haplotypes demonstrated both H-2Kb and H-2Db alien antigens antigens on HFL/d. C57BL/6 (H-2b) cells stimulated with HFL/D recognized H-2Kd, H-2Dd, and an additional determinant unique to HFL/d. (BALB/c x B6)F1 cells also recognised a unique HFL/d determinant not of H-2b or H-2d origin. These unique determinants, which induced a strong cytotoxic response in primary MLC, were not shared by BALB/c or B6 tumours induced by cross-reactive FMR viruses. Thus, HFL/d expressed the K and D antigens of its strain of origin, two typed alien H-2 antigens, and at lest one other untyped antigen which may represent an additional H-2 determinant. These studies further demonstrate the utility of examining the reactivity of CTL generated in primary MLC to probe for the presence of alien H-2 antigens.",,,,,
6174576,NLM,MEDLINE,19820512,20190829,0195-6701 (Print) 0195-6701 (Linking),2,2,1981 Jun,Infection in acute myelogenous leukaemia. An analysis of 168 patients undergoing remission induction.,135-43,"['Rohatiner, A Z', 'Lowes, J A', 'Lister, T A']","['Rohatiner AZ', 'Lowes JA', 'Lister TA']",['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",England,J Hosp Infect,The Journal of hospital infection,8007166,,IM,"['Adolescent', 'Adult', 'Aged', 'Aspergillus/isolation & purification', 'Bacterial Infections/*etiology', 'Enterobacteriaceae/isolation & purification', 'Fever/etiology', 'Humans', 'Leukemia, Myeloid, Acute/*complications/drug therapy', 'Middle Aged', 'Mycoses/*etiology', 'Neutropenia/complications', 'Pneumonia/etiology', 'Pseudomonas aeruginosa/isolation & purification', 'Sepsis/etiology', 'Staphylococcus aureus/isolation & purification', 'Streptococcus/isolation & purification']",1981/06/01 00:00,1981/06/01 00:01,['1981/06/01 00:00'],"['1981/06/01 00:00 [pubmed]', '1981/06/01 00:01 [medline]', '1981/06/01 00:00 [entrez]']","['0195-6701(81)90022-0 [pii]', '10.1016/0195-6701(81)90022-0 [doi]']",ppublish,J Hosp Infect. 1981 Jun;2(2):135-43. doi: 10.1016/0195-6701(81)90022-0.,,,,,,,
6174548,NLM,MEDLINE,19820512,20190606,0021-9738 (Print) 0021-9738 (Linking),69,3,1982 Mar,Relationship of cell-cycle expression of Ia-like antigenic determinants on normal and leukemia human granulocyte-macrophage progenitor cells to regulation in vitro by acidic isoferritins.,632-42,"['Broxmeyer, H E']",['Broxmeyer HE'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Clin Invest,The Journal of clinical investigation,7802877,"['0 (Antibodies, Monoclonal)', '0 (Epitopes)', '0 (Histocompatibility Antigens Class II)', '10028-17-8 (Tritium)', '9007-36-7 (Complement System Proteins)', '9007-73-2 (Ferritins)', 'VC2W18DGKR (Thymidine)']",IM,"['Antibodies, Monoclonal/immunology', 'Cell Cycle', 'Cells, Cultured', 'Complement System Proteins', '*Epitopes', 'Ferritins/*pharmacology', 'Hematopoietic Stem Cells/cytology/drug effects/*immunology', 'Histocompatibility Antigens Class II/*immunology', 'Humans', 'Leukemia, Myeloid/immunology/*pathology', 'Temperature', 'Thymidine/metabolism', 'Tritium']",1982/03/01 00:00,1982/03/01 00:01,['1982/03/01 00:00'],"['1982/03/01 00:00 [pubmed]', '1982/03/01 00:01 [medline]', '1982/03/01 00:00 [entrez]']",['10.1172/jci110490 [doi]'],ppublish,J Clin Invest. 1982 Mar;69(3):632-42. doi: 10.1172/jci110490.,['CA-23528/CA/NCI NIH HHS/United States'],"An association has been established between human Ia-like (Ia) antigenic determinants, expression during DNA synthesis on granulocyte-macrophage colony forming cells (CFU-GM) and the regulatory action of acidic isoferritins in vitro. Treatment of human bone marrow cells with monoclonal-anti-Ia-like (Ia) plus complement inhibited colony and cluster formation by approximately 50% but did not affect pre-CFU-GM. Reduction of colonies and clusters was similar whether bone marrow cells were exposed to anti-Ia plus complement, high specific activity tritiated thymidine ((3)HTdr) or acidic isoferritins. No further decrease was apparent with (3)HTdr or acidic isoferritins after Ia-antigen(+) CFU-GM were removed, or with anti-Ia plus complement or acidic isoferritins after DNA synthetic phase (S-phase) CFU-GM were removed. Anti-Ia, without complement, did not reduce colony or cluster formation but did block the inhibitory action of acidic isoferritins. A relationship existed between Ia antigens and the activity of acidic isoferritins in the following ways: (a) The apparent loss of Ia-antigens from CFU-GM by 5 h in culture at 37 degrees C, but not at 27 degrees or 4 degrees C, was associated with nonresponsiveness to inhibition with acidic isoferritins, (b) Ia-antigen(-), noncycling pre-CFU-GM that were insensitive to acidic isoferritins could generate a population of Ia-antigen(+) cycling CFU-GM in vitro that were responsive to inhibition by acidic isoferritins, and (c) nondetectability of Ia-antigens on CFU-GM from patients with leukemia was associated with nonresponsiveness to inhibition by acidic isoferritins. These results implicate Ia-antigen(+) progenitor cells in the regulation of myelopoiesis in vitro and demonstrate that absence of Ia-antigens on patient CFU-GM is associated with imbalances in normal regulatory interactions in vitro. These findings may be of relevance to normal regulation and to the progression of leukemia.",,,PMC371020,,
6174463,NLM,MEDLINE,19820512,20190708,0020-7136 (Print) 0020-7136 (Linking),29,1,1982 Jan 15,Synergistic effect of cis-dichlorodiammineplatinum and 5-aza-2'-deoxycytidine on mouse leukemic cells in vivo and in vitro.,81-5,"['Vesely, J']",['Vesely J'],['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,"['0 (DNA, Neoplasm)', '0 (RNA, Neoplasm)', '776B62CQ27 (Decitabine)', 'GMW67QNF9C (Leucine)', 'M801H13NRU (Azacitidine)', 'Q20Q21Q62J (Cisplatin)']",IM,"['Animals', 'Azacitidine/*analogs & derivatives/pharmacology', 'Cell Division/drug effects', 'Cisplatin/*pharmacology', 'DNA, Neoplasm/biosynthesis', 'Decitabine', 'Drug Synergism', 'In Vitro Techniques', 'Leucine/metabolism', 'Leukemia L1210/drug therapy', 'Leukemia, Experimental/*drug therapy', 'Male', 'Mice', 'Mice, Inbred Strains', 'RNA, Neoplasm/biosynthesis']",1982/01/15 00:00,1982/01/15 00:01,['1982/01/15 00:00'],"['1982/01/15 00:00 [pubmed]', '1982/01/15 00:01 [medline]', '1982/01/15 00:00 [entrez]']",['10.1002/ijc.2910290114 [doi]'],ppublish,Int J Cancer. 1982 Jan 15;29(1):81-5. doi: 10.1002/ijc.2910290114.,,"cis-Dichlorodiammineplatinum and 5-aza-2'-deoxycytidine display a considerable synergistic effect in L1210 and La mouse leukemia in vivo; the combination of both drugs is also clearly synergistic in vitro as evidenced by the effects on cell growth and cell survival in soft-agar medium. In exponential but not in stationary growth of L1210 cells, the drugs interfere with DNA and RNA synthesis.",,,,,
6174462,NLM,MEDLINE,19820512,20190708,0020-7136 (Print) 0020-7136 (Linking),29,1,1982 Jan 15,Production and characterization of marmoset lymphoblastoid interferon.,77-80,"['Abb, J', 'Abb, H', 'Deinhardt, F']","['Abb J', 'Abb H', 'Deinhardt F']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Int J Cancer,International journal of cancer,0042124,['9008-11-1 (Interferons)'],IM,"['Animals', 'Callitrichinae/immunology', 'Cell Transformation, Viral', 'Herpesviridae', 'Herpesvirus 4, Human', 'Interferons/*biosynthesis', 'Killer Cells, Natural/immunology', 'Leukemia, Myeloid/immunology', 'Lymphocytes/immunology', 'Parainfluenza Virus 1, Human/immunology']",1982/01/15 00:00,1982/01/15 00:01,['1982/01/15 00:00'],"['1982/01/15 00:00 [pubmed]', '1982/01/15 00:01 [medline]', '1982/01/15 00:00 [entrez]']",['10.1002/ijc.2910290113 [doi]'],ppublish,Int J Cancer. 1982 Jan 15;29(1):77-80. doi: 10.1002/ijc.2910290113.,,"We describe the production of marmoset lymphoblastoid cell interferon (IFN). Optimal yields of IFN were obtained when EBV-transformed lymphoblastoid cell lines (LCL) at a cell density of 1 X 10(6)/ml were incubated with 100 HAU Sendai virus/ml for 24 h. Sendai-virus-induced marmoset lymphoblastoid cell IFN was acid-stable and exerted antiviral activity on both homologous and heterologous human cells, thus allowing its classification as IFN alpha. Marmoset lymphoblastoid cell IFN did not inhibit the growth of herpesvirus-transformed marmoset T-or B-cell lines, but markedly enhanced marmoset NK-cell activity against human myeloid leukemia target cells. The use of lymphoblastoid cell IFN in marmosets in vivo may contribute to an understanding of the pathogenic role of IFN in herpesvirus-induced lymphoproliferative diseases.",,,,,
6174459,NLM,MEDLINE,19820512,20190708,0020-7136 (Print) 0020-7136 (Linking),29,1,1982 Jan 15,Lysis of fresh human B-lymphocyte-derived leukemia cells by interferon-activated natural killer (NK) cells.,1-7,"['Pattengale, P K', 'Gidlund, M', 'Nilsson, K', 'Sundstrom, C', 'Sallstrom, J', 'Simonsson, B', 'Wigzell, H']","['Pattengale PK', 'Gidlund M', 'Nilsson K', 'Sundstrom C', 'Sallstrom J', 'Simonsson B', 'Wigzell H']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Int J Cancer,International journal of cancer,0042124,['9008-11-1 (Interferons)'],IM,"['B-Lymphocytes', 'Cell Line', 'Cytotoxicity, Immunologic', 'Humans', '*Immunity, Innate', 'Interferons/*pharmacology', 'Killer Cells, Natural/*immunology', 'Leukemia/*immunology', 'Leukemia, Lymphoid/*immunology', 'Lymphocytes/immunology']",1982/01/15 00:00,1982/01/15 00:01,['1982/01/15 00:00'],"['1982/01/15 00:00 [pubmed]', '1982/01/15 00:01 [medline]', '1982/01/15 00:00 [entrez]']",['10.1002/ijc.2910290102 [doi]'],ppublish,Int J Cancer. 1982 Jan 15;29(1):1-7. doi: 10.1002/ijc.2910290102.,"['N01-CB-64023/CB/NCI NIH HHS/United States', 'N01-CB-64033/CB/NCI NIH HHS/United States', 'R01-CA-29910/CA/NCI NIH HHS/United States', 'etc.']","Fresh neoplastic B cells from 14 untreated patients with naturally occurring B-cell leukemias were found to be susceptible to lysis by human natural killer (NK) cells. The observed lysis of the fresh, non-cultured, neoplastic B cells was mediated by a population of interferon-augmentable, FcR-positive, non-adherent lymphoid cells, which were also able to kill the ""standard"" NK target K562. A further finding was the correlation of NK susceptibility with disease activity in 11 patients with chronic lymphocytic (CLL) and one patient with lymphosarcoma cell leukemia (LSCL). Enriched neoplastic B cells from seven untreated patients with non-progressive CLL, whose disease activity was stable throughout the 6 month period of study, exhibited persistent and essentially unchanged NK susceptibility profiles. In contrast, four untreated patients with progressive CLL also had a measurable fraction of NK-susceptible, neoplastic targets, but these cells subsequently disappeared after successful cytoreductive therapy, and later re-emerged when these patients again developed progressive disease. Furthermore, one patient with LSCL was found to have persistent, measurable NK susceptibility in his tumor-enriched fraction after unsuccessful cytoreductive therapy. An additional finding in the peripheral blood of patients with chronic B-cell leukemias was the presence of significantly lower NK effector-cell activity against K562 as compared to normal donor peripheral blood lymphocytes (PBLs). The implications of these findings are discussed.",,,,,
6174439,NLM,MEDLINE,19820521,20190829,0093-7711 (Print) 0093-7711 (Linking),14,5,1981,Use of hybridoma-resident variant cell lines to study H-2Db/FMR-specific cytotoxic T cells.,429-36,"['Chapdelaine, J M', 'Rajan, T V', 'Nathenson, S G', 'Lilly, F']","['Chapdelaine JM', 'Rajan TV', 'Nathenson SG', 'Lilly F']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Immunogenetics,Immunogenetics,0420404,"['0 (Epitopes)', '0 (H-2 Antigens)']",IM,"['Animals', '*Cytotoxicity, Immunologic', 'Epitopes/*genetics', 'Female', 'H-2 Antigens/*genetics', 'Hybridomas/immunology', 'Leukemia, Experimental/immunology', 'Mice', 'Mice, Inbred BALB C/immunology', 'Moloney murine leukemia virus', '*Mutation', 'T-Lymphocytes/*immunology']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",['10.1007/BF00373323 [doi]'],ppublish,Immunogenetics. 1981;14(5):429-36. doi: 10.1007/BF00373323.,"['09173/PHS HHS/United States', 'AI 07289/AI/NIAID NIH HHS/United States', 'CA 29194/CA/NCI NIH HHS/United States', 'etc.']","An H-2Db heterozygous tumor cell line and a variant subclone bearing a mutant gene product were used to analyze the H-2Db specificity of cytotoxic T lymphocytes (CTL) generated during a Moloney murine sarcoma virus (MSV) infection. When the mutant cells were used as targets for MSV-specific CTL, the amount of cell lysis, compared with that seen with the nonmutant parental cells, was drastically decreased. However, cells of the mutant clones remained susceptible to allogeneic CTL specific for the nonmutant H-2Db molecule. The mutant cells also did not differ from the parent cells in their level of viral antigen expression. Biochemically the parental and mutant molecules were similar but not identical. The data indicate that minor alterations of the H-2 antigens caused by somatic mutation may prevent virus-infected cells from being recognized as targets by CTL.",,,,,
6174230,NLM,MEDLINE,19820512,20131121,0361-5960 (Print) 0361-5960 (Linking),66,3,1982 Mar,5-azactidine and zorubicin for patients with previously treated acute nonlymphocytic leukemia: a Cancer and Leukemia Group B pilot study.,563-6,"['Peterson, B A', 'Bloomfield, C D', 'Gottlieb, A J', 'Coleman, M', 'Greenberg, M S']","['Peterson BA', 'Bloomfield CD', 'Gottlieb AJ', 'Coleman M', 'Greenberg MS']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['M801H13NRU (Azacitidine)', 'V25F9362OP (zorubicin)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Adult', 'Aged', 'Azacitidine/adverse effects/*therapeutic use', 'Bone Marrow/drug effects', 'Daunorubicin/adverse effects/*analogs & derivatives/therapeutic use', 'Drug Administration Schedule', 'Drug Therapy, Combination', 'Female', 'Humans', 'Kidney/drug effects', 'Leukemia/*drug therapy', 'Liver/drug effects', 'Male', 'Middle Aged', 'Pilot Projects']",1982/03/01 00:00,1982/03/01 00:01,['1982/03/01 00:00'],"['1982/03/01 00:00 [pubmed]', '1982/03/01 00:01 [medline]', '1982/03/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1982 Mar;66(3):563-6.,"['CA-07968/CA/NCI NIH HHS/United States', 'CA-16450/CA/NCI NIH HHS/United States', 'CA-21060/CA/NCI NIH HHS/United States', 'etc.']","Twenty-nine adults with advanced acute nonlymphocytic leukemia were treated with an intensive chemotherapy program consisting of 5-azacitidine and zorubicin. Overall, eight patients (28%) achieved a complete remission. Although only one of 19 patients with refractory leukemia responded, seven of ten patients who were treated immediately following relapse from a prior remission achieved another complete remission. The duration of remission ranged from 5 to 33 weeks (median, 14). Treatment resulted in severe toxic reactions including myelosuppression, renal tubular dysfunction, and elevations in liver enzymes. In addition, each of the 15 patients who died of treatment-associated complications had a severe infection. This combination of 5-azacitidine and zorubicin is relatively ineffective for truly refractory leukemia, but it may be a useful alternative following relapse.",,,,,
6174222,NLM,MEDLINE,19820527,20081121,0008-5472 (Print) 0008-5472 (Linking),42,4,1982 Apr,Stimulation of natural killer cell activity and inhibition of proliferation of various leukemic cells by purified human leukocyte interferon subtypes.,1312-6,"['Lee, S H', 'Kelley, S', 'Chiu, H', 'Stebbing, N']","['Lee SH', 'Kelley S', 'Chiu H', 'Stebbing N']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,['9008-11-1 (Interferons)'],IM,"['Cell Division/drug effects', 'Cell Line', 'Cytotoxicity, Immunologic', 'Humans', 'Interferons/*pharmacology', 'Killer Cells, Natural/*drug effects/immunology', 'Leukemia/pathology/*therapy', 'Leukocytes/*analysis']",1982/04/01 00:00,1982/04/01 00:01,['1982/04/01 00:00'],"['1982/04/01 00:00 [pubmed]', '1982/04/01 00:01 [medline]', '1982/04/01 00:00 [entrez]']",,ppublish,Cancer Res. 1982 Apr;42(4):1312-6.,,"One of several human leukocyte interferon subtypes A (LeIF-A), obtained in purified form from a gene cloned in Escherichia coli, stimulated human peripheral blood natural killer cell activity, whereas another human leukocyte interferon subtype D (LeIF-D) had no effect with the use of K562 as target cells. With Daudi as target cells, both LeIF-A and LeIF-D stimulated natural killer cell activity. A hybrid human leukocyte interferon, NH2-terminal 61 amino acids and COOH-terminal 104 residues of LeIF-A and LeIF-D, respectively (LeIF-AD) showed greater stimulation than did LeIF-A, but the stimulation did not exceed that of natural buffy coat interferon. A mixture of equal antiviral units of LeIF-A and LeIF-D was no more effective than was LeIF-A alone. The cloned interferon subtypes showed differential effects on the proliferation of three human leukemic cell lines: Daudi (B-cell lymphoblastoid leukemia); BALL 1 (B-cell acute lymphoblastic leukemia); CCRF-HSB-2 (T-cell acute lymphoblastoid leukemia). Growth of Daudi cells was generally most sensitive to all the interferons tested, LeIF-A, -D, -AD, and a buffy coat preparation; no viable cells remained after 120-hr exposure to 1000-unit/ml doses of the interferons. BALL 1 was relatively resistant to the interferon subtypes tested including LeIF-AD, but this cell lines was very sensitive to a preparation of natural buffy coat interferon. CCRF-HSB-2 showed some sensitivity to all the interferons with greatest sensitivity to LeIF-A (10% of the viable cells were detected after 1000 units/ml exposure for 120 hr). In contrast to the leukemic cell lines tested, human amnion cells (WISH) and the human erythroid leukemia, K562, were resistant to the antiproliferative activity of the interferons.",,,,,
6174220,NLM,MEDLINE,19820512,20201209,0008-5472 (Print) 0008-5472 (Linking),42,3,1982 Mar,"CC-1065 (NSC 298223), a novel antitumor agent that interacts strongly with double-stranded DNA.",999-1004,"['Li, L H', 'Swenson, D H', 'Schpok, S L', 'Kuentzel, S L', 'Dayton, B D', 'Krueger, W C']","['Li LH', 'Swenson DH', 'Schpok SL', 'Kuentzel SL', 'Dayton BD', 'Krueger WC']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Antibiotics, Antineoplastic)', '0 (Duocarmycins)', '0 (Indoles)', '0 (Leucomycins)', '63231-63-0 (RNA)', '69866-21-3 (CC 1065)', '9007-49-2 (DNA)', 'EC 2.7.1.21 (Thymidine Kinase)', 'EC 2.7.7.7 (DNA Polymerase II)']",IM,"['Animals', 'Antibiotics, Antineoplastic/*pharmacology', 'Cattle', 'Cell Division/drug effects', 'Cell Line', 'Circular Dichroism', 'DNA/*biosynthesis', 'DNA Polymerase II/metabolism', 'Dose-Response Relationship, Drug', 'Duocarmycins', '*Indoles', 'Leucomycins/metabolism/*pharmacology', 'Leukemia L1210/enzymology/*metabolism', 'Mice', 'RNA/biosynthesis', 'Templates, Genetic', 'Thymidine Kinase/metabolism', 'Time Factors']",1982/03/01 00:00,1982/03/01 00:01,['1982/03/01 00:00'],"['1982/03/01 00:00 [pubmed]', '1982/03/01 00:01 [medline]', '1982/03/01 00:00 [entrez]']",,ppublish,Cancer Res. 1982 Mar;42(3):999-1004.,,"CC-1065, a novel antibiotic produced by Streptomyces zelensis, was active against several experimental tumors in vivo and a broad spectrum of human tumor cells in vitro. This report describes its biological and biochemical effects of L1210 leukemia cells. CC-1065 is one of the most cytotoxic agents known. The concentrations required for a 50 and 90% inhibition of cell growth are 0.02 and 0.05 ng/ml, respectively. It is about 400 times more cytotoxic than was Adriamycin. The action of CC-1065 is rapid and is dose and time dependent. CC-1065 inhibits DNA synthesis much more than it inhibits RNA and protein synthesis. The concentrations required for a 50% inhibition of DNA synthesis and RNA synthesis are 4 to 6 and 45 to 60 ng/ml, respectively. Although the drug inhibition of DNA synthesis cannot completely account for its cytotoxic effects on L1210 cells, these results, along with those generated by other investigators, suggest that the inhibition of DNA synthesis represents a major mode of action of CC-1065. CC-1065 inhibited both thymidine kinase and DNA polymerase alpha activities, but the effect on highly purified DNA polymerase alpha was more pronounced. At 1 microgram/ml, CC-1065 inhibited more than 70% of the enzyme activity. In order to elucidate the mechanism of inhibition of DNA polymerase alpha, the interaction between CC-1065 and DNA was investigated. The studies with thermal melting of DNA and difference circular dichroism measurement indicate that CC-1065 is one of the strongest DNA-binding agents. It induced an increase in thermal melting temperature of calf thymus DNA by at least 31 degrees. The circular dichroism studies also reveal that CC-1065 binds only to double-stranded DNA but not to heat-denatured DNA or yeast RNA. These observations were supported by those obtained with two other experimental approaches. CC-1065 also appeared to interact with proteins, but the interaction was weak and reversible.",,,,,
