PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,RF,PMC,CI,GR,CIN,CON,EIN,TT,LID,SI,UIN,RIN,OTO,OT,IR,FIR,IRAD,DEP,OID,GN
10746438,NLM,MEDLINE,20000531,20191103,0921-8912 (Print) 0921-8912 (Linking),19,2,1999,Flow cytometric immunophenotyping of mature lymphatic neoplasias using knowledge guided cluster analysis.,81-90,"Flow cytometry is widely used for the immunological characterization of hematopoietic malignancies. Discrimination of normal and malignant cellular immunophenotypes is the most critical step in data analysis, especially if multi-color analysis is performed on highly heterogenous cell suspensions. We therefore investigated, whether adaptive, simultaneous multiparameter gating allowed automated, operator independent analysis of data obtained from the immunophenotyping of blood or bone marrow samples with regard to the presence of non-Hodgkin lymphoma cells. The identification of physiological and malignant cells was achieved by predefining population boundaries, based on the expectations of the population's location in two-dimensional dot plots. The prospective application of these predefined region boundaries in 52 blood and bone marrow samples enabled identification of lymphoma cells with regard to their presence and immunophenotype, based on the correlation of markers as defined in multiple tubes. Our data confirm that highly standardized data analysis methods can reduce the variability of analysis and support the expert in establishing a rapid classification of the sample.","['Barlage, S', 'Rothe, G', 'Knuechel, R', 'Schmitz, G']","['Barlage S', 'Rothe G', 'Knuechel R', 'Schmitz G']","['Institute for Clinical Chemistry and Laboratory Medicine, Regensburg, Germany.']",['eng'],['Journal Article'],Netherlands,Anal Cell Pathol,Analytical cellular pathology : the journal of the European Society for Analytical Cellular Pathology,8911016,IM,"['B-Lymphocytes/pathology', 'Clone Cells', 'Cluster Analysis', 'Diagnosis, Differential', 'Flow Cytometry/*methods', 'Humans', 'Immunophenotyping/*methods', 'Leukemia, Hairy Cell/pathology', 'Leukemia, Lymphocytic, Chronic, B-Cell/*pathology', 'Lymphoma, Non-Hodgkin/*pathology', 'Monocytes/pathology', 'Neutrophils/pathology', 'Plasmacytoma/pathology', 'T-Lymphocytes/pathology']",2000/04/04 09:00,2000/06/03 09:00,['2000/04/04 09:00'],"['2000/04/04 09:00 [pubmed]', '2000/06/03 09:00 [medline]', '2000/04/04 09:00 [entrez]']",['10.1155/1999/289820 [doi]'],ppublish,Anal Cell Pathol. 1999;19(2):81-90. doi: 10.1155/1999/289820.,,,PMC4615305,,,,,,,,,,,,,,,,,,
10746412,NLM,MEDLINE,20000427,20131121,0578-1337 (Print) 0578-1337 (Linking),63,3,2000 Mar,Diagnosis and follow-up of acute promyelocytic leukemia by detection of PML-RAR alpha gene rearrangement.,175-81,"BACKGROUND: Rapid and accurate diagnosis of acute promyelocytic leukemia (APL) is essential for management of the disease, as all-trans retinoic acid (ATRA) therapy only induces complete remission in patients whose leukemic cells harbor a t(15;17) translocation, resulting in promyelocytic-retinoic acid receptor alpha (PML-RAR alpha) fusion transcripts. Moreover, a positive reverse transcriptase-polymerase chain reaction (RT-PCR) of PML-RAR alpha is reported to be a sensitive predictor of relapse in APL. This prompted us to use RT-PCR for rapid diagnosis and monitoring of minimal residual disease in APL patients. METHODS: A nested RT-PCR technique was applied to detect the unique PML-RAR alpha fusion transcript in 13 APL patients. The test was applied to help clarify the diagnosis and monitor minimal residual disease after treatment. RESULTS: All 13 APL patients had a positive test result: five patients with the S-form, seven patients with the L-form and one patient with the V-form of mRNA fusion transcripts. Minimal residual disease was prospectively monitored using this technique in six patients. Although in clinical remission, all four patients treated with ATRA alone were persistently PCR positive. Of the six patients receiving various forms of consolidation chemotherapy, one was persistently PCR positive while in remission and relapsed four months after the positive PCR test. Five patients were PCR negative. One of the five negative patients relapsed six months after a negative PCR test. The other four patients remained in remission, with a follow-up period of 25 to 46 months after the negative test. PCR was performed in two patients who had been in continuous remission for 3.5 and seven years, respectively. They both had negative PCR tests. CONCLUSIONS: Nested RT-PCR is valuable for confirming the diagnosis of APL and in monitoring minimal residual disease. However, we found that negative test cannot absolutely exclude the possibility of future relapse.","['Gau, J P', 'Young, J H', 'Lin, T H', 'Yang, Y S']","['Gau JP', 'Young JH', 'Lin TH', 'Yang YS']","['Department of Internal Medicine, Taichung Veterans General Hospital, Taiwan, ROC.']",['eng'],['Journal Article'],China (Republic : 1949- ),Zhonghua Yi Xue Za Zhi (Taipei),Zhonghua yi xue za zhi = Chinese medical journal; Free China ed,0005327,IM,"['Adolescent', 'Adult', 'Child', 'Female', 'Follow-Up Studies', '*Gene Rearrangement', 'Humans', 'Leukemia, Promyelocytic, Acute/*diagnosis/drug therapy', 'Male', 'Middle Aged', 'Neoplasm Proteins/*genetics', 'Oncogene Proteins, Fusion/*genetics', 'Polymerase Chain Reaction', 'Tretinoin/therapeutic use']",2000/04/04 09:00,2000/04/29 09:00,['2000/04/04 09:00'],"['2000/04/04 09:00 [pubmed]', '2000/04/29 09:00 [medline]', '2000/04/04 09:00 [entrez]']",,ppublish,Zhonghua Yi Xue Za Zhi (Taipei). 2000 Mar;63(3):175-81.,"['0 (Neoplasm Proteins)', '0 (Oncogene Proteins, Fusion)', '0 (promyelocytic leukemia-retinoic acid receptor alpha fusion oncoprotein)', '5688UTC01R (Tretinoin)']",,,,,,,,,,,,,,,,,,,,
10746244,NLM,MEDLINE,20000503,20061115,0465-5893 (Print) 0465-5893 (Linking),50,6,1999,[Environmental exposure to electromagnetic fields and the risk of cancer].,581-91,"Electromagnetic fields (EMFs) of power-line frequency are very common in the human environment. Electric tractions and transmission lines of high voltage are their major sources, however, household appliances are also involved in generating EMFs. Although their biological effect has not as yet been well documented, they evoke an increasing concern as being suspected of their carcinogenic effect. This concern arises mainly from epidemiological studies, which indicate an increased risk for leukemia in children living in the vicinity of transmission lines of high voltage. The author presents a review of epidemiological and experimental studies on a possible effect of power-line frequency EMFs on the development of neoplastic diseases. Epidemiological data obtained to date shows that power-line frequency EMFs do not induce cancer risk and if this is the case the risk is marginal (relevant risk of 1-4 order). Nevertheless, this risk seems to be more evident in occupational than in environmental exposure. The results of experimental studies carried out on animals disclose a possible effect of EMFs as a factor contributing to the development of cancer induced by a known carcinogen. In order to answer the question put in the title it is necessary to continue a large scale investigations especially experimental ones.","['Sliwinska-Kowalska, M']",['Sliwinska-Kowalska M'],"['Zakladu Zagrozen Fizycznych, Instytutu Medycyny Pracy, Lodzi.']",['pol'],"['English Abstract', 'Journal Article', 'Review']",Poland,Med Pr,Medycyna pracy,0376642,IM,"['Electromagnetic Fields/*adverse effects', '*Environment', 'Environmental Exposure/*adverse effects', 'Humans', 'Neoplasms/*etiology', 'Risk Factors']",2000/04/04 09:00,2000/05/08 09:00,['2000/04/04 09:00'],"['2000/04/04 09:00 [pubmed]', '2000/05/08 09:00 [medline]', '2000/04/04 09:00 [entrez]']",,ppublish,Med Pr. 1999;50(6):581-91.,,74,,,,,,,Ekspozycja srodowiskowa na pola elektromagnetyczne a ryzyko rozwoju chorob nowotworowych.,,,,,,,,,,,,
10746153,NLM,MEDLINE,20000524,20211203,0918-6158 (Print) 0918-6158 (Linking),22,12,1999 Dec,Hypericin induces both differentiation and apoptosis in human promyelocytic leukemia HL-60 cells.,1271-4,"Hypericin is a unique photosensitizing plant pigment and has been separately reported to induce differentiation and apoptosis in neoplastic cells. In this study, we examined the relationship between activities to induce differentiation and apoptosis in human promyelocytic leukemia HL-60 cells, at a concentration range of 0.15 to 0.2 microM. When treated with hypericin, the cell ratio reducible of nitroblue tetrazolium was significantly increased and the cell size was enlarged by flow cytometry analysis. Hypericin also significantly increased the ratio of the cells, which were of positive alpha-naphthyl acetate esterase activity and phagocytic activity, whereas it hardly influenced the naphthol AS-D chloroacetate esterase activity in the cells, as well as 1 alpha, 25(OH)2D3 (10 nM). In addition, hypericin increased hypodiploid nuclei and caused a nucleosomal ladder. These results indicate that hypericin induces both differentiation toward monocyte/macrophage lineage and apoptosis in HL-60 cells.","['Lee, K T', 'Kim, J I', 'Rho, Y S', 'Chang, S G', 'Jung, J C', 'Park, J H', 'Park, H J', 'Miyamoto, K']","['Lee KT', 'Kim JI', 'Rho YS', 'Chang SG', 'Jung JC', 'Park JH', 'Park HJ', 'Miyamoto K']","['College of Pharmacy, Kyung Hee University, Seoul, Korea.']",['eng'],['Journal Article'],Japan,Biol Pharm Bull,Biological & pharmaceutical bulletin,9311984,IM,"['Anthracenes', 'Antineoplastic Agents/*pharmacology', '*Apoptosis', 'Cell Differentiation/*drug effects', 'HL-60 Cells', 'Humans', 'Leukemia, Promyelocytic, Acute/pathology', 'Perylene/*analogs & derivatives/pharmacology']",2000/04/04 09:00,2000/06/08 09:00,['2000/04/04 09:00'],"['2000/04/04 09:00 [pubmed]', '2000/06/08 09:00 [medline]', '2000/04/04 09:00 [entrez]']",['10.1248/bpb.22.1271 [doi]'],ppublish,Biol Pharm Bull. 1999 Dec;22(12):1271-4. doi: 10.1248/bpb.22.1271.,"['0 (Anthracenes)', '0 (Antineoplastic Agents)', '5QD5427UN7 (Perylene)', '7V2F1075HD (hypericin)']",,,,,,,,,,,,,,,,,,,,
10746038,NLM,MEDLINE,20000511,20161124,0008-7335 (Print) 0008-7335 (Linking),138,24,1999 Dec 13,[Clinical sequelae of mutation of the CBP gene].,739-43,"Gene CBP codes for a transcriptional coactivator, which can interact with many transcriptional factors. It modifies the process of transcription stimulated by these factors by specific binding to RNA polymerase II holoenzyme or by histone acetylation. CBP gene mutation is the molecular cause of autosomal dominant genetic disease called Rubinstein-Taybi syndrome that is manifested by mental and growth retardations, by typical face malformations and broad thumbs and broad big toes. The CBP gene can be affected by the t(8;16)(p11;p13.3) translocation resulting in production of the MOZ/CBP chimeric protein and in induction of acute myeloblastic leukaemia. Therapy using topoisomerase II inhibitors can induce the t(11;16)(q23;13.3) translocation causing acute myeloid or lymphoid leukaemia or myelodysplasia through production of the MLL/CBP protein chimera.","['Smardova, J', 'Smarda, J']","['Smardova J', 'Smarda J']","['Oddeleni bunecne a molekularni onkologie, Masarykuv onkologicky ustav, Brno.']",['cze'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",Czech Republic,Cas Lek Cesk,Casopis lekaru ceskych,0004743,IM,"['CREB-Binding Protein', 'Carrier Proteins/*genetics', 'Humans', '*Mutation', 'Nuclear Proteins/genetics', 'Rubinstein-Taybi Syndrome/genetics', 'Trans-Activators/genetics', 'Translocation, Genetic']",2000/04/04 09:00,2000/05/16 09:00,['2000/04/04 09:00'],"['2000/04/04 09:00 [pubmed]', '2000/05/16 09:00 [medline]', '2000/04/04 09:00 [entrez]']",,ppublish,Cas Lek Cesk. 1999 Dec 13;138(24):739-43.,"['0 (Carrier Proteins)', '0 (Nuclear Proteins)', '0 (Trans-Activators)', '0 (citrate-binding transport protein)', 'EC 2.3.1.48 (CREB-Binding Protein)', 'EC 2.3.1.48 (CREBBP protein, human)']",46,,,,,,,Klinicke dusledky mutaci genu CBP.,,,,,,,,,,,,
10745727,NLM,MEDLINE,20000727,20191103,1038-5282 (Print) 1038-5282 (Linking),7,3,1999 Aug,The patient transit assistance scheme: the clerk's perspective.,140-7,"The Patient Transit Assistance Scheme (PTAS) is an important government program designed to ensure equity of access for residents in rural and remote Queensland to essential healthcare services. Where specialist services cannot be provided at recognised hospitals, PTAS ensures equity by accepting the responsibility for assisting with the transport and accommodation of patients and at times their escort, to locations where such services are available. This article presents research findings on the concerns of clerks involved in administering PTAS for patients with leukaemia and associated haematological disorders. The findings indicate that there are many problems with this scheme that need attention and can be remedied.","['McGrath, P']",['McGrath P'],"['Centre for Public Health Research, Queensland University of Technology, Australia. p.mcgrath@qut.edu.au']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Australia,Aust J Rural Health,The Australian journal of rural health,9305903,,"['Administrative Personnel/*organization & administration/*psychology', '*Attitude of Health Personnel', 'Guidelines as Topic', 'Health Services Accessibility/*organization & administration', 'Humans', 'Job Description', 'Needs Assessment', 'Program Evaluation', 'Queensland', 'Rural Health Services/*organization & administration', 'Transportation of Patients/*organization & administration']",2000/04/04 09:00,2000/08/01 11:00,['2000/04/04 09:00'],"['2000/04/04 09:00 [pubmed]', '2000/08/01 11:00 [medline]', '2000/04/04 09:00 [entrez]']",['10.1046/j.1440-1584.1999.00250.x [doi]'],ppublish,Aust J Rural Health. 1999 Aug;7(3):140-7. doi: 10.1046/j.1440-1584.1999.00250.x.,,,,,,,,,,,,,,,,,,,,,
10745628,NLM,MEDLINE,20000428,20071115,0925-5710 (Print) 0925-5710 (Linking),71,2,2000 Feb,Torsade de pointes associated with hypokalemia after anthracycline treatment in a patient with acute lymphocytic leukemia.,172-9,"Severe dose-dependent anthracycline cardiotoxicity is reported to cause myocardial damage resulting in congestive heart failure. However, torsade de pointes, a life-threatening arrhythmia caused by chronic anthracycline cardiotoxicity, has not been reported previously. A 16-year-old girl who developed torsade de pointes after 6 months of chemotherapy for acute lymphocytic leukemia (French-American-British classification L2) is described. When the patient was readmitted to the hospital because of syncope, peripheral blood and bone marrow analysis indicated a relapse. In addition, the patient was hypokalemic. Twenty-four-hour ambulatory electrocardiographic monitoring demonstrated QT prolongation and an episode of torsade de pointes. The electrocardiographic changes and arrhythmia improved after correction of the hypokalemia. An inverse correlation between leukocyte count and hypokalemia was observed. The patient died from pulmonary hemorrhage. Autopsy examination demonstrated myocardial degeneration consistent with damage induced by antineoplastic antibiotics. The cumulative dose of anthracycline and anthraquinone was less than the conventional dose limit associated with chronic cardiotoxicity, even for children who are more sensitive to anthracyclines. Torsade de pointes can occur in the setting of chronic anthracycline cardiotoxicity. Therefore, children or young adults who are more sensitive to anthracycline need careful observation that includes electrolyte monitoring, especially for potassium.","['Kishi, S', 'Yoshida, A', 'Yamauchi, T', 'Tsutani, H', 'Lee, J D', 'Nakamura, T', 'Naiki, H', 'Ueda, T']","['Kishi S', 'Yoshida A', 'Yamauchi T', 'Tsutani H', 'Lee JD', 'Nakamura T', 'Naiki H', 'Ueda T']","['First Department of Internal Medicine, Fukui Medical University, Japan. skishi@fmsrsa.fukui-med.ac.jp']",['eng'],"['Case Reports', 'Journal Article']",Japan,Int J Hematol,International journal of hematology,9111627,IM,"['Adolescent', 'Anthracyclines/administration & dosage/*adverse effects', 'Electrolytes/blood', 'Female', 'Humans', 'Hypokalemia/*chemically induced/complications', 'Japan', 'Leukocyte Count', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications/drug therapy', 'Torsades de Pointes/complications/*etiology']",2000/04/04 09:00,2000/05/08 09:00,['2000/04/04 09:00'],"['2000/04/04 09:00 [pubmed]', '2000/05/08 09:00 [medline]', '2000/04/04 09:00 [entrez]']",,ppublish,Int J Hematol. 2000 Feb;71(2):172-9.,"['0 (Anthracyclines)', '0 (Electrolytes)']",,,,,,,,,,,,,,,,,,,,
10745626,NLM,MEDLINE,20000428,20041117,0925-5710 (Print) 0925-5710 (Linking),71,2,2000 Feb,Delineation of the frequently deleted region on chromosome arm 13q in B-cell non-Hodgkin's lymphoma.,159-66,"The loss of a specific chromosomal region provides a clue to the elucidation of the putative tumor suppressor gene implicated in the pathogenesis and progression of tumors. To delineate the specific region(s) involved in lymphomagenesis, we performed a survey of loss of heterozygosity for 11 polymorphic microsatellite loci scattered on variable chromosome arms. We examined 20 primary lymphoma samples, including both indolent and aggressive B-cell non-Hodgkin's lymphoma (B-NHL) and Hodgkin's disease (HD), and found a significant number of B-NHLs with loss of genetic material on chromosome arm 13q at the RB1 locus (50%; 4 of 8 informative cases for the RB1 locus). To specify the 13q deletion and to narrow the critical deleted region, we examined the same 20 lymphomas by intensive microsatellite mapping analysis using 12 microsatellite markers, mapping from 13q12.3 to 13q14. We confirmed the frequent 13q14 deletion to be in the vicinity of the RB1 locus (50% of the informative NHLs for at least 1 of 12 microsatellite loci; 5 of 10 aggressive NHLs and 2 of 4 indolent NHLs, but none of 6 HDs) and determined a subchromosomal region deleted in lymphoma on 13q14 defined by D13S164-D13S273, which is an overlapped region frequently lost in chronic lymphocytic leukemia. Taken together, our data indicate that the 13q alterations are present in a wide variety of NHLs including both indolent and aggressive B-NHLs, suggesting that loss of genetic material at chromosome band 13q14 may play an important role in the formation or development of a wide variety of mature lymphoid malignancies.","['Wada, M', 'Okamura, T', 'Okada, M', 'Teramura, M', 'Masuda, M', 'Motoji, T', 'Mizoguchi, H']","['Wada M', 'Okamura T', 'Okada M', 'Teramura M', 'Masuda M', 'Motoji T', 'Mizoguchi H']","[""Department of Hematology, Tokyo Women's Medical University, Japan.""]",['eng'],['Journal Article'],Japan,Int J Hematol,International journal of hematology,9111627,IM,"['Adult', 'Aged', 'Chromosome Aberrations', 'Chromosome Disorders', 'Chromosome Mapping', '*Chromosomes, Human, Pair 13', 'Cytogenetic Analysis', 'Female', '*Gene Deletion', 'Genes, Tumor Suppressor/genetics', 'Humans', 'Loss of Heterozygosity', 'Lymphoma, B-Cell/*genetics', 'Male', 'Microsatellite Repeats', 'Middle Aged']",2000/04/04 09:00,2000/05/08 09:00,['2000/04/04 09:00'],"['2000/04/04 09:00 [pubmed]', '2000/05/08 09:00 [medline]', '2000/04/04 09:00 [entrez]']",,ppublish,Int J Hematol. 2000 Feb;71(2):159-66.,,,,,,,,,,,,,,,,,,,,,
10745625,NLM,MEDLINE,20000428,20041117,0925-5710 (Print) 0925-5710 (Linking),71,2,2000 Feb,Protein expression and constitutive phosphorylation of hematopoietic transcription factors PU.1 and C/EBP beta in acute myeloid leukemia blasts.,153-8,"The transcriptional activity of transcription factors is regulated by phosphorylation. The uncontrolled expression and constitutive activation of transcriptional regulators have been reported to cause malignant diseases. However, little is known about the phosphorylation status of tissue-specific transcription factors in human primary malignancies. Here we present the first insights into both protein expression and phosphorylation of transcription factors in a large-scale study of patients with acute myeloid leukemia (AML). We examined the expression and phosphorylation status of hematopoietic transcription factors PU.1 and C/EBP beta detected by the retarded mobility of the phosphorylated forms of the proteins. The rate of protein expression differed among French-American-British (FAB) subclasses. The expression of C/EBP beta and PU.1 were detectable in 77% and 61%, respectively, of 90 AML samples examined. The expressed PU.1 and C/EBP beta was always accompanied with both phosphorylated and unphosphorylated forms of PU.1 and C/EBP beta, respectively. Statistical significance was observed between PU.1 expression (phosphorylation) and FAB classification (M0, M4, or M5 versus M2 or M3, P < .0001). PU.1 and C/EBP beta were simultaneously detected in all M0, M4, M5 and peripheral blood monocytes, whereas in M2 and M3, the expression of the 2 transcription factors varied among samples. Examination of protein expression and phosphorylation of these lineage-specific molecules may help us to understand the functional characteristics of AML.","['Iida, H', 'Towatari, M', 'Iida, M', 'Tanimoto, M', 'Kodera, Y', 'Ford, A M', 'Saito, H']","['Iida H', 'Towatari M', 'Iida M', 'Tanimoto M', 'Kodera Y', 'Ford AM', 'Saito H']","['First Department of Internal Medicine, Nagoya University School of Medicine, Japan.']",['eng'],['Journal Article'],Japan,Int J Hematol,International journal of hematology,9111627,IM,"['Acute Disease', '*Blast Crisis', 'Bone Marrow/chemistry/pathology', 'CCAAT-Enhancer-Binding Proteins', 'DNA-Binding Proteins/biosynthesis/*metabolism/physiology', '*Hematopoiesis', 'Humans', 'Japan/epidemiology', 'Leukemia, Myeloid/epidemiology/*metabolism/physiopathology', 'Nuclear Proteins/biosynthesis/*metabolism/physiology', 'Phosphorylation', 'Proto-Oncogene Proteins/biosynthesis/*metabolism/physiology', 'Trans-Activators/biosynthesis/*metabolism/physiology', 'Transcription Factors/biosynthesis/*metabolism/physiology']",2000/04/04 09:00,2000/05/08 09:00,['2000/04/04 09:00'],"['2000/04/04 09:00 [pubmed]', '2000/05/08 09:00 [medline]', '2000/04/04 09:00 [entrez]']",,ppublish,Int J Hematol. 2000 Feb;71(2):153-8.,"['0 (CCAAT-Enhancer-Binding Proteins)', '0 (DNA-Binding Proteins)', '0 (Nuclear Proteins)', '0 (Proto-Oncogene Proteins)', '0 (Trans-Activators)', '0 (Transcription Factors)', '0 (proto-oncogene protein Spi-1)']",,,,,,,,,,,,,,,,,,,,
10745624,NLM,MEDLINE,20000428,20071115,0925-5710 (Print) 0925-5710 (Linking),71,2,2000 Feb,Therapy-related leukemia and myelodysplastic syndrome: a large-scale Japanese study of clinical and cytogenetic features as well as prognostic factors.,144-52,"It is known that alkylating agents and topoisomerase II inhibitors can cause distinct forms of therapy-related leukemia and myelodysplastic syndrome (TRL/MDS). Although several reports have been made on each of these agents separately, no study has yet been conducted to evaluate the effect of these two types of agents in the same population. In a nationwide, large-scale population study, the clinical and cytogenetic features as well as the prognostic factors in 256 patients with TRL/MDS were assessed. Median age was 61 years, and the median period of latency from primary malignancies was 47.9 months. The latency period was significantly shorter in patients undergoing chemotherapy, especially that of topoisomerase II inhibitors, for primary cancer. The morphological diagnosis of TRL/MDS was acute myeloid leukemia in 59% and MDS in 41% of patients. Chromosome abnormalities that frequently involved chromosomes 5, 7 or 11 were documented in 77% of the 189 patients examined. MLL gene rearrangements were detected in 11 of 58 subjects and were correlated with a borderline significance (P = 0.072) with topoisomerase II inhibitor administration. Overall median survival was only 9.7 months. Survival was similar in cases with or without MLL gene rearrangement. Multivariate analysis identified chromosome 5 abnormalities, hypoproteinemia, poor therapy outcomes for primary cancer, C-reactive protein, and thrombocytopenia as being significantly poor prognostic factors (P < 0.05). This large-population study provided a comprehensive update of TRL/MDS status in Japan, identified significant prognostic factors, and enabled the clinical significance of MLL gene rearrangement to be assessed.","['Takeyama, K', 'Seto, M', 'Uike, N', 'Hamajima, N', 'Ino, T', 'Mikuni, C', 'Kobayashi, T', 'Maruta, A', 'Muto, Y', 'Maseki, N', 'Sakamaki, H', 'Saitoh, H', 'Shimoyama, M', 'Ueda, R']","['Takeyama K', 'Seto M', 'Uike N', 'Hamajima N', 'Ino T', 'Mikuni C', 'Kobayashi T', 'Maruta A', 'Muto Y', 'Maseki N', 'Sakamaki H', 'Saitoh H', 'Shimoyama M', 'Ueda R']","['First Department of Internal Medicine, Nagoya University School of Medicine, Japan.']",['eng'],"['Clinical Trial', 'Journal Article', 'Multicenter Study', ""Research Support, Non-U.S. Gov't""]",Japan,Int J Hematol,International journal of hematology,9111627,IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Chromosome Aberrations', 'Chromosome Disorders', 'Cytogenetic Analysis', 'Evaluation Studies as Topic', 'Female', 'Gene Rearrangement', 'Humans', 'Japan/epidemiology', 'Leukemia/chemically induced/*genetics/mortality', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/chemically induced/*genetics/mortality', 'Neoplasms, Second Primary/chemically induced/*genetics/mortality', 'Prognosis', 'Survival', 'Treatment Outcome']",2000/04/04 09:00,2000/05/08 09:00,['2000/04/04 09:00'],"['2000/04/04 09:00 [pubmed]', '2000/05/08 09:00 [medline]', '2000/04/04 09:00 [entrez]']",,ppublish,Int J Hematol. 2000 Feb;71(2):144-52.,,,,,,,,,,,,,,,,,,,,,
10745623,NLM,MEDLINE,20000428,20191210,0925-5710 (Print) 0925-5710 (Linking),71,2,2000 Feb,Efficacy of a new formulation of lenograstim (recombinant glycosylated human granulocyte colony-stimulating factor) containing gelatin for the treatment of neutropenia after consolidation chemotherapy in patients with acute myeloid leukemia.,136-43,"The efficacy and safety of a new formulation of lenograstim (recombinant glycosylated granulocyte colony-stimulating factor) prepared by switching the stabilizer from human serum albumin (HSA) to gelatin was investigated for the treatment of neutropenia after consolidation chemotherapy in patients with acute myeloid leukemia (AML). The results obtained in the study using the gelatin-containing formulation (gelatin-lenograstim) were retrospectively compared to those obtained from a placebo-controlled double-blind randomized study (AML-DBT) using the HSA-containing formulation (HSA-lenograstim). The median time of neutrophil recovery to > or = 1000/mm3 was significantly shorter in the gelatin-lenograstim group (14 days) than in the placebo group (21 days, P = .0001), and there was no significant difference between the gelatin-lenograstim group and the HSA-lenograstim group (14.5 days of AML-DBT, P = .5462). The incidences of febrile neutropenia were significantly reduced in the gelatin-lenograstim group (24/43, 55.8%) compared to the placebo group (58/64, 90.6%, P < .0001). The incidence of fever and antibiotic use was also significantly lower in the gelatin-lenograstim group (69.8% and 83.7%, respectively) than in the placebo group (92.2%, P = .0034, and 96.9%, P = .0285, respectively). However, between the 2 groups there were no differences in the number of patients who had infectious episodes. No serious adverse drug reactions ascribed to gelatin-lenograstim were encountered. These results demonstrate that gelatin-lenograstim exerted beneficial effects in the acceleration of neutrophil recovery and in the reduction of fever, febrile neutropenia, and antibiotic use, and its efficacy was equivalent to HSA-lenograstim. Therefore, we concluded that the gelatin-lenograstim formulation, which offers no risk of virus contamination and can be stored at room temperature, is more beneficial than the HSA-lenograstim formulation.","['Takeshita, A', 'Saito, H', 'Toyama, K', 'Horiuchi, A', 'Kuriya, S', 'Furusawa, S', 'Tsuruoka, N', 'Takiguchi, T', 'Matsuda, T', 'Utsumi, M', 'Shiku, H', 'Matsui, T', 'Egami, K', 'Tamura, K', 'Ohno, R']","['Takeshita A', 'Saito H', 'Toyama K', 'Horiuchi A', 'Kuriya S', 'Furusawa S', 'Tsuruoka N', 'Takiguchi T', 'Matsuda T', 'Utsumi M', 'Shiku H', 'Matsui T', 'Egami K', 'Tamura K', 'Ohno R']","['Department of Medicine, III, Hamamatsu University School of Medicine, Shizuoka, Japan. akihirot@hama-med.ac.jp']",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article']",Japan,Int J Hematol,International journal of hematology,9111627,IM,"['Acute Disease', 'Adjuvants, Immunologic/administration & dosage/pharmacokinetics/standards', 'Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Anti-Bacterial Agents/therapeutic use', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Disease-Free Survival', 'Double-Blind Method', 'Drug Compounding', 'Female', 'Fever/epidemiology', 'Gelatin/pharmacology', 'Granulocyte Colony-Stimulating Factor/*administration & dosage/pharmacokinetics/*standards', 'Humans', 'Incidence', 'Infections', 'Lenograstim', 'Leukemia, Myeloid/*complications/therapy', 'Leukocyte Count', 'Male', 'Middle Aged', 'Neutropenia/chemically induced/complications/*drug therapy', 'Neutrophils/cytology', 'Patient Compliance', 'Placebos', 'Recombinant Proteins/administration & dosage/pharmacokinetics/standards', 'Serum Albumin/pharmacology']",2000/04/04 09:00,2000/05/08 09:00,['2000/04/04 09:00'],"['2000/04/04 09:00 [pubmed]', '2000/05/08 09:00 [medline]', '2000/04/04 09:00 [entrez]']",,ppublish,Int J Hematol. 2000 Feb;71(2):136-43.,"['0 (Adjuvants, Immunologic)', '0 (Anti-Bacterial Agents)', '0 (Placebos)', '0 (Recombinant Proteins)', '0 (Serum Albumin)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)', '6WS4C399GB (Lenograstim)', '9000-70-8 (Gelatin)']",,,,,,,,,,,,,,,,,,,,
