PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,CON,GR,CIN,PMC,TT,SI,OTO,OT,IR,FIR,IRAD,EIN,OID,GN,PS,FPS,CN,LID
9226149,NLM,MEDLINE,19970807,20210216,0006-4971 (Print) 0006-4971 (Linking),90,2,1997 Jul 15,"Transcription factors, normal myeloid development, and leukemia.",489-519,,"['Tenen, D G', 'Hromas, R', 'Licht, J D', 'Zhang, D E']","['Tenen DG', 'Hromas R', 'Licht JD', 'Zhang DE']","['Department of Medicine, Beth Israel Hospital, Harvard Medical School, Boston, MA 02115, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Blood,Blood,7603509,"['0 (Homeodomain Proteins)', '0 (Receptors, Colony-Stimulating Factor)', '0 (Transcription Factors)']",IM,"['Animals', 'Base Sequence', 'Binding Sites', 'Hematopoietic Stem Cells/cytology/metabolism/*physiology', 'Homeodomain Proteins/genetics/metabolism', 'Humans', 'Leukemia/genetics/metabolism/*physiopathology/therapy', 'Mice', 'Mice, Transgenic', 'Molecular Sequence Data', 'Receptors, Colony-Stimulating Factor/genetics/metabolism', 'Transcription Factors/genetics/*metabolism', 'Translocation, Genetic', 'Zinc Fingers']",1997/07/15 00:00,1997/07/15 00:01,['1997/07/15 00:00'],"['1997/07/15 00:00 [pubmed]', '1997/07/15 00:01 [medline]', '1997/07/15 00:00 [entrez]']",['S0006-4971(20)58923-4 [pii]'],ppublish,Blood. 1997 Jul 15;90(2):489-519.,455,,"['CA41456/CA/NCI NIH HHS/United States', 'DK48660/DK/NIDDK NIH HHS/United States', 'HL48914/HL/NHLBI NIH HHS/United States', 'etc.']",,,,,,,,,,,,,,,,
9226148,NLM,MEDLINE,19970807,20210216,0006-4971 (Print) 0006-4971 (Linking),90,2,1997 Jul 15,Juvenile myelomonocytic leukemia.,479-88,,"['Arico, M', 'Biondi, A', 'Pui, C H']","['Arico M', 'Biondi A', 'Pui CH']","['Department of Pediatrics, University of Pavia, IRCCS Policlinico S. Matteo, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Blood,Blood,7603509,,IM,"['Adolescent', 'Age Factors', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Bone Marrow Transplantation', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', '*Leukemia, Myelomonocytic, Chronic/epidemiology/physiopathology/therapy', 'Male', 'Prognosis', 'Sex Characteristics', 'Survival Rate']",1997/07/15 00:00,1997/07/15 00:01,['1997/07/15 00:00'],"['1997/07/15 00:00 [pubmed]', '1997/07/15 00:01 [medline]', '1997/07/15 00:00 [entrez]']",['S0006-4971(20)58922-2 [pii]'],ppublish,Blood. 1997 Jul 15;90(2):479-88.,103,,"['P01-CA-20180/CA/NCI NIH HHS/United States', 'P30 CA-21765/CA/NCI NIH HHS/United States']",['Blood. 1998 Jan 1;91(1):365-7. PMID: 9414312'],,,,,,,,,,,,,,,
9226134,NLM,MEDLINE,19970911,20191102,0906-6705 (Print) 0906-6705 (Linking),6,3,1997 Jun,A realistic approach to the sensitivity of PCR-DGGE and its application as a sensitive tool for the detection of clonality in cutaneous T-cell proliferations.,122-7,"The practical value of the detection of clonality within the T-cell receptor gamma locus by polymerase chain reaction for the diagnosis of cutaneous T-cell lymphomas is well known. However, studies dealing with this subject so far, with special emphasis on the sensitivity of the technique in comparison to, for example, Southern blotting have used mixtures of DNA in various concentrations instead of using mixtures of the cells involved, which would reflect the in vivo situation in a more realistic scope. The purpose of this study was therefore to determine the sensitivity and the limitations of the PCR assay by dilution experiments, using mixtures of cells. Furthermore we studied its applicability to cutaneous T-cell proliferative disorders. Two clonal T-cell lines (MyLa and Jurkat) served as positive control. Dilutions of MyLa cells, cultured normal human keratinocytes and peripheral blood mononuclear cells from lymphoma negative volunteers were used to assess the sensitivity of the PCR-DGGE assay. Skin samples from 4 patients with cutaneous T-cell lymphoma, 1 lesional lymph node, 2 blood samples from a patient with Sezary syndrome and 4 lymphoma-negative tissue samples were analysed. Two samples were uncertain for diagnosis of lymphoma. The PCR-DGGE assay consisted of a 2-round nested PCR with consensus primers within the TCR-gamma locus followed by electrophoretic separation of the product along a denaturing urea/formamide gradient gel. PCR-DGGE sensitivity was, to our knowledge, for the first time investigated for mixtures of lymphocytes (clonal and polyclonal) and keratinocytes. Clonal T-cells were detected in a concentration between 1-0.1% in keratinocytes, whereas the sensitivity was generally lower upon dilution in peripheral blood mononuclear cells or in a mixture of keratinocytes and peripheral blood mononuclear cells. Nevertheless, T-cell clonality was detected in 2 blood samples of a patient with Sezary syndrome, which were negative by Southern blot analysis. The crucial point of this work was the new approach to establish the sensitivity of the PCR-DGGE, in a way which more closely mimics the condition of clinical specimens. Instead of mixing and amplifying DNA extracted from clonal T-cell lines and polyclonal bone marrow cells, we amplified DNA from clonal and polyclonal cells which had been mixed in various ratios before DNA extraction. Polymerase chain reaction in conjunction with denaturing gradient gel electrophoresis is a sensitive and versatile molecular tool for the assessment of clonality of suspect cutaneous lesions. The determination of sensitivity using DNA extracted from premixed cells more closely corresponds to the actual test situation when testing skin samples.","['Meyer, J C', 'Hassam, S', 'Dummer, R', 'Muletta, S', 'Dobbeling, U', 'Dommann, S N', 'Burg, G']","['Meyer JC', 'Hassam S', 'Dummer R', 'Muletta S', 'Dobbeling U', 'Dommann SN', 'Burg G']","['Department of Dermatology, University Hospital, Zurich, Switzerland.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Denmark,Exp Dermatol,Experimental dermatology,9301549,"['0 (DNA, Neoplasm)', '0 (Neoplasm Proteins)', '0 (Receptors, Antigen, T-Cell, alpha-beta)', '0 (Receptors, Antigen, T-Cell, gamma-delta)']",IM,"['Blotting, Southern', 'Clone Cells/chemistry/*pathology', 'DNA, Neoplasm/*analysis/genetics', 'Electrophoresis, Polyacrylamide Gel/*methods', 'Gene Rearrangement, beta-Chain T-Cell Antigen Receptor', 'Humans', 'Keratinocytes/chemistry', 'Leukemia-Lymphoma, Adult T-Cell/pathology', 'Leukocytes, Mononuclear/chemistry', 'Lymph Nodes/chemistry/pathology', 'Lymphoma, T-Cell, Cutaneous/genetics/*pathology', 'Neoplasm Proteins/*genetics', 'Neoplastic Stem Cells/chemistry/*pathology', 'Nucleic Acid Denaturation', '*Polymerase Chain Reaction', 'Receptors, Antigen, T-Cell, alpha-beta/genetics', 'Receptors, Antigen, T-Cell, gamma-delta/*genetics', 'Sensitivity and Specificity', 'Sezary Syndrome/chemistry/pathology', 'Skin Neoplasms/genetics/*pathology', 'T-Lymphocyte Subsets/chemistry/*pathology', 'Tumor Cells, Cultured/chemistry']",1997/06/01 00:00,1997/06/01 00:01,['1997/06/01 00:00'],"['1997/06/01 00:00 [pubmed]', '1997/06/01 00:01 [medline]', '1997/06/01 00:00 [entrez]']",['10.1111/j.1600-0625.1997.tb00158.x [doi]'],ppublish,Exp Dermatol. 1997 Jun;6(3):122-7. doi: 10.1111/j.1600-0625.1997.tb00158.x.,,,,,,,,,,,,,,,,,,,
9226033,NLM,MEDLINE,19970812,20171213,0300-8916 (Print) 0300-8916 (Linking),83,2,1997 Mar-Apr,Tuberculous skeletal muscle involvement in acute leukemia: report on two cases.,618-20,"Bacterial infection of skeletal muscle (pyomyositis) is usually followed by abscess formation. The most commonly isolated pathogen is Staphylococcus aureus. Tuberculosis rarely affects patients with acute leukemia. The authors report on 2 patients, one with acute myelogenous leukemia and the other with acute lymphoblastic leukemia whose clinical course was complicated by tuberculous skeletal muscle abscesses. In both instances, musculoskeletal pain was accompanied by evidence of muscle abscesses by imaging studies of the painful areas. Therefore, in patients with acute leukemia and evidence of muscle abscesses with initial cultures negative for bacteria and fungi, one should include tuberculosis in the differential diagnosis.","['del Giglio, A', 'Pinczowski, H', 'Portugal, G', 'Feher, O']","['del Giglio A', 'Pinczowski H', 'Portugal G', 'Feher O']","['ABC Foundation School of Medicine, Sao Paulo, Brazil. sandrabr@netpoint.com.br']",['eng'],"['Case Reports', 'Journal Article']",United States,Tumori,Tumori,0111356,,IM,"['Abscess/*complications/*microbiology', 'Adult', 'Aged', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*complications', 'Muscular Diseases/*complications/*microbiology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications', 'Tuberculosis/*complications']",1997/03/01 00:00,1997/03/01 00:01,['1997/03/01 00:00'],"['1997/03/01 00:00 [pubmed]', '1997/03/01 00:01 [medline]', '1997/03/01 00:00 [entrez]']",,ppublish,Tumori. 1997 Mar-Apr;83(2):618-20.,,,,,,,,,,,,,,,,,,,
9226004,NLM,MEDLINE,19970807,20190516,0741-5400 (Print) 0741-5400 (Linking),62,1,1997 Jul,Targeting antiviral nucleotide analogues to macrophages.,133-7,"Macrophages are important target cells for human immunodeficiency virus type 1 (HIV-1) infection. We have developed a drug targeting system for the selective delivery of phosphorylated nucleoside analogues to these phagocytosing cells. This system is based on the possibility of encapsulating the phosphorylated drugs into autologous erythrocytes and on the subsequent selective modification of their membranes to promote macrophage recognition and phagocytosis. Targeted delivery of phosphorylated nucleoside analogues to human, feline, and murine macrophages inhibits the infectivity of HIV-1, feline immunodeficiency virus, and LP-BM5 viruses more efficiently than the administration of the corresponding nucleoside analogues. In vivo administration of 2',3'-dideoxycytidine 5'-triphosphate (ddCTP) encapsulated into autologous erythrocytes to LP-BM5-infected mice was found to reduce infectivity and disease progression. Furthermore, the simultaneous administration of AZT or ddC produced additive antiviral effects. The possibility of using red cells as drug targeting systems was useful for the design, synthesis, and delivery of new antiviral nucleoside analogues. As a prototype of these new drugs, di-(thymidine-3'-azido-2',3'-dideoxy-D-riboside)-5'-5'-p1-p2-pyrophospha te (AZTp2AZT) was prepared. Although this drug in solution has the same antiviral activity as AZT, when administered encapsulated into erythrocytes it was several times more efficient in inhibiting the infectivity of human, feline, and murine immunodeficiency viruses. Thus, the availability of a drug targeting system for the selective delivery of antivirals to macrophages offers an additional possibility for the development of new drugs and of new combination antiviral therapies.","['Magnani, M', 'Rossi, L', 'Fraternale, A', 'Casabianca, A', 'Brandi, G', 'Benatti, U', 'De Flora, A']","['Magnani M', 'Rossi L', 'Fraternale A', 'Casabianca A', 'Brandi G', 'Benatti U', 'De Flora A']","['Institute of Biochemistry Giorgio Fornaini, University of Urbino, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,J Leukoc Biol,Journal of leukocyte biology,8405628,"['0 (Antiviral Agents)', '0 (Deoxycytosine Nucleotides)', '0 (Dideoxynucleotides)', '0 (Drug Carriers)', '0 (Nucleotides)', '0 (Thymine Nucleotides)', '0 (azidothymidine homodinucleotide)', '4B9XT59T7S (Zidovudine)', ""66004-77-1 (2',3'-dideoxycytidine 5'-triphosphate)""]",IM,"['Animals', 'Antiviral Agents/*administration & dosage/pharmacokinetics/*pharmacology', 'Cats', 'Deoxycytosine Nucleotides/administration & dosage/pharmacokinetics/pharmacology', 'Dideoxynucleotides', 'Drug Carriers', 'Erythrocytes', 'HIV-1/drug effects/*physiology', 'Humans', 'Immunodeficiency Virus, Feline/drug effects/*physiology', 'Leukemia Virus, Murine/drug effects/*physiology', 'Macrophages/*physiology/*virology', 'Mice', 'Murine Acquired Immunodeficiency Syndrome/drug therapy', 'Nucleotides/administration & dosage/pharmacokinetics/pharmacology', 'Thymine Nucleotides', 'Virus Replication/*drug effects', 'Zidovudine/administration & dosage/analogs & derivatives/pharmacokinetics/pharmacology']",1997/07/01 00:00,1997/07/01 00:01,['1997/07/01 00:00'],"['1997/07/01 00:00 [pubmed]', '1997/07/01 00:01 [medline]', '1997/07/01 00:00 [entrez]']",['10.1002/jlb.62.1.133 [doi]'],ppublish,J Leukoc Biol. 1997 Jul;62(1):133-7. doi: 10.1002/jlb.62.1.133.,32,,,,,,,,,,,,,,,,,,
9225948,NLM,MEDLINE,19970807,20131121,0344-5704 (Print) 0344-5704 (Linking),40,4,1997,Intratumor distribution of doxorubicin following i.v. administration of drug encapsulated in egg phosphatidylcholine/cholesterol liposomes.,309-17,"PURPOSE: A pharmacological evaluation of an egg phosphatidylcholine/cholesterol (55:45 mole ratio, EPC/Chol) liposome doxorubicin formulation was carried out. The objective was to define liposomal lipid and drug distribution within sites of tumor growth following intravenous (i.v.) administration to female BDF1 mice bearing either Lewis lung carcinoma, B16/BL6 melanoma, or L1210 ascitic tumors. METHODS: Mice were injected i.v. with EPC/Chol liposomal doxorubicin, and plasma and tumor levels of lipid and drug were determined 1, 4 and 24 h late with radiolabeled lipid and fluorimetry or fluorescence microscopy, respectively. In addition, single-cell suspensions of the Lewis lung and B16/BL6 tumors were prepared and the presence of macrophages was determined with an FITC-labeled rat antimouse CD11b (MAC-1) antibody. RESULTS: For mice bearing the Lewis lung solid tumors, there was a time-dependent accumulation of liposomal lipid, with a plateau of approximately 500 micrograms lipid/g tumor at 48 h. In contrast, the apparent plateau (microgram doxorubicin/g tumor) for doxorubicin was achieved at 1 h and remained constant over a 72-h time course. In comparison with free drug administered at the maximum tolerated dose (MTD, 20 mg/kg) doxorubicin levels in tumors were two- to threefold greater when the drug was administered in liposomal form. The increase in drug delivery was comparable for both solid tumors. With animals bearing the L1210 ascitic tumor, drug exposure was as much as ten times greater (in comparison with free drug) when doxorubicin was administered in liposomes. An evaluation of single-cell suspensions prepared from the two solid tumors suggested that more than 98% of the tumor-associated drug and liposomal lipid was not tumor cell-associated. Histological studies with the Lewis lung carcinoma, however, revealed that a proportion of the drug did colocalize with tumor-associated macrophages. Analysis of cells obtained from mice bearing ascitic tumors showed that more than 80% of the cell-associated drug could be removed by procedures designed to remove adherent cells. CONCLUSION: The results summarized here suggest drug concentrations within a solid tumor, such as the Lewis lung carcinoma, are constant over time when the drug is given in a ""leaky"" EPC/Chol formulation. The results also suggest that liposomal lipid within sites of tumor growth is primarily localized within the interstitial spaces or tumor-associated macrophages.","['Harasym, T O', 'Cullis, P R', 'Bally, M B']","['Harasym TO', 'Cullis PR', 'Bally MB']","['British Columbia Cancer Agency, Vancouver, Canada.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Cancer Chemother Pharmacol,Cancer chemotherapy and pharmacology,7806519,"['0 (Antibiotics, Antineoplastic)', '0 (Drug Carriers)', '0 (Liposomes)', '0 (Macrophage-1 Antigen)', '0 (Phosphatidylcholines)', '80168379AG (Doxorubicin)', '97C5T2UQ7J (Cholesterol)']",IM,"['Animals', 'Antibiotics, Antineoplastic/administration & dosage/*pharmacokinetics', 'Carcinoma, Lewis Lung/*metabolism/pathology', 'Cholesterol', 'Doxorubicin/administration & dosage/*pharmacokinetics', 'Drug Carriers', 'Drug Delivery Systems', 'Female', 'Fluorescent Antibody Technique, Indirect', 'Injections, Intravenous', 'Leukemia L1210/*metabolism/pathology', 'Liposomes', 'Macrophage-1 Antigen/metabolism', 'Melanoma, Experimental/*metabolism/pathology', 'Mice', 'Phosphatidylcholines', 'Tissue Distribution']",1997/01/01 00:00,1997/01/01 00:01,['1997/01/01 00:00'],"['1997/01/01 00:00 [pubmed]', '1997/01/01 00:01 [medline]', '1997/01/01 00:00 [entrez]']",['10.1007/s002800050662 [doi]'],ppublish,Cancer Chemother Pharmacol. 1997;40(4):309-17. doi: 10.1007/s002800050662.,,,,,,,,,,,,,,,,,,,
9225910,NLM,MEDLINE,19970826,20190914,0039-6060 (Print) 0039-6060 (Linking),122,1,1997 Jul,"Splenectomy in the accelerated or blastic phase of chronic myelogenous leukemia: a single-institution, 25-year experience.",20-5,"BACKGROUND: Patients in the accelerated or blastic phases of chronic myelogenous leukemia (CML) often have painful splenomegaly and secondary thrombocytopenia. We tested the hypothesis that splenectomy can be performed with minimal complications in advanced CML, thereby alleviating pain, reversing thrombocytopenia, and minimizing transfusion requirements. METHODS: We reviewed the records of 53 patients in the accelerated or blastic phases of CML who underwent splenectomy between 1970 and 1995 at the U. T. M. D. Anderson Cancer Center. RESULTS: Twenty-eight patients were in accelerated phase and 25 in blastic phase at the time of splenectomy. The most common indications for splenectomy were symptomatic splenomegaly (median splenic weight, 1000 gm; range, 120 to 6700 gm) or thrombocytopenia (platelet count less than 100,000/microliter) or both. There was 1 death within 30 days of splenectomy. The preoperative platelet count increased 3.72-fold +/- 0.53-fold (mean +/- SEM) by postoperative day 7 (p < 0.001; paired t test). Patients with transfusion-dependent thrombocytopenia had significantly fewer platelet and red blood cell transfusions in the 6 months after splenectomy than in the 6 months before splenectomy (p = 0.016; sign test). CONCLUSIONS: Splenectomy can be performed with minimal morbidity and mortality in advanced CML, thereby relieving symptomatic splenomegaly, reversing thrombocytopenia, and minimizing transfusion requirements.","['Bouvet, M', 'Babiera, G V', 'Termuhlen, P M', 'Hester, J P', 'Kantarjian, H M', 'Pollock, R E']","['Bouvet M', 'Babiera GV', 'Termuhlen PM', 'Hester JP', 'Kantarjian HM', 'Pollock RE']","['Department of Surgical Oncology, U. T. M. D. Anderson Cancer Center, Houston 77030, USA.']",['eng'],['Journal Article'],United States,Surgery,Surgery,0417347,,IM,"['Adolescent', 'Adult', 'Aged', 'Blast Crisis/*surgery', 'Blood Transfusion', 'Child', 'Female', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/mortality/*pathology/*surgery', 'Middle Aged', 'Platelet Count', 'Postoperative Complications/mortality', 'Spleen/pathology/surgery', '*Splenectomy/adverse effects', 'Survival Analysis', 'Thrombocytopenia/etiology']",1997/07/01 00:00,1997/07/01 00:01,['1997/07/01 00:00'],"['1997/07/01 00:00 [pubmed]', '1997/07/01 00:01 [medline]', '1997/07/01 00:00 [entrez]']","['S0039-6060(97)90259-2 [pii]', '10.1016/s0039-6060(97)90259-2 [doi]']",ppublish,Surgery. 1997 Jul;122(1):20-5. doi: 10.1016/s0039-6060(97)90259-2.,,,,,,,,,,,,,,,,,,,
9225609,NLM,MEDLINE,19970818,20041117,0032-0943 (Print) 0032-0943 (Linking),63,3,1997 Jun,Steroidal saponins from Asparagus officinalis and their cytotoxic activity.,258-62,"Two oligofurostanosides were isolated from the seeds of Asparagus officinalis L and their structures characterized as 3-O-[alpha-L-rhamnopyranosyl-(1-->2)-(alpha-L-rhamnopyranosyl- (1-->4))-beta-D-glucopyranosyl]-26-O-[beta-D-glucopyranosyl]-(25R) -22 alpha-methoxyfurost-5-ene-3 beta,26-diol(methyl protodioscin) and its corresponding 22 alpha-hydroxy analogue (protodioscin). The structural identification was performed using detailed analysis of 1H- and 13C-NMR spectra including two-dimensional NMR spectroscopy (COSY, HMQC, NOESY and HMBC), and chemical conversions. These two compounds have been shown to inhibit the growth of human leukemia HL-60 cells in culture and macromolecular synthesis in a dose-dependent manner. The inhibitory effect on DNA synthesis was found to be irreversible.","['Shao, Y', 'Poobrasert, O', 'Kennelly, E J', 'Chin, C K', 'Ho, C T', 'Huang, M T', 'Garrison, S A', 'Cordell, G A']","['Shao Y', 'Poobrasert O', 'Kennelly EJ', 'Chin CK', 'Ho CT', 'Huang MT', 'Garrison SA', 'Cordell GA']","['Department of Plant Science, Cook College, Rutgers, State University of New Jersey, New Brunswick 08903, USA.']",['eng'],['Journal Article'],Germany,Planta Med,Planta medica,0066751,"['0 (Plant Extracts)', '0 (Saponins)', '0 (Steroids)']",IM,"['Carbohydrate Conformation', 'Carbohydrate Sequence', 'Cell Division/drug effects', 'Cell Survival/drug effects', 'HL-60 Cells/*drug effects', 'Humans', 'Molecular Sequence Data', 'Plant Extracts', 'Saponins/*chemistry/isolation & purification/toxicity', 'Seeds/chemistry', 'Steroids/*chemistry/isolation & purification/toxicity', 'Vegetables/*chemistry']",1997/06/01 00:00,1997/06/01 00:01,['1997/06/01 00:00'],"['1997/06/01 00:00 [pubmed]', '1997/06/01 00:01 [medline]', '1997/06/01 00:00 [entrez]']",['10.1055/s-2006-957667 [doi]'],ppublish,Planta Med. 1997 Jun;63(3):258-62. doi: 10.1055/s-2006-957667.,,,,,,,,,,,,,,,,,,,
9225475,NLM,MEDLINE,19970815,20181113,0962-8452 (Print) 0962-8452 (Linking),264,1383,1997 Jun 22,Dynamics of two feline retroviruses (FIV and FeLV) within one population of cats.,785-94,"We present a deterministic model of the dynamics of two microparasites simultaneously infecting a single host population. Both microparasites are feline retroviruses, namely Feline Immunodeficiency Virus (FIV) and Feline Leukaemia Virus (FeLV). The host is the domestic cat Felis catus. The model has been tested with data generated by a long-term study of several natural cat populations. Stability analysis and simulations show that, once introduced in a population, FIV spreads and is maintained, while FeLV can either disappear or persist. Moreover, introduction of both viruses into the population induces an equilibrium state for individuals of each different pathological class. The viruses never induce the extinction of the population. Furthermore, whatever the outcome for the host population (persistence of FIV only, or of both viruses), the global population size at the equilibrium state is only slightly lower than it would have been in the absence of the infections (i.e. at the carrying capacity), indicating a low impact of the viruses on the population. Finally, the impact of the diseases examined simultaneously is higher than the sum of the impact of the two diseases examined separately. This seems to be due to a higher mortality rate when both viruses infect a single individual.","['Courchamp, F', 'Suppo, C', 'Fromont, E', 'Bouloux, C']","['Courchamp F', 'Suppo C', 'Fromont E', 'Bouloux C']","['UMR CNRS 5558 Biometrie, Genetique et Biologie des Populations, Universite Claude Bernard Lyon I, Villeurbanne, France. franck@complex.ucsd.edu']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S.""]",England,Proc Biol Sci,Proceedings. Biological sciences,101245157,,IM,"['Animals', 'Cats/*virology', 'Feline Acquired Immunodeficiency Syndrome/*physiopathology/transmission', 'Immunodeficiency Virus, Feline/isolation & purification/*physiology', 'Leukemia Virus, Feline/isolation & purification/*physiology', 'Leukemia, Feline/*physiopathology/transmission/virology', '*Models, Biological']",1997/06/22 00:00,1997/06/22 00:01,['1997/06/22 00:00'],"['1997/06/22 00:00 [pubmed]', '1997/06/22 00:01 [medline]', '1997/06/22 00:00 [entrez]']",['10.1098/rspb.1997.0111 [doi]'],ppublish,Proc Biol Sci. 1997 Jun 22;264(1383):785-94. doi: 10.1098/rspb.1997.0111.,,,,,PMC1688431,,,,,,,,,,,,,,
9225365,NLM,MEDLINE,19970826,20190905,0901-9928 (Print) 0901-9928 (Linking),80,6,1997 Jun,"Modulation of the megakaryoblastic Dami cell line differentiation by phosphodiesterase inhibitors and imidazo[1,2-a]pyrazine derivatives.",286-9,"Phosphodiesterase inhibitors have been shown to modulate cell differentiation. We have previously shown that a series of imidazo[1,2-a]pyrazine derivatives displayed inhibitory effects on phosphodiesterase isoenzymes types III. IV and V isolated from Dami cells and on Dami cell growth. In the present study we have investigated the effect of these derivatives on the expression of two differentiation markers, glycoproteins Ib and IIb/IIIa of the human megakaryoblastic leukaemic Dami cell line in comparison to those elicited by 3-isobutyl-1-methylxanthine and selective phosphodiesterase inhibitors of types 1 (8-methoxymetyl-1-methyl-3-(2-methylpropyl) xanthine), III (Milrinone), IV (RO-201724) and V (Zaprinast). Imidazo[1,2-a]pyrazine derivatives, 3-isobutyl-1-methylxanthine and selective phosphodiesterase inhibitors, except 8-methoxymethyl-1-methyl-3-(2-methylpropyl) xanthine, decreased glycoprotein Ib expression. SCA40, SCA41, SCA44 and 3-isobutyl-1-methylxanthine-but not the other compounds affected the expression of glycoprotein IIb/IIIa in a positive manner. The effects of imidazo[1,2-a]pyrazine derivatives on glycoprotein expression appeared to be related to their phosphodiesterase inhibitory potency.","['Zurbonsen, K', 'Michel, A', 'Vittet, D', 'Bonnet, P A', 'Chevillard, C']","['Zurbonsen K', 'Michel A', 'Vittet D', 'Bonnet PA', 'Chevillard C']","['INSERM U.300, Faculty de Pharmacy, Montpellier, France.']",['eng'],['Journal Article'],Denmark,Pharmacol Toxicol,Pharmacology & toxicology,8702180,"['0 (Glycoproteins)', '0 (Phosphodiesterase Inhibitors)', '0 (Pyrazines)', '31356-94-2 (8-bromocyclic GMP)', 'H2D2X058MU (Cyclic GMP)']",IM,"['Cell Differentiation/*drug effects', 'Cell Line', 'Cyclic GMP/analogs & derivatives/pharmacology', 'Flow Cytometry', 'Glycoproteins/biosynthesis', 'Humans', 'In Vitro Techniques', 'Leukemia, Megakaryoblastic, Acute/enzymology/immunology/*metabolism/pathology', 'Phosphodiesterase Inhibitors/*pharmacology', 'Pyrazines/*pharmacology']",1997/06/01 00:00,1997/06/01 00:01,['1997/06/01 00:00'],"['1997/06/01 00:00 [pubmed]', '1997/06/01 00:01 [medline]', '1997/06/01 00:00 [entrez]']",['10.1111/j.1600-0773.1997.tb01975.x [doi]'],ppublish,Pharmacol Toxicol. 1997 Jun;80(6):286-9. doi: 10.1111/j.1600-0773.1997.tb01975.x.,,,,,,,,,,,,,,,,,,,
9225078,NLM,MEDLINE,19970806,20190826,0145-2126 (Print) 0145-2126 (Linking),21,5,1997 May,Early transformation to acute myeloblastic leukaemia with the acquisition of inv(16) in Ph positive chronic granulocytic leukaemia.,473-4,,"['Myint, H', 'Ross, F M', 'Hall, J L', 'Hamblin, T J']","['Myint H', 'Ross FM', 'Hall JL', 'Hamblin TJ']","['Department of Haematology, Royal Bournemouth Hospital, UK.']",['eng'],"['Case Reports', 'Journal Article']",England,Leuk Res,Leukemia research,7706787,"['04079A1RDZ (Cytarabine)', 'ZRP63D75JW (Idarubicin)']",IM,"['Adult', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Chromosome Aberrations', 'Chromosome Disorders', '*Chromosome Inversion', 'Chromosome Mapping', 'Chromosomes, Human, Pair 16', 'Chromosomes, Human, Pair 22', 'Chromosomes, Human, Pair 9', 'Cytarabine/administration & dosage', 'Fatal Outcome', 'Humans', 'Idarubicin/administration & dosage', 'Karyotyping', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/drug therapy/*genetics/pathology', 'Leukemia, Myeloid, Acute/drug therapy/*genetics/pathology', 'Male', '*Philadelphia Chromosome']",1997/05/01 00:00,1997/05/01 00:01,['1997/05/01 00:00'],"['1997/05/01 00:00 [pubmed]', '1997/05/01 00:01 [medline]', '1997/05/01 00:00 [entrez]']","['S0145212697000702 [pii]', '10.1016/s0145-2126(97)00070-2 [doi]']",ppublish,Leuk Res. 1997 May;21(5):473-4. doi: 10.1016/s0145-2126(97)00070-2.,,,,,,,,,,,,,,,,,,,
