PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,GR,AID,CIN,PMC,TT,SI,EIN,OID
3469612,NLM,MEDLINE,19870330,20190903,0031-3025 (Print) 0031-3025 (Linking),18,4,1986 Oct,Diagnosis of granulocytic sarcoma facilitated by monoclonal antibodies.,469-72,"A 36 year old woman presented with a nasopharyngeal tumour which was diagnosed and treated as diffuse large cell lymphoma. Twelve mth later the patient developed acute myeloid leukemia. At this stage, the original biopsies were reviewed and considered in retrospect to be granulocytic sarcoma on the basis of staining for chloracetate esterase and lysozyme. She achieved and maintained marrow and peripheral blood remission with chemotherapy, but developed several cutaneous nodules and 2 breast lumps. One breast lump was excised and was found, by the use of monoclonal antibodies, to carry myeloid markers. Thus monoclonal antibodies provided additional confirmatory evidence for the diagnosis of granulocytic sarcoma.","['Juneja, S K', 'Pilkington, G R', 'Ding, J C', 'Cooper, I A']","['Juneja SK', 'Pilkington GR', 'Ding JC', 'Cooper IA']",,['eng'],"['Case Reports', 'Journal Article']",England,Pathology,Pathology,0175411,"['0 (Antibodies, Monoclonal)', 'EC 3.1.1.- (Carboxylic Ester Hydrolases)', 'EC 3.1.1.- (chloroacetate esterase)', 'EC 3.2.1.17 (Muramidase)']",IM,"['Adult', '*Antibodies, Monoclonal', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Carboxylic Ester Hydrolases/metabolism', 'Female', 'Humans', 'Leukemia, Myeloid/*diagnosis/drug therapy/enzymology', 'Muramidase/metabolism', 'Nasopharyngeal Neoplasms/diagnosis/drug therapy/enzymology']",1986/10/01 00:00,1986/10/01 00:01,['1986/10/01 00:00'],"['1986/10/01 00:00 [pubmed]', '1986/10/01 00:01 [medline]', '1986/10/01 00:00 [entrez]']",ppublish,Pathology. 1986 Oct;18(4):469-72. doi: 10.3109/00313028609087571.,,['10.3109/00313028609087571 [doi]'],,,,,,
3469539,NLM,MEDLINE,19870408,20190514,0028-3878 (Print) 0028-3878 (Linking),37,3,1987 Mar,Infiltrative polyneuropathy due to acute monoblastic leukemia in hematologic remission.,474-7,"A 66-year-old man with acute monoblastic leukemia developed acute polyneuropathy with quadriplegia, autonomic instability, and respiratory failure while he was in hematologic remission following both systemic and intrathecal chemotherapy. Autopsy revealed dense infiltration of somatic and autonomic peripheral nerves, sparing the meninges. There was a small peripheral infiltrate in one of four dorsal root ganglia, but, otherwise, sensory and autonomic ganglia were normal. The blood-nerve barrier may allow some malignant cells to escape cytotoxic agents. The epineurium and ganglia lack a blood-tissue barrier, and malignant cells could have been eradicated at those sites.","['Krendel, D A', 'Albright, R E', 'Graham, D G']","['Krendel DA', 'Albright RE', 'Graham DG']",,['eng'],"['Case Reports', 'Journal Article']",United States,Neurology,Neurology,0401060,,IM,"['Action Potentials', 'Aged', 'Humans', 'Leukemia, Monocytic, Acute/*pathology/physiopathology', 'Male', 'Neural Conduction', 'Peripheral Nervous System Neoplasms/*pathology/physiopathology', 'Reaction Time']",1987/03/01 00:00,1987/03/01 00:01,['1987/03/01 00:00'],"['1987/03/01 00:00 [pubmed]', '1987/03/01 00:01 [medline]', '1987/03/01 00:00 [entrez]']",ppublish,Neurology. 1987 Mar;37(3):474-7. doi: 10.1212/wnl.37.3.474.,,['10.1212/wnl.37.3.474 [doi]'],,,,,,
3469527,NLM,MEDLINE,19870407,20161123,0893-2751 (Print) 0893-2751 (Linking),,3,1987,Radiolabeled antibody: iodine versus radiometal chelates.,149-51,"The use of monoclonal antibodies in radioimmunoimaging and radioimmunotherapy was investigated in the Rauscher murine erythroleukemia system. Immunoglobulins labeled with isotopes of iodine or with chelated radiometals were compared with respect to efficiency of radiolabeling, in vitro and in vivo chemical stability of incorporated isotope, catabolism, kinetics of tumor targeting, and therapeutic efficacy. Labeling was found to be efficient for all isotopes studied, including those of iodine, scandium, yttrium, indium, gadolinium, and bismuth. The use of isotopes of iodine was limited due to rapid catabolism from the tumor target within a few hours; in contrast, antibody labeled with indium or gadolinium reached maximal tumor levels within 6 to 12 hours of injection and showed a biologic half-life at the tumor of 2 to 3 days. With yttrium, tumor levels were stable up to 5 days after injection. Our findings are discussed with relevance to current and future applications of radiolabeled antibodies.","['Anderson, W T', 'Strand, M']","['Anderson WT', 'Strand M']",,['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,NCI Monogr,NCI monographs : a publication of the National Cancer Institute,8610384,"['0 (Antibodies, Monoclonal)', '0 (Antibodies, Neoplasm)', '0 (Iodine Radioisotopes)', '0 (Radioisotopes)']",IM,"['Animals', '*Antibodies, Monoclonal', 'Antibodies, Neoplasm', '*Iodine Radioisotopes', 'Leukemia, Erythroblastic, Acute/*diagnostic imaging/radiotherapy', 'Mice', 'Mice, Inbred BALB C', '*Radioisotopes', 'Radionuclide Imaging', 'Rauscher Virus']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,NCI Monogr. 1987;(3):149-51.,"['CP-81052/CP/NCI NIH HHS/United States', 'GM-0730909/GM/NIGMS NIH HHS/United States']",,,,,,,
3469520,NLM,MEDLINE,19870407,20071115,0028-4793 (Print) 0028-4793 (Linking),316,13,1987 Mar 26,Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 13-1987. A 20-year-old man with acute lymphoid leukemia and a swollen forearm.,797-806,,,,,['eng'],"['Case Reports', 'Journal Article']",United States,N Engl J Med,The New England journal of medicine,0255562,,IM,"['Adult', 'Bone Marrow/pathology', 'Humans', 'Leukemia, Lymphoid/diagnosis/*pathology', 'Leukemia, Myeloid, Acute/diagnosis/*pathology', 'Male', 'Neoplasm Invasiveness', 'Soft Tissue Neoplasms/pathology']",1987/03/26 00:00,1987/03/26 00:01,['1987/03/26 00:00'],"['1987/03/26 00:00 [pubmed]', '1987/03/26 00:01 [medline]', '1987/03/26 00:00 [entrez]']",ppublish,N Engl J Med. 1987 Mar 26;316(13):797-806. doi: 10.1056/NEJM198703263161308.,,['10.1056/NEJM198703263161308 [doi]'],,,,,,
3469509,NLM,MEDLINE,19870415,20210526,0270-7306 (Print) 0270-7306 (Linking),7,2,1987 Feb,Construction of a defective retrovirus containing the human hypoxanthine phosphoribosyltransferase cDNA and its expression in cultured cells and mouse bone marrow.,854-63,"Defective ecotropic and amphotropic retroviral vectors containing the cDNA for human hypoxanthine phosphoribosyltransferase (HPRT) were developed for efficient gene transfer and high-level cellular expression of HPRT. Helper cell clones which produced a high viral titer were generated by a simplified method which minimizes cell culture. We used the pZIP-NeoSV(X) vector containing a human hprt cDNA. Viral titers (1 X 10(3) to 5 X 10(4)/ml) of defective SVX HPRT B, a vector containing both the hprt and neo genes, were increased 3- to 10-fold by cocultivation of the ecotropic psi 2 and amphotropic PA-12 helper cells. Higher viral titers (8 X 10(5) to 7.5 X 10(6] were obtained when nonproducer NIH 3T3 cells or psi 2 cells carrying a single copy of SVX HPRT B were either transfected or infected by Moloney leukemia virus. The SVX HPRT B defective virus partially corrected the HPRT deficiency (4 to 56% of normal) of cultured rodent and human Lesch-Nyhan cells. However, instability of HPRT expression was detected in several infected clones. In these unstable variants, both retention and loss of the SVX HPRT B sequences were observed. In the former category, cells which became HPRT- (6-thioguanine resistant [6TGr]) also became G418s, indicative of a cis-acting down regulation of expression. Both hypoxanthine-aminopterin-thymidine resistance (HATr) and G418r could be regained by counterselection in hypoxanthine-aminopterin-thymidine. In vitro mouse bone marrow experiments indicated low-level expression of the neo gene in in vitro CFU assays. Individual CFU were isolated and pooled, and the human hprt gene was shown to be expressed. These studies demonstrated the applicability of vectors like SVX HPRT B for high-titer production of defective retroviruses required for hematopoietic gene transfer and expression.","['Chang, S M', 'Wager-Smith, K', 'Tsao, T Y', 'Henkel-Tigges, J', 'Vaishnav, S', 'Caskey, C T']","['Chang SM', 'Wager-Smith K', 'Tsao TY', 'Henkel-Tigges J', 'Vaishnav S', 'Caskey CT']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Mol Cell Biol,Molecular and cellular biology,8109087,"['0 (RNA, Messenger)', '9007-49-2 (DNA)', 'EC 2.4.2.8 (Hypoxanthine Phosphoribosyltransferase)', 'I16QD7X297 (Neomycin)']",IM,"['Bone Marrow/physiology', 'Cells, Cultured', 'DNA/genetics', 'Defective Viruses/genetics', 'Gene Expression Regulation', 'Genetic Engineering/methods', 'Genetic Vectors', 'Humans', 'Hypoxanthine Phosphoribosyltransferase/*genetics', 'Neomycin/genetics', 'RNA, Messenger/genetics', 'Retroviridae/genetics', 'Time Factors', 'Virus Replication']",1987/02/01 00:00,1987/02/01 00:01,['1987/02/01 00:00'],"['1987/02/01 00:00 [pubmed]', '1987/02/01 00:01 [medline]', '1987/02/01 00:00 [entrez]']",ppublish,Mol Cell Biol. 1987 Feb;7(2):854-63. doi: 10.1128/mcb.7.2.854-863.1987.,,['10.1128/mcb.7.2.854-863.1987 [doi]'],,PMC365144,,,,
3469494,NLM,MEDLINE,19870413,20081121,0723-5003 (Print) 0723-5003 (Linking),81,25-26,1986 Dec 12,[Clinicopathologic conference. Acute myeloid leukemia with accompanying fibrosis: on the differential diagnosis of an increase in fibers in acute myeloproliferative diseases].,837-42,,"['Zankovich, R', 'Klein, H', 'Thiele, J', 'Diehl, V']","['Zankovich R', 'Klein H', 'Thiele J', 'Diehl V']",,['ger'],"['Case Reports', 'Journal Article']",Germany,Med Klin (Munich),"Medizinische Klinik (Munich, Germany : 1983)",8303501,['0 (Reticulin)'],IM,"['Biopsy', 'Bone Marrow/pathology', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', 'Middle Aged', 'Primary Myelofibrosis/*pathology', 'Reticulin/metabolism']",1986/12/12 00:00,2000/03/22 09:00,['1986/12/12 00:00'],"['1986/12/12 00:00 [pubmed]', '2000/03/22 09:00 [medline]', '1986/12/12 00:00 [entrez]']",ppublish,Med Klin (Munich). 1986 Dec 12;81(25-26):837-42.,,,,,Klinisch-pathologische Konferenz. Akute myeloische Leukamie mit begleitender Fibrose: Zur Differentialdiagnose der Faservermehrung bei akuten myeloproliferativen Erkrankungen.,,,
3469488,NLM,MEDLINE,19870408,20151119,0025-7753 (Print) 0025-7753 (Linking),88,1,1987 Jan 10,[Diagnosis and intensive treatment of acute leukemia in pregnancy].,28-31,,"['Sierra, J', 'Urbano Ispizua, A', 'Cararach, V', 'Carreras, E', 'Fortuny, A', 'Granena, A', 'Rozman, C']","['Sierra J', 'Urbano Ispizua A', 'Cararach V', 'Carreras E', 'Fortuny A', 'Granena A', 'Rozman C']",,['spa'],"['Case Reports', 'English Abstract', 'Journal Article']",Spain,Med Clin (Barc),Medicina clinica,0376377,"['04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', 'FTK8U1GZNX (Thioguanine)', 'VB0R961HZT (Prednisone)', 'ZS7284E0ZP (Daunorubicin)', 'DATOP protocol']",IM,"['Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/diagnosis/*drug therapy', 'Prednisone/administration & dosage', 'Pregnancy', 'Pregnancy Complications, Neoplastic/diagnosis/*drug therapy', 'Thioguanine/administration & dosage', 'Vincristine/administration & dosage']",1987/01/10 00:00,1987/01/10 00:01,['1987/01/10 00:00'],"['1987/01/10 00:00 [pubmed]', '1987/01/10 00:01 [medline]', '1987/01/10 00:00 [entrez]']",ppublish,Med Clin (Barc). 1987 Jan 10;88(1):28-31.,,,,,Diagnostico y tratamiento intensivo de la leucemia aguda durante el embarazo.,,,
3469487,NLM,MEDLINE,19870403,20061115,0025-7753 (Print) 0025-7753 (Linking),87,19,1986 Dec 6,[Pulmonary mucormycosis complicating relapsed acute leukemia. A surgical cure].,805-8,,"['Berenguer Berenguer, J', 'Maestre Vera, J', 'Martinez Martinez, R', 'Villacorta Patino, J', 'Guerra Moyano, J L', 'Diaz Mediavilla, J']","['Berenguer Berenguer J', 'Maestre Vera J', 'Martinez Martinez R', 'Villacorta Patino J', 'Guerra Moyano JL', 'Diaz Mediavilla J']",,['spa'],"['Case Reports', 'English Abstract', 'Journal Article']",Spain,Med Clin (Barc),Medicina clinica,0376377,,IM,"['Adult', 'Female', 'Humans', 'Leukemia, Monocytic, Acute/*complications', 'Lung Diseases, Fungal/pathology/*surgery', 'Mucormycosis/pathology/*surgery', 'Neoplasm Recurrence, Local']",1986/12/06 00:00,1986/12/06 00:01,['1986/12/06 00:00'],"['1986/12/06 00:00 [pubmed]', '1986/12/06 00:01 [medline]', '1986/12/06 00:00 [entrez]']",ppublish,Med Clin (Barc). 1986 Dec 6;87(19):805-8.,,,,,Mucormicosis pulmonar complicando una leucemia aguda en recaida. Una curacion quirurgica.,,,
3469486,NLM,MEDLINE,19870401,20190824,0145-2126 (Print) 0145-2126 (Linking),11,2,1987,"The effect of 1,25-dihydroxyvitamin D3 on the relationship between growth and differentiation in HL-60 cells.",191-6,"Cells of the human promyelocytic leukaemia line HL-60 may be induced to differentiate along the monocytic lineage by the seco-steroid hormone 1,25-dihydroxyvitamin D3. We used fluorescence-activated cell sorting to show that, in addition to inducing differentiation, the hormone caused HL-60 cells to accumulate in G1/G0 phases of the cell cycle. We also labelled differentiating cells with both a monocyte-specific antibody and a DNA stain simultaneously. Analysis of these cell populations showed that, although cells acquired the differentiated phenotype irrespective of their position in the cell cycle, they eventually became arrested in G1/G0 as a consequence of differentiation. The normal relationship between differentiation and growth which is lost on malignant transformation is therefore restored by treatment of HL-60 cells with 1,25-dihydroxyvitamin D3.","['Daniel, C P', 'Parreira, A', 'Goldman, J M', 'McCarthy, D M']","['Daniel CP', 'Parreira A', 'Goldman JM', 'McCarthy DM']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,['FXC9231JVH (Calcitriol)'],IM,"['Calcitriol/*pharmacology', 'Cell Differentiation/drug effects', 'Cell Division/drug effects', 'Cell Line', 'Flow Cytometry', 'Humans', 'Interphase', 'Leukemia, Myeloid, Acute/*pathology']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1987;11(2):191-6. doi: 10.1016/0145-2126(87)90025-7.,,['10.1016/0145-2126(87)90025-7 [doi]'],,,,,,
3469485,NLM,MEDLINE,19870401,20190824,0145-2126 (Print) 0145-2126 (Linking),11,2,1987,Chronic radiation leukemogenesis: postnatal hematopathologic effects resulting from in-utero irradiation.,171-9,"Previous studies have shown that continuous whole-body exposure to low daily doses of gamma radiation is highly leukemogenic for beagles initially exposed during either young adulthood or fetal development. In contrast, terminated radiation-exposure regimens (continuous exposure terminated after accumulation of preset total radiation doses) markedly reduce leukemogenic potential. In this study, we examined leukemic incidences and postnatal hematopoietic function in three groups of dogs; continuously irradiated (7.5 cGy/day) during both fetal life and after birth, continuously irradiated during fetal life only, and nonirradiated. Results were compared to results from studies with similarly irradiated and nonirradiated groups of young adult dogs initially tested at 400 days of age. Hematopoietic function was assessed in terms of both circulating blood levels of red cells, platelets, granulocytes, and monocytes, and marrow concentrations and radiosensitivities of hematopoietic progenitors. Results indicated that under continuous fetal/postnatal irradiation, i.e. the high leukemogenic exposure regimen, a marked, progressive suppression in hematopoietic function occurred following birth. This suppression continued to 100-150 days of age and was followed by partial hematopoietic recovery that was associated with an acquired radioresistance by hematopoietic progenitors. In contrast, neonates that had been continuously irradiated during fetal life, but not postnatally, i.e. the low leukemogenic regimen, exhibited a similar initial suppression of hematopoietic function followed by partial recovery. However, no temporally linked acquisition of radioresistance by hematopoietic progenitors was demonstrated. These results support the hypothesis, developed from earlier studies with adult dogs, that the processes of acquired radioresistance and recovery in numbers of transformable hematopoietic progenitors are causally linked to early stages of the leukemogenic process under continuous ionizing irradiation.","['Seed, T M', 'Kaspar, L V', 'Tolle, D V', 'Fritz, T E']","['Seed TM', 'Kaspar LV', 'Tolle DV', 'Fritz TE']",,['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",England,Leuk Res,Leukemia research,7706787,,IM,"['Animals', 'Blood Platelets/radiation effects', 'Dogs', 'Female', 'Granulocytes/radiation effects', 'Hematopoiesis/radiation effects', 'Hematopoietic Stem Cells/radiation effects', 'Leukemia, Myeloid, Acute/etiology/pathology', 'Leukemia, Radiation-Induced/*pathology', 'Monocytes/radiation effects', 'Pregnancy', '*Prenatal Exposure Delayed Effects']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1987;11(2):171-9. doi: 10.1016/0145-2126(87)90023-3.,,['10.1016/0145-2126(87)90023-3 [doi]'],,,,,,
3469484,NLM,MEDLINE,19870401,20190824,0145-2126 (Print) 0145-2126 (Linking),11,2,1987,Complexity of an apparently simple variant Ph translocation in chronic myeloid leukemia.,163-9,A patient with chronic myeloid leukemia (CML) presented with an apparently simple Ph translocation t(19;22)(q13;q11). In-situ hybridization revealed movement of the c-abl oncogene from a cytogenetically normal chromosome 9 to the Ph. Bcr-3' and c-sis probes hybridized to distal 1p and not to the 19q+ chromosome as expected from the cytogenetic findings. We concluded that this patient had a complex translocation involving four chromosomes: t(1;9;19;22)(p36;q34;q13;q11).,"['Morris, C M', 'Fitzgerald, P H']","['Morris CM', 'Fitzgerald PH']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,,IM,"['Adult', 'Chromosome Banding', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/*genetics', 'Male', 'Nucleic Acid Hybridization', '*Philadelphia Chromosome']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1987;11(2):163-9. doi: 10.1016/0145-2126(87)90022-1.,,['10.1016/0145-2126(87)90022-1 [doi]'],,,,,,
3469483,NLM,MEDLINE,19870401,20190824,0145-2126 (Print) 0145-2126 (Linking),11,2,1987,Lymphocyte thymidine kinase and treatment response in acute lymphocytic leukemia.,149-54,"The activity of thymidine kinase (TK) and the proportion of its isozymes (TK1/TK2) were studied in peripheral lymphoid cells of 37 children with acute lymphocytic leukemia (ALL). The high TK in 25 untreated subjects (31.5 +/- 8.9) decreased during chemotherapy-induced remission to uniformly low (5.3 +/- 0.4) normal values, and rose again during relapse to a mean of (24.8 +/- 8.1). The proportion of isozyme 1 followed the same pattern but TK was a more sensitive indicator of disease state. The lymphocyte fractions' TK (per mg protein) correlated with the number (per ml blood) of WBCs, blasts and lymphocytes. Although the higher TK of blasts than of apparently normal lymphocytes was confirmed in cases permitting clean physical separation, the lymphocyte fraction of several untreated subjects with minimal blast counts also exhibited elevated TK. Moreover, this elevation was also seen in relapsed cases even if their blood (unlike bone marrow) was devoid of blasts. The results indicate that quantification of TK can reveal a subpopulation of maldifferentiated lymphocytes which are microscopically normal and that it may provide an objective parameter of prognostic differences between ALL subjects with similar hematological characteristics.","['Russo, S A', 'Harris, M B', 'Greengard, O']","['Russo SA', 'Harris MB', 'Greengard O']",,['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Leuk Res,Leukemia research,7706787,"['0 (Isoenzymes)', '65-47-4 (Cytidine Triphosphate)', '8L70Q75FXE (Adenosine Triphosphate)', 'EC 2.7.1.21 (Thymidine Kinase)']",IM,"['Adenosine Triphosphate/metabolism', 'Child', 'Cytidine Triphosphate/metabolism', 'Humans', 'Isoenzymes/blood', 'Leukemia, Lymphoid/blood/*enzymology', 'Lymphocytes/*enzymology', 'Thymidine Kinase/*blood']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1987;11(2):149-54. doi: 10.1016/0145-2126(87)90020-8.,['CA25005/CA/NCI NIH HHS/United States'],['10.1016/0145-2126(87)90020-8 [doi]'],,,,,,
3469482,NLM,MEDLINE,19870401,20190824,0145-2126 (Print) 0145-2126 (Linking),11,2,1987,Toward a clinically relevant cytogenetic classification of acute myelogenous leukemia.,119-33,"Cytogenetic studies with Giemsa banding were performed on the bone marrow cells of 384 patients with acute myelogenous leukemia treated between 1975 and 1983. An abnormal karyotype was detected in 54% of patients, being present in 100% of metaphases (AA) in 31% and only a proportion of cells (AN) in 22%. Specific translocations or other abnormalities were noted in 22% of patients, the most common of which were t(8;21) (q22;q22) in 7%, t(15;17) (q22;q21) and inv (16) (p13q22) in 5.5%, t(9;22) (q34;q11) in 3% and abnormalities of 11q23 in 1.3%. Loss of the Y chromosome was noted in 21 patients, associated with t(8;21) in 11 patients and the sole abnormality in eight patients (45, X, -Y). Most (66%) of the other abnormalities involved addition of chromosome 8 or loss or deletion of 5 or 7 (+8, -5 or -7, 5q- or 7q- group). The remaining patients had miscellaneous abnormalities (MA). A marked assymetry was noted in the distribution of important clinical prognostic variables such as age, sex, history of an antecedent hematologic disorder and presence of Auer rods within the various cytogenetic categories. The specific translocation/abnormalities were more common in younger patients (p less than 0.01). Analysis of response, remission duration and survival demonstrated that inv 16 and t(8;21) were favorable prognostic categories; diploid, t(15;17) and 45,X,-Y had intermediate prognosis, and all other categories were unfavorable prognostic groups. The response rate and survival for diploid patients (NN) was superior to patients with abnormalities. No difference in response rate, CR duration or survival was noted between the AA and AN groups. A prognostic classification according to cytogenetic category based on clinical associations is proposed which will be tested prospectively in subsequent studies.","['Keating, M J', 'Cork, A', 'Broach, Y', 'Smith, T', 'Walters, R S', 'McCredie, K B', 'Trujillo, J', 'Freireich, E J']","['Keating MJ', 'Cork A', 'Broach Y', 'Smith T', 'Walters RS', 'McCredie KB', 'Trujillo J', 'Freireich EJ']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leuk Res,Leukemia research,7706787,,IM,"['Adult', 'Chromosome Banding', 'Humans', 'Karyotyping', 'Leukemia, Myeloid, Acute/classification/*genetics', 'Prognosis']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1987;11(2):119-33. doi: 10.1016/0145-2126(87)90017-8.,['CA 28153/CA/NCI NIH HHS/United States'],['10.1016/0145-2126(87)90017-8 [doi]'],,,,,,
3469481,NLM,MEDLINE,19870401,20190824,0145-2126 (Print) 0145-2126 (Linking),11,2,1987,Evidence following splenic radiotherapy for a highly dynamic traffic of CFU-GM between the spleen and other organs in chronic granulocytic leukaemia.,109-17,"Five patients with Ph1 +ve chronic granulocytic leukaemia and massive splenomegaly were given induction therapy with splenic irradiation, and their peripheral blood leucocyte count and granulocyte macrophage progenitor (CFU-GM) concentration monitored during the following six hours. In each patient there was a greater fall in CFU-GM than would have been expected from the fall in leucocyte count, but no evidence of a plasma inhibitor was found to explain the disproportionate reduction in CFU-GM. The difference between the estimated and observed decrease in CFU-GM/1 following splenic irradiation indicates a highly dynamic traffic of CFU-GM from the spleen to other organs in chronic granulocytic leukaemia.","['Morris, T C', 'Vincent, P C', 'Gunz, F W', 'Sutherland, R', 'Zbroja, R', 'Irvine, A E', 'Forrest, P R']","['Morris TC', 'Vincent PC', 'Gunz FW', 'Sutherland R', 'Zbroja R', 'Irvine AE', 'Forrest PR']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,,IM,"['Adult', 'Cell Cycle/radiation effects', 'Cell Movement', 'Colony-Forming Units Assay', 'Granulocytes/*cytology', 'Hematopoietic Stem Cells/*cytology', 'Humans', 'Leukemia, Myeloid/pathology/*radiotherapy', 'Leukocyte Count', 'Male', 'Middle Aged', 'Spleen/*pathology/radiation effects']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1987;11(2):109-17. doi: 10.1016/0145-2126(87)90016-6.,,['10.1016/0145-2126(87)90016-6 [doi]'],,,,,,
3469480,NLM,MEDLINE,19870417,20190817,0022-4731 (Print) 0022-4731 (Linking),26,1,1987 Jan,Nuclear translocation of lymphoblast glucocorticoid receptors in childhood leukemia does not predict steroid responsiveness.,15-8,"Nuclear translocation of glucocorticoid receptors (GR) was measured in lymphoblasts from 45 children with acute lymphoblastic leukemia (ALL). The percent of total GR translocated to the nucleus ranged from 0 to 100% (mean, 59%) and was independent of the total GR level. Neither the extent of GR nuclear translocation nor the absolute amount of GR translocated at 4 or 25 degrees C correlated with glucocorticoid response in 13 patients with single-agent glucocorticoid trial. These results indicate that defects in nuclear translocation of GR are not a common cause for steroid resistance in childhood ALL.","['Costlow, M E', 'Pui, C H']","['Costlow ME', 'Pui CH']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,J Steroid Biochem,Journal of steroid biochemistry,0260125,"['0 (Receptors, Glucocorticoid)', '7S5I7G3JQL (Dexamethasone)', 'VB0R961HZT (Prednisone)']",IM,"['Adolescent', 'Cell Nucleus/metabolism', 'Child', 'Child, Preschool', 'Dexamethasone/therapeutic use', 'Drug Resistance', 'Female', 'Humans', 'Leukemia, Lymphoid/drug therapy/*metabolism/pathology', 'Leukemia, Myeloid, Acute/metabolism', 'Male', 'Prednisone/therapeutic use', 'Receptors, Glucocorticoid/*metabolism']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,J Steroid Biochem. 1987 Jan;26(1):15-8. doi: 10.1016/0022-4731(87)90024-0.,"['CA 20180/CA/NCI NIH HHS/United States', 'CA 21765/CA/NCI NIH HHS/United States', 'CA 38769/CA/NCI NIH HHS/United States']",['10.1016/0022-4731(87)90024-0 [doi]'],,,,,,
