PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,PMC,TT,OID,OTO,OT,GN,EIN,SI,RF,CIN,CN
3116143,NLM,MEDLINE,19871112,20201222,0022-1007 (Print) 0022-1007 (Linking),166,4,1987 Oct 1,The interleukin 2 receptor. Functional consequences of its bimolecular structure.,1055-69,"High-affinity IL-2-R binding results from an exceptional type of cooperative interaction between two IL-2-binding proteins termed alpha and beta. When expressed together on the cell surface, these two distinct chains form a noncovalent kinetic hybrid receptor complex that exploits a rapid association rate contributed by the p55 beta chain and a slow dissociation rate characteristic for the p75 alpha chain. The p75 alpha chains signal cell growth, whereas the p55 beta chains only facilitate IL-2 binding by serving as helper binding sites, having no discernible signaling role themselves. The unique functional implications of this structural organization indicate that this cooperative bimolecular arrangement reflects a general mechanism by which the efficiency of surface receptors can be enhanced markedly.","['Wang, H M', 'Smith, K A']","['Wang HM', 'Smith KA']","['Department of Medicine, Dartmouth Medical School, Hanover, New Hampshire 03756.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,"['0 (Interleukin-2)', '0 (Receptors, Immunologic)', '0 (Receptors, Interleukin-2)']",IM,"['Binding Sites', 'Humans', 'Interleukin-2/metabolism', 'Kinetics', 'Leukemia/metabolism', 'Receptors, Immunologic/*physiology', 'Receptors, Interleukin-2', 'Structure-Activity Relationship']",1987/10/01 00:00,1987/10/01 00:01,['1987/10/01 00:00'],"['1987/10/01 00:00 [pubmed]', '1987/10/01 00:01 [medline]', '1987/10/01 00:00 [entrez]']",['10.1084/jem.166.4.1055 [doi]'],ppublish,J Exp Med. 1987 Oct 1;166(4):1055-69. doi: 10.1084/jem.166.4.1055.,['CA-17643/CA/NCI NIH HHS/United States'],PMC2188729,,,,,,,,,,
3116091,NLM,MEDLINE,19871109,20081121,0022-1767 (Print) 0022-1767 (Linking),139,8,1987 Oct 15,"Interferon-gamma, interferon-alpha/beta, and tumor necrosis factor differentially affect major histocompatibility complex class I expression in murine leukemia virus-induced tumor cell lines.",2641-8,"Tumor cell lines induced by Gross murine leukemia virus were examined for cell-surface major histocompatibility complex class I expression. Three of five cell lines constitutively express H-2K and H-2D class I protein. Culturing these cells with interferon (IFN)-gamma, IFN-alpha/beta, or tumor necrosis factor increases both K and D expression in these cell lines. Two of five tumor cell lines express no class I proteins by fluorescence-activated cell sorter analysis, specific immunoprecipitation, and specific hybridization in Northern analysis. Treatment with IFN-gamma induces D, but not K protein expression in one of these cell lines. IFN-alpha/beta and tumor necrosis factor induce neither D nor K expression in this cell line. Thus, these two cytokines appear to have different mechanisms of action than IFN-gamma for altering class I expression. The other class I-negative tumor cell line does not express either K or D proteins under any conditions tested. All five cell lines express beta 2-microglobulin; this expression is increased by IFN-gamma treatment even in cell lines which do not express class I heavy chain. The results of this study demonstrate that 1) different tumor cell lines demonstrate variations in class I gene regulation, and 2) differences in regulation between class I genes may occur within a single cell line.","['Klyczek, K K', 'Murasko, D M', 'Blank, K J']","['Klyczek KK', 'Murasko DM', 'Blank KJ']","['Department of Microbiology and Immunology, Temple University School of Medicine, Philadelphia, PA 19140.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (H-2 Antigens)', '0 (Interferon Type I)', '0 (Tumor Necrosis Factor-alpha)', '82115-62-6 (Interferon-gamma)']",IM,"['AKR murine leukemia virus', 'Animals', 'Dose-Response Relationship, Immunologic', 'H-2 Antigens/*immunology', 'Interferon Type I/*pharmacology', 'Interferon-gamma/*pharmacology', 'Lymphoma/*immunology', 'Mice', 'Time Factors', 'Tumor Cells, Cultured', 'Tumor Necrosis Factor-alpha/*pharmacology']",1987/10/15 00:00,1987/10/15 00:01,['1987/10/15 00:00'],"['1987/10/15 00:00 [pubmed]', '1987/10/15 00:01 [medline]', '1987/10/15 00:00 [entrez]']",,ppublish,J Immunol. 1987 Oct 15;139(8):2641-8.,"['CA-29355/CA/NCI NIH HHS/United States', 'CA-48386/CA/NCI NIH HHS/United States']",,,,,,,,,,,
3115933,NLM,MEDLINE,19871106,20131121,0910-5050 (Print) 0910-5050 (Linking),78,8,1987 Aug,Formation of cytosine arabinoside-5'-triphosphate in cultured human leukemic cell lines correlates with nucleoside transport capacity.,851-7,"The accumulation of cytosine arabinoside-5'-triphosphate (ara-CTP), the activities of nucleotide-metabolizing enzymes and the nucleoside transport capacity were examined in eleven human leukemic cell lines differing in phenotype. The highest amount of ara-CTP was accumulated in T-acute lymphoblastic leukemia cells (T-ALL), followed by myeloid leukemia cell lines (AML), and the least accumulation was observed in common acute lymphoblastic leukemia (c-ALL) and B-acute lymphoblastic leukemia cells (B-ALL). The levels of enzymes involved in ara-C metabolism (deoxycytidine kinase, pyrimidine monophosphate kinase and deoxycytidylate deaminase) did not correlate with ara-CTP accumulation. The sensitivity of the leukemic cell lines to ara-C, which was measured in terms of decrease of clonogenic survival, correlated with the amount of ara-CTP formed. Moreover, the nucleoside transport capacity, estimated from the binding of the radiolabeled nucleoside analogue, [3H]nitrobenzylthioinosine, showed a good correlation with ara-CTP accumulation. The mean numbers of nucleoside-binding sites in T-ALL cells were significantly greater than in B-ALL cells. We conclude that the cellular nucleoside transport capacity is the most important factor for the formation and accumulation of ara-CTP in the cells.","['Tanaka, M', 'Yoshida, S']","['Tanaka M', 'Yoshida S']","['Hematological Disease Center, Nagoya National Hospital.']",['eng'],['Journal Article'],Japan,Jpn J Cancer Res,Japanese journal of cancer research : Gann,8509412,"['0 (Arabinonucleotides)', '04079A1RDZ (Cytarabine)', '13191-15-6 (Arabinofuranosylcytosine Triphosphate)']",IM,"['Arabinofuranosylcytosine Triphosphate/*metabolism', 'Arabinonucleotides/*metabolism', 'Biological Transport', 'Cell Line', 'Cell Membrane/metabolism', 'Cytarabine/*metabolism', 'Humans', 'Leukemia/enzymology/*metabolism']",1987/08/01 00:00,1987/08/01 00:01,['1987/08/01 00:00'],"['1987/08/01 00:00 [pubmed]', '1987/08/01 00:01 [medline]', '1987/08/01 00:00 [entrez]']",,ppublish,Jpn J Cancer Res. 1987 Aug;78(8):851-7.,,,,,,,,,,,,
3115922,NLM,MEDLINE,19871106,20131121,0910-5050 (Print) 0910-5050 (Linking),78,8,1987 Aug,The level of c-myc transcript in differentiation-defective mouse erythroleukemia cells.,776-9,"We isolated several mouse erythroleukemia (MEL) cell lines, deficient in in vitro erythroid differentiation, and examined the change in level of c-myc mRNA after exposing the cells to dimethyl sulfoxide (DMSO). The results showed all the mutant MEL cells to exhibit a similar change in c-myc mRNA level to that in parental (DS19) cells with regard to both an initial decline and a subsequent increase to the pretreatment level. The c-myc mRNA level did not, however, decline again thereafter, as observed in the parental cells, but remained at the pretreatment level, even on prolonged culture in the presence of DMSO. Essentially the same results were obtained for the parental cells in the presence of DMSO and either 12-O-tetradecanoylphorbol 13-acetate (TPA) or dexamethasone, specific inhibitors of MEL cell differentiation. These results suggest that the crucial stage in MEL cell differentiation, regarding c-myc mRNA level, is the late stage, when the MEL cells become committed to differentiation.","['Sasaki, H', 'Watanabe, T', 'Nomura, S', 'Oishi, M']","['Sasaki H', 'Watanabe T', 'Nomura S', 'Oishi M']","['Institute of Applied Microbiology, University of Tokyo.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Jpn J Cancer Res,Japanese journal of cancer research : Gann,8509412,"['0 (RNA, Messenger)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Animals', '*Cell Differentiation', 'Cell Line', 'Dimethyl Sulfoxide/pharmacology', 'Leukemia, Erythroblastic, Acute/*genetics', 'Mice', '*Mutation', '*Oncogenes', 'RNA, Messenger/metabolism', '*Transcription, Genetic']",1987/08/01 00:00,1987/08/01 00:01,['1987/08/01 00:00'],"['1987/08/01 00:00 [pubmed]', '1987/08/01 00:01 [medline]', '1987/08/01 00:00 [entrez]']",,ppublish,Jpn J Cancer Res. 1987 Aug;78(8):776-9.,,,,,,,,,,,,
3115884,NLM,MEDLINE,19871105,20191029,0278-0232 (Print) 0278-0232 (Linking),5,3,1987 Jul-Sep,VAD chemotherapy--toxicity and efficacy--in patients with multiple myeloma and other lymphoid malignancies.,213-22,"Thirty-three patients with multiple myeloma (11 untreated, 15 refractory and seven relapsed patients) have received vincristine and adriamycin infusion therapy with oral dexamethasone (VAD). The median number of course received was five. In addition 16 patients with lymphoid malignancy have received a median of four courses of VAD. Three patients who relapsed after VAD have received further VAD therapy making 52 patient treatments assessable for toxicity. Ten per cent had nausea, 4 per cent vomiting, 4 per cent total alopecia, 25 per cent constipation, 33 per cent paraesthesiae, 8 per cent proximal myopathy, 33 per cent dyspepsia, 23 per cent proven bacteraemia, and 19 per cent chest infections. Infections were not usually associated with neutropenia. Shingles was seen in four patients with myeloma, but none of the patients with lymphoid malignancy. The response rate in myeloma was 9/11, for previously untreated patients, 3/7 for relapsed, and 8/15 for refractory patients. Responses have been seen in other lymphoid malignancies-1/2 patients with relapsed acute lymphoblastic leukaemia had a complete remission. Two out of seven patients with chronic lymphocytic leukaemia achieved a partial remission, and a further three had a clinical improvement. Three out of six patients with non-Hodgkin lymphoma and one patient with macroglobulinaemia achieved a partial remission.","['Anderson, H', 'Scarffe, J H', 'Lambert, M', 'Smith, D B', 'Chan, C C', 'Chadwick, G', 'McMahon, A', 'Chang, J', 'Crowther, D', 'Swindell, R']","['Anderson H', 'Scarffe JH', 'Lambert M', 'Smith DB', 'Chan CC', 'Chadwick G', 'McMahon A', 'Chang J', 'Crowther D', 'Swindell R']","['CRC Department of Medical Oncology, Christie Hospital, Manchester, U.K.']",['eng'],['Journal Article'],England,Hematol Oncol,Hematological oncology,8307268,"['5J49Q6B70F (Vincristine)', '7S5I7G3JQL (Dexamethasone)', '80168379AG (Doxorubicin)', 'VAD protocol']",IM,"['Adult', 'Aged', '*Antineoplastic Combined Chemotherapy Protocols', 'Bacterial Infections/complications', 'Dexamethasone', 'Doxorubicin/therapeutic use', 'Female', 'Humans', 'Leukemia, Lymphoid/complications/drug therapy', 'Lymphoma/complications/*drug therapy', 'Lymphoma, Non-Hodgkin/complications/drug therapy', 'Male', 'Middle Aged', 'Multiple Myeloma/complications/*drug therapy', 'Vincristine/therapeutic use', 'Waldenstrom Macroglobulinemia/complications/drug therapy']",1987/07/01 00:00,1987/07/01 00:01,['1987/07/01 00:00'],"['1987/07/01 00:00 [pubmed]', '1987/07/01 00:01 [medline]', '1987/07/01 00:00 [entrez]']",['10.1002/hon.2900050308 [doi]'],ppublish,Hematol Oncol. 1987 Jul-Sep;5(3):213-22. doi: 10.1002/hon.2900050308.,,,,,,,,,,,,
3115807,NLM,MEDLINE,19871110,20151119,0301-472X (Print) 0301-472X (Linking),15,9,1987 Oct,Genotypic characterization of common acute lymphoblastic leukemia may improve the phenotypic classification.,942-5,"The reactivity of five anti-B monoclonal antibodies (McAb)-OKB2 (CD24), B4 (CD19), Leu12 (CD19), BA1 (CD24), B1 (CD20)--as well as the presence of cytoplasmic immunoglobulins (CyIg) were assessed in 100 cases of common acute lymphoblastic leukemia (cALL) at presentation (TdT+, J5 [CD10]+, HLA-Dr+). All cases studied revealed one or more B-cell related markers and a hierarchy in their expression was documented: OKB2 was positive in all cases tested (100%), B4 was expressed in 96.4% of cases, Leu12 in 95.8%, BA1 in 94.9%, B1 in 18.3%, and CyIg in 23%. Further evidence of the B-cell origin of cALL was obtained by molecular analyses at the DNA level which demonstrated the presence of an Ig heavy chain gene rearrangement in all 37 cases assessed, while 37.8% showed a light chain gene reorganization. A genomic subclassification of cALL demonstrated that the majority of cases showed an immature molecular configuration with one (8.1%) or both (54.1%) Ig heavy chain alleles rearranged and a germ-line configuration of the light chain genes; 27% revealed a heavy chain gene involvement and one k allele rearranged. Only four cases (10.8%) showed a more mature configuration with both k alleles rearranged or a gamma chain gene involvement. This study confirms that cALL is characterized by the proliferation of immature B-lineage-committed elements and indicates that the leukemic cells are blocked at different levels of B-differentiation which may be recognized with the use of multiple phenotypic or genotypic B-cell-related markers.","['Foa, R', 'Migone, N', 'Fierro, M T', 'Basso, G', 'Lusso, P', 'Putti, M C', 'Giubellino, M C', 'Saitta, M', 'Miniero, R', 'Casorati, G']","['Foa R', 'Migone N', 'Fierro MT', 'Basso G', 'Lusso P', 'Putti MC', 'Giubellino MC', 'Saitta M', 'Miniero R', 'Casorati G', 'et al.']","['Department of Biomedical Sciences and Human Oncology, University of Torino, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Exp Hematol,Experimental hematology,0402313,"['0 (Antibodies, Monoclonal)', '0 (Antibodies, Neoplasm)', '0 (Antigens, Differentiation, B-Lymphocyte)', '0 (Antigens, Neoplasm)', '0 (DNA, Neoplasm)', '0 (Immunoglobulin Heavy Chains)', '0 (Immunoglobulin Light Chains)', '0 (Neoplasm Proteins)']",IM,"['Alleles', '*Antibodies, Monoclonal', 'Antibodies, Neoplasm', 'Antigens, Differentiation, B-Lymphocyte/*analysis', 'Antigens, Neoplasm/*analysis', 'B-Lymphocytes/analysis/pathology', 'Cell Differentiation', 'DNA, Neoplasm/*analysis/genetics', '*Genes, Immunoglobulin', 'Genotype', 'Humans', 'Immunoglobulin Heavy Chains/*genetics', 'Immunoglobulin Light Chains/genetics', 'Leukemia, Lymphoid/*classification/genetics/immunology', 'Neoplasm Proteins/genetics', 'Phenotype']",1987/10/01 00:00,1987/10/01 00:01,['1987/10/01 00:00'],"['1987/10/01 00:00 [pubmed]', '1987/10/01 00:01 [medline]', '1987/10/01 00:00 [entrez]']",,ppublish,Exp Hematol. 1987 Oct;15(9):942-5.,,,,,,,,['Exp Hematol 1988 May;16(4):321'],,,,
3115797,NLM,MEDLINE,19871105,20190707,0014-4827 (Print) 0014-4827 (Linking),172,1,1987 Sep,"Downregulation of c-myc RNA is not a prerequisite for reduced cell proliferation, but is associated with G1 arrest in B-lymphoid cell lines.",84-91,"We related the effects of c-myc expression on the ability of growth inhibitors to block the cells in the G0/G1 phase of the cell cycle. In two different B-cell lines, there was an association between the accumulation of cells in the middle to late G1 phase of the cell cycle and a rapid transient downregulation of c-myc mRNA levels. The phorbol ester TPA and the adenylate cyclase activator forskolin reduced the c-myc RNA, levels and after 3 days of treatment a proportion of the cells accumulated in G1. In contrast, neither interferon-gamma, tumor necrosis factor-alpha nor the monoclonal antibody 33-1 against DQ major histocompatibility antigens changed the cell-cycle distribution or regulated the c-myc RNA levels. Yet, all five growth inhibitors reduced the proliferation to approximately the same extent. The growth reduction was not accompanied by definite differentiation, as judged by the absence of the B-cell differentiation marker B1 (CD20).","['Lomo, J', 'Holte, H', 'de Lange Davies, C', 'Ruud, E', 'Laukas, M', 'Smeland, E B', 'Godal, T', 'Blomhoff, H K']","['Lomo J', 'Holte H', 'de Lange Davies C', 'Ruud E', 'Laukas M', 'Smeland EB', 'Godal T', 'Blomhoff HK']","['Department of Pathology, Norwegian Radium Hospital, Montebello, Oslo.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Exp Cell Res,Experimental cell research,0373226,"['0 (Growth Substances)', '0 (RNA, Neoplasm)', '0 (Recombinant Proteins)', '0 (Tumor Necrosis Factor-alpha)', '1F7A44V6OU (Colforsin)', '82115-62-6 (Interferon-gamma)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",IM,"['B-Lymphocytes/cytology', 'Cell Cycle/drug effects', 'Cell Division/drug effects', 'Cell Line', 'Colforsin/pharmacology', 'Growth Substances/pharmacology', 'Humans', 'Interferon-gamma/pharmacology', 'Interphase/drug effects', 'Leukemia, Lymphoid', '*Proto-Oncogenes', 'RNA, Neoplasm/*genetics', 'Recombinant Proteins/pharmacology', 'Tetradecanoylphorbol Acetate/pharmacology', 'Tumor Necrosis Factor-alpha/pharmacology']",1987/09/01 00:00,1987/09/01 00:01,['1987/09/01 00:00'],"['1987/09/01 00:00 [pubmed]', '1987/09/01 00:01 [medline]', '1987/09/01 00:00 [entrez]']","['0014-4827(87)90095-4 [pii]', '10.1016/0014-4827(87)90095-4 [doi]']",ppublish,Exp Cell Res. 1987 Sep;172(1):84-91. doi: 10.1016/0014-4827(87)90095-4.,,,,,,,,,,,,
3115794,NLM,MEDLINE,19871109,20131121,0014-2980 (Print) 0014-2980 (Linking),17,9,1987 Sep,Phorbol ester induces class II gene expression in pre-B cell lines.,1375-8,"The effect of phorbol myristate acetate on the induction of major histocompatibility complex class II gene expression was studied in four Abelson murine leukemia virus-transformed pre-B cell lines. In three cell lines, low concentrations of PMA (0.1-10 ng/ml) induced the expression of high levels of surface Ia molecules, and this effect was mediated at the transcriptional level. PMA induced a program of coordinated transcription of all four genes involved in the biosynthesis of Ia molecules. A spontaneous Ia-positive variant pre-B cell line was derived from an Ia-negative parental cell line. This variant was highly sensitive to the toxic effects of PMA, and highly responsive to the Ia-inductive effects of phorbol ester. Our findings suggest that in pre-B cells the appearance of Ia molecules and the regulation of their expression are controlled, at least partially, by variations in the activity of protein kinase C, which is the cellular receptor for phorbol esters.","['Sarthou, P', 'Jouvain-Marche, E', 'Cazenave, P A', 'Le Guern, C']","['Sarthou P', 'Jouvain-Marche E', 'Cazenave PA', 'Le Guern C']","[""Departement d'Immunologie, Institut Pasteur, Paris, France.""]",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Eur J Immunol,European journal of immunology,1273201,"['0 (Antigens, Neoplasm)', '0 (Histocompatibility Antigens Class II)', '0 (Neoplasm Proteins)', 'EC 2.7.11.13 (Protein Kinase C)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",IM,"['Abelson murine leukemia virus', 'Animals', 'Antigens, Neoplasm/biosynthesis/genetics', 'B-Lymphocytes', 'Cell Differentiation/drug effects', 'Gene Expression Regulation/*drug effects', 'Genes, MHC Class II/*drug effects', 'Hematopoietic Stem Cells/*drug effects/pathology', 'Histocompatibility Antigens Class II/*biosynthesis/genetics', 'Leukemia, Experimental', 'Mice', 'Neoplasm Proteins/physiology', 'Protein Kinase C/physiology', 'Stimulation, Chemical', 'Tetradecanoylphorbol Acetate/*pharmacology', 'Tumor Cells, Cultured/drug effects']",1987/09/01 00:00,1987/09/01 00:01,['1987/09/01 00:00'],"['1987/09/01 00:00 [pubmed]', '1987/09/01 00:01 [medline]', '1987/09/01 00:00 [entrez]']",['10.1002/eji.1830170924 [doi]'],ppublish,Eur J Immunol. 1987 Sep;17(9):1375-8. doi: 10.1002/eji.1830170924.,,,,,,,,,,,,
3115726,NLM,MEDLINE,19871118,20041117,0366-6999 (Print) 0366-6999 (Linking),100,6,1987 Jun,Hematology in China today.,472-6,,"['Lu, D P', 'Chen, S S']","['Lu DP', 'Chen SS']",,['eng'],['Journal Article'],China,Chin Med J (Engl),Chinese medical journal,7513795,,IM,"['Anemia, Aplastic/therapy', 'China', 'Forecasting', '*Hematology/trends', 'Hemophilia A/therapy', 'Humans', 'Leukemia/therapy']",1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",,ppublish,Chin Med J (Engl). 1987 Jun;100(6):472-6.,,,,,,,,,,,,
3115706,NLM,MEDLINE,19871117,20191210,0366-6999 (Print) 0366-6999 (Linking),100,5,1987 May,"Diagnostic significance of serum C-reactive protein, mucin and transferrin levels in leukemia patients complicated by infection.",359-62,,"['Wang, Z S', 'Chen, C S', 'Zhang, K Q', 'Lu, X G', 'Sun, C S', 'Jiang, M H', 'Lin, M F', 'Lin, X H']","['Wang ZS', 'Chen CS', 'Zhang KQ', 'Lu XG', 'Sun CS', 'Jiang MH', 'Lin MF', 'Lin XH']",,['eng'],['Journal Article'],China,Chin Med J (Engl),Chinese medical journal,7513795,"['0 (Mucins)', '0 (Transferrin)', '9007-41-4 (C-Reactive Protein)']",IM,"['C-Reactive Protein/*analysis', 'Female', 'Humans', 'Infections/*diagnosis/etiology', 'Leukemia/*blood/complications', 'Male', 'Mucins/*blood', 'Transferrin/*analysis']",1987/05/01 00:00,1987/05/01 00:01,['1987/05/01 00:00'],"['1987/05/01 00:00 [pubmed]', '1987/05/01 00:01 [medline]', '1987/05/01 00:00 [entrez]']",,ppublish,Chin Med J (Engl). 1987 May;100(5):359-62.,,,,,,,,,,,,
3115702,NLM,MEDLINE,19871106,20041117,0366-6999 (Print) 0366-6999 (Linking),100,4,1987 Apr,Clinical classification of 109 chronic myeloid leukemia cases and its correlation with Ph chromosomes.,333-4,,"['Gao, J S', 'Zhang, G R', 'Zhu, B X', 'Xu, M Y', 'Xue, Y Q', 'Shao, J Z', 'He, Z X', 'Hu, Z D']","['Gao JS', 'Zhang GR', 'Zhu BX', 'Xu MY', 'Xue YQ', 'Shao JZ', 'He ZX', 'Hu ZD']",,['eng'],['Journal Article'],China,Chin Med J (Engl),Chinese medical journal,7513795,,IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Female', 'Humans', 'Leukemia, Myeloid/*classification/genetics', 'Male', 'Middle Aged', '*Philadelphia Chromosome']",1987/04/01 00:00,1987/04/01 00:01,['1987/04/01 00:00'],"['1987/04/01 00:00 [pubmed]', '1987/04/01 00:01 [medline]', '1987/04/01 00:00 [entrez]']",,ppublish,Chin Med J (Engl). 1987 Apr;100(4):333-4.,,,,,,,,,,,,
3115651,NLM,MEDLINE,19871109,20181113,0009-9104 (Print) 0009-9104 (Linking),68,3,1987 Jun,Direct effect of interleukin 2 on chronic lymphocytic leukaemia B cell functions and morphology.,677-84,"The functional and morphological changes induced by recombinant interleukin 2 (IL-2) were studied in purified B cells from patients with untreated B chronic lymphocytic leukaemia (B-CLL). In eight of nine patients, purified B-CLL cells increased their DNA synthesis in response to IL-2 without preactivation in vitro. This response, studied in detail in three patients, was dose dependent and reached a maximum on day 5 or 6. IL-2 induced or increased IgM secretion in cultures from five of the nine patients studied. Two of this responsive group were particularly interesting as IL-2 not only stimulated IgM secretion but also induced the secretion of IgG. Immunoglobulin production was invariably monoclonal. B CLL cells incubated with IL-2 showed distinct morphological changes including an increase in the size of cytoplasm and enlargement of nuclei together with the appearance of nucleoli. These changes were present in all IL-2 treated cultures but were more pronounced in those containing immunoglobulin secreting cells. None of the IL-2 induced changes appeared to correlate with the clinical stage of the disease or the level of Tac antigen expression on the freshly isolated CLL B cells.","['Malkovska, V', 'Murphy, J', 'Hudson, L', 'Bevan, D']","['Malkovska V', 'Murphy J', 'Hudson L', 'Bevan D']","[""Department of Haematology, St George's Hospital Medical School, London, UK.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Clin Exp Immunol,Clinical and experimental immunology,0057202,"['0 (DNA, Neoplasm)', '0 (Immunoglobulin Light Chains)', '0 (Immunoglobulins)', '0 (Interleukin-2)']",IM,"['Aged', 'Aged, 80 and over', 'B-Lymphocytes/*immunology/metabolism/pathology', 'Cells, Cultured', 'DNA, Neoplasm/biosynthesis', 'Dose-Response Relationship, Immunologic', 'Female', 'Humans', 'Immunoglobulin Light Chains/analysis', 'Immunoglobulins/biosynthesis', 'Interleukin-2/*immunology', 'Leukemia, Lymphoid/blood/*immunology', 'Male', 'Middle Aged']",1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",,ppublish,Clin Exp Immunol. 1987 Jun;68(3):677-84.,,PMC1542751,,,,,,,,,,
3115650,NLM,MEDLINE,19871109,20181113,0009-9104 (Print) 0009-9104 (Linking),68,3,1987 Jun,Analysis and isolation of leukaemic and residual normal B lymphocyte populations from patients with chronic lymphocytic leukaemia.,669-76,"Two colour fluorescent staining using anti-Leu-1 and anti-B1 monoclonal antibodies has been combined with continuous flow microfluorimetry to analyse and isolate the T and B cell populations in B cell chronic lymphocytic leukaemia (B-CLL) patients. In Rai stage 0 patients two distinct B1 positive populations were detected and sorted; one was Leu-1- and the other Leu-1+. Analysis of the isolated populations showed that the former (Leu-1- B1+) represented the residual normal B cells, whereas the latter represented monoclonal CLL B cells. Short term culture of these cells in vitro showed that the Leu-1+ B1+ population secreted IgM, but not IgG, following PMA stimulation.","['Murphy, J J', 'Tooze, J', 'Millard, R E', 'Hudson, L']","['Murphy JJ', 'Tooze J', 'Millard RE', 'Hudson L']","[""Department of Immunology, St George's Hospital Medical School, London, UK.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Clin Exp Immunol,Clinical and experimental immunology,0057202,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Differentiation, T-Lymphocyte)', '0 (Immunoglobulin Light Chains)']",IM,"['Antibodies, Monoclonal', 'Antigens, Differentiation, T-Lymphocyte/analysis', 'B-Lymphocytes/classification/*immunology', 'Cell Separation', 'Flow Cytometry', 'Humans', 'Immunoglobulin Light Chains/analysis', 'Leukemia, Lymphoid/*immunology', 'Leukocyte Count', 'Lymphocytes/classification']",1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",,ppublish,Clin Exp Immunol. 1987 Jun;68(3):669-76.,,PMC1542737,,,,,,,,,,
3115641,NLM,MEDLINE,19871103,20181113,0009-9104 (Print) 0009-9104 (Linking),68,1,1987 Apr,Well-differentiated B cell lymphomas/leukaemias express IL-2 receptors identified by immunofluorescence and flow cytometry.,223-4,,"['de Paoli, P', 'Santini, G F']","['de Paoli P', 'Santini GF']",,['eng'],['Letter'],England,Clin Exp Immunol,Clinical and experimental immunology,0057202,"['0 (Receptors, Immunologic)', '0 (Receptors, Interleukin-2)']",IM,"['B-Lymphocytes/*immunology', 'Flow Cytometry', 'Fluorescent Antibody Technique', 'Humans', 'Leukemia/*immunology', 'Lymphoma/*immunology', 'Receptors, Immunologic/*analysis', 'Receptors, Interleukin-2']",1987/04/01 00:00,1987/04/01 00:01,['1987/04/01 00:00'],"['1987/04/01 00:00 [pubmed]', '1987/04/01 00:01 [medline]', '1987/04/01 00:00 [entrez]']",,ppublish,Clin Exp Immunol. 1987 Apr;68(1):223-4.,,PMC1542694,,,,,,,,,,
