PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,FAU,AU,RN,AB,GR,PMC,TT,RF,SI,OID,PS,FPS,CN
6311842,NLM,MEDLINE,19831123,20191210,0021-9525 (Print) 0021-9525 (Linking),97,4,1983 Oct,"Vanadium stimulates the (Na+,K+) pump in friend erythroleukemia cells and blocks erythropoiesis.",1299-302,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Cell Biol,The Journal of cell biology,0375356,IM,"['Animals', 'Cell Line', 'Dimethyl Sulfoxide/pharmacology', 'Dose-Response Relationship, Drug', 'Erythropoiesis/*drug effects', 'Ion Channels/*drug effects', 'Leukemia, Erythroblastic, Acute', 'Mice', 'Potassium/metabolism', 'Rubidium/metabolism', 'Sodium/metabolism', 'Sodium-Potassium-Exchanging ATPase/*metabolism', 'Vanadates', 'Vanadium/*pharmacology']",1983/10/01 00:00,1983/10/01 00:01,['1983/10/01 00:00'],"['1983/10/01 00:00 [pubmed]', '1983/10/01 00:01 [medline]', '1983/10/01 00:00 [entrez]']",['10.1083/jcb.97.4.1299 [doi]'],ppublish,J Cell Biol. 1983 Oct;97(4):1299-302. doi: 10.1083/jcb.97.4.1299.,"['English, L H', 'Macara, I G', 'Cantley, L C']","['English LH', 'Macara IG', 'Cantley LC']","['0 (Ion Channels)', '00J9J9XKDE (Vanadium)', '3WHH0066W5 (Vanadates)', '9NEZ333N27 (Sodium)', 'EC 7.2.2.13 (Sodium-Potassium-Exchanging ATPase)', 'MLT4718TJW (Rubidium)', 'RWP5GA015D (Potassium)', 'YOW8V9698H (Dimethyl Sulfoxide)']","Friend murine erythroleukemia cells underwent apparently normal erythropoiesis when treated with dimethyl sulfoxide. One of the earliest events associated with this induction was a decrease in ouabain sensitive 86Rb+ uptake, an assay of the plasma membrane Na,K(ATPase). Ammonium vanadate (10 microM) blocked differentiation of these cells without affecting cell viability. Vanadium was taken up by Friend cells and prevented the dimethyl sulfoxide-induced decrease in ouabain sensitive 86Rb+ uptake. Vanadate reactivated 86Rb+ transport previously inhibited by dimethyl sulfoxide treatment but had no affect on 86Rb+ transport in untreated cells. These results suggest an essential role for the (Na,K)ATPase in cell differentiation.",['GM28538/GM/NIGMS NIH HHS/United States'],PMC2112600,,,,,,,
6311759,NLM,MEDLINE,19831123,20190708,0020-7136 (Print) 0020-7136 (Linking),32,4,1983 Oct 15,"Ecotropic MuLV expression in radiation-induced lymphomas of the RF, BALB/c and (BALB/c X RF)F1 mouse strains.",465-9,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Int J Cancer,International journal of cancer,0042124,IM,"['Animals', 'Electrophoresis, Polyacrylamide Gel', 'Genes, Viral', 'Leukemia Virus, Murine/*genetics/isolation & purification', 'Lymphoma/*etiology', 'Mice', 'Mice, Inbred Strains', 'Neoplasms, Radiation-Induced/*etiology', '*Tumor Virus Infections', 'Viral Proteins/isolation & purification', 'Virion/isolation & purification']",1983/10/15 00:00,1983/10/15 00:01,['1983/10/15 00:00'],"['1983/10/15 00:00 [pubmed]', '1983/10/15 00:01 [medline]', '1983/10/15 00:00 [entrez]']",['10.1002/ijc.2910320413 [doi]'],ppublish,Int J Cancer. 1983 Oct 15;32(4):465-9. doi: 10.1002/ijc.2910320413.,"['Dorsch-Hasler, K', 'Mayer, A']","['Dorsch-Hasler K', 'Mayer A']",['0 (Viral Proteins)'],"Endogenous ecotropic viruses isolated from radiation-induced lymphomatous tissue of BALB/c mice have been shown to consist of a collection of variants as assayed by the mobility of virion structural proteins p30, p15, p12 and gp70 on SDS-polyacrylamide gel electrophoresis (SDS-PAGE) (Ellis et al., 1980 a). In this study we show that a similar phenomenon occurs in RF mice, but only with regard to p15 and gp70, and not p30 and p12. Using the distinct and unvarying mobility of the RF viral p12 protein on SDS-PAGE as a marker, we show that the RF-derived ecotropic murine leukemia virus (MuLV) is expressed to the exclusion of the BALB/c-derived ecotropic MuLV in F1 hybrid mice of the BALB/c X RF cross, and that variant viruses expressed in F1 radiation-induced lymphomatous tissue display the pattern of variation characteristic of the RF, and not of the BALB/c, strain.",['CA 16239/CA/NCI NIH HHS/United States'],,,,,,,,
6311624,NLM,MEDLINE,19831123,20190621,0014-5793 (Print) 0014-5793 (Linking),161,2,1983 Sep 19,Differences in chromatin from normal and leukemic human cells as shown by digestion with restriction nucleases.,217-20,['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,FEBS Lett,FEBS letters,0155157,IM,"['Chromatin/*metabolism', '*DNA Restriction Enzymes', 'DNA, Neoplasm/*isolation & purification', 'Humans', 'Leukemia/*metabolism', 'Nucleic Acid Conformation']",1983/09/19 00:00,1983/09/19 00:01,['1983/09/19 00:00'],"['1983/09/19 00:00 [pubmed]', '1983/09/19 00:01 [medline]', '1983/09/19 00:00 [entrez]']","['0014-5793(83)81011-4 [pii]', '10.1016/0014-5793(83)81011-4 [doi]']",ppublish,FEBS Lett. 1983 Sep 19;161(2):217-20. doi: 10.1016/0014-5793(83)81011-4.,"['Chen, S', 'Srivastava, B I']","['Chen S', 'Srivastava BI']","['0 (Chromatin)', '0 (DNA, Neoplasm)', 'EC 3.1.21.- (DNA Restriction Enzymes)']","Restriction endonuclease MspI digested significantly more than HpaII the DNA and chromatin from normal and leukemic human cells, although both enzymes digested DNA more than chromatin. Moreover, DNA and chromatin from normal cells showed higher digestion by HpaII compared to DNA and chromatin from leukemic cells indicating higher frequency of Cm5CCG in latter DNA. EcoRII and BstNI, which have the recognition sequence CCATGG but cut at different points, digested all DNAs significantly, as did BstNI for chromatin from all sources. However, chromatin from normal cells showed only limited digestion by EcoRII which significantly digested chromatin from leukemic cells. This could result from subtle differences in the conformation of normal and leukemic cell chromatin involving recognition sequences for EcoRII.","['CA-13038/CA/NCI NIH HHS/United States', 'CA-17140/CA/NCI NIH HHS/United States']",,,,,,,,
6311563,NLM,MEDLINE,19831123,20190825,0014-2972 (Print) 0014-2972 (Linking),13,4,1983 Aug,Differences in beta-adrenergic receptor density and adenylate cyclase activity between normal and leukaemic leukocytes.,339-46,['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Eur J Clin Invest,European journal of clinical investigation,0245331,IM,"['Adenylyl Cyclases/*blood', 'Adult', 'Alprostadil', 'B-Lymphocytes/metabolism', 'Histamine/pharmacology', 'Humans', 'Isoproterenol/pharmacology', 'Leukemia/*blood', 'Leukocytes/drug effects/*metabolism', 'Monocytes/metabolism', 'Neutrophils/metabolism', 'Prostaglandins E/pharmacology', 'Receptors, Adrenergic, beta/*metabolism', 'T-Lymphocytes/metabolism']",1983/08/01 00:00,1983/08/01 00:01,['1983/08/01 00:00'],"['1983/08/01 00:00 [pubmed]', '1983/08/01 00:01 [medline]', '1983/08/01 00:00 [entrez]']",['10.1111/j.1365-2362.1983.tb00110.x [doi]'],ppublish,Eur J Clin Invest. 1983 Aug;13(4):339-46. doi: 10.1111/j.1365-2362.1983.tb00110.x.,"['Paietta, E', 'Schwarzmeier, J D']","['Paietta E', 'Schwarzmeier JD']","['0 (Prostaglandins E)', '0 (Receptors, Adrenergic, beta)', '820484N8I3 (Histamine)', 'EC 4.6.1.1 (Adenylyl Cyclases)', 'F5TD010360 (Alprostadil)', 'L628TT009W (Isoproterenol)']","An identical class of high-affinity binding sites for the 125I-labelled beta-adrenergic antagonist hydroxybenzylpindolol, was identified on intact human normal and leukaemic peripheral blood leukocytes. On normal unfractionated lymphocytes, polymorphonuclear leukocytes, and monocytes, receptor density did not differ significantly (1200-1400 receptors per cell; P greater than 0.3), but it was higher on B- than on T-lymphocytes (P less than 0.05). In leukaemia, monocytic blast cells expressed highest receptor numbers, whereas very low receptor density was seen on the pathologic B-cells from chronic lymphocytic leukaemia. Among normal leukocytes, adenylate cyclase activation by hormones (isoproterenol, prostaglandin E1, histamine) and sodium fluoride was strongest in plasma membranes from monocytes, but very weak in polymorphonuclear leukocytes either due to uncoupling of hormone receptors from adenylate cyclase or to low catalytic activity. In T-cells, enzyme activity was significantly lower than in B-cells. Loss of adenylate cyclase sensitivity to hormones and fluoride occurred in leukaemic cells from chronic and acute lymphocytic leukaemia.",,,,,,,,,
6311533,NLM,MEDLINE,19831123,20190919,0013-9432 (Print) 0013-9432 (Linking),30,2,1983,Topoisomerase I activities in L-1210 cell nuclei.,89-94,['eng'],['Journal Article'],Switzerland,Enzyme,Enzyme,1262265,IM,"['Animals', 'Cell Nucleus/*enzymology', 'DNA Topoisomerases, Type I/*isolation & purification', 'DNA, Neoplasm/analysis', 'Electrophoresis, Polyacrylamide Gel', 'Leukemia L1210/*enzymology', 'Mice', 'Molecular Weight', 'Neoplasm Proteins/analysis', 'Nucleic Acid Conformation']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1159/000469555 [doi]'],ppublish,Enzyme. 1983;30(2):89-94. doi: 10.1159/000469555.,"['Filipski, J', 'Yin, J', 'Kohn, K W']","['Filipski J', 'Yin J', 'Kohn KW']","['0 (DNA, Neoplasm)', '0 (Neoplasm Proteins)', 'EC 5.99.1.2 (DNA Topoisomerases, Type I)']",Topoisomerase was extracted from L-1210 nuclei by 0.35 M sodium chloride Extract fractionation by molecular weight revealed two activities. The activities were quantitatively determined using a technique based on the electrophoretic separation of 3H-labelled DNA product from substrate. This technique enables the determination of topoisomerase activity in extracts where nuclease activity is also present.,,,,,,,,,
6311439,NLM,MEDLINE,19831123,20190720,0008-8749 (Print) 0008-8749 (Linking),81,1,1983 Oct 1,Feline cytotoxic immune mechanisms against virus-associated leukemia and fibrosarcoma.,157-68,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Cell Immunol,Cellular immunology,1246405,IM,"['Animals', 'Antibodies, Viral/*immunology', 'Antibody-Dependent Cell Cytotoxicity', 'Cats', 'Cell Line', 'Complement System Proteins/immunology', '*Cytotoxicity, Immunologic', 'Fibrosarcoma/*immunology', 'Killer Cells, Natural/immunology', 'Leukemia Virus, Feline/immunology', 'Lymphoma/*immunology', 'Sarcoma Viruses, Feline/immunology', 'T-Lymphocytes, Cytotoxic/immunology', 'Tumor Virus Infections/*immunology']",1983/10/01 00:00,1983/10/01 00:01,['1983/10/01 00:00'],"['1983/10/01 00:00 [pubmed]', '1983/10/01 00:01 [medline]', '1983/10/01 00:00 [entrez]']","['0008-8749(83)90221-6 [pii]', '10.1016/0008-8749(83)90221-6 [doi]']",ppublish,Cell Immunol. 1983 Oct 1;81(1):157-68. doi: 10.1016/0008-8749(83)90221-6.,"['McCarty, J M', 'Grant, C K']","['McCarty JM', 'Grant CK']","['0 (Antibodies, Viral)', '9007-36-7 (Complement System Proteins)']","Humoral and cellular cytotoxic immune mechanisms of cats were compared against feline leukemia virus (FeLV)- and feline sarcoma virus (FeSV)-transformed cells. The groups of animals studied were nonexposed control cats; FeLV-infected immune or viremic tumor-bearing cats; FeSV-inoculated tumor progressor or regressor cats, and cats immunized with FeSV-transformed autochthonous fibroblasts (ATF). Sera containing complement-dependent antibodies (CDA), which lysed FeLV-producer lymphoma lines, had no cytotoxic effects when tested against FeLV-producer FeSV-transformed fibroblasts. Sera with lytic CDA activity were also tested for antibody-dependent cellular cytotoxic (ADCC) effects with peripheral blood lymphocytes (PBL) from nonimmune cats. No ADCC activity was detected against either lymphoid or fibroblast target lines. To demonstrate that cat PBL contained ADCC effector cells, antibody-coated murine target cells were employed and positive results obtained. Natural killer (NK) assays were performed using PBL from normal and tumor-bearing cats. Cytotoxic effects were only detectable to FeLV-producer lymphomas, and comparable levels of NK activity were found in normal and lymphoid tumor-bearing animals. In cats immunized with ATF, a population of effector cells was found in peripheral blood which had functional characteristics of cytotoxic T lymphocytes (CTL). The killing of ATF by CTL-like cells was not inhibited by FeLV/FeSV immune sera or by sera from autochthonous immune cats. The comparative importance of humoral and cellular cytotoxic mechanisms against FeLV- and FeSV-induced tumors is discussed.","['CA 24608/CA/NCI NIH HHS/United States', 'T32 CA09031/CA/NCI NIH HHS/United States']",,,,,,,,
6311431,NLM,MEDLINE,19831123,20190705,0092-8674 (Print) 0092-8674 (Linking),34,2,1983 Sep,Isotype switching in murine pre-B cell lines.,545-56,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cell,Cell,0413066,IM,"['Abelson murine leukemia virus', 'Animals', 'B-Lymphocytes/*immunology', 'Cell Transformation, Viral', 'Cloning, Molecular', 'DNA/analysis', 'DNA Restriction Enzymes/metabolism', 'Gene Expression Regulation', 'Immunoglobulin Heavy Chains/*genetics', 'Immunoglobulin Light Chains/*genetics', 'Immunoglobulin kappa-Chains/genetics', 'Mice']",1983/09/01 00:00,1983/09/01 00:01,['1983/09/01 00:00'],"['1983/09/01 00:00 [pubmed]', '1983/09/01 00:01 [medline]', '1983/09/01 00:00 [entrez]']","['0092-8674(83)90387-2 [pii]', '10.1016/0092-8674(83)90387-2 [doi]']",ppublish,Cell. 1983 Sep;34(2):545-56. doi: 10.1016/0092-8674(83)90387-2.,"['Akira, S', 'Sugiyama, H', 'Yoshida, N', 'Kikutani, H', 'Yamamura, Y', 'Kishimoto, T']","['Akira S', 'Sugiyama H', 'Yoshida N', 'Kikutani H', 'Yamamura Y', 'Kishimoto T']","['0 (Immunoglobulin Heavy Chains)', '0 (Immunoglobulin Light Chains)', '0 (Immunoglobulin kappa-Chains)', '9007-49-2 (DNA)', 'EC 3.1.21.- (DNA Restriction Enzymes)']","Isotype switching at the pre-B cell stage was studied by employing A-MuLV-transformed cell lines. Two gamma 2b-producing cell lines that did not have other cytoplasmic heavy chains or light chains were established from A-MuLV-transformed cell lines. One clone (SL2-1-52) arose spontaneously from a non-Ig-producing cell line (SL2-1) during in vitro culture. Another clone (AT11-2-24-6-99) underwent isotype switching from a mu-producing cell line (AT11-2-24-6), which had been derived from another non-Ig-producing line (AT11-2). Southern blot analysis of two gamma 2b-producing clones was performed in comparison to that of their respective parent clones. The results showed that isotype switching can operate at the stage of pre-B cells by a CH gene deletion mechanism without utilizing the switch region. In addition, the possibility is presented that deletion of the intervening CH genes could occur prior to the formation of the functional V region-coding DNA segment. This indicates that the prior expression of mu chains is not obligatory for the expression of other isotypes and that isotype commitment could occur in pre-B cells.",,,,,,,,,
6311410,NLM,MEDLINE,19831123,20041117,0361-5960 (Print) 0361-5960 (Linking),67,1,1983 Jan,Complications of treatment of small cell carcinoma of the lung.,21-6,['eng'],['Journal Article'],United States,Cancer Treat Rep,Cancer treatment reports,7607107,IM,"['Aged', 'Antineoplastic Agents/*adverse effects', 'Bacterial Infections/etiology/prevention & control', 'Carcinoma, Small Cell/*drug therapy/radiotherapy', 'Drug Therapy, Combination', 'Esophagitis/etiology', 'Female', 'Heart Diseases/etiology', 'Humans', 'Leukemia/etiology', 'Leukopenia/chemically induced', 'Lung Neoplasms/*drug therapy/radiotherapy', 'Male', 'Middle Aged', 'Pneumonia/etiology', 'Prognosis', 'Pulmonary Fibrosis/etiology']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1983 Jan;67(1):21-6.,"['Abeloff, M D', 'Klastersky, J', 'Drings, P D', 'Eagan, R T', 'Greco, F A', 'Holsti, L', 'Mattson, K', 'Postmus, P E']","['Abeloff MD', 'Klastersky J', 'Drings PD', 'Eagan RT', 'Greco FA', 'Holsti L', 'Mattson K', 'Postmus PE']",['0 (Antineoplastic Agents)'],"Improvements in therapy for small cell carcinoma of the lung have been achieved with treatment regimens that result in significant toxicity. The workshop of the International Association for the Study of Lung Cancer focused on the following complications of chemotherapy and radiotherapy: leukopenia and resultant infections, esophagitis, pneumonitis and pulmonary fibrosis, cardiac toxicity, second malignancies, neurologic complications, and psychosocial effects. The data regarding the incidence and management of these complications are briefly reviewed, and recommendations for further studies are noted.",,,,,,,,,
6311409,NLM,MEDLINE,19831123,20071115,0361-5960 (Print) 0361-5960 (Linking),67,1,1983 Jan,Acute leukemia developing after intensive chemotherapy for small cell cancer of the lung.,100-1,['eng'],"['Case Reports', 'Letter']",United States,Cancer Treat Rep,Cancer treatment reports,7607107,IM,"['Antineoplastic Agents/*adverse effects', 'Carcinoma, Small Cell/*drug therapy', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*chemically induced/mortality', 'Lung Neoplasms/*drug therapy', 'Middle Aged']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1983 Jan;67(1):100-1.,"['Mukherji, B', 'Yamase, H T']","['Mukherji B', 'Yamase HT']",['0 (Antineoplastic Agents)'],,,,,,,,,,
6311408,NLM,MEDLINE,19831123,20131121,0008-5472 (Print) 0008-5472 (Linking),43,11,1983 Nov,Plasma membrane lipid structural order in doxorubicin-sensitive and -resistant P388 cells.,5533-7,['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Cell Membrane/*analysis', 'Diphenylhexatriene', 'Doxorubicin/*therapeutic use', 'Electron Spin Resonance Spectroscopy', 'Leukemia P388/analysis/*drug therapy', 'Leukemia, Experimental/*drug therapy', 'Membrane Lipids/*analysis', 'Mice', 'Microscopy, Fluorescence']",1983/11/01 00:00,1983/11/01 00:01,['1983/11/01 00:00'],"['1983/11/01 00:00 [pubmed]', '1983/11/01 00:01 [medline]', '1983/11/01 00:00 [entrez]']",,ppublish,Cancer Res. 1983 Nov;43(11):5533-7.,"['Ramu, A', 'Glaubiger, D', 'Magrath, I T', 'Joshi, A']","['Ramu A', 'Glaubiger D', 'Magrath IT', 'Joshi A']","['0 (Membrane Lipids)', '1720-32-7 (Diphenylhexatriene)', '80168379AG (Doxorubicin)']","We have studied the structural order of the lipid phase of plasma membranes from P388 murine leukemia cells and from a Doxorubicin-resistant subline, P388/ADR, using electron spin resonance spectroscopy and fluorescence depolarization measurements. Measurements of the order parameter, S, following incubation of cells from both lines with the N-oxyl-4'-4'-dimethyloxazolidine derivative of 5-ketostearic acid show higher values for the resistant cells at all temperatures where S was measured (4-37 degrees). Fluorescence depolarization measurements following incubation of the cells, or cell fractions, with 1,6-diphenylhexatriene indicate more restricted motion of the probe in resistant cells. These measurements also show increased amounts of cytoplasmic lipid in the resistant cells. The higher degree of structural order in the lipid phase of the plasma membranes of P388/ADR cells and their larger intracellular lipid content may account for the decreased rate of intracellular accumulation of anthracycline drugs (and other compounds) seen in these cells and, in part, for their relative resistance to the cytotoxic effects of these drugs.",,,,,,,,,
6311407,NLM,MEDLINE,19831123,20061115,0008-5472 (Print) 0008-5472 (Linking),43,11,1983 Nov,Correlation of alkaline phosphatase activity to normal T-cell differentiation and to radiation leukemia virus-induced preleukemic cells in the C57BL mouse thymus.,5416-26,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Alkaline Phosphatase/*metabolism', 'Animals', 'Cell Differentiation', 'Female', 'Histocytochemistry', 'Leukemia Virus, Murine/*genetics', 'Leukemia, Experimental/*enzymology/microbiology', 'Male', 'Mice', 'Mice, Inbred Strains', 'Preleukemia/*enzymology/microbiology', 'T-Lymphocytes/enzymology/*physiology', 'Thymus Gland/enzymology']",1983/11/01 00:00,1983/11/01 00:01,['1983/11/01 00:00'],"['1983/11/01 00:00 [pubmed]', '1983/11/01 00:01 [medline]', '1983/11/01 00:00 [entrez]']",,ppublish,Cancer Res. 1983 Nov;43(11):5416-26.,"['Goffinet, G', 'Houben-Defresne, M P', 'Boniver, J']","['Goffinet G', 'Houben-Defresne MP', 'Boniver J']",['EC 3.1.3.1 (Alkaline Phosphatase)'],"Cytochemical methods at the light and electron microscopic level were used to define the pattern of alkaline phosphatase (APase) activity in normal thymus and to study its modifications after inoculation with the thymotropic leukemogenic radiation leukemia virus in correlation with the emergence of preleukemic cells and their thymus dependency. APase was found in numerous lymphoblasts of the fetal thymus. The enzyme was also detected in a few lymphoid blast cells of the normal young adult thymus, which were closely associated with thymic nurse cells. The observed distribution of APase in normal thymus suggests that its expression could be limited to an early stage of the T-cell differentiation pathway. After inoculation with radiation leukemia virus, APase activity remained normal for almost the entire latency period, during which virus replication spread to the cortex and thymus-dependent preleukemic cells appeared. An important increase in the number of APase-positive cells occurred later, i.e., at the end of the latency period, in nontumoral thymus, which displayed lymphocytic depletion and contained autonomous thymus-independent preleukemic cells. These latter features obviously reflected the malignant transformation of thymus lymphoblasts, which eventually led to the development of the thymic lymphomas. The results raise the question of the possible filiation between the thymic nurse cell-associated APase-positive lymphoid cells of the normal thymus and the target cells susceptible to productive infection and to neoplastic transformation after radiation leukemia virus infection.",,,,,,,,,
6311404,NLM,MEDLINE,19831123,20071115,0008-5472 (Print) 0008-5472 (Linking),43,11,1983 Nov,New method for detecting Epstein-Barr virus association in nonproducer lymphoblastoid cell lines.,5064-7,['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,IM,"['Antigens, Viral/analysis', 'Burkitt Lymphoma/*immunology', 'Cell Line', 'HeLa Cells/microbiology', 'Herpesvirus 4, Human/immunology/*isolation & purification', 'Humans', 'Immunoenzyme Techniques', 'Leukemia, Lymphoid/*immunology', 'Lymphocytes/*microbiology']",1983/11/01 00:00,1983/11/01 00:01,['1983/11/01 00:00'],"['1983/11/01 00:00 [pubmed]', '1983/11/01 00:01 [medline]', '1983/11/01 00:00 [entrez]']",,ppublish,Cancer Res. 1983 Nov;43(11):5064-7.,"['Giunta, S', 'Groppa, G']","['Giunta S', 'Groppa G']","['0 (Antigens, Viral)']","Epstein-Barr virus association in nonproducer human lymphoblastoid cell lines can be demonstrated by the presence of the virus genome (nucleic acid hybridization studies) or by the detection of the virus-coded complement-fixing antigen (complement fixation and/or anti-complement immunofluorescent test). This paper describes an enzyme immunoassay for the detection of Epstein-Barr virus complement-fixing antigen and its application to the demonstration of Epstein-Barr virus association in nonproducer lymphoblastoid cell lines. The assay is based on competition for complement between Epstein-Barr complement-fixing antigen and its specific antibody and a probe complex composed of Escherichia coli beta-galactosidase and specific anti-beta-galactosidase antibody. This competitive enzyme immunoassay is a specific and sensitive procedure for detecting Epstein-Barr virus association in nonproducer cell lines, allowing also quantitative estimation of the amount of antigen produced.",,,,,,,,,
6311222,NLM,MEDLINE,19831028,20190623,0006-2952 (Print) 0006-2952 (Linking),32,17,1983 Sep 1,"Phosphorylation of ""tricyclic nucleoside"" by adenosine kinases from L1210 cells and HEp-2 cells.",2601-2,['eng'],['Journal Article'],England,Biochem Pharmacol,Biochemical pharmacology,0101032,IM,"['Adenosine Kinase/*metabolism', 'Animals', 'Carcinoma, Squamous Cell/*enzymology', 'Cell Line', 'Humans', 'Kinetics', 'Laryngeal Neoplasms/*enzymology', 'Leukemia L1210/*enzymology', 'Mice', 'Phosphorylation', 'Phosphotransferases/*metabolism', 'Ribonucleosides/*metabolism']",1983/09/01 00:00,2001/03/28 10:01,['1983/09/01 00:00'],"['1983/09/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1983/09/01 00:00 [entrez]']","['0006-2952(83)90026-6 [pii]', '10.1016/0006-2952(83)90026-6 [doi]']",ppublish,Biochem Pharmacol. 1983 Sep 1;32(17):2601-2. doi: 10.1016/0006-2952(83)90026-6.,"['Bennett, L L Jr', 'Allan, P W', 'Chang, C H']","['Bennett LL Jr', 'Allan PW', 'Chang CH']","['0 (Ribonucleosides)', '2421HMY9N6 (triciribine)', 'EC 2.7.- (Phosphotransferases)', 'EC 2.7.1.20 (Adenosine Kinase)']",,,,,,,,,,
6311144,NLM,MEDLINE,19831008,20190717,0003-9942 (Print) 0003-9942 (Linking),40,9,1983 Sep,Lymphoma and leukemia manifested by steroid-responsive polyneuropathy.,577-82,['eng'],"['Case Reports', 'Journal Article']",United States,Arch Neurol,Archives of neurology,0372436,IM,"['Chronic Disease', 'Humans', 'Leukemia, Lymphoid/*complications', 'Lymphatic Diseases/*complications', 'Lymphoma/*complications', 'Male', 'Middle Aged', 'Neoplasms', 'Peripheral Nervous System Diseases/drug therapy/*etiology/pathology', 'Prednisone/*therapeutic use']",1983/09/01 00:00,1983/09/01 00:01,['1983/09/01 00:00'],"['1983/09/01 00:00 [pubmed]', '1983/09/01 00:01 [medline]', '1983/09/01 00:00 [entrez]']",['10.1001/archneur.1983.04050080077016 [doi]'],ppublish,Arch Neurol. 1983 Sep;40(9):577-82. doi: 10.1001/archneur.1983.04050080077016.,"['Sumi, S M', 'Farrell, D F', 'Knauss, T A']","['Sumi SM', 'Farrell DF', 'Knauss TA']",['VB0R961HZT (Prednisone)'],"Subacute polyneuropathy that responded to prednisone was the initial symptom in two patients, one of whom was later found to have histiocytic lymphoma and the other, chronic lymphocytic leukemia. Sural nerve biopsy specimens in both showed extensive segmental demyelination. In the first patient, there was invasion of the myelinated axons by macrophage processes, and the later course of the neuropathy appeared to parallel that of the lymphoma. In the second patient, there was diffuse lymphocytic infiltration of the perineurium and endoneurium, lymphocytes were found beneath the basal lamina, and the demyelination was characterized by extensive vesicular degeneration of the myelin sheath. The demyelination appeared to be cell mediated in the first patient. This was probably the mechanism in the second patient as well, but simple mechanical compression by infiltrating leukemic cells was another possible explanation.",,,,,,,,,
