PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,PMC,SI,CIN,CON,CRI,CI,EIN,TT,LID,OID,OTO,OT,GN,MID
9279365,NLM,MEDLINE,19970922,20190826,0145-2126 (Print) 0145-2126 (Linking),21,6,1997 Jun,Induction of macrophage colony-stimulating factor receptor up-regulation in THP-1 human leukemia cells is dependent on the activation of c-fyn protein tyrosine kinase.,539-47,"We investigated the role of fyn kinase on the expression of macrophage colony-stimulating factor (M-CSF) receptors (M-CSFR) and macrophage differentiation using a human myelomonocytic leukemic cell line THP-1. Treatment of THP-1 cells with Bryostatin 1 (bryo 1), a potent protein kinase C (PKC) activator, caused a major fraction of them to become adherent (AD) with distinct monocyte/macrophage characteristics. The differentiation was associated with an enhanced expression of M-CSFR and fyn tyrosine kinase activity, occurring primarily on cells in the AD fraction. Scatchard plot analysis showed that the enhanced expression of M-CSFR binding activity was due to an increase in total receptor number per AD cell, rather than an increase in the binding affinity. Fyn antisense (AS) phosphorothioate oligonucleotides (s-oligos) inhibited the up-regulation of both M-CSFR and c-fms transcripts in bryo 1-treated THP-1 cells. In contrast, fyn sense s-oligos did not affect the up-regulation of either M-CSFR or c-fms mRNA in bryo 1-treated cells. In addition, fyn AS s-oligos blocked the expression of AD capacity in bryo 1-treated THP-1 cells. The efficacy of fyn AS s-oligos as macromolecular inhibitors was verified by their ability to lower fyn-associated tyrosine kinase and in vitro autophosphorylation activity in bryo 1-treated THP-1 cells. Taken together, our results show a strong correlation between M-CSFR expression and monocytic differentiation in THP-1 cells, and suggest a possible role of c-fyn tyrosine kinase in mediating these processes.","['Li, Y', 'Chen, B']","['Li Y', 'Chen B']","['Department of Immunology, Institute of Basic Medical Sciences, Beijing, China.']",['eng'],"['AI 23499/AI/NIAID NIH HHS/United States', 'CA 73212/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Leuk Res,Leukemia research,7706787,"['0 (Bryostatins)', '0 (Lactones)', '0 (Macrolides)', '0 (Oligonucleotides, Antisense)', '0 (Proto-Oncogene Proteins)', '37O2X55Y9E (bryostatin 1)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.10.1 (Receptor, Macrophage Colony-Stimulating Factor)', 'EC 2.7.10.2 (FYN protein, human)', 'EC 2.7.10.2 (Proto-Oncogene Proteins c-fyn)']",IM,"['Bryostatins', 'Cell Differentiation', 'Enzyme Activation', 'Gene Expression Regulation, Enzymologic', 'Gene Expression Regulation, Neoplastic', 'Humans', 'Lactones/pharmacology', 'Macrolides', 'Oligonucleotides, Antisense/pharmacology', 'Phagocytosis', 'Phosphorylation', 'Protein-Tyrosine Kinases/*metabolism', 'Proto-Oncogene Proteins/*metabolism', 'Proto-Oncogene Proteins c-fyn', 'Receptor, Macrophage Colony-Stimulating Factor/*genetics', 'Tumor Cells, Cultured', '*Up-Regulation']",1997/06/01 00:00,1997/06/01 00:01,['1997/06/01 00:00'],"['1997/06/01 00:00 [pubmed]', '1997/06/01 00:01 [medline]', '1997/06/01 00:00 [entrez]']","['S0145212697000040 [pii]', '10.1016/s0145-2126(97)00004-0 [doi]']",ppublish,Leuk Res. 1997 Jun;21(6):539-47. doi: 10.1016/s0145-2126(97)00004-0.,,,,,,,,,,,,,,,
9279364,NLM,MEDLINE,19970922,20190826,0145-2126 (Print) 0145-2126 (Linking),21,6,1997 Jun,Effects of retinoic acid on a new human erythromegakaryocytic cell line AP-217.,529-37,"We have characterized a new human cell line AP-217, derived from the peripheral blood of a patient with chronic myeloid leukemia in blastic crisis. The analysis of cell surface antigens and ploidy showed that AP-217 was an erythro-megakaryocytic cell line. The effects of inducers of differentiation were studied and focused on retinoic acid (RA). Uninduced AP-217 cells produced a low level of hemoglobin (Hb) that showed a moderate but significant dose-dependent increase after 13 cis-RA induction (four times above the control at 10(-5) M). To outline this effect, AP-217 cells were cloned at limiting dilution. A subclone (clone 2) was isolated which expressed glycophorin A on 12% of cells, and showed a marked sensitivity to RA. After a 4 day induction with increasing concentrations of RA (1-10 x 10(-6) M) Hb production by clone 2 cells was enhanced 12 times over the control at the highest concentration (10(-5) M). No effect of RA on the Hb production of K-562 and HEL was observed. This increased Hb production occurred simultaneously with a growth inhibition in clonogenic cultures (20% reduction) associated with a drastic reduction of the colony size. Moreover, we demonstrated the expression of mRNA for the beta globin gene in clone 2 and AP-217-cells. This is the first report of a positive effect of RA on the erythroid differentiation of a human leukemic cell line.","['Mossuz, P', 'Prandini, M H', 'Leroux, D', 'Valiron, O', 'Schweitzer, A', 'Sassetti, B', 'Kolodie, L']","['Mossuz P', 'Prandini MH', 'Leroux D', 'Valiron O', 'Schweitzer A', 'Sassetti B', 'Kolodie L']","[""Laboratoire d'Hematologie, CHU A.Michallon, Grenoble, France.""]",['eng'],,['Journal Article'],England,Leuk Res,Leukemia research,7706787,"['0 (Antigens, Surface)', '0 (Hemoglobins)', '9004-22-2 (Globins)', 'EH28UP18IF (Isotretinoin)']",IM,"['Adult', 'Antigens, Surface/metabolism', 'Blotting, Northern', 'Cell Differentiation/drug effects', 'Cell Division/drug effects', 'Cloning, Molecular', 'Erythrocytes/*drug effects/metabolism/pathology', 'Globins/genetics', 'Hemoglobins/biosynthesis', 'Humans', 'Isotretinoin/*pharmacology', 'Karyotyping', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics/pathology', 'Male', 'Megakaryocytes/*drug effects/metabolism/pathology', 'Polymerase Chain Reaction', 'Tumor Cells, Cultured']",1997/06/01 00:00,1997/06/01 00:01,['1997/06/01 00:00'],"['1997/06/01 00:00 [pubmed]', '1997/06/01 00:01 [medline]', '1997/06/01 00:00 [entrez]']","['S0145212697000088 [pii]', '10.1016/s0145-2126(97)00008-8 [doi]']",ppublish,Leuk Res. 1997 Jun;21(6):529-37. doi: 10.1016/s0145-2126(97)00008-8.,,,,,,,,,,,,,,,
9279363,NLM,MEDLINE,19970922,20190826,0145-2126 (Print) 0145-2126 (Linking),21,6,1997 Jun,Suppressed formation of bone marrow adherent layers derived from acute myeloid leukemia patients after in vitro exposure to interleukin-4.,519-27,"Long-term bone marrow cultures from ten acute myeloid leukemia (AML) patients exposed to recombinant human (rhu) interleukin (IL) 4 from culture initiation failed to develop adherent layers at 5 weeks as compared to controls. The adherent layers from two of our patients expressed IL-1 beta transcripts constitutively, and all produced IL-6 and leukemia inhibitory factor (LIF) proteins. Our results demonstrate that rhuIL-4 markedly inhibited AML-derived adherent layer formation in a time- and dose-dependent manner, and this effect was not mediated through enhanced apoptosis and did not correlate with IL-1 beta, IL-6 or LIF production.","['Wetzler, M', 'Kurzrock, R', 'Estrov, Z', 'Barone, S', 'Estey, E', 'Talpaz, M']","['Wetzler M', 'Kurzrock R', 'Estrov Z', 'Barone S', 'Estey E', 'Talpaz M']","['Department of Hematologic Oncology, Roswell Park Cancer Institute, State University of New York at Buffalo, NY 14263, USA.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,"['0 (Recombinant Proteins)', '207137-56-2 (Interleukin-4)']",IM,"['Acute Disease', 'Apoptosis', 'Bone Marrow/*pathology', 'Cell Adhesion', 'Humans', 'Interleukin-4/*pharmacology', 'Leukemia, Myeloid/*pathology', 'Recombinant Proteins/pharmacology', 'Tumor Cells, Cultured']",1997/06/01 00:00,1997/06/01 00:01,['1997/06/01 00:00'],"['1997/06/01 00:00 [pubmed]', '1997/06/01 00:01 [medline]', '1997/06/01 00:00 [entrez]']","['S0145212697000052 [pii]', '10.1016/s0145-2126(97)00005-2 [doi]']",ppublish,Leuk Res. 1997 Jun;21(6):519-27. doi: 10.1016/s0145-2126(97)00005-2.,,,,,,,,,,,,,,,
9279361,NLM,MEDLINE,19970922,20190826,0145-2126 (Print) 0145-2126 (Linking),21,6,1997 Jun,The isolation of a DNA synthesome from human leukemia cells.,501-12,"In this report we describe, for the first time, the purification and characterization of a replication-competent multiprotein form of DNA polymerase (designated the DNA synthesome) from the human leukemia cell line (HL-60) using a series of centrifugation, ion-exchange chromatography and velocity sedimentation steps. The proteins and enzymatic activities thus far identified to co-purify with the leukemia cell DNA synthesome include the DNA polymerases alpha and delta, DNA primase, proliferating cell nuclear antigen (PCNA), replication factor C (RF-C), replication protein A (RP-A), and DNA topoisomerases I and II. We have demonstrated that the DNA synthesome is fully competent to replicate simian virus 40 (SV40) replication origin containing DNA in vitro in the presence of the viral large T-antigen. This result implies that all of the cellular activities required for large T-antigen-dependent in vitro SV40 DNA synthesis are present in the isolated human leukemia cell DNA synthesome. Since SV40 is extensively dependent on the host cell's DNA synthetic machinery for its own DNA replication, our results indicate that the isolated leukemia cell DNA synthesome may play a role not only in viral DNA synthesis but also in human leukemia cell DNA replication. We recently proposed a model to represent the DNA synthesome that was isolated from HeLa and murine cells. Our data indicate that the organization of the DNA synthesome from HL-60 cells also fits this proposed model. The purified DNA synthesome will not only allow the further study of the molecular mechanisms required to carry out human leukemia cell DNA replication, but may also provide a tool for eventually dissecting some of the regulatory controls of the cell's DNA synthetic machinery.","['Lin, S', 'Hickey, R J', 'Malkas, L H']","['Lin S', 'Hickey RJ', 'Malkas LH']","['Toxicology Program, University of Maryland at Baltimore 21201, USA.']",['eng'],['CA57350/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Leuk Res,Leukemia research,7706787,"['0 (DNA, Viral)', '0 (Macromolecular Substances)', '0 (Multienzyme Complexes)', 'EC 2.7.7.- (DNA synthesome)', 'EC 2.7.7.7 (DNA-Directed DNA Polymerase)']",IM,"['Chromatography, Ion Exchange', '*DNA Replication', 'DNA, Viral/*biosynthesis', 'DNA-Directed DNA Polymerase/*isolation & purification/metabolism', 'HL-60 Cells', 'Humans', 'Macromolecular Substances', 'Multienzyme Complexes/*isolation & purification/metabolism']",1997/06/01 00:00,1997/06/01 00:01,['1997/06/01 00:00'],"['1997/06/01 00:00 [pubmed]', '1997/06/01 00:01 [medline]', '1997/06/01 00:00 [entrez]']","['S0145212696001038 [pii]', '10.1016/s0145-2126(96)00103-8 [doi]']",ppublish,Leuk Res. 1997 Jun;21(6):501-12. doi: 10.1016/s0145-2126(96)00103-8.,,,,,,,,,,,,,,,
9279360,NLM,MEDLINE,19970922,20190826,0145-2126 (Print) 0145-2126 (Linking),21,6,1997 Jun,Multiple centrosomal microtubule organising centres and increased microtubule stability are early features of VP-16-induced apoptosis in CCRF-CEM cells.,491-9,"Microtubular reorganisation contributing to apoptotic morphology occurs in normal and neoplastic cells undergoing apoptosis induced by cytotoxic drugs [1-3]. The aim of this study was to correlate the changes in the microtubules (MTs) with behavior of the centrosome in apoptotic cells, and to see whether post-translational changes in tubulin occurred with the emergence of apoptotic MT bands. Apoptosis was induced in the human T-cell leukaemia line (CCRF-CEM) by treatment with 17 microM etoposide over a 4 h period. The time course of changes was assessed using flow cytometry (FCM) and immunocytochemistry in cells labelled for a centrosomal antigen (CSP-alpha) or alpha-tubulins. One hour following treatment we observed multiple centrosomal microtubule organising centres (MTOCs) associated with the nucleus and the transient appearance of a subset of stable MTs detected with an antibody specific for acetylated alpha-tubulin, as the bands of MTs which lobulate the nucleus are formed. The altered properties of the MTs thus reflect changes in function as apoptosis progresses.","['Pittman, S', 'Geyp, M', 'Fraser, M', 'Ellem, K', 'Peaston, A', 'Ireland, C']","['Pittman S', 'Geyp M', 'Fraser M', 'Ellem K', 'Peaston A', 'Ireland C']","[""Children's Cancer Research Institute, Sydney Children's Hospital, Australia.""]",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,"['0 (Antigens)', '0 (Tubulin)', '6PLQ3CP4P3 (Etoposide)']",IM,"['Antigens/metabolism', 'Apoptosis/*drug effects', '*Centrosome/immunology', 'DNA Fragmentation', 'Etoposide/*pharmacology', 'Flow Cytometry', 'Humans', 'Immunohistochemistry', '*Microtubules', 'Tubulin/metabolism', 'Tumor Cells, Cultured']",1997/06/01 00:00,1997/06/01 00:01,['1997/06/01 00:00'],"['1997/06/01 00:00 [pubmed]', '1997/06/01 00:01 [medline]', '1997/06/01 00:00 [entrez]']","['S0145212697000386 [pii]', '10.1016/s0145-2126(97)00038-6 [doi]']",ppublish,Leuk Res. 1997 Jun;21(6):491-9. doi: 10.1016/s0145-2126(97)00038-6.,,,,,,,,,,,,,,,
9279359,NLM,MEDLINE,19970922,20190826,0145-2126 (Print) 0145-2126 (Linking),21,6,1997 Jun,"Bcl-2 and c-myc expression, cell cycle kinetics and apoptosis during the progression of chronic myelogenous leukemia from diagnosis to blastic phase.",479-89,"Chronic myelogenous leukemia (CML) has a progressive course but little is known about the biologic characteristics of disease progression. This study was designed to assess the changes in cell proliferative characteristics, apoptosis, the expression of the bcl-2 and c-myc genes between the time of initial diagnosis and entrance into the blastic phase of the disease. We observed that the rate of cell proliferation decreased and the cell death rate did not significantly change as the disease accelerated. The level of bcl-2 expression was significantly higher in accelerated/blastic phase cells than in the chronic phase cells in the population as a whole, however, the bcl-2 expression level did not change in blast cell subpopulation. c-myc Expression was significantly higher in the blast cell subpopulation of accelerated/blastic phase than in that of earlier phases of the disease. In conclusion, the characteristics of CML cells, namely proliferation rate, c-myc and bcl-2 change during the course of the disease. It is possible that the change in c-myc expression plays a causative role in evolution of the blastic phase from the chronic phase.","['Handa, H', 'Hegde, U P', 'Kotelnikov, V M', 'Mundle, S D', 'Dong, L M', 'Burke, P', 'Rose, S', 'Gaskin, F', 'Raza, A', 'Preisler, H D']","['Handa H', 'Hegde UP', 'Kotelnikov VM', 'Mundle SD', 'Dong LM', 'Burke P', 'Rose S', 'Gaskin F', 'Raza A', 'Preisler HD']","[""Rush Cancer Institute, Rush Presbyterian-St. Luke's Medical Center, Chicago, IL 60612, USA.""]",['eng'],"['CA 60085/CA/NCI NIH HHS/United States', 'CA 60086/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Leuk Res,Leukemia research,7706787,['0 (Interleukin-1)'],IM,"['Adult', 'Aged', 'Apoptosis/*genetics', 'Bone Marrow/pathology', 'Cell Cycle/*genetics', 'Disease Progression', 'Female', 'Flow Cytometry', 'Gene Expression', '*Genes, bcl-2', '*Genes, myc', 'Humans', 'Interleukin-1/metabolism', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics/metabolism/pathology', 'Leukocyte Count', 'Male', 'Middle Aged', 'Proto-Oncogenes']",1997/06/01 00:00,1997/06/01 00:01,['1997/06/01 00:00'],"['1997/06/01 00:00 [pubmed]', '1997/06/01 00:01 [medline]', '1997/06/01 00:00 [entrez]']","['S0145212697000064 [pii]', '10.1016/s0145-2126(97)00006-4 [doi]']",ppublish,Leuk Res. 1997 Jun;21(6):479-89. doi: 10.1016/s0145-2126(97)00006-4.,,,,,,,,,,,,,,,
9279345,NLM,MEDLINE,19970911,20131121,0385-0684 (Print) 0385-0684 (Linking),24,10,1997 Aug,"[Menogaril (TUT-7) late phase II study for malignant lymphoma, adult T-cell leukemia and lymphoma (ATLL)].",1263-71,"A late Phase II multicenter study with menogaril was conducted nationwide in patients with malignant lymphoma [non-Hodgkin's lymphoma (NHL), Hodgkin's disease (HD)], and ATLL, menogaril was orally administered at 100 mg daily after breakfast, for seven consecutive days with two- or three-week drug withdrawal, then menogaril administration was repeated. For malignant lymphoma, in 81 patients with NHL and 5 patients with HD registered, 70 and 5 patients were evaluable for efficacy, respectively. The efficacy rates were 32.9% (6 CRs + 17 PRs/70) for NHL and 20.0% (1 PR/5) for HD, respectively; that for the NHL patients with prior anthracycline antibiotic chemotherapy was 30.5% (5 CRs and 13 PRs/59). For ATLL, among the 16 patients registered, 15 were evaluable for efficacy, and the efficacy rate was 40.0% (2 CRs and 4 PRs/15). Adverse drug reactions frequently observed in the patients with malignant lymphoma and ATLL included bone-marrow suppression and gastrointestinal symptoms such as anorexia, and nausea/vomiting. With these results, menogaril was considered to be effective for the treatment of non-Hodgkin's lymphoma and ATLL.","['Taguchi, T', 'Ohta, K', 'Hotta, T', 'Shirakawa, S', 'Masaoka, T', 'Kimura, I']","['Taguchi T', 'Ohta K', 'Hotta T', 'Shirakawa S', 'Masaoka T', 'Kimura I']",['Osaka University.'],['jpn'],,"['Clinical Trial', 'Clinical Trial, Phase II', 'English Abstract', 'Journal Article', 'Multicenter Study']",Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,"['0 (Antibiotics, Antineoplastic)', '8JSV4O30HQ (Menogaril)']",IM,"['Administration, Oral', 'Adult', 'Aged', 'Anorexia/chemically induced', 'Antibiotics, Antineoplastic/*administration & dosage/adverse effects', 'Bone Marrow/drug effects', 'Drug Administration Schedule', 'Female', 'Hodgkin Disease/*drug therapy', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/*drug therapy', 'Lymphoma, Non-Hodgkin/*drug therapy', 'Male', 'Menogaril/*administration & dosage/adverse effects', 'Middle Aged', 'Nausea/chemically induced', 'Vomiting/chemically induced']",1997/08/01 00:00,1997/08/01 00:01,['1997/08/01 00:00'],"['1997/08/01 00:00 [pubmed]', '1997/08/01 00:01 [medline]', '1997/08/01 00:00 [entrez]']",,ppublish,Gan To Kagaku Ryoho. 1997 Aug;24(10):1263-71.,,,,,,,,,,,,,,,
9279287,NLM,MEDLINE,19970911,20190905,0954-6820 (Print) 0954-6820 (Linking),242,2,1997 Aug,Hyperkalaemia in acute leukaemia: a sign of adrenocortical insufficiency.,111-5,"OBJECTIVES: To evaluate adrenal cortical reserve function in hyperkalaemic patients with acute leukaemia (AL). DESIGN: In hyperkalaemic AL patients, after basal blood collection for cortisol, rapid adrenocorticotropic hormone (ACTH) stimulation test was performed with human a1-24-ACTH 0.25 mg, intravenously. Sixty minutes following injection, additional plasma was obtained for cortisol. Normal response was a peak cortisol level greater than 15 micrograms dL-1 with an increment greater than 5 micrograms dL-1. SETTING: Hacettepe University Hospital, Ankara, Turkey. SUBJECTS: Newly diagnosed AL patients with plasma K+ values exceeding 4.5 mmol L-1, who had never received antileukaemia therapy were eligible for entry into the trial. Thirteen patients fulfilled these criteria. Twenty AL patients with normal serum K+ levels were studied as controls. RESULTS: In six patients with hyperkalaemia, adrenal cortical response to rapid ACTH test was inadequate. One patient died during induction chemotherapy due to sepsis. Five of the remaining patients entered remission. Repeat ACTH tests during remission revealed normalization of the adrenocortical function in these patients. However, in only one patient with normal serum K+ level, adrenocortical reserve was decreased. CONCLUSIONS: We suggest that in any AL patient with hyperkalaemia, adrenal reserve function should be evaluated with rapid ACTH stimulation test. In states of resistant hypotension and hyperkalaemia, steroids may be life saving.","['Demiroglu, H', 'Dundar, S']","['Demiroglu H', 'Dundar S']","['Department of Haematology, Hacettepe University Medical School, Ankara, Turkey.']",['eng'],,['Journal Article'],England,J Intern Med,Journal of internal medicine,8904841,"['9002-60-2 (Adrenocorticotropic Hormone)', 'WI4X0X7BPJ (Hydrocortisone)']",IM,"['Adrenal Cortex/*physiopathology', 'Adrenocorticotropic Hormone/administration & dosage', 'Adult', 'Aged', 'Female', 'Humans', 'Hydrocortisone/blood/*deficiency', 'Hyperkalemia/*blood/*etiology', 'Leukemia, Myeloid, Acute/*blood', 'Male', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*blood']",1997/08/01 00:00,1997/08/01 00:01,['1997/08/01 00:00'],"['1997/08/01 00:00 [pubmed]', '1997/08/01 00:01 [medline]', '1997/08/01 00:00 [entrez]']",['10.1046/j.1365-2796.1997.00154.x [doi]'],ppublish,J Intern Med. 1997 Aug;242(2):111-5. doi: 10.1046/j.1365-2796.1997.00154.x.,,,,,,,,,,,,,,,
9279088,NLM,MEDLINE,19971030,20051117,0039-9450 (Print) 0039-9450 (Linking),42,10 Suppl,1997 Jul,[The Wilms' tumor suppressor gene WT1].,1612-7,,"['Akiyama, T']",['Akiyama T'],"['Research Institute for Microbial Diseases, Osaka University, Japan.']",['jpn'],,"['Journal Article', 'Review']",Japan,Tanpakushitsu Kakusan Koso,"Tanpakushitsu kakusan koso. Protein, nucleic acid, enzyme",0413762,"['0 (DNA-Binding Proteins)', '0 (Transcription Factors)', '0 (WT1 Proteins)']",IM,"['Acute Disease', 'Apoptosis', '*Cell Cycle/genetics', 'DNA-Binding Proteins/*genetics', '*Genes, Wilms Tumor', 'Humans', 'Leukemia/genetics/pathology', 'Mutation', 'Transcription Factors/*genetics/*physiology', 'WT1 Proteins', 'Wilms Tumor/*genetics', 'Zinc Fingers']",1997/07/01 00:00,1997/07/01 00:01,['1997/07/01 00:00'],"['1997/07/01 00:00 [pubmed]', '1997/07/01 00:01 [medline]', '1997/07/01 00:00 [entrez]']",,ppublish,Tanpakushitsu Kakusan Koso. 1997 Jul;42(10 Suppl):1612-7.,25,,,,,,,,,,,,,,
9279078,NLM,MEDLINE,19971030,20081121,0039-9450 (Print) 0039-9450 (Linking),42,10 Suppl,1997 Jul,[Interaction between a transforming protein tax and cellular factors].,1532-40,,"['Fujisawa, J']",['Fujisawa J'],"['Department of Microbiology, Kansai Medical University, Osaka, Japan.']",['jpn'],,"['Journal Article', 'Review']",Japan,Tanpakushitsu Kakusan Koso,"Tanpakushitsu kakusan koso. Protein, nucleic acid, enzyme",0413762,"['0 (Gene Products, rex)', '0 (Gene Products, tax)', '0 (Transcription Factors)', '9007-49-2 (DNA)']",IM,"['Animals', 'Cell Transformation, Neoplastic/genetics', 'DNA/metabolism', 'Enhancer Elements, Genetic', 'Gene Products, rex/physiology', 'Gene Products, tax/*physiology', 'Humans', 'Leukemia, T-Cell/genetics', '*Signal Transduction', 'Transcription Factors/physiology']",1997/07/01 00:00,1997/07/01 00:01,['1997/07/01 00:00'],"['1997/07/01 00:00 [pubmed]', '1997/07/01 00:01 [medline]', '1997/07/01 00:00 [entrez]']",,ppublish,Tanpakushitsu Kakusan Koso. 1997 Jul;42(10 Suppl):1532-40.,52,,,,,,,,,,,,,,
9278535,NLM,MEDLINE,19971003,20191025,0270-6474 (Print) 0270-6474 (Linking),17,18,1997 Sep 15,Endogenous ciliary neurotrophic factor is a lesion factor for axotomized motoneurons in adult mice.,6999-7006,"Ciliary neurotrophic factor (CNTF) is an abundant cytosolic molecule in myelinating Schwann cells of adult rodents. In newborn animals in which CNTF is not yet expressed, exogenous CNTF that is locally administered very effectively protects motoneurons from degeneration by axotomy. To evaluate whether endogenous CNTF, released after nerve injury from the cytosol of Schwann cells, supports motoneuron survival, we transected the facial nerve in 4-week-old pmn mice. In this mouse mutant a rapidly progressing degenerative disease of motoneurons starts by the third postnatal week at the hindlimbs and progresses to the anterior parts of the body, leading to death by the seventh to eighth week. Apoptotic death of motoneurons can be observed during this period, as revealed by TUNEL staining. In 6-week-old unlesioned pmn mice approximately 40% of facial motoneurons have degenerated. Facial nerve lesion dramatically increased the number of surviving motoneurons in pmn mice. This protective effect was absent in pmn mice lacking endogenous CNTF. Quantitative analysis of leukemia inhibitory factor (LIF) mRNA expression revealed that the dramatic upregulation seen in wild-type mice after peripheral nerve lesion did not occur in pmn mice. Therefore, endogenous LIF cannot compensate for the lack of CNTF in pmn crossbred with CNTF knock-out mice. Thus, endogenous CNTF released from lesioned Schwann cells supports the survival of axotomized motoneurons under conditions in which motoneurons are in the process of rapid degeneration.","['Sendtner, M', 'Gotz, R', 'Holtmann, B', 'Thoenen, H']","['Sendtner M', 'Gotz R', 'Holtmann B', 'Thoenen H']","['Clinical Research Unit for Neuroregeneration, Department of Neurology, University of Wurzburg, D-97080 Wurzburg, Germany.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Neurosci,The Journal of neuroscience : the official journal of the Society for Neuroscience,8102140,"['0 (Ciliary Neurotrophic Factor)', '0 (Growth Inhibitors)', '0 (Interleukin-6)', '0 (Leukemia Inhibitory Factor)', '0 (Lif protein, mouse)', '0 (Lymphokines)', '0 (Nerve Tissue Proteins)', '0 (RNA, Messenger)']",IM,"['Animals', 'Apoptosis', 'Axons/*physiology', 'Cell Survival', 'Ciliary Neurotrophic Factor', 'Facial Nerve/metabolism', 'Female', 'Growth Inhibitors/genetics/metabolism', '*Interleukin-6', 'Leukemia Inhibitory Factor', 'Lymphokines/genetics/metabolism', 'Male', 'Mice', 'Mice, Knockout', 'Motor Neurons/*metabolism', 'Nerve Tissue Proteins/*metabolism', 'RNA, Messenger/metabolism', 'Sciatic Nerve/metabolism', 'Up-Regulation']",1997/09/15 00:00,1997/09/15 00:01,['1997/09/15 00:00'],"['1997/09/15 00:00 [pubmed]', '1997/09/15 00:01 [medline]', '1997/09/15 00:00 [entrez]']",,ppublish,J Neurosci. 1997 Sep 15;17(18):6999-7006.,,PMC6573270,,,,,,,,,,,,,
9278395,NLM,MEDLINE,19971002,20210209,0021-9258 (Print) 0021-9258 (Linking),272,36,1997 Sep 5,Sequence-specific DNA binding and transcriptional regulation by the promyelocytic leukemia zinc finger protein.,22447-55,"Chromosomal translocation t(11;17)(q23;21) is associated with a retinoic acid-resistant form of acute promyelocytic leukemia. The translocation fuses the RARalpha gene to the PLZF gene, resulting in the formation of reciprocal fusion proteins, hypothesized to play prominent roles in leukemogenesis. Promyelocytic leukemia zinc finger (PLZF) encodes a transcription factor with nine Kruppel-like zinc fingers, seven of which are retained in the t(11;17) fusion protein RARalpha-PLZF. We identified a specific DNA-binding site for the PLZF protein and showed that PLZF binds to this site through its most carboxyl seven zinc fingers. In co-transfection experiments, PLZF repressed transcription through its cognate binding site. This repression function of PLZF was mapped to two regions on the protein, including the evolutionarily conserved POZ domain. In contrast, the RARalpha-PLZF protein activated transcription of a promoter containing a PLZF response element. These results suggest that RARalpha-PLZF, generated in acute promyelocytic leukemia, is an aberrant transcription factor that can deregulate the expression of PLZF target genes and contribute to leukemogenesis.","['Li, J Y', 'English, M A', 'Ball, H J', 'Yeyati, P L', 'Waxman, S', 'Licht, J D']","['Li JY', 'English MA', 'Ball HJ', 'Yeyati PL', 'Waxman S', 'Licht JD']","['Brookdale Center for Developmental and Molecular Biology, Mount Sinai School of Medicine, New York, New York 10029, USA.']",['eng'],['CA 59936/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['0 (DNA-Binding Proteins)', '0 (Kruppel-Like Transcription Factors)', '0 (Promyelocytic Leukemia Zinc Finger Protein)', '0 (Transcription Factors)', '147855-37-6 (ZBTB16 protein, human)', '9007-49-2 (DNA)']",IM,"['Base Sequence', 'Binding Sites', 'Chromosomes, Human, Pair 11', 'Chromosomes, Human, Pair 17', 'DNA/*metabolism', 'DNA-Binding Proteins/*metabolism', 'Humans', 'Kruppel-Like Transcription Factors', 'Leukemia, Promyelocytic, Acute/genetics/*metabolism', 'Promyelocytic Leukemia Zinc Finger Protein', 'Transcription Factors/*metabolism', '*Transcription, Genetic', 'Translocation, Genetic', '*Zinc Fingers']",1997/09/05 00:00,1997/09/05 00:01,['1997/09/05 00:00'],"['1997/09/05 00:00 [pubmed]', '1997/09/05 00:01 [medline]', '1997/09/05 00:00 [entrez]']","['10.1074/jbc.272.36.22447 [doi]', 'S0021-9258(19)65914-4 [pii]']",ppublish,J Biol Chem. 1997 Sep 5;272(36):22447-55. doi: 10.1074/jbc.272.36.22447.,,,,,,,,,,,,,,,
