PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,RN,CI,CIN,GR,DEP,CON,PMC,CN,SI,MID,EIN,OID,OTO,OT,GN,PS,FPS,LID
12375055,NLM,MEDLINE,20030325,20131121,1021-335X (Print) 1021-335X (Linking),9,6,2002 Nov-Dec,Rising leukemia rates in Thailand: the possible role of benzene and related compounds in cigarette smoke.,1399-403,"Epidemiological studies suggest that cigarette smoking is associated with an increased risk of leukemia and that benzene and related compounds in cigarette smoke may contribute to this elevated risk. This report presents new findings on selected components of cigarette smoke (including benzene and 1,3-butadiene) from major brands of cigarettes sold in Thailand, which represent about 80% of market share. Tested were also two major and popular brands of U.S. cigarettes sold in Thailand, representing about 100% of market share. The cigarettes tested were filter and non-filter, and with high and 'low' tar and nicotine levels. The observed range for benzene, toluene and 1,3-butadiene were found in the range of 25.5-63.7, 36.4-79.8 and 44.6-78.7 microg/cigarette, respectively. The amount of acrolein ranged from 79.9-181 microg/cigarette and for isoprene from 313-694 microg/cigarette. Yields of these substances showed no correlation with tar deliveries in mainstream smoke. Consumption of tobacco products increased in Thailand since 1970. This study also showed increases in leukemia mortality rates in Thailand, and in the relative frequency of leukemia among incident cancers diagnosed at a large hospital in Bangkok. Exposure to benzene and related compounds in cigarette smoke may have contributed to these trends. Analytic epidemiological studies are needed on the relationship between these compounds in smoke from tobacco products used in Thailand. These preliminary findings support the need for voluntary and/or government-regulated reduction in smoke yields of benzene and related compounds in tobacco products, and for expanded smoking prevention and cessation efforts, in Thailand.","['Mitacek, Eugene J', 'Brunnemann, Klaus D', 'Polednak, Anthony P', 'Limsila, Thira', 'Bhothisuwan, Kris', 'Hummel, Charles F']","['Mitacek EJ', 'Brunnemann KD', 'Polednak AP', 'Limsila T', 'Bhothisuwan K', 'Hummel CF']","['Department of Life Sciences, New York Institute of Technology, Old Westbury, NY 11568, USA. emitacek@iris.nyit.edu']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Greece,Oncol Rep,Oncology reports,9422756,IM,"['Acrolein/analysis', 'Benzene/*analysis', 'Butadienes/analysis', 'Coal Tar/analysis', 'Female', '*Hemiterpenes', 'Humans', 'Incidence', 'Leukemia/etiology/*mortality', 'Male', '*Pentanes', 'Risk Factors', 'Smoking/*adverse effects', 'Thailand/epidemiology', 'Toluene/analysis']",2002/10/11 04:00,2003/03/26 05:00,['2002/10/11 04:00'],"['2002/10/11 04:00 [pubmed]', '2003/03/26 05:00 [medline]', '2002/10/11 04:00 [entrez]']",,ppublish,Oncol Rep. 2002 Nov-Dec;9(6):1399-403.,,,"['0 (Butadienes)', '0 (Hemiterpenes)', '0 (Pentanes)', '0A62964IBU (isoprene)', '3FPU23BG52 (Toluene)', '7864XYD3JJ (Acrolein)', '8007-45-2 (Coal Tar)', 'J64922108F (Benzene)', 'JSD5FGP5VD (1,3-butadiene)']",,,['CA-25980/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,,
12375054,NLM,MEDLINE,20030325,20071115,1021-335X (Print) 1021-335X (Linking),9,6,2002 Nov-Dec,Prognostic significance of p53 and Bcl-2 in acute lymphoblastic leukemia.,1391-8,"p53 and Bcl-2 protein accumulation and mutations have been found in a wide variety of cancers including different types of leukemia, with varying frequencies. The objective of our study is to find out the correlation between p53 and Bcl-2 protein expression with respect to overall survival of patient taking clinical features and hematological parameters into consideration. Acute lymphoblastic leukemia (ALL) patients, 100 de novo and 10 relapse, were investigated taking different percentage of stained lymphocytes of patients into consideration. Immunocytochemistry and western blot analysis were used to investigate protein expression. PCR-SSCP technique was used to detect point mutations in exon 5, 6, 7 and 8 of p53 gene. P53 protein expression is of prognostic significance in univariate analysis and when combine with Bcl-2 expression data it provides additional information about overall survival. p53 and Bcl-2 failed to provide additional prognostic information in multivariate analysis. None of the samples shows mutation in exon 5, 6, 7 and 8 of p53 gene. Contrary to previous reports, p53 negativity was associated with lower relapse-free survival. Lower p53 expression was associated with improved disease-free survival. The correlation of p53 and Bcl-2 expression data with respect to clinical outcome may shed new sight into the biological significance of p53/Bcl-2 protein.","['Sahu, Geeta Ram', 'Das, Bibhu Ranjan']","['Sahu GR', 'Das BR']","['Molecular Oncology and Medical Biotechnology Division, Institute of Life Sciences, Nalco Square, Chandrasekharpur, Bhubaneswar 751 023, Orissa, India. sahugr@yahoo.com']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Greece,Oncol Rep,Oncology reports,9422756,IM,"['Antigens, CD/metabolism', 'Blotting, Western', 'DNA Primers/chemistry', 'Exons/genetics', 'Gene Expression Regulation, Neoplastic', 'Genes, p53/genetics', 'Half-Life', 'Humans', 'Immunoenzyme Techniques', 'Immunophenotyping', 'Mutation/genetics', 'Polymerase Chain Reaction', 'Polymorphism, Single-Stranded Conformational', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/genetics/*metabolism/pathology', 'Prognosis', 'Proto-Oncogene Proteins c-bcl-2/*metabolism', 'Survival Rate', 'Tumor Suppressor Protein p53/*metabolism']",2002/10/11 04:00,2003/03/26 05:00,['2002/10/11 04:00'],"['2002/10/11 04:00 [pubmed]', '2003/03/26 05:00 [medline]', '2002/10/11 04:00 [entrez]']",,ppublish,Oncol Rep. 2002 Nov-Dec;9(6):1391-8.,,,"['0 (Antigens, CD)', '0 (DNA Primers)', '0 (Proto-Oncogene Proteins c-bcl-2)', '0 (Tumor Suppressor Protein p53)']",,,,,,,,,,,,,,,,,
12375030,NLM,MEDLINE,20030325,20211203,1021-335X (Print) 1021-335X (Linking),9,6,2002 Nov-Dec,Molecular characterization as a target for cancer therapy in relation to orphan status disorders (Review).,1257-9,"The long-term effort in investigating chemical methods to eliminate only cancer cells has improved our knowledge and has led to the development of new drugs. The targets for cancer treatment may be large polymeric molecules such as DNA or microtubules as well as regulatory pathways for tumor development and cell survival preservation or tyrosine kinase activity. Examples of new agents are: trastuzumab (Herceptin), a humanized monoclonal antibody that blocks the HER-2/neu proto-oncogene in combination with cytotoxic agents, is used in a percentage of breast cancer patients; signal transduction inhibitor of abl tyrosine kinase STI 571 (Glivec) has been shown to be an active treatment for chronic myeloid leukemia and GISTs; epidermal growth factor receptors in certain tumors have been targeted with agents such as C225 (Cetuximab) and ZD 1839 (IRESSA); an adenosine deaminase analogue of deoxyadenosine, Cladribine (2-chloro-2 deoxy-adenosine) has shown high effectiveness in hairy-cell leukemia and the multitargeted antifolate (Premetrexed) and several vaccines have been studied and are in clinical trials for resistant cancers. These new drug developments represent a promising field for future cancer management.","['Stathopoulos, G P']",['Stathopoulos GP'],"['Department of Oncology, 2nd Medical Division, Hippokration Hospital, University of Athens, Greece.']",['eng'],"['Journal Article', 'Review']",Greece,Oncol Rep,Oncology reports,9422756,IM,"['Antineoplastic Agents/*therapeutic use', 'Benzamides', 'Cancer Vaccines/therapeutic use', 'Enzyme Inhibitors/therapeutic use', 'Folic Acid Antagonists/therapeutic use', 'Genes, erbB-1/physiology', 'Humans', 'Imatinib Mesylate', 'Neoplasms/*drug therapy/enzymology/genetics', 'Piperazines/therapeutic use', 'Protein-Tyrosine Kinases/*antagonists & inhibitors', 'Proto-Oncogene Mas', 'Pyrimidines/therapeutic use']",2002/10/11 04:00,2003/03/26 05:00,['2002/10/11 04:00'],"['2002/10/11 04:00 [pubmed]', '2003/03/26 05:00 [medline]', '2002/10/11 04:00 [entrez]']",['10.3892/or.9.6.1257 [doi]'],ppublish,Oncol Rep. 2002 Nov-Dec;9(6):1257-9. doi: 10.3892/or.9.6.1257.,20,,"['0 (Antineoplastic Agents)', '0 (Benzamides)', '0 (Cancer Vaccines)', '0 (Enzyme Inhibitors)', '0 (Folic Acid Antagonists)', '0 (MAS1 protein, human)', '0 (Piperazines)', '0 (Proto-Oncogene Mas)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)']",,,,,,,,,,,,,,,,,
12374936,NLM,MEDLINE,20021115,20121115,0028-0836 (Print) 0028-0836 (Linking),419,6907,2002 Oct 10,Regulators split on gene therapy as patient shows signs of cancer.,545-6,,"['Check, Erika']",['Check E'],,['eng'],['News'],England,Nature,Nature,0410462,IM,"['Adaptor Proteins, Signal Transducing', 'Child, Preschool', 'Clinical Trials as Topic/*adverse effects', 'DNA-Binding Proteins/genetics', 'France', 'Genetic Therapy/*adverse effects', 'Genetic Vectors/genetics', 'Humans', 'LIM Domain Proteins', 'Leukemia/*etiology/genetics', 'Male', 'Metalloproteins/genetics', 'Proto-Oncogene Proteins', 'Retroviridae/genetics', 'Severe Combined Immunodeficiency/*therapy']",2002/10/11 04:00,2002/11/26 04:00,['2002/10/11 04:00'],"['2002/10/11 04:00 [pubmed]', '2002/11/26 04:00 [medline]', '2002/10/11 04:00 [entrez]']","['10.1038/419545a [doi]', '419545a [pii]']",ppublish,Nature. 2002 Oct 10;419(6907):545-6. doi: 10.1038/419545a.,,,"['0 (Adaptor Proteins, Signal Transducing)', '0 (DNA-Binding Proteins)', '0 (LIM Domain Proteins)', '0 (LMO2 protein, human)', '0 (Metalloproteins)', '0 (Proto-Oncogene Proteins)']",,,,,,,,,,,['KIE: 106706'],['KIE'],"['Biomedical and Behavioral Research', 'Genetics and Reproduction']",['KIE: KIE Bib: gene therapy; human experimentation/minors'],,,
12374917,NLM,MEDLINE,20030109,20190910,1079-2104 (Print) 1079-2104 (Linking),94,4,2002 Oct,Amyloidosis of the tongue as a paraneoplastic marker of plasma cell dyscrasia.,444-7,"OBJECTIVE: Our objective was to study the results of the medical workup in patients with amyloidosis of the oral cavity. STUDY DESIGN: Patients diagnosed with amyloidosis of the oral cavity during the period from January 1971 to January 2001 at the Departments of Oral and Maxillofacial Surgery/Oral Pathology and Dermatology of the VU University Medical Center, Amsterdam, The Netherlands, were included in this retrospective case study. In total, this series comprised 11 patients, 9 women and 2 men. The patients' medical workup and final diagnoses were traced by means of the medical records. RESULTS: All but one patient presented with amyloidosis of the tongue, most of them manifesting as macroglossia. In 7 of the 11 included patients a diagnosis of myeloma could be established shortly after their referral to the above-stated departments. Three of the 4 remaining patients appeared to have a monoclonal gammopathy of undetermined significance, and 1 patient was diagnosed with a lymphoplasmacytoid non-Hodgkin lymphoma (immunocytoma). CONCLUSIONS: Amyloidosis of the oral cavity predominantly involves the tongue, mainly manifesting as macroglossia. Amyloidosis of the tongue is associated with an occult underlying plasma cell dyscrasia, in particular myeloma, and, therefore, should be regarded as a paraneoplastic phenomenon of these hematologic diseases.","['van der Waal, Rutger I F', 'van de Scheur, Martijn R', 'Huijgens, Peter C', 'Starink, Theo M', 'van der Waal, Isaac']","['van der Waal RI', 'van de Scheur MR', 'Huijgens PC', 'Starink TM', 'van der Waal I']","['Department of Dermatology, Vu University Medical Center/ACTA, Amsterdam, The Netherlands. i.vanderwaal@vumc.nl']",['eng'],['Journal Article'],United States,Oral Surg Oral Med Oral Pathol Oral Radiol Endod,"Oral surgery, oral medicine, oral pathology, oral radiology, and endodontics",9508562,IM,"['Aged', 'Aged, 80 and over', 'Amyloid/classification', 'Amyloidosis/*diagnosis', 'B-Lymphocytes/pathology', 'Female', 'Humans', 'Immunoglobulin G/analysis', 'Immunoglobulin kappa-Chains/analysis', 'Immunoglobulin lambda-Chains/analysis', 'Leukemia, Lymphocytic, Chronic, B-Cell/diagnosis', 'Macroglossia/diagnosis', 'Male', 'Middle Aged', 'Monoclonal Gammopathy of Undetermined Significance/diagnosis', 'Multiple Myeloma/diagnosis', 'Paraneoplastic Syndromes/*diagnosis', 'Paraproteinemias/*diagnosis', 'Retrospective Studies', 'Tongue Diseases/*diagnosis']",2002/10/11 04:00,2003/01/10 04:00,['2002/10/11 04:00'],"['2002/10/11 04:00 [pubmed]', '2003/01/10 04:00 [medline]', '2002/10/11 04:00 [entrez]']","['S1079210402002731 [pii]', '10.1067/moe.2002.126342 [doi]']",ppublish,Oral Surg Oral Med Oral Pathol Oral Radiol Endod. 2002 Oct;94(4):444-7. doi: 10.1067/moe.2002.126342.,,,"['0 (Amyloid)', '0 (Immunoglobulin G)', '0 (Immunoglobulin kappa-Chains)', '0 (Immunoglobulin lambda-Chains)']",,,,,,,,,,,,,,,,,
12374679,NLM,MEDLINE,20030306,20071115,1078-0432 (Print) 1078-0432 (Linking),8,10,2002 Oct,Identification of gene expression profiles that segregate patients with childhood leukemia.,3118-30,"To identify genes whose expression correlated with biological features of childhood leukemia, we prospectively analyzed the expression profiles of 4608 genes using cDNA microarrays in 51 freshly processed bone marrow samples from children with acute leukemia, over a 24-month period, at a single institution. Two supervised methods of analysis were used to identify the 20 best discriminating genes between the following cohorts: acute myelogenous leukemia (AML) versus acute lymphoblastic leukemia (ALL); B-lineage versus T-lineage ALL; newly diagnosed B-lineage standard-risk versus high-risk ALL; and B-lineage leukemia harboring the TEL-AML 1 fusion versus patients without a molecularly characterized translocation. These methods identified overlapping sets of genes that segregated patients within described subgroups. Cross-validation demonstrated that the majority of patients could be correctly classified based on these genes alone, and hierarchical clustering grouped patients with similar clinical and biological disease features. The potential for select genes to discriminate patients was validated using real-time PCR in samples that were analyzed by microarray profiling and in other uniformly processed leukemic marrow samples. As expected, microarray technology can successfully segregate patients defined by traditional measures such as immunophenotype and cytogenetic alterations. However, among specific subgroups, this preliminary analysis also suggests that microarrays can identify unanticipated similarities and diversity in individual patients and thus may be useful in augmenting risk-group stratification in the future.","['Moos, Philip J', 'Raetz, Elizabeth A', 'Carlson, Marlee A', 'Szabo, Aniko', 'Smith, Fiona E', 'Willman, Cheryl', 'Wei, Qi', 'Hunger, Stephen P', 'Carroll, William L']","['Moos PJ', 'Raetz EA', 'Carlson MA', 'Szabo A', 'Smith FE', 'Willman C', 'Wei Q', 'Hunger SP', 'Carroll WL']","['Center for Children at the Huntsman Cancer Institute and Oncological Sciences, University of Utah School of Medicine, Salt Lake City, Utah 84112, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Clin Cancer Res,Clinical cancer research : an official journal of the American Association for Cancer Research,9502500,IM,"['Child', 'Chromosome Aberrations', 'Core Binding Factor Alpha 2 Subunit', 'DNA Primers/chemistry', 'DNA, Neoplasm/analysis', 'Gene Expression Profiling', '*Gene Expression Regulation, Neoplastic', 'Humans', 'Karyotyping', 'Leukemia, Myeloid, Acute/*genetics/pathology', 'Leukocytes/metabolism', 'Oligonucleotide Array Sequence Analysis', 'Oncogene Proteins, Fusion/genetics', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics/pathology', 'RNA, Messenger/metabolism', 'RNA, Neoplasm/metabolism', 'Reverse Transcriptase Polymerase Chain Reaction', 'Risk Factors']",2002/10/11 04:00,2003/03/07 04:00,['2002/10/11 04:00'],"['2002/10/11 04:00 [pubmed]', '2003/03/07 04:00 [medline]', '2002/10/11 04:00 [entrez]']",,ppublish,Clin Cancer Res. 2002 Oct;8(10):3118-30.,,,"['0 (Core Binding Factor Alpha 2 Subunit)', '0 (DNA Primers)', '0 (DNA, Neoplasm)', '0 (Oncogene Proteins, Fusion)', '0 (RNA, Messenger)', '0 (RNA, Neoplasm)', '0 (TEL-AML1 fusion protein)']",,,"['2P30CA42014/CA/NCI NIH HHS/United States', 'K08 HD01215-01/HD/NICHD NIH HHS/United States', 'U01 CA88361/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,,
12374669,NLM,MEDLINE,20030306,20151119,1078-0432 (Print) 1078-0432 (Linking),8,10,2002 Oct,Approval summary: imatinib mesylate in the treatment of metastatic and/or unresectable malignant gastrointestinal stromal tumors.,3034-8,"PURPOSE: Imatinib mesylate (Gleevec; Novartis, East Hanover, NJ)is a receptor tyrosine kinase inhibitor approved previously in 2001 by the United States Food and Drug Administration for the treatment of chronic myelogenous leukemia in blast crisis, accelerated phase, or in chronic phase after failure of IFN-alpha therapy. We review herein the clinical profile of this drug and the regulatory review leading to the approval of a supplemental New Drug Application for the treatment of metastatic and/or unresectable malignant gastrointestinal stromal tumors (GISTs). EXPERIMENTAL DESIGN: We discuss the efficacy and side effects of imatinib mesylate in a Phase II trial of 147 patients with metastatic and/or unresectable malignant GISTs, the basis for marketing approval, and postmarketing commitments by the drug's manufacturer. RESULTS: Imatinib was assessed in a single, open-label trial involving one European center and three centers in the United States. Seventy-three patients were randomly allocated to receive 400 mg of imatinib daily, and 74 patients received 600 mg daily. At the study report cutoff date, an objective response was confirmed in 56 patients; the overall response rate for the combined study arms was 38% (95% confidence interval, 30-46%). These responses were all partial responses. There was no statistically significant difference in response rates between the two dose groups. Adverse events included edema, fluid retention, nausea, vomiting, diarrhea, myalgias, skin rash, bone marrow suppression, bleeding, and elevations in aspartate aminotransferase, alanine aminotransferase, or bilirubin. Bleeding into the gastrointestinal tract or intratumoral sites occurred in 7 patients (5%) and was not correlated with thrombocytopenia or tumor bulk. The pharmacokinetics of imatinib in GIST patients were similar to those of chronic myelogenous leukemia patients. CONCLUSIONS: On February 1, 2001, imatinib mesylate was approved by the United States Food and Drug Administration for the treatment of malignant metastatic and/or unresectable GISTs. The recommended dose is 400 or 600 mg daily.","['Dagher, Ramzi', 'Cohen, Martin', 'Williams, Gene', 'Rothmann, Mark', 'Gobburu, Jogarao', 'Robbie, Gabriel', 'Rahman, Atiqur', 'Chen, Gang', 'Staten, Ann', 'Griebel, Donna', 'Pazdur, Richard']","['Dagher R', 'Cohen M', 'Williams G', 'Rothmann M', 'Gobburu J', 'Robbie G', 'Rahman A', 'Chen G', 'Staten A', 'Griebel D', 'Pazdur R']","['Division of Oncology Drug Products, United States Food and Drug Administration, Rockville, Maryland 20857, USA. dagherr@cder.fda.gov']",['eng'],"['Clinical Trial', 'Clinical Trial, Phase II', 'Journal Article', 'Multicenter Study']",United States,Clin Cancer Res,Clinical cancer research : an official journal of the American Association for Cancer Research,9502500,IM,"['Adenocarcinoma/*drug therapy/secondary/surgery', 'Adult', 'Aged', 'Antineoplastic Agents/adverse effects/*therapeutic use', 'Benzamides', 'Drug Approval', 'Female', 'Gastrointestinal Neoplasms/*drug therapy/pathology/surgery', 'Humans', 'Imatinib Mesylate', 'Male', 'Middle Aged', 'Piperazines/adverse effects/*therapeutic use', 'Proto-Oncogene Proteins c-kit/metabolism', 'Pyrimidines/adverse effects/*therapeutic use', 'Remission Induction', 'Stromal Cells/metabolism/*pathology', 'Tissue Distribution', 'Treatment Outcome', 'United States', 'United States Food and Drug Administration']",2002/10/11 04:00,2003/03/07 04:00,['2002/10/11 04:00'],"['2002/10/11 04:00 [pubmed]', '2003/03/07 04:00 [medline]', '2002/10/11 04:00 [entrez]']",,ppublish,Clin Cancer Res. 2002 Oct;8(10):3034-8.,,,"['0 (Antineoplastic Agents)', '0 (Benzamides)', '0 (Piperazines)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)', 'EC 2.7.10.1 (Proto-Oncogene Proteins c-kit)']",,,,,,,,,,,,,,,,,
12374656,NLM,MEDLINE,20021203,20190922,1068-9265 (Print) 1068-9265 (Linking),9,8,2002 Oct,Therapy-induced leukemias and myelodysplastic syndromes after breast cancer treatment: an underemphasized clinical problem.,738-44,,"['Weldon, Christopher B', 'Jaffe, Bernard M', 'Kahn, Marc J']","['Weldon CB', 'Jaffe BM', 'Kahn MJ']","['Department of Pharmacology, The Tulane Cancer Center, New Orleans, Louisiana, USA.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Ann Surg Oncol,Annals of surgical oncology,9420840,IM,"['Antineoplastic Combined Chemotherapy Protocols/*adverse effects/therapeutic use', 'Bone Marrow Transplantation/adverse effects', 'Breast Neoplasms/*drug therapy', 'Carcinoma, Ductal, Breast/*drug therapy', 'Cyclophosphamide/administration & dosage/adverse effects', 'Fatal Outcome', 'Female', 'Fluorouracil/administration & dosage/adverse effects', 'Humans', 'Leukemia, Myeloid, Acute/*chemically induced', 'Leukemia, Radiation-Induced/etiology', 'Methotrexate/administration & dosage/adverse effects', 'Middle Aged', 'Myelodysplastic Syndromes/chemically induced', 'Tamoxifen/administration & dosage/adverse effects']",2002/10/11 04:00,2002/12/04 04:00,['2002/10/11 04:00'],"['2002/10/11 04:00 [pubmed]', '2002/12/04 04:00 [medline]', '2002/10/11 04:00 [entrez]']",['10.1007/BF02574495 [doi]'],ppublish,Ann Surg Oncol. 2002 Oct;9(8):738-44. doi: 10.1007/BF02574495.,,,"['094ZI81Y45 (Tamoxifen)', '8N3DW7272P (Cyclophosphamide)', 'U3P01618RT (Fluorouracil)', 'YL5FZ2Y5U1 (Methotrexate)']",,['Ann Surg Oncol. 2002 Oct;9(8):717-8. PMID: 12374652'],['1 T32 CA65436-01A3/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,,
12374652,NLM,MEDLINE,20021203,20190922,1068-9265 (Print) 1068-9265 (Linking),9,8,2002 Oct,Breast cancer and leukemia: the forest for the trees?,717-8,,"['Hudis, Clifford']",['Hudis C'],,['eng'],"['Comment', 'Editorial']",United States,Ann Surg Oncol,Annals of surgical oncology,9420840,IM,"['Antineoplastic Agents/*adverse effects', 'Breast Neoplasms/*drug therapy', 'Chemotherapy, Adjuvant/adverse effects', 'Female', 'Humans', 'Leukemia/*chemically induced', 'Neoplasms, Second Primary/*chemically induced', 'Survival Analysis']",2002/10/11 04:00,2002/12/04 04:00,['2002/10/11 04:00'],"['2002/10/11 04:00 [pubmed]', '2002/12/04 04:00 [medline]', '2002/10/11 04:00 [entrez]']",['10.1007/BF02574491 [doi]'],ppublish,Ann Surg Oncol. 2002 Oct;9(8):717-8. doi: 10.1007/BF02574491.,,,['0 (Antineoplastic Agents)'],,,,,['Ann Surg Oncol. 2002 Oct;9(8):738-44. PMID: 12374656'],,,,,,,,,,,,
12374580,NLM,MEDLINE,20021219,20191106,1090-3798 (Print) 1090-3798 (Linking),6,5,2002,Acute lymphoblastic leukaemia presenting with low back pain.,285-7,"We report a 13-year-old boy with a 3-month history of low back pain following a mild trauma. Extensive osteoporosis and vertebral collapses were seen on conventional X-ray and computed tomography scan. Laboratory findings were non-specific. Bone marrow infiltration was observed on magnetic resonance imaging, suggesting a myeloproliferative disorder. Although not diagnostic, marrow infiltration in a child with osteoporosis should raise the suspicion of leukaemia.","['Beckers, Roel', 'Uyttebroeck, Anne', 'Demaerel, Philippe']","['Beckers R', 'Uyttebroeck A', 'Demaerel P']","['Department of Radiology, University Hospitals Leuven, Herestraat 49, B-3000 Leuven, Belgium.']",['eng'],"['Case Reports', 'Journal Article']",England,Eur J Paediatr Neurol,European journal of paediatric neurology : EJPN : official journal of the European Paediatric Neurology Society,9715169,IM,"['Adolescent', 'Bone Marrow/pathology', 'Burkitt Lymphoma/*diagnosis/pathology', 'Diagnosis, Differential', 'Humans', 'Low Back Pain/*etiology/pathology', 'Lumbar Vertebrae/pathology', 'Magnetic Resonance Imaging', 'Male', 'Thoracic Vertebrae/pathology', 'Tomography, X-Ray Computed']",2002/10/11 04:00,2002/12/20 04:00,['2002/10/11 04:00'],"['2002/10/11 04:00 [pubmed]', '2002/12/20 04:00 [medline]', '2002/10/11 04:00 [entrez]']","['S1090379802906100 [pii]', '10.1053/ejpn.2002.0610 [doi]']",ppublish,Eur J Paediatr Neurol. 2002;6(5):285-7. doi: 10.1053/ejpn.2002.0610.,,,,,,,,,,,,,,,,,,,,
12374453,NLM,MEDLINE,20030618,20191106,1083-8791 (Print) 1083-8791 (Linking),8,9,2002,Evaluation of safety and pharmacokinetics of administering intravenous busulfan in a twice-daily or daily schedule to patients with advanced hematologic malignant disease undergoing stem cell transplantation.,486-92,"Intravenous busulfan (i.v. BU) has demonstrated safety when administered at 0.8 mg/kg per dose i.v. every 6 hours x 16 doses. We evaluated the safety and pharmacokinetics (PK) of giving the same total daily i.v. BU dose (3.2 mg/kg) either divided as a twice-daily infusion or as a single infusion to patients undergoing hematopoietic stem cell transplantation (HSCT). Twelve patients with hematologic malignant disease were treated; 7 patients had non-Hodgkin's lymphoma, 4 patients had acute myeloid leukemia, and 1 patient had chronic myelogenous leukemia. The first cohort (group A) received, on the basis of actual body weight, i.v. BU at 1.6 mg/kg per dose over 4 hours every 12 hours for 4 days (day -7 to day -4). The second cohort (group B) received 3.2 mg/kg per dose of i.v. BU (same total dose as group A) as a single infusion over 4 hours daily for 4 days. In both groups the i.v. BU was followed by cyclophosphamide 60 mg/kg daily for 2 days (day -3 and day -2). Blood specimens were collected on the first, fifth, and seventh doses for group A and on the first and fourth doses for group B to determine the disposition of i.v. BU. Peripheral blood stem cells (autologous in 7 cases and HLA-matched allogeneic in 5 cases) were given 2 days after completion of cyclophosphamide administration (day 0), and granulocyte colony-stimulating factor 5 microg/kg was started on the same day. GVHD prophylaxis consisted of tacrolimus plus methotrexate for recipients of allogeneic stem cells. One patient developed presumed fungal pneumonia and died of multisystem organ dysfunction on day +21 before hematologic reconstitution could be evaluated. Another was reported to have sudden death of undetermined cause at home on day 40. The remaining patients had engraftment (absolute neutrophil count >500/microL) at a median of 11 days and sustained platelet counts >20,000/microL at a median of 14 days. Significant regimen-related toxicity (grade III-IV) was limited to hepatic toxicity (2 cases) catheter infection (2 cases), epistaxis (3 cases), diarrhea (1 case), anorexia (1 case), mucositis (1 case), hyperglycemia (1 case), pneumonia (1 case), and sepsis (1). In group B there was 1 case of mild venoocclusive disease, which resolved without sequelae. No central nervous system or pulmonary toxicity was noted. Pharmacokinetic parameters, including clearance, half-life, maximum concentration, and area under the curve, demonstrated that the first dose profile was highly predictive of later dose PK profiles. No accumulation of the drug was noted. The change in dosing schedule did not increase toxicity or end-organ damage despite higher plasma concentration-times. Although further study for long-term efficacy is warranted, i.v. BU can be given safely with reproducible results on a twice-daily divided or single-daily dosing schedule to patients undergoing HSCT.","['Fernandez, Hugo F', 'Tran, Hai T', 'Albrecht, Federico', 'Lennon, Shari', 'Caldera, Humberto', 'Goodman, Mark S']","['Fernandez HF', 'Tran HT', 'Albrecht F', 'Lennon S', 'Caldera H', 'Goodman MS']","['Division of Hematology/Oncology, University of Miami Sylvester Comprehensive Cancer Center, Florida 33136, USA. hfernan1@med.miami.edu']",['eng'],"['Clinical Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Biol Blood Marrow Transplant,Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation,9600628,IM,"['Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/*administration & dosage', 'Busulfan/administration & dosage/*pharmacokinetics/*toxicity', 'Cyclophosphamide/administration & dosage', 'Drug Administration Schedule', 'Drug-Related Side Effects and Adverse Reactions', 'Hematologic Neoplasms/complications/*drug therapy/therapy', 'Humans', 'Infusions, Intravenous', 'Middle Aged', 'Peripheral Blood Stem Cell Transplantation/adverse effects/*methods', 'Transplantation Conditioning/adverse effects', 'Transplantation, Autologous', 'Transplantation, Homologous', 'Treatment Outcome']",2002/10/11 04:00,2003/06/19 05:00,['2002/10/11 04:00'],"['2002/10/11 04:00 [pubmed]', '2003/06/19 05:00 [medline]', '2002/10/11 04:00 [entrez]']","['S1083879102500094 [pii]', '10.1053/bbmt.2002.v8.pm12374453 [doi]']",ppublish,Biol Blood Marrow Transplant. 2002;8(9):486-92. doi: 10.1053/bbmt.2002.v8.pm12374453.,,,"['8N3DW7272P (Cyclophosphamide)', 'G1LN9045DK (Busulfan)', 'BUCY-2 protocol']",,['Biol Blood Marrow Transplant. 2002;8(9):465-7. PMID: 12374450'],,,,,,,,,,,,,,,
