PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,PMC,AID,TT,SI,CIN,EIN
3456631,NLM,MEDLINE,19860421,20190908,0036-553X (Print) 0036-553X (Linking),36,1,1986 Jan,Does the metabolite uracil arabinoside inhibit cytosine arabinoside (Ara-C) penetration into the cerebrospinal fluid during high-dose Ara-C therapy?,123-6,"A patient with acute leukaemia was treated with i.v. 2-h infusions of Ara-C at a dose of 3.0 g/m2 every 12 h. During 6 d of therapy the concentrations of the metabolite Ara-U in the CSF reached rather high levels of between 60 and 70 mumol/l from d 2-6 due to high levels of Ara-U in the plasma. The concentration of Ara-C in the CSF after the first infusion was 10.8 mumol/l. After repetitive doses on d 2-6 the drug concentrations increased from about 3 mumol/l just before infusion to about 8 mumol/l at the end of infusion, indicating inhibition of Ara-C influx into the CSF during prolonged treatment. We suggest that the high levels of Ara-U in the plasma interfere with Ara-C transport across the blood-brain barrier.","['van Prooijen, H C', 'Muus, P', 'Roelofs, J M', 'Punt, K']","['van Prooijen HC', 'Muus P', 'Roelofs JM', 'Punt K']",['eng'],,"['Case Reports', 'Journal Article']",Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,IM,"['Adult', 'Arabinofuranosyluracil/blood/*cerebrospinal fluid', 'Biological Transport', 'Blood-Brain Barrier', 'Cytarabine/*antagonists & inhibitors/cerebrospinal fluid/therapeutic use', 'Half-Life', 'Humans', 'Kinetics', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Uridine/*analogs & derivatives']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1986 Jan;36(1):123-6. doi: 10.1111/j.1600-0609.1986.tb02664.x.,"['04079A1RDZ (Cytarabine)', '3083-77-0 (Arabinofuranosyluracil)', 'WHI7HQ7H85 (Uridine)']",,['10.1111/j.1600-0609.1986.tb02664.x [doi]'],,,,
3456611,NLM,MEDLINE,19860424,20190501,0027-8424 (Print) 0027-8424 (Linking),83,6,1986 Mar,Conservation and diversity in the class I genes of the major histocompatibility complex: sequence analysis of a Tlab gene and comparison with a Tlac gene.,1782-6,"The thymus leukemia (TL) antigens, encoded by class I genes in the Tla subregion of the major histocompatibility complex (MHC), are cell surface molecules expressed on thymocytes of certain strains of mice and on certain T-cell leukemias. In order to study the fine structure and interrelationships of genes of the Tla subregion, a Tla-specific probe was isolated from the TL-encoding T13c gene of BALB/c mice (Tlac haplotype). The probe hybridized with two Tla genes in the Tlac haplotype (T13c and T3c) and with only one in the Tlab haplotype (T3b). Examination of this subset of Tla genes (T3b, T3c, and T13c) by restriction enzyme analysis and oligonucleotide hybridization studies confirmed that T3b is the allele of T3c and that T3c and T13c may have arisen by duplication. The T3b gene, while not transcribed in the tissues of the TL- strain C57BL6, was shown to be transcriptionally active in the TL-expressing leukemic cell line ERLD derived from that strain. The T3b gene was cloned and its complete DNA sequence was determined. These data permit complete comparison of two Tla-region genes, T3b and its homologue T13c, and allow us to conclude that these genes show extraordinarily high sequence conservation, in contrast to alleles of the H-2K- and H-2D-region genes. Comparison of T3b with other class I sequences in the H-2 and Qa subregions suggests that the T3-subset genes are the most divergent from other class I genes.","['Pontarotti, P A', 'Mashimo, H', 'Zeff, R A', 'Fisher, D A', 'Hood, L', 'Mellor, A', 'Flavell, R A', 'Nathenson, S G']","['Pontarotti PA', 'Mashimo H', 'Zeff RA', 'Fisher DA', 'Hood L', 'Mellor A', 'Flavell RA', 'Nathenson SG']",['eng'],"['AI07289/AI/NIAID NIH HHS/United States', 'AI10702/AI/NIAID NIH HHS/United States', 'P30-CA-13330/CA/NCI NIH HHS/United States']","['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Alleles', 'Amino Acid Sequence', 'Animals', 'Antigens, Surface/*genetics', 'Base Sequence', 'Genes', 'H-2 Antigens/genetics', '*Histocompatibility Antigens Class I', '*Major Histocompatibility Complex', 'Mice', 'Mice, Inbred A/genetics/immunology', 'Mice, Inbred BALB C/genetics/immunology', 'Mice, Inbred C57BL/genetics/immunology', 'Sequence Homology, Nucleic Acid']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1986 Mar;83(6):1782-6. doi: 10.1073/pnas.83.6.1782.,"['0 (Antigens, Surface)', '0 (H-2 Antigens)', '0 (Histocompatibility Antigens Class I)', '0 (Q surface antigens)', '0 (Tla antigens)']",PMC323168,['10.1073/pnas.83.6.1782 [doi]'],,"['GENBANK/M13285', 'GENBANK/M13286']",,
3456608,NLM,MEDLINE,19860424,20191210,0027-8424 (Print) 0027-8424 (Linking),83,6,1986 Mar,Isolation and characterization of human glycophorin A cDNA clones by a synthetic oligonucleotide approach: nucleotide sequence and mRNA structure.,1665-9,"In an effort to understand the relationships among and the regulation of human glycophorins, we have isolated and characterized several glycophorin A-specific cDNA clones obtained from a human erythroleukemic K562 cell cDNA library. This was accomplished by using mixed synthetic oligonucleotides, corresponding to various regions of the known amino acid sequence, to prime the synthesis of the cDNA as well as to screen the cDNA library. We also used synthetic oligonucleotides to sequence the largest of the glycophorin cDNAs. The nucleotide sequence obtained suggests the presence of a potential leader peptide, consistent with the membrane localization of this glycoprotein. Examination of the structure of glycophorin mRNA by blot hybridization revealed the existence of several electrophoretically distinct mRNAs numbering three or four, depending on the size of the glycophorin cDNA used as a hybridization probe. The smaller cDNA hybridized to three mRNAs of approximately 2.8, 1.7, and 1.0 kilobases. In contrast, the larger cDNA hybridized to an additional mRNA of approximately 0.6 kilobases. Further examination of the relationships between these multiple mRNAs by blot hybridization was conducted with the use of exact-sequence oligonucleotide probes constructed from various regions of the cDNA representing portions of the amino acid sequence of glycophorin A with or without known homology with glycophorin B. In total, the results obtained are consistent with our hypothesis that the three larger mRNAs represent glycophorin A gene transcripts and that the smallest (0.6 kilobase) mRNA may be specific for glycophorin B.","['Siebert, P D', 'Fukuda, M']","['Siebert PD', 'Fukuda M']",['eng'],['R01 CA33000/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Amino Acid Sequence', 'Base Sequence', 'Cell Line', 'DNA/genetics', 'Genetic Markers', 'Glycophorins/*genetics', 'Humans', 'Leukemia, Erythroblastic, Acute/analysis', 'Leukemia, Myeloid, Acute/genetics', 'Nucleic Acid Hybridization', 'Oligodeoxyribonucleotides/analysis', 'RNA, Messenger/analysis', 'RNA, Neoplasm/analysis', 'Sialoglycoproteins/*genetics']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1986 Mar;83(6):1665-9. doi: 10.1073/pnas.83.6.1665.,"['0 (Genetic Markers)', '0 (Glycophorins)', '0 (Oligodeoxyribonucleotides)', '0 (RNA, Messenger)', '0 (RNA, Neoplasm)', '0 (Sialoglycoproteins)', '9007-49-2 (DNA)']",PMC323144,['10.1073/pnas.83.6.1665 [doi]'],,"['GENBANK/J02578', 'GENBANK/M12857']",,
3456591,NLM,MEDLINE,19860410,20190501,0027-8424 (Print) 0027-8424 (Linking),83,5,1986 Mar,"Bryostatin, an activator of the calcium phospholipid-dependent protein kinase, blocks phorbol ester-induced differentiation of human promyelocytic leukemia cells HL-60.",1334-8,"Phorbol esters bind to and activate a calcium phospholipid-dependent protein kinase (C kinase). Some researchers believe that activation of C kinase is necessary for the induction of phorbol ester biologic effects. Our research indicates that bryostatin, a macrocyclic lactone that binds to the phorbol ester receptor in human polymorphonuclear leukocytes, also binds to this receptor in the human promyelocytic leukemia cell line, HL-60. Bryostatin activates partially purified C kinase from HL-60 cells in vitro, and when applied to HL-60 cells in vivo, it decreases measurable cytoplasmic C kinase activity. Unlike the phorbol esters, bryostatin is unable to induce a macrophage-like differentiation of HL-60 cells; however, bryostatin, in a dose-dependent fashion, blocks phorbol ester-induced differentiation of HL-60 cells and, if applied within 48 hr of phorbol esters, halts further differentiation. These results suggest that activation of the C kinase by some agents is not sufficient for induction of HL-60 cell differentiation and imply that some of the biologic effects of phorbol esters may occur through a more complex mechanism than previously thought.","['Kraft, A S', 'Smith, J B', 'Berkow, R L']","['Kraft AS', 'Smith JB', 'Berkow RL']",['eng'],['AI 22098/AI/NIAID NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Binding, Competitive', 'Bryostatins', '*Caenorhabditis elegans Proteins', 'Carrier Proteins', 'Cell Differentiation/*drug effects', 'Cell Line', 'Dose-Response Relationship, Drug', 'Enzyme Activation/drug effects', 'Humans', 'Lactones/metabolism/*pharmacology', 'Leukemia, Myeloid, Acute', 'Macrolides', 'Phorbol Esters/*antagonists & inhibitors/metabolism', 'Protein Kinase C/*metabolism', '*Receptors, Drug', 'Receptors, Immunologic/metabolism']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1986 Mar;83(5):1334-8. doi: 10.1073/pnas.83.5.1334.,"['0 (Bryostatins)', '0 (Caenorhabditis elegans Proteins)', '0 (Carrier Proteins)', '0 (Lactones)', '0 (Macrolides)', '0 (Phorbol Esters)', '0 (Receptors, Drug)', '0 (Receptors, Immunologic)', '0 (phorbol ester binding protein)', '0 (phorbol ester receptor)', '37O2X55Y9E (bryostatin 1)', 'EC 2.7.11.13 (Protein Kinase C)']",PMC323070,['10.1073/pnas.83.5.1334 [doi]'],,,,
3456580,NLM,MEDLINE,19860410,20201209,0027-8424 (Print) 0027-8424 (Linking),83,5,1986 Mar,Cytoplasmic synthesis of globin RNA in differentiated murine erythroleukemia cells: possible involvement of RNA-dependent RNA polymerase.,1208-12,"Three lines of evidence indicate that RNA-dependent RNA synthesis occurs in mouse erythroleukemia cells. The first involves labeling studies with [3H]uridine and shows a greater initial labeling rate of globin RNA in the cytoplasm than in the nucleus. Labeled globin RNA found in the cytoplasm after a very short pulse with tritiated uridine is of the ""mature"" 9S size while labeled globin RNA in the nuclei is exclusively in the form of 15S precursor molecules, suggesting that cytoplasmic globin RNA is not of nuclear origin. A high concentration of actinomycin D has no effect on the initial rate of labeling of cytoplasmic globin RNA, supporting this conclusion. Other experiments showed that the labeling of cytoplasmic globin RNA does not involve end addition to preexisting globin RNA. The second line of evidence is the identification of globin RNA minus strand in the cytoplasm of differentiated murine erythroleukemia cells by hybridization with single-stranded DNA probes containing the strand of the same sense as globin mRNA. This material has the same electrophoretic mobility as globin RNA and hybridizes with probes containing only the 5' part or only the 3' part of the gene suggesting that it is a full size copy of globin RNA. Finally, in murine erythroleukemia cells an RNA-dependent RNA polymerase activity is detected by using poly(A) . oligo(U) as a template-primer combination. This activity increases significantly after induction, suggesting that it is differentiation specific.","['Volloch, V']",['Volloch V'],['eng'],['5R01-CA33953/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Acetamides/pharmacology', 'Animals', 'Cell Differentiation/drug effects', 'Cell Line', 'Cytoplasm/metabolism', 'Dactinomycin/pharmacology', 'Gene Expression Regulation/drug effects', 'Globins/biosynthesis/*genetics', 'Leukemia, Erythroblastic, Acute/*genetics/metabolism', 'Mice', 'RNA Nucleotidyltransferases/*metabolism', 'RNA, Messenger/biosynthesis/*genetics', 'RNA-Dependent RNA Polymerase/*metabolism', 'Templates, Genetic']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1986 Mar;83(5):1208-12. doi: 10.1073/pnas.83.5.1208.,"['0 (Acetamides)', '0 (RNA, Messenger)', '1CC1JFE158 (Dactinomycin)', '9004-22-2 (Globins)', 'EC 2.7.7.- (RNA Nucleotidyltransferases)', 'EC 2.7.7.48 (RNA-Dependent RNA Polymerase)', 'LA133J59VU (hexamethylene bisacetamide)']",PMC323044,['10.1073/pnas.83.5.1208 [doi]'],,,,
3456563,NLM,MEDLINE,19860328,20190501,0027-8424 (Print) 0027-8424 (Linking),83,4,1986 Feb,Secondary activation of c-abl may be related to translocation to the nucleolar organizer region in an in vitro cultured rat leukemia cell line (K3D).,1079-83,"Localization of cellular oncogenes (c-onc) near the break points of translocations in tumor cells has indicated involvement of these genes in neoplastic growth. Enhanced transcription of the cellular homolog (c-abl) of the transforming sequence of Abelson murine leukemia virus was observed in K3D, which was one of the cloned cell lines of 7,12-dimethylbenz[a]anthracene-induced rat erythroblastic leukemia. Since the c-abl activation was not observed in the parent cell line (K2D) from which K3D was derived and the latter was different from the former in the presence of a new marker chromosome, t(3;12), this marker may play a role in the expression of c-abl in K3D cells. In contrast to the human c-onc assignments, few rat c-onc assignments have been reported. In situ molecular hybridization studies assigned c-abl to the 3q12 site of the normal chromosome 3 and to the break point of the translocation t(3;12) in K3D cells. Another break point in this translocation chromosome 12p11 involves the nucleolar region, and the 3;12 translocation may involve c-abl and nucleolar cistrons. These results provide evidence of secondary c-onc activation during karyotypic evolution of cloned malignant cells.","['Takahashi, R', 'Mihara, K', 'Maeda, S', 'Yamaguchi, T', 'Chen, H L', 'Aoyama, N', 'Murao, S', 'Hatanaka, M', 'Sugiyama, T']","['Takahashi R', 'Mihara K', 'Maeda S', 'Yamaguchi T', 'Chen HL', 'Aoyama N', 'Murao S', 'Hatanaka M', 'Sugiyama T']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Abelson murine leukemia virus/genetics', 'Animals', 'Cell Line', 'Chromosomes/ultrastructure', 'DNA, Neoplasm/analysis', 'DNA, Recombinant', '*Gene Expression Regulation', 'Genes, Viral', 'Genetic Markers', 'Leukemia, Erythroblastic, Acute/*genetics', 'Leukemia, Experimental/*genetics', 'Nucleic Acid Hybridization', '*Nucleolus Organizer Region', 'Oncogenes', '*Proto-Oncogenes', 'Rats', '*Translocation, Genetic']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1986 Feb;83(4):1079-83. doi: 10.1073/pnas.83.4.1079.,"['0 (DNA, Neoplasm)', '0 (DNA, Recombinant)', '0 (Genetic Markers)']",PMC323014,['10.1073/pnas.83.4.1079 [doi]'],,,,
3456559,NLM,MEDLINE,19860422,20191029,0277-9730 (Print) 0277-9730 (Linking),5,2,1986 Mar-Apr,Palmar aspergillosis in immunocompromised children.,264-8,,"['Barson, W J', 'Ruymann, F B']","['Barson WJ', 'Ruymann FB']",['eng'],,"['Case Reports', 'Journal Article']",United States,Pediatr Infect Dis,Pediatric infectious disease,8209468,IM,"['Adolescent', 'Aspergillosis/*complications/pathology', 'Biopsy', 'Hand Dermatoses/*complications/pathology', 'Humans', '*Immune Tolerance', 'Leukemia, Lymphoid/*complications/immunology', 'Male']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Pediatr Infect Dis. 1986 Mar-Apr;5(2):264-8. doi: 10.1097/00006454-198603000-00021.,,,['10.1097/00006454-198603000-00021 [doi]'],,,,
3456552,NLM,MEDLINE,19860410,20131121,0030-6002 (Print) 0030-6002 (Linking),127,8,1986 Feb 23,[Prognostic significance of systemic clearance of methotrexate in acute lymphoid leukemia in childhood].,439-42,,"['Borsi, J', 'Revesz, T', 'Schuler, D']","['Borsi J', 'Revesz T', 'Schuler D']",['hun'],,"['English Abstract', 'Journal Article']",Hungary,Orv Hetil,Orvosi hetilap,0376412,IM,"['Adolescent', 'Age Factors', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia, Lymphoid/*drug therapy/metabolism', 'Male', 'Methotrexate/metabolism/*therapeutic use', 'Prognosis', 'Sex Factors']",1986/02/23 00:00,1986/02/23 00:01,['1986/02/23 00:00'],"['1986/02/23 00:00 [pubmed]', '1986/02/23 00:01 [medline]', '1986/02/23 00:00 [entrez]']",ppublish,Orv Hetil. 1986 Feb 23;127(8):439-42.,['YL5FZ2Y5U1 (Methotrexate)'],,,A methotrexate szisztemas clearance prognosztikai jelentosege gyermekkori akut lymphoid leukaemiaban.,,,
3456551,NLM,MEDLINE,19860404,20091021,0030-6002 (Print) 0030-6002 (Linking),127,6,1986 Feb 9,[Analysis of the clinical course of chronic granulocytic leukemia in patients observed over a 10-year period (1974-1984)].,311-5,,"['Kiss, A', 'Telek, B', 'Olah, E', 'Pecze, K', 'Ivanyi, J', 'Rak, K']","['Kiss A', 'Telek B', 'Olah E', 'Pecze K', 'Ivanyi J', 'Rak K']",['hun'],,"['English Abstract', 'Journal Article']",Hungary,Orv Hetil,Orvosi hetilap,0376412,IM,"['Antineoplastic Agents/therapeutic use', 'Combined Modality Therapy', 'Female', 'Hungary', 'Leukemia, Myeloid/*mortality/pathology/therapy', 'Male']",1986/02/09 00:00,1986/02/09 00:01,['1986/02/09 00:00'],"['1986/02/09 00:00 [pubmed]', '1986/02/09 00:01 [medline]', '1986/02/09 00:00 [entrez]']",ppublish,Orv Hetil. 1986 Feb 9;127(6):311-5.,['0 (Antineoplastic Agents)'],,,Tiz ev alatt (1974-1984) eszlelt kronikus granulocytas leukaemias betegek korlefolyasanak elemzese.,,,
3456491,NLM,MEDLINE,19860331,20161123,0301-2603 (Print) 0301-2603 (Linking),14,1,1986 Jan,[A case of granulocytic sarcoma (chloroma) preceding acute leukemia].,67-72,"A 2-year-old boy developed proptosis of the right eye in May 1982. He was admitted to Isawa Hospital on June 9. Physical examination revealed a well developed child with slight proptosis of the right eye and swelling of the right temple. Routine serologic and blood examination revealed no abnormality except LDH, ALP and LAP. CT scan showed high density area in the anterior part of the right temporal lobe and lateral wall of the right orbit. He underwent open-biopsy of this tumor on July 15. Eosinophilic granuloma was suspected, but definite diagnosis was not made. Second biopsy was performed at right upper gingiva on August 2. Follow-up CT scan revealed tumor invaded sphenoidal and maxillary sinus. The patient was transferred to Tohoku University Hospital on August 13. On admission myeloblasts appeared in peripheral blood, and bone marrow examination revealed acute myelo-monocytic leukemia. We discussed its difficulty of differential diagnosis in literature.","['Yonemitsu, T', 'Fujiwara, S', 'Yoshimoto, T', 'Ohwada, K', 'Minegishi, M']","['Yonemitsu T', 'Fujiwara S', 'Yoshimoto T', 'Ohwada K', 'Minegishi M']",['jpn'],,"['Case Reports', 'Journal Article']",Japan,No Shinkei Geka,No shinkei geka. Neurological surgery,0377015,IM,"['Antineoplastic Agents/therapeutic use', 'Bone Marrow/pathology', 'Child, Preschool', 'Combined Modality Therapy', 'Diagnosis, Differential', 'Humans', 'Leukemia, Myeloid/*pathology/therapy', 'Leukemia, Myeloid, Acute/*pathology/therapy', 'Male', 'Maxillary Sinus', 'Maxillary Sinus Neoplasms/pathology/therapy', 'Neoplasm Invasiveness', 'Skull/diagnostic imaging', 'Skull Neoplasms/pathology/therapy', 'Sphenoid Sinus', 'Tomography, X-Ray Computed']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,No Shinkei Geka. 1986 Jan;14(1):67-72.,['0 (Antineoplastic Agents)'],,,,,,
3456490,NLM,MEDLINE,19860407,20071115,0028-2162 (Print) 0028-2162 (Linking),130,4,1986 Jan 25,[The significance of the leukocyte count and immunological typing for the prognosis of acute lymphatic leukemia in children].,165-9,,"['van Wering, E R', ""van 't Veer, M B"", 'Akkerboom, J C', 'Vissers-Praalder, E C', 'Pinkster, T', 'de Waal, F C']","['van Wering ER', ""van 't Veer MB"", 'Akkerboom JC', 'Vissers-Praalder EC', 'Pinkster T', 'de Waal FC']",['dut'],,"['English Abstract', 'Journal Article']",Netherlands,Ned Tijdschr Geneeskd,Nederlands tijdschrift voor geneeskunde,0400770,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia, Lymphoid/*blood/classification/immunology', '*Leukocyte Count', 'Lymphocytes/*classification', 'Male', 'Prognosis']",1986/01/25 00:00,1986/01/25 00:01,['1986/01/25 00:00'],"['1986/01/25 00:00 [pubmed]', '1986/01/25 00:01 [medline]', '1986/01/25 00:00 [entrez]']",ppublish,Ned Tijdschr Geneeskd. 1986 Jan 25;130(4):165-9.,,,,De betekenis van aantal leukocyten en immunologische typering voor de prognose van acute lymfatische leukemie bij kinderen.,,,
3456489,NLM,MEDLINE,19860331,20141120,0028-2162 (Print) 0028-2162 (Linking),130,2,1986 Jan 11,[On the wrong track].,49-51,,"['Holtslag, J', 'de Witte, T']","['Holtslag J', 'de Witte T']",['dut'],,"['Case Reports', 'Journal Article']",Netherlands,Ned Tijdschr Geneeskd,Nederlands tijdschrift voor geneeskunde,0400770,IM,"['Adolescent', 'Anxiety', 'Diagnosis, Differential', 'False Negative Reactions', 'Female', 'Humans', 'Infectious Mononucleosis/*diagnosis', 'Leukemia, Lymphoid/*diagnosis/psychology', 'Psychology, Adolescent']",1986/01/11 00:00,1986/01/11 00:01,['1986/01/11 00:00'],"['1986/01/11 00:00 [pubmed]', '1986/01/11 00:01 [medline]', '1986/01/11 00:00 [entrez]']",ppublish,Ned Tijdschr Geneeskd. 1986 Jan 11;130(2):49-51.,,,,Op het verkeerde spoor.,,,
3456488,NLM,MEDLINE,19860409,20071115,0028-0836 (Print) 0028-0836 (Linking),320,6057,1986 Mar 6-12,Localization of gene for human p53 tumour antigen to band 17p13.,84-5,"Recently the gene for the cellular tumour antigen p53, a phosphoprotein found in increased concentration in a variety of human cells, had been mapped to region 17q22 by in situ hybridization techniques and has been shown to translocate to the chromosome carrying the translocation [t(15; 17)] associated with acute promyelocytic leukaemia (APL). Based on this finding it has been postulated that this gene has a role in the pathogenesis of APL. Here we present evidence that the gene for p53 is not located on the long arm of chromosome 17, but maps to band 17p13. We therefore suggest that this gene is not directly involved in the chromosome translocation observed in APL.","['Isobe, M', 'Emanuel, B S', 'Givol, D', 'Oren, M', 'Croce, C M']","['Isobe M', 'Emanuel BS', 'Givol D', 'Oren M', 'Croce CM']",['eng'],"['CA-39860/CA/NCI NIH HHS/United States', 'GM32592/GM/NIGMS NIH HHS/United States']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Nature,Nature,0410462,IM,"['Antigens, Neoplasm/*genetics', 'Chromosome Mapping', '*Chromosomes, Human, 16-18', 'Cloning, Molecular', 'Humans', 'Leukemia, Myeloid, Acute/*genetics', 'Translocation, Genetic']",1986/03/06 00:00,1986/03/06 00:01,['1986/03/06 00:00'],"['1986/03/06 00:00 [pubmed]', '1986/03/06 00:01 [medline]', '1986/03/06 00:00 [entrez]']",ppublish,Nature. 1986 Mar 6-12;320(6057):84-5. doi: 10.1038/320084a0.,"['0 (Antigens, Neoplasm)']",,['10.1038/320084a0 [doi]'],,,,
3456483,NLM,MEDLINE,19860414,20071115,0391-5352 (Print) 0391-5352 (Linking),9,1,1986 Jan,Bacteremia caused by Peptococcus prevotii in an immunocompromised host.,105-8,"A case of bacteremia caused by Peptococcus prevotii in an immunocompromised patient is described. A specific antibiotic therapy was successful. Details of the isolation procedures, biochemical pattern and Minimal Inhibitory Concentrations (MICs) related to the pathogen strain are reported.","['Gulletta, E', 'Amato, G', 'Nani, E', 'Covelli, I']","['Gulletta E', 'Amato G', 'Nani E', 'Covelli I']",['eng'],,"['Case Reports', 'Journal Article']",Italy,Microbiologica,Microbiologica,7902903,IM,"['Aged', 'Anti-Bacterial Agents/pharmacology', 'Female', 'Humans', 'Immunologic Deficiency Syndromes/*complications', 'Leukemia, Myeloid, Acute/*immunology', 'Microbial Sensitivity Tests', 'Peptococcus/drug effects/*pathogenicity', 'Sepsis/*complications']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,Microbiologica. 1986 Jan;9(1):105-8.,['0 (Anti-Bacterial Agents)'],,,,,,
3456479,NLM,MEDLINE,19860418,20190824,0145-2126 (Print) 0145-2126 (Linking),10,3,1986,Prognostic significance of the morphological dysplastic changes in chronic myelogenous leukemia.,331-7,"Various morphological dysplastic changes were observed in patients with chronic myelogenous leukemia, especially in the acute crisis. To clarify their significance, we divided 45 patients in the acute crisis into two groups by our scoring system, the dysplastic group and the non-dysplastic group. Five of 25 subjects in the non-dysplastic group entered complete remission. None of 20 subjects in the dysplastic group did so, and the mean survival after the onset of acute crisis is significantly shorter in the dysplastic group than in the non-dysplastic group. Some patients in the dysplastic group had obvious dysplastic changes several months before the acute crisis. These findings suggest that acute crises in some cases may occur with or be preceded by the development of dysplastic clones similar to myelodysplastic syndrome; these patients respond poorly to conventional chemotherapy.","['Matsuo, T', 'Tomonaga, M', 'Kuriyama, K', 'Yao, E', 'Nonaka, H', 'Jinnai, I', 'Jubashi, T', 'Yoshida, Y', 'Amenomori, T', 'Ichimaru, M']","['Matsuo T', 'Tomonaga M', 'Kuriyama K', 'Yao E', 'Nonaka H', 'Jinnai I', 'Jubashi T', 'Yoshida Y', 'Amenomori T', 'Ichimaru M']",['eng'],,['Journal Article'],England,Leuk Res,Leukemia research,7706787,IM,"['Adult', 'Aged', 'Erythroblasts/pathology', 'Female', 'Humans', 'Leukemia, Myeloid/drug therapy/mortality/*pathology', 'Male', 'Megakaryocytes/pathology', 'Middle Aged', 'Neutrophils/pathology', 'Prognosis']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1986;10(3):331-7. doi: 10.1016/0145-2126(86)90030-5.,,,['10.1016/0145-2126(86)90030-5 [doi]'],,,,
