PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AB,GR,AID,PMC,TT,OID,OAB,OABL,OTO,OT,GN,SI,RF
6454228,NLM,MEDLINE,19810810,20061115,0034-1193 (Print) 0034-1193 (Linking),69,6,1980 Dec,[Down's syndrome. Precocious aging of the immune system].,679-709,"['Bonetti, F', 'Licastro, F', 'Chiricolo, M', 'Franceschi, C']","['Bonetti F', 'Licastro F', 'Chiricolo M', 'Franceschi C']",['ita'],"['English Abstract', 'Journal Article', 'Review']",Italy,Recenti Prog Med,Recenti progressi in medicina,0401271,"['0 (Immunoglobulins)', '0 (Thymus Hormones)']",IM,"['Antibody Formation', 'Autoimmune Diseases/immunology', 'Bacterial Infections/immunology', 'DNA Repair', 'Down Syndrome/complications/*immunology', 'Humans', 'Immunity, Cellular', 'Immunoglobulins/analysis', 'Leukemia/immunology', 'Lymphocyte Activation', 'Lymphocyte Culture Test, Mixed', 'Neoplasms/immunology', 'T-Lymphocytes', 'Thymus Hormones/biosynthesis']",1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",ppublish,Recenti Prog Med. 1980 Dec;69(6):679-709.,,,,,La sindrome di Down. Un invecchiamento precoce del sistema immunitario.,,,,,,,,110
6453845,NLM,MEDLINE,19810810,20190708,0020-7136 (Print) 0020-7136 (Linking),26,5,1980 Nov 15,Two siblings with acute T-cell lymphocytic leukemia.,557-64,"['Weber, W', 'Muller, H', 'Moroni, C', 'von Fliedner, V', 'Sartorius, J A', 'Speck, B', 'Obrecht, J P', 'Jeannet, M']","['Weber W', 'Muller H', 'Moroni C', 'von Fliedner V', 'Sartorius JA', 'Speck B', 'Obrecht JP', 'Jeannet M']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Int J Cancer,International journal of cancer,0042124,['0 (HLA Antigens)'],IM,"['Animals', 'Bone Marrow/ultrastructure', 'Chromosome Aberrations', 'Female', 'HLA Antigens/immunology', 'Humans', 'Leukemia, Lymphoid/*genetics/immunology', 'Lymphocyte Culture Test, Mixed', 'Male', 'Mice', 'Spleen/ultrastructure', 'T-Lymphocytes/*immunology']",1980/11/15 00:00,1980/11/15 00:01,['1980/11/15 00:00'],"['1980/11/15 00:00 [pubmed]', '1980/11/15 00:01 [medline]', '1980/11/15 00:00 [entrez]']",ppublish,Int J Cancer. 1980 Nov 15;26(5):557-64. doi: 10.1002/ijc.2910260506.,"The only two children of clinically healthy parents both developed an acute lymphocytic leukemia of the T-cell type, one with a mediastinal mass, one without. Extensive laboratory studies revealed a combination of the following unusual circumstances. (1) The injection of leukemic bone marrow into BALB/c-nu/nu mice led to an explosive simultaneous development of disseminated lymphomatous tumors with murine karyotype. (2) HLA typing and MLC testing of all four family members revealed sharing of HLA-A,D and DRw determinants between the parents and pointed to the appearance of suppressor cell activity with the outbreak of the acute leukemia of one sibling. (3) Parental lymphocytes gave a low response to mitogen stimulation, suggesting a subclinical cellular immune defect. It is proposed that the siblings inherited from each parent a defective immune response factor, possibly related to HLA-D/DRw antigens, that predisposed to acute T-cell leukemia. The neoplastic process might have been triggered by a transferable agent.",,['10.1002/ijc.2910260506 [doi]'],,,,,,,,,,
6453550,NLM,MEDLINE,19810709,20061115,0151-9638 (Print) 0151-9638 (Linking),107,11,1980,[The Leser-Trelat symptom: report of two cases (author's transl)].,1035-41,"['Lambert, D', 'Fort, M', 'Legoux, A', 'Chapuis, J L']","['Lambert D', 'Fort M', 'Legoux A', 'Chapuis JL']",['fre'],"['Case Reports', 'English Abstract', 'Journal Article', 'Review']",France,Ann Dermatol Venereol,Annales de dermatologie et de venereologie,7702013,,IM,"['Adenocarcinoma/complications', 'Aged', 'Dermatitis, Seborrheic/*etiology', 'Female', 'Humans', 'Keratosis/*etiology', 'Male', 'Middle Aged', 'Neoplasms/*complications/diagnosis', 'Paraneoplastic Syndromes/diagnosis', 'Skin/pathology', 'Time Factors']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",ppublish,Ann Dermatol Venereol. 1980;107(11):1035-41.,"The sudden occurrence and rapid increase in size and number of seborrheic keratoses is considered to be a symptom of internal malignancy. But many authors did not fully agree with this finding. We report two cases respectively associated, the first with a mycosis fongoides, the second with a bronchial squamous cell carcinoma. These observations are compared with thin cases previously published in the dermatological literature (13 patients). According to Dantzig the commonest associated malignancy is an adenocarcinoma, and the most frequent site the stomach. But there are also report of acute leukemia, mycosis fongoides, Sezary and lymphocytic lymphoma. The mechanism of the simultaneous growth of the lesions remains unknown and may be purely coincidental. Other case reports and several criteria still to be defined are needed before we accept this symptom as a malignancy marker.",,,,Le signe de Leser-Trelat. A propos de 2 observations.,,,,,,,,22
6453529,NLM,MEDLINE,19810723,20190627,0002-9343 (Print) 0002-9343 (Linking),70,5,1981 May,Immunologic and clinical aspects of immune complex disease.,1097-106,"['Inman, R D', 'Day, N K']","['Inman RD', 'Day NK']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Am J Med,The American journal of medicine,0267200,['0 (Antigen-Antibody Complex)'],IM,"['Animals', 'Antigen-Antibody Complex/physiology', 'Arthritis, Rheumatoid/immunology', 'Breast Neoplasms/immunology', 'Child', 'Humans', 'Immune Complex Diseases/*immunology', 'Leukemia/immunology', 'Lung Neoplasms/immunology', 'Mice', 'Mice, Nude', 'Middle Aged', 'Neuroblastoma/immunology']",1981/05/01 00:00,1981/05/01 00:01,['1981/05/01 00:00'],"['1981/05/01 00:00 [pubmed]', '1981/05/01 00:01 [medline]', '1981/05/01 00:00 [entrez]']",ppublish,Am J Med. 1981 May;70(5):1097-106. doi: 10.1016/0002-9343(81)90879-2.,,"['AM 14627/AM/NIADDK NIH HHS/United States', 'AM 22066/AM/NIADDK NIH HHS/United States', 'CA 08748/CA/NCI NIH HHS/United States', 'etc.']","['0002-9343(81)90879-2 [pii]', '10.1016/0002-9343(81)90879-2 [doi]']",,,,,,,,,,103
6453527,NLM,MEDLINE,19810709,20190821,0361-8609 (Print) 0361-8609 (Linking),10,2,1981,Increased T-cell reactivity to leukemic B cells in chronic lymphocytic leukemia with change of stable disease to its progressive form.,137-43,"['Fernandez, L A', 'MacSween, J M', 'Langley, G R']","['Fernandez LA', 'MacSween JM', 'Langley GR']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Hematol,American journal of hematology,7610369,,IM,"['Aged', 'Aging', 'B-Lymphocytes/classification/*immunology', '*Cell Transformation, Neoplastic', 'Female', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Leukocyte Count', 'Lymphocyte Culture Test, Mixed', 'Male', 'Middle Aged', 'Monocytes', 'T-Lymphocytes/classification/*immunology']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",ppublish,Am J Hematol. 1981;10(2):137-43. doi: 10.1002/ajh.2830100205.,"Some patients with chronic lymphocytic leukemia (CLL) have a relatively stable clinical course without treatment, but many of these eventually develop progressive disease. We have followed 68 patients over 5 1/2 years by employing conventional surface markers and lymphocyte reactivity, including that of separate enriched T cells to their own leukemic B cells, to phytohemagglutinin (PHA), and to normal allogeneic B cells; we have observed an unusual response in each of the seven patients who developed progressive disease over this period of time. During the stable phase of the disease the T cells from 27 leukemic subjects did not respond to their own leukemic B cells in culture. In the seven patients who developed progressive disease, a significant reactivity of their enriched T cells to their own leukemic B cells occurred. There was no consistent change in T-cell reactivity to PHA or to allogeneic B cells, suggesting a change in the leukemic B-cell populations that was not detected morphologically. The change in reactivity of T cells to leukemic B cells occurred prior to evidence of clinical or laboratory deterioration in one of the seven cases; there was increasing lymphocytosis and lymphadenopathy in six and two instances, respectively; and anemia and thrombocytopenia in the three and one cases, respectively.",,['10.1002/ajh.2830100205 [doi]'],,,,,,,,,,
6453495,NLM,MEDLINE,19810723,20110728,0001-5806 (Print) 0001-5806 (Linking),43,5,1980 Oct,"[Stimulating capacity of leukemia cells from acute non-lymphocytic leukemia, chronic myelogenous leukemia, blastic crisis of chronic myelogenous leukemia, and chronic myelomonocytic leukemia in allogenic 'one way' mixed lymphocyte tumor cell reaction (author's transl)].",796-804,"['Saito, H', 'Minato, K', 'Nagatani, T', 'Shimoyama, M']","['Saito H', 'Minato K', 'Nagatani T', 'Shimoyama M']",['jpn'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia/*immunology', 'Leukemia, Myeloid/*immunology/pathology', '*Lymphocyte Culture Test, Mixed', 'Male', 'Middle Aged']",1980/10/01 00:00,1980/10/01 00:01,['1980/10/01 00:00'],"['1980/10/01 00:00 [pubmed]', '1980/10/01 00:01 [medline]', '1980/10/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1980 Oct;43(5):796-804.,,,,,,,,,,,,,
6453494,NLM,MEDLINE,19810723,20110728,0001-5806 (Print) 0001-5806 (Linking),43,5,1980 Oct,[Stimulating capacity of cultured human lymphoid and myeloid cells in allogenic 'one-way' mixed lymphocyte tumor cell reaction (author's transl)].,788-95,"['Nagatani, T', 'Minato, K', 'Saito, H', 'Shimoyama, M']","['Nagatani T', 'Minato K', 'Saito H', 'Shimoyama M']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Cell Line', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Leukemia, Myeloid/*immunology', '*Lymphocyte Culture Test, Mixed', 'Lymphocytes/*immunology']",1980/10/01 00:00,1980/10/01 00:01,['1980/10/01 00:00'],"['1980/10/01 00:00 [pubmed]', '1980/10/01 00:01 [medline]', '1980/10/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1980 Oct;43(5):788-95.,,,,,,,,,,,,,
6453422,NLM,MEDLINE,19810720,20190818,0300-9475 (Print) 0300-9475 (Linking),13,3,1981,Isolation of T lymphocytes in chronic lymphocytic leukaemia by depletion of mouse rosette-forming cells.,219-24,"['Kabelitz, D', 'Fink, U', 'Reichert, A']","['Kabelitz D', 'Fink U', 'Reichert A']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Scand J Immunol,Scandinavian journal of immunology,0323767,['0 (Phytohemagglutinins)'],IM,"['Animals', 'Cell Separation/*methods', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Lymphocyte Activation', 'Lymphocyte Culture Test, Mixed', 'Mice', 'Phytohemagglutinins/pharmacology', 'Rosette Formation', 'T-Lymphocytes/*analysis']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",ppublish,Scand J Immunol. 1981;13(3):219-24. doi: 10.1111/j.1365-3083.1981.tb00128.x.,"Separation of mouse rosette-forming cells (MRFC) was used as a technique to isolate T lymphocytes in patients with chronic lymphocytic leukaemia. The resulting interface fraction (non-MRFC) was highly enriched for sheep rosette-forming T cells (mean value 71.8% SRFC) as compared with unfractionated peripheral blood lymphocytes (mean value 18% SRFC). A higher degree of T-cell purity was achieved by this method than by the sheep rosette sedimentation technique in patients with leucocyte counts greater than 50 X 10(9)/l. Functional tests revealed that depletion of MRFC increased not only phytohaemagglutinin and mixed lymphocyte culture (MLC) reactivity but also the stimulatory capacity in the allogeneic MLC. In contrast, separation of MRFC in normal blood donors gave only a poor degree of separation and was not an effective means to isolate lymphocyte subpopulations.",,['10.1111/j.1365-3083.1981.tb00128.x [doi]'],,,,,,,,,,
6453357,NLM,MEDLINE,19810723,20161123,0033-8419 (Print) 0033-8419 (Linking),139,3,1981 Jun,99mTc-methylene diphosphonate accumulation in ascitic fluid due to neoplasm.,699-702,"['Gordon, L', 'Schabel, S I', 'Holland, R D', 'Cooper, J F']","['Gordon L', 'Schabel SI', 'Holland RD', 'Cooper JF']",['eng'],['Journal Article'],United States,Radiology,Radiology,0401260,"['0 (Diphosphonates)', '7440-26-8 (Technetium)', 'X89XV46R07 (Technetium Tc 99m Medronate)']",IM,"['Abdomen/*diagnostic imaging', 'Adenocarcinoma/diagnostic imaging', 'Adult', 'Aged', 'Ascitic Fluid/*metabolism', 'Diphosphonates/*metabolism', 'Female', 'Humans', 'Leukemia, Myeloid/diagnostic imaging', 'Lymphoma, Large B-Cell, Diffuse/diagnostic imaging', 'Male', 'Middle Aged', 'Ovarian Neoplasms/diagnostic imaging', 'Radionuclide Imaging', 'Stomach Neoplasms/diagnostic imaging', 'Technetium/*metabolism', 'Technetium Tc 99m Medronate', 'Teratoma/diagnostic imaging', 'Testicular Neoplasms/diagnostic imaging', 'Urethral Neoplasms/diagnostic imaging']",1981/06/01 00:00,1981/06/01 00:01,['1981/06/01 00:00'],"['1981/06/01 00:00 [pubmed]', '1981/06/01 00:01 [medline]', '1981/06/01 00:00 [entrez]']",ppublish,Radiology. 1981 Jun;139(3):699-702. doi: 10.1148/radiology.139.3.6453357.,,,['10.1148/radiology.139.3.6453357 [doi]'],,,,,,,,,,
6453293,NLM,MEDLINE,19810709,20081121,0028-4793 (Print) 0028-4793 (Linking),304,23,1981 Jun 4,Activation of leukemic pro-suppressor cells to become suppressor-effector cells. Influence of cooperating normal T cells.,1382-7,"['Broder, S', 'Uchiyama, T', 'Muul, L M', 'Goldman, C', 'Sharrow, S', 'Poplack, D G', 'Waldmann, T A']","['Broder S', 'Uchiyama T', 'Muul LM', 'Goldman C', 'Sharrow S', 'Poplack DG', 'Waldmann TA']",['eng'],"['Case Reports', 'Journal Article']",United States,N Engl J Med,The New England journal of medicine,0255562,"['0 (Antigens, Neoplasm)', '0 (Antigens, Surface)', '0 (Immunoglobulins)']",IM,"['Agammaglobulinemia/complications', 'Antigens, Neoplasm/immunology', 'Antigens, Surface/immunology', 'B-Lymphocytes/immunology', 'Humans', 'Immunoglobulins/biosynthesis', 'Infant', 'Killer Cells, Natural/*immunology', 'Leukemia, Lymphoid/complications/*immunology', '*Lymphocyte Cooperation', 'Male', 'T-Lymphocytes/*immunology', 'T-Lymphocytes, Regulatory/*immunology']",1981/06/04 00:00,1981/06/04 00:01,['1981/06/04 00:00'],"['1981/06/04 00:00 [pubmed]', '1981/06/04 00:01 [medline]', '1981/06/04 00:00 [entrez]']",ppublish,N Engl J Med. 1981 Jun 4;304(23):1382-7. doi: 10.1056/NEJM198106043042302.,"We studied the suppressor activity and surface-membrane antigens of immunoregulatory neoplastic T cells from a child with acute lymphoblastic leukemia and hypogammaglobulinemia. The neoplastic T cells were potent inhibitors of immunoglobulin production by pokeweed-mitogen-stimulated normal B cells when radiosensitive cooperative normal T cells were present. Preculturing the leukemic cells with normal T cells or soluble factors allowed them to mediate suppression without the need for cooperating T cells. While acquiring new functional capabilities, approximately 95 per cent of the leukemic cells displayed an antigen (OKT-3) that is found on mature normal T cells; 77 per cent displayed an antigen (Tac) that is found on normal activated immunoregulatory effector cells but not on thymocytes or circulating T cells that are precursors of these effector cells. The results suggest that a population of leukemic prosuppressor cells can be induced to undergo both functional and antigenic differentiation by the influence of normal T cells.",,['10.1056/NEJM198106043042302 [doi]'],,,,,,,,,,
6453158,NLM,MEDLINE,19810723,20071115,0022-1767 (Print) 0022-1767 (Linking),126,6,1981 Jun,"Antigenic characterization of a T-CLL with heteroantisera and monoclonal antibodies: evidence for the T cell lineage of an Ia-positive, Fc-IgG--positive, suppressor-cell subpopulation.",2205-8,"['Strong, D M', 'Pandolfi, F', 'Slease, R B', 'Budd, J E', 'Woody, J N']","['Strong DM', 'Pandolfi F', 'Slease RB', 'Budd JE', 'Woody JN']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (Antibodies)', '0 (Antibodies, Monoclonal)', '0 (Histocompatibility Antigens Class II)', '0 (Immune Sera)', '0 (Immunoglobulin Fc Fragments)']",IM,"['Adult', '*Antibodies', 'Antibodies, Monoclonal', 'Cytotoxicity, Immunologic', 'Histocompatibility Antigens Class II', 'Humans', 'Immune Sera/*pharmacology', 'Immunoglobulin Fc Fragments', 'Leukemia, Lymphoid/*immunology', 'Male', 'T-Lymphocytes/*immunology', 'T-Lymphocytes, Regulatory/classification']",1981/06/01 00:00,1981/06/01 00:01,['1981/06/01 00:00'],"['1981/06/01 00:00 [pubmed]', '1981/06/01 00:01 [medline]', '1981/06/01 00:00 [entrez]']",ppublish,J Immunol. 1981 Jun;126(6):2205-8.,"In a previous report, peripheral blood mononuclear T cells from a patient with T-chronic lymphocytic leukemia (T-CLL) were shown to bear receptors for the Fc portion of IgG (T gamma). Moreover, the ability of these cells to rosette with sheep erythrocytes was strongly inhibited by a preincubation of the cells with theophylline. These data indicated that they represent a highly purified subpopulation of Fc-IgG receptor-positive, low-affinity rosetting cells with in vitro suppressor activity on lectin-induced proliferation of normal lymphocytes. They also were reactive in antibody-dependent cell-mediated cytotoxicity but had no reactivity in natural killer cell assays. These cells were studied in this report with several heteroantisera and monoclonal antibodies. Results indicate that these T-CLL cells express a T cell antigenic pattern (OKT-3+) and the majority are Ia positive. They also react with the OKT-8 reagent (a reagent detecting the subset of T cells that contains the cytotoxic/suppressor cells), whereas they are negative with OKT-4 (which reacts with the subset of T cells that contains helper cells) and OKT-6 (thymocyte) antibodies. Heteroantisera also support the results obtained with monoclonal reagents. Despite some recent evidence showing that a high percentage of T gamma cells may belong to the monocyte-myeloid lineage, these T-CLL cells were negative with OKM-1, a monoclonal antibody reported to detect a monomyeloid antigen. These results suggest that a distinct subpopulation of suppressor T cells can be identified by membrane-marker phenotyping.",,,,,,,,,,,,
6453154,NLM,MEDLINE,19810723,20131121,0022-1767 (Print) 0022-1767 (Linking),126,6,1981 Jun,H-2 restriction of adoptive immunotherapy of advanced tumors.,2100-3,"['Greenberg, P D', 'Cheever, M A', 'Fefer, A']","['Greenberg PD', 'Cheever MA', 'Fefer A']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (H-2 Antigens)', '8N3DW7272P (Cyclophosphamide)']",IM,"['Animals', 'Cyclophosphamide/therapeutic use', 'Cytotoxicity, Immunologic', 'H-2 Antigens/*immunology', 'Immunization, Passive', 'Leukemia, Experimental/drug therapy/*immunology/therapy', 'Lymphocyte Culture Test, Mixed', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL']",1981/06/01 00:00,1981/06/01 00:01,['1981/06/01 00:00'],"['1981/06/01 00:00 [pubmed]', '1981/06/01 00:01 [medline]', '1981/06/01 00:00 [entrez]']",ppublish,J Immunol. 1981 Jun;126(6):2100-3.,,"['CA 10777/CA/NCI NIH HHS/United States', 'CB 84247-31/CB/NCI NIH HHS/United States']",,,,,,,,,,,
6453124,NLM,MEDLINE,19810723,20190904,0171-5216 (Print) 0171-5216 (Linking),98,3,1980,Comparison of cytostatic sensitivities of L 1210 cells and human stimulated lymphocytes in three cell proliferation assays.,221-31,"['Ali-Osman, F', 'Maurer, H R']","['Ali-Osman F', 'Maurer HR']",['eng'],"['Comparative Study', 'Journal Article']",Germany,J Cancer Res Clin Oncol,Journal of cancer research and clinical oncology,7902060,"['0 (Antimetabolites, Antineoplastic)', '0 (Growth Inhibitors)', '04079A1RDZ (Cytarabine)', 'MRK240IY2L (Azathioprine)', 'VC2W18DGKR (Thymidine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Animals', 'Antimetabolites, Antineoplastic/*pharmacology', 'Azathioprine/pharmacology', 'Cell Division/drug effects', 'Cells, Cultured', 'Cytarabine/pharmacology', 'Dose-Response Relationship, Drug', 'Growth Inhibitors/pharmacology', 'Humans', 'Kinetics', 'Leukemia L1210/*pathology', 'Lymphocytes/drug effects/*pathology', 'Methotrexate/pharmacology', 'Thymidine/metabolism']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",ppublish,J Cancer Res Clin Oncol. 1980;98(3):221-31. doi: 10.1007/BF00410786.,"Three methods of measuring cell proliferation, viz., cellular H-thymidine uptake, counting of cells in suspension, and counting of colonies of cells grown in agar contained in glass capillaries, were compared by studying cell growth kinetics using the L 1210 cell line. We found the agar colony culture method to be most suitable and methodologically most advantageous. Using these cytokinetic models, we investigated the differential sensitivities of exponential and stationary phase L 1210 cells and normal, human, PHA-stimulated, peripheral T-lymphocytes to methotrexate, cytosine arabinoside, azathioprine, and a partially purified lymphocyte chalone preparation. L 1210 cells in exponential growth showed a higher drug sensitivity to all the agents tested than those in stationary growth. Normal, human T-lymphocytes exhibited less sensitivity to the tested agents. We found the agar culture to be more than twice as sensitive as the suspension culture and up to 8-fold more sensitive than the 3H-thymidine uptake method.",,['10.1007/BF00410786 [doi]'],,,,,,,,,,
6453047,NLM,MEDLINE,19810709,20111117,0390-6078 (Print) 0390-6078 (Linking),66,1,1981 Feb,Normal and leukaemic granulopoiesis.,1-17,"['Gavosto, F', 'Aglietta, M']","['Gavosto F', 'Aglietta M']","['eng', 'ita']","['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",Italy,Haematologica,Haematologica,0417435,"['0 (Growth Inhibitors)', 'EC 3.4.21.- (Lactoferrin)']",IM,"['Bone Marrow Diseases/physiopathology', 'Colony-Forming Units Assay', 'Granulocytes/*cytology', 'Growth Inhibitors/pharmacology', '*Hematopoiesis', 'Humans', 'Lactoferrin/pharmacology', 'Leukemia, Myeloid/*pathology/physiopathology', 'Macrophages/physiology']",1981/02/01 00:00,1981/02/01 00:01,['1981/02/01 00:00'],"['1981/02/01 00:00 [pubmed]', '1981/02/01 00:01 [medline]', '1981/02/01 00:00 [entrez]']",ppublish,Haematologica. 1981 Feb;66(1):1-17.,,,,,,,,,,,,,71
6452947,NLM,MEDLINE,19810720,20071115,0361-5960 (Print) 0361-5960 (Linking),65,1-2,1981 Jan-Feb,Phase II trial of zinostatin in children with late-stage acute lymphocytic leukemia: a Pediatric Oncology Group Study.,173-4,"['Sexauer, C', 'Kim, T', 'Nix, W', 'Berry, D H', 'Morgan, S']","['Sexauer C', 'Kim T', 'Nix W', 'Berry DH', 'Morgan S']",['eng'],"['Letter', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Antibiotics, Antineoplastic)', '9014-02-2 (Zinostatin)']",IM,"['Adolescent', 'Antibiotics, Antineoplastic/*therapeutic use', 'Child', 'Child, Preschool', 'Drug Administration Schedule', 'Drug Evaluation', 'Humans', 'Infant', 'Leukemia, Lymphoid/*drug therapy', 'Zinostatin/*therapeutic use']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",ppublish,Cancer Treat Rep. 1981 Jan-Feb;65(1-2):173-4.,,"['CA-03161/CA/NCI NIH HHS/United States', 'CA-03713/CA/NCI NIH HHS/United States', 'CA-20549/CA/NCI NIH HHS/United States', 'etc.']",,,,,,,,,,,
6452850,NLM,MEDLINE,19810613,20071115,0003-3995 (Print) 0003-3995 (Linking),23,4,1980,"[46,XX,r(18), + mar karyotype in the niece of a leukemic patient with trisomy 21 and cri du chat chromosome (author's transl)].",228-31,"['Koulischer, L', 'Gillerot, Y', 'Richard, J']","['Koulischer L', 'Gillerot Y', 'Richard J']",['fre'],"['Case Reports', 'English Abstract', 'Journal Article']",Netherlands,Ann Genet,Annales de genetique,0370562,,IM,"['Child, Preschool', 'Chromosome Aberrations', 'Chromosomes, Human, 16-18', 'Chromosomes, Human, 21-22 and Y', 'Cri-du-Chat Syndrome/*complications/genetics', 'Down Syndrome/*complications/genetics', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myeloid, Acute/*complications/genetics']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",ppublish,Ann Genet. 1980;23(4):228-31.,"The present observation concerns a female patient with a 47,XX, r(18), + mar karyotype. The size of the ring varies from mitosis to mitosis; generally it is very small. The presence of a small marker (""minute"") may explain some phenotypic differences not usually observed in the ""r(18) syndrome"". This patient is the niece of a trisomic 21, who showed complex chromosome anomalies during the course of an acute leukemia from which he died.",,,,"Caryotype 46,XX, r(18), + mar chez la niece d'un trisomique 21 leucemique avec chromosome du cri du chat.",,,,,,,,
6452847,NLM,MEDLINE,19810613,20071115,0003-410X (Print) 0003-410X (Linking),131,8,1980,"[An essential hypereosinophilic syndrome. Cytological, cyto-enzymological and ultrastructural studies (author's transl)].",531-4,"['Delaporte, P', 'Salama, J', 'Coulombel, L', 'Lejeune, F', 'Lortholary, P']","['Delaporte P', 'Salama J', 'Coulombel L', 'Lejeune F', 'Lortholary P']",['fre'],"['Case Reports', 'English Abstract', 'Journal Article']",France,Ann Med Interne (Paris),Annales de medecine interne,0171744,,IM,"['Cardiomegaly/etiology', 'Eosinophilia/complications/*diagnosis/pathology', 'Eosinophils/*ultrastructure', 'Heart Failure/etiology', 'Hemiplegia/etiology', 'Hepatomegaly/etiology', 'Humans', 'Male', 'Middle Aged', 'Pleurisy/etiology', 'Quadriplegia/etiology', 'Syndrome']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",ppublish,Ann Med Interne (Paris). 1980;131(8):531-4.,"A new essential hypereosinophilic syndrome has been reported in a 53 years old man who presented an important blood and bone marrow hypereosinophilia of unknown etiology since 5 years. The evolution of the clinical course included neurological accidents (hemiplegia, spasmodic quadriplegia, seizures) congestive heart failure, hepatomegaly, transient renal involvement, pulmonary infiltrates with pleural hemorrhage, episodes of diarrhea and fever with weight loss. The cytological study of the eosinophiles showed the existence of abnormal inclusions which were confirmed by the electron microscope. These and cytoenzymological abnormalities led to discussion of the relationship between the essential hypereosinophilic syndrome and eosinophilic leukemia.",,,,"Syndrome d'hypereosinophilie essentielle : un cas avec etudes cytochimique, cytoenzymologique et ultrastructurale des esoniophiles.",,,,,,,,
