PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,CN,CON,GR,DEP,PMC,MID,OID,CIN,SI,CI,TT,RPF,EIN,IR,FIR,OTO,OT,GN,EFR,ROF,RIN,DA,DRDT,CTDT,PB,BTI,FED,ED,CDAT
20306256,NLM,MEDLINE,20101005,20211020,0927-3042 (Print) 0927-3042 (Linking),145,,2010,Therapy of acute myelogenous leukemia in adults.,257-71,10.1007/978-0-387-69259-3_15 [doi],,"['Borthakur, Gautam', 'Estey, Elihu E']","['Borthakur G', 'Estey EE']","['Department of Leukemia, The University of Texas MD Anderson Cancer Center, Houston, TX, USA. gborthak@mdanderson.org']",['eng'],"['Journal Article', 'Review']",United States,Cancer Treat Res,Cancer treatment and research,8008541,"['0 (Core Binding Factors)', '0 (Neoplasm Proteins)', '04079A1RDZ (Cytarabine)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/administration & dosage/*therapeutic use', 'Chromosome Aberrations', 'Clinical Trials as Topic', 'Combined Modality Therapy', 'Core Binding Factors/genetics/physiology', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage', 'Hematopoietic Stem Cell Transplantation', 'Humans', 'Leukemia, Myeloid, Acute/classification/*drug therapy/genetics/surgery', 'Middle Aged', 'Neoplasm Proteins/genetics/physiology', 'Neoplasm, Residual', 'Prognosis', 'Remission Induction', 'Risk', 'Salvage Therapy', 'Treatment Outcome']",70,2009/01/01 00:00,2010/10/06 06:00,['2010/03/23 06:00'],"['2010/03/23 06:00 [entrez]', '2009/01/01 00:00 [pubmed]', '2010/10/06 06:00 [medline]']",['10.1007/978-0-387-69259-3_15 [doi]'],ppublish,Cancer Treat Res. 2010;145:257-71. doi: 10.1007/978-0-387-69259-3_15.,,,['P30 CA016672/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,,,,,,,,,,,,,,
20306255,NLM,MEDLINE,20101005,20200502,0927-3042 (Print) 0927-3042 (Linking),145,,2010,Immunotherapy of AML.,237-55,10.1007/978-0-387-69259-3_14 [doi],"The applications of chemotherapy for the treatment of AML have been unchanged over the past three decades, with only 30% of patients demonstrating disease-free survival (DFS) [118]. Despite achieving CR following induction chemotherapy, the majority of patients relapse and succumb to their disease [6]. In view of the limitations encountered by cytarabine/anthracycline based regimes, attention has shifted to immunotherapy as a means to treat AML and provide significant long-term DFS. This chapter will discuss the role of the immune system and recent advances in immunotherapy for the treatment of AML, focusing on cellular and non-cellular approaches.","['Alatrash, Gheath', 'Molldrem, Jeffrey J']","['Alatrash G', 'Molldrem JJ']","['Division of Cancer Medicine, University of Texas MD, Anderson Cancer Center, Houston, TX, USA.']",['eng'],"['Journal Article', 'Review']",United States,Cancer Treat Res,Cancer treatment and research,8008541,"['0 (Aminoglycosides)', '0 (Antibodies, Monoclonal)', '0 (Antibodies, Monoclonal, Humanized)', '0 (Cancer Vaccines)', '0 (Cytokines)', '0 (Neoplasm Proteins)', '93NS566KF7 (Gemtuzumab)']",IM,"['Aminoglycosides/therapeutic use', 'Animals', 'Antibodies, Monoclonal/therapeutic use', 'Antibodies, Monoclonal, Humanized', 'Cancer Vaccines/therapeutic use', 'Clinical Trials as Topic', 'Cytokines/therapeutic use', 'Gemtuzumab', 'Graft vs Host Disease/etiology/prevention & control', 'Graft vs Leukemia Effect', 'Hematopoietic Stem Cell Transplantation/adverse effects', 'Humans', '*Immunotherapy', 'Immunotherapy, Active', 'Immunotherapy, Adoptive', 'Killer Cells, Natural/transplantation', 'Leukemia, Myeloid, Acute/drug therapy/immunology/surgery/*therapy', 'Lymphocyte Transfusion/adverse effects', 'Mice', 'Neoplasm Proteins/antagonists & inhibitors/immunology', 'T-Lymphocytes, Cytotoxic/transplantation', 'Transplantation, Homologous']",130,2009/01/01 00:00,2010/10/06 06:00,['2010/03/23 06:00'],"['2010/03/23 06:00 [entrez]', '2009/01/01 00:00 [pubmed]', '2010/10/06 06:00 [medline]']",['10.1007/978-0-387-69259-3_14 [doi]'],ppublish,Cancer Treat Res. 2010;145:237-55. doi: 10.1007/978-0-387-69259-3_14.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306254,NLM,MEDLINE,20101005,20181201,0927-3042 (Print) 0927-3042 (Linking),145,,2010,Acute promyelocytic leukemia: a paradigm for differentiation therapy.,219-35,10.1007/978-0-387-69259-3_13 [doi],"Acute promyelocytic leukemia(APL) is characterized by the t(15;17) chromosomal translocation leading to the formation of the PML-RARalpha oncoprotein. This leukemia has attracted considerable interest in recent years, being the first in which therapies that specifically target the underlying molecular lesion, i.e., all-trans retinoic acid (ATRA) and arsenic trioxide (ATO), leading to induction of differentiation and apoptosis have been successfully used in clinical practice. The advent of ATRA therapy has transformed APL from being a disease with a poor outlook to one of the most prognostically favorable subsets of acute myeloid leukemia. Further improvements in outcome may be achieved with the use of ATO, which achieves high rates of remission in the relatively small proportion of patients now relapsing following standard first-line therapy with ATRA and anthracycline-based chemotherapy. Moreover, recent studies have suggested that ATO and ATRA, or even ATO alone, used as front-line treatment of PML-RARA- associated APL can induce long-term remissions. This raises the possibility that some patients can be cured using differentiation therapies alone, without the need for chemotherapy, thereby potentially reducing treatment-related toxicity. It is clear that the success of such an approach is critically dependent upon molecular diagnostics and monitoring for minimal residual disease (MRD) to distinguish those patients who can potentially be cured with differentiation therapy from those requiring additional myelosuppressive agents. This represents an exciting new phase in the treatment of acute leukemia, highlighting the potential of molecularly targeted and MRD-directed therapies to achieve an individualized approach to patient management.","['Grimwade, David', 'Mistry, Anita R', 'Solomon, Ellen', 'Guidez, Fabien']","['Grimwade D', 'Mistry AR', 'Solomon E', 'Guidez F']","[""Department of Medical and Molecular Genetics, King's College London School of Medicine, London, UK. david.grimwade@genetics.kcl.ac.uk""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Cancer Treat Res,Cancer treatment and research,8008541,"['0 (Antineoplastic Agents)', '0 (Arsenicals)', '0 (Oncogene Proteins, Fusion)', '0 (Oxides)', '0 (promyelocytic leukemia-retinoic acid receptor alpha fusion oncoprotein)', '5688UTC01R (Tretinoin)', 'S7V92P67HO (Arsenic Trioxide)']",IM,"['Antineoplastic Agents/adverse effects/pharmacology/*therapeutic use', 'Apoptosis/drug effects', 'Arsenic Trioxide', 'Arsenicals/adverse effects/pharmacology/*therapeutic use', 'Cell Differentiation/drug effects', 'Dyspnea/chemically induced', 'Fever/chemically induced', 'Gene Expression Regulation, Leukemic', 'Humans', 'Leukemia, Promyelocytic, Acute/*drug therapy/genetics/pathology', 'Leukocytosis/chemically induced', 'Models, Biological', 'Neoplasm, Residual', 'Oncogene Proteins, Fusion/genetics/physiology', 'Oxides/adverse effects/pharmacology/*therapeutic use', 'Transcription, Genetic', 'Treatment Outcome', 'Tretinoin/adverse effects/pharmacology/*therapeutic use']",77,2009/01/01 00:00,2010/10/06 06:00,['2010/03/23 06:00'],"['2010/03/23 06:00 [entrez]', '2009/01/01 00:00 [pubmed]', '2010/10/06 06:00 [medline]']",['10.1007/978-0-387-69259-3_13 [doi]'],ppublish,Cancer Treat Res. 2010;145:219-35. doi: 10.1007/978-0-387-69259-3_13.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306253,NLM,MEDLINE,20101005,20211020,0927-3042 (Print) 0927-3042 (Linking),145,,2010,Apoptosis in leukemias: regulation and therapeutic targeting.,197-217,10.1007/978-0-387-69259-3_12 [doi],"Nearly 25 years after the seminal publication of John Foxton Kerr that first described apoptosis, the process of regulated cell death, our understanding of this basic physiological phenomenon is far from complete [39]. From cardiovascular disease to cancer, apoptosis has assumed a central role with broad ranging therapeutic implications that depend on a complete understanding of this process, yet have also identified an incredibly complex regulatory system that is critical for development and is at the core of many diseases, challenging scientist and clinicians to step into its molecular realm and modulate its circuitry for therapeutic purposes. This chapter will review our understanding of the molecular circuitry that controls apoptosis in leukemia and the pharmacological manipulations of this pathway that may yield therapeutic benefit.","['Samudio, Ismael', 'Konopleva, Marina', 'Carter, Bing', 'Andreeff, Michael']","['Samudio I', 'Konopleva M', 'Carter B', 'Andreeff M']","['Department of Stem Cell Transplantation and Cellular Therapy, The University of Texas MD Anderson Cancer Center, Houston, Texas, USA. mandreef@mdanderson.org']",['eng'],"['Journal Article', 'Review']",United States,Cancer Treat Res,Cancer treatment and research,8008541,"['0 (Antineoplastic Agents)', '0 (Apoptosis Regulatory Proteins)', '0 (Cysteine Proteinase Inhibitors)', '0 (DNA, Neoplasm)', '0 (Neoplasm Proteins)', '0 (Proto-Oncogene Proteins c-bcl-2)', '0 (TNF-Related Apoptosis-Inducing Ligand)', '0 (Tumor Suppressor Protein p53)', '0 (X-Linked Inhibitor of Apoptosis Protein)', 'EC 2.3.2.27 (Proto-Oncogene Proteins c-mdm2)', 'EC 3.4.22.- (Caspases)']",IM,"['Antineoplastic Agents/*pharmacology/therapeutic use', 'Apoptosis/drug effects/*physiology', 'Apoptosis Regulatory Proteins/genetics/*physiology', 'Caspases/physiology', 'Cysteine Proteinase Inhibitors/physiology/therapeutic use', 'DNA, Neoplasm/genetics', '*Drug Delivery Systems', 'Humans', 'Leukemia/drug therapy/genetics/*pathology', 'Neoplasm Proteins/physiology', 'Proto-Oncogene Proteins c-bcl-2/physiology', 'Proto-Oncogene Proteins c-mdm2/physiology', 'Signal Transduction/drug effects/physiology', 'TNF-Related Apoptosis-Inducing Ligand/physiology', 'Tumor Suppressor Protein p53/physiology', 'X-Linked Inhibitor of Apoptosis Protein/physiology']",123,2009/01/01 00:00,2010/10/06 06:00,['2010/03/23 06:00'],"['2010/03/23 06:00 [entrez]', '2009/01/01 00:00 [pubmed]', '2010/10/06 06:00 [medline]']",['10.1007/978-0-387-69259-3_12 [doi]'],ppublish,Cancer Treat Res. 2010;145:197-217. doi: 10.1007/978-0-387-69259-3_12.,,,"['P01 CA049639/CA/NCI NIH HHS/United States', 'P01 CA055164/CA/NCI NIH HHS/United States']",,PMC3822431,['NIHMS457803'],,,,,,,,,,,,,,,,,,,,,,,
20306252,NLM,MEDLINE,20101005,20100323,0927-3042 (Print) 0927-3042 (Linking),145,,2010,Murine models of human acute myeloid leukemia.,183-96,10.1007/978-0-387-69259-3_11 [doi],"Primary human AML cells can be isolated and studied in vitro, but many experimental questions can only be addressed using in vivo models. In particular, tractable animal models are needed to test novel therapies. The genetic complexity of human AML poses significant challenges for the generation of reliable animal models. The hematopoietic systems of both zebrafish ( Danio rerio) and Drosophila have been well characterized ( reviewed in [5, 31]) . Both organisms are well suited to forward genetics mutagenesis screens. Although this approach has been useful for identification of mutants with hematopoietic phenotypes ( e.g., cloche), the impact on cancer biology and hematopoietic malignancies in particular has been limited. A zebrafish model of acute lymphoblastic leukemia has been generated [37] and Drosophila models have shed light on the biology of epithelial tumors ( reviewed in [60]). Nonetheless, in vivo modeling of human AML relies most heavily on mice. Most cellular, molecular, and developmental features of the hematopoietic system are well conserved across mammalian species. The availability of the human and mouse genome sequences and the capability of manipulating the mouse genome make mice the most valuable model organism for AML research. Mice have additional practical value because they have a short reproductive cycle and are relatively inexpensive to house.","['Fortier, Julie M', 'Graubert, Timothy A']","['Fortier JM', 'Graubert TA']","['Washington University School of Medicine, St. Louis, MO, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Cancer Treat Res,Cancer treatment and research,8008541,['0 (Neoplasm Proteins)'],IM,"['Animals', 'Cell Line, Tumor/transplantation', '*Disease Models, Animal', 'Genetic Predisposition to Disease', 'Humans', '*Leukemia, Myeloid, Acute/drug therapy/genetics/pathology', 'Leukemia, Radiation-Induced/genetics/pathology', 'Mice', 'Mice, Inbred NOD', 'Mice, Inbred Strains', 'Mice, SCID', 'Neoplasm Proteins/genetics/physiology', 'Neoplasm Transplantation', 'Phenotype', 'Retroviridae/genetics', 'Species Specificity', 'Transduction, Genetic', 'Transgenes', 'Transplantation, Heterologous']",71,2009/01/01 00:00,2010/10/06 06:00,['2010/03/23 06:00'],"['2010/03/23 06:00 [entrez]', '2009/01/01 00:00 [pubmed]', '2010/10/06 06:00 [medline]']",['10.1007/978-0-387-69259-3_11 [doi]'],ppublish,Cancer Treat Res. 2010;145:183-96. doi: 10.1007/978-0-387-69259-3_11.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306251,NLM,MEDLINE,20101005,20100323,0927-3042 (Print) 0927-3042 (Linking),145,,2010,MicroRNAs: new players in AML pathogenesis.,169-81,10.1007/978-0-387-69259-3_10 [doi],,"['Nicoloso, Milena S', 'Jasra, Bharti', 'Calin, George A']","['Nicoloso MS', 'Jasra B', 'Calin GA']","['Department of Experimental Therapeutics, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Cancer Treat Res,Cancer treatment and research,8008541,"['0 (MicroRNAs)', '0 (Neoplasm Proteins)']",IM,"['Animals', 'Cell Transformation, Neoplastic/*genetics', 'Gene Expression Regulation, Leukemic/*genetics/physiology', 'Genes, Neoplasm', 'Hematopoiesis/genetics/physiology', 'Humans', 'Leukemia, Myeloid, Acute/classification/etiology/*genetics', 'Mice', 'MicroRNAs/*physiology', 'Neoplasm Proteins/genetics/physiology']",49,2009/01/01 00:00,2010/10/06 06:00,['2010/03/23 06:00'],"['2010/03/23 06:00 [entrez]', '2009/01/01 00:00 [pubmed]', '2010/10/06 06:00 [medline]']",['10.1007/978-0-387-69259-3_10 [doi]'],ppublish,Cancer Treat Res. 2010;145:169-81. doi: 10.1007/978-0-387-69259-3_10.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306250,NLM,MEDLINE,20101005,20211203,0927-3042 (Print) 0927-3042 (Linking),145,,2010,"Acute myeloid leukemia with mutated nucleophosmin (NPM1): molecular, pathological, and clinical features.",149-68,10.1007/978-0-387-69259-3_9 [doi],"The NPM1 gene encodes for nucleophosmin, a nucleolus-located shuttling protein that is involved in multiple cell functions, including regulation of ribosome biogenesis, control of centrosome duplication and preservation of ARF tumor suppressor integrity. The NPM1 gene is specifically mutated in about 30% acute myeloid leukemia (AML) but not in other human neoplasms. Mutations cause crucial changes at the C-terminus of the NPM1 protein that are responsible for the aberrant nuclear export and accumulation of NPM1 mutants in the cytoplasm of leukemic cells. Diagnosis of AML with mutated NPM1 can be done using molecular techniques, immunohistochemistry (looking at cytoplasmic dislocation of nucleophosmin that is predictive of NPM1 mutations) and Western blotting with antibodies specifically directed against NPM1 mutants. Because of its distinctive molecular, pathological, immunophenotypic and prognostic features, AML with mutated NPM1 (synonym: NPMc+ AML) has been included, as a new provisional entity, in the 2008 World Health Organization (WHO) classification of myeloid neoplasms.","['Falini, Brunangelo']",['Falini B'],"['Institute of Hematology, University of Perugia, Perugia, Italy. faliniem@unipg.it']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Treat Res,Cancer treatment and research,8008541,"['0 (NPM1 protein, human)', '0 (Nuclear Proteins)', '0 (Tumor Suppressor Proteins)', '117896-08-9 (Nucleophosmin)']",IM,"['Adult', 'Centrosome/metabolism', 'Child', 'Exons/genetics', 'Forecasting', 'Humans', 'Leukemia, Myeloid, Acute/classification/diagnosis/*genetics/pathology', '*Mutation', 'Nuclear Proteins/*genetics/physiology', 'Nucleophosmin', 'Phosphorylation', 'Protein Processing, Post-Translational', 'Protein Transport/genetics/physiology', 'Ribosomes/metabolism', 'Tumor Suppressor Proteins/metabolism']",,2009/01/01 00:00,2010/10/06 06:00,['2010/03/23 06:00'],"['2010/03/23 06:00 [entrez]', '2009/01/01 00:00 [pubmed]', '2010/10/06 06:00 [medline]']",['10.1007/978-0-387-69259-3_9 [doi]'],ppublish,Cancer Treat Res. 2010;145:149-68. doi: 10.1007/978-0-387-69259-3_9.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306249,NLM,MEDLINE,20101005,20140911,0927-3042 (Print) 0927-3042 (Linking),145,,2010,Proleukemic RUNX1 and CBFbeta mutations in the pathogenesis of acute leukemia.,127-47,10.1007/978-0-387-69259-3_8 [doi],"The existence of non-random mutations in critical regulators of cell growth and differentiation is a recurring theme in cancer pathogenesis and provides the basis for our modern, molecular approach to the study and treatment of malignant diseases. Nowhere is this more true than in the study of leukemogenesis, where research has converged upon a critical group of genes involved in hematopoietic stem and progenitor cell self-renewal and fate specification. Prominent among these is the heterodimeric transcriptional regulator, RUNX1/CBFbeta. RUNX1 is a site-specific DNA-binding protein whose consensus response element is found in the promoters of many hematopoietically relevant genes. CBFbeta interacts with RUNX1, stabilizing its interaction with DNA to promote the actions of RUNX1/CBFbeta in transcriptional control. Both the RUNX1 and the CBFbeta genes participate in proleukemic chromosomal alterations. Together they contribute to approximately one-third of acute myelogenous leukemia (AML) and one-quarter of acute lymphoblastic leukemia (ALL) cases, making RUNX1 and CBFbeta the most frequently affected genes known in the pathogenesis of acute leukemia. Investigating the mechanisms by which RUNX1, CBFbeta, and their proleukemic fusion proteins influence leukemogenesis has contributed greatly to our understanding of both normal and malignant hematopoiesis. Here we present an overview of the structural features of RUNX1/CBFbeta and their derivatives, their roles in transcriptional control, and their contributions to normal and malignant hematopoiesis.","['Engel, Michael E', 'Hiebert, Scott W']","['Engel ME', 'Hiebert SW']","[""Department of Pediatrics, Monroe Carell Jr. Children's Hospital, Nashville, TN, USA. mike.engel@vanderbilt.edu""]",['eng'],"['Journal Article', 'Review']",United States,Cancer Treat Res,Cancer treatment and research,8008541,"['0 (Core Binding Factor Alpha 2 Subunit)', '0 (Core Binding Factor beta Subunit)', '0 (Neoplasm Proteins)', '0 (Oncogene Proteins, Fusion)', '0 (RUNX1 protein, human)']",IM,"['Cell Transformation, Neoplastic/genetics', 'Core Binding Factor Alpha 2 Subunit/chemistry/*genetics/physiology', 'Core Binding Factor beta Subunit/chemistry/*genetics/physiology', 'Gene Expression Regulation, Leukemic/*genetics', 'Hematopoiesis', 'Humans', 'Leukemia, Myeloid, Acute/*genetics/pathology', '*Mutation', 'Neoplasm Proteins/chemistry/*genetics/physiology', 'Oncogene Proteins, Fusion/genetics/*physiology', 'Transcription, Genetic', 'Translocation, Genetic']",120,2009/01/01 00:00,2010/10/06 06:00,['2010/03/23 06:00'],"['2010/03/23 06:00 [entrez]', '2009/01/01 00:00 [pubmed]', '2010/10/06 06:00 [medline]']",['10.1007/978-0-387-69259-3_8 [doi]'],ppublish,Cancer Treat Res. 2010;145:127-47. doi: 10.1007/978-0-387-69259-3_8.,,,['R01 CA064140/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,,,,,,,,,,,,,,
20306248,NLM,MEDLINE,20101005,20100323,0927-3042 (Print) 0927-3042 (Linking),145,,2010,Lineage-specific transcription factor aberrations in AML.,109-25,10.1007/978-0-387-69259-3_7 [doi],"Transcription factors play a key role in the commitment of hematopoietic stem cells to differentiate into specific lineages [78]. This is particularly important in that a block in terminal differentiation is the key contributing factor in acute leukemias. This general theme of the role of transcription factors in differentiation may also extend to other tissues, both in terms of normal development and cancer. Consistent with the role of transcription factors in hematopoietic lineage commitment is the frequent finding of aberrations in transcription factors in AML patients. Here, we intend to review recent findings on aberrations in lineage-restricted transcription factors as observed in patients with acute myeloid leukemia (AML).","['Mueller, Beatrice U', 'Pabst, Thomas']","['Mueller BU', 'Pabst T']","['Department of Internal Medicine, University Hospital, 3010, Bern, Switzerland. beatrice.mueller@insel.ch']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Cancer Treat Res,Cancer treatment and research,8008541,"['0 (CCAAT-Enhancer-Binding Proteins)', '0 (CEBPA protein, human)', '0 (Neoplasm Proteins)', '0 (Oncogene Proteins, Fusion)', '0 (Transcription Factors)']",IM,"['Animals', 'CCAAT-Enhancer-Binding Proteins/physiology', 'Cell Differentiation', '*Cell Lineage', '*Gene Expression Regulation, Leukemic', 'Hematopoietic Stem Cells/pathology', 'Humans', 'Leukemia, Myeloid, Acute/*genetics/pathology', 'Mice', 'Mutation', 'Neoplasm Proteins/*physiology', 'Neoplastic Stem Cells/pathology', 'Oncogene Proteins, Fusion/physiology', 'Phosphorylation', 'Protein Processing, Post-Translational', 'Transcription Factors/*physiology']",90,2009/01/01 00:00,2010/10/06 06:00,['2010/03/23 06:00'],"['2010/03/23 06:00 [entrez]', '2009/01/01 00:00 [pubmed]', '2010/10/06 06:00 [medline]']",['10.1007/978-0-387-69259-3_7 [doi]'],ppublish,Cancer Treat Res. 2010;145:109-25. doi: 10.1007/978-0-387-69259-3_7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306247,NLM,MEDLINE,20101005,20160422,0927-3042 (Print) 0927-3042 (Linking),145,,2010,Receptor tyrosine kinase alterations in AML - biology and therapy.,85-108,10.1007/978-0-387-69259-3_6 [doi],"Acute myeloid leukemia (AML) is the most common form of leukemia in adults, and despite some recent progress in understanding the biology of the disease, AML remains the leading cause of leukemia-related deaths in adults and children. AML is a complex and heterogeneous disease, often involving multiple genetic defects that promote leukemic transformation and drug resistance. The cooperativity model suggests that an initial genetic event leads to maturational arrest in a myeloid progenitor cell, and subsequent genetic events induce proliferation and block apoptosis. Together, these genetic abnormalities lead to clonal expansion and frank leukemia. The purpose of this chapter is to review the biology of receptor tyrosine kinases (RTKs) in AML, exploring how RTKs are being used as novel prognostic factors and potential therapeutic targets.","['Stirewalt, Derek L', 'Meshinchi, Soheil']","['Stirewalt DL', 'Meshinchi S']","['Clinical Research Division, Fred Hutchinson Cancer Research Center, Seattle, WA, USA. dstirewa@fhcrc.org']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', 'Review']",United States,Cancer Treat Res,Cancer treatment and research,8008541,"['0 (Antineoplastic Agents)', '0 (Neoplasm Proteins)', '0 (Oncogene Proteins, Fusion)', '0 (Protein Kinase Inhibitors)', 'EC 2.7.10.1 (FLT3 protein, human)', 'EC 2.7.10.1 (Proto-Oncogene Proteins c-kit)', 'EC 2.7.10.1 (Receptor Protein-Tyrosine Kinases)', 'EC 2.7.10.1 (fms-Like Tyrosine Kinase 3)']",IM,"['Adult', 'Antineoplastic Agents/*therapeutic use', 'Drug Delivery Systems', 'Forecasting', 'Gene Duplication', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy/*enzymology/genetics', 'Models, Biological', 'Mutation', 'Neoplasm Proteins/antagonists & inhibitors/genetics/*physiology', 'Oncogene Proteins, Fusion/antagonists & inhibitors/genetics/physiology', 'Protein Kinase Inhibitors/*therapeutic use', 'Proto-Oncogene Proteins c-kit/antagonists & inhibitors/genetics/physiology', 'Receptor Protein-Tyrosine Kinases/antagonists & inhibitors/genetics/*physiology', 'Signal Transduction/drug effects/physiology', 'fms-Like Tyrosine Kinase 3/antagonists & inhibitors/genetics/physiology']",182,2009/01/01 00:00,2010/10/06 06:00,['2010/03/23 06:00'],"['2010/03/23 06:00 [entrez]', '2009/01/01 00:00 [pubmed]', '2010/10/06 06:00 [medline]']",['10.1007/978-0-387-69259-3_6 [doi]'],ppublish,Cancer Treat Res. 2010;145:85-108. doi: 10.1007/978-0-387-69259-3_6.,,,"['CA 114563/CA/NCI NIH HHS/United States', 'CA18029/CA/NCI NIH HHS/United States', 'K23 CA92405/CA/NCI NIH HHS/United States', 'K23 CA92405-01/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,,,,,,,,,,,,,,
20306246,NLM,MEDLINE,20101005,20211203,0927-3042 (Print) 0927-3042 (Linking),145,,2010,Genes predictive of outcome and novel molecular classification schemes in adult acute myeloid leukemia.,67-83,10.1007/978-0-387-69259-3_5 [doi],"The pretreatment karyotype of leukemic blasts is currently the key determinant in therapy decision making in acute myeloid leukemia (AML). The World Health Organization (WHO) has recognized this important information by including, besides clinical, cytological, cytochemical, and immunophenotypical features, recurrent cytogenetic abnormalities in its classification (Table 1). However, although the WHO defines important biologically and clinically relevant entities, the prognostic value of some of the well-defined cytogenetic subgroups is partially masked in the WHO classification. Moreover, in the recent past a number of novel molecular aberrations with marked prognostic value, which are not yet incorporated in the WHO classifications have been identified. These molecular abnormalities include mutations (e.g., in FLT3, c-KIT, and NPM1), partial duplications (e.g., of MLL and FLT3), and abnormal expression of pathogenetic genes (e.g., EVI1, WT1, BCL2, MDR1, BAALC, and ERG). In addition, novel molecular approaches in genomics, like monitoring the expression levels of thousands of genes in parallel using DNA microarray technology, open possibilities for further refinement of prognostication of AML. Gene expression profiling in AML is already well established and has proven to be valuable to recognize various cytogenetic subtypes, discover novel AML subclasses, and predict clinical outcome. The current advances made in molecular understanding of AML will ultimately lead to a further refinement of prognostics of AML.","['Verhaak, Roel G W', 'Valk, Peter J M']","['Verhaak RG', 'Valk PJ']","['Department of Hematology, Erasmus University Medical Center, Rotterdam, The Netherlands. p.valk@erasmusmc.nl']",['eng'],"['Journal Article', 'Review']",United States,Cancer Treat Res,Cancer treatment and research,8008541,"['0 (NPM1 protein, human)', '0 (Neoplasm Proteins)', '117896-08-9 (Nucleophosmin)']",IM,"['Adult', 'Chromosome Aberrations', 'Gene Expression Profiling', '*Genes, Neoplasm', 'Humans', 'Leukemia, Myeloid, Acute/classification/diagnosis/*genetics/pathology', 'Neoplasm Proteins/genetics/physiology', 'Nucleophosmin', 'Oligonucleotide Array Sequence Analysis', 'Prognosis', 'Treatment Outcome']",81,2009/01/01 00:00,2010/10/06 06:00,['2010/03/23 06:00'],"['2010/03/23 06:00 [entrez]', '2009/01/01 00:00 [pubmed]', '2010/10/06 06:00 [medline]']",['10.1007/978-0-387-69259-3_5 [doi]'],ppublish,Cancer Treat Res. 2010;145:67-83. doi: 10.1007/978-0-387-69259-3_5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
