PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,PMC,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,RF,AB,PS,FPS
14178426,NLM,MEDLINE,19961201,20181201,0016-5662 (Print) 0016-5662 (Linking),68,,1964 Jul 15,[CLINICAL CONTRIBUTION TO THE STUDY OF PYRROLIDINOMETHYLTETRACYCLINE IN VENOUS ADMINISTRATION].,1234-53,"['SALIERNC, A']",['SALIERNC A'],['ita'],['Journal Article'],Italy,Gazz Int Med Chir,Gazzetta internazionale di medicina e chirurgia,0373000,['GH9IW85221 (Rolitetracycline)'],OM,"['*Behcet Syndrome', '*Bronchopneumonia', '*Cellulitis', '*Dermatology', '*Empyema', '*Encephalomyelitis', 'Humans', '*Infectious Mononucleosis', '*Leukemia', '*Leukemia, Lymphoid', '*Lymphocytes', '*Meningitis', '*Meningoencephalitis', '*Polyradiculopathy', '*Rolitetracycline']",,['NLM'],"[""*BEHCET'S SYNDROME"", '*BRONCHOPNEUMONIA', '*DERMATOLOGY', '*EMPYEMA', '*ENCEPHALOMYELITIS', '*INFECTIOUS MONONUCLEOSIS', '*LEUKEMIA, LYMPHOCYTIC', '*MENINGITIS', '*MENINGOENCEPHALITIS', '*PHLEGMON', '*POLYRADICULITIS', '*ROLITETRACYCLINE']",1964/07/15 00:00,1964/07/15 00:01,['1964/07/15 00:00'],"['1964/07/15 00:00 [pubmed]', '1964/07/15 00:01 [medline]', '1964/07/15 00:00 [entrez]']",,ppublish,Gazz Int Med Chir. 1964 Jul 15;68:1234-53.,CONTRIBUTO CLINICO ALLO STUDIO DELLA PIRROLIDIN-METIL-TETRACICLINA PER VIA VENOSA.,,,,
14177885,NLM,MEDLINE,19961201,20181201,0041-5782 (Print) 0041-5782 (Linking),126,,1964 Jul 16,[ELABORATE FUCIDIN TEST IN A GENERAL MEDICAL WARD].,1011-2,"['FELDTHUS, M']",['FELDTHUS M'],['dan'],['Journal Article'],Denmark,Ugeskr Laeger,Ugeskrift for laeger,0141730,"['0 (Anti-Bacterial Agents)', '0 (Penicillins)', '0 (Sulfonamides)', '59XE10C19C (Fusidic Acid)', '63937KV33D (Erythromycin)', 'F8VB5M810T (Tetracycline)', 'Y45QSO73OB (Streptomycin)']",OM,"['*Abscess', 'Animals', '*Anti-Bacterial Agents', '*Bronchitis', '*Cross Infection', '*Diabetes Mellitus', '*Erythromycin', '*Furunculosis', '*Fusidic Acid', '*Gangrene', 'Humans', '*Leukemia', '*Lung Diseases', '*Penicillins', '*Pyelonephritis', '*Sepsis', '*Staphylococcal Infections', '*Streptomycin', '*Sulfonamides', '*Tetracycline']",,['NLM'],"['*ABSCESS', '*ANTIBIOTICS', '*BRONCHITIS', '*CROSS INFECTION', '*DIABETES MELLITUS', '*ERYTHROMYCIN', '*FURUNCULOSIS', '*FUSIDIC ACID', '*GANGRENE', '*LEUKEMIA', '*LUNG DISEASES', '*PENICILLIN', '*PYELONEPHRITIS', '*SEPTICEMIA', '*STAPHYLOCOCCAL INFECTIONS', '*STREPTOMYCIN', '*SULFONAMIDES', '*TETRACYCLINE']",1964/07/16 00:00,1964/07/16 00:01,['1964/07/16 00:00'],"['1964/07/16 00:00 [pubmed]', '1964/07/16 00:01 [medline]', '1964/07/16 00:00 [entrez]']",,ppublish,Ugeskr Laeger. 1964 Jul 16;126:1011-2.,FUCIDIN GENNEMPROVET PA EN ALMEN MEDICINSK AFDELING.,,,,
14177709,NLM,MEDLINE,19961201,20181201,,40,,1964 Jun,[A CONCEPTION OF ISOIMMUNE DISEASES].,85-99,"['SANDOR, G']",['SANDOR G'],['fre'],"['Journal Article', 'Review']",France,Med Monde,Medecine dans le monde,18440250R,"['Reticuloendotheliosis, X-linked']",OM,"['*Agammaglobulinemia', '*Anemia, Hemolytic', '*Anemia, Hemolytic, Autoimmune', '*Arthritis, Rheumatoid', '*Autoimmune Diseases', '*Genetic Diseases, X-Linked', 'Humans', '*Leukemia, Hairy Cell', '*Lupus Erythematosus, Systemic', '*Lymphatic Diseases', '*Purpura', '*Purpura, Hyperglobulinemic', '*Severe Combined Immunodeficiency', ""*Sjogren's Syndrome"", '*Thyroiditis']",,['NLM'],"['*AGAMMAGLOBULINEMIA', '*ANEMIA, HEMOLYTIC', '*ANEMIA, HEMOLYTIC, AUTOIMMUNE', '*ARTHRITIS, RHEUMATOID', '*AUTOIMMUNE DISEASES', '*LUPUS ERYTHEMATOSUS, SYSTEMIC', '*PURPURA, HYPERGLOBULINEMIC', '*RETICULOENDOTHELIOSIS', '*REVIEW', ""*SJOGREN'S SYNDROME"", '*THYROIDITIS']",1964/06/01 00:00,1964/06/01 00:01,['1964/06/01 00:00'],"['1964/06/01 00:00 [pubmed]', '1964/06/01 00:01 [medline]', '1964/06/01 00:00 [entrez]']",,ppublish,Med Monde. 1964 Jun;40:85-99.,UNE CONCEPTION DES MALADIES DE L'ISO-IMMUNIT'E.,0,,,
14177616,NLM,MEDLINE,19961201,20181201,0016-5662 (Print) 0016-5662 (Linking),67,,1963 Dec 31,[HEILMEYER'S TEST OF INTRADERMAL REACTION TO PYREXAL AS A TEST OF INFLAMMATORY ACTIVITY].,SUPPL:3891+,"['LUCCHELLI, P D', 'ROSSINI, A']","['LUCCHELLI PD', 'ROSSINI A']",['ita'],['Journal Article'],Italy,Gazz Int Med Chir,Gazzetta internazionale di medicina e chirurgia,0373000,"['0 (Lipopolysaccharides)', '0 (Pyrogens)']",OM,"['*Edema', 'Humans', '*Hypothyroidism', '*Inflammation', '*Leukemia', '*Lipopolysaccharides', '*Neoplasms', '*Pyrogens', '*Sarcoidosis', '*Skin Tests']",,['NLM'],"['*EDEMA', '*HYPOTHYROIDISM', '*INFLAMMATION', '*LEUKEMIA', '*LIPOPOLYSACCHARIDES', '*NEOPLASMS', '*PYROGENS', '*SARCOIDOSIS', '*SKIN TESTS']",1963/12/31 00:00,1963/12/31 00:01,['1963/12/31 00:00'],"['1963/12/31 00:00 [pubmed]', '1963/12/31 00:01 [medline]', '1963/12/31 00:00 [entrez]']",,ppublish,Gazz Int Med Chir. 1963 Dec 31;67:SUPPL:3891+.,L'INTRADERMOREAZIONE AL PYREXAL SECONDO HEILMEYER COME TEST DI ATTIVIT'A FLOGISTICA.,,,,
14177382,NLM,MEDLINE,19961201,20190727,0041-1132 (Print) 0041-1132 (Linking),4,,1964 Jul-Aug,A FATAL HEMOLYTIC TRANSFUSION REACTION WITH ACUTE AUTOHEMOLYSIS.,285-92,"['POLESKY, H F', 'BOVE, J R']","['POLESKY HF', 'BOVE JR']",['eng'],['Journal Article'],United States,Transfusion,Transfusion,0417360,"['0 (Chromium Isotopes)', '0 (Hemoglobins)', '3OWL53L36A (Mannitol)']",OM,"['Aged', '*Anemia', '*Anemia, Aplastic', '*Blood Group Incompatibility', '*Blood Transfusion', '*Chromium Isotopes', '*Geriatrics', '*Hemoglobins', '*Hemolysis', 'Humans', '*Leukemia', '*Leukocyte Count', '*Mannitol', '*Transfusion Reaction']",,['NLM'],"['*ANEMIA, APLASTIC', '*BLOOD GROUP INCOMPATIBILITY', '*BLOOD TRANSFUSION', '*CHROMIUM ISOTOPES', '*GERIATRICS', '*HEMOGLOBIN', '*HEMOLYSIS', '*LEUKEMIA', '*LEUKOCYTE COUNT', '*MANNITOL']",1964/07/01 00:00,1964/07/01 00:01,['1964/07/01 00:00'],"['1964/07/01 00:00 [pubmed]', '1964/07/01 00:01 [medline]', '1964/07/01 00:00 [entrez]']",['10.1111/j.1537-2995.1964.tb02874.x [doi]'],ppublish,Transfusion. 1964 Jul-Aug;4:285-92. doi: 10.1111/j.1537-2995.1964.tb02874.x.,,,,,
14177375,NLM,MEDLINE,19961201,20190727,0041-1132 (Print) 0041-1132 (Linking),4,,1964 Jul-Aug,EFFECT OF STORAGE UP TO 48 HOURS ON RESPONSE TO TRANSFUSIONS OF PLATELET RICH PLASMA.,251-6,"['LEVIN, R H', 'FREIREICH, E J']","['LEVIN RH', 'FREIREICH EJ']",['eng'],['Journal Article'],United States,Transfusion,Transfusion,0417360,['0 (Anticoagulants)'],OM,"['*Anticoagulants', '*Blood Platelets', '*Blood Preservation', '*Blood Transfusion', 'Child', 'Humans', '*Leukemia', '*Platelet Transfusion', '*Platelet-Rich Plasma', '*Thrombocytopenia']",,['NLM'],"['*ANTICOAGULANTS', '*BLOOD PLATELETS', '*BLOOD PRESERVATION', '*BLOOD TRANSFUSION', '*CHILD', '*LEUKEMIA', '*THROMBOPENIA']",1964/07/01 00:00,1964/07/01 00:01,['1964/07/01 00:00'],"['1964/07/01 00:00 [pubmed]', '1964/07/01 00:01 [medline]', '1964/07/01 00:00 [entrez]']",['10.1111/j.1537-2995.1964.tb02867.x [doi]'],ppublish,Transfusion. 1964 Jul-Aug;4:251-6. doi: 10.1111/j.1537-2995.1964.tb02867.x.,,,,,
14177141,NLM,MEDLINE,19961201,20181201,0096-6436 (Print) 0096-6436 (Linking),57,,1964 Jul,ADVANCES IN THE SUPPORTIVE CARE OF CHILDREN WITH ACUTE LEUKEMIA.,439-41,"['SIEGELMAN, M H']",['SIEGELMAN MH'],['eng'],['Journal Article'],United States,Med Rec Ann,Medical record and annals,1263577,,OM,"['*Agranulocytosis', '*Blood Platelets', '*Blood Transfusion', 'Child', '*Hemorrhage', 'Humans', '*Leukemia', 'Neoplasms/*therapy', '*Pseudomonas Infections', '*Thrombocytopenia', '*Toxicology']",,['NLM'],"['*AGRANULOCYTOSIS', '*BLOOD PLATELETS', '*BLOOD TRANSFUSION', '*CHILD', '*HEMORRHAGE', '*LEUKEMIA', '*NEOPLASM THERAPY', '*PSEUDOMONAS INFECTIONS', '*THROMBOPENIA', '*TOXICOLOGIC REPORT']",1964/07/01 00:00,1964/07/01 00:01,['1964/07/01 00:00'],"['1964/07/01 00:00 [pubmed]', '1964/07/01 00:01 [medline]', '1964/07/01 00:00 [entrez]']",,ppublish,Med Rec Ann. 1964 Jul;57:439-41.,,,,,
14177131,NLM,MEDLINE,19961201,20201114,0025-729X (Print) 0025-729X (Linking),2,,1964 Jul 11,ACUTE PROMYELOCYTIC LEUKAEMIA.,62-4,"['WOODLIFF, H J', 'KAKULAS, B A']","['WOODLIFF HJ', 'KAKULAS BA']",['eng'],['Journal Article'],Australia,Med J Aust,The Medical journal of Australia,0400714,"['E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)']",OM,"['*Anemia', '*Anemia, Myelophthisic', '*Blood Cell Count', '*Blood Sedimentation', '*Bone Marrow Examination', '*Hemorrhage', 'Humans', '*Leukemia, Promyelocytic, Acute', '*Mercaptopurine', 'Neoplasms/*diagnosis', '*Pathology', '*Prednisone']",,['NLM'],"['*ANEMIA, MYELOPHTHISIC', '*BLOOD CELL COUNT', '*BLOOD SEDIMENTATION', '*BONE MARROW EXAMINATION', '*HEMORRHAGE', '*MERCAPTOPURINE', '*NEOPLASM DIAGNOSIS', '*PATHOLOGY', '*PREDNISONE']",1964/07/11 00:00,1964/07/11 00:01,['1964/07/11 00:00'],"['1964/07/11 00:00 [pubmed]', '1964/07/11 00:01 [medline]', '1964/07/11 00:00 [entrez]']",['10.5694/j.1326-5377.1964.tb114970.x [doi]'],ppublish,Med J Aust. 1964 Jul 11;2:62-4. doi: 10.5694/j.1326-5377.1964.tb114970.x.,,,,,
14177087,NLM,MEDLINE,19961201,20190724,0022-510X (Print) 0022-510X (Linking),1,3,1964 May-Jun,NEUROLOGICAL COMPLICATIONS OF ACUTE LEUKAEMIA IN AN ADULT.,291-7,"['MACDOUGALL, R W']",['MACDOUGALL RW'],['eng'],['Journal Article'],Netherlands,J Neurol Sci,Journal of the neurological sciences,0375403,"['9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)']",OM,"['*Acute Disease', 'Adult', '*Ataxia', '*Blood Transfusion', '*Cerebrospinal Fluid', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Liver Function Tests', '*Mercaptopurine', '*Methotrexate', '*Neurologic Manifestations', '*Prednisolone', '*Spinal Cord']",,['NLM'],"['*ATAXIA', '*BLOOD TRANSFUSION', '*CEREBROSPINAL FLUID', '*LEUKEMIA, MYELOCYTIC', '*LIVER FUNCTION TESTS', '*MERCAPTOPURINE', '*METHOTREXATE', '*NEUROLOGIC MANIFESTATIONS', '*PREDNISOLONE', '*SPINAL CORD']",1964/05/01 00:00,1964/05/01 00:01,['1964/05/01 00:00'],"['1964/05/01 00:00 [pubmed]', '1964/05/01 00:01 [medline]', '1964/05/01 00:00 [entrez]']","['0022-510X(64)90005-X [pii]', '10.1016/0022-510x(64)90005-x [doi]']",ppublish,J Neurol Sci. 1964 May-Jun;1(3):291-7. doi: 10.1016/0022-510x(64)90005-x.,,,,,
14176995,NLM,MEDLINE,19961201,20190620,0008-543X (Print) 0008-543X (Linking),17,,1964 Jun,PAPER ELECTROPHORESIS OF CEREBROSPINAL FLUID PROTEINS IN PATIENTS WITH MENINGEAL LEUKEMIA.,798-802,"['ROTHMAN, A R', 'CARBONE, P P', 'RIESELBACH, R', 'FREIREICH, E J']","['ROTHMAN AR', 'CARBONE PP', 'RIESELBACH R', 'FREIREICH EJ']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,['0 (Cerebrospinal Fluid Proteins)'],OM,"['*Cerebrospinal Fluid Proteins', '*Electrophoresis', '*Electrophoresis, Paper', '*Hodgkin Disease', 'Humans', '*Intellectual Disability', '*Leukemia', '*Meninges', '*Meningitis', 'Neoplasms/*diagnosis', '*Neurologic Manifestations']",,['NLM'],"['*CEREBROSPINAL FLUID PROTEINS', '*ELECTROPHORESIS', ""*HODGKIN'S DISEASE"", '*LEUKEMIA', '*MENINGES', '*MENTAL RETARDATION', '*NEOPLASM DIAGNOSIS', '*NEUROLOGIC MANIFESTATIONS']",1964/06/01 00:00,1964/06/01 00:01,['1964/06/01 00:00'],"['1964/06/01 00:00 [pubmed]', '1964/06/01 00:01 [medline]', '1964/06/01 00:00 [entrez]']",['10.1002/1097-0142(196406)17:6<798::aid-cncr2820170618>3.0.co;2-i [doi]'],ppublish,Cancer. 1964 Jun;17:798-802. doi: 10.1002/1097-0142(196406)17:6<798::aid-cncr2820170618>3.0.co;2-i.,,,,,
14176988,NLM,MEDLINE,19961201,20190620,0008-543X (Print) 0008-543X (Linking),17,,1964 Jun,ASPERGILLOSIS IN A CANCER HOSPITAL.,747-56,"['HUTTER, R V', 'LIEBERMAN, P H', 'COLLINS, H S']","['HUTTER RV', 'LIEBERMAN PH', 'COLLINS HS']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,"['0 (Adrenal Cortex Hormones)', '0 (Antineoplastic Agents)']",OM,"['*Adrenal Cortex Hormones', '*Antineoplastic Agents', '*Aspergillosis', '*Cancer Care Facilities', '*Candidiasis', '*Hodgkin Disease', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Lung Diseases', '*Lung Diseases, Fungal', '*Lymphoma', '*Lymphoma, Follicular', '*Mucormycosis', 'Neoplasms/*epidemiology/*radiotherapy', '*Pathology']",,['NLM'],"['*ADRENAL CORTEX HORMONES', '*ANTINEOPLASTIC AGENTS', '*ASPERGILLOSIS', ""*HODGKIN'S DISEASE"", '*LEUKEMIA, LYMPHOCYTIC', '*LUNG DISEASES, FUNGAL', '*LYMPHOMA, GIANT FOLLICULAR', '*MONILIASIS', '*MUCORMYCOSIS', '*NEOPLASM RADIOTHERAPY', '*NEOPLASM STATISTICS', '*NEOPLASMS', '*PATHOLOGY']",1964/06/01 00:00,1964/06/01 00:01,['1964/06/01 00:00'],"['1964/06/01 00:00 [pubmed]', '1964/06/01 00:01 [medline]', '1964/06/01 00:00 [entrez]']",['10.1002/1097-0142(196406)17:6<747::aid-cncr2820170610>3.0.co;2-d [doi]'],ppublish,Cancer. 1964 Jun;17:747-56. doi: 10.1002/1097-0142(196406)17:6<747::aid-cncr2820170610>3.0.co;2-d.,,,,,
14176519,NLM,MEDLINE,19961201,20181201,0025-8512 (Print) 0025-8512 (Linking),13,,1964 Mar 28,[ILLUSTRATIONS ON THE DIFFERENTIAL DIAGNOSIS OF INTERNAL DISEASES (XXXII)].,715-6,"['KLOSTERMANN, G F', 'SUEDHOF, H', 'TISCHENDORF, W']","['KLOSTERMANN GF', 'SUEDHOF H', 'TISCHENDORF W']",['ger'],['Journal Article'],Germany,Med Welt,Die Medizinische Welt,0376641,,OM,"['*Diagnosis, Differential', '*Exophthalmos', '*Goiter', '*Goiter, Substernal', 'Humans', '*Leukemia', '*Medical Illustration']",,['NLM'],"['*DIAGNOSIS, DIFFERENTIAL', '*EXOPHTHALMOS', '*GOITER', '*GOITER, SUBSTERNAL', '*LEUKEMIA', '*MEDICAL ILLUSTRATION']",1964/03/28 00:00,1964/03/28 00:01,['1964/03/28 00:00'],"['1964/03/28 00:00 [pubmed]', '1964/03/28 00:01 [medline]', '1964/03/28 00:00 [entrez]']",,ppublish,Med Welt. 1964 Mar 28;13:715-6.,BILDER ZUR DIFFERENTIALDIAGNOSE INNERER ERKRANKUNGEN (XXXII),,,,
14176488,NLM,MEDLINE,19961201,20181201,0025-8458 (Print) 0025-8458 (Linking),59,,1964 Mar 6,[LONG-TERM REMISSIONS OF ACUTE LEUKEMIAS IN CHILDHOOD].,385-93,"['GASSER, C']",['GASSER C'],['ger'],['Journal Article'],Germany,Med Klin,Medizinische Klinik,0376637,"['E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']",OM,"['Adolescent', 'Child', 'Humans', 'Infant', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Mercaptopurine', '*Methotrexate', '*Neoplasms', '*Prednisone', 'Prognosis']",,['NLM'],"['*ADOLESCENCE', '*CHILD', '*INFANT', '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*MERCAPTOPURINE', '*METHOTREXATE', '*PREDNISONE', '*PROGNOSIS']",1964/03/06 00:00,1964/03/06 00:01,['1964/03/06 00:00'],"['1964/03/06 00:00 [pubmed]', '1964/03/06 00:01 [medline]', '1964/03/06 00:00 [entrez]']",,ppublish,Med Klin. 1964 Mar 6;59:385-93.,LANGDAUERNDE REMISSIONEN AKUTER LEUKAEMIEN IM KINDESALTER.,,,,
14176464,NLM,MEDLINE,19961201,20181201,0025-729X (Print) 0025-729X (Linking),2,,1964 Jul 25,LEUKAEMOID REACTIONS IN DISSEMINATED NONREACTIVE TUBERCULOSIS: A REVIEW OF THE LITERATURE WITH REPORT OF A CASE.,142-5,"['WITHERS, K L']",['WITHERS KL'],['eng'],['Journal Article'],Australia,Med J Aust,The Medical journal of Australia,0400714,,OM,"['*Diagnosis, Differential', '*Geriatrics', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Leukemoid Reaction', '*Pathology', '*Splenomegaly', '*Tuberculosis', '*Tuberculosis, Miliary']",,['NLM'],"['*DIAGNOSIS, DIFFERENTIAL', '*GERIATRICS', '*LEUKEMIA, MYELOCYTIC', '*LEUKEMOID REACTION', '*PATHOLOGY', '*SPLENOMEGALY', '*TUBERCULOSIS, MILIARY']",1964/07/25 00:00,1964/07/25 00:01,['1964/07/25 00:00'],"['1964/07/25 00:00 [pubmed]', '1964/07/25 00:01 [medline]', '1964/07/25 00:00 [entrez]']",,ppublish,Med J Aust. 1964 Jul 25;2:142-5.,,,,,
14176356,NLM,MEDLINE,19961201,20181201,0022-5207 (Print) 0022-5207 (Linking),46,,1964 Jul,[ADRENOCORTICOSTEROID HORMONES AND IATROGENIC DISEASE].,1275-86,"['KOBAYASHI, O', 'YOSHIKAWA, T', 'OZAWA, K', 'ODA, Y']","['KOBAYASHI O', 'YOSHIKAWA T', 'OZAWA K', 'ODA Y']",['jpn'],['Journal Article'],Japan,Chiryo,[Chiryo] [Therapy],16140560R,['0 (Adrenal Cortex Hormones)'],OM,"['*Adrenal Cortex Hormones', '*Collagen Diseases', '*Iatrogenic Disease', '*Leukemia', '*Nephritis', '*Pathology', '*Radiography', '*Toxicology']",,['NLM'],"['*ADRENAL CORTEX HORMONES', '*COLLAGEN DISEASES', '*IATROGENIC DISEASE', '*LEUKEMIA', '*NEPHRITIS', '*PATHOLOGY', '*RADIOGRAPHY', '*TOXICOLOGIC REPORT']",1964/07/01 00:00,1964/07/01 00:01,['1964/07/01 00:00'],"['1964/07/01 00:00 [pubmed]', '1964/07/01 00:01 [medline]', '1964/07/01 00:00 [entrez]']",,ppublish,Chiryo. 1964 Jul;46:1275-86.,,,,,
14176300,NLM,MEDLINE,19961201,20190723,0021-5384 (Print) 0021-5384 (Linking),53,,1964 May 10,[STUDIES ON THE NUCLEIC ACID METABOLISM OF HUMAN LEUKEMIC LEUKOCYTES IN VITRO].,165-81,"['KOISO, K']",['KOISO K'],['jpn'],['Journal Article'],Japan,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,19130210R,"['0 (Adenine Nucleotides)', '0 (Formates)', '0 (Guanine Nucleotides)', '0 (Mitomycins)', '50SG953SK6 (Mitomycin)', '63231-63-0 (RNA)', '8N3DW7272P (Cyclophosphamide)', '9007-49-2 (DNA)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'QR26YLT7LT (Thymine)']",OM,"['*Adenine Nucleotides', '*Bone Marrow', '*Cyclophosphamide', '*DNA', '*Formates', '*Guanine Nucleotides', 'Humans', 'In Vitro Techniques', '*Leukemia', '*Leukemia, Myeloid', '*Leukocytes', '*Mercaptopurine', '*Metabolism', '*Mitomycin', '*Mitomycins', '*Pharmacology', '*Prednisolone', '*RNA', 'Rabbits', '*Research', '*Thymine']",,['NLM'],"['*ADENINE NUCLEOTIDES', '*BONE MARROW', '*CYCLOPHOSPHAMIDE', '*DNA', '*EXPERIMENTAL LAB STUDY', '*FORMATES', '*GUANINE NUCLEOTIDES', '*LEUKEMIA', '*LEUKEMIA, MYELOCYTIC', '*LEUKOCYTES', '*MERCAPTOPURINE', '*METABOLISM', '*MITOMYCIN', '*PHARMACOLOGY', '*PREDNISOLONE', '*RABBITS', '*RNA', '*THYMINE']",1964/05/10 00:00,1964/05/10 00:01,['1964/05/10 00:00'],"['1964/05/10 00:00 [pubmed]', '1964/05/10 00:01 [medline]', '1964/05/10 00:00 [entrez]']",['10.2169/naika.53.165 [doi]'],ppublish,Nihon Naika Gakkai Zasshi. 1964 May 10;53:165-81. doi: 10.2169/naika.53.165.,,,,,
14176109,NLM,MEDLINE,19961201,20181201,0371-1900 (Print) 0371-1900 (Linking),13,,1964 Jul,[LEUKEMIA VIRUS OF THE MOUSE; COMPARISON OF ITS CHARACTERISTICS WITH THOSE OF THE MAMMARY TUMOR VIRUS].,1291-303,"['TSUBURA, Y']",['TSUBURA Y'],['jpn'],['Journal Article'],Japan,Sogo Rinsho,[Sogo rinsho] Clinic all-round,20910550R,"['0 (DNA, Viral)', '0 (RNA, Viral)', '63231-63-0 (RNA)', '9007-49-2 (DNA)']",OM,"['Animals', '*Breast Neoplasms', '*DNA', '*DNA, Viral', '*Electrons', 'Humans', '*Leukemia', 'Mice', '*Microscopy', '*Microscopy, Electron', '*Oncogenic Viruses', '*RNA', '*RNA, Viral', '*Research']",,['NLM'],"['*BREAST NEOPLASMS', '*DNA, VIRAL', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA', '*MICE', '*MICROSCOPY, ELECTRON', '*ONCOGENIC VIRUSES', '*RNA, VIRAL']",1964/07/01 00:00,1964/07/01 00:01,['1964/07/01 00:00'],"['1964/07/01 00:00 [pubmed]', '1964/07/01 00:01 [medline]', '1964/07/01 00:00 [entrez]']",,ppublish,Sogo Rinsho. 1964 Jul;13:1291-303.,,,,,
14176022,NLM,MEDLINE,19961201,20181201,0002-9580 (Print) 0002-9580 (Linking),92,,1964 Jul,DISSEMINATED HERPES ZOSTER IN THE RETICULOSES.,116-23,"['DAYAN, A D', 'MORGAN, H G', 'HOPE-STONE, H F', 'BOUCHER, B J']","['DAYAN AD', 'MORGAN HG', 'HOPE-STONE HF', 'BOUCHER BJ']",['eng'],['Journal Article'],United States,Am J Roentgenol Radium Ther Nucl Med,"The American journal of roentgenology, radium therapy, and nuclear medicine",7605534,"['0 (Adrenal Cortex Hormones)', '0 (Antineoplastic Agents)', '0 (Peptide Nucleic Acids)', '0 (reticulose)', 'Reticuloendotheliosis, X-linked']",OM,"['*Adrenal Cortex Hormones', '*Antineoplastic Agents', '*Fluorescent Antibody Technique', '*Genetic Diseases, X-Linked', '*Herpes Zoster', '*Herpesviridae', '*Herpesvirus 3, Human', '*Hodgkin Disease', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Lymphatic Metastasis', '*Lymphoma', '*Lymphoma, Non-Hodgkin', 'Neoplasms/*radiotherapy', '*Pathology', 'Peptide Nucleic Acids', '*Precipitin Tests', '*Severe Combined Immunodeficiency', '*Toxicology']",,['NLM'],"['*ADRENAL CORTEX HORMONES', '*ANTINEOPLASTIC AGENTS', '*FLUORESCENT ANTIBODY TECHNIC', '*HERPES ZOSTER', '*HERPESVIRUS', ""*HODGKIN'S DISEASE"", '*LYMPHATIC METASTASIS', '*LYMPHOSARCOMA', '*NEOPLASM RADIOTHERAPY', '*PATHOLOGY', '*PRECIPITIN TESTS', '*RETICULOENDOTHELIOSIS', '*TOXICOLOGIC REPORT']",1964/07/01 00:00,1964/07/01 00:01,['1964/07/01 00:00'],"['1964/07/01 00:00 [pubmed]', '1964/07/01 00:01 [medline]', '1964/07/01 00:00 [entrez]']",,ppublish,Am J Roentgenol Radium Ther Nucl Med. 1964 Jul;92:116-23.,,,,,
14175986,NLM,MEDLINE,19961201,20181201,0032-745X (Print) 0032-745X (Linking),51,,1964 Jul 10,[ACUTE LEUKEMIC LUNG. MILIARY FORM].,88-93,"['MORON, M A', 'MACIAS, A', 'LANGAN, M']","['MORON MA', 'MACIAS A', 'LANGAN M']",['spa'],['Journal Article'],Argentina,Prensa Med Argent,Prensa medica argentina,0204056,,OM,"['Adolescent', '*Diagnosis, Differential', '*Hematology', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Lung Diseases', '*Lymphocytes', '*Pathology']",,['NLM'],"['*ADOLESCENCE', '*DIAGNOSIS, DIFFERENTIAL', '*HEMATOLOGY', '*LEUKEMIA, LYMPHOCYTIC', '*LUNG DISEASES', '*PATHOLOGY']",1964/07/10 00:00,1964/07/10 00:01,['1964/07/10 00:00'],"['1964/07/10 00:00 [pubmed]', '1964/07/10 00:01 [medline]', '1964/07/10 00:00 [entrez]']",,ppublish,Prensa Med Argent. 1964 Jul 10;51:88-93.,PULM'ON LEUC'EMICO AGUDO FORMA MILIAR.,,,,
