PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,RF,SI,CIN,EIN,CON,PMC,TT,OID,OTO,OT,GN,CRI,CN
8827877,NLM,MEDLINE,19961218,20171116,0485-1439 (Print) 0485-1439 (Linking),37,8,1996 Aug,"[CD7, HLA-DR, CD38 positive acute undifferentiated leukemia with subcutaneous tumor and thymoma].",676-81,"A case of acute undifferentiated leukemia (AUL), accompanied by subcutaneous tumor and thymoma is reported. The analysis of immunophenotype showed that the leukemic blasts were positive for CD7, HLA-DR, CD38 and CD34 in 17.5% but negative results were obtained for other lymphoid and myeloid antigens. The leukemic blasts had a rearranged immunoglobulin heavy chain (IgH) gene and T cell receptor delta (TCR-delta) chain gene chromosomal abnormality, 47, XY, +8, t(13; 17) (q12; q21), -17, +M was observed. In general, the CR rate is low and prognosis is poor in patients with AUL. In our case, CR was not achieved by the therapy with JALSG-ALL87 protocol, but was achieved by subsequent treatment with high dose ara-C therapy and combination chemotherapy including intermediate-dose ara-C, mitoxantrone, etoposide and prednisolone.","['Doi, T', 'Sakamaki, S', 'Koike, K', 'Matsunaga, T', 'Kobayashi, D', 'Muramatsu, H', 'Sato, T', 'Watanabe, N', 'Kougo, Y', 'Niitsu, Y']","['Doi T', 'Sakamaki S', 'Koike K', 'Matsunaga T', 'Kobayashi D', 'Muramatsu H', 'Sato T', 'Watanabe N', 'Kougo Y', 'Niitsu Y']","['Forth Department of Internal Medicine, Sapporo Medical University.']",['jpn'],['Journal Article'],Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['0 (Antigens, CD)', '0 (Antigens, CD7)', '0 (Antigens, Differentiation)', '0 (HLA-DR Antigens)', '0 (Immunoglobulin Heavy Chains)', '0 (Membrane Glycoproteins)', '0 (Receptors, Antigen, T-Cell, gamma-delta)', '04079A1RDZ (Cytarabine)', '6PLQ3CP4P3 (Etoposide)', '9PHQ9Y1OLM (Prednisolone)', 'BZ114NVM5P (Mitoxantrone)', 'EC 3.2.2.- (N-Glycosyl Hydrolases)', 'EC 3.2.2.5 (ADP-ribosyl Cyclase)', 'EC 3.2.2.5 (CD38 protein, human)', 'EC 3.2.2.6 (ADP-ribosyl Cyclase 1)']",IM,"['ADP-ribosyl Cyclase', 'ADP-ribosyl Cyclase 1', 'Acute Disease', '*Antigens, CD', 'Antigens, CD7/*analysis', 'Antigens, Differentiation/*analysis', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Chromosome Aberrations', 'Chromosome Disorders', 'Cytarabine/administration & dosage', 'Etoposide/administration & dosage', 'Gene Rearrangement', 'HLA-DR Antigens/*analysis', 'Humans', 'Immunoglobulin Heavy Chains/genetics', 'Immunophenotyping', 'Leukemia/complications/drug therapy/*immunology', 'Membrane Glycoproteins', 'Mitoxantrone/administration & dosage', 'N-Glycosyl Hydrolases/*analysis', 'Prednisolone/administration & dosage', 'Receptors, Antigen, T-Cell, gamma-delta/genetics', 'Remission Induction', 'Skin Neoplasms/complications/drug therapy/*immunology', 'Thymoma/complications/drug therapy/*immunology', 'Thymus Neoplasms/complications/drug therapy/*immunology']",1996/08/01 00:00,1996/08/01 00:01,['1996/08/01 00:00'],"['1996/08/01 00:00 [pubmed]', '1996/08/01 00:01 [medline]', '1996/08/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1996 Aug;37(8):676-81.,,,,,,,,,,,,,,
8827876,NLM,MEDLINE,19961218,20071115,0485-1439 (Print) 0485-1439 (Linking),37,8,1996 Aug,[Indication of unrelated donor bone marrow transplantation for refractory leukemia].,671-5,,"['Oh, H']",['Oh H'],,['jpn'],"['Journal Article', 'Review']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['0 (Antineoplastic Agents)', '0 (HLA Antigens)']",IM,"['Antineoplastic Agents/therapeutic use', '*Bone Marrow Transplantation', 'Controlled Clinical Trials as Topic', 'HLA Antigens', 'Histocompatibility', 'Humans', 'Leukemia/*therapy', '*Tissue Donors', 'Transplantation, Homologous']",1996/08/01 00:00,1996/08/01 00:01,['1996/08/01 00:00'],"['1996/08/01 00:00 [pubmed]', '1996/08/01 00:01 [medline]', '1996/08/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1996 Aug;37(8):671-5.,,7,,,,,,,,,,,,
8827875,NLM,MEDLINE,19961218,20071115,0485-1439 (Print) 0485-1439 (Linking),37,8,1996 Aug,[Elimination of minimal residual leukemic cells by biological response modifiers].,666-70,,"['Yamamoto, K']",['Yamamoto K'],,['jpn'],"['Journal Article', 'Review']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,['0 (Immunologic Factors)'],IM,"['Acute Disease', 'Animals', 'Humans', 'Immunologic Factors/pharmacology/*therapeutic use', 'Leukemia/blood/*therapy', '*Macrophage Activation/drug effects/physiology', 'Neoplasm, Residual']",1996/08/01 00:00,1996/08/01 00:01,['1996/08/01 00:00'],"['1996/08/01 00:00 [pubmed]', '1996/08/01 00:01 [medline]', '1996/08/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1996 Aug;37(8):666-70.,,10,,,,,,,,,,,,
8827873,NLM,MEDLINE,19961218,20151119,0485-1439 (Print) 0485-1439 (Linking),37,8,1996 Aug,[An intensive chemotherapy of adult T-cell leukemia/lymphoma].,654-60,"An intensive combination chemotherapy regimen supported by granulocyte colony-stimulating factor (G-CSF) was evaluated in 81-adult T-cell leukemia/lymphoma (ATLL) patients in a multi-institutional cooperative study. Complete remission and partial remission was achieved in 29 (35.8%) and 31 (38.3%) patients, respectively. The median survival of all patients was 8.5 months with a predicted 3 year survival of 13.5% by the Kaplan-Meier method. The median duration of response was 7.5 months and 13 patients are alive during a maximum observation period of 44.7 months. The median survival time was 29.1 months. Multivariate analysis using the proportional hazards model revealed hypoproteinemia, high GPT and thrombocytopenia as poor prognostic factors. In 42.5% of courses white blood cell (WBC) nadirs were less than 0.5 x 10(9)/l. Days required for the recovery of WBC from the nadir were less than 5 days in 64.2% of the treatment courses. The G-CSF-supported intensified chemotherapy regimen for ATLL yielded a better response rate and longer survival compared to previous reports in Japan. As duration of remission is still short, further studies of postremission therapy or other strategies are warranted.","['Taguchi, H']",['Taguchi H'],"['Department of Internal Medicine, Kochi Medical School.']",['jpn'],"['Clinical Trial', 'English Abstract', 'Journal Article', 'Multicenter Study']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['0 (Nitrosourea Compounds)', '5J49Q6B70F (Vincristine)', '6PLQ3CP4P3 (Etoposide)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', '9PHQ9Y1OLM (Prednisolone)', 'BZ114NVM5P (Mitoxantrone)', 'RSA8KO39WH (Vindesine)', 'RYH2T97J77 (ranimustine)']",IM,"['Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Cyclophosphamide/administration & dosage', 'Doxorubicin/administration & dosage', 'Etoposide/administration & dosage', 'Female', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/*drug therapy/mortality', 'Male', 'Middle Aged', 'Mitoxantrone/administration & dosage', 'Nitrosourea Compounds/administration & dosage', 'Prednisolone/administration & dosage', 'Proportional Hazards Models', 'Remission Induction', 'Survival Rate', 'Vincristine/administration & dosage', 'Vindesine/administration & dosage']",1996/08/01 00:00,1996/08/01 00:01,['1996/08/01 00:00'],"['1996/08/01 00:00 [pubmed]', '1996/08/01 00:01 [medline]', '1996/08/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1996 Aug;37(8):654-60.,,,,,,,,,,,,,,
8827872,NLM,MEDLINE,19961218,20131121,0485-1439 (Print) 0485-1439 (Linking),37,8,1996 Aug,[Low-dose cytosine arabinoside and aclarubicin in combination with granulocyte colony-stimulating factor for the treatment of relapsed acute myeloid leukemia].,651-3,"We used a new chemotherapy regimen for the treatment of 28 consecutive patients with relapsed AML. The regimen consisted of low-dose cytosine arabinocide (ara-C), low-dose aclarubicin and concurrent use of G-CSF (CAG regimen). Twenty four out of 28 patients (86%) achieved complete remission (CR). Median CR duration and median survival were 7 months and 17 months, respectively. Myelosuppression and non-hematological toxicities were apparently low. The CAG regimen seems promising for the treatment of relapsed AML with its low toxicity contributing to a high quality of life for the patient.","['Saito, K']",['Saito K'],"['Third Department of Internal Medicine, Dokkyo University School of Medicine.']",['jpn'],"['Clinical Trial', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['04079A1RDZ (Cytarabine)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)', '74KXF8I502 (Aclarubicin)']",IM,"['Aclarubicin/administration & dosage', 'Adolescent', 'Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Cytarabine/administration & dosage', 'Female', 'Granulocyte Colony-Stimulating Factor/administration & dosage', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Middle Aged', 'Quality of Life', 'Recurrence', 'Remission Induction', 'Survival Rate']",1996/08/01 00:00,1996/08/01 00:01,['1996/08/01 00:00'],"['1996/08/01 00:00 [pubmed]', '1996/08/01 00:01 [medline]', '1996/08/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1996 Aug;37(8):651-3.,,,,,,,,,,,,,,
8827871,NLM,MEDLINE,19961218,20151119,0485-1439 (Print) 0485-1439 (Linking),37,8,1996 Aug,[Chemotherapy of relapsed AML and ALL].,647-50,,"['Nishikawa, K']",['Nishikawa K'],,['jpn'],"['Journal Article', 'Review']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['04079A1RDZ (Cytarabine)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)', '35S93Y190K (Procarbazine)', '50D9XSG0VR (Mechlorethamine)', '5V9KLZ54CY (Vinblastine)', '6PLQ3CP4P3 (Etoposide)', '9PHQ9Y1OLM (Prednisolone)', 'BZ114NVM5P (Mitoxantrone)', 'EC 3.5.1.1 (Asparaginase)', 'VB0R961HZT (Prednisone)', 'MVPP protocol']",IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Asparaginase/administration & dosage', 'Cytarabine/administration & dosage', 'Etoposide/administration & dosage', 'Granulocyte Colony-Stimulating Factor/administration & dosage', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Mechlorethamine/administration & dosage', 'Mitoxantrone/administration & dosage', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy', 'Prednisolone/administration & dosage', 'Prednisone/administration & dosage', 'Procarbazine/administration & dosage', 'Recurrence', 'Remission Induction', 'Vinblastine/administration & dosage']",1996/08/01 00:00,1996/08/01 00:01,['1996/08/01 00:00'],"['1996/08/01 00:00 [pubmed]', '1996/08/01 00:01 [medline]', '1996/08/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1996 Aug;37(8):647-50.,,6,,,,,,,,,,,,
8827870,NLM,MEDLINE,19961218,20181130,0485-1439 (Print) 0485-1439 (Linking),37,8,1996 Aug,[Multidrug resistance in acute leukemia].,640-6,"We examined the multidrug resistance (MDR) P-glycoprotein (P-gp) on normal bone marrow (BM) cells and acute myeloid leukaemia (AML) cells, using newly devised flow cytometric multi-parameter analysis with CD33, CD34 and MRK16 monoclonal antibodies. With biotinylated MRK16 and a Streptavidin-RED670 (SA-RED670) conjugate, we succeeded in the detection of a small amount of P-gp on these cells. In normal bone marrow cells, the percentage of P-gp positive CD34+CD33-, CD34+CD33+ and CD34-CD33+ cells were 12.2 (2.2% (mean +/- standard deviation), 6.3 +/- 3.1% and 1.4 +/- 0.9%, respectively. By the more precise list-mode analysis, myeloid lineage cells showed continuously regressing P-gp expression as they maturated from CD34+CD33- to CD34-CD33+ cells. In AML cells at diagnosis, CD34+ CD33- cells expressed P-gp strongly, CD34+CD33+ cells moderately, and CD34-CD33+ cells weakly, showing the same tendency as observed in normal BM cells. Blast cells from acute promyelocytic leukemia (APL), which mainly expressed CD34-CD33+ but no detectable CD34+CD33- at diagnosis, expressed less amount of P-gp than the other subtypes of AML. P-gp expression on these three phenotypes increased in relapsed cases, especially on the CD34+CD33- subpopulation.","['Takeshita, A', 'Ohno, R']","['Takeshita A', 'Ohno R']","['Department of Internal Medicine III, Hamamatu University School of Medicine.']",['jpn'],['Journal Article'],Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['0 (ATP Binding Cassette Transporter, Subfamily B, Member 1)', '0 (Antigens, CD)', '0 (Antigens, CD34)', '0 (Antigens, Differentiation, Myelomonocytic)', '0 (CD33 protein, human)', '0 (Sialic Acid Binding Ig-like Lectin 3)']",IM,"['ATP Binding Cassette Transporter, Subfamily B, Member 1/*analysis', 'Antigens, CD', 'Antigens, CD34', 'Antigens, Differentiation, Myelomonocytic', 'Bone Marrow/metabolism', 'Bone Marrow Cells', 'Drug Resistance', '*Drug Resistance, Multiple', 'Flow Cytometry', 'Humans', 'Leukemia, Myeloid, Acute/*physiopathology', 'Lymphocyte Subsets', 'Phenotype', 'Sialic Acid Binding Ig-like Lectin 3']",1996/08/01 00:00,1996/08/01 00:01,['1996/08/01 00:00'],"['1996/08/01 00:00 [pubmed]', '1996/08/01 00:01 [medline]', '1996/08/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1996 Aug;37(8):640-6.,,,,,,,,,,,,,,
8827869,NLM,MEDLINE,19961218,20131121,0485-1439 (Print) 0485-1439 (Linking),37,8,1996 Aug,[Antileukemic agents--new drugs and attempts of rational administration].,635-9,,"['Ueda, T']",['Ueda T'],,['jpn'],"['Journal Article', 'Review']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['0 (Antineoplastic Agents)', 'FA2DM6879K (Vidarabine)', 'P2K93U8740 (fludarabine)', 'ZRP63D75JW (Idarubicin)']",IM,"['Antineoplastic Agents/*administration & dosage/pharmacokinetics', 'Drug Administration Schedule', 'Humans', 'Idarubicin/*administration & dosage/pharmacokinetics', 'Leukemia/*drug therapy', 'Vidarabine/administration & dosage/*analogs & derivatives/pharmacokinetics']",1996/08/01 00:00,1996/08/01 00:01,['1996/08/01 00:00'],"['1996/08/01 00:00 [pubmed]', '1996/08/01 00:01 [medline]', '1996/08/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1996 Aug;37(8):635-9.,,16,,,,,,,,,,,,
8827439,NLM,MEDLINE,19961217,20190512,0021-924X (Print) 0021-924X (Linking),119,6,1996 Jun,Transdominant inhibition of Moloney murine leukemia virus proliferation by defective mutants of reverse transcriptase.,1070-5,"To investigate the dominant-negative inhibition of Moloney murine leukemia virus (Mo-MuLV) proliferation by polymerization-defective mutants of reverse transcriptase (RT), we constructed several plasmids harboring the Mo-MuLV RT gene in which the YVDD sequence, one of the conserved sequences in RNA-dependent polymerases, was altered, and then transformed mouse NIH3T3 cells and Escherichia coli with the mutant plasmids. Mouse NIH3T3 cells expressing these mutant RT genes were highly resistant to Mo-MuLV proliferation. The mutant RT expressed in E. coli exhibited no polymerization activity, but it retained its binding activity to the template RNA and inhibited in vitro poly(dG) synthesis occurring with the wild-type RT. These results suggest that the competition for binding of the two types of enzymes to the template is responsible for the resistance to Mo-MuLV proliferation and that the YVDD sequence of Mo-MuLV may be a good target for dominant-negative inhibition of retroviral proliferation.","['Shirasawa, Y', 'Sato, S', 'Osawa, T', 'Hirashima, A']","['Shirasawa Y', 'Sato S', 'Osawa T', 'Hirashima A']","['Yakult Central Institute for Microbiological Research, Kunitachi, Tokyo.']",['eng'],['Journal Article'],England,J Biochem,Journal of biochemistry,0376600,"['0 (DNA, Complementary)', '0 (Viral Proteins)', '24937-83-5 (Poly A)', '25191-14-4 (Poly G)', '25656-92-2 (poly(dG))', 'EC 2.7.7.49 (RNA-Directed DNA Polymerase)']",IM,"['3T3 Cells/metabolism/virology', 'Amino Acid Sequence', 'Animals', 'Conserved Sequence', 'DNA, Complementary/antagonists & inhibitors/biosynthesis', 'Escherichia coli/genetics/metabolism', 'Genes, Viral/genetics', 'Mice', 'Moloney murine leukemia virus/*enzymology/genetics/physiology', 'Mutation', 'Plasmids/genetics', 'Poly A/metabolism', 'Poly G/antagonists & inhibitors/biosynthesis', 'Protein Binding', 'RNA-Directed DNA Polymerase/genetics/*metabolism', 'Transfection', 'Viral Proteins/genetics/metabolism', 'Virus Replication']",1996/06/01 00:00,1996/06/01 00:01,['1996/06/01 00:00'],"['1996/06/01 00:00 [pubmed]', '1996/06/01 00:01 [medline]', '1996/06/01 00:00 [entrez]']",['10.1093/oxfordjournals.jbchem.a021349 [doi]'],ppublish,J Biochem. 1996 Jun;119(6):1070-5. doi: 10.1093/oxfordjournals.jbchem.a021349.,,,,,,,,,,,,,,
8827277,NLM,MEDLINE,19961224,20190914,0196-0709 (Print) 0196-0709 (Linking),17,3,1996 May-Jun,Simultaneous squamous cell carcinoma of the head and neck and reticuloendothelial malignancies.,178-83,"BACKGROUND: Multiple primary neoplasms have been reported 4% to 26% of patients with a squamous cell carcinoma (SCC) of the head and neck. The vast majority of these second primaries are SCC and occur in the upper aerodigestive tract; however, head and neck SCC patients are also at higher risk for nonepidermoid neoplasms at any site. Reticuloendothelial malignancies (REM) have been reported in many patients that have SCC of the head and neck as well. METHODS: Retrospective case series of 5 advanced cases of SCC of the head and neck with synchronous REM. RESULTS: There was 40% mortality with 19.4 months mean follow-up. Fifty percent of the case had simultaneous cervical involvement with both processes. CONCLUSION: REM can occur simultaneously with SCC of the head and neck and confound staging of nodal status. Head and neck SCC patients are at increased risk for REM secondary to age and treatment factors.","['Stack, B C Jr', 'Ridley, M B', 'Endicott, J N']","['Stack BC Jr', 'Ridley MB', 'Endicott JN']","['Division of Otolaryngology-Head and Neck Surgery, University of South Florida College of Medicine, Tampa, FL 33612, USA.']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Otolaryngol,American journal of otolaryngology,8000029,,IM,"['Age Factors', 'Aged', 'Carcinoma, Squamous Cell/*complications/pathology/surgery', 'Cervical Vertebrae/pathology/surgery', 'Female', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications/pathology/surgery', 'Male', 'Mandible/pathology/surgery', 'Mandibular Neoplasms/*complications/pathology/surgery', 'Middle Aged', 'Neoplasm Invasiveness', 'Parotid Gland/pathology/surgery', 'Parotid Neoplasms/*complications/pathology/surgery', 'Retrospective Studies']",1996/05/01 00:00,2001/03/28 10:01,['1996/05/01 00:00'],"['1996/05/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1996/05/01 00:00 [entrez]']","['S0196-0709(96)90057-5 [pii]', '10.1016/s0196-0709(96)90057-5 [doi]']",ppublish,Am J Otolaryngol. 1996 May-Jun;17(3):178-83. doi: 10.1016/s0196-0709(96)90057-5.,,,,,,,,,,,,,,
