PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,CIN,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,TT,EIN,GS,PMC,RF,SI,OID,OTO,OT,GN,CON,CRF,EFR,OAB,OABL
1503595,NLM,MEDLINE,19920921,20041117,0014-827X (Print) 0014-827X (Linking),47,3,1992 Mar,"Synthesis of some new fluorine bearing trisubstituted 3-thioxo-1,2,4-triazin-5-ones as potential anticancer agents.",319-26,"In a search for new anticancer agents fluorine bearing trisubstituted 3-thioxo-1,2,4-triazin-5-ones (2-12) have been prepared and characterized by their elemental analysis, UV, IR and 1H-NMR spectral data. The in vitro anticancer activity of all the compounds has been determined. Compounds 3 and 7 showed a moderate activity against Leukemia/Lymphoma, Small/Non small Cell Lung, Colon carcinoma and Melanoma Cells.","['Abdel-Rahman, R M']",['Abdel-Rahman RM'],"['Chemistry Department, Faculty of Education-Ain Shams University-Cairo Roxy-Egypt.']",['eng'],['Journal Article'],France,Farmaco,Farmaco (Societa chimica italiana : 1989),8912641,"['0 (Antineoplastic Agents)', '0 (Thiazines)']",IM,,"['Animals', 'Antineoplastic Agents/*chemical synthesis/pharmacology', 'Humans', 'Magnetic Resonance Spectroscopy', 'Neoplasms, Experimental/drug therapy', 'Spectrophotometry, Infrared', 'Spectrophotometry, Ultraviolet', 'Thiazines/*chemical synthesis/pharmacology', 'Tumor Cells, Cultured/drug effects']",1992/03/01 00:00,1992/03/01 00:01,['1992/03/01 00:00'],"['1992/03/01 00:00 [pubmed]', '1992/03/01 00:01 [medline]', '1992/03/01 00:00 [entrez]']",,ppublish,Farmaco. 1992 Mar;47(3):319-26.,,,,,,,,,,,,,,,,
1503485,NLM,MEDLINE,19920911,20171116,0385-0684 (Print) 0385-0684 (Linking),19,9,1992 Aug,"[Intensive induction chemotherapy of adult acute myelogenous leukemia by continuing daunorubicin, behenoyl-cytosine arabinoside, 6-mercaptopurine and prednisolone until marrow aplasia].",1309-14,"Intensive induction chemotherapy was applied to 25 patients with acute myelogenous leukemia by continuing drugs (daunorubicin, behenoyl-cytosine arabinoside, 6-mercaptopurine and prednisolone) until the achievement of severe bone marrow aplasia (leukemic cells less than 1,000/microliters). Complete remission (CR) was achieved in 18 (72%). Numbers of partial remission and an early death were 5 (20%) and 2 (8%), respectively. Although median nadirs of white blood cells (WBC) and platelet counts (Pl) (205/microliters and 8,200/microliters, respectively) were remarkably low, recovery of WBC (over 1,000/microliters) and Pl (over 50,000/microliters) were achieved in 23.8 and 24.5 days, after an initiation of the chemotherapy. Sepsis was a most frequently observed complication during induction stage and a duration of fever was 2-48 days (median 15). Median duration of CR was 22.9 months. Unexpectedly, 11 of 17 CR (except one with bone marrow transplanted) relapsed after 4.2-41.4 months (median; 9.4), but 6 (35.3%) still remain in first CR for 30.5-72.9 months (median; 51.4). A long-term survival might be obtained by intensifying induction chemotherapy in about one fourth of patients, but the intensification or application of non-cross resistant anti-leukemic agents in post-remission therapy may be required to avoid relapses even if induction is intensified.","['Taguchi, H', 'Kubonishi, I', 'Takehara, N', 'Uemura, Y', 'Iwahara, Y', 'Eguchi, T', 'Miyagi, T', 'Sugito, S', 'Muneishi, H', 'Tanaka, Y']","['Taguchi H', 'Kubonishi I', 'Takehara N', 'Uemura Y', 'Iwahara Y', 'Eguchi T', 'Miyagi T', 'Sugito S', 'Muneishi H', 'Tanaka Y', 'et al.']","['Third Department of Internal Medicine, Kochi Medical School, Nankoku, Japan.']",['jpn'],['Journal Article'],Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,"['04079A1RDZ (Cytarabine)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'ZS7284E0ZP (Daunorubicin)', 'DCMP protocol']",IM,,"['Administration, Oral', 'Adolescent', 'Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/adverse effects/*therapeutic use', 'Bone Marrow/*drug effects', 'Cytarabine/administration & dosage/adverse effects', 'Daunorubicin/administration & dosage/adverse effects', 'Drug Administration Schedule', 'Female', 'Humans', 'Infusions, Intravenous', 'Injections, Intravenous', 'Leukemia, Myeloid, Acute/*drug therapy/mortality', 'Male', 'Mercaptopurine/administration & dosage/adverse effects', 'Middle Aged', 'Prednisolone/administration & dosage/adverse effects', 'Remission Induction', 'Sepsis/chemically induced', 'Survival Rate']",1992/08/01 00:00,1992/08/01 00:01,['1992/08/01 00:00'],"['1992/08/01 00:00 [pubmed]', '1992/08/01 00:01 [medline]', '1992/08/01 00:00 [entrez]']",,ppublish,Gan To Kagaku Ryoho. 1992 Aug;19(9):1309-14.,,,,,,,,,,,,,,,,
1503484,NLM,MEDLINE,19920911,20171116,0385-0684 (Print) 0385-0684 (Linking),19,9,1992 Aug,[Evaluation of 58 patients with acute leukemia].,1303-7,"We made a retrospective study of 44 patients with acute non-lymphocytic leukemia (ANLL) and 14 patients with acute lymphocytic leukemia (ALL) admitted to our hospital from September 1984 to May 1991. The complete remission (CR) rate of ANLL was 90.9%, against 85.7% for ALL. The 5-year survival of ANLL was 50.7%, and that of ANLL under age 60 years was 70.3%. The 2-year median survival of ALL was 35.1%. These results were obtained with response-oriented individualized therapy, and intensive chemotherapy with a view to eradication of residual leukemic cells. Eight elderly patients with ANLL were treated with cytosine arabinoside in low doses. Complete remission was achieved in 6 patients, but these cases relapsed. These treatments should be reconsidered for long CR duration. Our schedules of response-oriented individualized therapy were too flexible to apply at another institute so they should be arranged for general application.","['Sasaki, A', 'Tsukaguchi, M']","['Sasaki A', 'Tsukaguchi M']","['Department of Internal Medicine, Sakai Municipal Hospital, Japan.']",['jpn'],['Journal Article'],Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,"['04079A1RDZ (Cytarabine)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'ZS7284E0ZP (Daunorubicin)', 'BH-AC-DMP protocol', 'DCMP protocol']",IM,,"['Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Cytarabine/administration & dosage/analogs & derivatives', 'Daunorubicin/administration & dosage', 'Drug Administration Schedule', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy/mortality', 'Male', 'Mercaptopurine/administration & dosage', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/mortality', 'Prednisolone/administration & dosage', 'Remission Induction', 'Retrospective Studies', 'Survival Rate', 'Treatment Outcome']",1992/08/01 00:00,1992/08/01 00:01,['1992/08/01 00:00'],"['1992/08/01 00:00 [pubmed]', '1992/08/01 00:01 [medline]', '1992/08/01 00:00 [entrez]']",,ppublish,Gan To Kagaku Ryoho. 1992 Aug;19(9):1303-7.,,,,,,,,,,,,,,,,
1503411,NLM,MEDLINE,19920917,20071115,0250-7005 (Print) 0250-7005 (Linking),12,4,1992 Jul-Aug,The effect of Ganoderma lucidum on induction of differentiation in leukemic U937 cells.,1211-5,"Ganoderma (G.) lucidum is a herbal medicine with tumoricidal activity capable of inhibiting the proliferation of mouse Sarcoma 180 cells both in vitro and in vivo. In this study, we investigated the effect of the polysaccharide fraction of G. lucidum (PS-G) on the proliferation and differentiation of human monocytic leukemia cell line, U937. Using an in vitro liquid culture system, we found that the conditioned medium from PS-G-stimulated human blood mononuclear cells (PSG-MNC-CM) contained an activity that could significantly inhibit the growth of U937 cells and induce them to differentiate into mature monocytes/macrophages which had functions of phagocytosis and producing cytoplasmic superoxide. Neither PS-G nor normal (untreated) MNC-CM was found to have a differentiating effect on the target cells. The optimal condition for stimulating the in vitro production of MNC-derived differentiation-inducing activity was to use PS-G at a low concentration of 50 micrograms/ml and to incubate MNC for a short period of 24 hours. Long-term (greater than 3 days) incubation resulted in a decrease in the differentiating activity of the conditioned media.","['Lieu, C W', 'Lee, S S', 'Wang, S Y']","['Lieu CW', 'Lee SS', 'Wang SY']","['Department of Medical Research, Veteran General Hospital-Taipei, Taiwan, Republic of China.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Greece,Anticancer Res,Anticancer research,8102988,"['0 (Culture Media)', '0 (Cytokines)', '0 (Drugs, Chinese Herbal)']",IM,,"['Cell Differentiation/*drug effects', 'Cell Division/drug effects', 'Culture Media', 'Cytokines/analysis', 'Drugs, Chinese Herbal/chemistry/*pharmacology', 'Humans', 'Leukemia, Myeloid/metabolism/*pathology', 'Tumor Cells, Cultured']",1992/07/01 00:00,1992/07/01 00:01,['1992/07/01 00:00'],"['1992/07/01 00:00 [pubmed]', '1992/07/01 00:01 [medline]', '1992/07/01 00:00 [entrez]']",,ppublish,Anticancer Res. 1992 Jul-Aug;12(4):1211-5.,,,,,,,,,,,,,,,,
1503404,NLM,MEDLINE,19920917,20081121,0250-7005 (Print) 0250-7005 (Linking),12,4,1992 Jul-Aug,Inhibitory effects of physalin B and physalin F on various human leukemia cells in vitro.,1155-62,"Physalins B and F were isolated and characterized from the ethanolic extract of the whole plant of Physalis angulata L. (Solanaceae). Both physalin B and physalin F inhibited the growth of several human leukemia cells: K562 (erythroleukemia), APM1840 (acute T lymphoid leukemia), HL-60 (acute promyelocytic leukemia), KG-1 (acute myeloid leukemia), CTV1 (acute monocytic leukemia) and B cell (acute B lymphoid leukemia). Physalin F showed a stronger activity against these leukemia cells than physalin B, especially against acute myeloid leukemia (KG-1) and acute B lymphoid leukemia (B cell). From the structural features, the active site seems to be the functional epoxy group for physalin F and the double bond for physalin B located at carbon 5 and 6; the former is much more active than the latter as regards anti-leukemic effects.","['Chiang, H C', 'Jaw, S M', 'Chen, P M']","['Chiang HC', 'Jaw SM', 'Chen PM']","['School of Pharmacy, College of Medicine, National Taiwan University, Taipei, ROC.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Greece,Anticancer Res,Anticancer research,8102988,"['0 (Antineoplastic Agents, Phytogenic)', '0 (Lactones)', '0 (Secosteroids)', '0 (Steroids)', '23133-56-4 (physalin B)', '57423-71-9 (physalin F)']",IM,,"['Antineoplastic Agents, Phytogenic/chemistry/*pharmacology', 'Drug Screening Assays, Antitumor', 'Humans', 'Lactones/chemistry/*pharmacology', 'Leukemia/*drug therapy', 'Secosteroids', '*Steroids', 'Tumor Cells, Cultured']",1992/07/01 00:00,1992/07/01 00:01,['1992/07/01 00:00'],"['1992/07/01 00:00 [pubmed]', '1992/07/01 00:01 [medline]', '1992/07/01 00:00 [entrez]']",,ppublish,Anticancer Res. 1992 Jul-Aug;12(4):1155-62.,,,,,,,,,,,,,,,,
1503401,NLM,MEDLINE,19920917,20131121,0250-7005 (Print) 0250-7005 (Linking),12,4,1992 Jul-Aug,Antineoplastic activity of boron-containing thymidine nucleosides in Tmolt3 leukemic cells.,1091-7,"The sugar boronated thymidine nucleoside, 5' -0-[(triphenylphosphine-boryl) carbonyl]-3'-0-acetyl thymidine 1, and the boron-modified nucleoside phosphotriester, 5'-(diethylphosphite- cyanoborane)-3'-acetylthymidine 2, were successfully synthesized. Both compounds demonstrated differential activity when tested against eight cell lines, with significant cytotoxic activity against the growth of human Tmolt3 leukemia, colon adenocarcinoma, HeLa S3 uterine carcinoma, and osteosarcoma cells. In in vivo studies these agents were found to be active against the growth of Ehrlich ascites carcinoma at 8 mg/kg/day I.P. and to be marginally active against the growth of L1210 and Lewis lung cancers in mice. The mode of action of these thymidine derivatives in Tmolt3 cells was the inhibition of DNA and protein synthesis. Compound 2 was highly effective in inhibiting DNA polymerase alpha and m-RNA, r-RNA and t-RNA polymerase activities. Both compounds inhibited ribonucleoside reductase activity. The de novo purine pathway appeared to be the major site of inhibition of the agents, with IMP dehydrogenase, PRPP amido transferase, and dihydrofolate reductase activities being significantly inhibited. In the pyrimidine pathway, carbamyl phosphate synthetase and aspartate transcarbamylase activities were inhibited by 1. As expected, d[NTP] levels were significantly reduced by treatment with the agents. DNA strand scission was evident after incubating Tmolt3 cells for 24 hr with the agents.","['Hall, I H', 'Hall, E S', 'Chi, L K', 'Shaw, B R', 'Sood, A', 'Spielvogel, B F']","['Hall IH', 'Hall ES', 'Chi LK', 'Shaw BR', 'Sood A', 'Spielvogel BF']","['Division of Medicinal Chemistry and Natural Products, School of Pharmacy, University of North Carolina, Chapel Hill 27559-7360.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Greece,Anticancer Res,Anticancer research,8102988,"[""0 (5'-O-((triphenylphosphine-boryl)carbonyl)-3'-O-acetylthymidine)"", ""0 (5'-diethylphosphite-cyanoborane-3'-acetylthymidine)"", '0 (Boron Compounds)', '0 (DNA, Neoplasm)', '0 (Thymine Nucleotides)', 'EC 2.7.7.6 (DNA-Directed RNA Polymerases)', 'VC2W18DGKR (Thymidine)']",IM,,"['Animals', 'Boron Compounds/chemistry/*therapeutic use', 'Colonic Neoplasms/drug therapy/metabolism', 'DNA, Neoplasm/drug effects', 'DNA-Directed RNA Polymerases/biosynthesis', 'Drug Screening Assays, Antitumor', 'Glioma/drug therapy', 'HeLa Cells/drug effects/metabolism', 'Humans', 'Leukemia L1210/drug therapy/metabolism', 'Leukemia P388/drug therapy/metabolism', 'Leukemia, T-Cell/*drug therapy/metabolism', 'Male', 'Mice', 'Mice, Inbred DBA', 'Thymidine/*analogs & derivatives/chemistry/therapeutic use', 'Thymine Nucleotides/chemistry/*therapeutic use', 'Tumor Cells, Cultured']",1992/07/01 00:00,1992/07/01 00:01,['1992/07/01 00:00'],"['1992/07/01 00:00 [pubmed]', '1992/07/01 00:01 [medline]', '1992/07/01 00:00 [entrez]']",,ppublish,Anticancer Res. 1992 Jul-Aug;12(4):1091-7.,,,,,,,,,,,,,,,,
1503399,NLM,MEDLINE,19920917,20151119,0250-7005 (Print) 0250-7005 (Linking),12,4,1992 Jul-Aug,Morphological and immunocytochemical characteristics of human tumor cell lines for use in a disease-oriented anticancer drug screen.,1035-53,"A panel of 60 human tumor cell lines is currently being used in the U.S. National Cancer Institute's in vitro anticancer drug screen. The panel is organized into 7 subpanels; 6 leukemia/lymphoma lines comprise one subpanel, and 54 other lines are organized into subpanels representing solid tumors of the central nervous system (CNS), colon, lung, ovaries, kidneys and melanomas. In the present study, the leukemia and lymphoma cell lines were analyzed by flow cytometry for appropriate CD antigens; all but 1 line showed patterns of expression consistent with their reported derivations. The solid tumor lines were characterized individually using morphological and immunocytochemical techniques to determine their relative degrees of representativity for the subpanels within which they are currently grouped. Histological, histochemical and ultrastructural examinations were performed on cell lines grown under identical conventional culture conditions and as xenografts in nude mice. Immunocytochemistry using panels of antibodies raised against 6 types of intermediate filaments, 7 adenocarcinoma-associated antigens, 7 melanoma/neuro-ectodermal-associated antigens, 3 neuroendocrine-associated antigens, 9 urinary tract associated antigens, and 4 markers of muscle differentiation was done on cells grown in monolayer culture. Central nervous system (CNS) cell lines lacked expression of glial fibrillary acidic protein, but all had other features consistent with derivation from glioblastoma. Lines derived from adenocarcinomas of the colon, lung and ovary, for the most part, expressed adenocarcinoma-associated antigens and showed histological and/or ultrastructural evidence of gland formation and other adenomatous features. Most of these lines were poorly differentiated. Lines derived from large-cell and squamous-cell cancers also showed some characteristics consistent with their reported origins, except for one line which showed immunocytochemical and morphologic characteristics consistent with rhabdomyosarcoma. The 2 lines derived from small cell lung cancer (SCLC) lacked neurosecretory granules and 3 other SCLC markers but showed morphologic features consistent with SCLC. Most melanoma cell lines strongly expressed melanoma-associated antigens and were morphologically similar to human melanoma. Five lines produced premelanosomes, melanosomes or melanin. Most of the renal cancer cell lines showed morphologic or immunocytochemical features consistent with renal clear cell carcinoma. Collectively, these morphological and immunocytochemical analyses provide information concerning tissue of origin, tumor type, degree of differentiation and other biologic features essential to the use of these lines in a disease-oriented in vitro antitumor drug screen and to the interpretation of data derived therefrom.","['Stinson, S F', 'Alley, M C', 'Kopp, W C', 'Fiebig, H H', 'Mullendore, L A', 'Pittman, A F', 'Kenney, S', 'Keller, J', 'Boyd, M R']","['Stinson SF', 'Alley MC', 'Kopp WC', 'Fiebig HH', 'Mullendore LA', 'Pittman AF', 'Kenney S', 'Keller J', 'Boyd MR']","['Laboratory of Drug Discovery Research and Development, National Cancer Institute, Frederick, MD 21702-1201.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Greece,Anticancer Res,Anticancer research,8102988,"['0 (Biomarkers, Tumor)', '0 (Neoplasm Proteins)']",IM,,"['Antibody Specificity', 'Biomarkers, Tumor/analysis', 'Brain Neoplasms/chemistry/ultrastructure', 'Drug Screening Assays, Antitumor', 'Flow Cytometry', 'Humans', 'Kidney Neoplasms/chemistry/ultrastructure', 'Leukemia/immunology', 'Lung Neoplasms/chemistry/ultrastructure', 'Lymphoma/immunology', 'Melanoma/chemistry/ultrastructure', 'Neoplasm Proteins/analysis', '*Tumor Cells, Cultured/chemistry/ultrastructure']",1992/07/01 00:00,1992/07/01 00:01,['1992/07/01 00:00'],"['1992/07/01 00:00 [pubmed]', '1992/07/01 00:01 [medline]', '1992/07/01 00:00 [entrez]']",,ppublish,Anticancer Res. 1992 Jul-Aug;12(4):1035-53.,['N01-CO-74102/CO/NCI NIH HHS/United States'],,,,,,,,,,,,,,,
1503105,NLM,MEDLINE,19920915,20190819,0361-8609 (Print) 0361-8609 (Linking),41,1,1992 Sep,Corticosteroid induced tumor lysis syndrome in acute lymphoblastic leukemia.,66-7,,"['Rajagopal, S', 'Lipton, J H', 'Messner, H A']","['Rajagopal S', 'Lipton JH', 'Messner HA']",,['eng'],"['Case Reports', 'Letter']",United States,Am J Hematol,American journal of hematology,7610369,"['0 (Adrenal Cortex Hormones)', 'VB0R961HZT (Prednisone)']",IM,,"['Adrenal Cortex Hormones/*adverse effects/therapeutic use', 'Adult', 'Female', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/blood/*complications/*drug therapy', 'Prednisone/adverse effects/therapeutic use', 'Tumor Lysis Syndrome/blood/*etiology']",1992/09/01 00:00,1992/09/01 00:01,['1992/09/01 00:00'],"['1992/09/01 00:00 [pubmed]', '1992/09/01 00:01 [medline]', '1992/09/01 00:00 [entrez]']",['10.1002/ajh.2830410116 [doi]'],ppublish,Am J Hematol. 1992 Sep;41(1):66-7. doi: 10.1002/ajh.2830410116.,,,,,,,,,,,,,,,,
1503103,NLM,MEDLINE,19920915,20190819,0361-8609 (Print) 0361-8609 (Linking),41,1,1992 Sep,Acute onset of juvenile myelodysplastic syndrome mimicking thrombotic thrombocytopenic purpura and rapidly evolving in overt myeloid leukemia.,64-5,,"['Leone, G', 'Sica, S', 'De Stefano, V', 'Teofili, L', 'Larocca, L M', ""D'Onofrio, G"", 'Zollino, M']","['Leone G', 'Sica S', 'De Stefano V', 'Teofili L', 'Larocca LM', ""D'Onofrio G"", 'Zollino M']",,['eng'],"['Case Reports', 'Letter']",United States,Am J Hematol,American journal of hematology,7610369,,IM,,"['Adult', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Myeloid/*etiology', 'Myelodysplastic Syndromes/complications/*diagnosis', 'Purpura, Thrombotic Thrombocytopenic/*diagnosis']",1992/09/01 00:00,1992/09/01 00:01,['1992/09/01 00:00'],"['1992/09/01 00:00 [pubmed]', '1992/09/01 00:01 [medline]', '1992/09/01 00:00 [entrez]']",['10.1002/ajh.2830410114 [doi]'],ppublish,Am J Hematol. 1992 Sep;41(1):64-5. doi: 10.1002/ajh.2830410114.,,,,,,,,,,,,,,,,
1503099,NLM,MEDLINE,19920915,20190819,0361-8609 (Print) 0361-8609 (Linking),41,1,1992 Sep,Cyclosporine and prednisone therapy for pure red cell aplasia in patients with chronic lymphocytic leukemia.,5-12,"We describe the characteristics of response to treatment with cyclosporine (CYA) plus prednisone in seven episodes of pure red cell aplasia (PRCA) in four patients with B cell chronic lymphocytic leukemia (CLL). Fourteen episodes of PRCA occurred in four patients with CLL. Eleven episodes were treated with conventional therapies which included an alkylating agent and prednisone. Four episodes that failed to respond to conventional therapies and an additional three episodes were treated with CYA and prednisone. Six of the seven episodes, including three of four which had failed conventional therapies, responded to CYA plus prednisone compared with six of eleven episodes treated with conventional therapies. Response to CYA and prednisone occurred without a reduction in leukemic mass. In contrast, PRCA remission did not occur until after leukemic mass reduction in three of four patients treated successfully with conventional therapies. Time to response was shorter (14 +/- 3 days) with CYA plus prednisone than with conventional therapies (154 +/- 97 days) in three of four patients. These results indicate that CYA plus prednisone is an effective therapy for the induction of remission from PRCA in patients with CLL.","['Chikkappa, G', 'Pasquale, D', 'Zarrabi, M H', 'Weiler, R J', 'Divakara, M', 'Tsan, M F']","['Chikkappa G', 'Pasquale D', 'Zarrabi MH', 'Weiler RJ', 'Divakara M', 'Tsan MF']","['Medical Service, Department of Veterans Affairs Medical Centers, Albany, N.Y. 12208.']",['eng'],"['Clinical Trial', 'Journal Article']",United States,Am J Hematol,American journal of hematology,7610369,"['83HN0GTJ6D (Cyclosporine)', 'VB0R961HZT (Prednisone)']",IM,['Am J Hematol. 1994 Feb;45(2):192. PMID: 8141128'],"['Cyclosporine/*therapeutic use', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications', 'Male', 'Middle Aged', 'Prednisone/*therapeutic use', 'Red-Cell Aplasia, Pure/complications/diagnosis/*drug therapy', 'Reticulocytes/drug effects/physiology']",1992/09/01 00:00,1992/09/01 00:01,['1992/09/01 00:00'],"['1992/09/01 00:00 [pubmed]', '1992/09/01 00:01 [medline]', '1992/09/01 00:00 [entrez]']",['10.1002/ajh.2830410103 [doi]'],ppublish,Am J Hematol. 1992 Sep;41(1):5-12. doi: 10.1002/ajh.2830410103.,,,,,,,,,,,,,,,,
1503098,NLM,MEDLINE,19920915,20190819,0361-8609 (Print) 0361-8609 (Linking),41,1,1992 Sep,Recombinant interferon-alpha 2A as maintenance treatment for patients with advanced stage chronic lymphocytic leukemia responding to chemotherapy.,45-9,"Forty-five patients suffering from advanced B-CLL were randomized to receive interferon-alpha (IFN alpha) or no treatment after achieving complete remission or partial response, following a chemotherapy protocol called MiNa. The two groups were fully comparable in terms of clinical characteristics and level of response obtained by chemotherapy. IFN alpha was given at a dose of 3 megaunits three times a week intramuscularly for 1 year. The IFN-treated patient group showed a significantly longer duration of response and a less frequent incidence of infections as compared to the no treatment group. A minority of patients who had had partial response to chemotherapy obtained complete remission while on therapy with IFN alpha. Toxicity was mild and patient compliance was excellent. We conclude that IFN alpha may have a role as maintenance therapy in CLL for patients responding to chemotherapy.","['Ferrara, F', 'Rametta, V', 'Mele, G', 'Antinolfi, I', 'Mettivier, V', 'Cimino, R']","['Ferrara F', 'Rametta V', 'Mele G', 'Antinolfi I', 'Mettivier V', 'Cimino R']","['Division of Hematology, Cardarelli General Hospital, Naples, Italy.']",['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",United States,Am J Hematol,American journal of hematology,7610369,"['0 (Interferon alpha-2)', '0 (Interferon-alpha)', '0 (Recombinant Proteins)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', '9076-25-9 (Peptichemio)', 'Q41OR9510P (Melphalan)', 'VB0R961HZT (Prednisone)', 'MiNa protocol']",IM,,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Cyclophosphamide/administration & dosage', 'Dose-Response Relationship, Drug', 'Female', 'Humans', 'Incidence', 'Injections, Intramuscular', 'Interferon alpha-2', 'Interferon-alpha/administration & dosage/adverse effects/*therapeutic use', 'Leukemia, Lymphocytic, Chronic, B-Cell/*drug therapy/epidemiology/*pathology', 'Male', 'Melphalan/administration & dosage', 'Middle Aged', 'Neoplasm Staging', 'Peptichemio/administration & dosage', 'Prednisone/administration & dosage', 'Recombinant Proteins', 'Vincristine/administration & dosage']",1992/09/01 00:00,1992/09/01 00:01,['1992/09/01 00:00'],"['1992/09/01 00:00 [pubmed]', '1992/09/01 00:01 [medline]', '1992/09/01 00:00 [entrez]']",['10.1002/ajh.2830410109 [doi]'],ppublish,Am J Hematol. 1992 Sep;41(1):45-9. doi: 10.1002/ajh.2830410109.,,,,,,,,,,,,,,,,
1503097,NLM,MEDLINE,19920915,20190819,0361-8609 (Print) 0361-8609 (Linking),41,1,1992 Sep,"Allogeneic bone marrow transplantation for hematological malignancies following etoposide, cyclophosphamide, and fractionated total body irradiation.",40-4,"Forty-three patients received etoposide, cyclophosphamide, and fractionated total body irradiation before allogeneic marrow transplantation. Fifteen patients had chronic myelogenous leukemia in chronic phase or acute leukemia in first remission (standard risk) and twenty-eight patients with more advanced disease (high risk). All patients received etoposide 1,500 mg/m2 intravenously on day -8, cyclophosphamide 60 mg/kg/day intravenously on days -7 and -6, and total body irradiation at 170 cGy twice a day on days -3, -2, and -1. During the first 100 days 12 high risk patients (43%) died from causes unrelated to relapse while none of the standard risk patients died. Renal and hepatic dysfunction were also significantly increased during the first 14 days in the high risk group. The addition of 1,500 mg/m2 of etoposide to the cyclophosphamide and total body irradiation was well tolerated for patients with standard risk. However, the regimen was poorly tolerated with high mortality in patients with more advanced disease.","['Yau, J C', 'LeMaistre, C F', 'Andersson, B S', 'Huan, S D', 'Wallerstein, R O', 'Woo, S Y', 'Spitzer, G', 'Spinolo, J A', 'Spencer, V', 'Brunner, L J']","['Yau JC', 'LeMaistre CF', 'Andersson BS', 'Huan SD', 'Wallerstein RO', 'Woo SY', 'Spitzer G', 'Spinolo JA', 'Spencer V', 'Brunner LJ', 'et al.']","['Ottawa Regional Cancer Center, Ontario, Canada.']",['eng'],['Journal Article'],United States,Am J Hematol,American journal of hematology,7610369,"['6PLQ3CP4P3 (Etoposide)', '8N3DW7272P (Cyclophosphamide)', 'U68WG3173Y (Carmustine)']",IM,,"['Acute Disease', 'Adolescent', 'Adult', '*Bone Marrow Transplantation', 'Carmustine/therapeutic use', 'Combined Modality Therapy', 'Cyclophosphamide/administration & dosage/*therapeutic use', 'Drug Therapy, Combination', 'Etoposide/administration & dosage/*therapeutic use', 'Female', 'Humans', 'Injections, Intravenous', 'Leukemia/*drug therapy/*radiotherapy/*surgery', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy/*radiotherapy/*surgery', 'Male', 'Middle Aged', 'Transplantation, Homologous', '*Whole-Body Irradiation']",1992/09/01 00:00,1992/09/01 00:01,['1992/09/01 00:00'],"['1992/09/01 00:00 [pubmed]', '1992/09/01 00:01 [medline]', '1992/09/01 00:00 [entrez]']",['10.1002/ajh.2830410108 [doi]'],ppublish,Am J Hematol. 1992 Sep;41(1):40-4. doi: 10.1002/ajh.2830410108.,,,,,,,,,,,,,,,,
