PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,PMC,EDAT,MHDA,CRDT,PHST,PST,SO,RN,SB,CON,MH,AID,CI,AD,GR,TT,DEP,RF,CIN,PS,FPS,MID,CN,SI,EIN,LID,OID,GN,OTO,OT
17342086,NLM,MEDLINE,20070531,20181113,0007-0920 (Print) 0007-0920 (Linking),96,7,2007 Apr 10,"Survival following relapse in childhood haematological malignancies diagnosed in 1974-2003 in Yorkshire, UK.",1147-52,"We examined population-based information on relapsed childhood haematological cancers, investigating factors that might influence both overall survival and survival following relapse among the 1177 children (0-14 years) diagnosed with a haematological malignancy in Yorkshire from 1974 to 2003, of whom 342 (29%) relapsed at least once. Leukaemia patients from more deprived areas were significantly less likely to relapse (odds ratio=0.54, 95% confidence interval 0.32-0.93 for most deprived quintile vs least deprived quintile; P(trend)=0.06), especially those with acute myeloid leukaemia (P=0.04). Neither ethnic group nor distance to the main treatment centre was associated with risk of relapse. Overall, patients who relapsed at least once had 5-year survival rates of 46% (41-51%) compared with 79% (76-81%) of those who did not. Five-year survival rates from the time of first relapse increased from 20% in 1974-1983 to 45% in 1984-2003. Length of first remission was a strong predictor of survival for leukaemia with a 46% reduced risk of death for every additional year of event-free survival. Of children who experienced a relapse, 46% survived at least 5 years, whereas just under half of patients survived 5 years beyond disease recurrence. This provides a baseline for future comparisons and demonstrates that relapsed childhood cancer need not imply a poor outcome.","['Feltbower, R G', 'Kinsey, S E', 'Richards, M', 'Shenton, G', 'Michelagnoli, M P', 'McKinney, P A']","['Feltbower RG', 'Kinsey SE', 'Richards M', 'Shenton G', 'Michelagnoli MP', 'McKinney PA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Cancer,British journal of cancer,0370635,PMC2360123,2007/03/08 09:00,2007/06/01 09:00,['2007/03/08 09:00'],"['2007/03/08 09:00 [pubmed]', '2007/06/01 09:00 [medline]', '2007/03/08 09:00 [entrez]']",ppublish,Br J Cancer. 2007 Apr 10;96(7):1147-52. doi: 10.1038/sj.bjc.6603667. Epub 2007 Mar 6.,,IM,,"['Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Disease-Free Survival', 'Hematologic Neoplasms/epidemiology/*mortality', 'Humans', 'Infant', 'Infant, Newborn', 'Neoplasm Recurrence, Local/*diagnosis', 'Risk Factors', 'Survival Rate', 'Time Factors', 'United Kingdom/epidemiology']","['6603667 [pii]', '10.1038/sj.bjc.6603667 [doi]']",,"['Paediatric Epidemiology Group, Centre for Epidemiology and Biostatistics, 30-32 Hyde Terrace, University of Leeds, Leeds, UK. r.g.feltbower@leeds.ac.uk']",,,20070306,,,,,,,,,,,,,
17341970,NLM,PubMed-not-MEDLINE,20121002,20190507,0256-4947 (Print) 0256-4947 (Linking),18,3,1998 May-Jun,Adult acute myeloblastic leukemia: Experience at King Khalid University Hospital.,221-5,"BACKGROUND: The clinical features of acute myeloblastic leukemia (AML) and its response to therapy in adult patients in Saudi Arabia are not well defined, as only scanty data has been available. This situation will likely continue unless experience with AML is reported from different institutions in the Kingdom. PATIENTS AND METHODS: In this retrospective study, the records of 52 adult patients with previously untreated de novo acute myeloblastic leukemia (AML) who were treated at King Khalid University Hospital over a five-year period from January 1989 to December 1993 according to the conventional a3+7a regimen were reviewed. The clinical features of the disease, response to therapy and treatment-related complications were identified. RESULTS: There were 33 males and 19 females with a mean age of 30+/-13 years (mean+/-SD). M 4 and M 5 AML were the predominant French-American-British (FAB) subtypes encountered. Sixty-five percent of patients achieved complete remission (CR). The median duration of the first CR of all analyzable patients was 32 weeks. The median CR duration and survival of patients achieving complete remission who survived through their consolidation treatment was 36 and 49 weeks, respectively. CONCLUSION: Both median duration of the first complete remission and survival compare unfavorably with those reported in the literature despite a comparable remission rate. Infectious complications were frequent and accounted for a significant number of mortalities.","['Harakati, M S', 'Al-Momen, A M', 'Ajarim, D S', 'Al-Moharib, F I', 'Al-Theyab, A', 'Fawzy, E M', 'Al-Gwaiz, L', 'Al-Khairy, K S']","['Harakati MS', 'Al-Momen AM', 'Ajarim DS', 'Al-Moharib FI', 'Al-Theyab A', 'Fawzy EM', 'Al-Gwaiz L', 'Al-Khairy KS']",['eng'],['Journal Article'],Saudi Arabia,Ann Saudi Med,Annals of Saudi medicine,8507355,,2007/03/08 09:00,2007/03/08 09:01,['2007/03/08 09:00'],"['2007/03/08 09:00 [pubmed]', '2007/03/08 09:01 [medline]', '2007/03/08 09:00 [entrez]']",ppublish,Ann Saudi Med. 1998 May-Jun;18(3):221-5. doi: 10.5144/0256-4947.1998.221.,,,,,"['18-221 [pii]', '10.5144/0256-4947.1998.221 [doi]']",,"['Departments of Medicine and Pathology, King Khalid University Hospital, Riyadh, Saudi Arabia.']",,,,,,,,,,,,,,,,
17341803,NLM,MEDLINE,20070531,20070807,0952-4746 (Print) 0952-4746 (Linking),27,1,2007 Mar,Investigation of the sources of residential power frequency magnetic field exposure in the UK Childhood Cancer Study.,41-58,"There is an unexplained association between exposure to the magnetic fields arising from the supply and use of electricity, and increase in risk of childhood leukaemia. The UK Childhood Cancer Study (UKCCS) provides a large and unique source of information on residential magnetic field exposure in the UK. The purpose of this supplementary study was to investigate a sample of UKCCS homes in order to identify the particular sources that contribute to elevated time-averaged exposure. In all, 196 homes have been investigated, 102 with exposures estimated on the basis of the original study to be above 0.2 microT, and 21 higher than 0.4 microT, a threshold above which a raised risk has been observed. First, surveys were carried out outside the property boundaries of all 196 study homes, and then, where informed consent had been obtained, assessments were conducted inside the properties of 19 homes. The study found that low-voltage (LV) sources associated with the final electricity supply accounted together for 77% of exposures above 0.2 microT, and 57% of those above 0.4 microT. Most of these exposures were linked to net currents in circuits inside and/or around the home. High-voltage (HV) sources, including the HV overhead power lines that are the focus of public concern, accounted for 23% of the exposures above 0.2 microT, and 43% of those above 0.4 microT. Public health interest has focused on the consideration of precautionary measures that would reduce exposure to power frequency magnetic fields. Our study provides a basis for considering the options for exposure mitigation in the UK. For instance, in elevated-exposure homes where net currents are higher than usual, if it is possible to reduce the net currents, then the exposure could be reduced for a sizeable proportion of these homes. Further investigations would be necessary to determine whether this is feasible.","['Maslanyj, M P', 'Mee, T J', 'Renew, D C', 'Simpson, J', 'Ansell, P', 'Allen, S G', 'Roman, E']","['Maslanyj MP', 'Mee TJ', 'Renew DC', 'Simpson J', 'Ansell P', 'Allen SG', 'Roman E']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,J Radiol Prot,Journal of radiological protection : official journal of the Society for Radiological Protection,8809257,,2007/03/08 09:00,2007/06/01 09:00,['2007/03/08 09:00'],"['2007/03/08 09:00 [pubmed]', '2007/06/01 09:00 [medline]', '2007/03/08 09:00 [entrez]']",ppublish,J Radiol Prot. 2007 Mar;27(1):41-58. doi: 10.1088/0952-4746/27/1/002. Epub 2007 Mar 6.,,IM,,"['Child', 'Electric Power Supplies', 'Electric Wiring', 'Electromagnetic Fields/*adverse effects', 'Environmental Exposure/*adverse effects', 'Housing', 'Humans', 'Leukemia, Radiation-Induced/*etiology', 'Magnetics/adverse effects', 'Public Health']","['S0952-4746(07)28844-5 [pii]', '10.1088/0952-4746/27/1/002 [doi]']",,"['Health Protection Agency, Radiation Protection Division, Centre for Radiation, Chemical and Environmental Hazards, Chilton, Didcot, UK. myron.maslanyj@hpa-rp.org.uk']",,,20070306,,,,,,,,['J Radiol Prot. 2007 Jun;27(2):207'],,,,,
17341722,NLM,MEDLINE,20070402,20070307,1460-2105 (Electronic) 0027-8874 (Linking),99,5,2007 Mar 7,Stat bite: Currently approved oncology drugs.,344,,,,['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,2007/03/08 09:00,2007/04/03 09:00,['2007/03/08 09:00'],"['2007/03/08 09:00 [pubmed]', '2007/04/03 09:00 [medline]', '2007/03/08 09:00 [entrez]']",ppublish,J Natl Cancer Inst. 2007 Mar 7;99(5):344. doi: 10.1093/jnci/djk105.,['0 (Antineoplastic Agents)'],IM,,"['Antineoplastic Agents/*therapeutic use', 'Breast Neoplasms/drug therapy', '*Drug Approval', 'Female', 'Humans', 'Leukemia/drug therapy', 'Neoplasms/*drug therapy', 'United States']","['99/5/344 [pii]', '10.1093/jnci/djk105 [doi]']",,,,,,,,,,,,,,,,,,
17341668,NLM,MEDLINE,20070402,20210206,0006-4971 (Print) 0006-4971 (Linking),109,6,2007 Mar 15,Stubby elliptocytes are an invariable feature of leukoerythroblastosis.,2666,,"['Quigley, Michael', 'Linfesty, Ronald L', 'Bethel, Kelly', 'Sharpe, Robert']","['Quigley M', 'Linfesty RL', 'Bethel K', 'Sharpe R']",['eng'],['Letter'],United States,Blood,Blood,7603509,,2007/03/08 09:00,2007/04/03 09:00,['2007/03/08 09:00'],"['2007/03/08 09:00 [pubmed]', '2007/04/03 09:00 [medline]', '2007/03/08 09:00 [entrez]']",ppublish,Blood. 2007 Mar 15;109(6):2666. doi: 10.1182/blood-2006-10-055020.,,IM,,"['Anemia, Myelophthisic/*pathology', 'Elliptocytosis, Hereditary/*pathology', 'Humans', 'Leukemia, Erythroblastic, Acute/*pathology']","['S0006-4971(20)41885-3 [pii]', '10.1182/blood-2006-10-055020 [doi]']",,,,,,,,,,,,,,,,,,
17341666,NLM,MEDLINE,20070702,20210206,0006-4971 (Print) 0006-4971 (Linking),109,11,2007 Jun 1,Reduced natural killer (NK) function associated with high-risk myelodysplastic syndrome (MDS) and reduced expression of activating NK receptors.,4816-24,"Myelodysplastic syndromes (MDS) are characterized by ineffective hematopoiesis with potential for progression to acute myeloid leukemia (AML). We compared natural killer (NK) cytolytic function in 48 MDS patients with 37 healthy donors and found reduced activity in the patient population (K562 cytolysis, 19% +/- 21% SD versus 40% +/- 17%) (P < .001). NK cytotoxicity in MDS patients was reduced against 3 disparate tumor targets with differential activating receptor requirement, suggesting global defects in NK function. Reduced NK function in MDS was significantly associated with higher International Prognostic Score (P = .01), abnormal karyotype (P = .05), the presence of excess blasts (P = .01), and age-adjusted bone marrow hypercellularity (P = .04). MDS patients had a display of the activating receptor NKp30, and NKG2D down-regulation closely correlated with impaired NK function (P = .001). NKG2D ligands (MICA and MICB) were expressed on CD34(+) cells from bone marrow of 30% of MDS patients and a leukemic cell line derived from an MDS patient (MDS1). Collectively, these findings suggest that impairment of NK cytolytic function derives in part from reduced activating NK receptors such as NKG2D in association with disease progression. Evasion of NK immunosurveillance may have importance for MDS disease progression.","['Epling-Burnette, Pearlie K', 'Bai, Fanqi', 'Painter, Jeffrey S', 'Rollison, Dana E', 'Salih, Helmut R', 'Krusch, Matthias', 'Zou, Jianxiang', 'Ku, Edna', 'Zhong, Bin', 'Boulware, David', 'Moscinski, Lynn', 'Wei, Sheng', 'Djeu, Julie Y', 'List, Alan F']","['Epling-Burnette PK', 'Bai F', 'Painter JS', 'Rollison DE', 'Salih HR', 'Krusch M', 'Zou J', 'Ku E', 'Zhong B', 'Boulware D', 'Moscinski L', 'Wei S', 'Djeu JY', 'List AF']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural']",United States,Blood,Blood,7603509,PMC1885518,2007/03/08 09:00,2007/07/03 09:00,['2007/03/08 09:00'],"['2007/03/08 09:00 [pubmed]', '2007/07/03 09:00 [medline]', '2007/03/08 09:00 [entrez]']",ppublish,Blood. 2007 Jun 1;109(11):4816-24. doi: 10.1182/blood-2006-07-035519. Epub 2007 Mar 6.,"['0 (Antigens, CD34)']",IM,,"['Aged', 'Aged, 80 and over', 'Antigens, CD34/biosynthesis', 'Bone Marrow Cells/cytology', 'Disease Progression', 'Female', '*Gene Expression Regulation, Neoplastic', 'Humans', 'K562 Cells', 'Killer Cells, Natural/*cytology/metabolism', 'Leukemia, Myeloid, Acute/metabolism', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/*blood/*metabolism', 'Precancerous Conditions']","['S0006-4971(20)41482-X [pii]', '10.1182/blood-2006-07-035519 [doi]']",,"['Immunology Program, H. Lee Moffitt Cancer Center, MRC 3 West, Tampa, FL 33612, USA. pearlie.burnette@moffitt.org']","['R01 CA 112112-01/CA/NCI NIH HHS/United States', 'R01 CA112112/CA/NCI NIH HHS/United States', 'AI 056213/AI/NIAID NIH HHS/United States', 'CA 098080/CA/NCI NIH HHS/United States', 'R01 CA098080/CA/NCI NIH HHS/United States', 'R01 AI056213/AI/NIAID NIH HHS/United States']",,20070306,,,,,,,,,,,,,
17341662,NLM,MEDLINE,20070913,20210206,0006-4971 (Print) 0006-4971 (Linking),109,12,2007 Jun 15,Long-term disease-free survivors with cytogenetically normal acute myeloid leukemia and MLL partial tandem duplication: a Cancer and Leukemia Group B study.,5164-7,"The clinical impact of MLL partial tandem duplication (MLL-PTD) was evaluated in 238 adults aged 18 to 59 years with cytogenetically normal (CN) de novo acute myeloid leukemia (AML) who were treated intensively on similar Cancer and Leukemia Group B protocols 9621 and 19808. Twenty-four (10.1%) patients harbored an MLL-PTD. Of those, 92% achieved complete remission (CR) compared with 83% of patients without MLL-PTD (P=.39). Neither overall survival nor disease-free survival significantly differed between the 2 groups (P=.67 and P=.55, respectively). Thirteen MLL-PTD(+) patients relapsed within 1.4 years of achieving CR. MLL-PTD(+) patients who relapsed more often had other adverse CN-AML-associated molecular markers. In contrast with previously reported studies, 9 (41%) MLL-PTD(+) patients continue in long-term first remission (CR1; range, 2.5-7.7 years). Intensive consolidation therapy that included autologous peripheral stem-cell transplantation during CR1 may have contributed to the better outcome of this historically poor-prognosis group of CN-AML patients with MLL-PTD.","['Whitman, Susan P', 'Ruppert, Amy S', 'Marcucci, Guido', 'Mrozek, Krzysztof', 'Paschka, Peter', 'Langer, Christian', 'Baldus, Claudia D', 'Wen, Jing', 'Vukosavljevic, Tamara', 'Powell, Bayard L', 'Carroll, Andrew J', 'Kolitz, Jonathan E', 'Larson, Richard A', 'Caligiuri, Michael A', 'Bloomfield, Clara D']","['Whitman SP', 'Ruppert AS', 'Marcucci G', 'Mrozek K', 'Paschka P', 'Langer C', 'Baldus CD', 'Wen J', 'Vukosavljevic T', 'Powell BL', 'Carroll AJ', 'Kolitz JE', 'Larson RA', 'Caligiuri MA', 'Bloomfield CD']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,PMC1890839,2007/03/08 09:00,2007/09/14 09:00,['2007/03/08 09:00'],"['2007/03/08 09:00 [pubmed]', '2007/09/14 09:00 [medline]', '2007/03/08 09:00 [entrez]']",ppublish,Blood. 2007 Jun 15;109(12):5164-7. doi: 10.1182/blood-2007-01-069831. Epub 2007 Mar 6.,"['0 (KMT2A protein, human)', '149025-06-9 (Myeloid-Lymphoid Leukemia Protein)', 'EC 2.1.1.43 (Histone-Lysine N-Methyltransferase)']",IM,,"['Acute Disease', 'Adolescent', 'Adult', 'Cytogenetic Analysis', 'Disease-Free Survival', 'Histone-Lysine N-Methyltransferase', 'Humans', 'Leukemia, Myeloid/*genetics/*mortality', 'Middle Aged', 'Myeloid-Lymphoid Leukemia Protein/*genetics', 'Peripheral Blood Stem Cell Transplantation', 'Remission Induction', 'Survival Analysis', 'Survivors', '*Tandem Repeat Sequences']","['S0006-4971(20)41387-4 [pii]', '10.1182/blood-2007-01-069831 [doi]']",,"['Division of Hematology and Oncology, Department of Internal Medicine, Comprehensive Cancer Center, The Ohio State University, Columbus, OH 43240, USA. susan.whitman@osumc.edu']","['R01 CA102031/CA/NCI NIH HHS/United States', 'CA16058/CA/NCI NIH HHS/United States', 'CA102031/CA/NCI NIH HHS/United States', 'CA101140/CA/NCI NIH HHS/United States', 'U10 CA077658/CA/NCI NIH HHS/United States', 'CA098933/CA/NCI NIH HHS/United States', 'CA089341/CA/NCI NIH HHS/United States', 'CA41287/CA/NCI NIH HHS/United States', 'R01 CA089341/CA/NCI NIH HHS/United States', 'U10 CA101140/CA/NCI NIH HHS/United States', 'U10 CA041287/CA/NCI NIH HHS/United States', 'R01 CA098933/CA/NCI NIH HHS/United States', 'K01 CA096887/CA/NCI NIH HHS/United States', 'P30 CA016058/CA/NCI NIH HHS/United States', 'CA77658/CA/NCI NIH HHS/United States', 'CA096887/CA/NCI NIH HHS/United States']",,20070306,,,,,,,,,,,,,
17341661,NLM,MEDLINE,20070913,20210206,0006-4971 (Print) 0006-4971 (Linking),109,12,2007 Jun 15,Postremission treatment of elderly patients with acute myeloid leukemia in first complete remission after intensive induction chemotherapy: results of the multicenter randomized Acute Leukemia French Association (ALFA) 9803 trial.,5129-35,"In elderly patients with acute myeloid leukemia (AML) treated intensively, no best postremission strategy has emerged yet. This clinical trial enrolled 416 patients with AML aged 65 years or older who were considered eligible for standard intensive chemotherapy, with a first randomization comparing idarubicin with daunorubicin for all treatment sequences. After induction, an ambulatory postremission strategy based on 6 consolidation cycles administered monthly in outpatients was randomly compared with an intensive strategy with a single intensive consolidation course similar to induction. Complete remission (CR) rate was 57% with 10% induction deaths, and estimated overall survival was 27% at 2 years and 12% at 4 years, without notable differences between anthracycline arms. Among the 236 patients who reached CR, 164 (69%) were randomized for the postremission comparison. In these patients, the multivariate odds ratio in favor of the ambulatory arm was 1.51 for disease-free survival (P.05) and 1.59 for overall survival from CR (P.04). Despite repeated courses of chemotherapy associated with a longer time under treatment, the ambulatory arm was associated with significantly shorter rehospitalization duration and lower red blood cell unit and platelet transfusion requirements than observed in the intensive arm. In conclusion, more prolonged ambulatory treatment should be preferred to intensive chemotherapy as postremission therapy in elderly patients with AML reaching CR after standard intensive remission induction.","['Gardin, Claude', 'Turlure, Pascal', 'Fagot, Thierry', 'Thomas, Xavier', 'Terre, Christine', 'Contentin, Nathalie', 'Raffoux, Emmanuel', 'de Botton, Stephane', 'Pautas, Cecile', 'Reman, Oumedaly', 'Bourhis, Jean-Henri', 'Fenaux, Pierre', 'Castaigne, Sylvie', 'Michallet, Mauricette', 'Preudhomme, Claude', 'de Revel, Thierry', 'Bordessoule, Dominique', 'Dombret, Herve']","['Gardin C', 'Turlure P', 'Fagot T', 'Thomas X', 'Terre C', 'Contentin N', 'Raffoux E', 'de Botton S', 'Pautas C', 'Reman O', 'Bourhis JH', 'Fenaux P', 'Castaigne S', 'Michallet M', 'Preudhomme C', 'de Revel T', 'Bordessoule D', 'Dombret H']",['eng'],"['Journal Article', 'Multicenter Study', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,,2007/03/08 09:00,2007/09/14 09:00,['2007/03/08 09:00'],"['2007/03/08 09:00 [pubmed]', '2007/09/14 09:00 [medline]', '2007/03/08 09:00 [entrez]']",ppublish,Blood. 2007 Jun 15;109(12):5129-35. doi: 10.1182/blood-2007-02-069666. Epub 2007 Mar 6.,"['0 (Anthracyclines)', '0 (Antibiotics, Antineoplastic)', 'ZRP63D75JW (Idarubicin)', 'ZS7284E0ZP (Daunorubicin)']",IM,,"['Acute Disease', 'Aged', 'Aged, 80 and over', 'Anthracyclines/therapeutic use', 'Antibiotics, Antineoplastic/therapeutic use', 'Blood Transfusion', 'Daunorubicin/*administration & dosage', 'Disease-Free Survival', 'Female', 'Hospitalization', 'Humans', 'Idarubicin/*administration & dosage', 'Leukemia, Myeloid/*drug therapy/mortality', 'Male', 'Remission Induction', 'Survival Rate']","['S0006-4971(20)41381-3 [pii]', '10.1182/blood-2007-02-069666 [doi]']",,"['Department of Hematology, Hopital Avicenne, University Paris 13, Bobigny, France.']",,,20070306,,,,,,,,,,,,,
17341637,NLM,MEDLINE,20070328,20070307,0077-8923 (Print) 0077-8923 (Linking),1091,,2006 Dec,Process simulation in a mechatronic bioreactor device with speed-regulated motors for growing of three-dimensional cell cultures.,470-89,"Tissue engineering is a new scientific research field that allows the establishment of tissue equivalents rising from isolated cells in combination with biocompatible materials and cultivation in more or less sophisticated bioreactor systems. Such systems gave the unique opportunity to perform in vitro investigations of transcription and translation, cell growth, biochemistry and mechanics of healthy normal organs as well as those affected by malignant tumors, infections, and immune deficiency under controlled conditions. In rotating vessel bioreactors under microgravity and defined medium content, cells proliferate, stay abundant to each other, and form three-dimensional structures, assigned as spheroids. Such spheroids might be grown on microcarriers. A wide spectrum of different cell culture experiments involving normal and transformed human cells indicates that: in the rotating bioreactor system miniPERM no complete lack of gravity could be reached; a great part of the seeded cell material does not proliferate at the beginning; and the appearance of bigger spheroids is rather random. We describe the acquisition of spheroids from HD-MY-Z and Neuro-2A tumor cells. Spheroids of 100 and more cells were obtained from HD-MY-Z and Neuro-2A cells. Interestingly, chronic myeloid leukemia LAMA-84 cells did not form any cell clumps and they kept a completely undifferentiated phenotype despite their semiadherent manner of growth under conventional conditions. A detailed theoretical and virtual simulation study of the influence of every component of gravitation, inertia, and hydrodynamic force fields was performed. Therefore, a new concept for mechatronic bioreactor device with active electronic control was developed and virtually tested.","['Mihailova, Mina', 'Trenev, Vassil', 'Genova, Penka', 'Konstantinov, Spiro']","['Mihailova M', 'Trenev V', 'Genova P', 'Konstantinov S']",['eng'],['Journal Article'],United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,,2007/03/08 09:00,2007/03/29 09:00,['2007/03/08 09:00'],"['2007/03/08 09:00 [pubmed]', '2007/03/29 09:00 [medline]', '2007/03/08 09:00 [entrez]']",ppublish,Ann N Y Acad Sci. 2006 Dec;1091:470-89. doi: 10.1196/annals.1378.089.,,IM,,"['Animals', '*Bioreactors', 'Cell Culture Techniques/*instrumentation/*methods', 'Cell Line, Tumor', '*Computer Simulation', 'Humans', 'Mice', '*Models, Biological', 'Tissue Engineering/instrumentation/methods']","['1091/1/470 [pii]', '10.1196/annals.1378.089 [doi]']",,"['CLMI, Bulgarian Academy of Sciences, 1 Acad. G. Bonchev Str., 1113 Sofia, Bulgaria.']",,,,,,,,,,,,,,,,
17341630,NLM,MEDLINE,20070328,20131121,0077-8923 (Print) 0077-8923 (Linking),1091,,2006 Dec,"Effect of valproic acid, a histone deacetylase inhibitor, on cell death and molecular changes caused by low-dose irradiation.",385-98,"Valproic acid (VA), a histone deacetylase inhibitor (HDACI), in vitro induces differentiation of promyelocyte leukemia cell (HL-60) and proliferation arrest and apoptosis of various leukemia cell lines. In MOLT-4 cells (human T lymphocyte leukemia) the cell cycle arrest is caused by 2 mM VA, while 4 mM VA induces mainly apoptosis. In our work we studied effect of VA on molecular mechanisms responsible for cell cycle arrest (2 mM VA) or apoptosis induction (4 mM VA). The aim of our article was to evaluate a cotreatment by low (cytostatic) concentrations of VA with ionizing radiation and an effect of this combination on apoptosis induction in tumor cells MOLT-4. We prove that 24-h long incubation with VA causes acetylation of histones H3 and H4 in concentration-dependent manners. During first hours after the beginning of cultivation with VA in both studied concentrations (2 and 4 mM) an increase of p53 and its phosphorylation on serine 392 is detected, as well as a phosphorylation of Mdm2 on serine 166. After 8 and 24 h after the beginning of cultivation with 2 mM VA we detect p21, which is not observed after exposure to 4 mM VA. Cleavage of lamin B to 46 kDa fragment as an indicator of apoptosis was apparent after 24-h long incubation with 4 mM VA. In this article we prove radiosensitizing effect of VA. After 3-days long cultivation of cells with 2 mM VA the D(0) value decreased from 0.7 to 0.2 Gy. Also the EC70 value fell from 0.97 to 0.38 mM when the cells were irradiated with a dose of 1 Gy before the continual cultivation with VA. Continual cultivation of MOLT-4 cells irradiated by the dose of 1 Gy with VA caused during 14 days after irradiation significant increase of apoptotic cells in comparison to the cells exposed to only one factor. As a conclusion it can be postulated that continual exposure of MOLT-4 cells to VA increases apoptosis and decreases colony-forming capacity of the cells irradiated with small dose of radiation.","['Zaskodova, Darina', 'Rezacova, Martina', 'Vavrova, Jirina', 'Vokurkova, Doris', 'Tichy, Ales']","['Zaskodova D', 'Rezacova M', 'Vavrova J', 'Vokurkova D', 'Tichy A']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,,2007/03/08 09:00,2007/03/29 09:00,['2007/03/08 09:00'],"['2007/03/08 09:00 [pubmed]', '2007/03/29 09:00 [medline]', '2007/03/08 09:00 [entrez]']",ppublish,Ann N Y Acad Sci. 2006 Dec;1091:385-98. doi: 10.1196/annals.1378.082.,"['0 (Histone Deacetylase Inhibitors)', '614OI1Z5WI (Valproic Acid)']",IM,,"['Apoptosis/*drug effects/*radiation effects', 'Cell Line, Tumor', 'Dose-Response Relationship, Radiation', '*Gamma Rays', '*Histone Deacetylase Inhibitors', 'Humans', 'Leukemia, T-Cell/drug therapy/enzymology/*pathology', 'Valproic Acid/*pharmacology']","['1091/1/385 [pii]', '10.1196/annals.1378.082 [doi]']",,"['Department of Medical Biochemistry, Charles University in Prague, Faculty of Medicine in Hradec Kralove, Simkova 870, 500 01 Hradec Kralove, Czech Republic. zaskodovad@lfhk.cuni.cz']",,,,,,,,,,,,,,,,
17341629,NLM,MEDLINE,20070328,20141120,0077-8923 (Print) 0077-8923 (Linking),1091,,2006 Dec,The histone deacetylase inhibitor FK228 distinctly sensitizes the human leukemia cells to retinoic acid-induced differentiation.,368-84,"FK228 (depsipeptide) is a novel histone deacetylase inhibitor (HDACI) that has shown therapeutical efficacy in clinical trials for malignant lymphoma. In this article, we examined in vitro effects of FK228 on human leukemia cell lines, NB4 and HL-60. FK228 alone (0.2-1 ng/mL) inhibited leukemia cell growth in a dose-dependent manner and induced death by apoptosis. FK228 had selective differentiating effects on two cell lines when used for 6 h before induction of granulocytic differentiation by retinoic acid (RA) or in combination with RA. These effects were accompanied by a time- and dose-dependent histone H4 hyper-acetylation or histone H3 dephosphorylation and alterations in DNA binding of NF-kappaB in association with cell death and differentiation. Pifithrin-alpha (PFT), an inhibitor of p53 transcriptional activity, protected only NB4 cells with functional p53 from FK228-induced apoptosis and did not interfere with antiproliferative activity in p53-negative HL-60 cells. In NB4 cells, PFT inhibited p53 binding to the p21 (Waf1/Cip1) promotor and induced DNA binding of NF-kappaB leading to enhanced cell survival. Thus, beneficial effects of FK228 on human promyelocytic leukemia may be exerted through the induction of differentiation or apoptosis via histone modification and selective involvement of transcription factors, such as NF-kappaB and p53.","['Savickiene, Jurate', 'Treigyte, Grazina', 'Borutinskaite, Veronika', 'Navakauskiene, Ruta', 'Magnusson, Karl-Eric']","['Savickiene J', 'Treigyte G', 'Borutinskaite V', 'Navakauskiene R', 'Magnusson KE']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,,2007/03/08 09:00,2007/03/29 09:00,['2007/03/08 09:00'],"['2007/03/08 09:00 [pubmed]', '2007/03/29 09:00 [medline]', '2007/03/08 09:00 [entrez]']",ppublish,Ann N Y Acad Sci. 2006 Dec;1091:368-84. doi: 10.1196/annals.1378.081.,"['0 (Antibiotics, Antineoplastic)', '0 (Depsipeptides)', '0 (Growth Inhibitors)', '0 (Histone Deacetylase Inhibitors)', '5688UTC01R (Tretinoin)', 'CX3T89XQBK (romidepsin)']",IM,,"['Antibiotics, Antineoplastic/*pharmacology', 'Apoptosis/drug effects/physiology', 'Cell Differentiation/*drug effects/physiology', 'Cell Line, Tumor', 'Depsipeptides/*pharmacology', 'Growth Inhibitors/pharmacology/physiology', 'HL-60 Cells', '*Histone Deacetylase Inhibitors', 'Humans', 'Leukemia/drug therapy/metabolism/*pathology', 'Tretinoin/*physiology']","['1091/1/368 [pii]', '10.1196/annals.1378.081 [doi]']",,"['Department of Developmental Biology, Institute of Biochemistry, LT-08662 Vilnius, Lithuania. jurate_savickiene@yahoo.com']",,,,,,,,,,,,,,,,
