PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,CIN,GS,PMC,CON,TT,RF,OTO,OT,IR,FIR,IRAD,SI,EIN,OID,OAB,OABL,GN,EFR
1321214,NLM,MEDLINE,19920818,20060421,0022-1317 (Print) 0022-1317 (Linking),73 ( Pt 7),,1992 Jul,The use of feline herpesvirus and baculovirus as vaccine vectors for the gag and env genes of feline leukaemia virus.,1811-8,The env and gag genes from feline leukaemia virus were expressed in a thymidine kinase-negative feline herpes-virus and a baculovirus. Cats were vaccinated with various combinations of these recombinant viruses and 100% protection against feline leukaemia virus challenge was achieved using an immunization schedule which utilized both env and gag products delivered at both a mucosal and systemic site.,"['Wardley, R C', 'Berlinski, P J', 'Thomsen, D R', 'Meyer, A L', 'Post, L E']","['Wardley RC', 'Berlinski PJ', 'Thomsen DR', 'Meyer AL', 'Post LE']","['Animal Health Therapeutics Research, Upjohn Company, Kalamazoo, Michigan 49001-0199.']",['eng'],['Journal Article'],England,J Gen Virol,The Journal of general virology,0077340,"['0 (Antibodies, Viral)', '0 (Retroviridae Proteins, Oncogenic)', '0 (Viral Vaccines)', '0 (feline leukemia virus vaccine)']",IM,"['Animals', 'Antibodies, Viral/analysis', 'Baculoviridae/*genetics', 'Cats', '*Genes, env', '*Genes, gag', '*Genetic Vectors', 'Herpesviridae/*genetics', 'Leukemia Virus, Feline/genetics/*immunology', '*Recombination, Genetic', '*Retroviridae Proteins, Oncogenic/administration & dosage/immunology', '*Viral Vaccines/administration & dosage/immunology']",1992/07/01 00:00,1992/07/01 00:01,['1992/07/01 00:00'],"['1992/07/01 00:00 [pubmed]', '1992/07/01 00:01 [medline]', '1992/07/01 00:00 [entrez]']",['10.1099/0022-1317-73-7-1811 [doi]'],ppublish,J Gen Virol. 1992 Jul;73 ( Pt 7):1811-8. doi: 10.1099/0022-1317-73-7-1811.,,,"['env', 'gag']",,,,,,,,,,,,,,,,
1321053,NLM,MEDLINE,19920818,20131121,0301-472X (Print) 0301-472X (Linking),20,7,1992 Aug,"Ultrastructural, immunochemical, and cytochemical study of myeloperoxidase in myeloid leukemia HL-60 cells following treatment with succinylacetone, an inhibitor of heme biosynthesis.",916-24,"Myeloperoxidase (MPO) is a heme-containing glycoprotein found in the primary granules (or azurophilic granules) of human polymorphonuclear leukocytes. In the present study, cultured myeloid leukemia HL-60 cells were exposed for 0-72 h to 250 microM 4,6-dioxoheptanoic acid (succinylacetone, SA), a specific inhibitor of heme biosynthesis, and the effects were evaluated using ultrastructural, immunochemical, and cytochemical methods. En bloc peroxidase staining of glutaraldehyde-fixed cells was accomplished with a 30-min exposure to 3,3'-diaminobenzidine (DAB) tetrahydrochloride. Ultrastructural examination revealed that peroxidase reactivity in the endoplasmic reticulum (ER) was relatively unchanged for 8 h and decreased between 12 and 24 h; however, ER lacked DAB-reactive peroxidase at 48-72 h. Peroxidase reactivity in the ER reappeared within 4 h after removal of SA. Seventy-two hours after exposure to SA the number of condensed cytoplasmic granules stained with DAB was significantly decreased, and many of the granules had a ""target"" appearance with a central DAB-reactive dense core. Staining of mitochondria was observed with overnight exposure to DAB and persisted in HL-60 cells treated 72 h with SA. Mitochondrial and nuclear morphology appeared unaltered. Immunostaining of MPO in thin sections of paraformaldehyde/glutaraldehyde-fixed unosmicated HL-60 cells, embedded in Lowicryl K4M, was accomplished with sequential exposure to an affinity-purified monospecific rabbit antibody to HL-60-MPO and protein A conjugated to 5- or 10-nm colloidal gold. Compared to untreated control HL-60 cells, cells exposed to SA for 48 h exhibited comparable to increased immunoreactive MPO in the ER, despite the absence of heme-dependent peroxidase reactivity. The data indicate that SA inhibits formation of enzymatically active MPO and that in the presence of SA, the ER contains a form(s) of MPO that lacks enzymatic reactivity.","['Castaneda, V L', 'Parmley, R T', 'Pinnix, I B', 'Raju, S G', 'Guzman, G S', 'Kinkade, J M Jr']","['Castaneda VL', 'Parmley RT', 'Pinnix IB', 'Raju SG', 'Guzman GS', 'Kinkade JM Jr']","['Department of Pediatrics, University of Texas Health Science Center, San Antonio 78284-7810.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Exp Hematol,Experimental hematology,0402313,"['0 (Heptanoates)', '42VZT0U6YR (Heme)', '51568-18-4 (succinylacetone)', 'EC 1.11.1.7 (Peroxidase)']",IM,"['Heme/antagonists & inhibitors/biosynthesis', 'Heptanoates/*pharmacology', 'Histocytochemistry', 'Humans', 'Immunohistochemistry', 'Leukemia, Myeloid/*enzymology/*pathology', 'Microscopy, Electron', 'Neutrophils/drug effects', 'Peroxidase/*metabolism', 'Tumor Cells, Cultured/ultrastructure']",1992/08/11 19:15,2001/03/28 10:01,['1992/08/11 19:15'],"['1992/08/11 19:15 [pubmed]', '2001/03/28 10:01 [medline]', '1992/08/11 19:15 [entrez]']",,ppublish,Exp Hematol. 1992 Aug;20(7):916-24.,['CA 22294/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,,,,,,
1321052,NLM,MEDLINE,19920818,20081121,0301-472X (Print) 0301-472X (Linking),20,7,1992 Aug,Effects of tumor necrosis factor-alpha on normal feline hematopoietic progenitor cells.,900-3,"The effects of tumor necrosis factor-alpha (TNF-alpha) on feline bone marrow hematopoietic progenitors were evaluated by exposing bone marrow mononuclear cells from specific pathogen-free cats to different concentrations of TNF-alpha (ranging from 50 to 800 pg/ml) for 2 h before plating for clonal assays of colony-forming units. TNF-alpha caused a dose-dependent suppression of feline erythroid colony-forming units (CFU-E) and erythroid burst-forming units (BFU-E), whereas granulocyte-macrophage colony-forming units (CFU-GM) were minimally affected. TNF-alpha concentrations as low as 200 pg/ml significantly inhibited growth of erythroid progenitors. Addition of polyclonal rabbit anti-TNF-alpha antibodies completely neutralized the suppressive effect of TNF-alpha on erythroid progenitors. At higher concentrations of TNF-alpha (800 pg/ml), 35% of CFU-E and 21% of BFU-E still survived, indicating that some erythroid progenitors are not sensitive to a single exposure of TNF-alpha in vitro. These results suggest that TNF-alpha may play a role in regulating hematopoiesis in cats and may be involved in the pathogenesis of erythroid aplasia in cats infected with feline leukemia virus.","['Khan, K N', 'Kociba, G J', 'Wellman, M L', 'Reiter, J A']","['Khan KN', 'Kociba GJ', 'Wellman ML', 'Reiter JA']","['Department of Veterinary Pathobiology, College of Veterinary Medicine, Ohio State University, Columbus 43210.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Exp Hematol,Experimental hematology,0402313,"['0 (Antibodies)', '0 (Tumor Necrosis Factor-alpha)']",IM,"['Animals', 'Antibodies', 'Binding, Competitive', 'Cats', 'Erythrocytes, Abnormal/drug effects', 'Erythroid Precursor Cells/drug effects', 'Granulocytes/cytology', 'Hematopoietic Stem Cells/*drug effects', 'Leukemia Virus, Feline', 'Leukemia, Feline/blood', 'Macrophages/cytology', 'Tumor Necrosis Factor-alpha/immunology/*pharmacology']",1992/08/01 00:00,1992/08/01 00:01,['1992/08/01 00:00'],"['1992/08/01 00:00 [pubmed]', '1992/08/01 00:01 [medline]', '1992/08/01 00:00 [entrez]']",,ppublish,Exp Hematol. 1992 Aug;20(7):900-3.,['DK 41939/DK/NIDDK NIH HHS/United States'],,,,,,,,,,,,,,,,,,
1321051,NLM,MEDLINE,19920818,20131121,0301-472X (Print) 0301-472X (Linking),20,7,1992 Aug,Effects of novel uracil analogs on proliferation and differentiation of human myeloid leukemia cells.,879-85,"Twenty-seven novel nucleobases and nucleosides were synthesized by structural modification of uracil, and their effects on growth and differentiation of human myeloid leukemia HL-60 cells were examined. Some of the compounds inhibited the growth of HL-60 effectively. The nitroblue tetrazolium (NBT)-reducing activities of cells treated with the concentrations of these compounds for 50% inhibition of growth were compared. TI-66 (2,4-dibenzyl-6-fluoro-7,7,8,8-tetramethyl-cis-2,4-diazabicyclo-[4.2.0] octane-3,5-dione) was the most effective inducer of NBT-reducing activity and morphological differentiation of HL-60 cells into cells of the myelomonocytic lineage. TI-66 was also effective for induction of differentiation of another human myelogenous leukemia cell line, ML-1 cells, but not for differentiation of human erythroid leukemia K562 or HEL cells, or monocytic U937 cells. The effect of TI-66 in inducing differentiation of HL-60 cells was additive or more than additive in combination with retinoic acid or vitamin D3. Adenine or hypoxanthine alone induced NBT-reducing activity of the cells, and at suboptimal concentrations these compounds enhanced the effect of TI-66, but the enhanced NBT-reducing activities did not exceed the maximal activity induced by TI-66 alone. Simultaneous treatment of HL-60 cells with hypoxanthine reduced the growth inhibition by TI-66 alone. TI-66 was about 150 times more potent on a molar basis than adenine in inducing differentiation of HL-60 cells. These results suggest that nucleobase analogs such as TI-66 should be useful for differentiation therapy of some types of myelogenous leukemia.","['Makishima, M', 'Honma, Y', 'Hozumi, M', 'Sampi, K', 'Hattori, M', 'Ishikawa, I', 'Ogura, H', 'Motoyoshi, K']","['Makishima M', 'Honma Y', 'Hozumi M', 'Sampi K', 'Hattori M', 'Ishikawa I', 'Ogura H', 'Motoyoshi K']","['Saitama Cancer Center, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Exp Hematol,Experimental hematology,0402313,"['1C6V77QF41 (Cholecalciferol)', '5688UTC01R (Tretinoin)', '56HH86ZVCT (Uracil)']",IM,"['Cell Differentiation/*drug effects', 'Cell Division/*drug effects', 'Cholecalciferol/pharmacology', 'Humans', 'Leukemia, Myeloid/drug therapy/*pathology', 'Tretinoin/pharmacology', 'Tumor Cells, Cultured/drug effects', 'Uracil/*analogs & derivatives/pharmacology']",1992/08/01 00:00,1992/08/01 00:01,['1992/08/01 00:00'],"['1992/08/01 00:00 [pubmed]', '1992/08/01 00:01 [medline]', '1992/08/01 00:00 [entrez]']",,ppublish,Exp Hematol. 1992 Aug;20(7):879-85.,,,,,,,,,,,,,,,,,,,
1321041,NLM,MEDLINE,19920814,20190620,0014-2956 (Print) 0014-2956 (Linking),207,1,1992 Jul 1,Enhanced cell-free transcription of the ribosomal protein L32 gene by the polyoma virus enhancer PEA3 DNA-binding protein.,195-200,"The mouse-ribosomal-protein-L32-gene promoter contains a 12-bp sequence motif within the 5'-upstream region termed the beta element which shows significant similarity with the consensus sequence of the polyoma-virus-enhancer PEA3. A cloned PEA3 DNA-binding protein, expressed in Escherichia coli and purified, activates the expression of the ribosomal-protein-L32 gene in a cell-free system. Moreover, the PEA3 protein participates in the formation of the ribosomal-protein-L32-promoter-preinitiation-transcription complex. The preinitiation complex formed with PEA3 is resistant to competition by oligonucleotides containing the beta element. In addition anti-PEA3 serum interacts with a factor in mouse L1210 nuclear extract that binds to the beta element, causing a supershift in a mobility-shift assay. Our study demonstrates for the first time that the PEA3 protein can transactivate a cellular gene in a cell-free transcription system.","['Yoganathan, T', 'Cowie, A', 'Hassell, J A', 'Sells, B H']","['Yoganathan T', 'Cowie A', 'Hassell JA', 'Sells BH']","['College of Biological Science, University of Guelph, Ontario, Canada.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Eur J Biochem,European journal of biochemistry,0107600,"['0 (Nuclear Proteins)', '0 (Oligodeoxyribonucleotides)', '0 (Recombinant Proteins)', '0 (Ribosomal Proteins)', '0 (Transcription Factors)', '0 (ribosomal protein L32)', '0 (transcription factor PEA3)']",IM,"['Animals', 'Base Sequence', 'Cell Nucleus/*metabolism', 'Cell-Free System', 'Cloning, Molecular', 'Leukemia L1210/metabolism', 'Mice', 'Molecular Sequence Data', 'Nuclear Proteins/metabolism', 'Oligodeoxyribonucleotides', 'Plasmids', 'Polyomavirus/genetics/*metabolism', '*Promoter Regions, Genetic', 'Recombinant Proteins/isolation & purification/metabolism', 'Ribosomal Proteins/*genetics', 'Transcription Factors/genetics/isolation & purification/*metabolism', '*Transcription, Genetic', 'Transcriptional Activation', 'Tumor Cells, Cultured']",1992/07/01 00:00,1992/07/01 00:01,['1992/07/01 00:00'],"['1992/07/01 00:00 [pubmed]', '1992/07/01 00:01 [medline]', '1992/07/01 00:00 [entrez]']",['10.1111/j.1432-1033.1992.tb17037.x [doi]'],ppublish,Eur J Biochem. 1992 Jul 1;207(1):195-200. doi: 10.1111/j.1432-1033.1992.tb17037.x.,,,,,,,,,,,,,,,,,,,
1320955,NLM,MEDLINE,19920820,20210216,0006-4971 (Print) 0006-4971 (Linking),80,2,1992 Jul 15,Molecular monitoring of the myl/retinoic acid receptor-alpha fusion gene in acute promyelocytic leukemia by polymerase chain reaction.,492-7,"The acute promyelocytic leukemia (APL) t(15;17) translocation generates a myl/retinoic acid receptor-alpha (RAR-alpha) chimeric gene that is transcribed as a fusion myl/RAR-alpha messenger RNA. Using primer sets derived from RAR-alpha and myl cDNAs, we were able to amplify the breakpoint sites of the fusion transcripts of all 35 APL RNA samples by reverse polymerase chain reaction (PCR) and nested primer approach of two rounds of amplification. DNA fragments of different size were obtained according to the chromosome 15 breakpoints (intron 3-bcr 3; exon 6-bcr 2; and intron 6-bcr 1). bcr 1 and bcr 3 represent the regions of the myl locus most frequently involved among APL (48.5 and 34.2 of cases, respectively); bcr 3 constitutes 62.5% of cases among M3V as compared with 25.9% of M3 cases. The feasibility of monitoring the APL clone by PCR analysis in five APL patients who received different treatment (chemotherapy, all-trans-retinoic acid or bone marrow transplantation) was evaluated. In five of nine bone marrow samples of patients in complete remission, t(15;17)-positive cells could be detected by PCR analysis. We conclude that PCR amplification of the myl/RAR-alpha junctions represents the easiest and rapid method for diagnosis and monitoring of the APL clone.","['Biondi, A', 'Rambaldi, A', 'Pandolfi, P P', 'Rossi, V', 'Giudici, G', 'Alcalay, M', 'Lo Coco, F', 'Diverio, D', 'Pogliani, E M', 'Lanzi, E M']","['Biondi A', 'Rambaldi A', 'Pandolfi PP', 'Rossi V', 'Giudici G', 'Alcalay M', 'Lo Coco F', 'Diverio D', 'Pogliani EM', 'Lanzi EM', 'et al.']","['Clinica Pediatrica Universita di Milano, Ospedale S. Gerardo, Monza, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (Carrier Proteins)', '0 (DNA, Neoplasm)', '0 (Oligodeoxyribonucleotides)', '0 (Receptors, Retinoic Acid)', '5688UTC01R (Tretinoin)']",IM,"['Adolescent', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols', 'Base Sequence', 'Bone Marrow/pathology', 'Bone Marrow Transplantation', 'Carrier Proteins/*genetics', 'Child', 'Child, Preschool', 'Chromosome Mapping', '*Chromosomes, Human, Pair 15', '*Chromosomes, Human, Pair 17', '*Cloning, Molecular', 'DNA, Neoplasm/genetics', 'Exons', 'Female', 'Follow-Up Studies', 'Humans', 'Introns', 'Leukemia, Promyelocytic, Acute/blood/*genetics/pathology', 'Male', 'Molecular Sequence Data', 'Oligodeoxyribonucleotides', '*Oncogenes', 'Polymerase Chain Reaction/methods', 'Receptors, Retinoic Acid', '*Translocation, Genetic', 'Tretinoin/metabolism']",1992/07/15 00:00,1992/07/15 00:01,['1992/07/15 00:00'],"['1992/07/15 00:00 [pubmed]', '1992/07/15 00:01 [medline]', '1992/07/15 00:00 [entrez]']",['S0006-4971(20)70626-9 [pii]'],ppublish,Blood. 1992 Jul 15;80(2):492-7.,,,"['bcr', 'myl']",,,,,,,,,,,,,,,,
1320892,NLM,MEDLINE,19920818,20180215,1015-2008 (Print) 1015-2008 (Linking),60,3,1992,Survey of neuropeptide gene expression in tumor cell lines.,127-35,"The presence of 3 different neuropeptide mRNAs with a strict cell-specific expression in vivo was investigated in 13 tumor cell lines from neuroendocrine and in 23 tumor cell lines from non-neuroendocrine origin. Northern blots showed no expression of mRNA for vasopressin (VP) in the 36 tested cell lines. Very low oxytocin (OT) mRNA hybridization signals were detected in the rat pituitary tumor cell line GH4C2 and the rat pancreas tumor cell line RIN5. Both the rat pituitary tumor cell line AtT-20 and the human myeloid leukemia cell line K562, contained proopiomelanocortin (POMC) mRNA. The low incidence of VP, OT and POMC gene expression in the tested tumor cell lines was not influenced by treatments inducing differentiation. In contrast, the cholecystokinin (CCK) gene which is widely present in nervous and endocrine systems was abundantly expressed in the human primitive neuroepithelioma cell line SK-N-MC and its clonal derivative SK-N-MC-IX-C. The results indicate that the expression of neuropeptide genes is very rare in tumor cell lines. The lack of expression in undifferentiated cells agrees with the appearance of expression after day 13 of the embryogenesis when maturation of neurons begins.","['Verbeeck, M A', 'Mummery, C L', 'Feijen, A', 'Burbach, J P']","['Verbeeck MA', 'Mummery CL', 'Feijen A', 'Burbach JP']","['Rudolf Magnus Institute, Medical Faculty, University of Utrecht, The Netherlands.']",['eng'],"['Comparative Study', 'Journal Article']",Switzerland,Pathobiology,"Pathobiology : journal of immunopathology, molecular and cellular biology",9007504,"['0 (Neuropeptides)', '0 (RNA, Messenger)', '0 (RNA, Neoplasm)', '11000-17-2 (Vasopressins)', '50-56-6 (Oxytocin)', '66796-54-1 (Pro-Opiomelanocortin)', '9011-97-6 (Cholecystokinin)']",IM,"['Animals', 'Blotting, Northern', 'Cell Differentiation/drug effects', 'Cholecystokinin/biosynthesis/genetics', '*Gene Expression Regulation, Neoplastic/drug effects', 'Humans', 'Mice', 'Neoplasms/genetics/metabolism/pathology', 'Neoplasms, Experimental/genetics/metabolism/pathology', 'Neoplasms, Nerve Tissue/genetics/metabolism/pathology', 'Neuropeptides/*biosynthesis/genetics', 'Oxytocin/biosynthesis/genetics', 'Paraneoplastic Endocrine Syndromes/*genetics', 'Pro-Opiomelanocortin/biosynthesis/genetics', 'RNA, Messenger/analysis', 'RNA, Neoplasm/analysis', 'Rats', 'Swine', 'Tumor Cells, Cultured/drug effects/*metabolism', 'Vasopressins/biosynthesis/genetics']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",['10.1159/000163711 [doi]'],ppublish,Pathobiology. 1992;60(3):127-35. doi: 10.1159/000163711.,,,,,,,,,,,,,,,,,,,
1320890,NLM,MEDLINE,19920818,20191021,0167-5699 (Print) 0167-5699 (Linking),13,6,1992 Jun,Protein-tyrosine phosphorylation: an essential component of Fc epsilon RI signaling.,195-7,Mast cell and basophil activation can be achieved by antigen-mediated aggregation of cell surface Fc epsilon RI molecules. At least two signaling pathways are triggered by this activation. Both involve tyrosine phosphorylation. This aspect of Fc epsilon RI signaling is examined here in detail and its position in a complex network of post-binding events assessed.,"['Benhamou, M', 'Siraganian, R P']","['Benhamou M', 'Siraganian RP']","['Laboratory of Immunology, National Institute of Dental Research, National Institutes of Health, Bethesda, MD 20892.']",['eng'],"['Journal Article', 'Review']",England,Immunol Today,Immunology today,8008346,"['0 (Antigens, Differentiation, B-Lymphocyte)', '0 (Proteins)', '0 (Receptors, Fc)', '0 (Receptors, IgE)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 3.1.3.16 (Phosphoprotein Phosphatases)', 'EC 3.1.4.- (Type C Phospholipases)']",IM,"['Animals', 'Antigens, Differentiation, B-Lymphocyte/*metabolism', 'Basophils/metabolism', 'Leukemia, Basophilic, Acute/metabolism/pathology', 'Mast Cells/metabolism', 'Phosphoprotein Phosphatases/metabolism', 'Phosphorylation', '*Protein Processing, Post-Translational', 'Protein-Tyrosine Kinases/*metabolism', 'Proteins/metabolism', 'Rats', 'Receptors, Fc/*metabolism', 'Receptors, IgE', '*Signal Transduction', 'Type C Phospholipases/metabolism']",1992/06/01 00:00,1992/06/01 00:01,['1992/06/01 00:00'],"['1992/06/01 00:00 [pubmed]', '1992/06/01 00:01 [medline]', '1992/06/01 00:00 [entrez]']","['0167-5699(92)90152-W [pii]', '10.1016/0167-5699(92)90152-w [doi]']",ppublish,Immunol Today. 1992 Jun;13(6):195-7. doi: 10.1016/0167-5699(92)90152-w.,,,,,,,16,,,,,,,,,,,,
1320842,NLM,MEDLINE,19920813,20190616,0077-8923 (Print) 0077-8923 (Linking),653,,1992 Jun 16,"The microepidemiology of wasting syndrome, a common link to diarrheal disease, cancer, rabies, animal models of AIDS, and HIV-AIDS YHAIDS). The feline leukemia virus and rabies virus models.",274-96,"Infant cats were inoculated intracranially with rabies or feline leukemia viruses in an experimental study of wasting syndrome. The daily pre- and postinoculation body weights were recorded until kittens were moribund. Affected animals in both groups manifested growth failure or wasting syndrome. Immunodepression, manifested by a conspicuous depletion of thymic cortex, the thymus dependent areas of the spleen, and growth hormone producing-alpha adenopituicytes was significantly (p less than 0.01) related to the wasting status of the animals. The ability of pituitary glands from these animals to produce growth hormone was studied by in situ immunoperoxidase staining and showed a significant (p less than 0.01) difference between healthy and wasted animals. Rabies and feline leukemia viruses were each found responsible for the low immunoreactivity of growth hormone producing alpha adenopituicytes. Because the hypothalamus and the hypophysis were both found infected, it was concluded that regardless of the triggering agent in primary wasting, the hypothalamic-hypophyseal-thymic axis was always involved through a decrease in growth hormone production.","['Tshikuka, J G', 'Torres-Anjel, M J', 'Blenden, D C', 'Elliott, S C']","['Tshikuka JG', 'Torres-Anjel MJ', 'Blenden DC', 'Elliott SC']","['College of Veterinary Medicine, University of Missouri, Columbia.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,['9002-72-6 (Growth Hormone)'],IM,"['Analysis of Variance', 'Animals', 'Cats', '*Disease Models, Animal', 'Emaciation/etiology/*physiopathology', 'Feline Acquired Immunodeficiency Syndrome/*physiopathology', 'Growth Hormone/metabolism', 'Hypothalamo-Hypophyseal System/physiopathology', 'Immune Tolerance', 'Leukemia Virus, Feline/*physiology', 'Rabies/*physiopathology', 'Rabies virus/*physiology', 'Regression Analysis', 'Syndrome', 'Thymus Gland/physiopathology']",1992/06/16 00:00,1992/06/16 00:01,['1992/06/16 00:00'],"['1992/06/16 00:00 [pubmed]', '1992/06/16 00:01 [medline]', '1992/06/16 00:00 [entrez]']",['10.1111/j.1749-6632.1992.tb19656.x [doi]'],ppublish,Ann N Y Acad Sci. 1992 Jun 16;653:274-96. doi: 10.1111/j.1749-6632.1992.tb19656.x.,,,,,,,,,,,,,,,,,,,
1320804,NLM,MEDLINE,19920811,20190626,0002-9343 (Print) 0002-9343 (Linking),93,1,1992 Jul,Second malignancies in very-long-term survivors of childhood cancer.,57-60,"PURPOSE: Although most second malignancies are treatment related, their occurrence also may be due to an underlying systemic disease or chromosomal abnormalities shared by multiple organs in which they are tumorigenic. We attempted to identify unusual tumor pairs that might provide a clue to shared genetic etiologies. PATIENTS AND METHODS: Medical records and tumor registry correspondence of 1,743 patients (0 to 18 years at diagnosis) were reviewed. For those said to have a second malignancy, biopsy and autopsy records and slides were reviewed to confirm initial and secondary diagnoses. RESULTS: Two hundred fifty-eight patients had follow-up of at least 10 years and 157 of at least 20 years. Second malignancies were identified in 14 patients. The estimated cumulative incidence of a second cancer was approximately 1% within 10 years. At 20 years after diagnosis, the actuarial estimate was 3%. Although most second cancers were likely treatment related, several tumor pairs could not clearly be explained on that basis, including thyroid carcinoma followed by an ovarian sarcoma, and acute lymphoblastic leukemia associated with renal leiomyosarcoma. Based on one case in this series and a review of the literature, associations between Wilms' tumor, abdominal radiation, and adenocarcinoma of the colon and hepatocellular carcinoma are suggested. CONCLUSIONS: We conclude that continued surveillance of very-long-term survivors of childhood cancer, which is usually accomplished by internists, family practitioners, and adult oncologists, may be one approach to defining the life-time incidence of second malignancies. In addition, although the yield is likely to be small, descriptions of unexpected tumor pairs may target families for studies of pleiotropic genetic abnormalities.","['Blatt, J', 'Olshan, A', 'Gula, M J', 'Dickman, P S', 'Zaranek, B']","['Blatt J', 'Olshan A', 'Gula MJ', 'Dickman PS', 'Zaranek B']","[""Department of Pediatrics, Children's Hospital of Pittsburgh, Pennsylvania 15213.""]",['eng'],['Journal Article'],United States,Am J Med,The American journal of medicine,0267200,,IM,"['Adolescent', 'Brain Neoplasms/pathology', 'Child', 'Child, Preschool', 'Cohort Studies', 'Follow-Up Studies', 'Humans', 'Incidence', 'Infant', 'Neoplasms, Second Primary/*epidemiology', 'Neuroblastoma/pathology', 'Pennsylvania/epidemiology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/pathology', 'Registries', 'Survival Rate', 'Time Factors', 'Wilms Tumor/pathology']",1992/07/01 00:00,1992/07/01 00:01,['1992/07/01 00:00'],"['1992/07/01 00:00 [pubmed]', '1992/07/01 00:01 [medline]', '1992/07/01 00:00 [entrez]']","['0002-9343(92)90680-A [pii]', '10.1016/0002-9343(92)90680-a [doi]']",ppublish,Am J Med. 1992 Jul;93(1):57-60. doi: 10.1016/0002-9343(92)90680-a.,,,,,,,,,,,,,,,,,,,
1320785,NLM,MEDLINE,19920811,20190827,0378-1135 (Print) 0378-1135 (Linking),31,2-3,1992 Jun 1,Seroprevalence of bovine immunodeficiency-like virus and bovine leukemia virus in a dairy cattle herd.,109-16,"To determine the prevalence of single vs. dual infection with bovine immunodeficiency virus (BIV) and bovine leukemia virus (BLV), sera (n = 95) from a dairy cattle herd were analyzed for anti-BIV and anti-BLV antibodies by an enzyme linked immunosorbent assay. Twenty-one percent (20/95) of samples were BIV-seropositive, while 52% (49/95) of the same samples were BLV-seropositive. A significantly greater percentage of BIV-seronegative samples were BLV-seropositive, 57% (43/75), than were BIV-seropositive samples, 30% (6/20). There was no significant correlation between data ranked from least to greatest amount of anti-viral antibody. Five cattle had persistent lymphocytosis (PL); all five were BLV-seropositive and two were BIV-positive. The mean anti-BLV titer was significantly greater in PL cattle, as compared at non-PL cattle, whereas there was no significant difference between the mean anti-BIV titer in PL cattle, as compared with non-PL cattle. These results provide additional information on the seroprevalence of naturally occurring BIV infection, and indicate that BIV can exist independent of other common infectious agents, such as BLV. Further, the results suggest that infection with BIV is not associated with an increased rate of infection with other infectious agents such as BLV.","['Cockerell, G L', 'Jensen, W A', 'Rovnak, J', 'Ennis, W H', 'Gonda, M A']","['Cockerell GL', 'Jensen WA', 'Rovnak J', 'Ennis WH', 'Gonda MA']","['Department of Pathology, Colorado State University, Fort Collins 80523.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Vet Microbiol,Veterinary microbiology,7705469,"['0 (Antibodies, Viral)']",IM,"['Animals', 'Antibodies, Viral/blood', 'Cattle', 'Cattle Diseases/*epidemiology', 'Enzootic Bovine Leukosis/*epidemiology', 'Enzyme-Linked Immunosorbent Assay', 'Immunodeficiency Virus, Bovine/*immunology', 'Lentivirus Infections/epidemiology/*veterinary', 'Leukemia Virus, Bovine/*immunology', 'Prevalence']",1992/06/01 00:00,1992/06/01 00:01,['1992/06/01 00:00'],"['1992/06/01 00:00 [pubmed]', '1992/06/01 00:01 [medline]', '1992/06/01 00:00 [entrez]']","['0378-1135(92)90069-6 [pii]', '10.1016/0378-1135(92)90069-6 [doi]']",ppublish,Vet Microbiol. 1992 Jun 1;31(2-3):109-16. doi: 10.1016/0378-1135(92)90069-6.,"['CA43728/CA/NCI NIH HHS/United States', 'N01-CO-74102/CO/NCI NIH HHS/United States']",,,,,,,,,,,,,,,,,,
