PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,SI,RF,PMC,CIN,TT,CON,OID,OTO,OT,GN,GS,EIN,CN,PS,FPS,OAB,OABL
8470039,NLM,MEDLINE,19930513,20071115,0036-4355 (Print) 0036-4355 (Linking),38,1,1993 Feb,[Richter syndrome with exclusively cutaneous involvement].,67-9,,"['Jimenez, C', 'Ribera, J M', 'Junca, J', 'Milla, F', 'Vaquero, M', 'Feliu, E']","['Jimenez C', 'Ribera JM', 'Junca J', 'Milla F', 'Vaquero M', 'Feliu E']",,['spa'],,"['Case Reports', 'Letter']",Spain,Sangre (Barc),Sangre,0404373,,IM,"['Aged', 'Female', 'Humans', '*Leukemia, Lymphocytic, Chronic, B-Cell', '*Lymphoma, Large B-Cell, Diffuse/pathology', '*Neoplasms, Multiple Primary', '*Skin Neoplasms/pathology', 'Syndrome', 'Waldenstrom Macroglobulinemia']",1993/02/01 00:00,1993/02/01 00:01,['1993/02/01 00:00'],"['1993/02/01 00:00 [pubmed]', '1993/02/01 00:01 [medline]', '1993/02/01 00:00 [entrez]']",,ppublish,Sangre (Barc). 1993 Feb;38(1):67-9.,,,,,Sindrome de Richter con afeccion exclusivamente cutanea.,,,,,,,,,,,,
8470033,NLM,MEDLINE,19930513,20071115,0036-4355 (Print) 0036-4355 (Linking),38,1,1993 Feb,[Treatment of acute lymphoid leukemia (ALL) in the child].,25-30,"PURPOSE: To analyse the results of the therapy administered to children with ALL in Cuba. PATIENTS AND METHODS: Four-hundred and twenty-five children (aged below 15 years), diagnosed of ALL in 8 different Cuban hospitals between 1973 and 1991, were evaluated. Five different therapeutic regimes were used: three ""classic"" GLATHEM protocols in the first period (1973-1981) and two intensive BFM-like protocols in the second period (1982-1991). The Kaplan-Meier method was applied for survival analysis, and the differences were evaluated by the log-rank and Mantel-Cox methods. RESULTS: Two-hundred and sixty-five patients were included in the first period, 81 with low-risk disease, 133 with standard risk and 51 with poor-risk leukaemia. The second period comprised 160 cases, 50 of low-risk, 83 with standard risk and 27 with poor-risk leukaemia. The disease-free survival probability at 60 months was 35% for the first group and 55% for the second (p < 0.0001). The 60-month survival (SV) as a whole was 45% for the ""classic"" treatments and 60% for the BFM-like protocols (p < 0.01). The disease-free survival (DFS) probability for each prognostic group was as follows: 50% for low-risk, 43% for standard risk, and 25% for poor-risk (p < 0.001) and the probability of survival as a whole was, respectively, 65%, 49% and 28% (p < 0.001). as for this compilation, 172 patients were out of any treatment for periods ranging between 14 and 168 months. CONCLUSIONS: 1) The percentage of remissions was similar for both groups of treatments. 2) The results attained with BFM-like protocols were better than those of the ""classic"" therapy with regard to the SV and DFS differences. 3) Significant differences can be appreciated between good- and poor-prognosis groups for both types of treatment.","['Svarch, E', 'Gonzalez, A', 'Vergara, B', 'Campos, M', 'Mendez, J', 'Fernandez, O', 'Cruz, E', 'Fernandez, R', 'Alert, J', 'Roque, M C']","['Svarch E', 'Gonzalez A', 'Vergara B', 'Campos M', 'Mendez J', 'Fernandez O', 'Cruz E', 'Fernandez R', 'Alert J', 'Roque MC', 'et al.']","['Instituto de Hematologia e Inmunologia, La Habana, Cuba.']",['spa'],,"['Comparative Study', 'English Abstract', 'Journal Article']",Spain,Sangre (Barc),Sangre,0404373,,IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Child', 'Child, Preschool', 'Cuba', 'Female', 'Humans', 'Infant', 'Life Tables', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy', 'Remission Induction', 'Survival Analysis', 'Treatment Outcome']",1993/02/01 00:00,1993/02/01 00:01,['1993/02/01 00:00'],"['1993/02/01 00:00 [pubmed]', '1993/02/01 00:01 [medline]', '1993/02/01 00:00 [entrez]']",,ppublish,Sangre (Barc). 1993 Feb;38(1):25-30.,,,,,Tratamiento de la leucemia linfoide aguda (LLA) en el nino.,,,,,,,,,,,,
8470031,NLM,MEDLINE,19930513,20071115,0036-4355 (Print) 0036-4355 (Linking),38,1,1993 Feb,[Allogeneic bone marrow transplantation in children with acute lymphoblastic leukemia].,13-6,"PURPOSE: Long disease-free survival can be achieved with chemotherapy in over 50% of children with acute lymphoblastic leukaemia (ALL). However, those children suffering relapse or presenting with poor-risk features at diagnosis have scarce possibility of doing well with conventional chemotherapy. Bone marrow transplantation (BMT) is a good choice in such cases. MATERIAL AND METHODS: Between July 1985 and January 1992, twenty-four children with ALL underwent BMT in the Service of Pediatrics of the Hospital Ramon y Cajal. In seven patient with poor-risk criteria at diagnosis BMT was performed in the first complete remission (CR) and in seventeen cases it was performed after the second CR. The conditioning for transplantation consisted of cyclophosphamide plus total body irradiation in 21 patients and cyclophosphamide plus busulphan in 3 others. RESULTS: Fifteen patients persist in CR with post-transplant follow-up of 3 to 73 months (median, 31 months). Five patients died due to complications of the transplantation techniques, and four others died upon leukaemic relapse. The probability of disease-free survival for all cases is 61%, a plateau being reached at 13 months (83% and 52% for BMT in first or second CR, respectively). CONCLUSIONS: These findings confirm the efficacy of BMT in the treatment of children with ALL in second CR, or in first CR when there are very poor risk criteria at diagnosis.","['Maldonado, M S', 'Otheo de Tejada, E', 'Munoz Villa, A', 'Garcia Larana, J']","['Maldonado MS', 'Otheo de Tejada E', 'Munoz Villa A', 'Garcia Larana J']","['Servicio de Pediatria, Hospital Ramon y Cajal, Madrid.']",['spa'],,"['English Abstract', 'Journal Article']",Spain,Sangre (Barc),Sangre,0404373,,IM,"['Adolescent', '*Bone Marrow Transplantation/mortality', 'Child', 'Child, Preschool', 'Combined Modality Therapy', 'Female', 'Humans', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*therapy', 'Prognosis', 'Survival Rate', 'Transplantation, Homologous', 'Treatment Outcome']",1993/02/01 00:00,1993/02/01 00:01,['1993/02/01 00:00'],"['1993/02/01 00:00 [pubmed]', '1993/02/01 00:01 [medline]', '1993/02/01 00:00 [entrez]']",,ppublish,Sangre (Barc). 1993 Feb;38(1):13-6.,,,,,Trasplante de medula osea alogenico en ninos con leucemia linfoblastica aguda.,,,,,,,,,,,,
8470030,NLM,MEDLINE,19930513,20071115,0036-4355 (Print) 0036-4355 (Linking),38,1,1993 Feb,"[Epidemiological data on chronic myeloid leukemia in Asturias, 1972-1986].",1-4,"PURPOSE: To evaluate the incidence of CML in Asturias during the period 1972-1986, studying the variations in relation to age, sex and geographical zone. MATERIAL AND METHODS: Information relating to the date of diagnosis, name, age, sex and home address of the 108 cases (65 men and 43 women) diagnosed CML during the period 1972-1986 according to conventional criteria was collected from the hospital records of the region. For the calculations, SADEI demographic data were taken as a reference, comparing the incidence between sexes and geographical zones by means of the CHI2. RESULTS: A rate of incidence of 0.64/100,000 inhabitants/year was obtained, this being 0.8 in men and 0.5 in women (p < 0.05). The rate of incidence increased progressively with age until the 45-59 age group when it was maximum. There were no differences between the three main centres of population Gijon (0.53), Oviedo (0.55) and Aviles (0.69) nor the latter with the rest of the zones in Asturias; nor was three either any difference between coastal towns (0.56) and those of the interior (0.71) (p = NS). CONCLUSIONS: Limited incidence of CML in Asturias without significant differences in its geographical distribution within the region. The incidence, which was higher among males, increased progressively with age until reaching maximum importance in the 45-59 age group.","['Jonte, F', 'Rayon, C', 'Medina, J', 'Garcia Gala, J', 'Garcia Jalon, A', 'Fanjul, E', 'Morante, C', 'Fresno, M', 'Coma, A', 'Arribas, M']","['Jonte F', 'Rayon C', 'Medina J', 'Garcia Gala J', 'Garcia Jalon A', 'Fanjul E', 'Morante C', 'Fresno M', 'Coma A', 'Arribas M']","['Servicio de Hematologia, Hospital Central de Asturias, Oviedo.']",['spa'],,"['English Abstract', 'Journal Article']",Spain,Sangre (Barc),Sangre,0404373,,IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Incidence', 'Infant', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*epidemiology', 'Male', 'Middle Aged', 'Sex Factors', 'Spain/epidemiology']",1993/02/01 00:00,1993/02/01 00:01,['1993/02/01 00:00'],"['1993/02/01 00:00 [pubmed]', '1993/02/01 00:01 [medline]', '1993/02/01 00:00 [entrez]']",,ppublish,Sangre (Barc). 1993 Feb;38(1):1-4.,,,,,Datos epidemiologicos de la leucemia mieloide cronica en Asturias durante el periodo 1972-1986.,,,,,,,,,,,,
8469665,NLM,MEDLINE,19930512,20161209,0755-4982 (Print) 0755-4982 (Linking),22,1,1993 Jan 2-16,[Sclerodermatous cutaneous reaction of graft vs host disease treated with thalidomide].,37,,"['Pedailles, S', 'Troussard, X', 'Launay, V', 'Bazin, A', 'Sentias, C', 'Surbled, M']","['Pedailles S', 'Troussard X', 'Launay V', 'Bazin A', 'Sentias C', 'Surbled M']",,['fre'],,"['Case Reports', 'Letter']",France,Presse Med,"Presse medicale (Paris, France : 1983)",8302490,['4Z8R6ORS6L (Thalidomide)'],IM,"['Adult', 'Bone Marrow Transplantation/*adverse effects', 'Chronic Disease', 'Graft vs Host Disease/*drug therapy/etiology', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*surgery', 'Male', 'Scleroderma, Localized/*drug therapy/etiology', 'Thalidomide/*therapeutic use']",1993/01/02 00:00,1993/01/02 00:01,['1993/01/02 00:00'],"['1993/01/02 00:00 [pubmed]', '1993/01/02 00:01 [medline]', '1993/01/02 00:00 [entrez]']",,ppublish,Presse Med. 1993 Jan 2-16;22(1):37.,,,,,Reaction cutanee sclerodermiforme du greffon contre l'hote traitee par thalidomide.,,,,,,,,,,,,
8469555,NLM,MEDLINE,19930511,20190712,0030-4220 (Print) 0030-4220 (Linking),75,3,1993 Mar,Postextraction osteomyelitis in a bone marrow transplant recipient.,391-6,"This report describes a case of mandibular osteomyelitis after a dental extraction in a patient who subsequently underwent bone marrow transplantation (BMT) for lymphoblastic lymphoma. Surgical guidelines consistent with National Cancer Institute recommendations were followed for the extraction, which was performed before initiation of the myelosuppressive conditioning regimen. However, moderate tenderness developed at the extraction site beginning 10 days after marrow infusion. On day 26 the patient became febrile and blood culture-positive for Staphylococcus epidermidis. Radiographs exposed on day 28 demonstrated changes consistent with low-grade osteomyelitis, including diffuse loss of lamina dura and an irregular osseous rarefaction extending 1 cm posterior to the extraction site. Although the indwelling Hickman catheter was the presumed source for bacteremia, clinical and radiographic data led to consideration of mandibular osteomyelitis as an alternative cause. Characteristics of this infection in BMT recipients are reviewed. Recommendations for dental extractions and prophylactic antibiotic regimens for catheterized BMT recipients are also discussed. Although mandibular osteomyelitic lesions are not common in profoundly immunosuppressed BMT recipients, prompt recognition and treatment are essential when the disease occurs.","['Barasch, A', 'Mosier, K M', ""D'Ambrosio, J A"", 'Giniger, M S', 'Ascensao, J', 'Peterson, D E']","['Barasch A', 'Mosier KM', ""D'Ambrosio JA"", 'Giniger MS', 'Ascensao J', 'Peterson DE']","['Department of Oral Diagnosis, School of Dental Medicine, University of Connecticut Health Center, Farmington.']",['eng'],,"['Case Reports', 'Journal Article']",United States,Oral Surg Oral Med Oral Pathol,"Oral surgery, oral medicine, and oral pathology",0376406,['0 (Anti-Bacterial Agents)'],IM,"['Adult', 'Anti-Bacterial Agents/therapeutic use', 'Bone Marrow Transplantation/*adverse effects', '*Dental Care for Disabled', 'Humans', 'Immunocompromised Host', 'Male', 'Mandibular Diseases/*etiology', 'Osteomyelitis/*etiology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/therapy', 'Premedication', 'Staphylococcal Infections/etiology/prevention & control', 'Staphylococcus epidermidis', 'Tooth Extraction/*adverse effects']",1993/03/01 00:00,1993/03/01 00:01,['1993/03/01 00:00'],"['1993/03/01 00:00 [pubmed]', '1993/03/01 00:01 [medline]', '1993/03/01 00:00 [entrez]']",['10.1016/0030-4220(93)90157-y [doi]'],ppublish,Oral Surg Oral Med Oral Pathol. 1993 Mar;75(3):391-6. doi: 10.1016/0030-4220(93)90157-y.,,,,,,,,,,,,,,,,,
8469299,NLM,MEDLINE,19930513,20061115,0028-2162 (Print) 0028-2162 (Linking),137,13,1993 Mar 27,[Case control study of the relationship between local environmental factors and hematopoietic malignancies in young subjects in Aalsmeer].,663-7,"In Aalsmeer, a horticultural community near the main international airport in the Netherlands, an incidence of haematopoietic malignancies in young people over four times the national mean was observed in the period 1980-1985. A population based case-control study investigated the association with local environmental factors. For each case younger than 40 years of age (n = 14), diagnosed between 1975 and 1989, four controls, matched for age and gender, were selected via local general practitioners. All parents of patients and controls completed a questionnaire on their life style, living conditions and health for several years preceding each individual diagnosis. Odds ratios (ORs) were calculated, matched and--if necessary--stratified for neighbourhood. Increased ORs were recorded for intensive use of petroleum products and pesticides, by the patients themselves and their fathers (OR petroleum products: 8.0, resp. 9.0; OR pesticides: 6.0, resp. 3.2). Most of these increases were statistically significant. Swimming in a local pond was also significantly associated with the disease (OR = 5.3); in the seventies this pond had been polluted by accidents with petroleum products and pesticides. contributed to the increase of the disease: ORs for several indirect exposure parameters were all above 2. It can be concluded that the increased incidence of childhood haematopoietic malignancies in Aalsmeer may have been associated with several specific local environmental factors. However, interpretation of the results should take into account that confidence intervals were wide, due to the necessarily limited number of cases.","['Mulder, Y M', 'Drijver, M', 'Kreis, I A']","['Mulder YM', 'Drijver M', 'Kreis IA']","['GGD Noord-Kennemerland, Alkmaar.']",['dut'],,"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Ned Tijdschr Geneeskd,Nederlands tijdschrift voor geneeskunde,0400770,"['0 (Air Pollutants)', '0 (Environmental Pollutants)', '0 (Pesticides)']",IM,"['Adult', 'Agriculture', 'Air Pollutants/toxicity', 'Case-Control Studies', 'Child', 'Environmental Pollutants/*toxicity', 'Female', 'Humans', 'Leukemia/*chemically induced/epidemiology', 'Lymphoma/*chemically induced/epidemiology', 'Male', 'Netherlands/epidemiology', 'Pesticides/toxicity']",1993/03/27 00:00,1993/03/27 00:01,['1993/03/27 00:00'],"['1993/03/27 00:00 [pubmed]', '1993/03/27 00:01 [medline]', '1993/03/27 00:00 [entrez]']",,ppublish,Ned Tijdschr Geneeskd. 1993 Mar 27;137(13):663-7.,,,,,Patient-controle-onderzoek naar het verband tussen lokale milieufactoren en hematopoetische maligniteiten bij jongeren in Aalsmeer.,,,,,,,"['Ned Tijdschr Geneeskd 1993 Apr 24;137(17):888', 'Ned Tijdschr Geneeskd 1993 Dec 25;137(52):2744']",,,,,
8469283,NLM,MEDLINE,19930511,20061115,0028-0836 (Print) 0028-0836 (Linking),362,6422,1993 Apr 22,Erythroid transcription factor NF-E2 is a haematopoietic-specific basic-leucine zipper protein.,722-8,Expression of globin genes in developing erythroid cells is controlled by upstream locus control regions. Activity of these regions in vivo requires an erythroid-specific nuclear factor (NF-E2) that binds AP-1-like recognition sites. Its tissue-specific component (p45 NF-E2) has been characterized by complementary DNA cloning as a new basic region-leucine zipper protein which dimerizes with a ubiquitous partner to form native NF-E2.,"['Andrews, N C', 'Erdjument-Bromage, H', 'Davidson, M B', 'Tempst, P', 'Orkin, S H']","['Andrews NC', 'Erdjument-Bromage H', 'Davidson MB', 'Tempst P', 'Orkin SH']","[""Children's Hospital, Dana-Farber Cancer Institute, Department of Pediatrics, Harvard Medical School, Boston, Massachusetts 02115.""]",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Nature,Nature,0410462,"['0 (DNA-Binding Proteins)', '0 (Erythroid-Specific DNA-Binding Factors)', '0 (NF-E2 Transcription Factor)', '0 (NF-E2 Transcription Factor, p45 Subunit)', '0 (Nfe2 protein, mouse)', '0 (Peptides)', '0 (Transcription Factors)', '9004-22-2 (Globins)', '9007-49-2 (DNA)']",IM,"['Amino Acid Sequence', 'Animals', 'Base Sequence', 'Binding Sites', 'Cell Line', 'Cloning, Molecular', 'Consensus Sequence', 'DNA/metabolism', 'DNA-Binding Proteins/*chemistry/genetics/metabolism', 'Erythrocytes/cytology/*metabolism', 'Erythroid-Specific DNA-Binding Factors', 'Globins/genetics', '*Hematopoiesis', '*Leucine Zippers/genetics', 'Leukemia, Erythroblastic, Acute', 'Mice', 'Molecular Sequence Data', 'Mutation', 'NF-E2 Transcription Factor', 'NF-E2 Transcription Factor, p45 Subunit', 'Peptides/genetics/metabolism', 'Transcription Factors/*chemistry/genetics/metabolism', 'Transfection', 'Tumor Cells, Cultured', '*Zinc Fingers/genetics']",1993/04/22 00:00,1993/04/22 00:01,['1993/04/22 00:00'],"['1993/04/22 00:00 [pubmed]', '1993/04/22 00:01 [medline]', '1993/04/22 00:00 [entrez]']",['10.1038/362722a0 [doi]'],ppublish,Nature. 1993 Apr 22;362(6422):722-8. doi: 10.1038/362722a0.,['GENBANK/L09600'],,,,,,,,,,,,,,,,
8469222,NLM,MEDLINE,19930510,20190904,0098-1532 (Print) 0098-1532 (Linking),21,4,1993,Langerhans cell histiocytosis and acute leukemia: unusual association in two cases.,271-3,"Langerhans cell histiocytosis (LCH) is a non-malignant disorder, whether localized or disseminated, and usually has a favourable prognosis. A possible relationship between LCH and neoplastic diseases has not been assessed up to now even if a few cases have been recorded. We report two new cases of acute leukemia in children with LCH. The first child had acute lymphoblastic leukemia after untreated LCH; the second developed acute promyelocytic leukemia after LCH treated with vinblastine and etoposide. To our knowledge, this is the first case of secondary leukemia after exposure to an epipodophyllotoxin derivative in a child with benign disease. Cooperative studies of large numbers of LCH patients are needed to evaluate a possible association between LCH and acute leukemia, and to identify common risk factors or predisposing agents if such be present.","['Arico, M', 'Comelli, A', 'Bossi, G', 'Raiteri, E', 'Piombo, M', 'Egeler, R M']","['Arico M', 'Comelli A', 'Bossi G', 'Raiteri E', 'Piombo M', 'Egeler RM']","['Department of Pediatrics, University of Pavia, IRCCS Policlinico S. Matteo, Italy.']",['eng'],,"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,"['04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '5V9KLZ54CY (Vinblastine)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', '9PHQ9Y1OLM (Prednisolone)', 'EC 3.5.1.1 (Asparaginase)', 'GIMEMA LAL 0288 protocol']",IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Asparaginase/therapeutic use', 'Child', 'Child, Preschool', 'Cyclophosphamide/therapeutic use', 'Cytarabine/therapeutic use', 'Doxorubicin/therapeutic use', 'Female', 'Histiocytosis, Langerhans-Cell/*complications/drug therapy', 'Humans', 'Leukemia, Promyelocytic, Acute/drug therapy/*etiology', 'Leukemia-Lymphoma, Adult T-Cell/drug therapy/*etiology', 'Male', 'Prednisolone/therapeutic use', 'Vinblastine/therapeutic use', 'Vincristine/therapeutic use']",1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",['10.1002/mpo.2950210407 [doi]'],ppublish,Med Pediatr Oncol. 1993;21(4):271-3. doi: 10.1002/mpo.2950210407.,,,,,,,,,,,,,,,,,
8469219,NLM,MEDLINE,19930510,20190904,0098-1532 (Print) 0098-1532 (Linking),21,4,1993,"Leukemic blasts with markers of four cell lineages in Down's syndrome (""megakaryoblastic leukemia"").",254-8,"Among 16 patients with Down's syndrome (DS) and acute leukemia admitted to our department during a ten year period, 6 were diagnosed as acute megakaryoblastic leukemia (AMkL). The diagnosis was based on clinical and hematologic criteria, confirmed in three patients with the use of monoclonal antibodies (MoAb) specific for megakaryocytic antigens. In these three, and in a fourth patient, the leukemic blasts were positive for other myeloid, lymphoid and erythroid markers in MoAb testing. We suggest that AMkL in DS is a mixed lineage leukemia with blasts presenting a variety of cell surface antigens, indicating origin from an early progenitor cell with the capability of megakaryocytic differentiation. Of the 6 patients with AMkL, 4 treated with standard AML protocols are in complete continuing remission (CCR) with observation periods from 57+ to 148+ months.","['Slordahl, S H', 'Smeland, E B', 'Holte, H', 'Gronn, M', 'Lie, S O', 'Seip, M']","['Slordahl SH', 'Smeland EB', 'Holte H', 'Gronn M', 'Lie SO', 'Seip M']","['Department of Pediatrics, National Hospital, University of Oslo, Norway.']",['eng'],,['Journal Article'],United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,"['0 (Antibodies, Monoclonal)', '0 (Antigens, CD)', '0 (Biomarkers, Tumor)', '04079A1RDZ (Cytarabine)', '80168379AG (Doxorubicin)']",IM,"['Adolescent', 'Adult', 'Antibodies, Monoclonal', 'Antigens, CD/analysis', '*Biomarkers, Tumor', 'Cytarabine/therapeutic use', 'Down Syndrome/*complications', 'Doxorubicin/therapeutic use', 'Female', 'Humans', 'Immunophenotyping', 'Leukemia, Megakaryoblastic, Acute/drug therapy/*immunology', 'Male', 'Microscopy, Fluorescence', 'Neoplastic Stem Cells/*immunology']",1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",['10.1002/mpo.2950210404 [doi]'],ppublish,Med Pediatr Oncol. 1993;21(4):254-8. doi: 10.1002/mpo.2950210404.,,,,,,,,,,,,,,,,,
8469201,NLM,MEDLINE,19930513,20210107,0025-729X (Print) 0025-729X (Linking),158,7,1993 Apr 5,Adult T cell leukaemia lymphoma in a non-aboriginal Australian woman with no apparent risk factors.,486-7,"OBJECTIVE: To present a case of adult T cell leukaemia lymphoma (ATLL) in a non-Aboriginal Australian woman with no apparent risk factor. CLINICAL FEATURES: A 43-year-old Australian woman of European descent presented with a febrile illness associated with generalised lymphadenopathy and splenomegaly. INVESTIGATIONS: There was lymphocytosis in the peripheral blood with a T helper cell phenotype. There were also lytic bone lesions with associated hypercalcaemia. HTLV-1 antibody was detected by agglutination assay and confirmed by western blot test. TREATMENT AND OUTCOME: After initial response to CHOP chemotherapy (cyclophosphamide, doxorubicin, vincristine, prednisolone), she relapsed and died with central nervous system involvement eight months after the initial diagnosis. CONCLUSION: To our knowledge this is only the third case of ATLL in a non-Aboriginal person in Australia.","['Tong, M K', 'Wolf, M', 'Juneja, S']","['Tong MK', 'Wolf M', 'Juneja S']","['Department of Haematology and Medical Oncology, Peter MacCallum Cancer Institute, Melbourne, Vic.']",['eng'],,"['Case Reports', 'Journal Article']",Australia,Med J Aust,The Medical journal of Australia,0400714,"['5J49Q6B70F (Vincristine)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', 'VB0R961HZT (Prednisone)', 'CHOP protocol']",IM,"['Adult', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Australia', 'Cyclophosphamide/administration & dosage', 'Doxorubicin/administration & dosage', 'Female', 'Humans', '*Leukemia-Lymphoma, Adult T-Cell/diagnosis/pathology', 'Prednisone/administration & dosage', 'Risk Factors', 'Vincristine/administration & dosage']",1993/04/05 00:00,1993/04/05 00:01,['1993/04/05 00:00'],"['1993/04/05 00:00 [pubmed]', '1993/04/05 00:01 [medline]', '1993/04/05 00:00 [entrez]']",['10.5694/j.1326-5377.1993.tb137583.x [doi]'],ppublish,Med J Aust. 1993 Apr 5;158(7):486-7. doi: 10.5694/j.1326-5377.1993.tb137583.x.,,,,,,,,,,,,,,,,,
8469179,NLM,MEDLINE,19930513,20131121,0026-2633 (Print) 0026-2633 (Linking),73,296,1993,Different immunomodulator regulated patterns of effector-target cell interactions: a novel application of microcalorimetry.,205-13,"Microcalorimetric studies of target/effector cell interactions are reported. Significant changes in the observed thermal profiles are seen upon pre-incubation of the effector cells with chemical immunomodulators. The results of these latter studies indicate that the microcalorimetric technique can reveal differences in the modes of action of different groups of immunomodulators. It is proposed that the technique can be used to screen drug activities and, following further analytical work, to contribute to an understanding of modes of action.","['Beezer, A E', 'Navratil, J', 'Fiserova, A', 'Pospisil, M']","['Beezer AE', 'Navratil J', 'Fiserova A', 'Pospisil M']","['Chemical Laboratory, University of Kent, Canterbury, Great Britain.']",['eng'],,['Journal Article'],England,Microbios,Microbios,0207257,"['0 (Pokeweed Mitogens)', '35121-60-9 (10-methoxy-9,10-dihydrolysergol)', 'ITO20DAO7J (Lysergic Acid)']",IM,"['Calorimetry/*methods', 'Cell Communication/*drug effects', 'Humans', 'Leukemia, Erythroblastic, Acute', 'Lysergic Acid/*analogs & derivatives/pharmacology', 'Pokeweed Mitogens/*pharmacology', 'T-Lymphocytes, Regulatory/drug effects/*metabolism', 'Tumor Cells, Cultured/drug effects/metabolism']",1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",,ppublish,Microbios. 1993;73(296):205-13.,,,,,,,,,,,,,,,,,
