PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,CN,CIN,GR,GS,SI,RF,PMC,TT,RIN,CON,EIN,MID,PS,FPS
7605984,NLM,MEDLINE,19950815,20211202,0006-4971 (Print) 0006-4971 (Linking),86,2,1995 Jul 15,A randomized placebo-controlled phase III study of granulocyte-macrophage colony-stimulating factor in adult patients (> 55 to 70 years of age) with acute myelogenous leukemia: a study of the Eastern Cooperative Oncology Group (E1490).,457-62,"The treatment of adult patients greater than 55 to 70 years of age with acute myelogenous leukemia (AML) is associated with a treatment-related mortality of approximately 25%. This prospective, double-blind randomized study was designed to see if the use of granulocyte-macrophage colony stimulating factor (GM-CSF; yeast-derived) could shorten the period of neutropenia and to determine any effect this would have on therapy-related morbidity and mortality. A total of 124 patients entered this study. Induction consisted of standard daunorubicin and cytarabine. A day-10 bone marrow was examined; if this was aplastic without leukemia, patients received blinded placebo or GM-CSF from day 11 until neutrophil recovery. Patients who entered complete remission received the identical study medication (blinded GM-CSF or placebo) in consolidation that they had received during induction. The overall complete remission rate was 52%; 60% for the GM-CSF arm and 44% for the placebo arm (P = .08). Median times to neutrophil recovery were significantly shortened on the GM-CSF arm. The overall treatment-related toxicity from start of GM-CSF/placebo was reduced on the GM-CSF arm (P = .049). Similarly, the infectious toxicity was significantly reduced on the GM-CSF arm (P = .015). The median survival for all patients was 10.6 months in the GM-CSF group and 4.8 months in the placebo arm (P = .048). It appears that GM-CSF is safe and efficacious for adult patients greater than 55 to 70 years of age with AML; its major impact is in reducing the duration of neutropenia and therapy-related mortality and morbidity. This may result in a better response rate.","['Rowe, J M', 'Andersen, J W', 'Mazza, J J', 'Bennett, J M', 'Paietta, E', 'Hayes, F A', 'Oette, D', 'Cassileth, P A', 'Stadtmauer, E A', 'Wiernik, P H']","['Rowe JM', 'Andersen JW', 'Mazza JJ', 'Bennett JM', 'Paietta E', 'Hayes FA', 'Oette D', 'Cassileth PA', 'Stadtmauer EA', 'Wiernik PH']","['Hematology Unit, University of Rochester Medical Center, NY 14642, USA.']",['eng'],"['Clinical Trial', 'Clinical Trial, Phase III', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,"['0 (Immunologic Factors)', '0 (Recombinant Proteins)', '04079A1RDZ (Cytarabine)', '83869-56-1 (Granulocyte-Macrophage Colony-Stimulating Factor)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/adverse effects/therapeutic use', 'Bone Marrow Examination', 'Combined Modality Therapy', 'Cytarabine/administration & dosage/adverse effects', 'Daunorubicin/administration & dosage/adverse effects', 'Disease-Free Survival', 'Double-Blind Method', 'Female', 'Granulocyte-Macrophage Colony-Stimulating Factor/*therapeutic use', 'Humans', 'Immunologic Factors/*therapeutic use', 'Length of Stay', 'Leukemia, Myeloid/drug therapy/mortality/*therapy', 'Male', 'Middle Aged', 'Neutropenia/chemically induced/*therapy', 'Prospective Studies', 'Recombinant Proteins/therapeutic use', 'Remission Induction', 'Survival Analysis', 'Treatment Outcome']",1995/07/15 00:00,1995/07/15 00:01,['1995/07/15 00:00'],"['1995/07/15 00:00 [pubmed]', '1995/07/15 00:01 [medline]', '1995/07/15 00:00 [entrez]']",['S0006-4971(20)76826-6 [pii]'],ppublish,Blood. 1995 Jul 15;86(2):457-62.,,,"['CA 11083/CA/NCI NIH HHS/United States', 'CA 23318/CA/NCI NIH HHS/United States', 'CA 35412/CA/NCI NIH HHS/United States', 'etc.']",,,,,,,,,,,
7605748,NLM,MEDLINE,19950817,20190909,0925-4773 (Print) 0925-4773 (Linking),50,1,1995 Mar,Mesodermal expression of the chicken erg gene associated with precartilaginous condensation and cartilage differentiation.,17-28,"The ets gene superfamily encodes a class of transcription factors that bind to a purine rich sequence through a 85 amino-acid ETS domain. Among them, the human erg gene has been found to be involved in Ewing's sarcoma, primitive neurectodermal tumour of childhood and acute myeloid leukaemia. Nevertheless, little is known about human erg expression. Northern blot analyses have shown a human erg expression restricted to few cell lines and thymus, but the status concerning expression during development remains unknown probably because no homologue of this gene has yet been isolated and studied in other vertebrates. We thus choose to clone the chicken erg gene (ck-erg) and to study its expression during chicken development. We obtained a bona fide clone of ck-erg and defined the transcriptional modulating properties of its product. The ck-Erg protein acts as a transcriptional activator through a conventional consensus ETS binding site. Northern blot studies on various chicken tissues, in situ analyses and comparison with the well-characterised c-ets-1 expression show that ck-erg is expressed in mesoderm- and, to a lesser extent, in ectoderm-derived tissues. During chicken development, two salient features could be observed. From stage E1 to E3.5, ck-erg expression was widely distributed in mesodermal derivatives and neural crest, resembling c-ets-1 expression. However, by E6, the expression of ck-erg exhibited, unlike c-ets-1, a drastically new and strong signal in precartilaginous condensation zones and cartilaginous skeletal primordia. These stages are the first steps of bone formation during skeletal elaboration. Our results show for the first time a possible specific involvement of ck-erg in cartilage morphogenesis.","['Dhordain, P', 'Dewitte, F', 'Desbiens, X', 'Stehelin, D', 'Duterque-Coquillaud, M']","['Dhordain P', 'Dewitte F', 'Desbiens X', 'Stehelin D', 'Duterque-Coquillaud M']","[""Laboratoire d'Oncologie Moleculaire, CNRS URA 1160, Institut Pasteur de Lille, France.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Ireland,Mech Dev,Mechanisms of development,9101218,['0 (DNA-Binding Proteins)'],IM,"['Amino Acid Sequence', 'Animals', 'Base Sequence', 'Blotting, Northern', 'Cartilage/cytology/*embryology', 'Cell Differentiation/physiology', 'Chick Embryo/*physiology', 'DNA-Binding Proteins/metabolism', 'Gene Expression Regulation, Developmental/*physiology', 'In Situ Hybridization', 'Mesoderm/*metabolism', 'Molecular Sequence Data', 'Transcription, Genetic']",1995/03/01 00:00,1995/03/01 00:01,['1995/03/01 00:00'],"['1995/03/01 00:00 [pubmed]', '1995/03/01 00:01 [medline]', '1995/03/01 00:00 [entrez]']","['092547739400322E [pii]', '10.1016/0925-4773(94)00322-e [doi]']",ppublish,Mech Dev. 1995 Mar;50(1):17-28. doi: 10.1016/0925-4773(94)00322-e.,,,,"['c-ets-1', 'ck-erg', 'erg']",['GENBANK/X77159'],,,,,,,,,
7605666,NLM,MEDLINE,19950815,20190904,0284-186X (Print) 0284-186X (Linking),34,4,1995,Molecular complete response in a patient with chronic lymphocytic leukaemia treated with 2-chlorodeoxyadenosine.,536-7,,"['Cull, G', 'Richardson, D S', 'Howe, D J', 'Hopkins, J A', 'Johnson, S A', 'Phillips, M J']","['Cull G', 'Richardson DS', 'Howe DJ', 'Hopkins JA', 'Johnson SA', 'Phillips MJ']","['Department of Haematological Medicine, Taunton and Somerset Hospital, England.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Acta Oncol,"Acta oncologica (Stockholm, Sweden)",8709065,['47M74X9YT5 (Cladribine)'],IM,"['Blotting, Southern', 'Cladribine/*therapeutic use', 'Humans', 'Immunophenotyping', 'Leukemia, Lymphocytic, Chronic, B-Cell/*drug therapy', 'Male', 'Middle Aged', 'Polymerase Chain Reaction']",1995/01/01 00:00,1995/01/01 00:01,['1995/01/01 00:00'],"['1995/01/01 00:00 [pubmed]', '1995/01/01 00:01 [medline]', '1995/01/01 00:00 [entrez]']",['10.3109/02841869509094022 [doi]'],ppublish,Acta Oncol. 1995;34(4):536-7. doi: 10.3109/02841869509094022.,,,,,,,,,,,,,,
7605654,NLM,MEDLINE,19950815,20190904,0284-186X (Print) 0284-186X (Linking),34,4,1995,Myelodysplastic syndromes--a population-based study on transformation and survival.,473-8,"A retrospective analysis was done on 113 patients (median age 73 years) with myelodysplastic syndromes (MDS), consecutively diagnosed at our center during a 10-year period. Patients with refractory anemia (RA) and refractory anemia with ringed sideroblasts (RARS) had significantly longer survival than patients with refractory anemia with excess blasts (RAEB), chronic myelomonocytic leukemia (CMML) or refractory anemia with excess blasts in transformation (RAEB-T). Thirty-seven patients (33%) subsequently developed acute myelogenous leukemia (AML). The percentages of AML transformation for the subgroups were: RA: 26%, RARS: 14%, RAEB: 38%, CMML: 25% and RAEB-T: 69%. A total of 9 patients received high-dose chemotherapy, 7 of them already at the time of MDS diagnosis. Six of the RAEB-T patients entered complete and two partial remission. The median age in the group of RAEB-T patients was significantly lower (62 years) than in the other MDS subgroups. It seems that high-dose chemotherapy, at least in RAEB-T, may induce complete remission and improve survival time.","['Hornsten, P', 'Wahlin, A', 'Rudolphi, O', 'Nordenson, I']","['Hornsten P', 'Wahlin A', 'Rudolphi O', 'Nordenson I']","['Department of Medicine, Umea University Hospital, Sweden.']",['eng'],['Journal Article'],England,Acta Oncol,"Acta oncologica (Stockholm, Sweden)",8709065,,IM,"['Adult', 'Aged', 'Diagnosis, Differential', 'Female', 'Humans', 'Life Tables', 'Male', 'Middle Aged', '*Myelodysplastic Syndromes/diagnosis/drug therapy/epidemiology', 'Retrospective Studies', 'Survival Analysis', 'Sweden/epidemiology', 'Treatment Outcome']",1995/01/01 00:00,1995/01/01 00:01,['1995/01/01 00:00'],"['1995/01/01 00:00 [pubmed]', '1995/01/01 00:01 [medline]', '1995/01/01 00:00 [entrez]']",['10.3109/02841869509094010 [doi]'],ppublish,Acta Oncol. 1995;34(4):473-8. doi: 10.3109/02841869509094010.,,,,,,,,,,,,,,
7605652,NLM,MEDLINE,19950815,20090512,0284-186X (Print) 0284-186X (Linking),34,4,1995,Hemopoietic growth and inhibitory factors in treatment of malignancies. A review.,453-68,"The clinical use of cytokines is still expanding as the knowledge of beneficial effects as adjunct to cancer treatment is increasing. G-CSF and GM-CSF stimulates hemopoietic recovery after myelosuppressive chemotherapy and enhances engraftment after bone marrow transplantation. New cytokines as IL-1, IL-3, IL-4 and IL-6, are studied in clinical trials and combinations of these with stem cell factor seem promising in ex vivo expansion of stem cells. GM-CSF also have antitumor effects. The most recently discovered hemopoietic growth factor is thrombopoietin, from which probably especially patients with leukemia will benefit.","['Hansen, F']",['Hansen F'],"['Department of Oncology, Aarhus University Hospital, Denmark.']",['eng'],"['Journal Article', 'Review']",England,Acta Oncol,"Acta oncologica (Stockholm, Sweden)",8709065,"['0 (Hematopoietic Cell Growth Factors)', '0 (Interleukins)', '9014-42-0 (Thrombopoietin)']",IM,"['Animals', 'Chemotherapy, Adjuvant', 'Hematopoietic Cell Growth Factors/*therapeutic use', 'Humans', 'Interleukins/*therapeutic use', 'Neoplasms/*therapy', 'Neoplasms, Experimental/therapy', 'Thrombopoietin/*therapeutic use']",1995/01/01 00:00,1995/01/01 00:01,['1995/01/01 00:00'],"['1995/01/01 00:00 [pubmed]', '1995/01/01 00:01 [medline]', '1995/01/01 00:00 [entrez]']",['10.3109/02841869509094008 [doi]'],ppublish,Acta Oncol. 1995;34(4):453-68. doi: 10.3109/02841869509094008.,,,,,,161,,,,,,,,
7605579,NLM,MEDLINE,19950815,20191023,0899-1987 (Print) 0899-1987 (Linking),13,2,1995 Jun,Dissemination and tissue invasiveness in murine acute leukemia associated with acquisition of p53 mutation and loss of wild-type p53.,112-21,"Approximately 60% of mice treated with split-dose radiation develop leukemias that disseminate widely through the body, whereas 40% of the treated mice incur leukemias that are contained entirely within the thymus. We studied the status of p53 in non-cultured samples of thymic leukemias and in cell lines established from these leukemias. In those mice with disseminated disease, primary samples were also obtained from visceral leukemic organs, and cell lines were established from these leukemic organs for further study. Using single-strand conformation polymorphism (SSCP), nucleic acid sequencing, and immunochemical analysis, we found that mutation of both p53 alleles occurred in leukemic cell lines developed from nine of 10 disseminated leukemias; mutation of one p53 allele with the other remaining wild-type occurred in one disseminated leukemia. A p53 mutation unique for each mouse was found in all cell lines established from the different leukemic organs of each mouse. The same mutation was also found in the non-cultured leukemic tissues of each mouse, indicating that the mutations originated in vivo and were clonal. Seven of seven non-disseminating thymomas possessed wild-type p53 only. Hence, in vivo dissemination and tissue invasiveness were associated with the loss of wild-type p53 by mutation of both alleles or by mutation and loss of heterozygosity, as revealed by studies of cell lines established from them. The selective in vivo dissemination of leukemia cells possessing p53 mutations had a parallel in vitro. Leukemia cell lines from mice harboring disseminating leukemia were established more readily (success rate greater than 80%) than lines from mice harboring thymic nondisseminating leukemia (success rate less than 10%). Additionally, while mice with disseminating leukemia harbored a mixture of wild-type and mutant p53-encoding thymoma cells, only cell lines possessing mutant p53 became established in culture. Mutations found in thymoma cell lines were always detectable by SSCP and sequencing of DNA extracted from non-cultured thymoma tissue. However, in non-cultured leukemic tissue of visceral organs, the clonal p53 mutations found in cell lines established from them were often not detectable by SSCP or sequencing but were detectable by immunochemical analysis or polymerase chain reaction amplification. This indicates an unexpected degree of masking of mutant genes by wild-type genes present in the leukemic tissue. Masking was evident even in leukemic organs that were grossly larger than normal organs. Hence, routine screening of leukemic tissue by SSCP and sequencing may result in a highly significant underestimation of the incidence of p53 mutations.(ABSTRACT TRUNCATED AT 400 WORDS)","['Hsiao, M', 'Wu, C Y', 'Low, J', 'Pattengale, P', 'Yeargin, J', 'Haas, M']","['Hsiao M', 'Wu CY', 'Low J', 'Pattengale P', 'Yeargin J', 'Haas M']","['Department of Biology and Cancer Center, University of California, San Diego, La Jolla 92093-0063, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Mol Carcinog,Molecular carcinogenesis,8811105,"['0 (DNA, Neoplasm)']",IM,"['Alleles', 'Animals', 'Base Sequence', 'Cell Division/physiology', 'DNA, Neoplasm/analysis/genetics', 'Gene Deletion', 'Genes, p53/*genetics/*radiation effects', 'Heterozygote', 'Immunohistochemistry', 'Leukemia, Radiation-Induced/etiology/*genetics/pathology', 'Leukemia-Lymphoma, Adult T-Cell/etiology/*genetics/pathology', 'Mice', 'Molecular Sequence Data', '*Mutation', 'Neoplasm Invasiveness', 'Polymorphism, Single-Stranded Conformational']",1995/06/01 00:00,1995/06/01 00:01,['1995/06/01 00:00'],"['1995/06/01 00:00 [pubmed]', '1995/06/01 00:01 [medline]', '1995/06/01 00:00 [entrez]']",['10.1002/mc.2940130208 [doi]'],ppublish,Mol Carcinog. 1995 Jun;13(2):112-21. doi: 10.1002/mc.2940130208.,,,['R01CA56075/CA/NCI NIH HHS/United States'],"['Ha-ras', 'TTG-2', 'Ttg-1', 'p53', 'rhom-2', 'v-myc']",,,,,,,,,,
7605459,NLM,MEDLINE,19950607,20170920,0140-6736 (Print) 0140-6736 (Linking),345,8959,1995 May 13,Bone-marrow transplantation for leukaemia.,1235-6,,"['Shaw, P J']",['Shaw PJ'],,['eng'],"['Comment', 'Letter']",England,Lancet,"Lancet (London, England)",2985213R,,IM,"['Adult', '*Bone Marrow Transplantation', 'Child', 'Humans', 'Leukemia/drug therapy/*therapy']",1995/05/13 00:00,1995/05/13 00:01,['1995/05/13 00:00'],"['1995/05/13 00:00 [pubmed]', '1995/05/13 00:01 [medline]', '1995/05/13 00:00 [entrez]']",['S0140-6736(95)92015-3 [pii]'],ppublish,Lancet. 1995 May 13;345(8959):1235-6.,,"['Lancet. 1995 Jul 1;346(8966):60. PMID: 7603174', 'Lancet. 1995 Jul 1;346(8966):60. PMID: 7603175']",,,,,,,,['Lancet. 1995 Mar 11;345(8950):601-2. PMID: 7898174'],,,,
7605422,NLM,MEDLINE,19941223,20131121,0028-4793 (Print) 0028-4793 (Linking),331,25,1994 Dec 22,A pilot study of isotretinoin in the treatment of juvenile chronic myelogenous leukemia.,1680-4,"BACKGROUND: Juvenile chronic myelogenous leukemia (CML) is a rare myeloproliferative disease of infants and young children for which there is no effective therapy other than allogeneic bone marrow transplantation. In vitro, isotretinoin (13-cis-retinoic acid) attenuates both the spontaneous proliferation of leukemic peripheral-blood progenitor cells (granulocyte-macrophage colony-forming units) and their selective hypersensitivity to granulocyte-macrophage colony-stimulating factor (GM-CSF). We conducted a pilot study to evaluate the clinical efficacy of isotretinoin in juvenile CML. METHODS: To be eligible the patients had to have newly diagnosed untreated disease, leukocytosis with monocytosis, marrow with less than 25 percent blasts, hepatosplenomegaly, no chromosomal abnormalities, and negative viral cultures and antibody titers. Isotretinoin was administered orally in single daily doses of 100 mg per square meter of body-surface area. When possible, patients subsequently underwent bone marrow transplantation. RESULTS: Ten children (median age, 10 months) were enrolled in the study. In all 10 there was spontaneous colony formation of leukemic progenitor cells in vitro. In the eight patients tested there was hypersensitivity to GM-CSF. The only toxic effect of isotretinoin therapy was cheilitis in two patients. Four children had disease progression. Two children had complete responses to isotretinoin (normalization of the white-cell count and disappearance of organomegaly), three had partial responses (more than a 50 percent reduction in the white-cell count and degree of organomegaly), and one had a minimal response (more than a 50 percent reduction in the white-cell count, but a 26 to 50 percent reduction in the degree of organomegaly). The median duration of response was 37 months (range, 6 to 83). Three of the four children who had a complete or partial response and who did not undergo bone marrow transplantation were alive 36 to 83 months after the diagnosis of juvenile CML. The spontaneous colony formation in vitro was reduced in samples from the five patients in whom this factor was reassessed during treatment. There was also a reduction in the hypersensitivity of leukemic progenitor cells to GM-CSF in the two patients retested. CONCLUSIONS: Isotretinoin can induce durable clinical and laboratory responses in patients with juvenile CML.","['Castleberry, R P', 'Emanuel, P D', 'Zuckerman, K S', 'Cohn, S', 'Strauss, L', 'Byrd, R L', 'Homans, A', 'Chaffee, S', 'Nitschke, R', 'Gualtieri, R J']","['Castleberry RP', 'Emanuel PD', 'Zuckerman KS', 'Cohn S', 'Strauss L', 'Byrd RL', 'Homans A', 'Chaffee S', 'Nitschke R', 'Gualtieri RJ']",['University of Alabama at Birmingham.'],['eng'],"['Clinical Trial', 'Journal Article', 'Multicenter Study', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,N Engl J Med,The New England journal of medicine,0255562,"['83869-56-1 (Granulocyte-Macrophage Colony-Stimulating Factor)', 'EH28UP18IF (Isotretinoin)']",IM,"['Child, Preschool', 'Female', 'Granulocyte-Macrophage Colony-Stimulating Factor/drug effects', 'Humans', 'Infant', 'Isotretinoin/*therapeutic use', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy/pathology', 'Male', 'Pilot Projects', 'Prospective Studies']",1994/12/22 00:00,1994/12/22 00:01,['1994/12/22 00:00'],"['1994/12/22 00:00 [pubmed]', '1994/12/22 00:01 [medline]', '1994/12/22 00:00 [entrez]']",['10.1056/NEJM199412223312503 [doi]'],ppublish,N Engl J Med. 1994 Dec 22;331(25):1680-4. doi: 10.1056/NEJM199412223312503.,,"['N Engl J Med. 1995 Jun 1;332(22):1520-1; author reply 1521. PMID: 7739703', 'N Engl J Med. 1995 Jun 1;332(22):1521. PMID: 7739704']","['CA-11233/CA/NCI NIH HHS/United States', 'CA-25408/CA/NCI NIH HHS/United States', 'CA-29139/CA/NCI NIH HHS/United States', 'etc.']",,,,,,,,,,,
7605347,NLM,MEDLINE,19950810,20190623,0006-2952 (Print) 0006-2952 (Linking),50,1,1995 Jun 29,"Effects of KS-501, KS-502 and their enantiomers on calmodulin-sensitive enzyme activity and cellular proliferation.",69-74,"Calmodulin plays an important role in cellular proliferation as part of a signal transduction pathway activated by phospholipase C. Drugs that block the ability of calmodulin to bind to and activate its target enzymes inhibit the growth of a wide variety of malignant cells. To identify more potent and selective inhibitors of this potential target for new drug development, we studied two recently synthesized compounds, KS-501 and KS-502, for their activity against calmodulin-sensitive enzymes and for their ability to block the growth of parental and multidrug-resistant leukemic cells. KS-501 and KS-502 inhibited the activation of a calmodulin-sensitive cyclic nucleotide phosphodiesterase. The mechanism of enzyme inhibition was through interfering with calmodulin activation rather than through a direct effect on the enzyme. KS-501 was more potent than KS-502 and was studied in greater detail. This compound inhibited the activation of calmodulin kinase I and II, but had less effect against cyclic adenosine 3',5'-monophosphate (cyclic AMP)-sensitive kinase. KS-501 was also more effective than KS-502 in inhibiting the growth of sensitive L1210 leukemic lymphocytes. Both compounds were less effective inhibitors of multidrug-resistant L1210 leukemia than of the parental line. These studies identify a new class of calmodulin inhibitor, with selectivity for calmodulin-dependent kinases over cyclic AMP-dependent protein kinase. Since the total synthesis of the KS-compounds has been accomplished, it should now be possible to develop derivatives with greater activity and selectivity.","['Hait, W N', 'Gesmonde, J', 'Cheng, E']","['Hait WN', 'Gesmonde J', 'Cheng E']","['Yale University School of Medicine, Department of Medicine, New Haven, CT 06510, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Biochem Pharmacol,Biochemical pharmacology,0101032,"['0 (Calmodulin)', '0 (Hydroxybenzoates)', '120634-85-7 (KS 502)', '120634-86-8 (KS 501)', 'EC 2.7.11.11 (Cyclic AMP-Dependent Protein Kinases)', 'EC 2.7.11.17 (Calcium-Calmodulin-Dependent Protein Kinases)', ""EC 3.1.4.17 (3',5'-Cyclic-AMP Phosphodiesterases)"", 'EC 3.1.4.17 (Cyclic Nucleotide Phosphodiesterases, Type 1)']",IM,"[""3',5'-Cyclic-AMP Phosphodiesterases/antagonists & inhibitors"", 'Animals', 'Calcium-Calmodulin-Dependent Protein Kinases/antagonists & inhibitors', 'Calmodulin/*metabolism', 'Cell Division/*drug effects', 'Cyclic AMP-Dependent Protein Kinases/antagonists & inhibitors', 'Cyclic Nucleotide Phosphodiesterases, Type 1', 'Hydroxybenzoates/chemistry/*pharmacology', 'Leukemia L1210/pathology', 'Mice', 'Stereoisomerism', 'Tumor Cells, Cultured']",1995/06/29 00:00,1995/06/29 00:01,['1995/06/29 00:00'],"['1995/06/29 00:00 [pubmed]', '1995/06/29 00:01 [medline]', '1995/06/29 00:00 [entrez]']","['0006295295001059 [pii]', '10.1016/0006-2952(95)00105-9 [doi]']",ppublish,Biochem Pharmacol. 1995 Jun 29;50(1):69-74. doi: 10.1016/0006-2952(95)00105-9.,,,"['CA 08341/CA/NCI NIH HHS/United States', 'CA 09085/CA/NCI NIH HHS/United States', 'CA 43888/CA/NCI NIH HHS/United States', 'etc.']",,,,,,,,,,,
7605339,NLM,MEDLINE,19950810,20190623,0006-2952 (Print) 0006-2952 (Linking),50,1,1995 Jun 29,Potentiation of chlorambucil toxicity in B-CLL lymphocytes using the DNA synthesis inhibitors aphidicolin and 1-beta-D-arabinofuranosylcytosine.,131-5,"Previous studies in our laboratory have identified enhanced cross-link repair as a primary mechanism of resistance to nitrogen mustards in B-cell chronic lymphocytic leukemia (B-CLL). To evaluate the therapeutic potential for modulation of DNA repair by aphidicolin and 1-beta-D-arabinofuranosylcytosine (ara-C), we examined the interaction between these two agents and chlorambucil in lymphocytes from untreated and treated-resistant B-CLL patients. We found that both aphidicolin and ara-C displayed synergy with chlorambucil over a range of inhibitor concentrations. This synergy was not restricted to the resistant samples. Our results indicate that these combinations can enhance the potency of chlorambucil in a clinically relevant model and should be considered for further preclinical and, eventually, clinical trials.","['Bramson, J', 'Panasci, L']","['Bramson J', 'Panasci L']","['Lady Davis Institute for Medical Research of the Sir Mortimer B. Davis-Jewish General Hospital, Montreal, Quebec, Canada.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Biochem Pharmacol,Biochemical pharmacology,0101032,"['04079A1RDZ (Cytarabine)', '18D0SL7309 (Chlorambucil)', '38966-21-1 (Aphidicolin)']",IM,"['Aphidicolin/*pharmacology', 'Chlorambucil/*pharmacology', 'Cytarabine/*pharmacology', 'DNA Replication/drug effects', 'Drug Resistance', 'Drug Synergism', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*pathology', 'Lymphocytes/drug effects']",1995/06/29 00:00,1995/06/29 00:01,['1995/06/29 00:00'],"['1995/06/29 00:00 [pubmed]', '1995/06/29 00:01 [medline]', '1995/06/29 00:00 [entrez]']","['0006295295001048 [pii]', '10.1016/0006-2952(95)00104-8 [doi]']",ppublish,Biochem Pharmacol. 1995 Jun 29;50(1):131-5. doi: 10.1016/0006-2952(95)00104-8.,,,,,,,,,,,,,,
7605336,NLM,MEDLINE,19950810,20190623,0006-2952 (Print) 0006-2952 (Linking),50,1,1995 Jun 29,"Mechanism of action and antitumor activity of (S)-10-(2,6-dimethyl-4-pyridinyl)-9-fluoro-3-methyl-7-oxo-2,3-dihydro-7 H- pyridol[1,2,3-de]-[1,4]benzothiazine-6-carboxylic acid (WIN 58161).",111-22,"(S)-10-(2,6-Dimethyl-4-pyridinyl)-9-fluoro-3-methyl-7-oxo-2,3-dihydro-7H - pyrido[1,2,3-de][1,4]benzothiazine-6-carboxylic acid (WIN 58161) is an enantiomerically pure quinolone with outstanding bacterial topoisomerase II (DNA gyrase, EC 5.99.1.3) inhibitory and antibacterial activity. Unlike most quinolones, WIN 58161 also exhibits significant inhibitory activity against mammalian topoisomerase II (EC 5.99.1.3). DNA gyrase and topoisomerase II inhibitory activities are enantioselective. Consequently, WIN 58161 and its enantiomer (WIN 58161-2) provide useful tools to probe the contribution of topoisomerase II inhibition to the mechanism of cytotoxicity of quinolones and the potential utility of quinolone-topoisomerase II inhibitors as antitumor agents. WIN 58161 inhibited both highly purified Escherichia coli DNA gyrase and HeLa cell topoisomerase II by the promotion of enzyme-DNA covalent complexes. WIN 58161 did not bind stably to DNA via intercalation and did not enhance the formation of topoisomerase I (EC 5.99.1.2)-DNA covalent complexes. At drug concentrations that are cytotoxic to P388 murine leukemia cells, WIN 58161 promoted intracellular DNA single-strand breaks (SSBs) that exhibited the hallmarks of being mediated by topoisomerase. DNA fragments were complexed with protein, and SSBs were readily resealed at 37 degrees following drug removal. WIN 58161-2 was neither cytotoxic nor did it promote intracellular SSBs in P388. These observations suggest that the mechanism of cytotoxicity of WIN 58161 is predominantly, if not exclusively, a result of topoisomerase II inhibition. When studied in tumor-bearing mice, WIN 58161 exhibited a significant antitumor effect against each of five tumors tested, whereas neither toxicity nor antitumor activity was observed with WIN 58161-2. We conclude from these studies that WIN 58161 represents the prototype of a novel chemical class of topoisomerase II inhibitor with potential clinical utility in treating cancer.","['Coughlin, S A', 'Danz, D W', 'Robinson, R G', 'Klingbeil, K M', 'Wentland, M P', 'Corbett, T H', 'Waud, W R', 'Zwelling, L A', 'Altschuler, E', 'Bales, E']","['Coughlin SA', 'Danz DW', 'Robinson RG', 'Klingbeil KM', 'Wentland MP', 'Corbett TH', 'Waud WR', 'Zwelling LA', 'Altschuler E', 'Bales E', 'et al.']","['Department of Oncopharmacology, Sterling Winthrop Pharmaceuticals Research Division, Sterling Winthrop Inc., Collegeville, PA 19426, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Biochem Pharmacol,Biochemical pharmacology,0101032,"['0 (Antineoplastic Agents)', '0 (Quinolones)', '0 (Topoisomerase II Inhibitors)', '122033-48-1 (WIN 58161)']",IM,"['Animals', 'Antineoplastic Agents/*pharmacology', 'Drug Screening Assays, Antitumor', 'Humans', 'Mice', 'Quinolones/*pharmacology', 'Topoisomerase II Inhibitors', 'Tumor Cells, Cultured']",1995/06/29 00:00,1995/06/29 00:01,['1995/06/29 00:00'],"['1995/06/29 00:00 [pubmed]', '1995/06/29 00:01 [medline]', '1995/06/29 00:00 [entrez]']","['000629529500016S [pii]', '10.1016/0006-2952(95)00016-s [doi]']",ppublish,Biochem Pharmacol. 1995 Jun 29;50(1):111-22. doi: 10.1016/0006-2952(95)00016-s.,,,"['CA 40090/CA/NCI NIH HHS/United States', 'CA45962/CA/NCI NIH HHS/United States', 'CA46560/CA/NCI NIH HHS/United States']",,,,,,,,,,,
