PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,CI,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,DEP,PMC,GR,CN,CIN,RF,TT,CON,OID,OTO,OT,GN,EIN,ROF,SI,MID,LID
14679004,NLM,MEDLINE,20040227,20041117,0008-5472 (Print) 0008-5472 (Linking),63,23,2003 Dec 1,Recombinant CD64-specific single chain immunotoxin exhibits specific cytotoxicity against acute myeloid leukemia cells.,8414-9,"CD64, the high affinity receptor for IgG (FcgammaRI) is expressed on acute myeloid leukemia blast cells and has recently been described as a specific target for immunotherapy. To generate a recombinant immunotoxin, the anti-CD64 single chain fragment (scFv) m22 was cloned into the bacterial expression vector pBM1.1 and fused to a deletion mutant of Pseudomonas exotoxin A (ETA'). Genetically modified Escherichia coli BL21 Star (DE3) were grown under osmotic stress conditions in the presence of compatible solutes. After isopropyl beta-D-thiogalactoside induction, the 70-kDa His(10)-tagged m22(scFv)-ETA' was directed into the periplasmic space and purified by a combination of metal-ion affinity and molecular size-chromatography. The characteristics of the recombinant protein were assessed by ELISA, flow cytometry, and toxicity assays, using CD64-positive AML cells. Binding specificity of m22(scFv)-ETA' was verified by competition with the parental anti-CD64 monoclonal antibody m22. The recombinant immunotoxin showed significant toxicity toward the CD64-positive cell lines HL-60 and U937 reaching 50% inhibition of cell proliferation at a concentration (IC(50)) of 11.6 ng/ml against HL-60 cells and 12.9 ng/ml against U937 cells. Approximately 41% of primary leukemia cells from a patient with CD64-positive AML were driven into early apoptosis by m22(scFv)-ETA' as measured by flow cytometric analysis. This is the first article documenting the specific cytotoxicity of a novel recombinant immunotoxin with major implications for immunotherapy of CD64-positive diseases.",,"['Tur, Mehmet K', 'Huhn, Michael', 'Thepen, Theo', 'Stocker, Michael', 'Krohn, Regina', 'Vogel, Simon', 'Jost, Edgar', 'Osieka, Rainhardt', 'van de Winkel, Jan G', 'Fischer, Rainer', 'Finnern, Ricarda', 'Barth, Stefan']","['Tur MK', 'Huhn M', 'Thepen T', 'Stocker M', 'Krohn R', 'Vogel S', 'Jost E', 'Osieka R', 'van de Winkel JG', 'Fischer R', 'Finnern R', 'Barth S']","['Department of Pharmaceutical Product Development, Fraunhofer IME, Aachen, Germany.']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Bacterial Toxins)', '0 (Exotoxins)', '0 (Immunoglobulin Fragments)', '0 (Immunotoxins)', '0 (Receptors, IgG)', '0 (Recombinant Fusion Proteins)', '0 (Virulence Factors)', 'EC 2.4.2.- (ADP Ribose Transferases)', 'EC 2.4.2.31 (toxA protein, Pseudomonas aeruginosa)']",IM,"['ADP Ribose Transferases/genetics/immunology/*pharmacology', 'Adult', 'Antibody Specificity', 'Apoptosis/drug effects', 'Bacterial Toxins/genetics/immunology/*pharmacology', 'Exotoxins/genetics/immunology/*pharmacology', 'Humans', 'Immunoglobulin Fragments/genetics/immunology/pharmacology', 'Immunotoxins/genetics/immunology/*pharmacology', 'Leukemia, Myeloid/*drug therapy/immunology', 'Receptors, IgG/*immunology', 'Recombinant Fusion Proteins/biosynthesis/genetics/immunology/pharmacology', 'Virulence Factors/genetics/immunology/*pharmacology']",2003/12/18 05:00,2004/02/28 05:00,['2003/12/18 05:00'],"['2003/12/18 05:00 [pubmed]', '2004/02/28 05:00 [medline]', '2003/12/18 05:00 [entrez]']",,ppublish,Cancer Res. 2003 Dec 1;63(23):8414-9.,,,,,,,,,,,,,['Cancer Res. 2004 May 15;;64(14):3725'],,,,
14678989,NLM,MEDLINE,20040227,20210103,0008-5472 (Print) 0008-5472 (Linking),63,23,2003 Dec 1,CD29 and CD7 mediate galectin-3-induced type II T-cell apoptosis.,8302-11,"Galectin (Gal)-3, a M(r) 31000 member of the beta-galactoside-binding protein family, is a multifunctional protein implicated in a variety of biological functions, including tumor cell adhesion, proliferation, differentiation, angiogenesis, apoptosis, cancer progression, and metastasis. Here, we report that secreted extracellular Gal-3 can signal apoptosis of human T leukemia cell lines, human peripheral blood mononuclear cells, and activated mouse T cells after binding to cell surface glycoconjugate receptors through carbohydrate-dependent interactions because the apoptotic effect was found to be inhibited by lactose, specific sugar inhibitor, and to be dose dependent. However, the apoptosis sensitivity to Gal-3 varied among the different cell lines tested. We report that Gal-3-null Jurkat, CEM, and MOLT-4 cells were significantly more sensitive to exogenous Gal-3 than SKW6.4 and H9 cells, which express Gal-3, suggesting a cross-talk between the antiapoptotic activity of intracellular Gal-3 and proapoptotic activity of extracellular Gal-3. Furthermore, Gal-3-transfected CEM cells were found to be more resistant to C(2)-ceramide-induced apoptosis than the control CEM cells. Identification of Gal-3 cell surface receptors revealed that Gal-3 binding to CD7 and CD29 (beta(1) integrin) induced apoptosis. Gal-3 binding to its cell surface receptors results in activation of mitochondrial apoptosis events including cytochrome c release and caspase-3 activation, but not caspase-8 activation. Taken together, these results suggest that the induction of T-cell apoptosis by secreted Gal-3 may play a role in the immune escape mechanism during tumor progression through the induction of apoptosis to cancer-infiltrating T cells. The induction of T-cell apoptosis by secreted Gal-3 is dependent in part on the presence or absence of cytoplasmic Gal-3, providing a new insight for the immune escape mechanism of cancer cells.",,"['Fukumori, Tomoharu', 'Takenaka, Yukinori', 'Yoshii, Tadashi', 'Kim, Hyeong-Reh Choi', 'Hogan, Victor', 'Inohara, Hidenori', 'Kagawa, Susumu', 'Raz, Avraham']","['Fukumori T', 'Takenaka Y', 'Yoshii T', 'Kim HR', 'Hogan V', 'Inohara H', 'Kagawa S', 'Raz A']","['Tumor Progression and Metastasis Program, Karmanos Cancer Institute, Wayne State University, Detroit, Michigan 48201, USA.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Antigens, CD7)', '0 (Caspase Inhibitors)', '0 (Galectin 3)', '0 (Integrin beta1)', 'EC 3.4.22.- (Caspases)']",IM,"['Animals', 'Antigens, CD7/metabolism/*physiology', 'Apoptosis/*drug effects/immunology', 'Caspase Inhibitors', 'Caspases/metabolism', 'Enzyme Activation', 'Galectin 3/genetics/metabolism/*pharmacology', 'Humans', 'Integrin beta1/metabolism/*physiology', 'Jurkat Cells', 'Lymphocyte Activation', 'Mice', 'Mice, Inbred BALB C', 'T-Lymphocytes/cytology/*drug effects/immunology', 'Transfection']",2003/12/18 05:00,2004/02/28 05:00,['2003/12/18 05:00'],"['2003/12/18 05:00 [pubmed]', '2004/02/28 05:00 [medline]', '2003/12/18 05:00 [entrez]']",,ppublish,Cancer Res. 2003 Dec 1;63(23):8302-11.,,,['CA46120/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,,
14678985,NLM,MEDLINE,20040227,20211203,0008-5472 (Print) 0008-5472 (Linking),63,23,2003 Dec 1,HIPK2 regulates transforming growth factor-beta-induced c-Jun NH(2)-terminal kinase activation and apoptosis in human hepatoma cells.,8271-7,"Homeodomain-interacting protein kinase 2 (HIPK2) is a serine/threonine kinase involved in transcriptional regulation and apoptosis. Here we demonstrate that HIPK2 regulates transforming growth factor (TGF) beta-induced c-Jun NH(2)-terminal kinase (JNK) activation and apoptosis. HIPK2 colocalizes with Daxx, a protein acting in TGF-beta-induced JNK activation and apoptosis, in promyelocytic leukemia (PML) nuclear bodies, and triggers PML-nuclear body disruption and release of Daxx. HIPK2 interacts in vitro and in vivo via its kinase domain with Daxx, and a fraction of Daxx coprecipitates with HIPK2 under physiological conditions. Moreover, overexpression of HIPK2 leads to Daxx phosphorylation, and ectopic expression of HIPK2 activates the JNK signaling pathway, which is enhanced by coexpression of Daxx. HIPK2 signals to JNK via a pathway using Daxx and the mitogen-activated protein kinase kinases MKK4/SEK1 and MKK7. Ectopic expression of HIPK2 and Daxx potentiates TGF-beta-induced apoptosis in human p53-deficient hepatocellular carcinoma cells. Finally, we demonstrate that knockdown of endogenous HIPK2 using RNA interference inhibits TGF-beta-induced JNK activation and apoptosis. Taken together, our findings indicate that HIPK2 participates in the TGF-beta signaling pathway leading to JNK activation and apoptosis.",,"['Hofmann, Thomas G', 'Stollberg, Nicole', 'Schmitz, M Lienhard', 'Will, Hans']","['Hofmann TG', 'Stollberg N', 'Schmitz ML', 'Will H']","['Heinrich-Pette-Institut fur Experimentelle Virologie und Immunologie an der Universitat Hamburg, Hamburg, Germany. thomas.hoffmann@hpi.uni-hamburg.de']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Adaptor Proteins, Signal Transducing)', '0 (Carrier Proteins)', '0 (Co-Repressor Proteins)', '0 (DAXX protein, human)', '0 (Intracellular Signaling Peptides and Proteins)', '0 (Molecular Chaperones)', '0 (Nuclear Proteins)', '0 (Transforming Growth Factor beta)', 'EC 2.7.1.- (HIPK2 protein, human)', 'EC 2.7.11.1 (Protein Serine-Threonine Kinases)', 'EC 2.7.11.17 (Calcium-Calmodulin-Dependent Protein Kinases)', 'EC 2.7.11.24 (JNK Mitogen-Activated Protein Kinases)', 'EC 2.7.11.24 (Mitogen-Activated Protein Kinases)', 'EC 2.7.12.2 (MAP Kinase Kinase 6)', 'EC 2.7.12.2 (MAP Kinase Kinase 7)', 'EC 2.7.12.2 (MAP2K6 protein, human)', 'EC 2.7.12.2 (MAP2K7 protein, human)', 'EC 2.7.12.2 (Mitogen-Activated Protein Kinase Kinases)']",IM,"['Adaptor Proteins, Signal Transducing', 'Apoptosis/*physiology', 'Calcium-Calmodulin-Dependent Protein Kinases/metabolism', 'Carcinoma, Hepatocellular/*enzymology/pathology', 'Carrier Proteins/metabolism/*physiology', 'Cell Line, Tumor', 'Co-Repressor Proteins', 'Enzyme Activation', 'Humans', '*Intracellular Signaling Peptides and Proteins', 'JNK Mitogen-Activated Protein Kinases', 'Leukemia, Promyelocytic, Acute/metabolism', 'Liver Neoplasms/*enzymology/pathology', 'MAP Kinase Kinase 6', 'MAP Kinase Kinase 7', 'Mitogen-Activated Protein Kinase Kinases/metabolism', 'Mitogen-Activated Protein Kinases/*metabolism', 'Molecular Chaperones', 'Nuclear Proteins/metabolism', 'Phosphorylation', 'Protein Serine-Threonine Kinases/metabolism/*physiology', 'Signal Transduction', 'Transforming Growth Factor beta/*physiology']",2003/12/18 05:00,2004/02/28 05:00,['2003/12/18 05:00'],"['2003/12/18 05:00 [pubmed]', '2004/02/28 05:00 [medline]', '2003/12/18 05:00 [entrez]']",,ppublish,Cancer Res. 2003 Dec 1;63(23):8271-7.,,,,,,,,,,,,,,,,,
14678976,NLM,MEDLINE,20040227,20151119,0008-5472 (Print) 0008-5472 (Linking),63,23,2003 Dec 1,Altered serine/arginine-rich protein phosphorylation and exonic enhancer-dependent splicing in Mammalian cells lacking topoisomerase I.,8203-11,"DNA topoisomerase I (Topo I) specifically phosphorylates arginine-serine-rich (SR proteins) splicing factors and is potentially involved in pre-mRNA-splicing regulation. Using a Topo I-deficient murine B lymphoma-derived subclone (P388-45/C) selected for its resistance to high dosage of the antitumor drug camptothecin, we show that Topo I depletion results in the hypophosphorylation of SR proteins and impairs exonic splicing enhancer (ESE)-dependent but not constitutive splicing. The Affymetrix GeneChip system analysis revealed that several alternatively spliced genes, characterized by small exons and large introns, are down-regulated in Topo I-deficient cells. Given that ectopic expression of green fluorescent protein-Topo I fusion in Topo I-deficient cells restores both wild-type phosphorylation of SR proteins and ESE-dependent splicing, we conclude that Topo I-mediated phosphorylation plays a specific role in ESE-regulated splicing.",,"['Soret, Johann', 'Gabut, Mathieu', 'Dupon, Cecile', 'Kohlhagen, Glenda', 'Stevenin, James', 'Pommier, Yves', 'Tazi, Jamal']","['Soret J', 'Gabut M', 'Dupon C', 'Kohlhagen G', 'Stevenin J', 'Pommier Y', 'Tazi J']","['Institut de Genetique Moleculaire, Centre National de la Recherche Scientifique/UMR5535, and Institut Federatif de Recherches 122 Montpellier, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Antineoplastic Agents)', '0 (Luminescent Proteins)', '0 (Nuclear Proteins)', '0 (Phosphoproteins)', '0 (RNA-Binding Proteins)', '0 (Recombinant Fusion Proteins)', '147336-22-9 (Green Fluorescent Proteins)', '170974-22-8 (Serine-Arginine Splicing Factors)', 'EC 5.99.1.2 (DNA Topoisomerases, Type I)', 'XT3Z54Z28A (Camptothecin)']",IM,"['Alternative Splicing', 'Animals', 'Antineoplastic Agents/pharmacology', 'Camptothecin/pharmacology', 'DNA Topoisomerases, Type I/*deficiency/genetics', 'Down-Regulation', 'Drug Resistance, Neoplasm', 'Exons/physiology', 'Gene Expression Regulation, Leukemic', 'Green Fluorescent Proteins', 'Leukemia P388/enzymology/genetics', 'Luminescent Proteins/biosynthesis/genetics', 'Mice', 'Nuclear Proteins/*metabolism', 'Phosphoproteins/*metabolism', 'Phosphorylation', 'RNA Splicing/*physiology', 'RNA-Binding Proteins', 'Recombinant Fusion Proteins/biosynthesis/genetics/metabolism', 'Serine-Arginine Splicing Factors', 'Transcriptional Activation']",2003/12/18 05:00,2004/02/28 05:00,['2003/12/18 05:00'],"['2003/12/18 05:00 [pubmed]', '2004/02/28 05:00 [medline]', '2003/12/18 05:00 [entrez]']",,ppublish,Cancer Res. 2003 Dec 1;63(23):8203-11.,,,,,,,,,,,,,,,,,
14678896,NLM,MEDLINE,20040422,20151119,1000-2588 (Print) 1000-2588 (Linking),23,12,2003 Dec,[Autogeneic peripheral blood hemopoietic stem cell transplantation for chronic myeloid leukemia with imatinib mesylate-induced negative Philadelphia chromosome].,"1301-2, 1306","OBJECTIVE: To study the possibility of curing chronic myeloid leukemia with autogeneic hemopoietic stem cell transplantation in patients with negative Philadelphia (Ph) chromosome induced by imatinib mesylate (STI 571) treatment. METHODS: Two patients with chronic myeloid leukemia in chronic phase, who had 90% Ph chromosome-positive cells and bcr/abl fusion gene-positive cells as shown by interphase fluorescence in situ hybridization (I-FISH), failed to respond favorably to interferon-alpha therapy in the treatment courses of 7 and 8 months, respectively. Treatment with STI 571 at a daily dose of 300 to 400 mg for 5 months to 8 months was subsequently implemented, after which the Ph chromosome and bcr/abl fusion genes became normal in detection for 3 times. Peripheral blood haemopoietic stem cell mobilization was then initiated by intravenous injection of cytarabine (2.0 g/d) for 3 days, etoposide (0.2 g/d) for 3 d and cyclophosphamide (1.0 g/d) for one day. When the white blood cell was below 1.0x10(9)/L, the G-CSF (300 microg/d) was administered subcutaneously for 5 or 6 d, and the peripheral blood mononuclear cells were collected by CS3000 Plus blood cell separator. The percentage of bcr/abl fusion gene-positive cells among CD34(9) cells enriched by MiniMAC ranged from 11% to 14%. After 3 or 4 weeks, the patients received total body irradiation at 9 Gy given in 2 fractions, with intravenous injection of cyclophosphamide (60 mg/kg daily) and etoposide (300 mg/d) for 2 d. On the day of transplantation, the collected mononuclear cells were 4.17x10(8)/kg and 3.9x10(8)/kg, with CD34(+)/ cells reaching 4.89x10(6)/kg.b.w and 4.89x10(6)/kg. CsA was also used since day -1 to day +13 of the transplantation for prevention of graft-versus-host disease. G-CSF was administrated daily at the dose of 300 microg subcutaneously from day +3 to +12. RESULTS: After the transplantation, the absolute neutrophil count (ANC) took a mean of 11 d to exceed 0.5x10(9)/L in these two patients, and 19 and 21 d, respectively, were needed for the platelet count to exceed 20x10(9)/L. The two patients showed cytogenetic relapse at 120 and 300 d after the transplantation, respectively. CONCLUSION: Autogeneic peripheral blood stem cells transplantation after Ph chromosome is negative in patients with chronic myeloid leukemia, who receive STI 571 treatment, may also relapse, and more radical elimination of Ph chromosome-positive cells is needed.",,"['Meng, Fan-yi', 'Sun, Jin', 'Liu, Qi-fa', 'Xu, Dan', 'Yang, Long-jiang', 'Song, Lan-lin', 'Liu, Xiao-li', 'Xu, Bing', 'Zhou, Shu-yun']","['Meng FY', 'Sun J', 'Liu QF', 'Xu D', 'Yang LJ', 'Song LL', 'Liu XL', 'Xu B', 'Zhou SY']","['Department of Hematology, Nanfang Hospital, First Military Medical University, Guangzhou 510515, China.']",['chi'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Di Yi Jun Yi Da Xue Xue Bao,Di 1 jun yi da xue xue bao = Academic journal of the first medical college of PLA,9426110,"['0 (Antigens, CD34)', '0 (Benzamides)', '0 (Piperazines)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)']",IM,"['Adult', 'Antigens, CD34/analysis', 'Benzamides', 'Follow-Up Studies', 'Hematopoiesis', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics/*therapy', 'Male', 'Middle Aged', 'Peripheral Blood Stem Cell Transplantation', 'Philadelphia Chromosome', 'Piperazines/*therapeutic use', 'Pyrimidines/*therapeutic use', 'Transplantation, Autologous']",2003/12/18 05:00,2004/04/23 05:00,['2003/12/18 05:00'],"['2003/12/18 05:00 [pubmed]', '2004/04/23 05:00 [medline]', '2003/12/18 05:00 [entrez]']",,ppublish,"Di Yi Jun Yi Da Xue Xue Bao. 2003 Dec;23(12):1301-2, 1306.",,,,,,,,,,,,,,,,,
14678887,NLM,MEDLINE,20040422,20061115,1000-2588 (Print) 1000-2588 (Linking),23,12,2003 Dec,[Surface morphology of CD34+ cells under atomic force microscope].,1270-2,"OBJECTIVE: To observe the difference in surface morphology and structure between CD34(+) cells from normal human subjects and from patients with leukemia. METHODS: Bone marrow mononuclear cells from 3 normal human subjects and 3 patients with M2b leukemia were collected by Percoll gradient centrifugation, followed by purification of CD34(+) cells by means of immunomagnetic bead separation (MiniMAC) and examination with flow cytometry. The morphology of the cells were then observed with optical and atomic force microscope (AFM) in air. RESULTS: No significant difference was identified between the two cells under optical microscope. With atomic force microscope, numerous microvilli were observed on the surface of CD34(+) cells, and the normal cells and those from the leukemic patients showed significant difference in terms of the roughness of the cell surface. CONCLUSION: Normal CD34(+) cells have more rough and erosive surface structure than leukemic CD34+ cells (M2b).",,"['Yang, Long-jiang', 'Meng, Fan-yi', 'Liu, Mei-li', 'Cai, Ji-ye', 'Lin, Rong', 'Xu, Xiao-lan']","['Yang LJ', 'Meng FY', 'Liu ML', 'Cai JY', 'Lin R', 'Xu XL']","['Department of Hematology, Nanfang Hospital, First Military Medical University, Guangzhou 510515, China.']",['chi'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Di Yi Jun Yi Da Xue Xue Bao,Di 1 jun yi da xue xue bao = Academic journal of the first medical college of PLA,9426110,"['0 (Antigens, CD34)']",IM,"['Antigens, CD34/*analysis', 'Bone Marrow Cells/ultrastructure', 'Hematopoietic Stem Cells/*ultrastructure', 'Humans', 'Microscopy, Atomic Force']",2003/12/18 05:00,2004/04/23 05:00,['2003/12/18 05:00'],"['2003/12/18 05:00 [pubmed]', '2004/04/23 05:00 [medline]', '2003/12/18 05:00 [entrez]']",,ppublish,Di Yi Jun Yi Da Xue Xue Bao. 2003 Dec;23(12):1270-2.,,,,,,,,,,,,,,,,,
14678886,NLM,MEDLINE,20040422,20071115,1000-2588 (Print) 1000-2588 (Linking),23,12,2003 Dec,[Analysis of T cell receptor V gamma I-J gamma gene rearrangement in elderly patients with acute leukemia].,1266-9,"OBJECTIVE: To obtain insight into the molecular mechanism of acute leukemia in elderly patients in relation to the clinical features of the disease. METHODS: DNA specimens were obtained from 34 elderly patients with acute nonlymphoblastic leukemia (ANLL), 9 elderly patients with acute lymphoblastic leukemia (ALL) and 10 healthy blood donors. Polymerase chain reaction (PCR) coupled with single-strand conformation polymorphism (SSCP) was performed to detect T cell receptor (TCR) V gamma I-J gamma gene rearrangement. RESULTS: In the 34 elderly ANLL patients, 47.1% (16/34) were found with TCRV gamma I-J gamma gene rearrangement, showing a higher rate of the rearrangement than in younger ANLL patients (P<0.025). TCRV gamma I-J gamma gene rearrangement was identified in 7 (77.8%) of the 9 elderly patients with ALL, and 3 of the identified cases had oligoclonal/ subclonal rearrangement, suggesting a higher rate of oligoclonal/subclonal rearrangement in elderly ALL patients than in younger ALL patients (P<0.01). None of the blood donors was found with TCRV gamma I-J gamma gene rearrangement. The complete remission rate was lower in the elderly ANLL patient with TCRV gamma I-J gamma gene rearrangement than in those without (P<0.05). CONCLUSION: The detection of TCRV gamma I-J gamma gene rearrangement can be of value in assessing the therapeutic effect and making prognostic prediction in elderly patients with acute leukemia.",,"['Xu, Bing', 'Wei, Yong-qiang', 'Zhao, Yong-zhong', 'Zhou, Shu-yun', 'Meng, Fan-yi']","['Xu B', 'Wei YQ', 'Zhao YZ', 'Zhou SY', 'Meng FY']","['Department of Hematology, Nanfang Hospital, First Military Medical University, Guangzhou 510515, China. xbzj@fimmu.edu.cn']",['chi'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Di Yi Jun Yi Da Xue Xue Bao,Di 1 jun yi da xue xue bao = Academic journal of the first medical college of PLA,9426110,,IM,"['Aged', 'Aged, 80 and over', 'Female', '*Gene Rearrangement, gamma-Chain T-Cell Antigen Receptor', 'Humans', 'Leukemia, Myeloid, Acute/*genetics/immunology', 'Male', 'Middle Aged', 'Polymerase Chain Reaction', 'Polymorphism, Single-Stranded Conformational', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics', 'Prognosis', 'Recurrence']",2003/12/18 05:00,2004/04/23 05:00,['2003/12/18 05:00'],"['2003/12/18 05:00 [pubmed]', '2004/04/23 05:00 [medline]', '2003/12/18 05:00 [entrez]']",,ppublish,Di Yi Jun Yi Da Xue Xue Bao. 2003 Dec;23(12):1266-9.,,,,,,,,,,,,,,,,,
14678808,NLM,MEDLINE,20040805,20190727,0049-3848 (Print) 0049-3848 (Linking),111,3,2003,Thrombosis in children with acute lymphoblastic leukemia: part I. Epidemiology of thrombosis in children with acute lymphoblastic leukemia.,125-31,"Acute lymphoblastic leukemia (ALL) is the most common childhood malignancy. With the advent of aggressive multimodality therapy, ALL has become a curable disease for majority of pediatric patients. Thromboembolism (TE) is a well-recognized serious complication in association with ALL leading to significant morbidity. It can be potentially fatal in over 50% of the affected patients. Development of TE does interfere with the scheduled treatment plan for ALL and, thus, ultimate outcome from ALL. Recent evidence indicates that concomitant administration of asparaginase and steroids is likely to be associated with higher incidence of TE, especially in children with at least one prothrombotic risk factor. In addition, older children and patients with high risk ALL may be at higher risk for developing TE. However, the epidemiology and the exact pathogenesis of this entity have not yet been clearly defined. To reduce the incidence of TE and its impact on overall outcome as well as on the quality of life in children undergoing treatment for ALL, further studies to define the epidemiology of TE in relation to the biology of ALL and chemotherapy protocols are urgently needed. The purpose of this review is to evaluate the current knowledge of TE in association with ALL in children, especially in relation with the treatment protocols and genetic background. This review will be published in three parts. The first part will review the available information regarding epidemiology of TE in children with ALL.",,"['Athale, Uma H', 'Chan, Anthony K C']","['Athale UH', 'Chan AK']","['Division of Pediatric Hematology/Oncology, Department of Pediatrics, 3N27D, HSC, McMaster University, 1200 Main Street West, L8N3Z5, Hamilton, ON, Canada. athaleu@mcmaster.ca']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Thromb Res,Thrombosis research,0326377,,IM,"['Child', 'Female', 'Humans', 'Immunophenotyping', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications/*epidemiology', 'Risk Factors', 'Sex Factors', 'Thromboembolism', 'Thrombosis/epidemiology/*etiology', 'Treatment Outcome']",2003/12/18 05:00,2004/08/06 05:00,['2003/12/18 05:00'],"['2003/12/18 05:00 [pubmed]', '2004/08/06 05:00 [medline]', '2003/12/18 05:00 [entrez]']","['S0049384803005413 [pii]', '10.1016/j.thromres.2003.10.013 [doi]']",ppublish,Thromb Res. 2003;111(3):125-31. doi: 10.1016/j.thromres.2003.10.013.,,,,,,39,,,,,,,,,,,
14678703,NLM,MEDLINE,20040318,20190823,0025-7753 (Print) 0025-7753 (Linking),121,19,2003 Nov 29,"[Rheumatoid arthritis, pure red cell aplasia and large granular lymphocyte leukemia].",758-9,,,"['Sanjurjo, Eduard', 'Lopez, Beatriz', 'Grau, Josep M', 'Rovira, Montserrat']","['Sanjurjo E', 'Lopez B', 'Grau JM', 'Rovira M']",,['spa'],"['Case Reports', 'Letter']",Spain,Med Clin (Barc),Medicina clinica,0376377,"['0 (Glucocorticoids)', '0 (Immunosuppressive Agents)', '83HN0GTJ6D (Cyclosporine)']",IM,"['Arthritis, Rheumatoid/*complications/diagnosis/drug therapy', 'Cyclosporine/therapeutic use', 'Glucocorticoids/therapeutic use', 'Humans', 'Immunosuppressive Agents/therapeutic use', 'Leukemia, Lymphoid/*complications/diagnosis/drug therapy', 'Male', 'Middle Aged', 'Red-Cell Aplasia, Pure/*complications/diagnosis/drug therapy', 'Treatment Outcome']",2003/12/18 05:00,2004/03/19 05:00,['2003/12/18 05:00'],"['2003/12/18 05:00 [pubmed]', '2004/03/19 05:00 [medline]', '2003/12/18 05:00 [entrez]']","['13054959 [pii]', '10.1016/s0025-7753(03)74088-3 [doi]']",ppublish,Med Clin (Barc). 2003 Nov 29;121(19):758-9. doi: 10.1016/s0025-7753(03)74088-3.,,,,,,,"Artritis reumatoide, aplasia pura de la serie roja y leucemia de linfocitos grandes granulares.",,,,,,,,,,
14678540,NLM,MEDLINE,20040610,20191026,0926-9959 (Print) 0926-9959 (Linking),18,1,2004 Jan,Blastic natural killer cell leukaemia with skin involvement: a case report.,86-8,"Natural killer cell leukaemia is generally accompanied by extramedullary involvement. CD4+ natural killer cell leukaemia frequently manifests with cutaneous involvement. The disease pursues a very aggressive course with no long-term survivors reported. We present a patient with CD4+ natural killer cell leukaemia with skin, bone marrow and peripheral blood involvement who is still on remission at the end of 2 years.",,"['Kaya, E', 'Ozcan, H', 'Kuku, I', 'Dikilitas, M', 'Sevinc, A', 'Aydogdu, I']","['Kaya E', 'Ozcan H', 'Kuku I', 'Dikilitas M', 'Sevinc A', 'Aydogdu I']","['Department of Haematology, Turgut Ozal Medical Center, Inonu University, Malatya, Turkey.']",['eng'],"['Case Reports', 'Journal Article']",England,J Eur Acad Dermatol Venereol,Journal of the European Academy of Dermatology and Venereology : JEADV,9216037,,IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Combined Modality Therapy', 'Humans', '*Killer Cells, Natural', 'Leukemia/*pathology/therapy', 'Lymphoma, T-Cell, Cutaneous/*pathology/therapy', 'Male', 'Neoplasms, Multiple Primary/*pathology/therapy', 'Skin Neoplasms/*pathology/therapy']",2003/12/18 05:00,2004/06/21 10:00,['2003/12/18 05:00'],"['2003/12/18 05:00 [pubmed]', '2004/06/21 10:00 [medline]', '2003/12/18 05:00 [entrez]']","['707 [pii]', '10.1111/j.1468-3083.2004.00707.x [doi]']",ppublish,J Eur Acad Dermatol Venereol. 2004 Jan;18(1):86-8. doi: 10.1111/j.1468-3083.2004.00707.x.,,,,,,,,,,,,,,,,,
