PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,AB,PMC,RF,CIN,GR,PS,FPS
4367342,NLM,MEDLINE,19741009,20190708,0020-7136 (Print) 0020-7136 (Linking),13,5,1974 May 15,An analysis of variables affecting the measurement of tumor immunity in vitro with 125I-iododeoxyuridine-labelled target cells. Studies of immunity to primary Moloney sarcomas.,697-713,"['Seeger, R C', 'Rayner, S A', 'Owen, J J']","['Seeger RC', 'Rayner SA', 'Owen JJ']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,"['0 (Iodine Radioisotopes)', '56-49-5 (Methylcholanthrene)', 'W78I7AY22C (Deoxyuridine)']",IM,"['Animals', '*Antigen-Antibody Reactions', 'Cell Division', 'Cell Line', 'Cytotoxicity Tests, Immunologic', 'Deoxyuridine', 'Female', '*Immunity, Cellular', 'Iodine Radioisotopes', 'Leukemia Virus, Murine/immunology', 'Lymph Nodes/immunology', 'Lymphocytes/immunology', 'Male', 'Methylcholanthrene', 'Mice', 'Mice, Inbred Strains', 'Moloney murine leukemia virus/*immunology', 'Neoplasms, Experimental/chemically induced', 'Polyomavirus/immunology', 'Sarcoma/chemically induced/*immunology']",1974/05/15 00:00,1974/05/15 00:01,['1974/05/15 00:00'],"['1974/05/15 00:00 [pubmed]', '1974/05/15 00:01 [medline]', '1974/05/15 00:00 [entrez]']",['10.1002/ijc.2910130514 [doi]'],ppublish,Int J Cancer. 1974 May 15;13(5):697-713. doi: 10.1002/ijc.2910130514.,,,,,,,,
4367320,NLM,MEDLINE,19741009,20190618,0036-8075 (Print) 0036-8075 (Linking),185,4154,1974 Sep 6,Antibody to leukemia virus: widespread occurrence in inbred mice.,869-71,"['Nowinski, R C', 'Kaehler, S L']","['Nowinski RC', 'Kaehler SL']",['eng'],['Journal Article'],United States,Science,"Science (New York, N.Y.)",0404511,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)', '0 (Immunoglobulin G)', '0 (Viral Proteins)']",IM,"['Animals', 'Antibodies, Viral/*isolation & purification', 'Antibody Formation', 'Antigens, Viral', 'Immune Tolerance', '*Immunoglobulin G', 'Leukemia Virus, Murine/*immunology', 'Mice', 'Mice, Inbred A', 'Mice, Inbred AKR', 'Mice, Inbred BALB C', 'Mice, Inbred C3H', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Mice, Inbred NZB', 'Mice, Inbred Strains/*immunology', 'Precipitin Tests', 'Viral Proteins']",1974/09/06 00:00,1974/09/06 00:01,['1974/09/06 00:00'],"['1974/09/06 00:00 [pubmed]', '1974/09/06 00:01 [medline]', '1974/09/06 00:00 [entrez]']",['10.1126/science.185.4154.869 [doi]'],ppublish,Science. 1974 Sep 6;185(4154):869-71. doi: 10.1126/science.185.4154.869.,,Mice from a wide variety of inbred strains produce immunoglobulin G antibody against murine leukemia virus. This is contrary to the common view that the mouse is immunologically tolerant to its endogenous leukemia virus.,,,,,,
4367312,NLM,MEDLINE,19741009,20181113,0019-2805 (Print) 0019-2805 (Linking),26,1,1974 Jan,Relative importance of viral and neoantigens in cytotoxic reaction against murine leukaemia cells.,37-48,"['Cohen, M H', 'Sibal, L R', 'Fink, M A']","['Cohen MH', 'Sibal LR', 'Fink MA']",['eng'],['Journal Article'],England,Immunology,Immunology,0374672,"['0 (Antigens, Viral)', '0 (Chromium Radioisotopes)', '0 (Immune Sera)']",IM,"['Animals', 'Antibody Formation', '*Antigens, Viral', 'Cell Membrane/immunology', 'Centrifugation, Density Gradient', 'Chromium Radioisotopes', 'Cytotoxicity Tests, Immunologic', 'Female', 'Haplorhini', 'Hemagglutination Tests', 'Immune Sera', 'Immunodiffusion', 'Leukemia Virus, Murine', 'Leukemia, Experimental/*immunology', 'Macaca', 'Mice', 'Mice, Inbred BALB C', 'Rauscher Virus/*immunology', 'Spleen/immunology']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",,ppublish,Immunology. 1974 Jan;26(1):37-48.,,,PMC1423104,,,,,
4367272,NLM,MEDLINE,19740928,20190511,0002-9173 (Print) 0002-9173 (Linking),62,2,1974 Aug,Autoimmunity and neoplasia. The possible role of C-type viruses.,258-80,"['Levy, J A']",['Levy JA'],['eng'],"['Journal Article', 'Review']",England,Am J Clin Pathol,American journal of clinical pathology,0370470,,IM,"['Animals', 'Autoimmune Diseases/*microbiology', 'Avian Sarcoma Viruses/immunology/pathogenicity', '*Disease Models, Animal', 'Humans', '*Immunity', 'Inclusion Bodies, Viral', 'Leukemia Virus, Murine/immunology/pathogenicity', 'Mice', 'Mice, Inbred NZB', 'Mice, Inbred Strains', 'Microscopy, Electron', 'Moloney murine leukemia virus/immunology/pathogenicity', 'Neoplasms/blood/etiology/*immunology/microbiology', 'Neoplasms, Experimental/immunology', 'RNA Viruses/immunology/pathogenicity', 'Retroviridae/*immunology/pathogenicity', 'Sarcoma, Experimental/immunology/pathology']",1974/08/01 00:00,1974/08/01 00:01,['1974/08/01 00:00'],"['1974/08/01 00:00 [pubmed]', '1974/08/01 00:01 [medline]', '1974/08/01 00:00 [entrez]']",['10.1093/ajcp/62.2.258 [doi]'],ppublish,Am J Clin Pathol. 1974 Aug;62(2):258-80. doi: 10.1093/ajcp/62.2.258.,,,,185,,,,
4367265,NLM,MEDLINE,19740928,20181113,0002-9440 (Print) 0002-9440 (Linking),76,2,1974 Aug,"Animal model of human disease. Burkitt's lymphoma, malignant lymphoma and lymphocytic leukemia.",415-8,"['Hunt, R D', 'Melendez, L V']","['Hunt RD', 'Melendez LV']",['eng'],"['Comparative Study', 'Journal Article']",United States,Am J Pathol,The American journal of pathology,0370502,,IM,"['Animals', 'Burkitt Lymphoma/*etiology/microbiology/pathology', '*Disease Models, Animal', '*Haplorhini', '*Herpesviridae', 'Herpesvirus 4, Human', 'Hodgkin Disease/*etiology/microbiology/pathology', 'Humans', 'Leukemia, Lymphoid/*etiology/microbiology/pathology', 'Lymph Nodes/pathology']",1974/08/01 00:00,1974/08/01 00:01,['1974/08/01 00:00'],"['1974/08/01 00:00 [pubmed]', '1974/08/01 00:01 [medline]', '1974/08/01 00:00 [entrez]']",,ppublish,Am J Pathol. 1974 Aug;76(2):415-8.,,,PMC1910872,,,,,
4367246,NLM,MEDLINE,19741009,20190511,0027-8874 (Print) 0027-8874 (Linking),53,2,1974 Aug,The murine male antigen. 3. Variable expression of H-Y by murine tumors.,527-32,"['Wikstrand, C J', 'Haughton, G']","['Wikstrand CJ', 'Haughton G']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Histocompatibility Antigens)', '56-49-5 (Methylcholanthrene)']",IM,"['Animals', 'Avian Sarcoma Viruses', 'Female', 'Hemangioma/immunology', '*Histocompatibility Antigens', 'Lymphoma/immunology', 'Male', 'Methylcholanthrene', 'Mice', 'Mice, Inbred C57BL', 'Moloney murine leukemia virus', 'Neoplasm Transplantation', 'Neoplasms, Experimental/chemically induced/*immunology/microbiology', 'Sarcoma, Experimental/immunology', 'Sex Chromosomes/*immunology', 'Sex Factors', 'Transplantation, Homologous']",1974/08/01 00:00,1974/08/01 00:01,['1974/08/01 00:00'],"['1974/08/01 00:00 [pubmed]', '1974/08/01 00:01 [medline]', '1974/08/01 00:00 [entrez]']",['10.1093/jnci/53.2.527 [doi]'],ppublish,J Natl Cancer Inst. 1974 Aug;53(2):527-32. doi: 10.1093/jnci/53.2.527.,,,,,,,,
4367245,NLM,MEDLINE,19741009,20190511,0027-8874 (Print) 0027-8874 (Linking),53,2,1974 Aug,Suppression of chemically induced pulmonary tumors by treatment of strain A mice with murine sarcoma virus.,493-8,"['Stoner, G D', 'Kniazeff, A J', 'Shimkin, M B', 'Hoppenstand, R D']","['Stoner GD', 'Kniazeff AJ', 'Shimkin MB', 'Hoppenstand RD']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['3IN71E75Z5 (Urethane)', '56-49-5 (Methylcholanthrene)']",IM,"['Adenoma/*chemically induced', 'Animals', 'Female', '*Gammaretrovirus', 'Lung Neoplasms/*chemically induced/prevention & control', 'Male', 'Methylcholanthrene', 'Mice', 'Mice, Inbred A', 'Mice, Inbred BALB C', 'Moloney murine leukemia virus', 'Neoplasms, Experimental/chemically induced/prevention & control', 'Sarcoma/*microbiology', 'Urethane']",1974/08/01 00:00,1974/08/01 00:01,['1974/08/01 00:00'],"['1974/08/01 00:00 [pubmed]', '1974/08/01 00:01 [medline]', '1974/08/01 00:00 [entrez]']",['10.1093/jnci/53.2.493 [doi]'],ppublish,J Natl Cancer Inst. 1974 Aug;53(2):493-8. doi: 10.1093/jnci/53.2.493.,,,,,,,,
4367244,NLM,MEDLINE,19741009,20191210,0027-8874 (Print) 0027-8874 (Linking),53,2,1974 Aug,In vivo inhibition of murine leukemia and sarcoma viruses by the heteropolyanion 5-tungsto-2-antimoniate.,469-74,"['Jasmin, C', 'Chermann, J C', 'Herve, G', 'Teze, A', 'Souchay, P', 'Boy-Loustau, C', 'Raybaud, N', 'Sinoussi, F', 'Raynaud, M']","['Jasmin C', 'Chermann JC', 'Herve G', 'Teze A', 'Souchay P', 'Boy-Loustau C', 'Raybaud N', 'Sinoussi F', 'Raynaud M']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Antigens, Viral)', '0 (Antiviral Agents)', '0 (Interferon Inducers)', '0 (Tungsten Compounds)', '59372-48-4 (ammonium tungsten antimonate hydroxide oxide)', '9IT35J3UV3 (Antimony)', 'V9306CXO6G (Tungsten)']",IM,"['Animals', 'Antigens, Viral/analysis', 'Antimony/*pharmacology', 'Antiviral Agents/administration & dosage/*pharmacology', 'Friend murine leukemia virus/drug effects/immunology', 'Gammaretrovirus/*drug effects', 'Immunization', 'Interferon Inducers', 'Leukemia L1210/drug therapy', 'Leukemia Virus, Murine/*drug effects', 'Leukemia, Experimental/*prevention & control', 'Mice', 'Mice, Inbred C3H', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Moloney murine leukemia virus/drug effects', 'Sarcoma/*microbiology', 'Sarcoma, Experimental/etiology', 'Splenomegaly/prevention & control', 'Tungsten/*pharmacology', 'Tungsten Compounds']",1974/08/01 00:00,1974/08/01 00:01,['1974/08/01 00:00'],"['1974/08/01 00:00 [pubmed]', '1974/08/01 00:01 [medline]', '1974/08/01 00:00 [entrez]']",['10.1093/jnci/53.2.469 [doi]'],ppublish,J Natl Cancer Inst. 1974 Aug;53(2):469-74. doi: 10.1093/jnci/53.2.469.,,,,,,,,
4367179,NLM,MEDLINE,19740917,20131121,0008-5472 (Print) 0008-5472 (Linking),34,8,1974 Aug,Enhanced Na+-K+-activated adenosine triphosphatase activity in transformed fibroblasts.,1862-5,"['Kasarov, L B', 'Friedman, H']","['Kasarov LB', 'Friedman H']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['9NEZ333N27 (Sodium)', 'EC 3.6.1.- (Adenosine Triphosphatases)', 'RWP5GA015D (Potassium)']",IM,"['Adenosine Triphosphatases', 'Animals', 'Cell Line', '*Cell Transformation, Neoplastic', 'Clone Cells', 'Culture Techniques', 'Enzyme Activation', 'Fibroblasts/*enzymology', 'Leukemia Virus, Murine', 'Mice', 'Mice, Inbred BALB C', 'Potassium/*pharmacology', 'Rats', 'Sarcoma, Experimental/enzymology/microbiology', 'Simian virus 40', 'Sodium/*pharmacology']",1974/08/01 00:00,1974/08/01 00:01,['1974/08/01 00:00'],"['1974/08/01 00:00 [pubmed]', '1974/08/01 00:01 [medline]', '1974/08/01 00:00 [entrez]']",,ppublish,Cancer Res. 1974 Aug;34(8):1862-5.,,,,,,,,
4367172,NLM,MEDLINE,19740917,20081121,0069-0120 (Print) 0069-0120 (Linking),4,3,1974 Jul,Antineoplastic substances from the sea: a review.,97-129,"['Li, C P', 'Goldin, A', 'Hartwell, J L']","['Li CP', 'Goldin A', 'Hartwell JL']",['eng'],['Journal Article'],United States,Cancer Chemother Rep 2,Cancer chemotherapy reports. Part 2,7607106,"['0 (Antibiotics, Antineoplastic)', '0 (Antineoplastic Agents)', '0 (Antiviral Agents)', '0 (Carcinogens)', '0 (Fish Oils)', 'EC 3.- (Hydrolases)']",IM,"['Animals', 'Antibiotics, Antineoplastic/therapeutic use', 'Antineoplastic Agents/*isolation & purification/pharmacology/therapeutic use/toxicity', 'Antiviral Agents/therapeutic use', 'Bivalvia/analysis', 'Carcinogens', 'Chemical Phenomena', 'Chemistry', 'Cricetinae', 'Echinodermata/*analysis', 'Female', 'Fish Oils/pharmacology', 'Hydrolases/pharmacology', 'Leukemia L1210/drug therapy', 'Liver/analysis', 'Magnesium Deficiency/complications', 'Male', 'Mice', 'Mollusca/*analysis', 'Mononuclear Phagocyte System/drug effects', 'Neoplasms/etiology', 'Neoplasms, Experimental/drug therapy', 'Oncogenic Viruses/drug effects', 'Porifera/*analysis', 'Sarcoma 180/drug therapy', 'Simian virus 40/drug effects', 'Starfish/analysis', 'Temperature']",1974/07/01 00:00,1974/07/01 00:01,['1974/07/01 00:00'],"['1974/07/01 00:00 [pubmed]', '1974/07/01 00:01 [medline]', '1974/07/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep 2. 1974 Jul;4(3):97-129.,,,,,,,,
4367164,NLM,MEDLINE,19740917,20171116,0301-1518 (Print) 0301-1518 (Linking),3,14,1974 Apr 6,[Editorial: The Australia antigen].,859-60,"['Blumberg, B S']",['Blumberg BS'],['fre'],['Journal Article'],France,Nouv Presse Med,La Nouvelle presse medicale,0312552,"['0 (Hepatitis B Antigens)', 'EC 2.6.1.- (Transaminases)']",IM,"['Carcinoma, Hepatocellular/complications', 'Disease Outbreaks', 'Down Syndrome/complications', 'Hepatitis A/genetics', '*Hepatitis B Antigens', 'Hodgkin Disease/complications', 'Humans', 'Leprosy/complications', 'Leukemia, Lymphoid/complications', 'Liver Neoplasms/complications', 'Nephritis/complications', 'Transaminases/blood', 'Transfusion Reaction']",1974/04/06 00:00,1974/04/06 00:01,['1974/04/06 00:00'],"['1974/04/06 00:00 [pubmed]', '1974/04/06 00:01 [medline]', '1974/04/06 00:00 [entrez]']",,ppublish,Nouv Presse Med. 1974 Apr 6;3(14):859-60.,L'antigene Australie,,,,,,,
4367059,NLM,MEDLINE,19740919,20071115,0015-8151 (Print) 0015-8151 (Linking),0,0,1973,[Indications for radiotherapy in acute leukemias of the child with special reference to clinically not manifested CNS involvement].,suppl:170-2,"['Franke, H D', 'Landbeck, G']","['Franke HD', 'Landbeck G']",['ger'],['Journal Article'],Germany,Fortschr Geb Rontgenstr Nuklearmed,Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin,7507118,"['0 (Antineoplastic Agents)', '0 (Cobalt Radioisotopes)']",IM,"['Antineoplastic Agents/therapeutic use', 'Central Nervous System Diseases/*diagnosis', 'Child', 'Cobalt Radioisotopes/therapeutic use', 'Female', 'Humans', 'Leukemia, Lymphoid/drug therapy/*radiotherapy', 'Male', 'Radioisotope Teletherapy', 'Radiotherapy Dosage', 'Remission, Spontaneous']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",,ppublish,Fortschr Geb Rontgenstr Nuklearmed. 1973;0(0):suppl:170-2.,Indikationen zur Strahlentherapie bei akuten Leukamien des Kindes unter besonderer Berucksichtigung des klinisch nicht manifesten ZNS-Befalls,,,,,,,
4367058,NLM,MEDLINE,19740919,20111117,0015-8151 (Print) 0015-8151 (Linking),0,0,1973,[Pathology of tumors in childhood].,suppl:163-8,"['Holzner, J H']",['Holzner JH'],['ger'],['Journal Article'],Germany,Fortschr Geb Rontgenstr Nuklearmed,Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin,7507118,,IM,"['Age Factors', 'Brain Neoplasms/pathology', 'Child', 'Hodgkin Disease/pathology', 'Humans', 'Leukemia, Lymphoid/pathology', 'Leukemia, Monocytic, Acute/pathology', 'Leukemia, Myeloid, Acute/pathology', 'Lymphoma, Non-Hodgkin/pathology', 'Mesenchymoma/pathology', 'Neoplasms/*pathology', 'Pheochromocytoma/pathology', 'Retinoblastoma/pathology', 'Sarcoma, Ewing/pathology', 'Teratoma/pathology', 'Wilms Tumor/pathology']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",,ppublish,Fortschr Geb Rontgenstr Nuklearmed. 1973;0(0):suppl:163-8.,Pathologie der Tumoren im Kindesalter,,,,,,,
4366992,NLM,MEDLINE,19740917,20041117,0008-5472 (Print) 0008-5472 (Linking),34,5,1974 May,Immunological reactions to tumor-associated antigens in Burkitts lymphoma and other lymphomas.,1222-7,"['Herberman, R B', 'McCoy, J L', 'Levine, P H']","['Herberman RB', 'McCoy JL', 'Levine PH']",['eng'],"['Journal Article', 'Review']",United States,Cancer Res,Cancer research,2984705R,"['0 (Antigens, Neoplasm)', '0 (Antigens, Viral)', '0 (Chromium Radioisotopes)']",IM,"['Animals', '*Antigens, Neoplasm', 'Antigens, Viral/analysis', 'Burkitt Lymphoma/*immunology', 'Cell Line', 'Chromium Radioisotopes', 'Culture Techniques', 'Cytotoxicity Tests, Immunologic', 'Herpesvirus 4, Human/immunology', 'Hodgkin Disease/complications/immunology', 'Humans', 'Hypersensitivity, Delayed', '*Immunity, Cellular', 'Leukemia/complications', 'Lymphoma/*immunology', 'Mice', 'Neoplasms, Experimental/immunology']",1974/05/01 00:00,1974/05/01 00:01,['1974/05/01 00:00'],"['1974/05/01 00:00 [pubmed]', '1974/05/01 00:01 [medline]', '1974/05/01 00:00 [entrez]']",,ppublish,Cancer Res. 1974 May;34(5):1222-7.,,,,44,,,,
4366982,NLM,MEDLINE,19740917,20071115,0008-5472 (Print) 0008-5472 (Linking),34,5,1974 May,Serological studies of normal and leukemic cats in a multiple-case leukemia cluster.,1061-9,"['Cotter, S M', 'Essex, M', 'Hardy, W D Jr']","['Cotter SM', 'Essex M', 'Hardy WD Jr']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Antigens, Viral)']",IM,"['Age Factors', 'Animals', 'Antigens, Viral/analysis', 'Cat Diseases/*epidemiology', 'Cats', 'Cell Membrane/immunology', 'Female', 'Fluorescent Antibody Technique', 'Leukemia Virus, Feline/immunology', 'Leukemia, Lymphoid/genetics/immunology/microbiology/*veterinary', 'Male', 'Oncogenic Viruses/immunology', 'Peritonitis/veterinary', 'RNA Viruses/immunology', 'Time Factors']",1974/05/01 00:00,2001/03/28 10:01,['1974/05/01 00:00'],"['1974/05/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1974/05/01 00:00 [entrez]']",,ppublish,Cancer Res. 1974 May;34(5):1061-9.,,,,,,,,
4366969,NLM,MEDLINE,19740917,20211203,0020-7136 (Print) 0020-7136 (Linking),13,4,1974 Apr 15,Reduced transplantability of syngeneic tumors in rats immunized with allogeneic tumors.,522-9,"['Kobayashi, H', 'Gotoda, E', 'Kuzumaki, N', 'Takeichi, N', 'Hosokawa, M']","['Kobayashi H', 'Gotoda E', 'Kuzumaki N', 'Takeichi N', 'Hosokawa M']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,,IM,"['Animals', 'Carcinoma, Bronchogenic/*immunology', 'Carcinoma, Hepatocellular/*immunology', 'Fibrosarcoma/*immunology', 'Friend murine leukemia virus', '*Graft Rejection', 'HeLa Cells/immunology', '*Immunization', 'Immunosuppression Therapy', 'Kidney/immunology', 'Liver/immunology', 'Liver Neoplasms', 'Lung Neoplasms/immunology', 'Neoplasm Transplantation', 'Neoplasms, Experimental/*immunology', 'Neurofibroma/immunology', 'Radiation Effects', 'Rats/radiation effects', 'Rats, Inbred Strains/immunology', 'Sarcoma/*immunology', 'Spleen/immunology', 'Transplantation Immunology', 'Transplantation, Heterologous', 'Transplantation, Homologous']",1974/04/15 00:00,1974/04/15 00:01,['1974/04/15 00:00'],"['1974/04/15 00:00 [pubmed]', '1974/04/15 00:01 [medline]', '1974/04/15 00:00 [entrez]']",['10.1002/ijc.2910130412 [doi]'],ppublish,Int J Cancer. 1974 Apr 15;13(4):522-9. doi: 10.1002/ijc.2910130412.,,,,,,,,
4366959,NLM,MEDLINE,19740917,20190612,0006-291X (Print) 0006-291X (Linking),59,1,1974 Jul 10,Stimulation of DNA polymerase activity by the combination of p-hydroxymercuribenzoate and dithiothreitol.,243-51,"['Bohn, E W', 'Matsukage, A', 'Wilson, S H']","['Bohn EW', 'Matsukage A', 'Wilson SH']",['eng'],['Journal Article'],United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['0 (Benzoates)', '0 (Disulfides)', '0 (Hydroxyapatites)', '0 (Hydroxymercuribenzoates)', '0 (Iodine Radioisotopes)', '0 (Myeloma Proteins)', '0 (Sulfhydryl Compounds)', '0 (Sulfhydryl Reagents)', '0 (Thymine Nucleotides)', '10028-17-8 (Tritium)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)', 'FXS1BY2PGL (Mercury)', 'T8ID5YZU6Y (Dithiothreitol)']",IM,"['Animals', 'Benzoates/pharmacology', 'Cell Line', 'Centrifugation, Zonal', 'Chromatography, Ion Exchange', 'DNA Nucleotidyltransferases/isolation & purification/*metabolism', 'Disulfides/pharmacology', 'Dithiothreitol/*pharmacology', 'Electrophoresis, Polyacrylamide Gel', 'Enzyme Activation', 'Hydroxyapatites', 'Hydroxymercuribenzoates/*pharmacology', 'Iodine Radioisotopes', 'Leukemia Virus, Murine/enzymology', 'Liver/drug effects/enzymology', 'Mercury/pharmacology', 'Mice', 'Myeloma Proteins/enzymology', 'Structure-Activity Relationship', 'Sulfhydryl Compounds/pharmacology', 'Sulfhydryl Reagents/pharmacology', 'Templates, Genetic', 'Thymine Nucleotides', 'Tritium']",1974/07/10 00:00,1974/07/10 00:01,['1974/07/10 00:00'],"['1974/07/10 00:00 [pubmed]', '1974/07/10 00:01 [medline]', '1974/07/10 00:00 [entrez]']","['S0006-291X(74)80199-3 [pii]', '10.1016/s0006-291x(74)80199-3 [doi]']",ppublish,Biochem Biophys Res Commun. 1974 Jul 10;59(1):243-51. doi: 10.1016/s0006-291x(74)80199-3.,,,,,,,,
4366909,NLM,MEDLINE,19740917,20190702,0027-5107 (Print) 0027-5107 (Linking),22,2,1974 Feb,"The relationship between chromosomal aberrations, survival and DNA repair in tumour cell lines of differential sensitivity to X-rays and sulphur mustard.",207-21,"['Scott, D', 'Fox, M', 'Fox, B W']","['Scott D', 'Fox M', 'Fox BW']",['eng'],"['Comparative Study', 'Journal Article']",Netherlands,Mutat Res,Mutation research,0400763,"['0 (DNA, Neoplasm)', '0 (Mesylates)', '0 (Mustard Compounds)', '0 (Sulfur Radioisotopes)', '70FD1KFU70 (Sulfur)']",IM,"['Animals', 'Cell Line', 'Cell Survival', '*Chromosome Aberrations', 'Chromosomes/drug effects/radiation effects', '*DNA Repair', 'DNA, Neoplasm', 'In Vitro Techniques', '*Leukemia, Lymphoid', 'Mesylates/pharmacology', 'Mice', 'Mustard Compounds/*pharmacology', '*Radiation Genetics', '*Sarcoma, Yoshida', 'Sulfur/*pharmacology', 'Sulfur Radioisotopes']",1974/02/01 00:00,1974/02/01 00:01,['1974/02/01 00:00'],"['1974/02/01 00:00 [pubmed]', '1974/02/01 00:01 [medline]', '1974/02/01 00:00 [entrez]']","['0027-5107(74)90101-8 [pii]', '10.1016/0027-5107(74)90101-8 [doi]']",ppublish,Mutat Res. 1974 Feb;22(2):207-21. doi: 10.1016/0027-5107(74)90101-8.,,,,,,,,
4366800,NLM,MEDLINE,19740916,20190714,0042-6822 (Print) 0042-6822 (Linking),60,1,1974 Jul,"Mink cell line Mv 1 Lu (CCL 64). Focus formation and the generation of ""nonproducer"" transformed cell lines with murine and feline sarcoma viruses.",282-7,"['Henderson, I C', 'Lieber, M M', 'Todaro, G J']","['Henderson IC', 'Lieber MM', 'Todaro GJ']",['eng'],['Journal Article'],United States,Virology,Virology,0110674,,IM,"['Animals', '*Cell Line', '*Cell Transformation, Neoplastic', 'Gammaretrovirus/*growth & development', 'Haplorhini', 'Hominidae', 'In Vitro Techniques', 'Leukemia Virus, Feline', 'Lung/embryology', 'Mink/embryology', 'Retroviridae/growth & development', 'Viral Interference', '*Virus Replication']",1974/07/01 00:00,1974/07/01 00:01,['1974/07/01 00:00'],"['1974/07/01 00:00 [pubmed]', '1974/07/01 00:01 [medline]', '1974/07/01 00:00 [entrez]']",['10.1016/0042-6822(74)90386-9 [doi]'],ppublish,Virology. 1974 Jul;60(1):282-7. doi: 10.1016/0042-6822(74)90386-9.,,,,,,,,
4366765,NLM,MEDLINE,19740917,20190501,0027-8424 (Print) 0027-8424 (Linking),71,6,1974 Jun,The homopolyadenylate and adjacent nucleotides at the 3'-terminus of 30-40s RNA subunits in the genome of murine sarcoma-leukemia virus.,2386-90,"['Rho, H M', 'Green, M']","['Rho HM', 'Green M']",['eng'],['Journal Article'],United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Adenine Nucleotides)', '0 (Borohydrides)', '0 (Nucleotides)', '0 (Phosphorus Radioisotopes)', '0 (Polynucleotides)', '0 (RNA, Viral)', '10028-17-8 (Tritium)', 'EC 3.1.- (Ribonucleases)', 'K72T3FS567 (Adenosine)']",IM,"['Adenine Nucleotides/*analysis', 'Adenosine/analysis', 'Animals', 'Base Sequence', 'Borohydrides', 'Chromatography, Affinity', 'Electrophoresis, Polyacrylamide Gel', 'Gammaretrovirus/*analysis', '*Genotype', 'Mice', 'Molecular Weight', 'Nucleotides/*analysis', 'Phosphorus Radioisotopes', 'Polynucleotides/*analysis', 'RNA, Viral/*analysis', 'Ribonucleases', 'Tritium']",1974/06/01 00:00,1974/06/01 00:01,['1974/06/01 00:00'],"['1974/06/01 00:00 [pubmed]', '1974/06/01 00:01 [medline]', '1974/06/01 00:00 [entrez]']",['10.1073/pnas.71.6.2386 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1974 Jun;71(6):2386-90. doi: 10.1073/pnas.71.6.2386.,,"Adenosine is the major 3'OH-terminal nucleoside of the 60-70S RNA genome of the murine sarcoma-leukemia virus, its 30-40S RNA subunits, and the poly(A) segments derived by RNase treatment of both RNA species, as determined by periodate oxidation-[(3)H]-borohydride reduction. The binding 30-40S RNA to oligo(dT)-cellulose suggests that most viral RNA subunits contain poly(A). The molecular weight of poly(A) derived from viral RNA by digestion with RNase and purified by affinity chromatography is 64,000-68,000, as determined by gel electrophoresis. From the size of poly(A) and the poly(A) content of viral RNA (1.6%), it is estimated that there is about one poly(A) segment for each viral 30-40S RNA subunit. The results of 3'-termini labeling with [(3)H]borohydride, in vivo labeling with [(3)H]adenosine, and base composition of [(32)P]poly(A) indicate that a homopoly(A) segment is located at the 3'-end of a 30-40S RNA subunit. The homogeneous poly(A) segments isolated from RNase T1 digests of 60-70S [(32)P]RNA consist of one cytidylate, one uridylate, and about 190 adenylate residues, while those isolated from RNase A digests consist exclusively of adenylate residues. These results indicate that -G(C,U)A(190)A(OH) is the 3'-terminal nucleotide sequence of the viral 30-40S RNA subunits.",PMC388460,,,,,
