PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,TT,CIN,RF,PMC,SI,GS,CON,ROF,EIN,OID,OTO,OT,GN,EFR,OAB,OABL,CN
8167553,NLM,MEDLINE,19940602,20190116,1042-8194 (Print) 1026-8022 (Linking),12,3-4,1994 Jan,Selective cytotoxicity to human leukemic myeloblasts produced by oligodeoxyribonucleotide phosphorothioates complementary to p53 nucleotide sequences.,223-31,"Cells were treated in vitro with oligodeoxyribonucleotide phosphorothioates (ODNs) complementary to sites common to both wild-type and mutant p53 nucleotide sequences. Acute myelogenous leukemia (AML) blasts from peripheral blood were exposed to four different p53 ODNs and showed anti-leukemic effects in suspension culture. This effect continued after removal of the ODN from the medium. Blocking of self-renewal of the leukemic blast stem cells in secondary plating of cells from cloning assays by two of the p53 ODNs was also observed. Control ODNs had no effect on leukemic blasts. Treatment of normal bone marrow cells with the four p53 ODNs did not influence their growth, nor was there any effect by the p53 ODNs on the leukemic cell-line, HL60, that does not express p53. These data suggest that p53 ODNs are selectively toxic to primary myelogenous blasts and may be therapeutically useful in AML.","['Bayever, E', 'Haines, K M', 'Iversen, P L', 'Ruddon, R W', 'Pirruccello, S J', 'Mountjoy, C P', 'Arneson, M A', 'Smith, L J']","['Bayever E', 'Haines KM', 'Iversen PL', 'Ruddon RW', 'Pirruccello SJ', 'Mountjoy CP', 'Arneson MA', 'Smith LJ']","['Department of Pediatrics, University of Nebraska Medical Center, Omaha 68198.']",['eng'],['CA 36727/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['Blast Crisis/genetics/pathology', 'Bone Marrow Cells', 'Cell Division/drug effects', 'Cell Line', 'Cell Separation/methods', 'Cell Survival/drug effects', 'Exons', '*Genes, p53', 'Humans', 'Kinetics', 'Leukemia, Myeloid, Acute/*genetics/pathology', 'Leukemia, Promyelocytic, Acute', 'Oligodeoxyribonucleotides/chemical synthesis/*toxicity', '*Promoter Regions, Genetic', 'Thionucleotides', 'Time Factors', 'Tumor Cells, Cultured', 'Tumor Stem Cell Assay']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",['10.3109/10428199409059593 [doi]'],ppublish,Leuk Lymphoma. 1994 Jan;12(3-4):223-31. doi: 10.3109/10428199409059593.,"['0 (Oligodeoxyribonucleotides)', '0 (Thionucleotides)']",,,,,,['p53'],,,,,,,,,,,
8167551,NLM,MEDLINE,19940602,20190116,1042-8194 (Print) 1026-8022 (Linking),12,3-4,1994 Jan,Structure and function of VLA integrins: differential expression in B-cell leukemia/lymphoma.,197-203,"The integrin family of adhesion receptors includes at least 11 different alpha subunits and 6 different beta subunits which are associated to form 14 different alpha beta heterodimers, divided into three subfamilies. In particular, beta 1 subfamily integrins (VLA 1-6 proteins) have been found to mediate cell adhesion to extracellular matrix (ECM) component such as fibronectin, collagen, laminin; however, VLA-4 has been found to exhibit both cell-cell and cell-matrix adhesion functions. The reactivity of VLAs is virtually ubiquitous and independent of line or tissue specificity. However, the expression of individual VLAs within single tissues can be modulated according to the type or functional status of the cell. One of the main reasons for interest in these molecules is that they may play a determining role in neoplastic transformation and diffusion; in particular, in lymphoproliferative syndromes, a lack of cell adhesiveness or an abnormal adhesion pattern in neoplastic lymphocytes may free these cells from regulation, thus contributing towards the development of leukemia and/or lymphoma. Studies of VLA expression in B-cell leukemia/lymphomas show a modulation of VLA3 and VLA4 reactivity. The most interesting element is the identification of a VLA3/VLA4 pattern associated with B-cell chronic lymphocytic leukemia (B-CLL) characterised by a reduced expression of VLA4 and the constant expression of VLA3. Although the value of VLA3 as an additional marker for the diagnosis of classical B-CLL is indisputable, the biological/functional significance of this reactivity remains to be confirmed.","['Baldini, L G', 'Cro, L M']","['Baldini LG', 'Cro LM']","['Servizio di Ematologia, Centro G. Marcora, Ospedale Maggiore IRCCS, Milan, Italy.']",['eng'],,"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['Amino Acid Sequence', 'Antigens, CD/metabolism', 'Binding Sites', 'Humans', 'Integrins/chemistry/*metabolism', 'Leukemia, B-Cell/*immunology', 'Lymphoma, B-Cell/*immunology', 'Molecular Sequence Data', 'Receptors, Very Late Antigen/biosynthesis/*metabolism']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",['10.3109/10428199409059590 [doi]'],ppublish,Leuk Lymphoma. 1994 Jan;12(3-4):197-203. doi: 10.3109/10428199409059590.,"['0 (Antigens, CD)', '0 (Integrins)', '0 (Receptors, Very Late Antigen)']",,,29,,,,,,,,,,,,,,
8167548,NLM,MEDLINE,19940602,20190116,1042-8194 (Print) 1026-8022 (Linking),12,3-4,1994 Jan,T-cell acute lymphoblastic leukemia and the associated basic helix-loop-helix gene SCL/tal.,157-66,"T-cell acute lymphoblastic leukemia (T-ALL) is a relatively uncommon disease, constituting only approximately 15% of newly diagnosed acute lymphoblastic leukemias (ALL) in the United States, or roughly 300 cases per year. Outside of the United States, in countries such as Egypt and India, T-ALL may represent as much as 50% of all ALL's but still remains an overall rare disease. The clinical importance of T-ALL lies in its poor responsiveness to therapy that has proved highly effective with standard B-cell precursor ALL (BCP-ALL). The scientific importance of human T-ALL has resided in its role as a cancer prototype, permitting the identification of novel genes centrally involved in both neoplastic change and normal cellular differentiation. One of these genes, SCL/tal, has received significant attention due to its intimate involvement in T-ALL, as well as in normal hematopoiesis. Although a tremendous amount has been recently discovered about SCL/tal, its exact roles in leukemogenesis and normal hematopoiesis remain obscure.","['Goldfarb, A N', 'Greenberg, J M']","['Goldfarb AN', 'Greenberg JM']","['Case Western Reserve University, Institute of Pathology, Cleveland, Ohio 44106-4943.']",['eng'],,"['Journal Article', 'Review']",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['Basic Helix-Loop-Helix Transcription Factors', 'Chromosomes, Human, Pair 1', 'DNA-Binding Proteins/*genetics', 'Egypt/epidemiology', 'Gene Expression', 'Helix-Loop-Helix Motifs/*genetics', 'Humans', 'Incidence', 'India/epidemiology', 'Leukemia-Lymphoma, Adult T-Cell/epidemiology/*genetics', 'Multigene Family', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/epidemiology', 'Proto-Oncogene Proteins/genetics', '*Proto-Oncogenes', 'T-Cell Acute Lymphocytic Leukemia Protein 1', '*Transcription Factors', 'Transcription, Genetic', 'Translocation, Genetic', 'United States/epidemiology']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",['10.3109/10428199409059586 [doi]'],ppublish,Leuk Lymphoma. 1994 Jan;12(3-4):157-66. doi: 10.3109/10428199409059586.,"['0 (Basic Helix-Loop-Helix Transcription Factors)', '0 (DNA-Binding Proteins)', '0 (Proto-Oncogene Proteins)', '0 (T-Cell Acute Lymphocytic Leukemia Protein 1)', '0 (Transcription Factors)', '135471-20-4 (TAL1 protein, human)']",,,68,,,"['SCL', 'tal']",,,,,,,,,,,
8167356,NLM,MEDLINE,19940601,20210216,0006-4971 (Print) 0006-4971 (Linking),83,9,1994 May 1,Bone marrow transplantation for chronic myelogenous leukemia.,2752-3,,"['Litzow, M R', 'Tefferi, A']","['Litzow MR', 'Tefferi A']",,['eng'],,"['Comment', 'Letter']",United States,Blood,Blood,7603509,IM,"['Adult', '*Bone Marrow Transplantation', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/mortality/*therapy', 'Time Factors']",1994/05/01 00:00,1994/05/01 00:01,['1994/05/01 00:00'],"['1994/05/01 00:00 [pubmed]', '1994/05/01 00:01 [medline]', '1994/05/01 00:00 [entrez]']",['S0006-4971(20)70058-3 [pii]'],ppublish,Blood. 1994 May 1;83(9):2752-3.,,,,,,,,"['Blood. 1993 Oct 1;82(7):1954-6. PMID: 8400248', 'Blood. 1993 Oct 1;82(7):2235-8. PMID: 8400272']",,,,,,,,,,
8167355,NLM,MEDLINE,19940601,20210216,0006-4971 (Print) 0006-4971 (Linking),83,9,1994 May 1,p53 gene mutation in the chronic phase was not detected in the myeloid crisis of a chronic myelocytic leukemia case.,2750-2,,"['Kurosawa, M', 'Okabe, M', 'Kunieda, Y', 'Miyazaki, T']","['Kurosawa M', 'Okabe M', 'Kunieda Y', 'Miyazaki T']",,['eng'],,"['Case Reports', 'Letter', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,IM,"['Adult', 'Blast Crisis/*genetics', 'Female', 'Genes, p53', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics/pathology', '*Mutation']",1994/05/01 00:00,1994/05/01 00:01,['1994/05/01 00:00'],"['1994/05/01 00:00 [pubmed]', '1994/05/01 00:01 [medline]', '1994/05/01 00:00 [entrez]']",['S0006-4971(20)70056-X [pii]'],ppublish,Blood. 1994 May 1;83(9):2750-2.,,,['Blood. 1994 Nov 15;84(10):3591. PMID: 7949113'],,,,,,,,,,,,,,,
8167351,NLM,MEDLINE,19940601,20210216,0006-4971 (Print) 0006-4971 (Linking),83,9,1994 May 1,A randomized trial comparing busulfan with total body irradiation as conditioning in allogeneic marrow transplant recipients with leukemia: a report from the Nordic Bone Marrow Transplantation Group.,2723-30,"Between October 1988 and December 1992, 167 patients with leukemia receiving marrow transplants from HLA-identical donors and conditioned with cyclophosphamide (120 mg/kg) were randomized to additional treatment with either busulfan (16 mg/kg, n = 88) or total body irradiation (TBI; n = 79). The busulfan-treated patients had an increased cumulative incidence of veno-occlusive disease of the liver, ie, 12% compared with 1% in the TBI group (P = .009). Furthermore, hemorrhagic cystitis occurred in 24% of the busulfan patients versus 8% in the TBI patients (P = .003). In patients with advanced disease beyond first remission or first chronic phase, transplantation-related mortality was 62% among the busulfan-treated patients compared with 12% among the TBI recipients (P = .002). These differences between the two groups were statistically significant in multivariate analysis. Seizures were seen in 6% of the busulfan-treated patients and were absent in the TBI group (P = .03). Grade II-IV of acute graft-versus-host disease (GVHD) was similar in the two groups, but grade III-IV and chronic disease was more common in the busulfan-treated group (P = .04). Death associated with GVHD occurred in 17% of the busulfan-treated group and 2% of the TBI group (P = .003). Patients treated with busulfan had a 3-year actuarial survival of 62%, which was worse than the 76% among those treated with TBI (P < .03). In multivariate analysis, poor survival was associated with advanced disease (P < .0001), no posttransplant septicemia (P = .0006), grade II-IV GVHD (P = .006), and busulfan treatment (P < .02). The incidence of relapse did not differ between the two groups. Relapse-free survival was also similar in the two treatment groups on analysis of data from all patients, children, patients with early disease, and those with acute myeloid leukemia, acute lymphoblastic leukemia, and chronic myeloid leukemia. However, in adults (P = .05) and patients with advanced disease (P = .005), leukemia-free survival was significantly better in those treated with TBI. We conclude that patients treated with busulfan have more early toxicity and an increased transplant-related mortality in patients with advanced disease. TBI is therefore the treatment of choice, especially in adults and patients with advanced disease. However, busulfan is an acceptable alternative for patients with early disease and for those in whom TBI is not feasible.","['Ringden, O', 'Ruutu, T', 'Remberger, M', 'Nikoskelainen, J', 'Volin, L', 'Vindelov, L', 'Parkkali, T', 'Lenhoff, S', 'Sallerfors, B', 'Ljungman, P']","['Ringden O', 'Ruutu T', 'Remberger M', 'Nikoskelainen J', 'Volin L', 'Vindelov L', 'Parkkali T', 'Lenhoff S', 'Sallerfors B', 'Ljungman P', 'et al.']","['Division of Clinical Immunology, Karolinska Institute, Huddinge Hospital, Sweden.']",['eng'],,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,IM,"['Adolescent', 'Adult', '*Bone Marrow Transplantation/adverse effects/mortality', 'Busulfan/adverse effects/*therapeutic use', 'Cause of Death', 'Child', 'Child, Preschool', 'Cystitis/epidemiology', 'Cytomegalovirus Infections/epidemiology', 'Graft vs Host Disease/epidemiology', 'Hepatic Veno-Occlusive Disease/epidemiology', 'Humans', 'Leukemia/*therapy', 'Middle Aged', 'Recurrence', '*Whole-Body Irradiation/adverse effects']",1994/05/01 00:00,1994/05/01 00:01,['1994/05/01 00:00'],"['1994/05/01 00:00 [pubmed]', '1994/05/01 00:01 [medline]', '1994/05/01 00:00 [entrez]']",['S0006-4971(20)70051-0 [pii]'],ppublish,Blood. 1994 May 1;83(9):2723-30.,['G1LN9045DK (Busulfan)'],,,,,,,,,,,,,,,,,
8167345,NLM,MEDLINE,19940601,20210216,0006-4971 (Print) 0006-4971 (Linking),83,9,1994 May 1,Changes in the localization of catalase during differentiation of neutrophilic granulocytes.,2654-68,"The nature of the compartmentalization of catalase in human myeloid cells is an unresolved issue. Using a rabbit polyclonal antibody specific for catalase, indirect immunocytofluorescence of immature leukemic promyelocytes (HL-60 cells) showed a pattern of small, sharp, punctate staining in the cytoplasm of all cells, while mature neutrophils showed a larger diffuse, flocculent pattern of cytoplasmic staining. Differential centrifugation of nitrogen cavitates of HL-60 cells indicated that the putative catalase-containing compartment was relatively fragile compared with the compartment(s) that contained myeloperoxidase (MPO), beta-hexosaminidase, beta-glucuronidase, and lysosomal alpha-mannosidase activities. Parallel studies using dimethylsulfoxide (DMSO)-induced HL-60 cells and mature neutrophils showed that, in the course of differentiation, there was an apparent shift in the localization of catalase from the granule fraction to the cytosolic fraction. Percoll-sucrose density gradient centrifugation of HL-60 cell cavitates showed a catalase-containing compartment with a mean peak density (1.05 g/mL) significantly lower than that of the major myeloperoxidase-containing compartment (1.08 g/mL); in mature neutrophils, catalase activity comigrated with lactate dehydrogenase (LDH) activity. Catalase in isolated fractions was protected from proteolysis in the absence, but not in the presence, of 0.1% Triton X-100. Digitonin titration experiments confirmed the compartmentalized nature of catalase in immature HL-60 cells and were consistent with a cytosolic localization in mature neutrophils. Ultrastructural localization of catalase by Protein A-gold immunocytochemistry demonstrated four to six catalase-containing compartments in all HL-60 cell profiles. In mature neutrophils, catalase was localized primarily in the cytoplasmic matrix, although in fewer than 2% of the cell profiles, one to two catalase-containing compartments were observed. The changes in catalase localization that occur during myeloid differentiation appear to be similar to the changes that occur during erythroid and megakaryocytic differentiation, and may have potential clinical significance in the classification of acute leukemia and in the development of drug resistance.","['Ballinger, C A', 'Mendis-Handagama, C', 'Kalmar, J R', 'Arnold, R R', 'Kinkade, J M Jr']","['Ballinger CA', 'Mendis-Handagama C', 'Kalmar JR', 'Arnold RR', 'Kinkade JM Jr']","['Department of Biochemistry, Emory University School of Medicine, Atlanta, GA 30322.']",['eng'],"['CA22294/CA/NCI NIH HHS/United States', 'DE06869/DE/NIDCR NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,IM,"['Catalase/*analysis', '*Cell Differentiation', 'Cell Fractionation', 'Centrifugation, Density Gradient', 'Cytoplasm/enzymology', 'Digitonin/metabolism', 'Dimethyl Sulfoxide/pharmacology', 'Humans', 'Immunohistochemistry', 'L-Lactate Dehydrogenase/metabolism', 'Leukemia, Promyelocytic, Acute', 'Microscopy, Fluorescence', 'Microscopy, Immunoelectron', 'Neutrophils/*enzymology/ultrastructure', 'Tumor Cells, Cultured']",1994/05/01 00:00,2001/03/28 10:01,['1994/05/01 00:00'],"['1994/05/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1994/05/01 00:00 [entrez]']",['S0006-4971(20)70043-1 [pii]'],ppublish,Blood. 1994 May 1;83(9):2654-68.,"['EC 1.1.1.27 (L-Lactate Dehydrogenase)', 'EC 1.11.1.6 (Catalase)', 'KOO5CM684H (Digitonin)', 'YOW8V9698H (Dimethyl Sulfoxide)']",,,,,,,,,,,,,,,,,
8167343,NLM,MEDLINE,19940601,20210216,0006-4971 (Print) 0006-4971 (Linking),83,9,1994 May 1,Hairy cell leukemia is characterized by clonal chromosome abnormalities clustered to specific regions.,2637-45,"Cytogenetic analysis was performed on B-cell mitogen-stimulated cells from 36 patients with symptomatic hairy cell leukemia. Evaluable metaphases were achieved from 30 patients, and (67%) showed clonal abnormalities. Recurrent chromosomal aberrations involving chromosomes 1, 2, 5, 6, 11, 19, and 20 were found. The abnormalities were mostly deletions and inversions, whereas translocations and numerical abnormalities, except trisomy 5, were rare. Fourteen patients showed multiple clones, which mostly were unrelated and found in different combinations in individual cells. Cells with non-clonal abnormalities identical to those found in clonal changes in other patients were common. Chromosome 5 was involved in clonal aberrations in 12 of 30 (40%) patients, most commonly as trisomy 5 (n = 4), or pericentric inversions (n = 6) and interstitial deletions (n = 4) involving band 5q13. Three patients showed two and 1 patient three different clones that involved chromosome 5. In addition, 1 patient had a rare constitutional inversion of chromosome 5 with breakpoints at p13.1 and q13.3. Pericentric inversions and interstitial deletions of chromosome 2 occurred clonally in 4 patients (13%) and in single cells of another 6 patients. Deletions of chromosome 1 at band q42 was found in 5 patients, and 1 patient had a translocation between 1q42 and a supernumerary chromosome 5. Deletions of 6q and 11q were similar to those commonly found in other lymphoproliferative disorders. Trisomy 5, structural abnormalities involving the pericentromeric regions of chromosomes 5 and 2, and 1q42 abnormalities were findings distinguishing the karyotypes in hairy cell leukemia from those of other hematologic malignancies.","['Haglund, U', 'Juliusson, G', 'Stellan, B', 'Gahrton, G']","['Haglund U', 'Juliusson G', 'Stellan B', 'Gahrton G']","['Department of Medicine, Karolinska Institute, Huddinge Hospital, Sweden.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,IM,"['Adult', 'Aged', '*Chromosome Aberrations', 'Chromosome Inversion', 'Chromosomes, Human, Pair 1', 'Chromosomes, Human, Pair 11', 'Chromosomes, Human, Pair 19', 'Chromosomes, Human, Pair 2', 'Chromosomes, Human, Pair 20', 'Chromosomes, Human, Pair 5', 'Chromosomes, Human, Pair 6', 'Female', 'Gene Deletion', 'Humans', 'Leukemia, Hairy Cell/*genetics', 'Male', 'Middle Aged']",1994/05/01 00:00,1994/05/01 00:01,['1994/05/01 00:00'],"['1994/05/01 00:00 [pubmed]', '1994/05/01 00:01 [medline]', '1994/05/01 00:00 [entrez]']",['S0006-4971(20)70041-8 [pii]'],ppublish,Blood. 1994 May 1;83(9):2637-45.,,,,,,,,,,,,,,,,,,
8167342,NLM,MEDLINE,19940601,20210216,0006-4971 (Print) 0006-4971 (Linking),83,9,1994 May 1,Clinical and morphologic features of B-cell small lymphocytic lymphoma with del(6)(q21q23).,2611-8,"Deletions of the long arm of chromosome 6 have been described in acute and chronic lymphocytic leukemia (ALL and CLL) and prolymphocytic leukemia (PLL), and have been associated with t(14;18)(q32;q21) in non-Hodgkin's lymphoma (NHL). Of 55 cases of small lymphocytic (sm lym) NHL, deletions of 6(q21q23) were the most common recurring cytogenetic abnormality. Among 14 sm lym NHL with del(6)(q21q23), this abnormality occurred as a solitary change in 3 cases. Each of these 3 cases, and 5 additional cases with del(6q) and other abnormalities, showed atypical larger forms with the morphologic appearance of prolymphocytes or paraimmunoblasts in the peripheral blood. In comparison, of the 11 cases without del(6q) and circulating abnormal cells, prolymphocytoid forms were observed in 4 cases (P < .001). Of the 31 sm lym without del(6q), trisomies of chromosomes 3, 12, or 18, or t(11;14)(q13;q32) occurred in greater than 10% of cases. Proliferation centers or infiltration by larger forms were observed in similar proportions of tissue sections derived from sm lym NHL with or without del(6q). The presence of the larger forms in the peripheral blood did not have an adverse prognostic impact on the survival of the del(6q) cohort, who experienced a median survival in excess of 6 years. All 14 cases of del(6q) sm lym NHL were characterized by a mature B-cell phenotype. Expression of CD11c, a feature of a CLL/PLL variant previously described, was not detected in 9 cases analyzed. In 5 cases of del(6q) sm lym NHL, no circulating abnormal lymphocytes were noted. Twelve cases presented with, or developed, clinical splenomegaly. These results suggest that deletion of a gene or genes at 6q21-23 is associated with the pathogenesis of a subset of B-cell sm lym NHL that may display larger prolymphocytoid cells in the peripheral blood, but that follows a clinical course typical of other well-differentiated lymphocytic neoplasms.","['Offit, K', 'Louie, D C', 'Parsa, N Z', 'Filippa, D', 'Gangi, M', 'Siebert, R', 'Chaganti, R S']","['Offit K', 'Louie DC', 'Parsa NZ', 'Filippa D', 'Gangi M', 'Siebert R', 'Chaganti RS']","['Department of Medicine, Memorial Sloan-Kettering Cancer Center, New York, NY 10021.']",['eng'],"['CA-08748/CA/NCI NIH HHS/United States', 'CA-34775/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,IM,"['Antigens, CD/analysis', '*Chromosome Deletion', 'Chromosomes, Human, Pair 11', 'Chromosomes, Human, Pair 12', 'Chromosomes, Human, Pair 14', 'Chromosomes, Human, Pair 18', 'Chromosomes, Human, Pair 3', '*Chromosomes, Human, Pair 6', 'Humans', 'Immunophenotyping', 'Lymphoma, B-Cell/*genetics/immunology/pathology', 'Middle Aged', 'Translocation, Genetic', 'Trisomy']",1994/05/01 00:00,1994/05/01 00:01,['1994/05/01 00:00'],"['1994/05/01 00:00 [pubmed]', '1994/05/01 00:01 [medline]', '1994/05/01 00:00 [entrez]']",['S0006-4971(20)70038-8 [pii]'],ppublish,Blood. 1994 May 1;83(9):2611-8.,"['0 (Antigens, CD)']",,,,,,,,,,,,,,,,,
8167267,NLM,MEDLINE,19940602,20191023,0957-5243 (Print) 0957-5243 (Linking),5,2,1994 Mar,"Processed meats and risk of childhood leukemia (California, USA).",195-202,"The relation between the intake of certain food items thought to be precursors or inhibitors of N-nitroso compounds (NOC) and risk of leukemia was investigated in a case-control study among children from birth to age 10 years in Los Angeles County, California (United States). Cases were ascertained through a population-based tumor registry from 1980 to 1987. Controls were drawn from friends and by random-digit dialing. Interviews were obtained from 232 cases and 232 controls. Food items of principal interest were: breakfast meats (bacon, sausage, ham); luncheon meats (salami, pastrami, lunch meat, corned beef, bologna); hot dogs; oranges and orange juice; and grapefruit and grapefruit juice. We also asked about intake of apples and apple juice, regular and charcoal broiled meats, milk, coffee, and coke or cola drinks. Usual consumption frequencies were determined for both parents and the child. When the risks were adjusted for each other and other risk factors, the only persistent significant associations were for children's intake of hot dogs (odds ratio [OR] = 9.5, 95 percent confidence interval [CI] = 1.6-57.6 for 12 or more hot dogs per month, trend P = 0.01), and fathers' intake of hot dogs (OR = 11.0, CI = 1.2-98.7 for highest intake category, trend P = 0.01). There was no evidence that fruit intake provided protection. While these results are compatible with the experimental animal literature and the hypothesis that human NOC intake is associated with leukemia risk, given potential biases in the data, further study of this hypothesis with more focused and comprehensive epidemiologic studies is warranted.","['Peters, J M', 'Preston-Martin, S', 'London, S J', 'Bowman, J D', 'Buckley, J D', 'Thomas, D C']","['Peters JM', 'Preston-Martin S', 'London SJ', 'Bowman JD', 'Buckley JD', 'Thomas DC']","['University of Southern California School of Medicine, Los Angeles 90033.']",['eng'],['NIOSH R010H01413/PHS HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Cancer Causes Control,Cancer causes & control : CCC,9100846,IM,"['Animals', 'Ascorbic Acid/administration & dosage', 'Carbonated Beverages/statistics & numerical data', 'Case-Control Studies', 'Cattle', 'Child', 'Child, Preschool', 'Fathers', 'Feeding Behavior', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia/*epidemiology', 'Los Angeles/epidemiology', 'Male', '*Meat', '*Meat Products', 'Nitroso Compounds/administration & dosage', 'Risk Factors', 'Swine']",1994/03/01 00:00,1994/03/01 00:01,['1994/03/01 00:00'],"['1994/03/01 00:00 [pubmed]', '1994/03/01 00:01 [medline]', '1994/03/01 00:00 [entrez]']",['10.1007/BF01830266 [doi]'],ppublish,Cancer Causes Control. 1994 Mar;5(2):195-202. doi: 10.1007/BF01830266.,"['0 (Nitroso Compounds)', 'PQ6CK8PD0R (Ascorbic Acid)']",,,,,,,,,,,,,,,,,
8167266,NLM,MEDLINE,19940602,20191023,0957-5243 (Print) 0957-5243 (Linking),5,2,1994 Mar,"Incidence of selected cancers in Swedish railway workers, 1961-79.",189-94,"Among all Swedish men, 20 to 64 years of age and employed in 1960, railway workers were selected and compared with the population at large, concerning the incidence of leukemia, lymphoma, tumors of the brain, breast, and the pituitary gland. The study was a re-analysis of the 1961-79 incidence data previously showing no increase in risk for leukemia and brain tumors for railway workers. In the present study, follow-up was divided into two 10-year periods, and elevated relative risks (RR) were found for the first decade. For the first decade, engine drivers and conductors combined had an RR of chronic lymphocytic leukemia, acute myeloid leukemia, and lymphoma of 1.9 (95 percent confidence interval [CI] = 0.9-4.0), 1.4 (CI = 0.4-4.3), and 1.0 (CI = 0.5-1.9), respectively. For all brain tumors, the RR was 1.2 (CI = 0.8-1.9), with a higher risk estimate for those below age 30 (RR = 12.2, CI = 2.8-52.5). Three cases of breast cancer and nine cases of tumors of the pituitary gland occurred among engine drivers and conductors, corresponding to RRs of 4.9 (CI = 1.6-11.8) and 3.2 (CI = 1.6-6.2), respectively. Work on trains entails extremely high exposure to low frequency magnetic fields (EMF). The results give some support to the hypothesis of an association between EMF and certain types of cancers. The outcome for the pituitary gland, being a focal point of hormonal regulation, suggests a hormonal link.","['Floderus, B', 'Tornqvist, S', 'Stenlund, C']","['Floderus B', 'Tornqvist S', 'Stenlund C']","['National Institute of Occupational Health, Solna, Sweden.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Cancer Causes Control,Cancer causes & control : CCC,9100846,IM,"['Acute Disease', 'Adult', 'Astrocytoma/epidemiology', 'Brain Neoplasms/epidemiology', 'Breast Neoplasms/epidemiology', 'Electromagnetic Fields', 'Follow-Up Studies', 'Humans', 'Incidence', 'Leukemia, Lymphocytic, Chronic, B-Cell/epidemiology', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/epidemiology', 'Leukemia, Myeloid/epidemiology', 'Lymphoma/epidemiology', 'Male', 'Middle Aged', 'Neoplasms/*epidemiology', 'Pituitary Neoplasms/epidemiology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/epidemiology', '*Railroads', 'Risk Factors', 'Sweden/epidemiology']",1994/03/01 00:00,1994/03/01 00:01,['1994/03/01 00:00'],"['1994/03/01 00:00 [pubmed]', '1994/03/01 00:01 [medline]', '1994/03/01 00:00 [entrez]']",['10.1007/BF01830265 [doi]'],ppublish,Cancer Causes Control. 1994 Mar;5(2):189-94. doi: 10.1007/BF01830265.,,,['Cancer Causes Control. 1994 Nov;5(6):581. PMID: 7827247'],,,,,,,,,,,,,,,
