PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,PMC,IP,OID,TT,AB,RF
14308015,NLM,MEDLINE,19961201,20181201,0044-3174 (Print) 0044-3174 (Linking),20,1965 Apr,[PURIFICATION OF THE FRIEND LEUKEMIA VIRUS IN THE K TARTRATE GRADIENT].,400-1,"['ODAKA, T', 'KOEHLER, K']","['ODAKA T', 'KOEHLER K']",['ger'],['Journal Article'],Germany,Z Naturforsch B,"Zeitschrift fur Naturforschung. Teil B, Chemie, Biochemie, Biophysik, Biologie und verwandte Gebiete",0364315,OM,"['Animals', '*Friend murine leukemia virus', '*Friends', '*Leukemia', '*Leukemia, Experimental', 'Mice', '*Oncogenic Viruses', '*Research', '*Tartrates']",['NLM'],"['*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*MICE', '*ONCOGENIC VIRUSES', '*TARTRATES']",1965/04/01 00:00,1965/04/01 00:01,['1965/04/01 00:00'],"['1965/04/01 00:00 [pubmed]', '1965/04/01 00:01 [medline]', '1965/04/01 00:00 [entrez]']",ppublish,Z Naturforsch B. 1965 Apr;20:400-1.,"['0 (Tartrates)', 'W4888I119H (tartaric acid)']",,,,,REINIGUNG DES FRIEND-LEUKEMIAVIRUS IM K-TARTRAT-GRADIENTEN.,,
14307767,NLM,MEDLINE,19961201,20181201,,13,1965 Feb,[ANIMAL EXPERIMENTATION AT THE INSTITUT DE RECHERCHES SUR LES LEUC'EMIES DE LA FACULT'E DE M'EDECINE DE PARIS].,219-20,"['FRIEDMANN, J C']",['FRIEDMANN JC'],['fre'],['Journal Article'],France,Pathol Biol,Pathologie et biologie,0266544,OM,"['*Animal Experimentation', 'Animals', '*Animals, Laboratory', 'France', '*Leukemia', '*Leukemia, Experimental', 'Paris', '*Research']",['NLM'],"['*ANIMALS, LABORATORY', '*EXPERIMENTAL LAB STUDY', '*FRANCE', '*LEUKEMIA, EXPERIMENTAL', '*RESEARCH']",1965/02/01 00:00,1965/02/01 00:01,['1965/02/01 00:00'],"['1965/02/01 00:00 [pubmed]', '1965/02/01 00:01 [medline]', '1965/02/01 00:00 [entrez]']",ppublish,Pathol Biol. 1965 Feb;13:219-20.,,,,,,L'EXP'ERIMENTATION ANIMALE 'A L'INSTITUT DE RECHERCHES SUR LES LEUC'EMIES DE LA FACULT'E DE M'EDECINE DE PARIS.,,
14307754,NLM,MEDLINE,19961201,20181201,,13,1965 Feb,VIREMIA IN FRIEND MURINE LEUKEMIA: THE ELECTRON MICROSCOPE APPROACH TO THE PROBLEM.,125-34,"['DE HARVEN, E']",['DE HARVEN E'],['eng'],['Journal Article'],France,Pathol Biol,Pathologie et biologie,0266544,OM,"['Animals', '*Blood', '*Electrons', '*Friends', '*Leukemia', '*Leukemia Virus, Murine', '*Leukemia, Experimental', 'Mice', '*Microscopy', '*Microscopy, Electron', '*Oncogenic Viruses', '*Research', '*Viremia', '*Virus Diseases']",['NLM'],"['*BLOOD', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*MICE', '*MICROSCOPY, ELECTRON', '*MOUSE LEUKEMIA VIRUSES', '*ONCOGENIC VIRUSES']",1965/02/01 00:00,1965/02/01 00:01,['1965/02/01 00:00'],"['1965/02/01 00:00 [pubmed]', '1965/02/01 00:01 [medline]', '1965/02/01 00:00 [entrez]']",ppublish,Pathol Biol. 1965 Feb;13:125-34.,,,,,,,,
14307701,NLM,MEDLINE,19961201,20181201,0029-4810 (Print) 0029-4810 (Linking),5,1965 Mar-Apr,[CYTOLOGICAL COMPARISONS. IV. BLOOD GROUP CHANGES IN LEUKEMIA].,291-307,"['SALMON, C', 'SALMON, D', 'REVIRON, J']","['SALMON C', 'SALMON D', 'REVIRON J']",['fre'],['Journal Article'],France,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,0401074,OM,"['*Blood Group Antigens', 'Humans', '*Leukemia']",,,1965/03/01 00:00,1965/03/01 00:01,['1965/03/01 00:00'],"['1965/03/01 00:00 [pubmed]', '1965/03/01 00:01 [medline]', '1965/03/01 00:00 [entrez]']",ppublish,Nouv Rev Fr Hematol. 1965 Mar-Apr;5:291-307.,['0 (Blood Group Antigens)'],,,,,ONFRONTATIONS CYTOLOGIQUES. IV. CHANGEMENTS DE GROUPES SANGUINS DANS LES LEUC'EMIES.,,
14307694,NLM,MEDLINE,19961201,20181201,0029-4810 (Print) 0029-4810 (Linking),5,1965 Mar-Apr,[CAN LEUKEMIA BE CURED?].,209-12,"['BERNARD, J', 'BESSIS, M']","['BERNARD J', 'BESSIS M']",['fre'],['Journal Article'],France,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,0401074,OM,"['Humans', '*Leukemia', 'Neoplasms/*therapy', 'Prognosis']",['NLM'],"['*LEUKEMIA', '*NEOPLASM THERAPY', '*PROGNOSIS']",1965/03/01 00:00,1965/03/01 00:01,['1965/03/01 00:00'],"['1965/03/01 00:00 [pubmed]', '1965/03/01 00:01 [medline]', '1965/03/01 00:00 [entrez]']",ppublish,Nouv Rev Fr Hematol. 1965 Mar-Apr;5:209-12.,,,,,,PEUT-ON GU'ERIR LES LEUC'EMIES?,,
14307061,NLM,MEDLINE,19961201,20181201,,41,1965 Feb 14,[CHRONIC LEUKEMIA AND LEUKEMOID REACTION DURING PRIMARY BRONCHO-PULMONARY CARCINOMAS. (APROPOS OF 2 CASES)].,441-50,"['KOURILSKY, R', 'KOURILSKY, S', 'DEMAY, C', 'PIERON, R']","['KOURILSKY R', 'KOURILSKY S', 'DEMAY C', 'PIERON R']",['fre'],['Journal Article'],France,Sem Hop,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris,9410059,OM,"['*Carcinoma', '*Chronic Disease', 'Humans', '*Leukemia', '*Leukemoid Reaction', '*Lung Neoplasms']",['NLM'],"['*LEUKEMIA', '*LEUKEMOID REACTION', '*LUNG NEOPLASMS']",1965/02/14 00:00,1965/02/14 00:01,['1965/02/14 00:00'],"['1965/02/14 00:00 [pubmed]', '1965/02/14 00:01 [medline]', '1965/02/14 00:00 [entrez]']",ppublish,Sem Hop. 1965 Feb 14;41:441-50.,,,,,,LEUC'EMIES ET R'EACTIONS LEUC'EMOIDES CHRONIQUES AU COURS DES CARCINOMES BRONCHO-PULMONAIRES PRIMITIFS. (A PROPOS DE DEUX OBSERVATIONS),,
14307046,NLM,MEDLINE,19961201,20181201,0035-6204 (Print) 0035-6204 (Linking),11,1964,[CONTRIBUTION TO THE STUDY OF THE HEMORRHAGIC SYNDROME IN THE COURSE OF ACUTE LEUKEMIA: DESCRIPTION OF A CASE WITH ACUTE DEFIBRINATION].,1-18,"['BOCCACCIO, P', 'TIRELLI, G']","['BOCCACCIO P', 'TIRELLI G']",['ita'],['Journal Article'],Italy,Riv Emoter Immunoematol,Rivista di emoterapia ed immunoematologia,0404352,OM,"['*Acute Disease', '*Blood Coagulation Tests', '*Hemorrhage', 'Humans', '*Leukemia']",['NLM'],"['*BLOOD COAGULATION TESTS', '*HEMORRHAGE', '*LEUKEMIA']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",ppublish,Riv Emoter Immunoematol. 1964;11:1-18.,,,,,,CONTRIBUTO ALLO STUDIO DELLA SINDROME EMORRAGICA NEL CORSO DI LEUCEMIA ACUTA: DESCRIZIONE DI UN CASO CON DEFIBRINAZIONE ACUTA.,,
14307005,NLM,MEDLINE,19961201,20181201,0552-2080 (Print) 0552-2080 (Linking),10,1965 Jun,[CHLOROMA WITH A PECULIAR LOCALIZATION OF TUMOROUS PROLIFERATION].,52-3,"['SHMURUN, R I']",['SHMURUN RI'],['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['*Biological Phenomena', 'Child', 'Humans', '*Leukemia', '*Neoplasms', '*Physiological Phenomena', '*Sarcoma, Myeloid']",['NLM'],"['*CHILD', '*LEUCOSARCOMA']",1965/06/01 00:00,1965/06/01 00:01,['1965/06/01 00:00'],"['1965/06/01 00:00 [pubmed]', '1965/06/01 00:01 [medline]', '1965/06/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1965 Jun;10:52-3.,,,,,,KHLOROMA SO SVOEOBRAZNO I LOKALIZATSIE I OPUKHOLEVYKH RAZRASTANI I.,,
14306983,NLM,MEDLINE,19961201,20181201,0032-3756 (Print) 0032-3756 (Linking),19,1964 Nov 23,[ANALYSIS OF THE MORBIDITY AND CLINICAL PICTURE OF LEUKEMIA IN CHILDREN IN 1949-1961].,1813-5,"['MAJEWSKA, M', 'STASZEWSKA, H', 'TUSZKIEWICZ, E', 'WASAK, H']","['MAJEWSKA M', 'STASZEWSKA H', 'TUSZKIEWICZ E', 'WASAK H']",['pol'],['Journal Article'],Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,OM,"['*Biometry', 'Child', '*Leukemia', '*Morbidity', 'Neoplasms/*epidemiology', 'Poland']",['NLM'],"['*CHILD', '*LEUKEMIA', '*NEOPLASM STATISTICS', '*POLAND']",1964/11/23 00:00,1964/11/23 00:01,['1964/11/23 00:00'],"['1964/11/23 00:00 [pubmed]', '1964/11/23 00:01 [medline]', '1964/11/23 00:00 [entrez]']",ppublish,Pol Tyg Lek. 1964 Nov 23;19:1813-5.,,,,,,ANALIZA ZACHOROWALNO'SCI I OBRAZU KLINICZNEGO BIA ACZKI U DZIECI W LATACH 1949-1961.,,
14306977,NLM,MEDLINE,19961201,20181201,,34,1964,[A CASE OF CIRCULATORY INSUFFICIENCY IN ACUTE MYELOCYTIC LEUKEMIA CAUSED BY LEUKEMIC INFILTRATIONS IN THE HEART MUSCLE].,1489-92,"['NIELUBSZYC, S', 'SCHWAN, S']","['NIELUBSZYC S', 'SCHWAN S']",['pol'],['Journal Article'],Poland,Pol Arch Med Wewn,Polskie Archiwum Medycyny Wewnetrznej,0401225,OM,"['Adolescent', '*Heart Failure', '*Heart Neoplasms', 'Humans', '*Leukemia, Myeloid', '*Leukemia, Myeloid, Acute', '*Leukemic Infiltration', '*Myocardium']",['NLM'],"['*ADOLESCENCE', '*HEART FAILURE, CONGESTIVE', '*HEART NEOPLASMS', '*LEUKEMIA, MYELOCYTIC']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",ppublish,Pol Arch Med Wewn. 1964;34:1489-92.,,,,,,PRZYPADEK NIEWYDOLNO'SCI KR AZENIA W OSTREJ BIALACZCE SZPIKOWEJ SPOWODOWANEJ NACIEKAMI BIALACZKOWYMI W MI E'SNIU SERCA.,,
14306880,NLM,MEDLINE,19961201,20181201,0025-8458 (Print) 0025-8458 (Linking),60,1965 Jun 18,[BIOPTIC STUDIES ON THE PROBLEM OF THERAPY-INDUCED BONE MARROW FIBROSES IN CHRONIC MYELOID LEUKEMIA].,991-5,"['HUNSTEIN, W', 'HARWERTH, H G', 'RAJU, S']","['HUNSTEIN W', 'HARWERTH HG', 'RAJU S']",['ger'],['Journal Article'],Germany,Med Klin,Medizinische Klinik,0376637,OM,"['*Busulfan', '*Drug Therapy', 'Humans', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid', 'Neoplasms/*radiotherapy', '*Primary Myelofibrosis', '*Research', '*Toxicology']",['NLM'],"['*BUSULFAN', '*DRUG THERAPY', '*LEUKEMIA, MYELOCYTIC', '*MYELOFIBROSIS', '*NEOPLASM RADIOTHERAPY', '*TOXICOLOGIC REPORT']",1965/06/18 00:00,1965/06/18 00:01,['1965/06/18 00:00'],"['1965/06/18 00:00 [pubmed]', '1965/06/18 00:01 [medline]', '1965/06/18 00:00 [entrez]']",ppublish,Med Klin. 1965 Jun 18;60:991-5.,['G1LN9045DK (Busulfan)'],,,,,BIOPTISCHE UNTERSUCHUNGEN ZUR FRAGE DER THERAPIEBEDINGTEN KNOCHENMARKFIBROSEN BEI DER CHRONISCHEN MYELOISCHEN LEUKAEMIE.,,
14306855,NLM,MEDLINE,19961201,20181201,0025-7753 (Print) 0025-7753 (Linking),43,1964 Oct,[THROMBOCYTHEMIAS AND THROMBOCYTOSIS].,215-28,"['PEDRO PONS, A', 'FARRERASVALENTI, P', 'ROZMAN, C', 'RIBASMUNDO, M', 'SANS SABRAFEN, J', 'CASTILLO, R']","['PEDRO PONS A', 'FARRERASVALENTI P', 'ROZMAN C', 'RIBASMUNDO M', 'SANS SABRAFEN J', 'CASTILLO R']",['spa'],['Journal Article'],Spain,Med Clin (Barc),Medicina clinica,0376377,OM,"['Adolescent', '*Blood Platelet Disorders', '*Blood Platelets', 'Child', '*Geriatrics', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Polycythemia Vera', '*Thrombocythemia, Essential', '*Thrombocytosis']",['NLM'],"['*ADOLESCENCE', '*BLOOD PLATELET DISORDERS', '*BLOOD PLATELETS', '*CHILD', '*GERIATRICS', '*HEMORRHAGIC THROMBOCYTHEMIA', '*LEUKEMIA, MYELOCYTIC', '*POLYCYTHEMIA VERA', '*THROMBOCYTOSIS']",1964/10/01 00:00,1964/10/01 00:01,['1964/10/01 00:00'],"['1964/10/01 00:00 [pubmed]', '1964/10/01 00:01 [medline]', '1964/10/01 00:00 [entrez]']",ppublish,Med Clin (Barc). 1964 Oct;43:215-28.,,,,,,TROMBOCITEMIAS Y TROMBOCITOSIS.,,
14306778,NLM,MEDLINE,19961201,20181201,0368-3001 (Print) 0368-3001 (Linking),142,1965 Mar,[ORBITAL LOCALIZATIONS IN MALIGNANT RETICULOPATHIES IN ADULTS].,403-13,"['DELORME, G', 'VERIN, P', 'ROUSSEAU, J', 'WANGERMEZ, A']","['DELORME G', 'VERIN P', 'ROUSSEAU J', 'WANGERMEZ A']",['fre'],['Journal Article'],France,J Med Bord,Journal de medecine de Bordeaux et du Sud-Ouest,0161067,OM,"['Adult', '*Genetic Diseases, X-Linked', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Lymphoma', '*Orbital Neoplasms', '*Severe Combined Immunodeficiency']",['NLM'],"['*LYMPHOMA', '*ORBITAL NEOPLASMS', '*RETICULOENDOTHELIOSIS']",1965/03/01 00:00,1965/03/01 00:01,['1965/03/01 00:00'],"['1965/03/01 00:00 [pubmed]', '1965/03/01 00:01 [medline]', '1965/03/01 00:00 [entrez]']",ppublish,J Med Bord. 1965 Mar;142:403-13.,"['Reticuloendotheliosis, X-linked']",,,,,LES LOCALISATIONS ORBITAIRES DANS LES R'ETICULOPATHIES MALIGNES DE L'ADULTE.,,
14306485,NLM,MEDLINE,19961201,20181201,0044-2542 (Print) 0044-2542 (Linking),20,1965 May 1,[STUDY ON HAPTOGLOBINS IN TUMOR DISEASES].,287-9,"['KWIATKOWSKI, W', 'SZMIGIEL, Z', 'MYSIK, M']","['KWIATKOWSKI W', 'SZMIGIEL Z', 'MYSIK M']",['ger'],['Journal Article'],Germany,Z Gesamte Inn Med,Zeitschrift fur die gesamte innere Medizin und ihre Grenzgebiete,21730470R,OM,"['*Haptoglobins', '*Leukemia', '*Neoplasms', '*Research']",['NLM'],"['*HAPTOGLOBINS', '*LEUKEMIA', '*NEOPLASMS']",1965/05/01 00:00,1965/05/01 00:01,['1965/05/01 00:00'],"['1965/05/01 00:00 [pubmed]', '1965/05/01 00:01 [medline]', '1965/05/01 00:00 [entrez]']",ppublish,Z Gesamte Inn Med. 1965 May 1;20:287-9.,['0 (Haptoglobins)'],,,,,UNTERSUCHUNGEN UEBER DIE HAPTOGLOBINE BEI GESCHWULSTERKRANKUNGEN.,,
14306453,NLM,MEDLINE,19961201,20181201,0376-0081 (Print) 0376-0081 (Linking),339,1965 Mar 31,[THE EFFECT OF NATURALLY OCCURRING LEUKEMIA VIRUS FROM LANDSCHUETZ SARCOMA IN AGNES BLUHM MICE].,17-28,"['GEORGII, A']",['GEORGII A'],['ger'],['Journal Article'],Germany,Virchows Arch Pathol Anat Physiol Klin Med,Virchows Archiv fur pathologische Anatomie und Physiologie und fur klinische Medizin,0217007,OM,"['Animals', '*Leukemia', '*Leukemia, Experimental', 'Mice', '*Neoplasm Transplantation', '*Neoplasms', '*Oncogenic Viruses', '*Research', '*Sarcoma']",['NLM'],"['*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*MICE', '*NEOPLASM TRANSPLANTATION', '*ONCOGENIC VIRUSES']",1965/03/31 00:00,1965/03/31 00:01,['1965/03/31 00:00'],"['1965/03/31 00:00 [pubmed]', '1965/03/31 00:01 [medline]', '1965/03/31 00:00 [entrez]']",ppublish,Virchows Arch Pathol Anat Physiol Klin Med. 1965 Mar 31;339:17-28.,,,,,,DIE WIRKUNG VON NATUERLICH VORKOMMENDEM LEUKAEMIEVIRUS AUS DEM LANDSCHUETZ-SARKOM BEI AGNES-BLUHM-MAEUSEN.,,
14306327,NLM,MEDLINE,19961201,20190514,0028-3878 (Print) 0028-3878 (Linking),15,1965 Jul,PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY.,662-6,"['WOOLSEY, R M', 'NELSON, J S']","['WOOLSEY RM', 'NELSON JS']",['eng'],['Journal Article'],United States,Neurology,Neurology,0401060,OM,"['*Brain Diseases', '*Brain Neoplasms', '*Demyelinating Diseases', '*Electroencephalography', '*Epilepsy', '*Epilepsy, Tonic-Clonic', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Leukoencephalopathy, Progressive Multifocal', '*Lymphoma', '*Pathology']",['NLM'],"['*BRAIN DISEASES', '*BRAIN NEOPLASMS', '*DEMYELINATION', '*ELECTROENCEPHALOGRAPHY', '*EPILEPSY, GRAND MAL', '*LEUKEMIA, LYMPHOCYTIC', '*LYMPHOMA', '*PATHOLOGY']",1965/07/01 00:00,1965/07/01 00:01,['1965/07/01 00:00'],"['1965/07/01 00:00 [pubmed]', '1965/07/01 00:01 [medline]', '1965/07/01 00:00 [entrez]']",ppublish,Neurology. 1965 Jul;15:662-6. doi: 10.1212/wnl.15.7.662.,,['10.1212/wnl.15.7.662 [doi]'],,,,,,
14305755,NLM,MEDLINE,19961201,20181201,0036-7672 (Print) 0036-7672 (Linking),95,1965 Apr 17,[LEUKEMIA AND PHENYLBUTAZONE?].,525-7,['VON RECHENBERGH'],['VON RECHENBERGH'],['ger'],['Journal Article'],Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,OM,"['*Drug Therapy', '*Leukemia', '*Phenylbutazone', '*Toxicology']",['NLM'],"['*DRUG THERAPY', '*LEUKEMIA', '*PHENYLBUTAZONE', '*TOXICOLOGIC REPORT']",1965/04/17 00:00,1965/04/17 00:01,['1965/04/17 00:00'],"['1965/04/17 00:00 [pubmed]', '1965/04/17 00:01 [medline]', '1965/04/17 00:00 [entrez]']",ppublish,Schweiz Med Wochenschr. 1965 Apr 17;95:525-7.,['GN5P7K3T8S (Phenylbutazone)'],,,,,LEUKAEMIE UND PHENYLBUTAZON?,,
14305691,NLM,MEDLINE,19961201,20181201,0027-2973 (Print) 0027-2973 (Linking),107,1965 May 21,[ZOSTER IN LEUKOSIS AND LYMPHOGRANULOMATOSIS].,1038-41,"['HEINE, K M']",['HEINE KM'],['ger'],['Journal Article'],Germany,Munch Med Wochenschr,Munchener medizinische Wochenschrift (1950),7801802,OM,"['*Herpes Zoster', '*Hodgkin Disease', 'Humans', '*Leukemia', '*Neoplasms, Plasma Cell', '*Plasmacytoma', '*Sarcoidosis']",['NLM'],"['*HERPES ZOSTER', ""*HODGKIN'S DISEASE"", '*LEUKEMIA', '*PLASMACYTOMA']",1965/05/21 00:00,1965/05/21 00:01,['1965/05/21 00:00'],"['1965/05/21 00:00 [pubmed]', '1965/05/21 00:01 [medline]', '1965/05/21 00:00 [entrez]']",ppublish,Munch Med Wochenschr. 1965 May 21;107:1038-41.,,,,,,ZOSTER BEI KEUKOSE UND LYMPHOGRANULOMATOSE.,,
14305616,NLM,MEDLINE,19961201,20181201,0024-7790 (Print) 0024-7790 (Linking),213,1965 Feb 14,[JAUNDICE IN LEUKEMIA].,459-77,"['OLMER, J', 'MURATORE, R', 'CARCASSONNE, Y']","['OLMER J', 'MURATORE R', 'CARCASSONNE Y']",['fre'],['Journal Article'],France,Lyon Med,Lyon medical,0335015,OM,"['Adolescent', '*Geriatrics', 'Humans', '*Jaundice', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid']",['NLM'],"['*ADOLESCENCE', '*GERIATRICS', '*JAUNDICE', '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC']",1965/02/14 00:00,1965/02/14 00:01,['1965/02/14 00:00'],"['1965/02/14 00:00 [pubmed]', '1965/02/14 00:01 [medline]', '1965/02/14 00:00 [entrez]']",ppublish,Lyon Med. 1965 Feb 14;213:459-77.,,,,,,L'ICT'ERE DES LEUCOSES.,,
14305491,NLM,MEDLINE,19961201,20190629,0014-4754 (Print) 0014-4754 (Linking),21,1965 Feb 15,SEPARATION OF LARGE NUMBERS OF LYMPHOCYTES FROM HUMAN BLOOD.,82-3,"['AGOSTONI, A', 'IDEO, G']","['AGOSTONI A', 'IDEO G']",['eng'],['Journal Article'],Switzerland,Experientia,Experientia,0376547,OM,"['*Centrifugation', '*Clinical Laboratory Techniques', '*Electrons', 'Humans', '*Laboratories', '*Leukemia', '*Leukemia, Myeloid', '*Lymphocytes', '*Microscopy', '*Microscopy, Electron', '*Nucleosides', '*Tritium', '*Uridine']",['NLM'],"['*CENTRIFUGATION', '*DIAGNOSIS, LABORATORY', '*LEUKEMIA, MYELOCYTIC', '*LYMPHOCYTES', '*MICROSCOPY, ELECTRON', '*NUCLEOSIDES', '*TRITIUM', '*URIDINE']",1965/02/15 00:00,1965/02/15 00:01,['1965/02/15 00:00'],"['1965/02/15 00:00 [pubmed]', '1965/02/15 00:01 [medline]', '1965/02/15 00:00 [entrez]']",ppublish,Experientia. 1965 Feb 15;21:82-3. doi: 10.1007/BF02144754.,"['0 (Nucleosides)', '10028-17-8 (Tritium)', 'WHI7HQ7H85 (Uridine)']",['10.1007/BF02144754 [doi]'],,,,,,
14305234,NLM,MEDLINE,19961201,20181201,0044-2542 (Print) 0044-2542 (Linking),20,1965 Jun 1,[PROTEOLYTIC ENZYMES IN NORMAL AND LEUKEMIC HUMAN LEUKOCYTES].,346-53,"['HASCHEN, R J', 'KRUG, K']","['HASCHEN RJ', 'KRUG K']",['ger'],['Journal Article'],Germany,Z Gesamte Inn Med,Zeitschrift fur die gesamte innere Medizin und ihre Grenzgebiete,21730470R,OM,"['*Dermatologic Agents', 'Humans', '*Leukemia', '*Leukocytes', '*Peptide Hydrolases']",['NLM'],"['*LEUKEMIA', '*LEUKOCYTES', '*PEPTIDE HYDROLASES']",1965/06/01 00:00,1965/06/01 00:01,['1965/06/01 00:00'],"['1965/06/01 00:00 [pubmed]', '1965/06/01 00:01 [medline]', '1965/06/01 00:00 [entrez]']",ppublish,Z Gesamte Inn Med. 1965 Jun 1;20:346-53.,"['0 (Dermatologic Agents)', 'EC 3.4.- (Peptide Hydrolases)']",,,,,PROTEOLYTISCHE ENZYME IN NORMALEN UND LEUKAEMISCHEN MENSCHLICHEN LEUKOZYTEN.,,
14305150,NLM,MEDLINE,19961201,20181201,0039-6060 (Print) 0039-6060 (Linking),58,1965 Jul,STUDIES OF LEUKEMIC CELL ANTIGENS.,163-6,"['GRACE, J T Jr', 'BUFFETT, R F', 'MIRAND, E A', 'DUNKEL, V C']","['GRACE JT Jr', 'BUFFETT RF', 'MIRAND EA', 'DUNKEL VC']",['eng'],['Journal Article'],United States,Surgery,Surgery,0417347,OM,"['*Antigens', '*Leukemia', '*Leukemia Virus, Murine', '*Leukemia, Experimental', '*Leukocytes', 'Mice', 'Neoplasms/*immunology', '*Oncogenic Viruses', '*Research']",['NLM'],"['*ANTIGENS', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*LEUKOCYTES', '*MICE', '*MOUSE LEUKEMIA VIRUSES', '*NEOPLASM IMMUNOLOGY', '*ONCOGENIC VIRUSES']",1965/07/01 00:00,1965/07/01 00:01,['1965/07/01 00:00'],"['1965/07/01 00:00 [pubmed]', '1965/07/01 00:01 [medline]', '1965/07/01 00:00 [entrez]']",ppublish,Surgery. 1965 Jul;58:163-6.,['0 (Antigens)'],['0039-6060(65)90015-2 [pii]'],,,,,,
14304965,NLM,MEDLINE,19961201,20181201,0025-8458 (Print) 0025-8458 (Linking),60,1965 Jun 11,[RESULTS OF CLINICAL TESTS OF A NEW CYTOSTATIC SUBSTANCE FROM THE METHYLHYDRAZINE SERIES (NATULAN)].,960-4,"['BEGEMANN, H', 'BLUM, K U', 'FELLMER, K E', 'FOELSCH, E', 'GERHARTZ, H', 'GRUNZE, H', 'HAUSMANN, K', 'HENNES, R', 'JUENGLING, W', 'KLEIBEL, F', 'KOERTGE, P', 'MARING, H', 'MARTIN, H', 'OBRECHT, P', 'OSTEN, W', 'PABST, H W', 'POLIWODA, H', 'SCHUBERT, J C', 'SEIDL, S', 'SPECHTER, H J', 'STRICKSTROCK, K H', 'WITTE, S', 'DREWS, J']","['BEGEMANN H', 'BLUM KU', 'FELLMER KE', 'FOELSCH E', 'GERHARTZ H', 'GRUNZE H', 'HAUSMANN K', 'HENNES R', 'JUENGLING W', 'KLEIBEL F', 'KOERTGE P', 'MARING H', 'MARTIN H', 'OBRECHT P', 'OSTEN W', 'PABST HW', 'POLIWODA H', 'SCHUBERT JC', 'SEIDL S', 'SPECHTER HJ', 'STRICKSTROCK KH', 'WITTE S', 'DREWS J']",['ger'],['Journal Article'],Germany,Med Klin,Medizinische Klinik,0376637,OM,"['*Antineoplastic Agents', '*Drug Therapy', '*Hodgkin Disease', 'Humans', '*Hydrazines', '*Leukemia', '*Leukemia, Lymphoid', '*Lymphoma', '*Lymphoma, Non-Hodgkin', '*Methylhydrazines', '*Plasmacytoma', '*Procarbazine']",['NLM'],"['*ANTINEOPLASTIC AGENTS', '*DRUG THERAPY', ""*HODGKIN'S DISEASE"", '*HYDRAZINES', '*LEUKEMIA, LYMPHOCYTIC', '*LYMPHOSARCOMA', '*PLASMACYTOMA']",1965/06/11 00:00,1965/06/11 00:01,['1965/06/11 00:00'],"['1965/06/11 00:00 [pubmed]', '1965/06/11 00:01 [medline]', '1965/06/11 00:00 [entrez]']",ppublish,Med Klin. 1965 Jun 11;60:960-4.,"['0 (Antineoplastic Agents)', '0 (Hydrazines)', '0 (Methylhydrazines)', '35S93Y190K (Procarbazine)']",,,,,ERGEBNISSE DER KLINISCHEN PRUEFUNG EINER NEUEN ZYTOSTATISCHEN SUBSTANZ AUS DER METHYLHYDRAZINREIHE (NATULAN),,
