PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,EIN,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,GS,CIN,TT,SI,CON,PS,FPS,CRF
7967737,NLM,MEDLINE,19941213,20190816,0887-6924 (Print) 0887-6924 (Linking),8,11,1994 Nov,Detection of MLL gene rearrangements in adult acute lymphoblastic leukemia. A Cancer and Leukemia Group B study.,1918-22,"Specific structural rearrangements involving chromosome band 11q23 occur in a variety of hematologic malignancies, including an estimated 2-7% of patients with acute lymphoblastic leukemia (ALL). Translocations involving chromosome band 11q23 have been associated with a poor prognosis in patients with ALL. Recently, a gene known as MLL has been identified which is involved in acute lymphoid and myeloid leukemias with rearrangements at 11q23. A 0.74-kilobase (kb) cDNA probe from the MLL gene can detect both common and uncommon rearrangements involving MLL on conventional Southern blots. We studied 86 newly diagnosed adults entered on an ALL clinical trial to investigate the incidence of MLL gene rearrangements and to determine clinical, morphologic, immunologic and cytogenetic characteristics of such patients. Two of 86 patients had MLL gene rearrangements detected by Southern blot analysis. One of these 86 patients had an 11q23 translocation by cytogenetic analysis whereas the second patient was unevaluable by standard cytogenetic analysis. Southern blot identification of rearrangements involving MLL, especially in patients with limited material for cytogenetic analysis, can provide critical diagnostic and prognostic information which may be useful in the clinical management of patients with these abnormalities.","['Stock, W', 'Thirman, M J', 'Dodge, R K', 'Rowley, J D', 'Diaz, M O', 'Wurster-Hill, D', 'Sobol, R E', 'Davey, F R', 'Larson, R A', 'Westbrook, C A']","['Stock W', 'Thirman MJ', 'Dodge RK', 'Rowley JD', 'Diaz MO', 'Wurster-Hill D', 'Sobol RE', 'Davey FR', 'Larson RA', 'Westbrook CA', 'et al.']","['Department of Medicine and Cancer Research Center, University of Chicago, IL.']",['eng'],"['CA-38725/CA/NCI NIH HHS/United States', 'CA37027/CA/NCI NIH HHS/United States', 'ST32DK07134-5/ST/OHS HRSA HHS/United States']","['Clinical Trial', 'Journal Article', 'Multicenter Study', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,"['0 (DNA, Neoplasm)', '0 (DNA-Binding Proteins)', '0 (KMT2A protein, human)', '0 (Transcription Factors)', '149025-06-9 (Myeloid-Lymphoid Leukemia Protein)', 'EC 2.1.1.43 (Histone-Lysine N-Methyltransferase)']",IM,,"['Adolescent', 'Adult', 'Aged', 'Chromosome Aberrations/*genetics', 'Chromosome Disorders', 'Chromosomes, Human, Pair 11', 'Chromosomes, Human, Pair 4', 'DNA, Neoplasm/genetics', 'DNA-Binding Proteins/*genetics', 'Female', 'Gene Rearrangement', 'Histone-Lysine N-Methyltransferase', 'Humans', 'Male', 'Middle Aged', 'Myeloid-Lymphoid Leukemia Protein', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics', '*Proto-Oncogenes', '*Transcription Factors', 'Translocation, Genetic', 'Zinc Fingers']",,1994/11/01 00:00,1994/11/01 00:01,['1994/11/01 00:00'],"['1994/11/01 00:00 [pubmed]', '1994/11/01 00:01 [medline]', '1994/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1994 Nov;8(11):1918-22.,,['MLL'],,,,,,,
7967736,NLM,MEDLINE,19941213,20130304,0887-6924 (Print) 0887-6924 (Linking),8,11,1994 Nov,Localization of the human gene for Src-related protein tyrosine kinase LYN to chromosome 8q11-12: a lymphoid signaling cluster?,1914-7,"A member of the Src family of protein tyrosine kinases, Lyn is involved in the signaling pathways for cytokine or immunoglobulin-stimulated blood cells. Lyn is especially prominent in B-cell function. We have fine mapped LYN to chromosome 8q11-12 by fluorescence in situ hybridization. Of note, the gene for the pre-B cell growth factor, interleukin 7 (IL-7), has been mapped to 8q12-13. We show that IL-7 increases the protein tyrosine kinase activity of Lyn in the Daudi B-cell line. A third gene, HYRC, whose product may be involved in immunoglobulin rearrangement, has recently been localized to 8q11. We postulate that a lymphoid signaling region exists at 8q11-13.","['Corey, S J', 'Shapiro, D N']","['Corey SJ', 'Shapiro DN']","['Department of Pediatrics, University of Pittsburgh School of Medicine, PA.']",['eng'],['CA-21765/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,"['0 (DNA Primers)', '0 (Interleukin-7)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.10.2 (lyn protein-tyrosine kinase)', 'EC 2.7.10.2 (src-Family Kinases)']",IM,,"['Base Sequence', 'Chromosomes, Human, Pair 8', 'DNA Primers/chemistry', 'Genes', 'Humans', 'In Situ Hybridization, Fluorescence', 'Interleukin-7/pharmacology', 'Molecular Sequence Data', 'Protein-Tyrosine Kinases/*genetics/metabolism', '*src-Family Kinases']",,1994/11/01 00:00,1994/11/01 00:01,['1994/11/01 00:00'],"['1994/11/01 00:00 [pubmed]', '1994/11/01 00:01 [medline]', '1994/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1994 Nov;8(11):1914-7.,,['LYN'],,,,,,,
7967735,NLM,MEDLINE,19941213,20130304,0887-6924 (Print) 0887-6924 (Linking),8,11,1994 Nov,Risk assessment in primary myelodysplastic syndromes: validation of the Dusseldorf score.,1906-13,"We have recently proposed a scoring system for risk assessment in primary myelodysplastic syndromes (MDS). In this score, one point is allocated to each of the following four parameters: bone marrow blasts > or = 5%, LDH > 200 U/l, hemoglobulin concentration < or = 9 g/dl, and platelet count < or = 100 x 10(9)/l. In a published series of 235 untreated patients with primary MDS, three prognostic groups (group A, score 0; group B, score 1 or 2; group C, score 3 or 4) were identified which differed significantly in both survival and rates of leukemic transformation. The present study was undertaken to reexamine the usefulness of our scoring system by applying it to an independent population of 263 newly diagnosed MDS patients. Morphological subtypes were RA in 53 (20%), RARS in 32 (12%), pure sideroblastic anemia (PSA) in 41 (16%), RAEB in 60 (23%), RAEB/T in 34 (13%), and CMML in 43 cases (16%). The predictive value of the Dusseldorf score could be assessed in 244 of 263 patients (initial LDH levels or platelet counts lacking in 19 cases). Forty-two patients were assigned to group A (low risk), 132 to group B (intermediate risk), and 70 to group C (high risk). Two-year cumulative survival was 86% in group A, 57% in group B and 14% in group C. Five-year cumulative survival was 53, 26 and 0%, respectively (p < 0.00005). Cumulative risk of AML 2 years after diagnosis was 3% in group A, 12% in group B, and 41% in group C (p < 0.05). Additional validation of the score was provided by extended follow-up of the initial patient population on which the scoring system was based. Survival curves in this patient population developed as predicted by the score. An important advantage of the Dusseldorf score is its ability to identify high-risk patients among the RA and RARS subgroups, even though by definition medullary blasts are less than 5%. The inclusion of LDH levels as a prognostic parameter also qualifies the Dusseldorf score for a correct assessment of CMML patients. In the new study population, LDH was confirmed as an important prognostic factor. After 2 years, actuarial survival for patients with LDH levels < or = 200 U/l was 61%, compared with 34% for patients with LDH > 200 U/l. Five-year cumulative survival was 32 and 14%, respectively (p < 0.00005).(ABSTRACT TRUNCATED AT 400 WORDS)","['Aul, C', 'Gattermann, N', 'Germing, U', 'Runde, V', 'Heyll, A', 'Schneider, W']","['Aul C', 'Gattermann N', 'Germing U', 'Runde V', 'Heyll A', 'Schneider W']","['Department of Internal Medicine, Heinrich Heine University, Dusseldorf, Germany.']",['eng'],,['Journal Article'],England,Leukemia,Leukemia,8704895,,IM,,"['Adult', 'Aged', 'Female', 'Humans', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/classification/*diagnosis', 'Prognosis', 'Regression Analysis', 'Retrospective Studies', 'Risk Assessment', 'Survival Analysis']",,1994/11/01 00:00,1994/11/01 00:01,['1994/11/01 00:00'],"['1994/11/01 00:00 [pubmed]', '1994/11/01 00:01 [medline]', '1994/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1994 Nov;8(11):1906-13.,,,,,,,,,
7967734,NLM,MEDLINE,19941213,20171116,0887-6924 (Print) 0887-6924 (Linking),8,11,1994 Nov,Expression and ATRA-driven modulation of adhesion molecules in acute promyelocytic leukemia.,1900-5,"On fresh leukemic cells taken from 30 patients with acute promyelocytic leukemia (APL) the membrane expression of a series of adhesion molecules including beta 2 integrins (CD11a/LFA-1, CD11b/Mac-1), selectin ligands (CD15/Le(x), CD15s/Le(x)) and tyrosine-phosphatase isoforms (CD45RA, CD45R0) was analyzed. The expression of these molecules was also studied in nine of these patients following the APL cells' culture with and without all-trans retinoic acid (ATRA). The fresh APL promyelocytes expressed CD45RA and CD15s on their surface, while CD11a, CD11b, CD15, and CD45R0 were constantly absent. In vitro treatment with ATRA consistently increased the expression of CD15, CD11b, and CD45R0 on leukemic promyelocytes; these changes were paralleled by a decrease of CD45RA display. The expression of sialylated antigen CD15s was fully independent from CD15 suggesting a differential enzymatic regulation within this selectin ligand system. ATRA was, however, incapable of promoting the up-regulation of CD11a in APL. As a result, asynchronous phenotype (CD11a-, CD11b+, CD15+, CD15s+/-, CD45RA-, CD45R0+) was generated that is normally undetectable on maturing myeloid cells. In order to provide a further control a case of acute agranulocytosis was also investigated, in which > 75% bone marrow cells were arrested at the promyelocyte stage; these bone marrow cells showed a surface phenotype identical to non-leukemic promyelocytes (CD11a+, CD11b+, CD15+, CD45R0+, CD45RA-) with a spontaneous ability to differentiate in vivo towards the more mature stages of myeloid differentiation. We therefore suggest that in fresh and ATRA-induced APL cells distinct, regular phenotypic changes are identifiable that are probably associated with t(15;17) and not seen in normal and activated bone marrow.","['Di Noto, R', 'Schiavone, E M', 'Ferrara, F', 'Manzo, C', 'Lo Pardo, C', 'Del Vecchio, L']","['Di Noto R', 'Schiavone EM', 'Ferrara F', 'Manzo C', 'Lo Pardo C', 'Del Vecchio L']","['Divisione di Oncologia Spermentale C, Immunologia, Istituto Nazionale dei Tumori di Napoli, Italy.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (Antigens, CD)', '0 (Antigens, Differentiation)', '0 (CD66 antigens)', '0 (Cell Adhesion Molecules)', '0 (Lewis X Antigen)', '0 (Lymphocyte Function-Associated Antigen-1)', '0 (Macrophage-1 Antigen)', '0 (Receptors, IgG)', '5688UTC01R (Tretinoin)', 'EC 3.1.3.48 (Leukocyte Common Antigens)']",IM,,"['Antigens, CD/metabolism', 'Antigens, Differentiation/metabolism', 'Cell Adhesion', 'Cell Adhesion Molecules/*metabolism', 'Cells, Cultured', 'Flow Cytometry', 'Humans', 'Immunophenotyping', 'Leukemia, Promyelocytic, Acute/*metabolism', 'Leukocyte Common Antigens/metabolism', 'Lewis X Antigen/metabolism', 'Lymphocyte Function-Associated Antigen-1/metabolism', 'Macrophage-1 Antigen/metabolism', 'Receptors, IgG/metabolism', 'Tretinoin/*pharmacology']",,1994/11/01 00:00,1994/11/01 00:01,['1994/11/01 00:00'],"['1994/11/01 00:00 [pubmed]', '1994/11/01 00:01 [medline]', '1994/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1994 Nov;8(11):1900-5.,,,,,,,,,
7967733,NLM,MEDLINE,19941213,20130304,0887-6924 (Print) 0887-6924 (Linking),8,11,1994 Nov,CD4+ CD8+ granular lymphocytic leukemia arising in a patient with acute myeloblastic leukemia.,1884-9,"A 59-year-old woman who had an 8-year history of acute myeloblastic leukemia (AML) developed granular lymphocytic leukemia (GLL). She had a small number of granular lymphocytes (GL) in her bone marrow (BM) at the onset of AML. The GL increased during complete remission (CR) of AML, but not at the relapse. During the third CR state of AML, GL increased to 4.0 x 10(9)/l in the peripheral blood (PB). The GL were T-cell receptor (TCR) alpha beta+ T cells and expressed both CD4 and CD8 antigens. Rearrangements of TCR beta and gamma chain genes were detected in the peripheral blood mononuclear cells (PBMNC), confirming that this patient had GLL. The PBMNC from the patient responded weakly to PHA or ConA, yet they responded to her own bone marrow mononuclear cells (BMMNC) or CD4-depleted BMMNC that contained AML cells stronger than her own PBMNC or normal PBMNC. These observations suggest that monoclonal proliferation of GL developed after the reactive proliferation of GL in response to AML cells.","['Suzushima, H', 'Asou, N', 'Eto, K', 'Nishimura, S', 'Okubo, T', 'Fujimoto, T', 'Yamasaki, H', 'Osato, M', 'Takeya, M', 'Takatsuki, K']","['Suzushima H', 'Asou N', 'Eto K', 'Nishimura S', 'Okubo T', 'Fujimoto T', 'Yamasaki H', 'Osato M', 'Takeya M', 'Takatsuki K']","['Second Department of Internal Medicine, Kumamoto University School of Medicine, Japan.']",['eng'],,"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (DNA, Neoplasm)', '0 (DNA, Viral)', '0 (HLA-DR Antigens)']",IM,,"['CD4-Positive T-Lymphocytes/pathology', 'CD8-Positive T-Lymphocytes/pathology', 'Cell Division', 'Cytoplasmic Granules', 'DNA, Neoplasm/analysis', 'DNA, Viral/analysis', 'Female', 'Gene Rearrangement, T-Lymphocyte', 'HLA-DR Antigens/analysis', 'Humans', 'Immunophenotyping', 'Leukemia, Lymphoid/*pathology', 'Leukemia, Myeloid, Acute/*pathology', 'Middle Aged', 'Neoplasms, Second Primary', 'T-Lymphocyte Subsets/immunology']",,1994/11/01 00:00,1994/11/01 00:01,['1994/11/01 00:00'],"['1994/11/01 00:00 [pubmed]', '1994/11/01 00:01 [medline]', '1994/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1994 Nov;8(11):1884-9.,,,,,,,,,
7967732,NLM,MEDLINE,19941213,20151119,0887-6924 (Print) 0887-6924 (Linking),8,11,1994 Nov,Leukemia-associated changes identified by quantitative flow cytometry. III. B-cell gating in CD37/kappa/lambda clonality test.,1864-70,"Normal and malignant B-lymphoid cells were studied for CD37 antigen expression with three-color immunofluorescence (IF) in combination with kappa/lambda light chain staining, and by quantitative immunofluorescence utilizing the QIFI test. Peripheral B cells brightly expressed CD37 antigen (median 80-114 x 10(3) molecules/cell). Moderate to high levels (> 20 x 10(3)/cell) of CD37 expression were detected in 364 in 366 cases of peripheral B-cell disorders including all cases of B-ALL, B-cell lymphomas and B-CLL as well as eight of ten cases of PLL. By contrast, slg- B-cell precursors and other cell types in normal bone marrow (BM) were CD37-/CD37dull (< 10 x 10(3) molecules/cell). The negativity for CD37 or only CD37dull expression was confirmed in 180 of 182 cases of precursor B-ALL and 196 cases of non-B malignancies. Among the CD37 cluster, the RFB7 antibody of IgM class showed the weakest binding to non-B cells. In 64 normal samples of blood and BM the CD37+ gated cells showed normal kappa/lambda ratios as expected, while in 100 cases of B malignancy striking changes such as kappa/lambda monoclonality (79%) and aberrant slg- or sigdull expression (21%) were seen among the gated CD37+ B cells. The CD37/kappa/lambda test identified as few as 0.5% kappa+ or lambda- monoclonal B cells admixed to normal BM: circulating B-lymphoma cells were seen in nine patients with morphologically normal blood count. The discrimination of the Kolmogorov-Smirnov (KS) test for kappa/lambda excess was also improved by CD37+ B gating. Thus CD37+ B-cell gating and kappa/lambda analysis is a simple and sensitive routine test, e.g. when combined with autogating on a Cytoron-Absolute cytometer, for identifying malignant B cells in minimally involved BM and blood.","['Peters, R E', 'Janossy, G', 'Ivory, K', 'al-Ismail, S', 'Mercolino, T']","['Peters RE', 'Janossy G', 'Ivory K', 'al-Ismail S', 'Mercolino T']","['Department of Clinical Immunology, Royal Free Hospital School of Medicine, London, UK.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (Antibodies, Monoclonal)', '0 (Antigens, CD)', '0 (Antigens, Neoplasm)', '0 (CD37 protein, human)', '0 (Glycoproteins)', '0 (Immunoglobulin kappa-Chains)', '0 (Immunoglobulin lambda-Chains)', '0 (Tetraspanins)']",IM,,"['Antibodies, Monoclonal', 'Antigens, CD/*analysis', '*Antigens, Neoplasm', 'B-Lymphocyte Subsets/*immunology', 'Clone Cells', 'Flow Cytometry', 'Glycoproteins/*analysis', 'Humans', 'Immunoglobulin kappa-Chains/*analysis', 'Immunoglobulin lambda-Chains/*analysis', 'Immunophenotyping', 'Leukemia, B-Cell/*immunology', 'Leukemia, Lymphocytic, Chronic, B-Cell/*immunology', 'Lymphoma, B-Cell/*immunology', 'Tetraspanins']",,1994/11/01 00:00,1994/11/01 00:01,['1994/11/01 00:00'],"['1994/11/01 00:00 [pubmed]', '1994/11/01 00:01 [medline]', '1994/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1994 Nov;8(11):1864-70.,,,,,,,,,
7967731,NLM,MEDLINE,19941213,20130304,0887-6924 (Print) 0887-6924 (Linking),8,11,1994 Nov,Identification of growth factor-responsive acute myelogenous leukemia based on factor-dependence for survival and proliferation.,1854-63,"To determine whether a requirement for exogenous growth factors (GFs) for survival and proliferation could identify cases of AML which would respond best to GFs, singly and in combination, primary AML bone marrow samples were grown in suspension. Samples were classified as GF-dependent (61%), or GF-independent (39%) based on maintenance of Ki67+ cell number (proliferating cells) in the absence of exogenous GFs. GF-dependent samples had significant proliferative responses to steel factor (SF), GM-CSF and IL-3; mean Ki67+ cell number increased by 4.1-, 3.3-, and 5.2-fold, respectively. Significant stimulation was not seen for GF-independent cases; several were inhibited by exogenous GFs. SF was additive or synergistic with GM-CSF or IL-3 among GF-dependent cases; however, combinations were no more effective than single cytokines among the GF-independent group. GM-CSF plus IL-3 or the hybrid protein PIXY 321 did not increase the mean Ki67 ratio compared to the individual cytokines for any population. Flow cytometric determination of GF receptor expression was less predictive of GF response than was survival and proliferation in the absence of GFs. Suspension cultures in the absence of GFs can select patients most likely to benefit from therapeutic strategies using GFs for cell cycle recruitment.","['Gore, S D', 'Weng, L J', 'Burke, P J']","['Gore SD', 'Weng LJ', 'Burke PJ']","['Johns Hopkins Oncology Center, Baltimore, MD 21287-8963.']",['eng'],['CA-06973/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,"['0 (Growth Substances)', '0 (Ki-67 Antigen)', '0 (Neoplasm Proteins)', '0 (Nuclear Proteins)', '0 (Receptors, Growth Factor)']",IM,,"['Adult', 'Aged', 'Cell Division/drug effects', 'Female', 'Growth Substances/*pharmacology', 'Humans', 'Ki-67 Antigen', 'Leukemia, Myeloid, Acute/*drug therapy/pathology', 'Male', 'Middle Aged', 'Neoplasm Proteins/metabolism', 'Nuclear Proteins/metabolism', 'Receptors, Growth Factor/metabolism', 'Tumor Cells, Cultured']",,1994/11/01 00:00,1994/11/01 00:01,['1994/11/01 00:00'],"['1994/11/01 00:00 [pubmed]', '1994/11/01 00:01 [medline]', '1994/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1994 Nov;8(11):1854-63.,,,,,,,,,
7967730,NLM,MEDLINE,19941213,20131121,0887-6924 (Print) 0887-6924 (Linking),8,11,1994 Nov,A phase III trial of high-dose cytosine arabinoside with or without etoposide in relapsed and refractory acute myelogenous leukemia. A Southeastern Cancer Study Group trial.,1847-53,"A phase III clinical trial was developed to test whether the addition of etoposide to a high-dose cytosine arabinoside regimen would improve the remission rate, duration of remission, and survival in relapsed and refractory patients with acute myelogenous leukemia. One hundred and thirty-one patients stratified by age, performance status, percentage of marrow blasts, platelet count, bilirubin and presence or absence of clinical infection, refractory or relapsed (+/- 9 months) were randomized to receive high-dose cytosine arabinoside, 3 g/m2 every 12 h for 6 days with or without three doses of etoposide, 100 mg/m2 days 7-9. Of 67 patients randomized to cytosine arabinoside alone, 31% obtained a complete remission with a median remission duration of 11.9 months. Of 66 patients randomized to the combination regimen, 38% obtained a complete remission with a median duration of 25 months. None of these differences were statistically significant. Significantly (p = 0.036) longer survival was seen in patients on the combination regimen under the age of 50. There was no difference in overall survival. Six and 8%, respectively, of patients were free of disease at 5 years. The addition of etoposide to a high-dose cytosine arabinoside regimen had at best a marginal effect at the expense of some increase in toxicity.","['Vogler, W R', 'McCarley, D L', 'Stagg, M', 'Bartolucci, A A', 'Moore, J', 'Martelo, O', 'Omura, G A']","['Vogler WR', 'McCarley DL', 'Stagg M', 'Bartolucci AA', 'Moore J', 'Martelo O', 'Omura GA']","['Department of Medicine, Emory University, Atlanta, GA 30322.']",['eng'],"['CA03013/CA/NCI NIH HHS/United States', 'CA24456/CA/NCI NIH HHS/United States', 'CA28138/CA/NCI NIH HHS/United States', 'etc.']","['Clinical Trial', 'Clinical Trial, Phase III', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial', ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,"['04079A1RDZ (Cytarabine)', '6PLQ3CP4P3 (Etoposide)']",IM,,"['Adult', 'Antineoplastic Combined Chemotherapy Protocols/adverse effects/therapeutic use', 'Cytarabine/*administration & dosage/adverse effects', 'Etoposide/*administration & dosage/adverse effects', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Survival Analysis']",,1994/11/01 00:00,1994/11/01 00:01,['1994/11/01 00:00'],"['1994/11/01 00:00 [pubmed]', '1994/11/01 00:01 [medline]', '1994/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1994 Nov;8(11):1847-53.,,,,,,,,,
7967729,NLM,MEDLINE,19941213,20130304,0887-6924 (Print) 0887-6924 (Linking),8,11,1994 Nov,A new classification of clinical stages of adult T-cell leukemia based on prognosis of the disease.,1834-7,"Adult T-cell leukemia (ATL) has been classified into three clinical subtypes: acute, chronic, and smoldering type. However, these clinical subtypes of ATL do not always correlate with prognosis. We propose a new criterion for classification of clinical stages of ATL, based on the expression of Ki-67 antigen in peripheral blood T lymphocytes. We analyzed Ki-67 antigen expression in 45 ATL patients, classified as 18 acute, 17 chronic, and ten smoldering type. We found that in 23 patients with more than 18% Ki-67 antigen-positive T cells, the disease progressed very aggressively, and all patients died within 1 year (mean survival, 105 days). This group included 15 of 16 patients classified as 'acute', seven of 15 patients classified as 'chronic', and one of nine patients classified as 'smoldering' type. In contrast, 15 out of 17 patients with less than 18% Ki-67 antigen-positive T cells were still alive at the end of the study, with a mean survival of 750 days. Only two patients died in this group, and after a very long survival (599 and 978 days, respectively). We therefore propose the following new classification for ATL: (i) Aggressive ATL; percentage of Ki-67 antigen-positive cells more than 18% in peripheral blood T lymphocytes, (ii) Stable ATL; percentage less than 18%. This classification strongly correlates with the prognosis of patients with ATL.","['Shirono, K', 'Hattori, T', 'Takatsuki, K']","['Shirono K', 'Hattori T', 'Takatsuki K']","['Division of Clinical Hematology and Immunology, Kumamoto City Hopital, Japan.']",['eng'],,['Journal Article'],England,Leukemia,Leukemia,8704895,"['0 (DNA, Viral)', '0 (Ki-67 Antigen)', '0 (Neoplasm Proteins)', '0 (Nuclear Proteins)']",IM,,"['Acute Disease', 'Cell Cycle', 'Chronic Disease', 'DNA, Viral/analysis', 'Female', 'Human T-lymphotropic virus 1/chemistry', 'Humans', 'Ki-67 Antigen', 'Leukemia, T-Cell/*classification/physiopathology', 'Male', 'Middle Aged', 'Neoplasm Proteins/analysis', 'Nuclear Proteins/analysis', 'Prognosis', 'Proviruses', 'Survival Analysis']",,1994/11/01 00:00,1994/11/01 00:01,['1994/11/01 00:00'],"['1994/11/01 00:00 [pubmed]', '1994/11/01 00:01 [medline]', '1994/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1994 Nov;8(11):1834-7.,,,,,,,,,
7967728,NLM,MEDLINE,19941213,20141120,0887-6924 (Print) 0887-6924 (Linking),8,11,1994 Nov,The arotinoids: early clinical experience and discussion of future development.,1817-24,"There has been great interest in the use of drugs attempting to modify the properties of malignant cells without necessarily destroying them. The family of compounds known as the retinoids have shown particular promise in this area. Current interest is directed towards established retinoids such as ATRA and 13-CRA. Newer synthetic retinoids such as fenretinide, the arotinoid Ro 40-8757, and 9-cis retinoic acid have been entering clinical trials. Ro 40-8757 is a particularly interesting new arotinoid with properties quite distinct from the other retinoids. It has different binding proteins and appears to regulate different genes than the classical retinoids such as ATRA or 13-CRA. Furthermore, it appears active against a different spectrum of malignancies. It also appears to have a relatively favourable side-effect profile. In addition to its anti-proliferative effects, this arotinoid may play a role in protection of bone marrow function after use of cytotoxic drugs. Development of Ro 40-8757 was halted before the compound had entered phase II testing due to lack of resources. Future developmental programmes for retinoids should move rapidly to explore the potential of interesting combinations identified in preclinical models. Retinoids should be considered primarily as drugs which modulate and enhance the effects of other active anticancer agents. Their development should not be prevented because they are unlikely to be active as single agents against common solid tumours.","['Arnold, A', 'Kowaleski, B', 'Tozer, R', 'Hirte, H']","['Arnold A', 'Kowaleski B', 'Tozer R', 'Hirte H']","['Department of Medical Oncology, Hamilton Regional Cancer Centre, Ontario, Canada.']",['eng'],,"['Clinical Trial', 'Clinical Trial, Phase I', 'Journal Article']",England,Leukemia,Leukemia,8704895,"['0 (Cytokines)', '0 (Drug Combinations)', '0 (Morpholines)', '0 (Retinoids)', '8K3CVY8F8V (mofarotene)']",IM,,"['Animals', 'Cytokines/administration & dosage', 'Drug Combinations', 'Female', 'Humans', 'Metabolic Clearance Rate', 'Morpholines/administration & dosage/pharmacokinetics/pharmacology', 'Neoplasm Transplantation', 'Neoplasms, Experimental/drug therapy/prevention & control', 'Rats', 'Retinoids/administration & dosage/pharmacokinetics/*pharmacology', 'Transplantation, Heterologous']",,1994/11/01 00:00,1994/11/01 00:01,['1994/11/01 00:00'],"['1994/11/01 00:00 [pubmed]', '1994/11/01 00:01 [medline]', '1994/11/01 00:00 [entrez]']",,ppublish,Leukemia. 1994 Nov;8(11):1817-24.,,,,,,,,,
