PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,TT,OID,OAB,OABL,OTO,OT,GN
293261,NLM,MEDLINE,19800324,20190907,0014-2964 (Print) 0014-2964 (Linking),15,10,1979 Oct,Inhibition by arabinosylcytosine of DNA synthesis in bone marrows of relapsed AML patients.,1263-8,,"['Brox, L', 'Mowles, D', 'Belch, A']","['Brox L', 'Mowles D', 'Belch A']",['eng'],['Journal Article'],England,Eur J Cancer,European journal of cancer,0074126,"['0 (DNA, Neoplasm)', '04079A1RDZ (Cytarabine)', 'VC2W18DGKR (Thymidine)']",IM,"['Adult', 'Aged', 'Bone Marrow/drug effects/*metabolism', 'Cell Survival/drug effects', 'Cytarabine/*pharmacology/therapeutic use', 'DNA, Neoplasm/*biosynthesis', 'Female', 'Humans', 'In Vitro Techniques', 'Leukemia, Myeloid, Acute/drug therapy/*metabolism', 'Male', 'Middle Aged', 'Thymidine/metabolism']",1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",['10.1016/0014-2964(79)90252-4 [doi]'],ppublish,Eur J Cancer. 1979 Oct;15(10):1263-8. doi: 10.1016/0014-2964(79)90252-4.,,,,,,,,
293260,NLM,MEDLINE,19800324,20190823,0340-6997 (Print) 0340-6997 (Linking),4,6,1979 Dec,Measurement of bone blood flow with a 133 Xe washout method. A preliminary report.,435-9,"A method based on the intravenous 133Xe injection technique has been used for measurement of bone blood flow in man. The measurements were made from the greater trochanteric region of the femur of eight healthy subjects and three patients with bone marrow or a bone disease in which bone blood flow is known to be increased. The half-times of the fast and the slow compartments of the externally recorded two-exponential bone washout curves were 4.05 +/- 0.88 min and 45.4 +/- 7.4 min (mean +/- 1 sd) in the healthy subjects, 1.46 min and 20.1 min in the patient with chronic myeloid leukemia, 2.50 min and 22.9 min in metastic bone disease and 1.93 min and 18.1 min in the patient with osteosarcoma, respectively. The corresponding flow values were 11.5 +/- 1.4 ml/100 g/min (mean +/- 1 sd) in healthy subjects and 59.8, 28.3 and 34.0 ml/100 g/min in patients with bone disorders. The precision of the method estimated from the duplicate measurements in eight healthy persons is; for the fast compartment, 6.8%; and for the slow one, 3.2%. Because of the rapid washout of xenon and the very low radiation dose the measurements are easily repeatable.","['Lahtinen, T', 'Karjalainen, P', 'Alhava, E M']","['Lahtinen T', 'Karjalainen P', 'Alhava EM']",['eng'],['Journal Article'],Germany,Eur J Nucl Med,European journal of nuclear medicine,7606882,['0 (Xenon Radioisotopes)'],IM,"['Adolescent', 'Aged', 'Bone Neoplasms/*diagnostic imaging/secondary', 'Femur/*blood supply', 'Humans', 'Leukemia, Myeloid/diagnostic imaging', 'Middle Aged', 'Osteosarcoma/*diagnostic imaging', 'Radionuclide Imaging', 'Regional Blood Flow', 'Xenon Radioisotopes/*administration & dosage']",1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",['10.1007/BF00300841 [doi]'],ppublish,Eur J Nucl Med. 1979 Dec;4(6):435-9. doi: 10.1007/BF00300841.,,,,,,,,
293259,NLM,MEDLINE,19800317,20131121,0012-835X (Print) 0012-835X (Linking),56,10,1979 Oct,Acute lymphocytic leukaemia complicating the course of Hodgkin's disease--A case report of a Kenyan African and review of the literature.,524-8,,"['Kitonyi, G W', 'Kasili, E G', 'Njai, D M', 'Onyango, J N', 'Kamidigo, N O']","['Kitonyi GW', 'Kasili EG', 'Njai DM', 'Onyango JN', 'Kamidigo NO']",['eng'],"['Case Reports', 'Journal Article']",Kenya,East Afr Med J,East African medical journal,0372766,['8N3DW7272P (Cyclophosphamide)'],IM,"['Child', 'Cyclophosphamide/administration & dosage', 'Hodgkin Disease/*complications/radiotherapy', 'Humans', 'Kenya', 'Leukemia, Lymphoid/*etiology/radiotherapy', 'Male', 'Radiotherapy/*adverse effects']",1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",,ppublish,East Afr Med J. 1979 Oct;56(10):524-8.,,,,,,,,
293233,NLM,MEDLINE,19800324,20190816,0009-9163 (Print) 0009-9163 (Linking),16,4,1979 Oct,"Fanconi's anemia: terminal leukemia and ""Forme fruste"" in one family.",260-8,"Two adult sisters are described. One with a full clinical, hematological and cytogenetic picture of Fanconi's anemia died of monocytic leukemia. The other woman has several malformations and clinical signs which are found in Fanconi's anemia, but does not show any hematological disorder or sign of bone marrow insufficiency. Cytogenetic findings in this case are comparable to those typical cases with Fanconi's anemia. This case is therefore considered to represent a ""forme fruste"" of Fanconi's anemia.","['Schroeder, T M', 'Pohler, E', 'Hufnagl, H D', 'Stahl-Mauge, C']","['Schroeder TM', 'Pohler E', 'Hufnagl HD', 'Stahl-Mauge C']",['eng'],"['Case Reports', 'Journal Article']",Denmark,Clin Genet,Clinical genetics,0253664,,IM,"['Abnormalities, Multiple/diagnostic imaging/genetics', 'Adult', 'Anemia, Aplastic/*genetics', 'Chromosome Aberrations', 'Fanconi Anemia/complications/*genetics', 'Female', 'Humans', 'Leukemia, Myeloid/complications/*genetics', 'Pedigree', 'Radiography']",1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",['10.1111/j.1399-0004.1979.tb00998.x [doi]'],ppublish,Clin Genet. 1979 Oct;16(4):260-8. doi: 10.1111/j.1399-0004.1979.tb00998.x.,,,,,,,,
293223,NLM,MEDLINE,19800327,20191028,0045-6039 (Print) 0045-6039 (Linking),8,5,1979 Oct,The loss of Fc surface receptors by erythroleukemic cells following stimulation to differentiate.,365-73,,"['Parker, C L', 'Hooper, W C']","['Parker CL', 'Hooper WC']",['eng'],['Journal Article'],Ireland,Cell Differ,Cell differentiation,0342640,"['0 (Receptors, Fc)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Animals', '*Cell Differentiation/drug effects', 'Cell Line', 'Dimethyl Sulfoxide/pharmacology', 'Friend murine leukemia virus', 'Leukemia, Erythroblastic, Acute/*immunology/pathology', 'Leukemia, Experimental/immunology', 'Mice', '*Receptors, Fc', 'Rosette Formation', 'Tumor Virus Infections/*immunology']",1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']","['0045-6039(79)90021-6 [pii]', '10.1016/0045-6039(79)90021-6 [doi]']",ppublish,Cell Differ. 1979 Oct;8(5):365-73. doi: 10.1016/0045-6039(79)90021-6.,,,,,,,,
293222,NLM,MEDLINE,19800327,20191028,0045-6039 (Print) 0045-6039 (Linking),8,5,1979 Oct,The relationship of cell surface receptor interactions to the differentiation potential of myeloid leukemic cells.,353-63,,"['Lipton, J H']",['Lipton JH'],['eng'],"['Comparative Study', 'Journal Article']",Ireland,Cell Differ,Cell differentiation,0342640,"['0 (Actins)', '0 (Receptors, Concanavalin A)', '0 (Tubulin)', '5V9KLZ54CY (Vinblastine)', 'EC 3.6.4.1 (Myosins)']",IM,"['Actins/metabolism', 'Animals', '*Cell Differentiation', 'Cell Line', 'Cell Membrane/drug effects', '*Immunologic Capping', 'Leukemia, Experimental/physiopathology', 'Leukemia, Myeloid/pathology/*physiopathology', 'Mice', 'Myosins/metabolism', 'Receptors, Concanavalin A/*physiology', 'Tubulin/metabolism', 'Vinblastine/pharmacology']",1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']","['0045-6039(79)90020-4 [pii]', '10.1016/0045-6039(79)90020-4 [doi]']",ppublish,Cell Differ. 1979 Oct;8(5):353-63. doi: 10.1016/0045-6039(79)90020-4.,,,,,,,,
293221,NLM,MEDLINE,19800317,20190705,0092-8674 (Print) 0092-8674 (Linking),18,4,1979 Dec,Cross-linking of proteins in nuclei and DNA-depleted nuclei from Friend erythroleukemia cells.,1091-9,"Reversible cross-linking of proteins in nuclei and DNA-depleted nuclei from Friend erythroleukemia cells was used as a probe to determine whether the protein structure was preserved following treatment with DNAase I. Interactions between histones were analyzed through cross-linking with 2-iminothiolane or dimethyl 3,3'-dithiobispropionimidate. No alterations in the interactions between intranucleosomal histone proteins resulted from digestion of the nuclear DNA. There was, however, a diminished extent of cross-linking of histone H1 to itself and to the intranucleosomal histones in DNA-depleted nuclei. The interactions of a group of nonhistone proteins with histone H3 could be monitored by cross-linking through the formation of disulfide bonds caused by oxidation of nuclei with H2O2. These interactions were not markedly affected by treatment of the nuclei with DNAase I. However, differences were observed in the extent of cross-linking of some of these proteins when cross-linking in nuclei from undifferentiated cells was compared to that in nuclei from cells which had been induced to differentiate with dimethylsulfoxide.","['Grebanier, A E', 'Pogo, A O']","['Grebanier AE', 'Pogo AO']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cell,Cell,0413066,"['0 (Cross-Linking Reagents)', '0 (Histones)', '0 (Proteins)', '9007-49-2 (DNA)', 'EC 3.1.- (Deoxyribonucleases)']",IM,"['Animals', 'Cell Differentiation', 'Cell Line', 'Cell Nucleus/*analysis', 'Chemical Phenomena', 'Chemistry', 'Cross-Linking Reagents', 'DNA', 'Deoxyribonucleases/pharmacology', 'Histones/*analysis', 'Leukemia, Erythroblastic, Acute', 'Mice', 'Proteins/*analysis']",1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']","['0092-8674(79)90222-8 [pii]', '10.1016/0092-8674(79)90222-8 [doi]']",ppublish,Cell. 1979 Dec;18(4):1091-9. doi: 10.1016/0092-8674(79)90222-8.,,,,,,,,
293220,NLM,MEDLINE,19800317,20190705,0092-8674 (Print) 0092-8674 (Linking),18,4,1979 Dec,Isolation and characterization of the nuclear matrix in Friend erythroleukemia cells: chromatin and hnRNA interactions with the nuclear matrix.,1079-90,"Nuclear matrices from undifferentiated and differentiated Friend erythroleukemia cells have been obtained by a method which removes DNA in a physiological buffer. These matrices preserved the characteristic topographical distribution of condensed and diffuse ""chromatin"" regions, as do nuclei in situ or isolated nuclei. Histone H1 was released from the nuclear matrix of undifferentiated cells by 0.3 M KCl; inner core histones were released by 1 M KCl. Nuclear matrix from differentiated cells did not maintain H1, and histone cores were fully released in 0.7 M KCl. KCl removed the core histones as an octameric structure with no evidence of preferential release of any single histone. Electron microscopy of KCl-treated matrix revealed no condensed regions but rather a network of fibrils in the whole DNA-depleted nuclei. When nuclear matrices from both types of cell were exposed to conditions of very low ionic strength, inner core histones and condensed regions remained. These observations support the contention that inner core histones are bound to matrix through natural ionic bonds or saline-labile elements, and that these interactions are implicated in chromatin condensation. hnRNA remained undegraded and tenaciously associated to the matrix fibrils, and was released only by chemical means which, by breaking hydrophobic and hydrogen bonds, produced matrix lysis. Very few nonhistone proteins were released upon complete digestion of DNA from either type of nuclei. The remaining nonhistone proteins represent a large number of species of which the majority may be matrix components. The molecular architecture in both condensed and diffuse regions of interphase nuclei appears to be constructed of two distinct kinds of fibers; the thicker chromatin fibers are interwoven with the thinner matrix fibers. The latter are formed by a heteropolymer of many different proteins.","['Long, B H', 'Huang, C Y', 'Pogo, A O']","['Long BH', 'Huang CY', 'Pogo AO']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cell,Cell,0413066,"['0 (Chromatin)', '0 (Histones)', '0 (Proteins)', '0 (RNA, Heterogeneous Nuclear)', 'EC 3.1.- (Deoxyribonucleases)']",IM,"['Animals', 'Cell Differentiation', 'Cell Fractionation', 'Cell Line', 'Cell Nucleus/analysis/*ultrastructure', 'Chemical Phenomena', 'Chemistry', 'Chromatin/*analysis', 'Deoxyribonucleases/pharmacology', 'Histones/*analysis', 'Leukemia, Erythroblastic, Acute', 'Mice', 'Osmolar Concentration', 'Proteins/analysis', 'RNA, Heterogeneous Nuclear/*analysis']",1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']","['0092-8674(79)90221-6 [pii]', '10.1016/0092-8674(79)90221-6 [doi]']",ppublish,Cell. 1979 Dec;18(4):1079-90. doi: 10.1016/0092-8674(79)90221-6.,,,,,,,,
293219,NLM,MEDLINE,19800324,20181113,0008-4409 (Print) 0008-4409 (Linking),121,11,1979 Dec 8,Transition of the hypereosinophilic syndrome to myelomonocytic leukemia.,1489-91,,"['Owen, J', 'Scott, J G']","['Owen J', 'Scott JG']",['eng'],"['Case Reports', 'Journal Article']",Canada,Can Med Assoc J,Canadian Medical Association journal,0414110,,IM,"['Eosinophilia/*complications/diagnosis', 'Humans', 'Leukemia, Myeloid/*complications/diagnosis', 'Male', 'Middle Aged', 'Primary Myelofibrosis/complications/diagnosis', 'Syndrome']",1979/12/08 00:00,1979/12/08 00:01,['1979/12/08 00:00'],"['1979/12/08 00:00 [pubmed]', '1979/12/08 00:01 [medline]', '1979/12/08 00:00 [entrez]']",,ppublish,Can Med Assoc J. 1979 Dec 8;121(11):1489-91.,PMC1704569,,,,,,,
293201,NLM,MEDLINE,19800327,20190501,0007-1447 (Print) 0007-1447 (Linking),2,6199,1979 Nov 10,Successful management of cardiac tamponade in two cases of leukaemia.,1190,,"['Sobolewski, S', 'Sreeharan, N', 'Rajah, S M']","['Sobolewski S', 'Sreeharan N', 'Rajah SM']",['eng'],"['Case Reports', 'Journal Article']",England,Br Med J,British medical journal,0372673,,IM,"['Aged', 'Cardiac Tamponade/etiology/*therapy', 'Child', 'Humans', 'Leukemia, Lymphoid/*complications', 'Leukemia, Myeloid/*complications', 'Male', 'Suction']",1979/11/10 00:00,1979/11/10 00:01,['1979/11/10 00:00'],"['1979/11/10 00:00 [pubmed]', '1979/11/10 00:01 [medline]', '1979/11/10 00:00 [entrez]']",['10.1136/bmj.2.6199.1190 [doi]'],ppublish,Br Med J. 1979 Nov 10;2(6199):1190. doi: 10.1136/bmj.2.6199.1190.,PMC1597241,,,,,,,
293198,NLM,MEDLINE,19800324,20190902,0006-5242 (Print) 0006-5242 (Linking),39,6,1979 Dec,[Osmotic fragility in subfractions of leucocytes in hematological diseases (author's transl)].,393-7,"Leucocytes of normal persons and patients with acute and chronic granulocytic leukemia, chronic lymphocytic leukemia, and non-Hodgkin lymphoma were separated into subfractions by centrifugation in discontinuous Ficoll density gradient. Osmotic resistance was examined in hypotonic NaCl solutions with decreasing concentration and by determining LDH activity in the supernatant. Suspensions of myelocytes, polymorphnuclear granulocytes, and lymphocytes of normal persons and patients with chronic lymphocytic leukemia demonstrated the same osmotic resistance. Only myeloblasts were osmotically less fragile, and tumor cells of non-Hodgkin lymphoma more fragile.","['Benohr, H C', 'Nerke, O', 'Waller, H D']","['Benohr HC', 'Nerke O', 'Waller HD']",['ger'],"['English Abstract', 'Journal Article']",Germany,Blut,Blut,0173401,['EC 1.1.1.27 (L-Lactate Dehydrogenase)'],IM,"['Humans', 'L-Lactate Dehydrogenase/analysis', 'Leukemia/*blood', 'Leukemia, Lymphoid/blood', 'Leukemia, Myeloid/blood', 'Leukemia, Myeloid, Acute/blood', '*Leukocytes', 'Lymphocytes', 'Lymphoma/*blood', 'Osmotic Fragility']",1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",['10.1007/BF01008659 [doi]'],ppublish,Blut. 1979 Dec;39(6):393-7. doi: 10.1007/BF01008659.,,Die osmotische Resistenz in Leukozyten-Subfraktionen bei hamatologischen Krankheiten.,,,,,,
293162,NLM,MEDLINE,19800215,20071115,0005-0423 (Print) 0005-0423 (Linking),55,6,1979 Jun,Haematological investigation of a multiple case leucosis herd.,278-81,"Adult cattle in a Queensland dairy herd with a history of deaths from lymphosarcoma were sampled regularly over a 4 year period for the identification of animals with persistent lymphocytosis (PL). Twenty-one of 94 animals that were sampled at least 6 times had PL. At the initial sampling 27% of the animals had lymphocytosis. Culling of haematologically positive animals in the first 18 months of the investigation reduced this to 5.3%, but cessation of the culling programme resulted in a gradual increase in the percentage of animals with lymphocytosis. Four deaths from lymphosarcoma occurred in adult animals, but only in the first 18 months of the investigation. Two of these animals had lymphocytosis and two lymphoblastic leukaemia. The calf of one of the latter cows developed lymphoblastic leukaemia and lymphosarcoma by the time it was 6 months of age. Although histological evidence of lymphosarcoma was lacking in a number of clinically normal animals with lymphocytosis, haematological investigation identified a group of animals within the herd that may develop lymphosarcoma.","['Dimmock, C K', 'Waugh, P D', 'Rogers, R J']","['Dimmock CK', 'Waugh PD', 'Rogers RJ']",['eng'],['Journal Article'],England,Aust Vet J,Australian veterinary journal,0370616,,IM,"['Animals', 'Cattle', 'Cattle Diseases/*blood', 'Leukemia, Lymphoid/blood/veterinary', 'Leukocyte Count', 'Lymphocytosis/blood/veterinary', 'Lymphoma, Non-Hodgkin/blood/*veterinary']",1979/06/01 00:00,1979/06/01 00:01,['1979/06/01 00:00'],"['1979/06/01 00:00 [pubmed]', '1979/06/01 00:01 [medline]', '1979/06/01 00:00 [entrez]']",,ppublish,Aust Vet J. 1979 Jun;55(6):278-81.,,,,,,,,
293161,NLM,MEDLINE,19800226,20191021,0004-993X (Print) 0004-993X (Linking),15,3,1979 Sep,The effect of cranial irradiation on blood-brain barrier permeability to methotrexate.,184-5,,"['Seshadri, R S', 'Ryall, R G', 'Rice, M S', 'Leahy, M', 'Ellis, R']","['Seshadri RS', 'Ryall RG', 'Rice MS', 'Leahy M', 'Ellis R']",['eng'],['Journal Article'],Australia,Aust Paediatr J,Australian paediatric journal,15420340R,['YL5FZ2Y5U1 (Methotrexate)'],IM,"['Adolescent', 'Adult', 'Blood-Brain Barrier/*radiation effects', 'Brain/radiation effects', 'Brain Neoplasms/*prevention & control', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia, Lymphoid/drug therapy/*radiotherapy', 'Lymphoma/drug therapy/*radiotherapy', 'Male', 'Methotrexate/*metabolism/therapeutic use', 'Middle Aged']",1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",['10.1111/j.1440-1754.1979.tb01223.x [doi]'],ppublish,Aust Paediatr J. 1979 Sep;15(3):184-5. doi: 10.1111/j.1440-1754.1979.tb01223.x.,,,,,,,,
293160,NLM,MEDLINE,19800226,20191021,0004-993X (Print) 0004-993X (Linking),15,3,1979 Sep,Antibody responses to influenza virus vaccine in patients with acute lymphocytic leukaemia.,177-80,,"['Feery, B J', 'Matthews, R N', 'Evered, M G', 'Gallichio, H A']","['Feery BJ', 'Matthews RN', 'Evered MG', 'Gallichio HA']",['eng'],['Journal Article'],Australia,Aust Paediatr J,Australian paediatric journal,15420340R,"['0 (Antibodies, Viral)', '0 (Immunosuppressive Agents)', '0 (Influenza Vaccines)']",IM,"['Adolescent', 'Antibodies, Viral/*analysis', 'Child', 'Child, Preschool', 'Humans', 'Immunosuppressive Agents/therapeutic use', 'Influenza A virus/immunology', 'Influenza Vaccines/administration & dosage/*immunology', 'Leukemia, Lymphoid/*immunology/therapy']",1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",['10.1111/j.1440-1754.1979.tb01220.x [doi]'],ppublish,Aust Paediatr J. 1979 Sep;15(3):177-80. doi: 10.1111/j.1440-1754.1979.tb01220.x.,,,,,,,,
293142,NLM,MEDLINE,19800215,20190619,0003-4819 (Print) 0003-4819 (Linking),91,6,1979 Dec,Cytarabine-induced inflammation in the seborrheic keratoses of Leser-Trelat.,868-9,,"['Kechijian, P', 'Sadick, N S', 'Mariglio, J', 'Schulman, P']","['Kechijian P', 'Sadick NS', 'Mariglio J', 'Schulman P']",['eng'],"['Case Reports', 'Journal Article']",United States,Ann Intern Med,Annals of internal medicine,0372351,['04079A1RDZ (Cytarabine)'],IM,"['Aged', 'Cytarabine/*adverse effects', 'Erythema/*chemically induced', 'Female', 'Humans', 'Keratosis/*etiology', 'Leukemia, Myeloid, Acute/diagnosis/drug therapy', 'Skin Manifestations']",1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",['10.7326/0003-4819-91-6-868 [doi]'],ppublish,Ann Intern Med. 1979 Dec;91(6):868-9. doi: 10.7326/0003-4819-91-6-868.,,,,,,,,
293127,NLM,MEDLINE,19800226,20190509,0002-9173 (Print) 0002-9173 (Linking),72,6,1979 Dec,Tn-polyagglutinability associated with acute myelomonocytic leukemia.,1024-7,A case of Tn polyagglutinability in a patient with acute myelomonocytic leukemia is described. This represents the third report in which Tn polyagglutination has been associated with a leukemic state. Serologic recognition of Tn polyagglutination and probable causes are discussed. Known cases of Tn-polyagglutinability are reviewed.,"['Baldwin, M L', 'Barrasso, C', 'Ridolfi, R L']","['Baldwin ML', 'Barrasso C', 'Ridolfi RL']",['eng'],"['Case Reports', 'Comparative Study', 'Journal Article']",England,Am J Clin Pathol,American journal of clinical pathology,0370470,"['0 (Antigens)', '0 (Blood Group Antigens)']",IM,"['Aged', '*Agglutination', 'Antigens', '*Blood Group Antigens', 'Erythrocytes/immunology', 'Humans', 'Leukemia, Myeloid, Acute/*immunology', 'Male']",1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",['10.1093/ajcp/72.6.1024 [doi]'],ppublish,Am J Clin Pathol. 1979 Dec;72(6):1024-7. doi: 10.1093/ajcp/72.6.1024.,,,,,,,,
293126,NLM,MEDLINE,19800226,20190509,0002-9173 (Print) 0002-9173 (Linking),72,6,1979 Dec,A hypodiploid clone and its duplicate in acute lymphoblastic leukemia.,1018-24,"Examination of the bone marrow of a 63-year-old man who had acute lymphoblastic leukemia revealed a population of cells with 32 chromosomes and another population with 64 chromosomes, the karyotypical exact duplicate of the first clone. The karyotypic evolution was studied and the findings compared with those described in two similar cases previously reported. It is postulated that severe hypodiploidy is associated with reduced capability of cellular survival, promoting a strong tendency for duplication.","['Shabtai, F', 'Lewinski, U H', 'Har-Zahav, L', 'Gafter, U', 'Halbrecht, I', 'Djaldetti, M']","['Shabtai F', 'Lewinski UH', 'Har-Zahav L', 'Gafter U', 'Halbrecht I', 'Djaldetti M']",['eng'],"['Case Reports', 'Journal Article']",England,Am J Clin Pathol,American journal of clinical pathology,0370470,,IM,"['Bone Marrow/ultrastructure', '*Chromosome Aberrations', 'Clone Cells', 'Cytoplasm/ultrastructure', '*Diploidy', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/*genetics/pathology', 'Male', 'Microscopy, Electron', 'Middle Aged']",1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",['10.1093/ajcp/72.6.1018 [doi]'],ppublish,Am J Clin Pathol. 1979 Dec;72(6):1018-24. doi: 10.1093/ajcp/72.6.1018.,,,,,,,,
293099,NLM,MEDLINE,19800228,20171117,0044-2542 (Print) 0044-2542 (Linking),34,18,1979 Sep 15,[Acute mature myelocytic leukemia as a form of the myeloproliferative syndrome].,527-30,"On the basis of five observations of adult patients with the clinical feature of mature cellular leukaemia which proved to be therapy-refractory and which was characterized by a rapid course is referred to the necessity of the differentiation of such cases from the classical myeloic leukaemia. The cardinal symptoms of this type of disease, which probably is identified with the cases described in literature as atypical chronic myelosis, as paraneutrophil leukaemia or as acute myelofibrosis, and also shows common features with the juvenile chronic myelosis, are, apart from the mature cellular differential blood picture a short life expectancy (less than 1 year), an initial thrombocytopenia, a normal or increased activity of the alkaline granulocyte phosphatase, the lack of Ph1-chromosome as well as the bad therapeutic reaction to busulfan. The observation of the simultaneously existing fibroses of the bone marrow as well as of the final increase of immature blasts induced the classification of the clinical picture as a special form of the myeloproliferative syndrome.","['Mey, U', 'Franke, A', 'Fuchs, R']","['Mey U', 'Franke A', 'Fuchs R']",['ger'],['Journal Article'],Germany,Z Gesamte Inn Med,Zeitschrift fur die gesamte innere Medizin und ihre Grenzgebiete,21730470R,"['9034-63-3 (Fetal Hemoglobin)', 'E7WED276I5 (Mercaptopurine)', 'MRK240IY2L (Azathioprine)']",IM,"['Acute Disease', 'Adult', 'Azathioprine/therapeutic use', 'Bone Marrow Examination', 'Fetal Hemoglobin', 'Hematopoietic Stem Cells', 'Humans', 'Leukemia, Myeloid/*classification', 'Mercaptopurine/therapeutic use', 'Myeloproliferative Disorders/*classification', 'Primary Myelofibrosis/classification']",1979/09/15 00:00,1979/09/15 00:01,['1979/09/15 00:00'],"['1979/09/15 00:00 [pubmed]', '1979/09/15 00:01 [medline]', '1979/09/15 00:00 [entrez]']",,ppublish,Z Gesamte Inn Med. 1979 Sep 15;34(18):527-30.,,"Die reifzellige, akut verlaufende myeloische Leukamie als Erscheinungsform des myeloproliferativen Syndroms.",,,,,,
293095,NLM,MEDLINE,19800226,20181113,0093-0415 (Print) 0093-0415 (Linking),131,2,1979 Aug,Hyperhistaminemia and peptic ulcer.,140-3,,"['Hirasuna, J D', 'Shelub, I', 'Bolt, R J']","['Hirasuna JD', 'Shelub I', 'Bolt RJ']",['eng'],"['Case Reports', 'Journal Article']",United States,West J Med,The Western journal of medicine,0410504,"['80061L1WGD (Cimetidine)', '820484N8I3 (Histamine)']",IM,"['Adult', 'Cimetidine/therapeutic use', 'Gastric Juice/drug effects', 'Histamine/*blood', 'Humans', 'Leukemia, Myeloid/complications/drug therapy', 'Male', 'Peptic Ulcer/*etiology']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",,ppublish,West J Med. 1979 Aug;131(2):140-3.,PMC1271717,,,,,,,
