PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AB,RN,AID,GR,PMC,OID,SI,OAB,OABL,OTO,OT,GN
6574510,NLM,MEDLINE,19830715,20190501,0027-8424 (Print) 0027-8424 (Linking),80,12,1983 Jun,Isolation and induction of erythroleukemic cell lines with properties of erythroid progenitor burst-forming cell (BFU-E) and erythroid precursor cell (CFU-E).,3721-5,"['Shibuya, T', 'Mak, T W']","['Shibuya T', 'Mak TW']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Animals', 'Cell Line', 'Clone Cells', 'Erythrocytes/*physiology', 'Friend murine leukemia virus/genetics', 'Hematopoietic Stem Cells/*physiology', 'Kinetics', 'Leukemia, Experimental/*physiopathology', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred DBA']",1983/06/01 00:00,1983/06/01 00:01,['1983/06/01 00:00'],"['1983/06/01 00:00 [pubmed]', '1983/06/01 00:01 [medline]', '1983/06/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1983 Jun;80(12):3721-5. doi: 10.1073/pnas.80.12.3721.,"We isolated erythroleukemic cell lines arrested at different levels of the erythroid differentiation pathway. One cell line (CB5), established from mice infected with the helper-independent Friend murine leukemia virus (F-MuLV), exhibited properties similar to those of the normal erythroid progenitor burst-forming cell (BFU-E). Six erythroleukemic cell lines, which were established from the anemia-inducing Friend virus complex (FV-A)-infected mice, formed erythroid colonies similar to the erythroid colony-forming precursor cell (CFU-E) after induction with dimethyl sulfoxide or erythropoietin. Three lines that were established from the polycythemia-inducing Friend virus complex (FV-P)-infected mice also formed low proportions (2-5%) of CFU-E-like colonies after induction by these same inducers. These data, together with the earlier findings that F-MuLV induces an increase in the levels of BFU-E and that FV-A or FV-P stimulates enhancement of CFU-E early after infection, indicate that the erythroleukemic cell lines isolated late in the diseases are at the same levels of differentiation as the leukemic cells in the corresponding initial stages. These cell lines with properties of BFU-E and CFU-E can be induced to differentiate in culture and should add to our understanding of the nature of erythroid progenitor cells and their early differentiation programs.",,['10.1073/pnas.80.12.3721 [doi]'],,PMC394122,,,,,,,
6574479,NLM,MEDLINE,19830708,20190501,0027-8424 (Print) 0027-8424 (Linking),80,11,1983 Jun,Complete nucleotide sequence of a human c-onc gene: deduced amino acid sequence of the human c-fos protein.,3183-7,"['van Straaten, F', 'Muller, R', 'Curran, T', 'Van Beveren, C', 'Verma, I M']","['van Straaten F', 'Muller R', 'Curran T', 'Van Beveren C', 'Verma IM']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Amino Acid Sequence', 'Animals', 'Base Sequence', 'Cell Line', 'DNA, Recombinant', 'Humans', 'Leukemia, Lymphoid', 'Mice', '*Oncogenes', 'Proteins/*genetics', 'Species Specificity']",1983/06/01 00:00,1983/06/01 00:01,['1983/06/01 00:00'],"['1983/06/01 00:00 [pubmed]', '1983/06/01 00:01 [medline]', '1983/06/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1983 Jun;80(11):3183-7. doi: 10.1073/pnas.80.11.3183.,"The complete nucleotide sequence of the c-fos(human) gene, the human cellular homolog of the oncogene (v-fos) of Finkel-Biskis-Jinkins murine osteosarcoma virus, has been determined. The c-fos(human) gene contains four discontinuous regions when compared with the v-fos gene. Three of the discontinuities are flanked by sequences characteristic of introns, while the fourth discontinuity is due to a deletion of 104 base pairs in the v-fos gene. As a consequence of the deletion, the predicted c-fos(human) and v-fos gene products differ at their carboxyl termini. Transcripts of 2.2 kilobases from the c-fos(human) gene have been identified in human cells. The sizes of these transcripts are in close agreement with the size expected from the nucleotide sequence after removal of introns.","['0 (DNA, Recombinant)', '0 (Proteins)']",['10.1073/pnas.80.11.3183 [doi]'],,PMC394004,,"['GENBANK/K00650', 'GENBANK/M16287']",,,,,
6574462,NLM,MEDLINE,19830708,20190501,0027-8424 (Print) 0027-8424 (Linking),80,10,1983 May,Demonstration of permanent factor-dependent multipotential (erythroid/neutrophil/basophil) hematopoietic progenitor cell lines.,2931-5,"['Greenberger, J S', 'Sakakeeny, M A', 'Humphries, R K', 'Eaves, C J', 'Eckner, R J']","['Greenberger JS', 'Sakakeeny MA', 'Humphries RK', 'Eaves CJ', 'Eckner RJ']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Animals', 'Basophils/physiology', 'Cell Line', 'Erythrocytes/physiology', 'Erythropoiesis', 'Granulocytes/physiology', 'Hematopoietic Stem Cells/*cytology', 'Mast Cells/physiology', 'Mice', 'Neutrophils/physiology']",1983/05/01 00:00,1983/05/01 00:01,['1983/05/01 00:00'],"['1983/05/01 00:00 [pubmed]', '1983/05/01 00:01 [medline]', '1983/05/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1983 May;80(10):2931-5. doi: 10.1073/pnas.80.10.2931.,"Multipotential hematopoietic progenitor cell lines have been established from nonadherent cell populations removed from continuous mouse bone marrow cultures. Clonal sublines of lines B6SUtA or B6JUt derived from single cells formed mixed colonies containing erythroid cells, neutrophil-granulocytes, and basophil/mast cells in semisolid medium containing erythropoietin and conditioned medium from pokeweed mitogen-stimulated spleen cells. Each of several subclones of cell line Ro cl formed colonies containing eosinophils, neutrophil-granulocytes, and basophil/mast cells in semisolid medium. Multipotentiality was maintained in vitro for over 2 1/2 years. In contrast, cell line 32D formed basophil/mast cell colonies with no detectable differentiation to other pathways. Multipotential cell lines did not produce detectable spleen colonies (CFUs) in vivo, nor did intravenous inoculation of up to 5 X 10(7) cells protect lethally irradiated mice from bone marrow failure. Newborn and adult mice inoculated with 5 X 10(7) cells showed no detectable leukemia or solid tumors after one year. Both multipotential and committed basophil/mast cell lines demonstrated absolute dependence upon a source of a growth factor(s) found in medium conditioned by WEHI-3 cells. These cell lines should be of value in studies of the regulation of hematopoietic stem cell differentiation in vitro.",,['10.1073/pnas.80.10.2931 [doi]'],"['CA25412/CA/NCI NIH HHS/United States', 'CA26785/CA/NCI NIH HHS/United States']",PMC393947,,,,,,,
6574453,NLM,MEDLINE,19830708,20190501,0027-8424 (Print) 0027-8424 (Linking),80,10,1983 May,Sequential change of carbohydrate antigen associated with differentiation of murine leukemia cells: i-I antigenic conversion and shifting of glycolipid synthesis.,2844-8,"['Kannagi, R', 'Levery, S B', 'Hakomori, S']","['Kannagi R', 'Levery SB', 'Hakomori S']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Animals', 'Carbohydrate Sequence', '*Cell Differentiation', 'Cell Line', 'Gangliosides/immunology', 'Glycolipids/biosynthesis/*immunology', 'I Blood-Group System', 'Leukemia, Experimental/*immunology', 'Macrophages/cytology', 'Mice', 'P Blood-Group System']",1983/05/01 00:00,1983/05/01 00:01,['1983/05/01 00:00'],"['1983/05/01 00:00 [pubmed]', '1983/05/01 00:01 [medline]', '1983/05/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1983 May;80(10):2844-8. doi: 10.1073/pnas.80.10.2844.,"Cell surface carbohydrate antigens and their metabolism were investigated during the course of differentiation of murine cultured leukemia cells (M1) into macrophage-like cells. The major glycolipids in undifferentiated M1 cells were of the ganglio series, with a small amount of lacto-series glycolipids. A novel branched structure was found as a tetraosylceramide of M1- cells. Upon differentiation, synthesis of lacto-series glycolipids was significantly enhanced and synthesis of globo-series glycolipids was newly induced but the ganglio-series synthesis was much reduced. Undifferentiated cells expressed only i antigen (i+I-Pk-); differentiated macrophage-like cells became I-antigen dominant and Pk-antigen positive (i+/-I+Pk+). The changes proceeded in two sequential steps: (i) an enhancement of lacto-series glycolipid synthesis associated with the conversion of i antigen to I antigen, and (ii) subsequent induction of globo-series glycolipid synthesis accompanied by the appearance of Pk antigen. The experimental system offers a clue for studies on the process of branching (i-to-I conversion) as well as the biological significance of three major glycolipids (globo-, lacto-, and ganglio-series) as markers of cell differentiation.","['0 (Gangliosides)', '0 (Glycolipids)', '0 (I Blood-Group System)', '0 (P Blood-Group System)']",['10.1073/pnas.80.10.2844 [doi]'],"['CA 19224/CA/NCI NIH HHS/United States', 'CA 20026/CA/NCI NIH HHS/United States']",PMC393928,,,,,,,
6574449,NLM,MEDLINE,19830729,20080620,0032-3756 (Print) 0032-3756 (Linking),38,6,1983 Feb 7,[Correlation of the clinical course and chromosome aberrations in children with lymphoblastic leukemia].,185-7,"['Kowalczyk, J']",['Kowalczyk J'],['pol'],['Journal Article'],Proba korelacji obrazu klinicznego i nieprawidlowosci chromosomalnych w ostrej bialaczce limfoblastycznej u dzieci.,Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,IM,"['Child', '*Chromosomes, Human, 13-15', '*Chromosomes, Human, 16-18', '*Chromosomes, Human, 21-22 and Y', '*Chromosomes, Human, 6-12 and X', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/etiology/*genetics', 'Male', 'Prognosis', '*Translocation, Genetic']",1983/02/07 00:00,1983/02/07 00:01,['1983/02/07 00:00'],"['1983/02/07 00:00 [pubmed]', '1983/02/07 00:01 [medline]', '1983/02/07 00:00 [entrez]']",ppublish,Pol Tyg Lek. 1983 Feb 7;38(6):185-7.,,,,,,,,,,,,
6574448,NLM,MEDLINE,19830729,20080620,0032-3756 (Print) 0032-3756 (Linking),38,6,1983 Feb 7,[Prealbumins in the cerebrospinal fluid of children with meningeal metastases of lymphoblastic leukemia].,165-7,"['Adamczyk, A', 'Armata, J', 'Cyklis, R', 'Szafran, Z']","['Adamczyk A', 'Armata J', 'Cyklis R', 'Szafran Z']",['pol'],"['English Abstract', 'Journal Article']",Prealbuminy plynu mozgowo-rdzeniowego u dzieci z zajeciem opon w przebiegu ostrej bialaczki limfoblastycznej.,Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia, Lymphoid/*cerebrospinal fluid', 'Meningeal Neoplasms/cerebrospinal fluid/*secondary', 'Prealbumin/*cerebrospinal fluid', 'Serum Albumin/*cerebrospinal fluid']",1983/02/07 00:00,1983/02/07 00:01,['1983/02/07 00:00'],"['1983/02/07 00:00 [pubmed]', '1983/02/07 00:01 [medline]', '1983/02/07 00:00 [entrez]']",ppublish,Pol Tyg Lek. 1983 Feb 7;38(6):165-7.,,"['0 (Prealbumin)', '0 (Serum Albumin)']",,,,,,,,,,
6574426,NLM,MEDLINE,19830708,20190501,0305-1048 (Print) 0305-1048 (Linking),11,9,1983 May 11,The isolation and measurement of tRNAmeti using RNA/DNA hybridization.,2585-98,"['Kleiman, L', 'Heron, T', 'Essagian, C', 'Nicoghosian, K', 'Cedergren, R J']","['Kleiman L', 'Heron T', 'Essagian C', 'Nicoghosian K', 'Cedergren RJ']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Nucleic Acids Res,Nucleic acids research,0411011,IM,"['Animals', 'Base Sequence', 'Cell Line', 'Leukemia, Erythroblastic, Acute/metabolism', 'Methionine', 'Mice', 'Nucleic Acid Hybridization', '*Peptide Chain Initiation, Translational', 'RNA, Transfer/*isolation & purification', 'Sea Urchins', 'Xenopus laevis']",1983/05/11 00:00,1983/05/11 00:01,['1983/05/11 00:00'],"['1983/05/11 00:00 [pubmed]', '1983/05/11 00:01 [medline]', '1983/05/11 00:00 [entrez]']",ppublish,Nucleic Acids Res. 1983 May 11;11(9):2585-98. doi: 10.1093/nar/11.9.2585.,"A pBR322 plasmid containing the initiator tRNAmet gene of Xenopus (pt145 - donated by Stuart Clarkson) will specifically bind to mouse initiator tRNAmet (tRNAmeti) when total mouse tRNA, extracted from uninduced Friend erythroleukemia cells, is hybridized to the gene probe. One dimensional electrophoresis of the hybridizing tRNA in 20% polyacrylamide reveals one major band (95%) and a minor band. The hybridizing tRNA has been identified as initiator tRNAmet by RNA sequencing. Hybridization of tRNAtotal to another plasmid containing the Xenopus gene for tRNAasn results in two bound species with different electrophoretic mobilities than the tRNA bound to the initiator tRNAmet gene. pt145 has been used to measure the steady state concentration of initiator tRNAmet in the uninduced and erythroid Friend cell, and in the unfertilized egg and 21 h blastula of the sea urchin. Initiator tRNAmet represents 0.91% and 0.52% of the tRNA populations extracted from uninduced and erythroid Friend cells, respectively. Based upon the total tRNA content per cell, there is a 3.8 fold decrease in initiator tRNAmet per cell during erythroid differentiation. tRNA extracted from unfertilized eggs and 21 h blastula of the sea urchin both have 0.5% of total tRNA as initiator tRNAmet (approximately 1.5 pg).","['9014-25-9 (RNA, Transfer)', 'AE28F7PNPL (Methionine)']",['10.1093/nar/11.9.2585 [doi]'],,PMC325910,,,,,,,
6574421,NLM,MEDLINE,19830715,20081121,0031-3998 (Print) 0031-3998 (Linking),17,5,1983 May,Chromosome studies on acute nonlymphocytic leukaemia in children.,398-405,"['Slater, R M', 'Behrendt, H', 'De Waal, F C']","['Slater RM', 'Behrendt H', 'De Waal FC']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Pediatr Res,Pediatric research,0100714,IM,"['Adolescent', 'Age Factors', 'Child', 'Child, Preschool', 'Chromosome Banding', '*Chromosomes, Human, 21-22 and Y', '*Chromosomes, Human, 6-12 and X', 'Female', 'Genetic Variation', 'Humans', 'Infant', 'Karyotyping', 'Leukemia, Erythroblastic, Acute/*genetics', 'Leukemia, Monocytic, Acute/*genetics', 'Leukemia, Myeloid, Acute/*genetics', 'Male', 'Netherlands', '*Translocation, Genetic']",1983/05/01 00:00,1983/05/01 00:01,['1983/05/01 00:00'],"['1983/05/01 00:00 [pubmed]', '1983/05/01 00:01 [medline]', '1983/05/01 00:00 [entrez]']",ppublish,Pediatr Res. 1983 May;17(5):398-405. doi: 10.1203/00006450-198305000-00016.,"Cytogenetic studies have been carried out on 17 children with acute nonlymphocytic leukaemia (ANLL). Of the 16 patients analysed at diagnosis, 11 had acquired clonal chromosome abnormalities. Four out of seven cases with acute myeloid leukaemia (M2) had 8;21 translocations, two of which were variants. Comparisons with other data on ANLL confirmed the association between the 8;21 translocation and the younger age groups. There are indications that the Netherlands may be a high incidence area for this translocation. Differences in the type of chromosome anomalies between childhood and adult ANLL were evident suggesting that different aetiologic factors may be involved.",,['10.1203/00006450-198305000-00016 [doi]'],,,,,,,,,
6574344,NLM,MEDLINE,19830729,20071115,0026-4806 (Print) 0026-4806 (Linking),74,27,1983 Jun 30,[Prognostic usefulness of lysozyme in acute myelomonocytic leukemias].,1595-600,"['Liso, V', 'Laricchia, R']","['Liso V', 'Laricchia R']",['ita'],"['English Abstract', 'Journal Article']",Utilita prognostica del lisozima nelle leucemie mielomonocitarie acute.,Italy,Minerva Med,Minerva medica,0400732,IM,"['Adult', 'Aged', 'Antineoplastic Agents/therapeutic use', 'Clinical Enzyme Tests', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*diagnosis/drug therapy', 'Male', 'Middle Aged', 'Muramidase/*analysis/blood/urine', 'Prognosis']",1983/06/30 00:00,1983/06/30 00:01,['1983/06/30 00:00'],"['1983/06/30 00:00 [pubmed]', '1983/06/30 00:01 [medline]', '1983/06/30 00:00 [entrez]']",ppublish,Minerva Med. 1983 Jun 30;74(27):1595-600.,"Pre-treatment sera and urines from 17 patients with acute myelomonocytic leukemia (M-4 type) have been assayed for their lysozyme content. In addition periodical evaluations of the serum and urinary lysozyme levels have been performed during the clinical course of 10 patients. There was no correlation between initial lysozyme activity in the serum and response to chemotherapy, while periodical estimations of serum lysozyme activity, in the same patient, provide clinically significant prognostic information. Urinary lysozyme levels are closely related to serum lysozyme levels; therefore the urinary estimations of this enzyme activity provide no different prognostic evaluations than serum estimations.","['0 (Antineoplastic Agents)', 'EC 3.2.1.17 (Muramidase)']",,,,,,,,,,
6574324,NLM,MEDLINE,19830729,20190617,0028-0836 (Print) 0028-0836 (Linking),303,5918,1983 Jun 16-22,Red cell membrane abnormalities in chronic myeloid leukaemia.,632-3,"['Kumar, A', 'Gupta, C M']","['Kumar A', 'Gupta CM']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Nature,Nature,0410462,IM,"['Erythrocyte Membrane/*physiology', 'Erythrocytes/*physiology', 'Glutathione/blood', 'Humans', 'Leukemia, Myeloid/*physiopathology', 'Membrane Lipids/blood', 'Membrane Proteins/*blood', 'Phospholipases A', 'Phospholipids/blood', 'Reference Values', 'Spectrin/analysis']",1983/06/16 00:00,1983/06/16 00:01,['1983/06/16 00:00'],"['1983/06/16 00:00 [pubmed]', '1983/06/16 00:01 [medline]', '1983/06/16 00:00 [entrez]']",ppublish,Nature. 1983 Jun 16-22;303(5918):632-3. doi: 10.1038/303632a0.,"Chronic myeloid leukaemia (CML) is a clonal neoplasm that arises in a stem cell common to granulocytes and erythrocytes. Several abnormalities have been identified in the plasma membranes of granulocytes of CML patients, but to our knowledge no studies have been done on CML erythrocytes. We report here that CML erythrocyte spectrin becomes abnormal due to cross-linking of its two subunits via disulphide bonds. In addition, we show that this cytoskeletal defect in the erythrocytes is associated with loss of transmembrane phospholipid asymmetry. These observations, apart from demonstrating membrane abnormalities in CML erythrocytes, also provide strong support for the view that the asymmetric organization of phospholipids in the red cell membrane is maintained mainly by interactions between spectrin and aminophospholipids.","['0 (Membrane Lipids)', '0 (Membrane Proteins)', '0 (Phospholipids)', '12634-43-4 (Spectrin)', 'EC 3.1.1.32 (Phospholipases A)', 'GAN16C9B8O (Glutathione)']",['10.1038/303632a0 [doi]'],,,,,,,,,
6574316,NLM,MEDLINE,19830715,20081121,0028-4793 (Print) 0028-4793 (Linking),308,26,1983 Jun 30,Philadelphia chromosome-positive thrombocythemia with leukemic transformation.,1603,"['Verhest, A', 'Monsieur, R']","['Verhest A', 'Monsieur R']",['eng'],"['Case Reports', 'Letter']",,United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['*Chromosomes, Human, 21-22 and Y', 'Humans', 'Leukemia, Myeloid, Acute/*genetics', 'Thrombocythemia, Essential/*genetics', 'Thrombocytosis/*genetics']",1983/06/30 00:00,1983/06/30 00:01,['1983/06/30 00:00'],"['1983/06/30 00:00 [pubmed]', '1983/06/30 00:01 [medline]', '1983/06/30 00:00 [entrez]']",ppublish,N Engl J Med. 1983 Jun 30;308(26):1603. doi: 10.1056/NEJM198306303082620.,,,['10.1056/NEJM198306303082620 [doi]'],,,,,,,,,
6574315,NLM,MEDLINE,19830708,20061115,0028-4793 (Print) 0028-4793 (Linking),308,25,1983 Jun 23,Long-term marrow culture reveals chromosomally normal hematopoietic progenitor cells in patients with Philadelphia chromosome-positive chronic myelogenous leukemia.,1493-8,"['Coulombel, L', 'Kalousek, D K', 'Eaves, C J', 'Gupta, C M', 'Eaves, A C']","['Coulombel L', 'Kalousek DK', 'Eaves CJ', 'Gupta CM', 'Eaves AC']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['Adult', '*Bone Marrow Cells', '*Cells, Cultured', '*Chromosomes, Human, 21-22 and Y', 'Cytogenetics', 'Female', '*Hematopoietic Stem Cells', 'Humans', 'Leukemia, Myeloid/*genetics', 'Male', 'Middle Aged', 'Time Factors']",1983/06/23 00:00,1983/06/23 00:01,['1983/06/23 00:00'],"['1983/06/23 00:00 [pubmed]', '1983/06/23 00:01 [medline]', '1983/06/23 00:00 [entrez]']",ppublish,N Engl J Med. 1983 Jun 23;308(25):1493-8. doi: 10.1056/NEJM198306233082502.,"We found that when marrow cells from four patients with newly diagnosed Philadelphia chromosome-positive chronic myelogenous leukemia were maintained in culture for two to four weeks, a previously undetectable population of chromosomally normal hematopoietic cells (including erythroid, granulopoietic, and pluripotent progenitors) became readily demonstrable in three cases. Time-course studies showed that in such cultures the dominant Philadelphia chromosome-positive population rapidly disappeared, in contrast to coexisting chromosomally normal progenitors, which remained detectable for periods of two to three months. Long-term marrow cultures thus offer a new approach to the assessment of a suppressed but functionally intact population of chromosomally normal hematopoietic stem cells in patients with chronic myelogenous leukemia.",,['10.1056/NEJM198306233082502 [doi]'],,,,,,,,,
6574308,NLM,MEDLINE,19830729,20190904,0098-1532 (Print) 0098-1532 (Linking),11,3,1983,Brief communication: Legionnaire's disease successfully treated in acute myelocytic leukemia during severe neutropenia.,180-1,"['Guthrie, T H Jr', 'Mahizhnan, P']","['Guthrie TH Jr', 'Mahizhnan P']",['eng'],"['Case Reports', 'Journal Article']",,United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,IM,"['Agranulocytosis/*complications', 'Anti-Bacterial Agents/therapeutic use', 'Humans', ""Legionnaires' Disease/complications/*drug therapy"", 'Leukemia, Myeloid, Acute/*complications', 'Male', 'Middle Aged', 'Neutropenia/*complications']",1983/01/01 00:00,2001/03/28 10:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Med Pediatr Oncol. 1983;11(3):180-1. doi: 10.1002/mpo.2950110310.,A patient with acute nonlymphocytic leukemia developed progressive lung infiltrates and unremitting fevers during a profound neutropenic state. Legionnaire's disease was diagnosed by simple immunologic studies and successfully treated with erythromycin. This index case alerts physicians toward a treatable infection which would not normally be susceptible to the empiric antibiotic regimens given neutropenic patients with fevers.,['0 (Anti-Bacterial Agents)'],['10.1002/mpo.2950110310 [doi]'],,,,,,,,,
6574300,NLM,MEDLINE,19830708,20091111,0024-3477 (Print) 0024-3477 (Linking),105,2-3,1983 Feb-Mar,[The relation between non-Hodgkin's lymphoma and acute lymphatic leukemia in children].,123-5,"['Tiefenbach, A']",['Tiefenbach A'],['hrv'],"['English Abstract', 'Journal Article']",Odnos nehodgkinovih limfoma i akutne limfaticke leukemije u djece.,Croatia,Lijec Vjesn,Lijecnicki vjesnik,0074253,IM,"['Child', 'Humans', 'Leukemia, Lymphoid/classification/*diagnosis', 'Lymphoma/classification/*diagnosis']",1983/02/01 00:00,1983/02/01 00:01,['1983/02/01 00:00'],"['1983/02/01 00:00 [pubmed]', '1983/02/01 00:01 [medline]', '1983/02/01 00:00 [entrez]']",ppublish,Lijec Vjesn. 1983 Feb-Mar;105(2-3):123-5.,,,,,,,,,,,,
6574298,NLM,MEDLINE,19830729,20190825,0145-2126 (Print) 0145-2126 (Linking),7,2,1983,Myeloid leukaemia frequency after protracted exposure to ionizing radiation: experimental confirmation of the flat dose-response found in ankylosing spondylitis after a single treatment course with X-rays.,295-300,"['Mole, R H', 'Major, I R']","['Mole RH', 'Major IR']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Leuk Res,Leukemia research,7706787,IM,"['Animals', 'Cobalt Radioisotopes', 'Dose-Response Relationship, Radiation', 'Leukemia, Experimental/etiology', 'Leukemia, Myeloid, Acute/*etiology', '*Leukemia, Radiation-Induced', 'Male', 'Mice', 'Mice, Inbred CBA', 'Spondylitis, Ankylosing/*radiotherapy']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1983;7(2):295-300. doi: 10.1016/0145-2126(83)90020-6.,The dose-response for leukaemia induction by exposure to ionizing radiation protracted over several weeks was largely independent of dose not only in X-rayed patients with ankylosing spondylitis but also in experimentally gamma-rayed CBA/H mice. In the experiment the induced leukaemia frequency of acute myeloid leukaemia was independent of a several thousand-fold variation in physical dose rate. Any difference in leukaemia induction between brief and protracted exposures must therefore depend on specifically biological consequences of protracted exposures. Experimental analysis is required to provide the guides for inference about risks of low level exposure from observations on relatively heavily irradiated populations.,['0 (Cobalt Radioisotopes)'],['10.1016/0145-2126(83)90020-6 [doi]'],,,,,,,,,
6574297,NLM,MEDLINE,19830729,20190825,0145-2126 (Print) 0145-2126 (Linking),7,2,1983,Cytological types of mitoses and chromosome abnormalities in acute leukemia.,221-36,"['Berger, R', 'Bernheim, A', 'Daniel, M T', 'Valensi, F', 'Flandrin, G']","['Berger R', 'Bernheim A', 'Daniel MT', 'Valensi F', 'Flandrin G']",['eng'],['Journal Article'],,England,Leuk Res,Leukemia research,7706787,IM,"['Acute Disease', 'Bone Marrow/ultrastructure', '*Chromosome Aberrations', 'Humans', 'Karyotyping', 'Leukemia/*genetics', 'Leukemia, Erythroblastic, Acute/genetics', 'Leukemia, Myeloid/genetics', 'Leukemia, Myeloid, Acute/genetics', '*Mitosis', 'Translocation, Genetic']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1983;7(2):221-36. doi: 10.1016/0145-2126(83)90011-5.,"In order to determine the nature of the cells in mitosis in acute leukemia, a parallel study was conducted by cytological and cytogenetic methods on the same marrow and blood samples. On direct marrow examination, erythrocyte precursors in mitosis are usually observed but ordinarily disappear following in vitro culture. In APL (M3) characterized by t(15;17) translocation, the comparison between the proportions of the different categories of cells in mitosis and of karyotypically normal and abnormal cells suggests that erythroblasts do not belong to the leukemic clone. An analogous situation is observed in AML (M2) with t(8;21) and in monocytic leukemia (M5) with chromosome abnormalities. Erythroleukemia could be divided into two categories, one with chromosome abnormalities and persistence of erythroblast mitoses after culture, and another with no detectable chromosome abnormality and with disappearance of erythroblast mitoses following culture. Other examples of blood malignancies demonstrate the importance of the method used in determining which cell categories belong to the leukemic clone. An interpretation of the results in terms of commitment 'level' of the involved stem cells and a distinction between 'primary' and 'secondary' chromosome abnormalities is proposed.",,['10.1016/0145-2126(83)90011-5 [doi]'],,,,,,,,,
