PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,TT,GS,RF,GR,CIN,PMC,CON,SI,EIN,RIN,OID,PS,FPS
2196176,NLM,MEDLINE,19900822,20181113,0261-4189 (Print) 0261-4189 (Linking),9,8,1990 Aug,Multiple cDNA clones encoding nuclear proteins that bind to the tax-dependent enhancer of HTLV-1: all contain a leucine zipper structure and basic amino acid domain.,2537-42,"A trans-activator protein, p40tax, of human T cell leukemia virus type 1 (HTLV-1) activates its own promoter and cellular promoters of IL-2, IL-2 receptor alpha and GM-CSF genes. We isolated three cDNA clones encoding cellular proteins that bind to the p40tax-dependent enhancer of HTLV-1 by screening a lambda gt11 cDNA library of an HTLV-1 infected cell line. All three proteins, TREB5, TREB7 and TREB36, contained a leucine zipper structure and basic amino acid domain, which are conserved in FOS, JUN and CREB, and also had multiple potential phosphorylation sites. The proteins expressed in Escherichia coli bound to the p40tax-dependent enhancer of the 21 bp sequence, but not to an inactive mutant carrying a mutation in the CRE region. In DNase I footprint analysis, all three proteins protected the 21 bp sequences in the LTR; however, the patterns were not identical to each other. TREB7 and TREB36 protected all three repeats of the 21 bp, but TREB5 protected only the second repeat. TREB7 and TREB36 protected the 5' and middle portions of the 21 bp which are essential for p40tax-mediated trans-activation, whereas TREB5 and CREB1 protected a narrower part of the middle region of the second 21 bp repeat containing the CRE consensus sequence. These structural features and DNA binding properties suggest that TREB proteins are members of a CREB protein family and that some of them (i.e., TREB7 and TREB36) may be involved in p40tax-mediated trans-activation.","['Yoshimura, T', 'Fujisawa, J', 'Yoshida, M']","['Yoshimura T', 'Fujisawa J', 'Yoshida M']","['Department of Viral Oncology, Cancer Institute, Tokyo, Japan.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,EMBO J,The EMBO journal,8208664,"['0 (DNA-Binding Proteins)', '0 (Gene Products, tat)', '0 (Nuclear Proteins)', '0 (Oligonucleotide Probes)', '0 (Proto-Oncogene Proteins)', '0 (RNA, Messenger)', '0 (Regulatory Factor X Transcription Factors)', '0 (Trans-Activators)', '0 (Transcription Factors)', '0 (X-Box Binding Protein 1)', '0 (XBP1 protein, human)', 'EC 3.1.21.1 (Deoxyribonuclease I)']",IM,"['Amino Acid Sequence', 'Base Sequence', 'Cell Line', 'Cloning, Molecular', 'DNA-Binding Proteins/*genetics/metabolism', 'Deoxyribonuclease I', '*Enhancer Elements, Genetic', 'Escherichia coli/genetics', 'Gene Library', 'Gene Products, tat/*genetics', '*Genes, Viral', '*Genes, tat', 'Human T-lymphotropic virus 1/*genetics', 'Humans', 'Molecular Sequence Data', 'Nuclear Proteins/*genetics/metabolism', 'Nucleotide Mapping', 'Oligonucleotide Probes', 'Proto-Oncogene Proteins/genetics', 'RNA, Messenger/genetics', 'Regulatory Factor X Transcription Factors', 'Sequence Homology, Nucleic Acid', 'Trans-Activators/*genetics', '*Transcription Factors', 'X-Box Binding Protein 1']",1990/08/01 00:00,1990/08/01 00:01,['1990/08/01 00:00'],"['1990/08/01 00:00 [pubmed]', '1990/08/01 00:01 [medline]', '1990/08/01 00:00 [entrez]']",ppublish,EMBO J. 1990 Aug;9(8):2537-42.,,,,,,,PMC552284,,,,,,,
2196113,NLM,MEDLINE,19900817,20190619,0008-543X (Print) 0008-543X (Linking),66,2,1990 Jul 15,Clinically isolated mandibular relapse in childhood acute leukemia.,369-72,"With improved methods for preventing extramedullary relapse in the leptomeninges and gonads, the problem of clinically isolated relapse at other sites has become more significant. The authors report here two children with acute leukemia who developed mandibular relapse while in complete hematologic remission. One had been off chemotherapy for acute lymphoid leukemia for 2.5 years. The other child is apparently the first patient with promyeloid morphologic features to experience relapse at this site. Both children are in second complete remission and off treatment after local radiation therapy and second courses of chemotherapy. Review of these two and five previously reported isolated mandibular relapses in childhood leukemia indicate that they are usually delayed until after cessation of therapy. Treatment with radiation and combination chemotherapy can result in long remission and possibly cure.","['Rush, M', 'Toth, B B', 'Pinkel, D']","['Rush M', 'Toth BB', 'Pinkel D']","['University of Texas Medical School, Houston.']",['eng'],"['Case Reports', 'Journal Article', 'Review']",United States,Cancer,Cancer,0374236,,IM,"['Child, Preschool', 'Humans', 'Infant', 'Male', 'Mandibular Neoplasms/drug therapy/*pathology/radiotherapy', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy/*pathology/radiotherapy']",1990/07/15 00:00,1990/07/15 00:01,['1990/07/15 00:00'],"['1990/07/15 00:00 [pubmed]', '1990/07/15 00:01 [medline]', '1990/07/15 00:00 [entrez]']",ppublish,Cancer. 1990 Jul 15;66(2):369-72. doi: 10.1002/1097-0142(19900715)66:2<369::aid-cncr2820660228>3.0.co;2-z.,['10.1002/1097-0142(19900715)66:2<369::aid-cncr2820660228>3.0.co;2-z [doi]'],,,11,,,,,,,,,,
2196112,NLM,MEDLINE,19900817,20190619,0008-543X (Print) 0008-543X (Linking),66,2,1990 Jul 15,Report of an unusual small lymphocytic B-cell lymphoma selectively involving the B-zone of lymph node.,302-12,"Selective involvement of the B-cell compartment of lymph node by B-cell malignant lymphomas is an occasional finding related to early phases of lymph node infiltration. The authors have observed a unique case of diffuse small lymphocytic lymphoma that consisted of immunohistologically and genotypically proven B-clonal population exhibiting a repetitive pattern of infiltration in three lymph node samples obtained from the patient during a 9-year period. This pattern consisted of a selective and complete replacement of the B-areas with disappearance of follicles and widening of the medullary cords, an expanded T-zone showing features consistent with dermatopathic lymphadenitis and well-preserved sinuses. Clinically, multiple involved sites at presentation (lymph nodes, spleen, skin, bone marrow, and peripheral blood) and during the 9-year follow-up (testis) were detected, and the disease was associated with a relative indolent course like other low-grade lymphomas. The phenotypic profile of lymphoma cells studied by immunoperoxidase method, and by single-labeling and double-labeling flow cytometric analyses (SIg+, K+, LN2+, MB1+, MB2+, HLA-DR+, CD 9+, CD19+, CD 20+, CD 21+, CD 22+, CD 24+, Leu 8+, CD 5-, CD 10-, CD 11b-, CD 11c-, CD 25-, CD 38-, PCA-1-, FMC-7-, CD 23-) was consistent with a B-cell proliferation at an intermediate stage of differentiation but distinct from other well-defined B-cell neoplasms. Whether such unique B-zone pattern was due to an intrinsic property of this lymphoma or it is to be related to the coexisting reactive T-zone expansion remains controversial.","['Carbone, A', 'Pinto, A', 'Gloghini, A', 'De Re, V', 'Alosi, M', 'Zagonel, V', 'Tirelli, U', 'Attadia, V', 'Boiocchi, M', 'Volpe, R']","['Carbone A', 'Pinto A', 'Gloghini A', 'De Re V', 'Alosi M', 'Zagonel V', 'Tirelli U', 'Attadia V', 'Boiocchi M', 'Volpe R']","['Division of Pathology, Centro di Riferimento, Oncologico, Aviano, Italy.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer,Cancer,0374236,"['0 (Antibodies, Monoclonal)', '0 (Antigens, CD)', '0 (Receptors, Antigen, T-Cell)']",IM,"['Antibodies, Monoclonal', 'Antigens, CD/analysis', 'B-Lymphocytes/immunology/*pathology/ultrastructure', 'Flow Cytometry', 'Fluorescent Antibody Technique', 'Gene Rearrangement', 'Humans', 'Immunoenzyme Techniques', 'Leukemia, Lymphocytic, Chronic, B-Cell/immunology/*pathology/ultrastructure', 'Lymph Nodes/immunology/*pathology/ultrastructure', 'Male', 'Middle Aged', 'Phenotype', 'Receptors, Antigen, T-Cell/analysis', 'Skin Neoplasms/immunology/*pathology/ultrastructure']",1990/07/15 00:00,1990/07/15 00:01,['1990/07/15 00:00'],"['1990/07/15 00:00 [pubmed]', '1990/07/15 00:01 [medline]', '1990/07/15 00:00 [entrez]']",ppublish,Cancer. 1990 Jul 15;66(2):302-12. doi: 10.1002/1097-0142(19900715)66:2<302::aid-cncr2820660218>3.0.co;2-q.,['10.1002/1097-0142(19900715)66:2<302::aid-cncr2820660218>3.0.co;2-q [doi]'],,,,,,,,,,,,,
2196092,NLM,MEDLINE,19900817,20210216,0006-4971 (Print) 0006-4971 (Linking),76,2,1990 Jul 15,Expression of platelet glycoprotein Ib by cultured human megakaryocytes: ultrastructural localization and biosynthesis.,368-76,"Glycoprotein Ib (GPIb), the receptor for von Willebrand factor, is a two-chain member constituent of the platelet/megakaryocytic lineage. Studies on its expression have been hampered by the difficulties in obtaining purified megakaryocytes in a sufficient number. We report a suspension liquid culture procedure that allowed isolation of more than 1 x 10(6) megakaryocytes with a purity ranging from 3% to 88% from the blood of patients with chronic myeloid leukemia, from fetal liver or from normal human bone marrow. GPIb was detected on the plasma membrane of all maturing megakaryocytes and also of promegakaryoblasts devoid of demarcation membranes. GPIb was detected on demarcation membranes of maturing megakaryocytes but was absent from all other organelles, including alpha granules. Biosynthesis of 35S-methionine labeled megakaryocytes showed that GPIb with similar electrophoretic mobility to the platelet molecule was synthesized and that it was also composed of two chains, since its molecular weight shifted in reducing conditions from 170 Kd to 145 Kd. The beta chain remained undetectable after methionine metabolic labeling, but it was immunoprecipitated after 3H-leucine metabolic labeling, confirming that this subunit is devoid of methionine. GPIb was associated with GPIX, as it is in platelets, since anti-GPIb antibodies coprecipitated a 17 Kd polypeptide.","['Debili, N', 'Kieffer, N', 'Nakazawa, M', 'Guichard, J', 'Titeux, M', 'Cramer, E', 'Breton-Gorius, J', 'Vainchenker, W']","['Debili N', 'Kieffer N', 'Nakazawa M', 'Guichard J', 'Titeux M', 'Cramer E', 'Breton-Gorius J', 'Vainchenker W']","['INSERM U91, Hopital Henri Mondor, Creteil, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,['0 (Platelet Membrane Glycoproteins)'],IM,"['Adult', 'Bone Marrow Cells', 'Cell Membrane/analysis', 'Cell Separation', 'Cells, Cultured', 'Cytoplasm/analysis', 'Fluorescent Antibody Technique', 'Humans', 'Immunohistochemistry', 'Immunosorbent Techniques', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/blood', 'Liver/cytology/embryology', 'Megakaryocytes/*metabolism/ultrastructure', 'Microscopy, Electron', 'Molecular Weight', 'Platelet Membrane Glycoproteins/*analysis/biosynthesis']",1990/07/15 00:00,1990/07/15 00:01,['1990/07/15 00:00'],"['1990/07/15 00:00 [pubmed]', '1990/07/15 00:01 [medline]', '1990/07/15 00:00 [entrez]']",ppublish,Blood. 1990 Jul 15;76(2):368-76.,['S0006-4971(20)82484-7 [pii]'],,,,,,,,,,,,,
2196091,NLM,MEDLINE,19900817,20211203,0006-4971 (Print) 0006-4971 (Linking),76,2,1990 Jul 15,Regulation of proto-oncogene and tumor necrosis factor gene expression by ethanol in HL-60 myeloid leukemia cells.,298-301,"Previous studies have shown that certain low molecular weight polar solvents downregulate c-myc gene expression and induce terminal differentiation of human HL-60 myeloid leukemia cells. We have examined the effects of ethanol on gene expression in this cell line. The results show that while ethanol induces a more differentiated phenotype, this agent has little effect on the self-renewal capacity of HL-60 cells. Ethanol treatment was also associated with a concentration-dependent and transient downregulation of c-myc transcripts. Similar effects were observed for c-myb mRNA levels. The results further show that ethanol exposure is associated with induction of tumor necrosis factor gene expression. These findings indicate that ethanol induces changes in specific gene expression during non-terminal differentiation of HL-60 cells. The clinical effects of this agent could thus be related to altered patterns of gene expression in hematopoietic or other cells.","['Datta, R', 'Sherman, M L', 'Kufe, D W']","['Datta R', 'Sherman ML', 'Kufe DW']","['Laboratory of Clinical Pharmacology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, MA 02115.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,"['0 (MAS1 protein, human)', '0 (Proto-Oncogene Mas)', '0 (Proto-Oncogene Proteins)', '0 (Proto-Oncogene Proteins c-myb)', '0 (Proto-Oncogene Proteins c-myc)', '0 (RNA, Messenger)', '0 (Tumor Necrosis Factor-alpha)', '3K9958V90M (Ethanol)']",IM,"['Cell Differentiation/drug effects', 'Cell Division/drug effects', 'Down-Regulation', 'Ethanol/*pharmacology', 'Gene Expression Regulation, Leukemic/*drug effects', 'Humans', 'Leukemia, Promyelocytic, Acute/*genetics/metabolism/pathology', 'Nucleic Acid Hybridization', 'Proto-Oncogene Mas', 'Proto-Oncogene Proteins/genetics', 'Proto-Oncogene Proteins c-myb', 'Proto-Oncogene Proteins c-myc', 'Proto-Oncogenes/*genetics', 'RNA, Messenger/metabolism', 'Tumor Cells, Cultured', 'Tumor Necrosis Factor-alpha/*genetics']",1990/07/15 00:00,1990/07/15 00:01,['1990/07/15 00:00'],"['1990/07/15 00:00 [pubmed]', '1990/07/15 00:01 [medline]', '1990/07/15 00:00 [entrez]']",ppublish,Blood. 1990 Jul 15;76(2):298-301.,['S0006-4971(20)82473-2 [pii]'],,,,"['CA42802/CA/NCI NIH HHS/United States', 'KO8 CA01092/CA/NCI NIH HHS/United States']",,,,,,,,,
2196074,NLM,MEDLINE,19900823,20191029,0955-3541 (Print) 0955-3541 (Linking),2,1,1990,Uptake and binding of 3'-(3-cyano-4-morpholinyl)-3'-deaminoadriamycin and 3'-(4-morpholinyl)-3'-deaminoadriamycin in L5178Y lymphoblasts in vitro.,7-12,"3'-(3-Cyano-4-morpholinyl)-3'-deaminoadriamycin (CMA) and 3'-(4-morpholinyl)-3'-deaminoadriamycin (MA) are analogues of Adriamycin, with altered cytotoxic activity. CMA is 100- to 1500-fold more cytotoxic than Adriamycin and possesses unique DNA crosslinking activity. Intact MA does not crosslink DNA and has a cytotoxicity equivalent to Adriamycin, but it retains its activity in anthracycline-resistant cells. In this study, uptake and binding of [3H]CMA and [3H]MA in L5178Y lymphoblasts were examined. Both CMA and MA were rapidly taken up by cells at 37 degrees C and concentrated almost exclusively in the nucleus. All of the intracellular MA was TCA-soluble, but only 45% of this drug effluxed from the cells by 4 hr. More than 50% of CMA in the cells was TCA-insoluble, and approximately 40% effluxed from the cells by 4 hr through loss of the TCA-soluble fraction. CMA differed from other alkylating agents in that more than 97% of the bound drug was associated with DNA. The bound drug was partially lost from the DNA by a process that may have involved DNA repair.","['Begleiter, A', 'Jesson, M I', 'Johnston, J B']","['Begleiter A', 'Jesson MI', 'Johnston JB']","['Department of Internal Medicine, University of Manitoba, Winnipeg, Canada.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Commun,Cancer communications,8916730,"['0 (Antibiotics, Antineoplastic)', '0 (DNA, Neoplasm)', '0 (Neoplasm Proteins)', '0 (RNA, Neoplasm)', '10028-17-8 (Tritium)', '80168379AG (Doxorubicin)', ""88254-07-3 (3'-deamino-3'-(3-cyano-4-morpholinyl)doxorubicin)""]",IM,"['Animals', 'Antibiotics, Antineoplastic/*metabolism', 'Binding Sites', 'Biological Transport', 'DNA, Neoplasm/metabolism', 'Doxorubicin/*analogs & derivatives/metabolism', 'Kinetics', 'Leukemia L5178/*metabolism', 'Leukemia, Experimental/*metabolism', 'Mice', 'Neoplasm Proteins/metabolism', 'Protein Binding', 'RNA, Neoplasm/metabolism', 'Radioisotope Dilution Technique', 'Tritium', 'Tumor Cells, Cultured/*metabolism']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Cancer Commun. 1990;2(1):7-12. doi: 10.3727/095535490820874803.,['10.3727/095535490820874803 [doi]'],,,,,,,,,,,,,
2195869,NLM,MEDLINE,19900816,20191210,0361-8609 (Print) 0361-8609 (Linking),34,4,1990 Aug,Idiopathic myelofibrosis: a clinical study of 80 patients.,291-300,"A series of 122 consecutive patients with bone marrow fibrosis initially referred or categorized as idiopathic myelofibrosis is described. After a clinical and pathological review 14 patients were classified as postpolycythaemic myelofibrosis and 7 patients as a transitional myeloproliferative disorder. In 13 patients a diagnosis of hairy cell leukaemia was made, 3 patients had malignant lymphoma, 2 had malignant histiocytosis, and 1 patient had systemic lupus erythematosus with myelofibrosis. Two patients were excluded for further analysis owing to insufficient data. In the remaining 80 patients a diagnosis of idiopathic myelofibrosis was made. The clinical and laboratory findings in this series of patients are presented and compared to those in previous series. Infectious, cardiovascular, thromboembolic, and haemorrhagic complications were frequent, being recorded in 63%, 50%, 40%, and 33% of the patients, respectively. Various autoimmune phenomena were found in a proportion of the patients, but none had clinical evidence of connective tissue disease. Fifteen patients (19%) had a syndrome of acute myelofibrosis. The diagnostic criteria for this disease entity and its place within the spectrum of myeloproliferative disorders are discussed. In the present series acute myelofibrosis was found to encompass various transitional stages toward the evolution of acute leukaemia. It is proposed that acute or malignant myelofibrosis is considered as an acute variant of idiopathic myelofibrosis. Within this syndrome the acute variant seems to be far more common than previously recognized, which may also explain the marked clinical heterogeneity of the myelofibrosis/osteomyelosclerosis syndrome in this and most previous series.","['Hasselbalch, H']",['Hasselbalch H'],"['Department of Medicine and Haematology C, Gentofte Hospital, Copenhagen, Denmark.']",['eng'],"['Journal Article', 'Review']",United States,Am J Hematol,American journal of hematology,7610369,"['0 (Serum Albumin)', 'EC 3.1.3.1 (Alkaline Phosphatase)']",IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Alkaline Phosphatase/blood', 'Autoimmunity', 'Cardiovascular Diseases/complications', 'Humans', 'Infections/complications', 'Liver/physiopathology', 'Liver Function Tests', 'Middle Aged', 'Neoplasms/complications', '*Primary Myelofibrosis/blood/complications/physiopathology', 'Serum Albumin/analysis', 'Splenomegaly/complications', 'Thromboembolism/complications']",1990/08/01 00:00,1990/08/01 00:01,['1990/08/01 00:00'],"['1990/08/01 00:00 [pubmed]', '1990/08/01 00:01 [medline]', '1990/08/01 00:00 [entrez]']",ppublish,Am J Hematol. 1990 Aug;34(4):291-300. doi: 10.1002/ajh.2830340411.,['10.1002/ajh.2830340411 [doi]'],,,62,,,,,,,,,,
2195543,NLM,MEDLINE,19900815,20190501,0027-8424 (Print) 0027-8424 (Linking),87,13,1990 Jul,CD4-T-cell antigen receptor complexes on human leukemia T cells.,5021-5,"CD4 and T-cell antigen receptor (TCR) comodulate from the surface of human and murine T cells following exposure to monoclonal anti-CD4 or anti-TCR. This comodulation may occur because expression of CD4 and TCR is regulated by similar transmembrane signals or because CD4 and TCR are physically associated. To study multimolecular assemblies on the plasma membrane, we developed a flow cytometric method for detecting singlet-singlet energy transfer between fluorescein isothiocyanate (FITC)- and tetramethylrhodamine isothiocyanate (TRITC)-conjugated monoclonal antibodies as sensitized TRITC emission on intact, single cells. Using this procedure, we detected CD4-TCR complexes on the surface of the transformed human leukemia T cells, HPB-ALL, in the absence of stimulation. More than one CD4 were found in association with one TCR. CD4-TCR complexes were not in rapid equilibrium with free CD4 and free TCR, and they were not induced by the dye-labeled anti-CD4 or anti-TCR.","['Chuck, R S', 'Cantor, C R', 'Tse, D B']","['Chuck RS', 'Cantor CR', 'Tse DB']","['Department of Medicine, North Shore University Hospital-Cornell University Medical College, Manhasset, NY 11030.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Antibodies, Monoclonal)', '0 (CD4 Antigens)', '0 (Fluorescent Dyes)', '0 (Macromolecular Substances)', '0 (Receptors, Antigen, T-Cell)']",IM,"['Antibodies, Monoclonal', 'CD4 Antigens/analysis/*immunology', 'Flow Cytometry', 'Fluorescent Antibody Technique', 'Fluorescent Dyes', 'Humans', 'Leukemia', 'Macromolecular Substances', 'Receptors, Antigen, T-Cell/analysis/*immunology', 'T-Lymphocytes/*immunology', 'Tumor Cells, Cultured/*immunology']",1990/07/01 00:00,1990/07/01 00:01,['1990/07/01 00:00'],"['1990/07/01 00:00 [pubmed]', '1990/07/01 00:01 [medline]', '1990/07/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1990 Jul;87(13):5021-5. doi: 10.1073/pnas.87.13.5021.,['10.1073/pnas.87.13.5021 [doi]'],,,,"['CA39782/CA/NCI NIH HHS/United States', 'S07RR05924/RR/NCRR NIH HHS/United States']",,PMC54253,,,,,,,
2195239,NLM,MEDLINE,19900816,20130304,0887-6924 (Print) 0887-6924 (Linking),4,4,1990 Apr,The BN acute myelocytic leukemia (BNML) (a rat model for studying human acute myelocytic leukemia (AML)).,241-57,"Even if animal models have many properties in common with the human disease, as is the case for the BNML and human AML, they have their limitations with respect to the extrapolation to the clinical situation. This also holds for the BNML; thus, conclusions should only be drawn with great caution. Nevertheless, the studies in the BNML model have added considerably to the understanding of various processes that occur during the development of leukemia, e.g., the interaction of leukemic cells and normal hemopoietic stem cells in relation to the microenvironment. The methodology developed in the BNML model allows the quantification of the relative effectiveness of any given treatment with regard to the antileukemic activity compared with the toxicity for normal host tissues. Furthermore, the cell kinetic studies performed in the BNML as a consequence of timed sequential chemotherapy has been helpful in designing an approach to take advantage of this phenomenon in the treatment of acute leukemia. The comparison of the various treatment modalities, employed for the conditioning prior to bone marrow transplantation, made it possible to determine the relative effectiveness of the various approaches. The fractionation of total body irradiation for conditioning purposes was supposed to have a negligible effect with regard to a reduced antileukemic effect. Detailed studies that were conducted in the BNML model did not confirm this hypothesis indicating that (hyper-)fraction of TBI results in a reduced antileukemic effect. The in vitro purging studies in the BNML aimed at the elimination of residual leukemic cells in autologous bone marrow transplantation contributed to the introduction of this method in clinical practice. However, extended studies in the BNML model also indicated that the contribution of the residual leukemia cell in the patient contributed to a much greater extend to the recurrence of leukemia then did the residual cells in the autologous marrow graft. A major contribution of the BNML was achieved in the study of the area of so-called ""minimal residual disease"" (MRD). A number of so-far unknown aspects of relapsing leukemia could be identified and studied. A new concept of discriminating locally relapsing leukemia and a delayed occurrence of generalized spreading of leukemia formed the basis for the explanation of the observed heterogeneity in the distribution of leukemic cells during the remission and the subsequent relapse phase. In conclusion, it is obvious that proper comparison of the human disease as well as the counterpart in the animal model requires a detailed knowledge of both.(ABSTRACT TRUNCATED AT 400 WORDS)","['Martens, A C', 'Van Bekkum, D W', 'Hagenbeek, A']","['Martens AC', 'Van Bekkum DW', 'Hagenbeek A']","['Radiobiological Institute TNO, Rijswijk, The Netherlands.']",['eng'],"['Journal Article', 'Review']",England,Leukemia,Leukemia,8704895,,IM,"['Animals', 'Disease Models, Animal', 'Humans', 'Leukemia, Myeloid, Acute/*pathology/therapy', 'Rats', 'Rats, Inbred BN/*physiology', 'Rats, Inbred Strains/*physiology']",1990/04/01 00:00,1990/04/01 00:01,['1990/04/01 00:00'],"['1990/04/01 00:00 [pubmed]', '1990/04/01 00:01 [medline]', '1990/04/01 00:00 [entrez]']",ppublish,Leukemia. 1990 Apr;4(4):241-57.,,,,164,,,,,,,,,,
2195182,NLM,MEDLINE,19900813,20051116,0485-1439 (Print) 0485-1439 (Linking),31,3,1990 Mar,[Mixed lineage leukemia].,287-95,,"['Yumura, K']",['Yumura K'],"['Department of Pediatrics, Osaka University Hospital.']",['jpn'],"['Journal Article', 'Review']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['0 (Antigens, Surface)']",IM,"['Antigens, Surface/analysis', 'Genotype', 'Humans', 'Leukemia/*classification/diagnosis/genetics', 'Phenotype']",1990/03/01 00:00,1990/03/01 00:01,['1990/03/01 00:00'],"['1990/03/01 00:00 [pubmed]', '1990/03/01 00:01 [medline]', '1990/03/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1990 Mar;31(3):287-95.,,,,46,,,,,,,,,,
2195088,NLM,MEDLINE,19900814,20190824,0385-2407 (Print) 0385-2407 (Linking),17,4,1990 Apr,"Cutaneous T cell lymphoma differing from classical mycosis fungoides and Sezary syndrome: clinical, histological and immunohistochemical studies of six cases.",226-34,"Six cases of cutaneous T cell lymphoma (CTCL), differing from classical mycosis fungoides (MF) and Sezary syndrome (SS), were studied. Initial skin eruptions were erythematoplaques, papules and tumors. Some cases showed frequent spontaneous regressions without any specific therapy; however, the prognosis was not always good. Surface phenotypes of neoplastic cells were markedly heterogeneous from the onset of initial skin eruption. Three cases expressed the T helper/inducer (Th/i) phenotype, one case had both the Th/i and T suppressor/cytotoxic phenotypes, and the other two cases lacked both surface markers. These results suggest that CTCL other than MF and SS displays marked heterogeneous clinical behavior and diverse morphological and immunophenotypical characteristics of the postthymic T cells.","['Maeda, K', 'Takahashi, M', 'Takatsuka, N', 'Miyazawa, H']","['Maeda K', 'Takahashi M', 'Takatsuka N', 'Miyazawa H']","['Department of Dermatology, Sapporo Medical College, Japan.']",['eng'],"['Comparative Study', 'Journal Article', 'Review']",England,J Dermatol,The Journal of dermatology,7600545,,IM,"['Aged', 'Epidermis/pathology', 'Female', 'Humans', 'Immunohistochemistry', 'Leukemia-Lymphoma, Adult T-Cell/*pathology', 'Male', 'Middle Aged', 'Mycosis Fungoides/*pathology', 'Phenotype', 'Sezary Syndrome/*pathology', 'Skin Neoplasms/*pathology']",1990/04/01 00:00,1990/04/01 00:01,['1990/04/01 00:00'],"['1990/04/01 00:00 [pubmed]', '1990/04/01 00:01 [medline]', '1990/04/01 00:00 [entrez]']",ppublish,J Dermatol. 1990 Apr;17(4):226-34. doi: 10.1111/j.1346-8138.1990.tb01630.x.,['10.1111/j.1346-8138.1990.tb01630.x [doi]'],,,24,,,,,,,,,,
2195057,NLM,MEDLINE,19900813,20191210,0048-0444 (Print) 0048-0444 (Linking),57,2,1990 Apr,[Treatment and future problems of acute leukemia].,109-17,,"['Ueda, Y']",['Ueda Y'],,['jpn'],"['Bibliography', 'Biography', 'Historical Article', 'Journal Article', 'Portrait']",Japan,Nihon Ika Daigaku Zasshi,Nihon Ika Daigaku zasshi,7505726,,IM,"['Acute Disease', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Bibliographies as Topic', 'Combined Modality Therapy', 'History, 20th Century', 'Humans', 'Japan', 'Leukemia/radiotherapy/*therapy']",1990/04/01 00:00,1990/04/01 00:01,['1990/04/01 00:00'],"['1990/04/01 00:00 [pubmed]', '1990/04/01 00:01 [medline]', '1990/04/01 00:00 [entrez]']",ppublish,Nihon Ika Daigaku Zasshi. 1990 Apr;57(2):109-17.,,,,,,,,,,,,,['Ueda Y'],"['Ueda, Y']"
