PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,PMC,TT,OID,SI
6602889,NLM,MEDLINE,19830811,20061115,0141-2760 (Print) 0141-2760 (Linking),10,4,1983 Apr,Effects of cholera toxin on the lymphoid system. III. In vivo generation of cytotoxic lymphocytes.,209-14,"Cytotoxic T lymphocytes (CTL) were generated in the spleen by subcutaneous inoculation of EL-4 leukaemia cells (H-2b) into C3H/He mice (H-2k). (1) Cytotoxicity of spleen cells was profoundly suppressed by an intravenous injection of 1 microgram cholera toxin on the day of tumor inoculation. Tumors continued to grow progressively. (2) Differentiation of memory cells to mature CTL was suppressed by cholera toxin injection on the day of booster inoculation of EL-4 cells. The tumors grew progressively in immune mice given cholera toxin on the day of the booster. (3) In vitro treatment of CTL with cholera toxin suppressed the expression of their cytotoxic activity to a considerable extent. However, tumors regressed very rapidly after rechallenge to immune mice carrying CTL, even when cholera toxin was injected on the day of rechallenge. Cholera toxin suppressed not only the functional expression of CTL but also the induction phase of CTL generation.","['Tsuru, S', 'Nomoto, K', 'Oka, M', 'Zinnaka, Y']","['Tsuru S', 'Nomoto K', 'Oka M', 'Zinnaka Y']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Scotland,J Clin Lab Immunol,Journal of clinical & laboratory immunology,7808987,IM,"['Animals', 'Cell Differentiation/drug effects', 'Cholera Toxin/*pharmacology', 'Cytotoxicity, Immunologic/*drug effects', 'Female', 'Immunologic Memory', 'Leukemia, Experimental/immunology', 'Lymphoma/immunology', 'Mice', 'Mice, Inbred C3H', 'Mice, Inbred C57BL', 'Spleen/immunology', 'T-Lymphocytes, Cytotoxic/*drug effects', 'Thymectomy']",1983/04/01 00:00,1983/04/01 00:01,['1983/04/01 00:00'],"['1983/04/01 00:00 [pubmed]', '1983/04/01 00:01 [medline]', '1983/04/01 00:00 [entrez]']",,ppublish,J Clin Lab Immunol. 1983 Apr;10(4):209-14.,['9012-63-9 (Cholera Toxin)'],,,,
6602845,NLM,MEDLINE,19830826,20131121,0022-1767 (Print) 0022-1767 (Linking),131,2,1983 Aug,A novel cell surface antigen (T305) found in increased frequency on acute leukemia cells and in autoimmune disease states.,762-7,"Monoclonal antibody T305, prepared by immunizing mice with the T-ALL derived cell line RPMI-8402, immunoprecipitates a single chain glycoprotein with m.w. 160,000 daltons (under reducing conditions) or 180,000 daltons (under nonreducing conditions). In immunofluorescence assays, antibody T305 reacted with a subpopulation of T cells in normal blood (22 +/- 6%), thymus (28 +/- 11%), and lymph node (24 +/- 6%). Increased frequency of T cells reactive with antibody T305 was found in peripheral blood of patients with infectious mononucleosis (greater than 80%), graft-vs-host disease after bone marrow transplantation (65 +/- 11%), acquired immunodeficiency syndrome (53 +/- 12%). The T cells in synovial fluid of patients with rheumatoid arthritis had increased frequency of antibody T305 reactive cells (59 +/- 8%) as compared to their peripheral blood (18 +/- 7%). Two color immunofluorescent studies demonstrated that the T305+ T cells predominantly co-stained with antibody Leu 2a (suppressor/cytotoxic subset) in both normals and disease state blood. After cell sorting to obtain T305+ and T305- subpopulations, we demonstrated that a) natural killer and antibody-dependent cellular cytotoxicity activity in normal blood was in the T305+ but not T305- T cells; b) cytotoxic T cells induced by mixed lymphocyte reaction were predominantly T305+; c) T305- T cells could be induced in vitro to express T305 antigen by mitogens or allogeneic B cells; d) the DNA content of T305+ and T305- T cells in normal blood was similar (greater 95% of cells with G0/G1 level); e) after mitogen stimulation, T305 antigen induction on previously T305- cells occurs before S-phase; and f) significantly more [3H]-thymidine after mitogen stimulation was incorporated by originally T305- cells than by originally T305+ cells (p less than 0.001). The T305 antigen was not restricted to T cells because it was also found on myeloid precursors in bone marrow but was not present on polymorphonuclear leukocytes, red blood cells, platelets, muscle, liver, skin, kidney, lung, or brain. Antibody T305 was found on 24/25 cases of acute leukemia (6 T-ALL, 10/11 cALL, 7 AML, and 1 AMOL) but not on 18 cases of chronic leukemia (B-CLL, T-CLL, null CLL, CML). The importance of the T305 antigen is that it is present on a high number of T cells in certain autoimmune diseases and on virtually all acute leukemia cells. Its distribution on immature and in vitro activated cells suggests that it may represent a receptor for signals related to cellular replication or differentiation.","['Fox, R I', 'Hueniken, M', 'Fong, S', 'Behar, S', 'Royston, I', 'Singhal, S K', 'Thompson, L']","['Fox RI', 'Hueniken M', 'Fong S', 'Behar S', 'Royston I', 'Singhal SK', 'Thompson L']",['eng'],"['AG 02267/AG/NIA NIH HHS/United States', 'CA 28746/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['Animals', 'Antigens, Surface/*analysis', 'Arthritis, Rheumatoid/immunology', 'Autoimmune Diseases/*immunology', 'Female', 'Humans', 'Leukemia/*immunology', 'Leukemia, Lymphoid/immunology', 'Mice', 'Mice, Inbred BALB C', 'Molecular Weight', 'T-Lymphocytes/immunology/metabolism', 'Thymidine/metabolism']",1983/08/01 00:00,1983/08/01 00:01,['1983/08/01 00:00'],"['1983/08/01 00:00 [pubmed]', '1983/08/01 00:01 [medline]', '1983/08/01 00:00 [entrez]']",,ppublish,J Immunol. 1983 Aug;131(2):762-7.,"['0 (Antigens, Surface)', 'VC2W18DGKR (Thymidine)']",,,,
6602809,NLM,MEDLINE,19830817,20210526,0095-1137 (Print) 0095-1137 (Linking),17,5,1983 May,Neisseria lactamica septicemia in an immunocompromised patient.,934-5,Neisseria lactamica was isolated from the blood of a 7-year-old girl who was immunosuppressed from chemotherapy for acute lymphocytic leukemia. She was receiving trimethoprim-sulfamethoxazole prophylactically. The isolate was resistant to trimethoprim-sulfamethoxazole and sensitive to penicillin. The patient responded to intravenous penicillin therapy. The organism did not produce immunoglobulin A1 protease.,"['Schifman, R B', 'Ryan, K J']","['Schifman RB', 'Ryan KJ']",['eng'],,"['Case Reports', 'Journal Article']",United States,J Clin Microbiol,Journal of clinical microbiology,7505564,IM,"['Child', 'Drug Combinations/pharmacology', 'Female', 'Humans', 'Leukemia, Lymphoid/complications', 'Neisseria/*drug effects', 'Penicillin Resistance', 'Penicillins/pharmacology', 'Sepsis/*microbiology', 'Sulfamethoxazole/*pharmacology', 'Trimethoprim/*pharmacology', 'Trimethoprim, Sulfamethoxazole Drug Combination']",1983/05/01 00:00,1983/05/01 00:01,['1983/05/01 00:00'],"['1983/05/01 00:00 [pubmed]', '1983/05/01 00:01 [medline]', '1983/05/01 00:00 [entrez]']",['10.1128/jcm.17.5.934-935.1983 [doi]'],ppublish,J Clin Microbiol. 1983 May;17(5):934-5. doi: 10.1128/jcm.17.5.934-935.1983.,"['0 (Drug Combinations)', '0 (Penicillins)', '8064-90-2 (Trimethoprim, Sulfamethoxazole Drug Combination)', 'AN164J8Y0X (Trimethoprim)', 'JE42381TNV (Sulfamethoxazole)']",PMC272771,,,
6602780,NLM,MEDLINE,19830817,20190708,0020-7136 (Print) 0020-7136 (Linking),32,1,1983 Jul 15,Enhanced expression of human T-cell leukemia/lymphoma virus in neoplastic T cells induced to proliferate by phorbol ester and interleukin-2.,53-9,"Peripheral blood T cells from a patient with T-cell chronic lymphocytic leukemia (T-CLL) failed to respond to mitogenic lectins or alloantigens but could be induced to proliferate by the addition of exogenous interleukin-2 (IL-2). The T-CLL cells also proliferated in response to 12-O-tetradecanoyl phorbol-13-acetate (TPA), or to TPA in combination with phytohemagglutinin (PHA). These TPA-mediated proliferative responses were transient, and only small but significant amounts of IL-2 activity were generated. In contrast, no IL-2 activity was produced after the T-CLL cells had been stimulated with PHA only. The T-CLL cells that were induced to proliferate with PHA and exogenous IL-2 could be maintained in continuous culture by the addition of exogenous IL-2 at regular intervals. These continuously proliferating T-CLL cells failed to produce IL-2 constitutively. However, they could be induced to produce IL-2 activity by stimulation with TPA or TPA plus PHA. Irradiation of the proliferating T-CLL cells prior to incubation with TPA or TPA plus PHA resulted in a 9-fold increase in IL-2 activity, suggesting that the proliferating T-CLL cells were able to consume the IL-2 they produced. Studies on the presence of human T-cell leukemia/lymphoma virus (HTLV) in the fresh and proliferating T-CLL cells revealed that 12% of the fresh cells expressed the HTLV p19 structural core protein. HTLV p19 expression was strongly enhanced in the T-CLL cells induced to proliferate by TPA (66%) and in the continuously growing IL-2-dependent T-CLL cells (82%). In the latter culture, but not in the fresh T-CLL cells, type-C virus particles were observed. These results indicate that HTLV expression correlates with T-CLL cell proliferation but not with IL-2 production by these cells.","['Vyth-Dreese, F A', 'de Vries, J E']","['Vyth-Dreese FA', 'de Vries JE']",['eng'],,['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,IM,"['Cell Division', 'Humans', 'Interleukin-2/*pharmacology', 'Leukemia/microbiology', 'Lymphoma/microbiology', 'Phorbol Esters/*pharmacology', 'Phorbols/*pharmacology', 'Phytohemagglutinins/pharmacology', 'Retroviridae/*growth & development', 'T-Lymphocytes/*microbiology']",1983/07/15 00:00,1983/07/15 00:01,['1983/07/15 00:00'],"['1983/07/15 00:00 [pubmed]', '1983/07/15 00:01 [medline]', '1983/07/15 00:00 [entrez]']",['10.1002/ijc.2910320109 [doi]'],ppublish,Int J Cancer. 1983 Jul 15;32(1):53-9. doi: 10.1002/ijc.2910320109.,"['0 (Interleukin-2)', '0 (Phorbol Esters)', '0 (Phorbols)', '0 (Phytohemagglutinins)']",,,,
6602779,NLM,MEDLINE,19830817,20190708,0020-7136 (Print) 0020-7136 (Linking),32,1,1983 Jul 15,Coupling of growth and differentiation in normal myeloid precursors and the breakdown of this coupling in leukemia.,127-34,"Normal myeloid precursors are dependent on the macrophage and granulocyte growth-inducing protein MGI-1 for cell viability and multiplication. MGI-1 also induces production of the differentiation-inducing protein MGI-2, and this induction of a differentiation-inducing protein by a growth-inducing protein provides a mechanism for the normal coupling of growth and differentiation. It is shown that this induction of MGI-2 by MGI-1 occurs in the myeloid precursors and not in some other cells in the normal bone marrow, that the induced MGI-2 can be detected 6 h after the addition of MGI-1, and that MGI-2 can be induced in these cells by purified MGI-1. There are clones of myeloid leukemic cells that no longer require MGI-1 for cell viability and multiplication, but in which this requirement for MGI-1 can be restored after induction of differentiation by MGI-2. A similar concentration of MGI-1 was required for the optimum induction of growth in these differentiating leukemic cells and in normal myeloid precursors. In the presence of MGI-1 these differentiating leukemic cells multiplied and then lost their differentiation-associated properties. In contrast to normal myeloid cells, MGI-1 did not induce MGI-2 in the MGI-1 requiring differentiating myeloid leukemic cells. This lack of induction of MGI-2 by MGI-1 occurred in cells cultured in serum-containing or serum-free-medium, and can explain the loss of differentiation-associated properties. The results indicate that there has been a genetic breakdown of the normal coupling mechanism between growth and differentiation in these leukemic cells so that MGI-1 can no longer induce MGI-2.","['Lotem, J', 'Sachs, L']","['Lotem J', 'Sachs L']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Int J Cancer,International journal of cancer,0042124,IM,"['Animals', 'Cell Differentiation', 'Cell Division', 'Colony-Stimulating Factors/*pharmacology', 'Cycloheximide/pharmacology', 'Dactinomycin/pharmacology', 'Granulocytes/metabolism', 'Hematopoietic Stem Cells/*metabolism', 'Leukemia, Experimental/*metabolism', 'Macrophages/metabolism', 'Mice']",1983/07/15 00:00,1983/07/15 00:01,['1983/07/15 00:00'],"['1983/07/15 00:00 [pubmed]', '1983/07/15 00:01 [medline]', '1983/07/15 00:00 [entrez]']",['10.1002/ijc.2910320120 [doi]'],ppublish,Int J Cancer. 1983 Jul 15;32(1):127-34. doi: 10.1002/ijc.2910320120.,"['0 (Colony-Stimulating Factors)', '1CC1JFE158 (Dactinomycin)', '98600C0908 (Cycloheximide)']",,,,
6602778,NLM,MEDLINE,19830811,20190708,0020-7136 (Print) 0020-7136 (Linking),31,6,1983 Jun 15,Antilymphoma graft responses in the mouse brain: a study of T-dependent functions.,769-74,"The ability of mouse brain to provide T-dependent antilymphoma graft responses was studied in a model in which graded numbers of tumor cells were implanted intracerebrally into recipient hosts. By using survival criteria, it was possible to demonstrate the occurrence of both primary and secondary responses against tumor-associated histocompatibility antigens in allogeneic models as well as tumor-associated transplantation antigens in histocompatible recipients. The patterns of this intracerebral graft resistance did not differ significantly from those of peripheral T-dependent immune reactivity. The findings are discussed with regard to the concept of the brain as an immunologically privileged site.","['Puccetti, P', 'Giampietri, A', 'Campanile, F', 'Romani, L', 'Fioretti, M C']","['Puccetti P', 'Giampietri A', 'Campanile F', 'Romani L', 'Fioretti MC']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Int J Cancer,International journal of cancer,0042124,IM,"['Animals', 'Brain/*immunology', 'Brain Neoplasms/*immunology', 'Female', 'Histocompatibility Antigens/analysis', '*Host vs Graft Reaction', 'Leukemia, Experimental/immunology', 'Lymphoma/*immunology', 'Lymphoma, Non-Hodgkin/immunology', 'Male', 'Mice', 'Mice, Inbred Strains', 'Neoplasms, Experimental/immunology', 'T-Lymphocytes/*immunology', 'Transplantation Immunology']",1983/06/15 00:00,1983/06/15 00:01,['1983/06/15 00:00'],"['1983/06/15 00:00 [pubmed]', '1983/06/15 00:01 [medline]', '1983/06/15 00:00 [entrez]']",['10.1002/ijc.2910310616 [doi]'],ppublish,Int J Cancer. 1983 Jun 15;31(6):769-74. doi: 10.1002/ijc.2910310616.,['0 (Histocompatibility Antigens)'],,,,
6602757,NLM,MEDLINE,19830817,20190722,0046-8177 (Print) 0046-8177 (Linking),14,7,1983 Jul,Childhood leukemia: An argument for biochemical and immunologic classification by regional laboratories.,565,,"['Soloway, H B']",['Soloway HB'],['eng'],,['Editorial'],United States,Hum Pathol,Human pathology,9421547,IM,"['Acute Disease', 'Antigens, Surface/analysis', 'B-Lymphocytes/cytology', 'Cell Differentiation', 'Child', 'Humans', 'Leukemia/*classification/immunology/metabolism', 'Receptors, Immunologic/analysis', 'T-Lymphocytes/cytology']",1983/07/01 00:00,1983/07/01 00:01,['1983/07/01 00:00'],"['1983/07/01 00:00 [pubmed]', '1983/07/01 00:01 [medline]', '1983/07/01 00:00 [entrez]']","['S0046-8177(83)80200-7 [pii]', '10.1016/s0046-8177(83)80200-7 [doi]']",ppublish,Hum Pathol. 1983 Jul;14(7):565. doi: 10.1016/s0046-8177(83)80200-7.,"['0 (Antigens, Surface)', '0 (Receptors, Immunologic)']",,,,
6602749,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,Presence of HTLV in a subset of T cells from an infected patient: some immunochemical properties of the infected cells.,459-61,,"['Reitz, M S', 'Mann, D', 'Clarke, M F', 'Kalyanaraman, V S', 'Robert-Guroff, M', 'Popovic, M', 'Gallo, R C']","['Reitz MS', 'Mann D', 'Clarke MF', 'Kalyanaraman VS', 'Robert-Guroff M', 'Popovic M', 'Gallo RC']",['eng'],,['Journal Article'],Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Cell Line', 'HLA Antigens/analysis', 'Humans', 'Leukemia/immunology/*microbiology', 'Lymphoma/immunology/*microbiology', 'Retroviridae/*immunology', 'T-Lymphocytes/immunology/*microbiology']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_88 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:459-61. doi: 10.1007/978-3-642-68761-7_88.,['0 (HLA Antigens)'],,,,
6602747,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,"Structural and functional aspects of the T-cell differentiation antigens T3, T6, and T8.",440-6,,"['Terhorst, C', 'Borst, J', 'Lerch, P', 'van de Rijn, M', 'Snow, P', 'Spits, H', 'de Vries, J']","['Terhorst C', 'Borst J', 'Lerch P', 'van de Rijn M', 'Snow P', 'Spits H', 'de Vries J']",['eng'],"['AI-15066/AI/NIAID NIH HHS/United States', 'AI-17651/AI/NIAID NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Antibodies, Monoclonal', 'Antigens, Surface/*immunology', 'Cell Differentiation', 'Cell Line', 'Cytotoxicity, Immunologic', 'HLA Antigens/genetics', 'Humans', 'Leukemia, Lymphoid/immunology', 'Phenotype', 'T-Lymphocytes/*immunology']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_85 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:440-6. doi: 10.1007/978-3-642-68761-7_85.,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Surface)', '0 (HLA Antigens)']",,,,
6602746,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,B-cell malignancies: origin and extent of clonal involvement.,425-33,,"['Cooper, M D', 'Kubagawa, H']","['Cooper MD', 'Kubagawa H']",['eng'],"['CA 13148/CA/NCI NIH HHS/United States', 'CA 16673/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['B-Lymphocytes/*immunology', 'Cell Differentiation', 'Cells, Cultured', 'Clone Cells', 'Humans', 'Immunoglobulins/genetics', 'Leukemia, Lymphoid/*immunology', 'Lymphoma/*immunology', 'Preleukemia/immunology']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_83 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:425-33. doi: 10.1007/978-3-642-68761-7_83.,['0 (Immunoglobulins)'],,,,
6602745,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,Transmission of human T-cell leukemia virus (HTLV) into human cord blood T cells.,389-93,,"['Sarin, P S', 'Popovic, M', 'Salahuddin, S Z', 'Richardson, E', 'Lange Wantzin, G', 'Karmarsky, B', 'Gallo, R C']","['Sarin PS', 'Popovic M', 'Salahuddin SZ', 'Richardson E', 'Lange Wantzin G', 'Karmarsky B', 'Gallo RC']",['eng'],,['Journal Article'],Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Cell Division', 'Female', 'Fetal Blood/*microbiology', 'Humans', 'Leukemia/*microbiology/transmission', 'Microscopy, Electron', 'Pregnancy', 'Retroviridae/*pathogenicity', 'T-Lymphocytes/*microbiology/ultrastructure']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_76 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:389-93. doi: 10.1007/978-3-642-68761-7_76.,,,,,
6602744,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,"Human interleukin 2: physiology, biochemistry, and pathophysiology in lymphoblastic leukemias and immunodeficiency syndromes.",369-79,,"['Welte, K', 'Venuta, S', 'Wang, C Y', 'Feldman, S P', 'Ciobanu, N', 'Kruger, G', 'Feickert, H J', 'Merluzzi, V J', 'Flomenberg, N', 'Moore, M A', 'Mertelsmann, R']","['Welte K', 'Venuta S', 'Wang CY', 'Feldman SP', 'Ciobanu N', 'Kruger G', 'Feickert HJ', 'Merluzzi VJ', 'Flomenberg N', 'Moore MA', 'Mertelsmann R']",['eng'],['P0I-CA-20194/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Antibodies, Monoclonal', 'Burkitt Lymphoma/immunology', 'Cell Line', 'Humans', 'Immunologic Deficiency Syndromes/*immunology/physiopathology', 'Interleukin-2/*physiology', 'Leukemia, Lymphoid/*immunology/physiopathology', 'Lymphocyte Activation', 'Lymphocytes/immunology', 'Mitogens']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_72 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:369-79. doi: 10.1007/978-3-642-68761-7_72.,"['0 (Antibodies, Monoclonal)', '0 (Interleukin-2)', '0 (Mitogens)']",,,,
6602743,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,Studies on normal B-cells and common acute lymphoblastic leukemia blast cells using a colony assay.,366-8,,"['Izaguirre, C A', 'Greaves, M F']","['Izaguirre CA', 'Greaves MF']",['eng'],,"['Comparative Study', 'Journal Article']",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Antibodies, Monoclonal', 'Antigens, Neoplasm/*analysis', 'Antigens, Surface/*analysis', 'B-Lymphocytes/*immunology', 'Colony-Forming Units Assay', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Reference Values']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_71 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:366-8. doi: 10.1007/978-3-642-68761-7_71.,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Neoplasm)', '0 (Antigens, Surface)']",,,,
6602742,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,Granulocyte-macrophage progenitor cell proliferation and differentiation.,355-7,,"['Francis, G E', 'Guimaraes, J E', 'Berney, J J', 'Granger, S', 'Hoffbrand, A V']","['Francis GE', 'Guimaraes JE', 'Berney JJ', 'Granger S', 'Hoffbrand AV']",['eng'],,['Journal Article'],Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Antibodies, Monoclonal', 'Antigens, Neoplasm/analysis', 'Cell Differentiation', 'Cell Division', 'Cells, Cultured', 'Clone Cells', 'Granulocytes/*physiology', 'Hematopoietic Stem Cells/*physiology', 'Humans', 'Leukemia, Myeloid/*physiopathology', 'Macrophages/*physiology', 'T-Lymphocytes/physiology']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_68 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:355-7. doi: 10.1007/978-3-642-68761-7_68.,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Neoplasm)']",,,,
6602741,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,A model scheme for human hematopoietic cell differentiation as determined by multiple markers of leukemia-lymphomas.,348-50,,"['Minowada, J', 'Minato, K', 'Tatsumi, E', 'Sugimoto, T', 'Nakazawa, S', 'Ohnuma, T', 'Kubonishi, I', 'Miyoshi, I', 'Frankel, A', 'Gallo, R C']","['Minowada J', 'Minato K', 'Tatsumi E', 'Sugimoto T', 'Nakazawa S', 'Ohnuma T', 'Kubonishi I', 'Miyoshi I', 'Frankel A', 'Gallo RC']",['eng'],"['AI-08899/AI/NIAID NIH HHS/United States', 'CA-14413/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Antigens, Neoplasm/analysis', 'Antigens, Surface/analysis', 'Antigens, Viral/analysis', 'Cell Differentiation', 'Cell Line', 'Hematopoietic Stem Cells/*physiology', 'Humans', 'Killer Cells, Natural/immunology', 'Leukemia/*physiopathology', 'Lymphoma/*physiopathology', 'Retroviridae/immunology', 'T-Lymphocytes/physiology']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_66 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:348-50. doi: 10.1007/978-3-642-68761-7_66.,"['0 (Antigens, Neoplasm)', '0 (Antigens, Surface)', '0 (Antigens, Viral)']",,,,
6602740,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,Molecular properties of a factor inducing differentiation in murine myelomonocytic leukemic cells.,345-7,,"['Nicola, N A', 'Matsumoto, M', 'Metcalf, D', 'Johnson, G R']","['Nicola NA', 'Matsumoto M', 'Metcalf D', 'Johnson GR']",['eng'],"['CA-22556/CA/NCI NIH HHS/United States', 'CA-25972/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Animals', 'Cell Differentiation', 'Colony-Stimulating Factors/isolation & purification/physiology', 'Glycoproteins/*isolation & purification/physiology', 'Granulocytes/physiology', '*Growth Inhibitors', '*Interleukin-6', 'Leukemia Inhibitory Factor', 'Leukemia, Experimental/*physiopathology', 'Leukemia, Myeloid/*physiopathology', 'Lung/physiology', '*Lymphokines', 'Macrophages/physiology', 'Mice', 'Molecular Weight']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_65 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:345-7. doi: 10.1007/978-3-642-68761-7_65.,"['0 (Colony-Stimulating Factors)', '0 (Glycoproteins)', '0 (Growth Inhibitors)', '0 (Interleukin-6)', '0 (Leukemia Inhibitory Factor)', '0 (Lif protein, mouse)', '0 (Lymphokines)']",,,,
6602739,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,Effect of colony-stimulating factors on the proteins synthesized by normal and leukemic myeloid progenitor cells.,338-44,,"['Burgess, A W', 'Cooper, P C', 'Stanley, I J', 'Nicola, N A']","['Burgess AW', 'Cooper PC', 'Stanley IJ', 'Nicola NA']",['eng'],['CA22556-04/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Animals', 'Bone Marrow/metabolism', 'Cell Differentiation', 'Cell Line', 'Cell Nucleus/drug effects/metabolism', 'Colony-Stimulating Factors/*pharmacology', 'Leukemia, Experimental/*metabolism', 'Leukemia, Myeloid/*metabolism', 'Mice', 'Molecular Weight', 'Neoplasm Proteins/*genetics/isolation & purification', 'Neutrophils/metabolism', 'Preleukemia/*metabolism']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_64 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:338-44. doi: 10.1007/978-3-642-68761-7_64.,"['0 (Colony-Stimulating Factors)', '0 (Neoplasm Proteins)']",,,,
