PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,GR,CIN,TT,SI,PMC,CRF,CON,EIN,OID,LID,RF,GS,OAB,OABL,OTO,OT,GN
2280608,NLM,MEDLINE,19910314,20190824,0145-2126 (Print) 0145-2126 (Linking),14,11-12,1990,A regulatory role for tumor necrosis factor (TNF) in ML-1 human myeloblastic leukemia cell maturation.,941-7,"ML-1 human myeloblastic leukemia cells are induced to differentiate to monocytes by conditioned medium (CM) derived from tetradecanoylphorbol acetate (TPA)-treated ML-1 cells. Antibodies to tumor necrosis factor (TNF) inhibited the differentiation-stimulating activity of CM, indicating that this activity is due to the presence of TNF in CM. TNF added to non-conditioned medium was as effective as CM in stimulating ML-1 cell differentiation. In the presence of a low (0.12 ng/ml) concentration of TPA, TNF-induced maturation was synergistically increased and Type I macrophages were formed. With higher (1-10 ng/ml) TPA concentrations, Type II macrophages were also obtained. As the TNF/TPA concentration increased, ML-1 cell differentiation was increasingly inhibited. Mature cells derived from ML-1 cells were found to secrete TNF at concentrations ranging from less than 2 U/ml to greater than 180 U/ml, the amount depending upon the number of cells and the stage of cell maturation. These results indicate that TNF participates in the regulation of precursor cell maturation. Low concentrations of TNF produced by small numbers of mature cells stimulate differentiation, whereas high concentrations of TNF generated by elevated numbers of macrophages inhibit the maturation process, possibly in combination with other cytokines. Because TNF serves as a competence factor for ML-1 cells, (Guan X.-P., Takuma T., Hromchak R. & Bloch A. (1990) Competence and progression in cell differentiation. Proc. Am. Assoc. Cancer Res. 31, 28.), the TNF-induced stimulation of differentiation depends additionally on the action of serum-contained differentiation-specific progression factors.","['Fujii, Y', 'Takuma, T', 'Bloch, A']","['Fujii Y', 'Takuma T', 'Bloch A']","['Grace Cancer Drug Center, Roswell Park Memorial Institute, Buffalo, NY 14263.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Leuk Res,Leukemia research,7706787,IM,"['Cell Differentiation/drug effects', 'Drug Synergism', 'Feedback', 'Humans', 'Leukemia, Myeloid, Acute/metabolism/*pathology', 'Macrophages/drug effects/metabolism/pathology', 'Monocytes/drug effects/metabolism/pathology', 'Tetradecanoylphorbol Acetate/pharmacology', 'Tumor Cells, Cultured/drug effects/metabolism/pathology', 'Tumor Necrosis Factor-alpha/metabolism/pharmacology/*physiology']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",['10.1016/0145-2126(90)90105-i [doi]'],ppublish,Leuk Res. 1990;14(11-12):941-7. doi: 10.1016/0145-2126(90)90105-i.,"['0 (Tumor Necrosis Factor-alpha)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",['CA-36241/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,,,,
2280607,NLM,MEDLINE,19910314,20190824,0145-2126 (Print) 0145-2126 (Linking),14,11-12,1990,Etiology of childhood leukemia: a possible alternative to the Greaves hypothesis.,937-9,"Whenever a country has experienced a significant decrease in infant mortality there has always been a concomitant increase in childhood cases of acute lymphoblastic leukemia (ALL). According to Greaves, this increase is the result of a new type of leukemia, which was first seen in Britain between 1920 and 1940. An alternative hypothesis is proposed which assumes that, for childhood cases of ALL, infections are competing causes of death and for juvenile myeloid leukemia (JML) the principal competitor is the sudden infant death syndrome (SIDS). The SIDS association is the result of JML originating in undifferentiated (erythro-myeloid) stem cells and having faulty erythropoiesis as a side effect. With this congenital anomaly as part of the disease process, the low oxygen pressures of deep sleep may be sufficient to cause sudden death from tissue anoxia.","['Stewart, A']",['Stewart A'],"['Department of Social Medicine, University of Birmingham, U.K.']",['eng'],"['Journal Article', 'Review']",England,Leuk Res,Leukemia research,7706787,IM,"['Cause of Death', 'Child', 'Child, Preschool', 'Erythropoiesis', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia, Myeloid/etiology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/blood/*etiology/mortality', 'Sudden Infant Death/etiology']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",['10.1016/0145-2126(90)90104-h [doi]'],ppublish,Leuk Res. 1990;14(11-12):937-9. doi: 10.1016/0145-2126(90)90104-h.,,,,,,,,,,,,12,,,,,,
2280606,NLM,MEDLINE,19910314,20190824,0145-2126 (Print) 0145-2126 (Linking),14,11-12,1990,Dysplastic features of peripheral blood polymorphs in myelodysplastic syndrome in children.,1069-70,,"['Tuncer, A M', 'Ozbek, N', 'Albayrak, D', 'Hiosonmez, G']","['Tuncer AM', 'Ozbek N', 'Albayrak D', 'Hiosonmez G']",,['eng'],"['Comparative Study', 'Letter']",England,Leuk Res,Leukemia research,7706787,IM,"['Child, Preschool', 'Cytoplasmic Granules/pathology', 'Female', 'Humans', 'Infant', 'Leukemia/blood', 'Male', 'Myelodysplastic Syndromes/*blood', 'Neutrophils/*pathology']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",['10.1016/0145-2126(90)90122-p [doi]'],ppublish,Leuk Res. 1990;14(11-12):1069-70. doi: 10.1016/0145-2126(90)90122-p.,,,,,,,,,,,,,,,,,,
2280604,NLM,MEDLINE,19910314,20190824,0145-2126 (Print) 0145-2126 (Linking),14,11-12,1990,"Biochemical basis of the prevention of 6-thiopurine toxicity by the nucleobases, hypoxanthine and adenine.",1061-6,"Co-incubation of human leukemia cell lines with naturally occurring nucleobases (hypoxanthine or adenine) significantly prevented the cytotoxic activity of 6-thiopurines. Extracellular hypoxanthine decreased the transport of 6-mercaptopurine into cells, but adenine had no significant effect. However, intracellular thioinosine monophosphate accumulation in the presence of 10 microM, 6-mercaptopurine was reduced to below 1% or 10% of that of the controls when 50 microM hypoxanthine or adenine was added, respectively. Finally, in adenine phosphoribosyl transferase deficient mutants, adenine provided no protective effect against 6-thiopurines, whereas hypoxanthine retained its modulating activity. These data suggest that the nucleobases compete with 6-thiopurines for the ribose-phosphate donor, 5'-phosphoribosyl-1-pyrophosphate, thus preventing the formation of active metabolites of 6-thiopurines.","['Hashimoto, H', 'Kubota, M', 'Shimizu, T', 'Takimoto, T', 'Kitoh, T', 'Akiyama, Y', 'Mikawa, H']","['Hashimoto H', 'Kubota M', 'Shimizu T', 'Takimoto T', 'Kitoh T', 'Akiyama Y', 'Mikawa H']","['Department of Pediatrics, Kyoto University, Japan.']",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,IM,"['2-Aminopurine/analogs & derivatives/antagonists & inhibitors/pharmacokinetics', 'Adenine/*pharmacology', 'Adenine Phosphoribosyltransferase/deficiency', 'Antineoplastic Agents/antagonists & inhibitors/pharmacokinetics', 'Biological Transport/drug effects', 'Humans', 'Hypoxanthine', 'Hypoxanthine Phosphoribosyltransferase/deficiency', 'Hypoxanthines/*pharmacology', 'Inosine Monophosphate/analogs & derivatives/biosynthesis', 'Leukemia, Promyelocytic, Acute/enzymology/metabolism/*pathology', 'Leukemia-Lymphoma, Adult T-Cell/enzymology/metabolism/pathology', 'Mercaptopurine/*antagonists & inhibitors/pharmacokinetics', 'Thioguanine/antagonists & inhibitors/pharmacokinetics', 'Thionucleotides/biosynthesis', 'Tumor Cells, Cultured/drug effects/enzymology/metabolism']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",['10.1016/0145-2126(90)90120-x [doi]'],ppublish,Leuk Res. 1990;14(11-12):1061-6. doi: 10.1016/0145-2126(90)90120-x.,"['0 (Antineoplastic Agents)', '0 (Hypoxanthines)', '0 (Thionucleotides)', '131-99-7 (Inosine Monophosphate)', '2TN51YD919 (Hypoxanthine)', '452-06-2 (2-Aminopurine)', '49P95BAU4Z (2,6-diaminopurine)', '76CK4YA5ZP (thioinosinic acid)', 'E7WED276I5 (Mercaptopurine)', 'EC 2.4.2.7 (Adenine Phosphoribosyltransferase)', 'EC 2.4.2.8 (Hypoxanthine Phosphoribosyltransferase)', 'FTK8U1GZNX (Thioguanine)', 'JAC85A2161 (Adenine)']",,,,,,,,,,,,,,,,,
2280602,NLM,MEDLINE,19910314,20190824,0145-2126 (Print) 0145-2126 (Linking),14,11-12,1990,Expression of p53 in human leukemic cell lines.,1041-51,The cell-encoded p53 antigen seems to be tightly associated with various human malignancies. We have analyzed biochemical properties of p53 in two different cell lines derived from patients with ALL or ANLL. p53 was found in elevated levels in both leukemic cell lines compared to unstimulated or stimulated normal lymphocytes. High levels of p53 in these cell lines are due to an extended stability of p53 protein rather than to different rates of synthesis. p53 from both cell lines formed low- and high-molecular weight oligomers which revealed that p53 exists in a heterogenous population in these tumor cells. The presence of immunologically different subsets of p53 was demonstrated by sequential immunoprecipitation experiments with different p53 specific monoclonal antibodies. Our results showed structural and immunological variabilities of p53 in cell lines derived from human tumors and may thus provide an insight into the role p53 may play in human malignancies.,"['Kraiss, S', 'Espig, R', 'Vetter, U', 'Hartmann, W', 'Montenarh, M']","['Kraiss S', 'Espig R', 'Vetter U', 'Hartmann W', 'Montenarh M']","['Department of Biochemistry, University of Ulm, F.R. Germany.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,IM,"['Burkitt Lymphoma/immunology/*metabolism/pathology', 'Electrophoresis, Polyacrylamide Gel', 'Humans', 'Leukemia, Myeloid, Acute/immunology/*metabolism/pathology', 'Molecular Weight', 'Polymers', 'Precipitin Tests', 'Protein Conformation', 'Tumor Cells, Cultured/immunology/metabolism', 'Tumor Suppressor Protein p53/immunology/*metabolism']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",['10.1016/0145-2126(90)90118-s [doi]'],ppublish,Leuk Res. 1990;14(11-12):1041-51. doi: 10.1016/0145-2126(90)90118-s.,"['0 (Polymers)', '0 (Tumor Suppressor Protein p53)']",,,,,,,,,,,,,,,,,
2280489,NLM,MEDLINE,19910311,20190903,0021-5295 (Print) 0021-5295 (Linking),52,5,1990 Oct,Effect of radical scavengers on canine peripheral blood mononuclear lymphocyte-mediated cytotoxicity and production of active oxygen.,1043-8,"Production of active oxygen by canine peripheral blood mononuclear lymphocytes (PBLs) from beagle dog was examined by luminol-dependent chemiluminescence production. The canine PBLs rapidly produced the active oxygen in parallel with the number of cells when PBLs were cocultured with canine leukemia-derived CL-1 cells as target cells. Cytolysis of the target cells and active oxygen production were inhibited linearly by the addition of benzoic acid and n-propyl gallate as hydroxyl radical scavenger. However, superoxide dismutase and tiron which are scavengers of superoxide anion did not inhibit the cytotoxicity so much at low concentrations that inhibited the induction of luminol-dependent chemiluminescence. These results suggest that hydroxyl radical production by stimulated PBLs might be playing a major role of cytotoxic action in the case of canine system.","['Kosaka, T', 'Koide, F', 'Kuwabara, M', 'Tanaka, S']","['Kosaka T', 'Koide F', 'Kuwabara M', 'Tanaka S']","['Department of Veterinary Radiology, College of Agriculture and Veterinary Medicine, Nihon University, Kanagawa, Japan.']",['eng'],['Journal Article'],Japan,Nihon Juigaku Zasshi,Nihon juigaku zasshi. The Japanese journal of veterinary science,0057113,IM,"['Animals', 'Cells, Cultured', '*Cytotoxicity, Immunologic', 'Dogs', 'Female', '*Free Radical Scavengers', 'Free Radicals', 'Killer Cells, Natural/metabolism/physiology', 'Leukocytes, Mononuclear/*metabolism/physiology', 'Male', 'Oxygen/*metabolism']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",['10.1292/jvms1939.52.1043 [doi]'],ppublish,Nihon Juigaku Zasshi. 1990 Oct;52(5):1043-8. doi: 10.1292/jvms1939.52.1043.,"['0 (Free Radical Scavengers)', '0 (Free Radicals)', 'S88TT14065 (Oxygen)']",,,,,,,,,,,,,,,,,
2280354,NLM,MEDLINE,19910308,20201209,0022-3549 (Print) 0022-3549 (Linking),79,10,1990 Oct,Inhibition of DNA synthesis in P388 lymphocytic leukemia cells of BDF1 mice by cis-diamminedichloroplatinum(II) and its derivatives.,875-80,"cis-Diamminedichloroplatinum(II) (cisplatin; cDDP) derivatives were found to afford T/C% values greater than 200 against the growth of P388 lymphocytic leukemia cells in vivo. The parent compound, cDDP, preferentially inhibited DNA synthesis. The RNA synthesis was elevated, whereas protein synthesis was unaffected after two or three daily ip doses. Radiolabeled drug studies demonstrated cellular uptake and binding of cDDP derivatives to the DNA molecule. cis-Diamminedichloroplatinum(II) (cDDP) treatment resulted in DNA strand scission after a single dose, but caused cross-linking of DNA strands after two or three ip doses. There was an accumulation of deoxynucleoside triphosphates [d(NTP)s] on day 2 and 3, indicating that incorporation of nucleotides into the DNA strand had been blocked. Thymidine kinase, thymidine monophosphate kinase, carbamoyl phosphate synthetase, and aspartate transcarbamoylase activities were inhibited in vivo after three doses of cDDP at 1.5 mg/kg/day. However, only the inhibition of a cytoplasmic preparation of DNA polymerase alpha by cDDP appeared to be directly related to the inhibition of DNA synthesis and the accumulation of d(NTP) pool levels. Thus, the primary target for cDDP appears to be DNA itself, although direct inhibition of DNA polymerase alpha may play a minor role in the inhibition of DNA replication by cDDP.","['Oswald, C B', 'Chaney, S G', 'Hall, I H']","['Oswald CB', 'Chaney SG', 'Hall IH']","['Division of Medicinal Chemistry and Natural Products, School of Pharmacy, University of North Carolina, Chapel Hill 27599.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Pharm Sci,Journal of pharmaceutical sciences,2985195R,IM,"['Animals', 'Cisplatin/analogs & derivatives/metabolism/*pharmacology', 'DNA Polymerase II/metabolism', 'DNA, Neoplasm/*biosynthesis/drug effects', 'Leukemia P388/*metabolism', 'Male', 'Mice', 'Mice, Inbred Strains', 'Neoplasm Proteins/biosynthesis', 'RNA, Neoplasm/biosynthesis', 'Subcellular Fractions/enzymology/metabolism', 'Tumor Cells, Cultured/drug effects/metabolism']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']","['S0022-3549(15)48368-6 [pii]', '10.1002/jps.2600791006 [doi]']",ppublish,J Pharm Sci. 1990 Oct;79(10):875-80. doi: 10.1002/jps.2600791006.,"['0 (DNA, Neoplasm)', '0 (Neoplasm Proteins)', '0 (RNA, Neoplasm)', 'EC 2.7.7.7 (DNA Polymerase II)', 'Q20Q21Q62J (Cisplatin)']",['CA34082/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,,,,
2280259,NLM,MEDLINE,19910308,20190828,0146-6615 (Print) 0146-6615 (Linking),32,3,1990 Nov,"Prevalence of human T-cell leukemia virus antibody among heterosexuals living in Amsterdam, The Netherlands.",183-8,"To determine the heterosexual spread of human T-cell leukemia virus (HTLV-I) infections, a cohort of 472 individuals with more than 5 heterosexual partners in the 6 months before entry was studied. They were recruited from visitors to the Clinic for Sexually Transmitted Diseases of the Municipal Health Service. Half of the study group was born in the Netherlands, 13% in Surinam or the Dutch Antilles, and 8% in Turkey or Morocco. Seventy percent were involved in commercial sex. Three persons were positive for HTLV-I, with serum antibodies against p19, p24, p28, gp46, and gp61 in Western immunoblot (WIB) and radio-immunoprecipitation assay (RIPA). Two of them originated from Surinam and the third was a Dutch woman. Two other individuals were HIV-positive, 19% had hepatitis B virus (HBV)-markers and 6% Treponema pallidum reacted in the hemagglutination assay (TPHA). It is concluded that HTLV-I circulates in the Surinamese population in Amsterdam and there was no evidence of appreciable heterosexual transmission.","['van Doornum, G J', 'Hooykaas, C', 'Huisman, J G', 'van der Linden, M M', 'Coutinho, R A']","['van Doornum GJ', 'Hooykaas C', 'Huisman JG', 'van der Linden MM', 'Coutinho RA']","['Department of Public Health, Municipal Health Service of Amsterdam, The Netherlands.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Med Virol,Journal of medical virology,7705876,IM,"['Adult', 'Blotting, Western', 'Cohort Studies', 'Female', 'HTLV-I Antibodies/*blood', 'HTLV-I Infections/*epidemiology/ethnology', 'Humans', 'Male', 'Netherlands/epidemiology', 'Prevalence', 'Radioimmunoprecipitation Assay', 'Sex Work', '*Sexual Behavior', 'Sexual Partners', 'Suriname/ethnology']",1990/11/01 00:00,1990/11/01 00:01,['1990/11/01 00:00'],"['1990/11/01 00:00 [pubmed]', '1990/11/01 00:01 [medline]', '1990/11/01 00:00 [entrez]']",['10.1002/jmv.1890320309 [doi]'],ppublish,J Med Virol. 1990 Nov;32(3):183-8. doi: 10.1002/jmv.1890320309.,['0 (HTLV-I Antibodies)'],,,,,,,,,,,,,,,,,
2280206,NLM,MEDLINE,19910308,20071115,0125-2208 (Print) 0125-2208 (Linking),73,10,1990 Oct,Concomitant disseminated varicella and generalized staphylococcal scalded skin syndrome in a leukemic patient.,581-4,"We report a case of nosocomial fatal varicella infection in a 13-year-old boy with acute lymphoblastic leukemia complicated with staphylococcal scalded skin syndrome. His underlying leukemia, immunosuppressive drugs, disseminated varicella, S. aureus colonization, and acute renal insufficiency were all contributing factors that were pathogenetically linked in the development of his generalized SSSS.","['Likitnukul, S', 'Pongprasit, P']","['Likitnukul S', 'Pongprasit P']","['Department of Pediatrics, Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand.']",['eng'],"['Case Reports', 'Journal Article']",Thailand,J Med Assoc Thai,Journal of the Medical Association of Thailand = Chotmaihet thangphaet,7507216,IM,"['Adolescent', 'Chickenpox/complications/*epidemiology', 'Cross Infection/*epidemiology', '*Disease Outbreaks', 'Humans', 'Immune Tolerance', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications', 'Staphylococcal Scalded Skin Syndrome/*complications', 'Thailand/epidemiology']",1990/10/01 00:00,1990/10/01 00:01,['1990/10/01 00:00'],"['1990/10/01 00:00 [pubmed]', '1990/10/01 00:01 [medline]', '1990/10/01 00:00 [entrez]']",,ppublish,J Med Assoc Thai. 1990 Oct;73(10):581-4.,,,,,,,,,,,,,,,,,,
2280139,NLM,MEDLINE,19910312,20110728,0021-5384 (Print) 0021-5384 (Linking),79,11,1990 Nov 10,[A case of adult T cell leukemia with calcium deposits in the liver].,1587-8,,"['Chiyoda, T', 'Morikawa, T']","['Chiyoda T', 'Morikawa T']",,['jpn'],"['Case Reports', 'Journal Article']",Japan,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,19130210R,IM,"['Aged', 'Calcinosis/etiology/*pathology', 'Humans', 'Hypercalcemia/etiology', 'Leukemia, T-Cell/*complications/pathology', 'Liver Diseases/etiology/*pathology', 'Male']",1990/11/10 00:00,1990/11/10 00:01,['1990/11/10 00:00'],"['1990/11/10 00:00 [pubmed]', '1990/11/10 00:01 [medline]', '1990/11/10 00:00 [entrez]']",,ppublish,Nihon Naika Gakkai Zasshi. 1990 Nov 10;79(11):1587-8.,,,,,,,,,,,,,,,,,,
2279997,NLM,MEDLINE,19910308,20210526,0095-1137 (Print) 0095-1137 (Linking),28,12,1990 Dec,Development and evaluation of a human T-cell leukemia virus type I serologic confirmatory assay incorporating a recombinant envelope polypeptide.,2653-8,"A recombinant protein derived from the gp21 region of the human T-cell leukemia virus type I (HTLV-I) env gene was synthesized in Escherichia coli and purified by reversed-phase high-performance liquid chromatography. The purified protein was free of contaminating bacterial proteins and retained reactivity with human HTLV-I- and HTLV-II-positive sera and a gp21 monoclonal antibody. An immunoblot procedure using the recombinant polypeptide in conjunction with native viral proteins was more sensitive than the conventional immunoblot and radioimmunoprecipitation confirmatory assays for detection of antibodies to HTLV-I and HTLV-II env-encoded gene products. The recombinant protein was equally reactive with sera from polymerase chain reaction-confirmed HTLV-I or HTLV-II infections. Furthermore, on the basis of the differential reactivities of gp21-positive sera with the HTLV-I p19 and p24 gag-encoded proteins, an algorithm was proposed to distinguish exposure to HTLV-I from exposure to HTLV-II. These results establish the utility of a modified immunoblot assay incorporating a recombinant envelope polypeptide as an alternative to existing HTLV-I-confirmatory assays.","['Lillehoj, E P', 'Alexander, S S', 'Dubrule, C J', 'Wiktor, S', 'Adams, R', 'Tai, C C', 'Manns, A', 'Blattner, W A']","['Lillehoj EP', 'Alexander SS', 'Dubrule CJ', 'Wiktor S', 'Adams R', 'Tai CC', 'Manns A', 'Blattner WA']","['Cambridge Biotech Corp., Rockville, Maryland 20850.']",['eng'],"['Comparative Study', 'Journal Article']",United States,J Clin Microbiol,Journal of clinical microbiology,7505564,IM,"['Antibodies, Viral/*analysis', 'Evaluation Studies as Topic', '*Gene Products, env', 'HTLV-I Infections/diagnosis/immunology', 'HTLV-II Infections/diagnosis', 'Human T-lymphotropic virus 1/*immunology', 'Human T-lymphotropic virus 2/immunology', 'Humans', 'Immunoblotting/*methods', 'Radioimmunoprecipitation Assay', 'Recombinant Proteins/immunology', 'Retroviridae Proteins, Oncogenic/immunology', 'env Gene Products, Human Immunodeficiency Virus']",1990/12/01 00:00,1990/12/01 00:01,['1990/12/01 00:00'],"['1990/12/01 00:00 [pubmed]', '1990/12/01 00:01 [medline]', '1990/12/01 00:00 [entrez]']",['10.1128/jcm.28.12.2653-2658.1990 [doi]'],ppublish,J Clin Microbiol. 1990 Dec;28(12):2653-8. doi: 10.1128/jcm.28.12.2653-2658.1990.,"['0 (Antibodies, Viral)', '0 (Gene Products, env)', '0 (Recombinant Proteins)', '0 (Retroviridae Proteins, Oncogenic)', '0 (env Gene Products, Human Immunodeficiency Virus)', '0 (gp21 protein, Human T-lymphotropic virus 1)']",,,,,PMC268251,,,,,,,,,,,,
2279751,NLM,MEDLINE,19910312,20131121,0392-0488 (Print) 0392-0488 (Linking),125,6,1990 Jun,[Lyell's syndrome and lymphoma].,255-8,"The authors present the case of a patient affected by Lyell's Syndrome and Lymphoma that was revealed in the post-mortem examination. At onset the disease showed mucosal hyperaemia, oedema and erosions. In about ten days macular lesions with vesciculation and bullae appeared on the abdomen. General conditions did not seem to be affected. Three weeks later a fever was noted. No important illness, nor drug assumption were detectable in the history of the patient. At the beginning of the fourth week a dramatic worsening occurred with erythrodermic state and high fever. Death occurred at the sixth week in spite of therapy. Bacteriological and virological examinations were always negative. Post-mortem examination showed retroperitoneal and pelvic neoplastic tissue, involving lumboaortic lymph nodes. Histopathology demonstrated a low grade malignancy non Hodgkin Lymphoma, diffused type with small lymphocytes showing plasmocytic differentiation. The lack of drug intake or infectious disease in the history, underlines the peculiar association between the tumor and the syndrome. Rare cases of TEN associated with lymphoproliferative neoplasm are reported in the literature, and the pathogenetic problem of the syndrome is reviewed.","['Bianchi, L', 'Gatti, S', 'Carrozzo, A M', 'Marinaro, C', 'Iraci, S', 'Luzi, F', 'Nini, G']","['Bianchi L', 'Gatti S', 'Carrozzo AM', 'Marinaro C', 'Iraci S', 'Luzi F', 'Nini G']","['Clinica Dermatologica II, Universita degli Studi di Roma Tor Vergata.']",['ita'],"['Case Reports', 'English Abstract', 'Journal Article']",Italy,G Ital Dermatol Venereol,"Giornale italiano di dermatologia e venereologia : organo ufficiale, Societa italiana di dermatologia e sifilografia",8102852,IM,"['Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications', 'Male', 'Middle Aged', 'Stevens-Johnson Syndrome/*etiology']",1990/06/01 00:00,1990/06/01 00:01,['1990/06/01 00:00'],"['1990/06/01 00:00 [pubmed]', '1990/06/01 00:01 [medline]', '1990/06/01 00:00 [entrez]']",,ppublish,G Ital Dermatol Venereol. 1990 Jun;125(6):255-8.,,,,Sindrome di Lyell e linfoma.,,,,,,,,,,,,,,
2279545,NLM,MEDLINE,19910308,20191029,0902-4506 (Print) 0902-4506 (Linking),52,,1990,Alpha-2b-interferon as single therapy for patients with chronic myeloid leukemia relapsing after T-cell depleted allogeneic bone marrow transplantation.,36-9,"20 CML patients with hematological (5 pts) or only cytogenetic (15 pts) relapse occurring after allogeneic BMT have been treated with alpha-2b-interferon (IFN) at a starting dose of 5 x 10(6) IU/m2, subcutaneously, three times a week. All 5 patients with hematological relapse achieved hematological remission without reduction of bone marrow Ph1-positive cells. With a median follow-up of 43 months (range 6-48) from the hematological relapse, 3 patients are alive and 2 patients died from non-lymphoid blast crisis. 7 out of 15 patients with only cytogenetic relapse remain in hematological remission at a median of 37 months (range 3-45) from cytogenetic relapse, with 2 patients achieving complete cytogenetic remission confirmed at the molecular level by disappearance of the bcr rearranged band. With a median follow-up of 21 months (range 6-46), 8 patients progressed from cytogenetic to hematological relapse: 4 patients died from blast crisis and the other 4 patients are currently alive in chronic phase. For the 15 patients, the actuarial survival from BMT is 71% at 5 years.","['Arcese, W', 'Mauro, F R', 'Screnci, M', 'Alimena, G', 'Iori, A P', 'De Cuia, M R', 'Lo Coco, F', 'Montefusco, E', 'Fazi, P', 'Mandelli, F']","['Arcese W', 'Mauro FR', 'Screnci M', 'Alimena G', 'Iori AP', 'De Cuia MR', 'Lo Coco F', 'Montefusco E', 'Fazi P', 'Mandelli F']","['Department of Human Biopathology, University of Rome La Sapienza, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Eur J Haematol Suppl,European journal of haematology. Supplementum,8703474,IM,"['Adolescent', 'Adult', 'Bone Marrow Transplantation/*pathology', 'Child', 'Combined Modality Therapy', 'Follow-Up Studies', 'Humans', 'Interferon alpha-2', 'Interferon-alpha/*therapeutic use', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy', 'Leukocyte Count', 'Recombinant Proteins', 'Recurrence', '*T-Lymphocytes']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",['10.1111/j.1600-0609.1990.tb00904.x [doi]'],ppublish,Eur J Haematol Suppl. 1990;52:36-9. doi: 10.1111/j.1600-0609.1990.tb00904.x.,"['0 (Interferon alpha-2)', '0 (Interferon-alpha)', '0 (Recombinant Proteins)']",,,,,,,,,,,,,,,,,
