PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,CIN,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GS,PMC,GR,SI,EIN,RIN,RF,TT,CON,CN,OID,OTO,OT,GN,LID,ROF
1948544,NLM,MEDLINE,19911220,20131121,0036-4355 (Print) 0036-4355 (Linking),36,3,1991 Jun,[Cyclosporin A in the treatment of acquired erythroblastopenia in the course of B-cell chronic lymphatic leukemia].,237-8,"Acquired erythroblastopenia, or pure red cell aplasia, may appear as a complication of chronic lymphocytic leukaemia. This was the case in a 58 year-old man, diagnosed as having B-cell chronic lymphocytic leukaemia considered as stage C (III). He was treated initially with chlorambucil; two months after diagnosis the patient showed erythroblastopenia, being treated with chlorambucil-prednisone, cyclophosphamide-prednisone, prednisone alone, and intravenous immunoglobulins. No satisfactory response was achieved with any of these drugs. During a period of 28 weeks the patient received 41 units of packed red cells. Cyclosporin-A, at a 9 mg/Kg daily doses, was tested, a dramatic response being observed: after four weeks of such therapy the patient's haemoglobin reached 14.5 g/dL, and he needed no further transfusion since the beginning of this treatment.","['Areal Mendez, C', 'Lite Alvarez, J M', 'Sanchez Varela, J M']","['Areal Mendez C', 'Lite Alvarez JM', 'Sanchez Varela JM']","['Servicio de Hematologia y Hemoterapia del Hospital A. Marcide, Ferrol.']",['spa'],"['Case Reports', 'English Abstract', 'Journal Article']",Spain,Sangre (Barc),Sangre,0404373,"['18D0SL7309 (Chlorambucil)', '83HN0GTJ6D (Cyclosporine)', '8N3DW7272P (Cyclophosphamide)', 'VB0R961HZT (Prednisone)']",IM,,"['Autoimmune Diseases/*drug therapy/etiology/therapy', 'Chlorambucil/therapeutic use', 'Combined Modality Therapy', 'Cyclophosphamide/therapeutic use', 'Cyclosporine/*therapeutic use', 'Humans', 'Immunization, Passive', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications/drug therapy/immunology', 'Male', 'Middle Aged', 'Prednisone/therapeutic use', 'Red-Cell Aplasia, Pure/*drug therapy/etiology/therapy']",1991/06/01 00:00,1991/06/01 00:01,['1991/06/01 00:00'],"['1991/06/01 00:00 [pubmed]', '1991/06/01 00:01 [medline]', '1991/06/01 00:00 [entrez]']",,ppublish,Sangre (Barc). 1991 Jun;36(3):237-8.,,,,,,,,Ciclosporina-A en el tratamiento de una eritroblastopenia adquirida en el curso de una leucemia linfatica cronica de celulas B.,,,,,,,,
1948543,NLM,MEDLINE,19911220,20131121,0036-4355 (Print) 0036-4355 (Linking),36,3,1991 Jun,[Importance of cytogenetics in the study of acute non-lymphoblastic leukemias].,229-35,,"['Prieto, F', 'Badia, L', 'Palau, F', 'Beneyto, M', 'Montero, M R', 'Martinez-Castellano, F']","['Prieto F', 'Badia L', 'Palau F', 'Beneyto M', 'Montero MR', 'Martinez-Castellano F']","['Unidad de Genetica, Hospital La Fe, Valencia.']",['spa'],"['Comparative Study', 'Journal Article', 'Review']",Spain,Sangre (Barc),Sangre,0404373,['YL5FZ2Y5U1 (Methotrexate)'],IM,,"['Bone Marrow Examination', '*Chromosome Aberrations', 'Chromosome Deletion', 'Chromosome Inversion', 'Chromosomes, Human/drug effects/ultrastructure', 'Humans', 'Leukemia, Myeloid, Acute/classification/*genetics/pathology', 'Methotrexate/pharmacology', 'Myelodysplastic Syndromes/genetics/pathology', 'Neoplasms, Multiple Primary/genetics', 'Proto-Oncogenes', 'Translocation, Genetic']",1991/06/01 00:00,1991/06/01 00:01,['1991/06/01 00:00'],"['1991/06/01 00:00 [pubmed]', '1991/06/01 00:01 [medline]', '1991/06/01 00:00 [entrez]']",,ppublish,Sangre (Barc). 1991 Jun;36(3):229-35.,"['c-erb-A', 'c-ets-1', 'c-ets-2', 'c-fms', 'c-k-ras', 'c-mos']",,,,,,73,Importancia de la citogenetica en el estudio de las leucemias agudas no linfoblasticas.,,,,,,,,
1948540,NLM,MEDLINE,19911220,20181130,0036-4355 (Print) 0036-4355 (Linking),36,3,1991 Jun,[Induction of Fc receptors and proliferative effect of recombinant human interleukins 1 and 2 (rhIL-1 and rhIL-2) on the leukemic lines WR19M.1 and WEHI3BD-].,205-9,"Recombinant human interleukins 1 and 2 (rhIL-1 and rhIL-2) have recently been shown to interact with cells not only of the lymphoid lineage but also of myeloid origin. In fact, rhIL-1 indirectly stimulates normal haemopoietic cell proliferation without any influence on the differentiation, and can also induce lysozyme secretion by leukaemic cells. On the other hand, rhIL-2 is capable of indirectly stimulating the proliferation of monocytic precursors. Nevertheless, the effect of both factors on the expression of Fc receptors or on the proliferation of cells of myeloid origin has not been evaluated thus far. In order to assess whether these interleukins take part in the induction to proliferation of Fc receptor expression by homogeneous populations of myeloid cells, two leukaemic cell lines were used in this work, namely, WR19M.1, macrophagic, and WEHI3BD-, myelomonocytic. The results achieved show that: 1) rhIL-1 strongly stimulated the expression of Fc receptors in both leukaemic cell lines; 2) rhIL-1 does not stimulate the proliferation of these lineages; 3) on the contrary, rhIL-2 stimulated cell proliferation in both leukaemic cell lines, and 4) rhIL-2 had no effect on the induction of Fc receptors or on the stimulation of lysozyme secretion. The role played by the proliferative effect of rhIL-2, as well as the rhIL-1-mediated appearance of Fc receptors, in myeloid proliferation and differentiation are discussed.","['Mendoza, J F', 'Lopez, R', 'Weiss-Steider, B']","['Mendoza JF', 'Lopez R', 'Weiss-Steider B']","['Laboratorio de Diferenciacion Celular y Cancer, Escuela Nacional de Estudios Profesionales-Zaragoza, UNAM, Mexico.']",['spa'],"['Comparative Study', 'Journal Article']",Spain,Sangre (Barc),Sangre,0404373,"['0 (Interleukin-1)', '0 (Interleukin-2)', '0 (Neoplasm Proteins)', '0 (Receptors, Fc)', '0 (Recombinant Proteins)', 'EC 3.2.1.17 (Muramidase)']",IM,,"['Animals', 'Cell Division/drug effects', 'Gene Expression Regulation, Neoplastic/drug effects', 'Humans', 'Interleukin-1/*pharmacology', 'Interleukin-2/*pharmacology', 'Leukemia, Myeloid/*pathology', 'Mice', 'Muramidase/metabolism', 'Neoplasm Proteins/metabolism', 'Neoplastic Stem Cells/*drug effects/metabolism/pathology', 'Receptors, Fc/*biosynthesis', 'Recombinant Proteins/pharmacology', 'Rosette Formation', 'Tumor Cells, Cultured/drug effects/metabolism/pathology']",1991/06/01 00:00,1991/06/01 00:01,['1991/06/01 00:00'],"['1991/06/01 00:00 [pubmed]', '1991/06/01 00:01 [medline]', '1991/06/01 00:00 [entrez]']",,ppublish,Sangre (Barc). 1991 Jun;36(3):205-9.,,,,,,,,Induccion de receptores Fc y efecto proliferador de las interleucinas 1 y 2 recombinantes humanas (rhIL-1 y rhIL-2) sobre las lineas leucemicas WR19M.1 y WEHI3BD-.,,,,,,,,
1948539,NLM,MEDLINE,19911220,20151119,0036-4355 (Print) 0036-4355 (Linking),36,3,1991 Jun,[Phenotypic changes in refractory and relapse acute lymphoblastic leukemias].,201-4,"Out of a group of 220 acute lymphoblastic leukaemias (ALL) with phenotypic study at diagnosis, 18 were selected on which sequential studies were performed due to relapse (15 cases) or to lack of achievement of complete remission (primary resistant ALL, 3 cases). The purpose of this study was to analyse the incidence and characteristics of the possible antigenic changes with regard to the diagnosis. Along with the classic markers, a panel comprised of 20 monoclonal antibodies against lymphoid and myeloid antigens was used. Major phenotypic changes (acquisition of myeloid antigens CD13 and CD33) were found only in one case amongst the relapsing ALL (7%). Seven other patients (47%) showed minor phenotyping changes, including: 1) acquisition or loss of antigens (2 cases); 2) changes in more then 50% of any antigen's expression (4 cases); 3) both (1 case). These results might suggest that antigenic changes are rather frequent in relapsing ALL; however, none of such changes modified in our experience the phenotypic diagnosis so any change of this last should be regarded as an exceptional event. The majority of these antigenic changes consisted of the loss of maturation antigens (CD20) or acquisition of early markers (TdT, HLA-DR) or activation markers (CD38); this would mean that the relapsing blast cells show a functional status of activation and proliferation, with a phenotype more immature than that of the diagnosis, thus explaining the poorer prognosis of the patients in relapse. No phenotypic changes were found in the primary resistant ALL, which may indicate the persistence of the original cell clone without any alteration.","['Gomez, E', 'San Miguel, J F', 'Gonzalez, M', 'Orfao, A', 'Canizo, M C', 'Ciudad, J', 'Lopez Borrasca, A']","['Gomez E', 'San Miguel JF', 'Gonzalez M', 'Orfao A', 'Canizo MC', 'Ciudad J', 'Lopez Borrasca A']","['Servicio de Hematologia, Hospital Clinico, Salamanca.']",['spa'],"['Comparative Study', 'English Abstract', 'Journal Article']",Spain,Sangre (Barc),Sangre,0404373,"['0 (Antigens, CD)', '0 (Antigens, Neoplasm)', '0 (Biomarkers, Tumor)', '0 (HLA-DR Antigens)', '0 (Neoplasm Proteins)', 'EC 2.7.7.31 (DNA Nucleotidylexotransferase)']",IM,,"['Adult', 'Antigens, CD/analysis', 'Antigens, Neoplasm/*analysis', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Biomarkers, Tumor/*analysis', 'Child', 'DNA Nucleotidylexotransferase/analysis', 'Drug Resistance', 'Female', 'HLA-DR Antigens/analysis', 'Humans', 'Immunophenotyping', 'Lymphocyte Activation', 'Lymphocyte Subsets/*immunology', 'Male', 'Neoplasm Proteins/analysis', 'Neoplasm Recurrence, Local', 'Neoplastic Stem Cells/*immunology', 'Phenotype', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy/*immunology/pathology']",1991/06/01 00:00,1991/06/01 00:01,['1991/06/01 00:00'],"['1991/06/01 00:00 [pubmed]', '1991/06/01 00:01 [medline]', '1991/06/01 00:00 [entrez]']",,ppublish,Sangre (Barc). 1991 Jun;36(3):201-4.,,,,,,,,Cambios fenotipicos de las leucemias agudas linfoblasticas en recaida y resistentes.,,,,,,,,
1948535,NLM,MEDLINE,19911220,20191210,0036-4355 (Print) 0036-4355 (Linking),36,3,1991 Jun,[Causes of death in chronic myeloid leukemia. Analysis of 109 patients].,183-6,"The cause of death was revised in 109 cases of Ph'-positive chronic myelogenous leukaemia (CML) who died in a 15-year period. The median survival of the series, which included eight patients with initial criteria of blastic crisis, was 33.7 months (ranging between 2 and 192). Eight patients (7.3%) died during the chronic phase of the disease, 7 (6.4%) in the accelerated phase, and 94 (86.3%) in the blastic crisis. The cause of death in the chronic phase was frequently unrelated to CML (a second malignancy, cirrhosis of the liver, suicide, in four cases as opposed to infection, haemorrhage of hyperuricaemic renal failure in four others), but this was not so in the deaths occurred in the accelerated phase or blastic crisis. Thus, most of the deaths appearing in the accelerated phase were due to infection or haemorrhage, whereas in the blastic crisis they were mainly due to infection (54 of the 94 cases), followed by haemorrhage and leucostasis. All in all, these three complications were responsible for 94% of the deaths occurring in that evolutive phase of CML.","['Cervantes, F', 'Sanz, C', 'Bosch, F', 'Rozman, C']","['Cervantes F', 'Sanz C', 'Bosch F', 'Rozman C']","['Escuela de Hematologia Farreras Valenti, Servicio de Hematologia, Hospital Clinico y Provincial de Barcelona.']",['spa'],['Journal Article'],Spain,Sangre (Barc),Sangre,0404373,,IM,,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Blast Crisis/complications/mortality', 'Cause of Death', 'Child', 'Female', 'Hemorrhage/etiology/mortality', 'Hospital Mortality', 'Humans', 'Infections/etiology/mortality', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/complications/*mortality/pathology', 'Leukemia, Myeloid, Accelerated Phase/complications/mortality', 'Leukemia, Myeloid, Chronic-Phase/complications/mortality', 'Life Tables', 'Male', 'Middle Aged', 'Survival Rate']",1991/06/01 00:00,1991/06/01 00:01,['1991/06/01 00:00'],"['1991/06/01 00:00 [pubmed]', '1991/06/01 00:01 [medline]', '1991/06/01 00:00 [entrez]']",,ppublish,Sangre (Barc). 1991 Jun;36(3):183-6.,,,,,,,,Causas de muerte en la leucemia mieloide cronica. Analisis de 109 pacientes.,,,,,,,,
1948237,NLM,MEDLINE,19911226,20190702,0038-4348 (Print) 0038-4348 (Linking),84,11,1991 Nov,Non-T-cell lymphoblastic lymphoma with extensive osteolytic lesions and hypercalcemia.,1405-6,"The syndrome of osteolytic lesions and hypercalcemia is commonly associated with well-differentiated B-cell neoplasms, such as multiple myeloma. The association of this syndrome with high-grade non-Hodgkin's lymphoma is rare. We have described a 20-year-old man with a non-T-cell lymphoblastic lymphoma manifested by extensive osteolytic lesions and hypercalcemia (serum calcium value of 13.5 mg/dL), without lymphadenopathy.","['Lands, R', 'Karnad, A']","['Lands R', 'Karnad A']","['Department of Internal Medicine, J.H. Quillen College of Medicine, East Tennessee State University, Johnson City 37614-0002.']",['eng'],"['Case Reports', 'Journal Article']",United States,South Med J,Southern medical journal,0404522,,IM,,"['Adult', 'Humans', 'Hypercalcemia/*complications', 'Leukemia, Lymphoid/*complications', 'Male', 'Osteolysis/*complications', 'T-Lymphocytes/pathology']",1991/11/01 00:00,1991/11/01 00:01,['1991/11/01 00:00'],"['1991/11/01 00:00 [pubmed]', '1991/11/01 00:01 [medline]', '1991/11/01 00:00 [entrez]']",['10.1097/00007611-199111000-00032 [doi]'],ppublish,South Med J. 1991 Nov;84(11):1405-6. doi: 10.1097/00007611-199111000-00032.,,,,,,,,,,,,,,,,
1948157,NLM,MEDLINE,19911213,20190726,0277-9536 (Print) 0277-9536 (Linking),33,4,1991,Childhood leukaemia mortality and population change in England and Wales 1969-73.,435-40,"Recent evidence from new towns in Great Britain suggests that childhood leukaemia mortality is associated with rapid population growth. It has been proposed that this may reflect patterns of population mixing and exposure to infectious diseases which may predispose to the development of leukaemia in children. This study examines childhood leukaemia mortality for 1365 local authority areas of England and Wales for the period 1969 to 1973 with reference to population change between 1961 and 1971. A significantly increased risk of childhood leukaemia mortality was found for 0-14 year olds in areas which experienced more than a 50% increase in population over the decade (R. R. 1.408, 95% C. I. 1.126-1.761). A cumulative sum analysis shows a threshold at approximately 50% population growth rather than a continuous relationship. A map of the data suggests that areas of significantly raised mortality compared to the national average are concentrated in and around the major conurbations of the area studied.","['Langford, I']",['Langford I'],"['School of Environmental Sciences, University of East Anglia, Norwich, England.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Soc Sci Med,Social science & medicine (1982),8303205,,IM,,"['Adolescent', 'Child', 'Child, Preschool', 'England/epidemiology', 'Female', 'Humans', 'Infant', 'Male', '*Population Growth', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*mortality', 'Wales/epidemiology']",1991/01/01 00:00,1991/01/01 00:01,['1991/01/01 00:00'],"['1991/01/01 00:00 [pubmed]', '1991/01/01 00:01 [medline]', '1991/01/01 00:00 [entrez]']",['10.1016/0277-9536(91)90325-7 [doi]'],ppublish,Soc Sci Med. 1991;33(4):435-40. doi: 10.1016/0277-9536(91)90325-7.,,,,,,,,,,,,,,,,
1948126,NLM,MEDLINE,19911210,20180524,0093-7754 (Print) 0093-7754 (Linking),18,5 Suppl 7,1991 Oct,Strategies for combining interferon with chemotherapy for the treatment of multiple myeloma.,30-2,"Interferon has been evaluated in many settings for the treatment of multiple myeloma. As a single agent in refractory disease, interferon in partially purified preparations and, more recently, recombinant alpha-interferon (rIFN) has demonstrated response rates of 10% to 20%. Because of its demonstrated activity as a single agent, various combinations of rIFN with chemotherapy have been evaluated. The Italian Myeloma Study Group has found that maintenance therapy with rIFN alpha 2b prolongs the time to relapse following a year of standard chemotherapy. The Cancer and Acute Leukemia Group B has evaluated a regimen that combines rIFN alpha 2b with simultaneous melphalan and prednisone. In a third approach, the Eastern Cooperative Oncology Group has developed a regimen consisting of alternating cycles of VBMCP (vincristine, carmustine, melphalan, cyclophosphamide, and prednisone) chemotherapy with rIFN alpha 2b. This regimen yields an 80% objective response rate, including 30% complete responses defined by disappearance of M-protein from serum and urine and complete morphologic normalization of the bone marrow. On preliminary analysis, the response duration and median survival were both approximately 1 year longer than generally observed in patients with multiple myeloma on standard regimens. Hematologic toxicity, although more severe than that observed previously with VBMCP alone, was not associated with increased infections or bleeding. To substantiate the observation of apparent increased activity of VBMCP + rIFN alpha 2b, the Eastern Cooperative Oncology Group is currently conducting a randomized comparison of this regimen with treatment using VBMCP alone.","['Oken, M M', 'Kyle, R A']","['Oken MM', 'Kyle RA']","['Virginia Piper Cancer Institute, Minneapolis, MN 55407.']",['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', 'Review']",United States,Semin Oncol,Seminars in oncology,0420432,"['0 (Antineoplastic Agents)', '0 (Interferon Type I)', '0 (Recombinant Proteins)']",IM,,"['Antineoplastic Agents/administration & dosage', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Clinical Trials as Topic', 'Humans', 'Interferon Type I/*therapeutic use', 'Multiple Myeloma/mortality/*therapy', 'Recombinant Proteins', 'Survival Rate']",1991/10/01 00:00,1991/10/01 00:01,['1991/10/01 00:00'],"['1991/10/01 00:00 [pubmed]', '1991/10/01 00:01 [medline]', '1991/10/01 00:00 [entrez]']",['0093-7754(91)90038-O [pii]'],ppublish,Semin Oncol. 1991 Oct;18(5 Suppl 7):30-2.,,,,,,,8,,,,,,,,,
1948122,NLM,MEDLINE,19911210,20180524,0093-7754 (Print) 0093-7754 (Linking),18,5 Suppl 7,1991 Oct,Interferon studies in the treatment of patients with leukemia.,1-6,"alpha-Interferon has been studied in a variety of hematologic malignancies. alpha-Interferon has efficacy in the treatment of hairy-cell leukemia, and a recent completed comparison with pentostatin in previously untreated patients will provide important insight into its comparative activity in this treatable disorder. Early clinical trials have demonstrated activity in patients with follicular lymphomas. Additional trials are in progress to determine whether interferon administered in different doses and schedules adds to the activity of established chemotherapeutic regimens in this disease. Lastly, trials with alpha-interferon have produced cytogenetic remissions of the Philadelphia chromosome in approximately 10% to 20% of patients with chronic myelogenous leukemia. Attempts to improve upon these results with the addition of high-dose chemotherapy or gamma-interferon have not been successful, and current trials are in progress evaluating the effects of combination with low-dose chemotherapeutic agents such as cytarabine and hydroxyurea. Further follow-up is necessary to determine whether these cytogenetic changes will translate into long-term survival benefits or prevention of blast crisis. Further understanding of the mechanisms of interferon action could be helpful in preselecting the patients who may benefit from trials with interferon, and indeed other ""biologic"" agents.","['Schiffer, C A']",['Schiffer CA'],"['Division of Hematologic Malignancies, University of Maryland Cancer Center, Baltimore.']",['eng'],"['Journal Article', 'Review']",United States,Semin Oncol,Seminars in oncology,0420432,['0 (Interferon-alpha)'],IM,,"['Humans', 'Interferon-alpha/*therapeutic use', 'Leukemia/therapy', 'Lymphoproliferative Disorders/therapy', 'Myeloproliferative Disorders/therapy']",1991/10/01 00:00,1991/10/01 00:01,['1991/10/01 00:00'],"['1991/10/01 00:00 [pubmed]', '1991/10/01 00:01 [medline]', '1991/10/01 00:00 [entrez]']",['0093-7754(91)90034-K [pii]'],ppublish,Semin Oncol. 1991 Oct;18(5 Suppl 7):1-6.,,,,,,,23,,,,,,,,,
1948036,NLM,MEDLINE,19911125,20190618,0036-8075 (Print) 0036-8075 (Linking),254,5031,1991 Oct 25,Cloning of a serotonin transporter affected by antidepressants.,579-80,"A complementary DNA clone for a serotonin (5HT) transporter has been isolated from rat basophilic leukemia cells. The complementary DNA sequence predicts a 653-amino acid protein with 12 to 13 putative transmembrane domains. The 5HT transporter has significant homology to the gamma-aminobutyric acid, dopamine, and norepinephrine transporters. Uptake by CV-1 cells expressing the transporter complementary DNA resembles 5HT uptake by platelets and brain synaptosomes; it is sensitive to antidepressants, amphetamine derivatives, and cocaine.","['Hoffman, B J', 'Mezey, E', 'Brownstein, M J']","['Hoffman BJ', 'Mezey E', 'Brownstein MJ']","['Laboratory of Cell Biology, National Institute of Mental Health, Bethesda, MD 20892.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Science,"Science (New York, N.Y.)",0404511,"['0 (Antidepressive Agents)', '0 (Carrier Proteins)', '0 (Oligonucleotide Probes)', '0 (serotonin-binding protein)', '333DO1RDJY (Serotonin)']",IM,,"['Amino Acid Sequence', 'Animals', 'Antidepressive Agents/*pharmacology', 'Base Sequence', 'Carrier Proteins/drug effects/*genetics/metabolism', 'Cell Line', 'Cloning, Molecular', 'Kinetics', 'Leukemia, Basophilic, Acute', 'Molecular Sequence Data', 'Oligonucleotide Probes', 'Rats', 'Serotonin/*metabolism', 'Transfection']",1991/10/25 00:00,1991/10/25 00:01,['1991/10/25 00:00'],"['1991/10/25 00:00 [pubmed]', '1991/10/25 00:01 [medline]', '1991/10/25 00:00 [entrez]']",['10.1126/science.1948036 [doi]'],ppublish,Science. 1991 Oct 25;254(5031):579-80. doi: 10.1126/science.1948036.,,,,"['GENBANK/M76239', 'GENBANK/M76240', 'GENBANK/M76241', 'GENBANK/M76242', 'GENBANK/M76243', 'GENBANK/M76244', 'GENBANK/M79450', 'GENBANK/M83741', 'GENBANK/M83742', 'GENBANK/S70464']",,,,,,,,,,,,
1947959,NLM,MEDLINE,19911219,20071115,0036-7672 (Print) 0036-7672 (Linking),121,44,1991 Nov 2,[Differentiation antigens on normal bone marrow cells and following culture with growth factors in patients with acute myeloid leukemia (AML)].,1618-20,"In an attempt to detect residual leukemic cells during complete remission (CR), we used 4 monoclonal antibodies detecting markers at different stages of myeloid maturation. Bone marrow cells of AML patients at diagnosis/relapse or in CR were compared with normal controls at day 0 and 7, after incubation with colony stimulating factors, by the alkaline phosphatase/antialkaline phosphatase method. In AML patients at diagnosis/relapse, the expression of the early differentiation markers (CD34, HLA DR) was significantly increased and that of the late marker CD15 significantly decreased at day 0. After day 7 liquid cultures, the markers HLA DR and CD13 were significantly increased and CD15 significantly decreased. During CR a significant increase in day 7 liquid cultures of the markers HLA DR and CD13 was found compared to normal controls. These results may reflect the proliferation in culture of residual leukemic cells in CR patients.","['Muller, M R', 'Schmid, L', 'Lehner, R']","['Muller MR', 'Schmid L', 'Lehner R']","['Forschungsabteilung, Medizinische Klinik C, Kantonsspital St. Gallen.']",['ger'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,"['0 (Antigens, Differentiation)']",IM,,"['Adolescent', 'Adult', 'Aged', 'Antigens, Differentiation/*isolation & purification', '*Bone Marrow Cells', 'Cells, Cultured', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Immunoenzyme Techniques', 'Leukemia, Myeloid, Acute/*immunology', 'Male', 'Middle Aged']",1991/11/02 00:00,1991/11/02 00:01,['1991/11/02 00:00'],"['1991/11/02 00:00 [pubmed]', '1991/11/02 00:01 [medline]', '1991/11/02 00:00 [entrez]']",,ppublish,Schweiz Med Wochenschr. 1991 Nov 2;121(44):1618-20.,,,,,,,,Differenzierungsantigene auf Knochenmarkzellen im Nativzustand und nach Kulturen mit Wachstumsfaktoren bei Patienten mit akuter myeloischer Leukamie (AML).,,,,,,,,
1947946,NLM,MEDLINE,19911217,20061115,0036-7672 (Print) 0036-7672 (Linking),121,41,1991 Oct 12,[Zygomycoses: clinical aspects and pathology in 10 patients].,1493-8,"Deep fungal infections caused by zygomycetes (so-called mucormycoses) are rare. Whereas in the past rhinocerebral mycosis dominated, today a wide range of clinical manifestations must be expected, especially pulmonary infections and invasion of vessel walls with systemic infarction. On the basis of 10 cases of Mucoraceae mycosis and a review of the literature, the predisposing conditions, clinical symptoms and pathologic-anatomic findings are described. Our observations include 7 patients with leukemia and 2 adults and one newborn without malignant neoplasia. Except for the patient with rhinocerebral mycosis, the diagnosis was not established during the patients' lifetime. 3 patients received systemic antimycotic therapy. Our observations suggest that infarctions of internal organs in immunocompromised patients should direct suspicion towards angio-related mycoses, not only of aspergillosis, but also of zygomycosis.","['Donhuijsen, K', 'Grothey, A', 'Volker, B', 'Dermoumi, H']","['Donhuijsen K', 'Grothey A', 'Volker B', 'Dermoumi H']","['Institut fur Pathologie, Universitatsklinik Essen.']",['ger'],"['Case Reports', 'English Abstract', 'Journal Article', 'Review']",Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,,IM,,"['Adult', 'Aged', 'Female', 'Humans', 'Immunocompromised Host', 'Infant, Newborn', 'Leukemia/complications', 'Lung Diseases, Fungal/complications', 'Male', 'Middle Aged', 'Mucormycosis/complications/drug therapy/*pathology']",1991/10/12 00:00,1991/10/12 00:01,['1991/10/12 00:00'],"['1991/10/12 00:00 [pubmed]', '1991/10/12 00:01 [medline]', '1991/10/12 00:00 [entrez]']",,ppublish,Schweiz Med Wochenschr. 1991 Oct 12;121(41):1493-8.,,,,,,,40,Zygomykosen: Klinik und Pathologie bei 10 Patienten.,,,,,,,,
1947508,NLM,MEDLINE,19911226,20190828,0277-6715 (Print) 0277-6715 (Linking),10,10,1991 Oct,Radiation dose and leukaemia risk: general relative risk techniques for dose-response models in a matched case-control study.,1511-26,"Generalized relative risk functions were used to model radiation dose-response information from a large matched case-control study of leukaemia occurring after treatment for cervical cancer. Models suggested by radiobiological theory were investigated and compared to standard analyses of categorical dose-response to the linear model. Local radiation doses to each of fourteen bone marrow compartments for each patient were incorporated into the models, and the corresponding risks were summed. Conditional maximum likelihood methods were used to estimate risk parameters. Unique features of the analysis include modelling both induction and reduction of risk as a function of radiation dose absorbed by different parts of the body within individuals. Detailed statistical aspects of these analyses are presented and discussed.","['Blettner, M', 'Boice, J D Jr']","['Blettner M', 'Boice JD Jr']","['Radiation Epidemiology Branch, National Cancer Institute, NIH, Bethesda, MD 20892.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Stat Med,Statistics in medicine,8215016,,IM,,"['Adult', 'Age Factors', 'Case-Control Studies', 'Confidence Intervals', 'Dose-Response Relationship, Radiation', 'Female', 'Humans', 'Leukemia, Radiation-Induced/*etiology', 'Likelihood Functions', 'Linear Models', 'Mathematical Computing', 'Middle Aged', '*Models, Statistical', '*Risk', 'Uterine Cervical Neoplasms/*radiotherapy']",1991/10/11 19:15,2001/03/28 10:01,['1991/10/11 19:15'],"['1991/10/11 19:15 [pubmed]', '2001/03/28 10:01 [medline]', '1991/10/11 19:15 [entrez]']",['10.1002/sim.4780101004 [doi]'],ppublish,Stat Med. 1991 Oct;10(10):1511-26. doi: 10.1002/sim.4780101004.,,,,,,,,,,,,,,,,
