PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,CIN,GS,SI,CON,RF,EIN,TT,PMC,MID
8400272,NLM,MEDLINE,19931110,20210216,0006-4971 (Print) 0006-4971 (Linking),82,7,1993 Oct 1,Choice of pretransplant treatment and timing of transplants for chronic myelogenous leukemia in chronic phase.,2235-8,"We analyzed the outcome of 450 HLA-identical sibling bone marrow transplants for chronic myelogenous leukemia (CML) in chronic phase performed between 1985 and 1990 and reported to the International Bone Marrow Transplant Registry (IBMTR). All patients received either hydroxyurea (n = 292) or busulfan (n = 158) to treat their CML before transplant. The median interval between diagnosis and transplant was 10 months (range, 1 to 191). Patients treated with hydroxyurea had a higher probability (95% confidence interval) of leukemia-free survival (LFS) at 3 years than those treated with busulfan (61% [51% to 70%] v 45% [36% to 55%], P < .0003). Probability of LFS was also higher in patients transplanted within 1 year of diagnosis (61% [53 to 68%] v 47% [38% to 57%], P < .001). After adjustment for patient and transplant covariables in a multivariate analysis, prior chemotherapy and duration of disease pretransplant were independently associated with LFS. These data support the use of hydroxyurea rather than busulfan and transplant within 1 year of diagnosis for patients with CML and an HLA-identical sibling.","['Goldman, J M', 'Szydlo, R', 'Horowitz, M M', 'Gale, R P', 'Ash, R C', 'Atkinson, K', 'Dicke, K A', 'Gluckman, E', 'Herzig, R H', 'Marmont, A']","['Goldman JM', 'Szydlo R', 'Horowitz MM', 'Gale RP', 'Ash RC', 'Atkinson K', 'Dicke KA', 'Gluckman E', 'Herzig RH', 'Marmont A', 'et al.']","['International Bone Marrow Transplant Registry, Medical College of Wisconsin, Milwaukee 53226.']",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,"['G1LN9045DK (Busulfan)', 'X6Q56QN5QC (Hydroxyurea)']",IM,"['Actuarial Analysis', '*Bone Marrow Transplantation', 'Busulfan/*therapeutic use', 'Follow-Up Studies', 'Humans', 'Hydroxyurea/*therapeutic use', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/drug therapy/mortality/*therapy', 'Probability', 'Recurrence', 'Survival Analysis', 'Time Factors']",1993/10/01 00:00,1993/10/01 00:01,['1993/10/01 00:00'],"['1993/10/01 00:00 [pubmed]', '1993/10/01 00:01 [medline]', '1993/10/01 00:00 [entrez]']",['S0006-4971(20)82338-6 [pii]'],ppublish,Blood. 1993 Oct 1;82(7):2235-8.,"['CP-21161/CP/NCI NIH HHS/United States', 'P01-CA-40053/CA/NCI NIH HHS/United States']","['Blood. 1994 May 1;83(9):2752-3. PMID: 8167356', 'Blood. 1993 Oct 1;82(7):1954-6. PMID: 8400248']",,,,,,,,
8400267,NLM,MEDLINE,19931110,20210216,0006-4971 (Print) 0006-4971 (Linking),82,7,1993 Oct 1,Resistance to all-trans retinoic acid (ATRA) therapy in relapsing acute promyelocytic leukemia: study of in vitro ATRA sensitivity and cellular retinoic acid binding protein levels in leukemic cells.,2175-81,"All-trans retinoic acid (ATRA) induces leukemic cell differentiation and complete remission (CR) in a high proportion of patients with acute promyelocytic leukemia (AML3 subtype). However, relapses occur when ATRA is prescribed as maintenance therapy, and resistance to a second ATRA-induction therapy is frequently observed. An induced hypercatabolism of ATRA has been suggested as a possible mechanism leading to reduced ATRA sensitivity and resistance. CRABPII, an RA cytoplasmic binding protein linked to RA's metabolization pathway, is induced by ATRA in different cell systems. To investigate whether specific features of the AML3 cells at relapse could explain the in vivo resistance observed, we studied the CRABP levels and in vitro sensitivity to ATRA of AML3 cells before and at relapse from ATRA. Relapse-AML3 cells (n = 12) showed reduced differentiation induction when compared with ""virgin""-AML3 cells (n = 31; P < .05). Dose-response studies were performed in 2 cases at relapse and showed decreased sensitivity to low ATRA concentrations. CRABPII levels and in vitro differentiation characteristics of AML3 cells before and at relapse from ATRA therapy were studied concomittantly in 4 patients. High levels of CRABPII (median, 20 fmol/mg of protein) were detected in the cells of the 4 patients at relapse but were not detected before ATRA therapy. Three of these patients showed a decrease in differentiation induction of their leukemic cells, and a failure to achieve CR with a second induction therapy of ATRA 45 mg/m2/day was noted in all patients treated (n = 3). Results from this study provide evidence to support the hypothesis of induced-ATRA metabolism as one of the major mechanisms responsible for ATRA resistance. Monitoring CRABPII levels after ATRA withdrawal may help to determine when to administer ATRA in the maintenance or relapse therapy of AML3 patients.","['Delva, L', 'Cornic, M', 'Balitrand, N', 'Guidez, F', 'Miclea, J M', 'Delmer, A', 'Teillet, F', 'Fenaux, P', 'Castaigne, S', 'Degos, L']","['Delva L', 'Cornic M', 'Balitrand N', 'Guidez F', 'Miclea JM', 'Delmer A', 'Teillet F', 'Fenaux P', 'Castaigne S', 'Degos L', 'et al.']","['Laboratoire de Biologie Cellulaire Hematopoietique, Universite Paris VII, Centre Hayem, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (Receptors, Retinoic Acid)', '5688UTC01R (Tretinoin)']",IM,"['Adult', 'Bone Marrow/drug effects/pathology', 'Cell Differentiation/drug effects', 'Drug Resistance/*physiology', 'Female', 'Humans', 'Leukemia, Promyelocytic, Acute/*drug therapy/pathology', 'Male', 'Middle Aged', 'Receptors, Retinoic Acid/*metabolism', 'Recurrence', 'Remission Induction', 'Tretinoin/metabolism/*pharmacology/*therapeutic use']",1993/10/01 00:00,1993/10/01 00:01,['1993/10/01 00:00'],"['1993/10/01 00:00 [pubmed]', '1993/10/01 00:01 [medline]', '1993/10/01 00:00 [entrez]']",['S0006-4971(20)82330-1 [pii]'],ppublish,Blood. 1993 Oct 1;82(7):2175-81.,,['Blood. 1993 Oct 1;82(7):1949-53. PMID: 8400247'],,,,,,,,
8400265,NLM,MEDLINE,19931110,20210216,0006-4971 (Print) 0006-4971 (Linking),82,7,1993 Oct 1,Molecular analysis of T-cell receptor V beta chains of human T-cell chronic lymphocytic leukemia does not show intraclonal variability: implications for immunotherapy.,2152-6,"Human T-cell chronic lymphocytic leukemia (T-cell CLL) is a heterogeneous disease characterized by a monoclonal malignant proliferation of T cells in which the T-cell receptors (TCRs) can be, when expressed, considered to be membrane tumor-specific antigens. Owing to the increasing number of available monoclonal antihuman TCR reagents, it could be of interest to evaluate the feasibility of anti-TCR treatment during T-cell CLL. To test the therapeutic potentiality of anti-TCR monoclonal antibodies, we first analyzed the intraclonal variability in two terminally ill patients suffering from TCR alpha beta-positive cell CLL bearing different immunophenotypes. The cDNA corresponding to the variable regions of the TCR beta chains originating from the malignant T cells were amplified, cloned into M13 phages, and sequenced. The sequence analysis of multiple independent clones showed no intraclonal variability, with no evidence for ongoing hypermutation in the V beta region genes. The relevance of these findings with regard to an anti-V beta therapy and the comparison with similar analysis during B-cell monoclonal lymphoproliferations are discussed.","['Picard, F', 'Martin, T', 'Legras, F', 'Lioure, B', 'Pasquali, J L']","['Picard F', 'Martin T', 'Legras F', 'Lioure B', 'Pasquali JL']","[""Laboratoire d'Immunopathologie, Hopital Central, Hopitaux Universitaires de Strasbourg, France.""]",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (Antigens, CD)', '0 (CD3 Complex)', '0 (CD4 Antigens)', '0 (CD8 Antigens)', '0 (DNA Primers)', '0 (RNA, Messenger)', '0 (Receptors, Antigen, T-Cell, alpha-beta)']",IM,"['Antigens, CD/blood', 'Base Sequence', 'CD3 Complex/blood', 'CD4 Antigens/blood', 'CD8 Antigens/blood', 'Cloning, Molecular', 'DNA Primers', 'Female', '*Gene Rearrangement, beta-Chain T-Cell Antigen Receptor', '*Genetic Variation', 'Humans', 'Immunophenotyping', '*Immunotherapy', 'Leukemia, Prolymphocytic, T-Cell/blood/genetics/*immunology/*therapy', 'Male', 'Middle Aged', 'Molecular Sequence Data', 'Polymerase Chain Reaction/methods', 'RNA, Messenger/biosynthesis/blood', 'Receptors, Antigen, T-Cell, alpha-beta/analysis/biosynthesis/*genetics', 'T-Lymphocytes/*immunology']",1993/10/01 00:00,1993/10/01 00:01,['1993/10/01 00:00'],"['1993/10/01 00:00 [pubmed]', '1993/10/01 00:01 [medline]', '1993/10/01 00:00 [entrez]']",['S0006-4971(20)82326-X [pii]'],ppublish,Blood. 1993 Oct 1;82(7):2152-6.,,,,['GENBANK/UNKNOWN'],,,,,,
8400254,NLM,MEDLINE,19931110,20210216,0006-4971 (Print) 0006-4971 (Linking),82,7,1993 Oct 1,Clinical course of human T-lymphotropic virus type I carriers with molecularly detectable monoclonal proliferation of T lymphocytes: defining a low- and high-risk population.,2017-24,"To characterize the prodromal phase of adult T-cell leukemia (ATL), a prospective follow-up study was conducted on 50 carriers in a putative pre-ATL state. This state was defined by the presence of molecularly-detectable monoclonal proliferation of human T-lymphotropic virus type I (HTLV-I)-infected T lymphocytes, and the absence of clinical symptoms of leukemia. The median observation time was 50 months. The pre-ATL subjects were divided into two groups according to initial white blood cell (WBC) counts: group A, those with a normal WBC count (9,000/microL) (n = 30), and group B, those with an increased WBC count (9,000 to 15,000) (n = 20). Comparisons were made between the two groups and with a group of 25 patients with chronic ATL (group C) who had WBC counts of more than 15,000. Significant differences in survival rate were found between groups A and B (10-year survival 65.7%) and group C (32.8%) (P < .01), and between group A (10-year survival 90.0%) and group B (52.1%) (P < .05). The incidence of transformation to overt ATL was 10% (3 of 30) in group A and 50% (10 of 20) in group B (P < .01). In six transformed cases (one in A and five in B) we found exactly the same integration sites in pre-ATL and overt ATL phases, confirming the multistep leukemogenesis hypothesized for this disease. However, the pre-ATL subjects could be divided into two distinct prognostic groups based on the initial WBC count; those with good and those with poor prognosis. Although the 10% transformation rate (2.5% annually) in group A seemed to be extremely high compared with that in the general population of HTLV-I carriers (around 0.06% to 0.4% annually), the majority of group A subjects and some in group B showed stable clinical courses without transformation. Further, development of ATL was not observed in four group A subjects with HTLV-I-associated myelopathy (HAM), which is rarely associated with ATL. We propose to call this group of rather benign HTLV-I carriers ""HTLV-I carriers with monoclonal proliferation of T lymphocytes (HCMPT)."" Thus far we have been unable to identify reliable parameters other than WBC counts that prospectively distinguish HCMPT from the true pre-ATL state, in which there is a high probability of developing ATL. Further clinical and biologic approaches should elucidate the natural history of the HTLV-I carrier state and early events in ATL leukemogenesis.","['Ikeda, S', 'Momita, S', 'Kinoshita, K', 'Kamihira, S', 'Moriuchi, Y', 'Tsukasaki, K', 'Ito, M', 'Kanda, T', 'Moriuchi, R', 'Nakamura, T']","['Ikeda S', 'Momita S', 'Kinoshita K', 'Kamihira S', 'Moriuchi Y', 'Tsukasaki K', 'Ito M', 'Kanda T', 'Moriuchi R', 'Nakamura T', 'et al.']","['Department of Hematology, Nagasaki University School of Medicine, Japan.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (DNA, Viral)']",IM,"['Adult', 'Aged', 'Carrier State/epidemiology/immunology/*physiopathology', 'Cause of Death', 'DNA, Viral/blood/isolation & purification', 'Female', 'Follow-Up Studies', 'Human T-lymphotropic virus 1/genetics/*isolation & purification', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/epidemiology/immunology/mortality/*physiopathology', 'Leukocyte Count', '*Lymphocyte Activation', 'Male', 'Middle Aged', 'Preleukemia/epidemiology/immunology/mortality/*physiopathology', 'Prospective Studies', 'Risk Factors', 'Survival Analysis', 'T-Lymphocytes/*immunology', 'Time Factors', 'Virus Integration']",1993/10/01 00:00,1993/10/01 00:01,['1993/10/01 00:00'],"['1993/10/01 00:00 [pubmed]', '1993/10/01 00:01 [medline]', '1993/10/01 00:00 [entrez]']",['S0006-4971(20)82309-X [pii]'],ppublish,Blood. 1993 Oct 1;82(7):2017-24.,,,,,,,,,,
8400248,NLM,MEDLINE,19931110,20210216,0006-4971 (Print) 0006-4971 (Linking),82,7,1993 Oct 1,Treatment of chronic myeloid leukemia by marrow transplantation.,1954-6,,"['Clift, R A', 'Appelbaum, F R', 'Thomas, E D']","['Clift RA', 'Appelbaum FR', 'Thomas ED']",,['eng'],"['Comment', 'Editorial', 'Review']",United States,Blood,Blood,7603509,,IM,"['Adult', '*Bone Marrow Transplantation', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/mortality/*therapy', 'Middle Aged', 'Survival Analysis', 'Survival Rate']",1993/10/01 00:00,1993/10/01 00:01,['1993/10/01 00:00'],"['1993/10/01 00:00 [pubmed]', '1993/10/01 00:01 [medline]', '1993/10/01 00:00 [entrez]']",['S0006-4971(20)82299-X [pii]'],ppublish,Blood. 1993 Oct 1;82(7):1954-6.,,['Blood. 1994 May 1;83(9):2752-3. PMID: 8167356'],,,['Blood. 1993 Oct 1;82(7):2235-8. PMID: 8400272'],11,,,,
8400247,NLM,MEDLINE,19931110,20210216,0006-4971 (Print) 0006-4971 (Linking),82,7,1993 Oct 1,"Retinoid resistance in acute promyelocytic leukemia: new mechanisms, strategies, and implications.",1949-53,,"['Warrell, R P Jr']",['Warrell RP Jr'],,['eng'],"['Comment', 'Editorial', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Blood,Blood,7603509,"['0 (Retinoids)', '5688UTC01R (Tretinoin)']",IM,"['*Drug Resistance', 'Humans', 'Leukemia, Promyelocytic, Acute/drug therapy/*physiopathology', 'Retinoids/*pharmacology/*therapeutic use', 'Tretinoin/therapeutic use', 'Tumor Cells, Cultured']",1993/10/01 00:00,2001/03/28 10:01,['1993/10/01 00:00'],"['1993/10/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1993/10/01 00:00 [entrez]']",['S0006-4971(20)82298-8 [pii]'],ppublish,Blood. 1993 Oct 1;82(7):1949-53.,"['CA-57645/CA/NCI NIH HHS/United States', 'FD-R-000764/FD/FDA HHS/United States']",,,,['Blood. 1993 Oct 1;82(7):2175-81. PMID: 8400267'],57,,,,
8400245,NLM,MEDLINE,19931025,20210216,0006-4971 (Print) 0006-4971 (Linking),82,6,1993 Sep 15,Chromosome abnormalities and RB1 gene deletions in chronic lymphocytic leukemia.,1938-9,,"['Juliusson, G', 'Gahrton, G', 'Einhorn, S', 'Liu, Y', 'Oscier, D G', 'Chapman, R']","['Juliusson G', 'Gahrton G', 'Einhorn S', 'Liu Y', 'Oscier DG', 'Chapman R']",,['eng'],"['Comment', 'Letter']",United States,Blood,Blood,7603509,,IM,"['*Chromosome Aberrations', '*Chromosome Disorders', 'Chromosomes, Human, Pair 12', 'Chromosomes, Human, Pair 13', 'Gene Deletion', '*Genes, Retinoblastoma', 'Humans', 'In Situ Hybridization, Fluorescence', 'Leukemia, Lymphocytic, Chronic, B-Cell/*genetics', 'Trisomy']",1993/09/15 00:00,1993/09/15 00:01,['1993/09/15 00:00'],"['1993/09/15 00:00 [pubmed]', '1993/09/15 00:01 [medline]', '1993/09/15 00:00 [entrez]']",['S0006-4971(20)78373-4 [pii]'],ppublish,Blood. 1993 Sep 15;82(6):1938-9.,,,['RB1'],,['Blood. 1993 Apr 15;81(8):1979-83. PMID: 8471759'],,,,,
8400244,NLM,MEDLINE,19931025,20210216,0006-4971 (Print) 0006-4971 (Linking),82,6,1993 Sep 15,Levels of expression of mdr-3 and glutathione-S-transferase genes in chronic lymphocytic leukemia lymphocytes.,1937-8,,"['Warr, J R', 'Levie, S E', 'Perkins, L J', 'Macklin, H J', 'Child, J A', 'Winfield, D A', 'Hancock, B W']","['Warr JR', 'Levie SE', 'Perkins LJ', 'Macklin HJ', 'Child JA', 'Winfield DA', 'Hancock BW']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (RNA, Messenger)', 'EC 2.5.1.18 (Glutathione Transferase)']",IM,"['Drug Resistance/*genetics', 'Gene Expression', 'Glutathione Transferase/*biosynthesis/genetics', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/enzymology/*genetics', 'Lymphocytes/enzymology/*metabolism', 'RNA, Messenger/biosynthesis/metabolism']",1993/09/15 00:00,1993/09/15 00:01,['1993/09/15 00:00'],"['1993/09/15 00:00 [pubmed]', '1993/09/15 00:01 [medline]', '1993/09/15 00:00 [entrez]']",['S0006-4971(20)78372-2 [pii]'],ppublish,Blood. 1993 Sep 15;82(6):1937-8.,,,"['GST', 'mdr-1', 'mdr-3']",,,,,,,
8400243,NLM,MEDLINE,19931025,20210216,0006-4971 (Print) 0006-4971 (Linking),82,6,1993 Sep 15,Competitive polymerase chain reaction to estimate the number of BCR-ABL transcripts in chronic myeloid leukemia patients after bone marrow transplantation.,1929-36,"We have developed a competitive polymerase chain reaction (PCR) titration assay that estimates the number of BCR-ABL transcripts in chronic myeloid leukemia patients to monitor minimal residual disease after bone marrow transplantation (BMT). The assay gave reproducible results and allowed differences in BCR-ABL message levels of half an order of magnitude to be distinguished. Of 91 patients studied by nonquantitative PCR, 28 who had a positive PCR result on at least one occasion posttransplant were analyzed by competitive PCR. Seventeen patients had no evidence in their marrow of cytogenetic relapse during the period of observation; BCR-ABL transcript numbers in these cases ranged from approximately 10 to 800/micrograms RNA. Ten of the 11 patients who relapsed cytogenetically were studied when Philadelphia-positive metaphases were first detected in their marrow; transcript numbers ranged from 1,600 to 7 x 10(5)/micrograms RNA. Patients in hematologic relapse had between 9 x 10(4) and 10(6) BCR-ABL transcripts/micrograms RNA. Patients who progressed from cytogenetic remission to cytogenetic relapse and then to hematologic relapse had increasing numbers of BCR-ABL transcripts in their blood. Three patients had clear evidence of rising numbers of BCR-ABL transcripts before routine detection of cytogenetic relapse. Conversely patients without cytogenetic relapse generally had low or falling numbers of transcripts. We conclude that serial monitoring of residual disease post-BMT by estimating the number of BCR-ABL transcripts provides more information than conventional cytogenetics or nonquantitative PCR and may identify patients in need of therapeutic intervention before the onset of overt relapse.","['Cross, N C', 'Feng, L', 'Chase, A', 'Bungey, J', 'Hughes, T P', 'Goldman, J M']","['Cross NC', 'Feng L', 'Chase A', 'Bungey J', 'Hughes TP', 'Goldman JM']","['LRF Centre for Adult Leukaemia, Royal Postgraduate Medical School, London, UK.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (Oligodeoxyribonucleotides)', '0 (RNA, Neoplasm)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Base Sequence', 'Bone Marrow Transplantation/*physiology', 'Follow-Up Studies', 'Fusion Proteins, bcr-abl/analysis/*biosynthesis/genetics', '*Gene Expression', 'Humans', 'Karyotyping', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics/*surgery', 'Molecular Sequence Data', 'Oligodeoxyribonucleotides', 'Plasmids', 'Polymerase Chain Reaction/*methods', 'Prospective Studies', 'RNA, Neoplasm/blood/genetics/isolation & purification', 'Recurrence', 'Time Factors', 'Transcription, Genetic']",1993/09/15 00:00,1993/09/15 00:01,['1993/09/15 00:00'],"['1993/09/15 00:00 [pubmed]', '1993/09/15 00:01 [medline]', '1993/09/15 00:00 [entrez]']",['S0006-4971(20)78371-0 [pii]'],ppublish,Blood. 1993 Sep 15;82(6):1929-36.,,,,,,,,,,
8400242,NLM,MEDLINE,19931025,20210216,0006-4971 (Print) 0006-4971 (Linking),82,6,1993 Sep 15,Mixed T-lymphoid chimerism after allogeneic bone marrow transplantation for hematologic malignancies of children is not correlated with relapse.,1921-8,"We performed polymerase chain reaction-variable number of tandem repeats analysis of flow-sorted peripheral blood T-, B-, natural killer-, and myeloid cell populations (van Leeuwen et al, Br J Haematol 79:218, 1991) in 32 children following allogeneic bone marrow transplantation (BMT) for leukemia to evaluate the relationship between mixed lymphoid chimerism and leukemia relapse. Five patients showed a stable mixed chimerism pattern characterized by the presence of both recipient as well as donor type cells in all cell populations up to 1 year posttransplantation. Five others showed transient mixed chimerism in the T-lymphoid cell lineage. In one patient, host T cells persisted until leukemia relapse. The remaining 21 patients showed a complete chimerism throughout the period of investigation. Twenty-five of these patients were classified according to the presence (n = 10) or absence (n = 15) of recipient type T cells. Statistical analysis did not show significant differences in the distribution of a number of clinical variables between the two groups, nor in the actuarial survival (P = .11) and leukemia-free interval (P = .97). Therefore, these results suggest that persistence of recipient type T lymphoid cells after allogeneic BMT for hematologic malignancies is not correlated with leukemia relapse. In addition, we observed that persistence of host cells within the original leukemia cell lineage and at the correct maturational stage was predictive for leukemia relapse in one case.","['van Leeuwen, J E', 'van Tol, M J', 'Joosten, A M', 'Wijnen, J T', 'Khan, P M', 'Vossen, J M']","['van Leeuwen JE', 'van Tol MJ', 'Joosten AM', 'Wijnen JT', 'Khan PM', 'Vossen JM']","['Department of Pediatrics, Leiden University Hospital, The Netherlands.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (Antigens, CD)']",IM,"['Adolescent', 'Antigens, CD/*analysis', 'Bone Marrow Transplantation/*immunology', 'Child', 'Child, Preschool', '*Chimera', 'Female', 'Follow-Up Studies', 'Humans', 'Leukemia/*immunology/*surgery', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/immunology/surgery', 'Male', 'Prognosis', 'Recurrence', 'Retrospective Studies', 'T-Lymphocytes/*immunology', 'Time Factors']",1993/09/15 00:00,1993/09/15 00:01,['1993/09/15 00:00'],"['1993/09/15 00:00 [pubmed]', '1993/09/15 00:01 [medline]', '1993/09/15 00:00 [entrez]']",['S0006-4971(20)78370-9 [pii]'],ppublish,Blood. 1993 Sep 15;82(6):1921-8.,,,,,,,,,,
