PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,CIN,PS,FPS,TT,RF,PMC,CN,CI,DEP,LID,EIN,CON,OAB,OABL,SI,OTO,OT,IR,FIR,IRAD
11299729,NLM,MEDLINE,20010503,20061115,0250-7005 (Print) 0250-7005 (Linking),21,1A,2001 Jan-Feb,"The cytotoxicity of 1-(1-phenylalkylideneamino)-2,4-azetidinediones and their mode of action in human and murine tumor cells.",157-65,"The 1-(1-phenylalkylideneamino)-2,4-azetidinediones are potent cytotoxic agents against the growth of human and murine leukemias, lymphoma, and suspended HeLa uterine carcinoma. In cell lines cultured from solid human tumors, the agents were more selective with only a few agents demonstrating significant activity against the growth of HCT-8 ileum adenocarcinoma, Saos-2 osteosarcoma, KB nasopharynx, MCF-7 breast effusion, and ovary 1-A9 carcinoma A mode of action study in murine L1210 lymphoid leukemia cells showed that the agents inhibited DNA and RNA syntheses after 60 min. The compounds were potent inhibitors of the de novo purine synthesis suppressing the activity of both regulatory enzymes of the pathway, i.e., PRPP-amido transferase and IMP dehydrogenase. In addition, the agents reduced the activity of ribonucleotide reductase, dihydrofolate reductase, RNA polymerases, and thymidine kinases as well as the reduction of d[NTP] pools. All of these effects would contribute to the overall reduction of DNA and RNA syntheses. The DNA molecule itself was not a target for the agents in that alkylation of nucleoide bases, intercalation between base pairs, and cross-linking of DNA strands did not occur.","['Izydore, R A', 'Zhang, Y', 'Zhou, X', 'Warren, A E', 'Wheaton, J R', 'Hall, I H']","['Izydore RA', 'Zhang Y', 'Zhou X', 'Warren AE', 'Wheaton JR', 'Hall IH']","['Division of Medicinal Chemistry and Natural Products, School of Pharmacy, University of North Carolina, Chapel Hill, North Carolina, 27599-7360, USA.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Greece,Anticancer Res,Anticancer research,8102988,"['0 (Antimetabolites, Antineoplastic)', '0 (Azetidines)', '0 (Purines)']",IM,"['Animals', 'Antimetabolites, Antineoplastic/*pharmacology', 'Azetidines/*pharmacology', 'DNA Replication/drug effects', 'Drug Screening Assays, Antitumor', 'HL-60 Cells', 'HeLa Cells', 'Humans', 'Leukemia L1210/*drug therapy', 'Mice', 'Purines/metabolism', 'Transcription, Genetic/drug effects', 'Tumor Cells, Cultured']",2001/04/13 10:00,2001/05/05 10:01,['2001/04/13 10:00'],"['2001/04/13 10:00 [pubmed]', '2001/05/05 10:01 [medline]', '2001/04/13 10:00 [entrez]']",,ppublish,Anticancer Res. 2001 Jan-Feb;21(1A):157-65.,,,,,,,,,,,,,,,,,,,,,
11299723,NLM,MEDLINE,20010503,20131121,0250-7005 (Print) 0250-7005 (Linking),21,1A,2001 Jan-Feb,Development of a double-drug-resistant human leukemia model to cytosine arabinoside and L-asparaginase: evaluation of cross-resistance to other treatment modalities.,11-22,"We have developed an in vitro model of 38 T-lymphoblastic leukemia lines resistant to cytosine arabinoside (ara-C) and L-asparaginase (ASNase). Of these, 26 cell lines resistant to both drugs, 6 resistant to ara-C, and 6 resistant to ASNase were isolated. In 18 of these cell lines, all randomly selected, resistance to ara-C, ASNase and gamma radiation was documented by the MTT and trypan blue assays, as well as flow cytometry with Annexin V and propidium iodide (PI) staining. In these lines, p53, p21WAF1, and bcl-2 levels were measured by ELISA. Results show that P21WAF1 upregulation following p53 induction did not occur, suggesting that p53 function may be lost. Moreover, the data imply that upregulation of bcl-2 is critical in the development of resistance to ara-C and ASNase in these leukemic lines. In the CEM/0 parent line, p53 maintained its ability to interact with its DNA binding site as documented by the electrophoretic mobility shift assay (EMSA). But in one single- and one double-resistant leukemic cell line examined, p53 was not shown to maintain this ability. We conclude that double-resistant clones to ara-C and ASNase are refractory to both drugs, providing an excellent leukemic model to investigate the multiple-drug resistance.","['Majlessipour, F', 'Kwock, R', 'Martin-Aragon, S', 'Weinberg, K I', 'Avramis, V I']","['Majlessipour F', 'Kwock R', 'Martin-Aragon S', 'Weinberg KI', 'Avramis VI']","['Division of Hematology/Oncology, University of Southern California, School of Medicine, Childrens Hospital Los Angeles, Los Angeles, CA, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Greece,Anticancer Res,Anticancer research,8102988,"['0 (Annexin A5)', '0 (CDKN1A protein, human)', '0 (Coloring Agents)', '0 (Cyclin-Dependent Kinase Inhibitor p21)', '0 (Cyclins)', '0 (Proto-Oncogene Proteins c-bcl-2)', '0 (Tumor Suppressor Protein p53)', '04079A1RDZ (Cytarabine)', '36015-30-2 (Propidium)', 'EC 3.5.1.1 (Asparaginase)', 'EC 6.3.1.1 (Aspartate-Ammonia Ligase)']",IM,"['Annexin A5/chemistry', 'Antineoplastic Combined Chemotherapy Protocols/*pharmacology', 'Apoptosis/drug effects', 'Asparaginase/metabolism/*pharmacology', 'Aspartate-Ammonia Ligase/metabolism', 'Clone Cells', 'Coloring Agents/chemistry', 'Cyclin-Dependent Kinase Inhibitor p21', 'Cyclins/metabolism', 'Cytarabine/*pharmacology', '*Drug Resistance, Multiple', 'Drug Resistance, Neoplasm', 'Drug Screening Assays, Antitumor', 'Gamma Rays', 'Humans', 'Leukemia, T-Cell/*drug therapy/metabolism/pathology/radiotherapy', '*Models, Biological', 'Propidium/chemistry', 'Proto-Oncogene Proteins c-bcl-2/metabolism', 'Tumor Cells, Cultured', 'Tumor Suppressor Protein p53/metabolism']",2001/04/13 10:00,2001/05/05 10:01,['2001/04/13 10:00'],"['2001/04/13 10:00 [pubmed]', '2001/05/05 10:01 [medline]', '2001/04/13 10:00 [entrez]']",,ppublish,Anticancer Res. 2001 Jan-Feb;21(1A):11-22.,,,,,,,,,,,,,,,,,,,,,
11299423,NLM,MEDLINE,20010719,20190815,0004-282X (Print) 0004-282X (Linking),59,1,2001 Mar,Familial cancer: depressed NK-cell cytotoxicity in healthy and cancer affected members.,6-10,"Depressed natural killer (NK) cell activity has been showed in family members of patients with different types of cancer. The present work aimed to evaluate T cell subsets and NK cell cytotoxic activity in 15 members of a family with high incidence of tumors, such as glioblastoma, gastric, pancreas and colon rectal carcinoma, chronic myelocitic leukemia, melanoma and osteoblastoma. As controls, 19 healthy subjects with the age range equivalent were studied. The enumeration of CD3+ lymphocytes and their CD4+ and CD8+ subsets were defined by monoclonal antibodies and NK cell cytotoxicity towards K562 target cells were evaluated by single cell-assay. The results showed in family members low percentage of total T cells (CD3+), and their CD4+ subset and impairment of CD4/CD8 ratio in relation to control group. All family members presented percentage of NK-target cell conjugate formation below the minimum value observed in control group. Thirteen people were examined and followed up during five years, in order to assure that there was no undiagnosed or unsuspected disease at the moment of evaluation. One of them developed osteoblastoma and other malignant melanoma. Two cancer patients, with glioblastoma and chronic myelocytic leukemia were studied during illness. All the corresponding values were comparable. The persistence of low percentage of conjugate formation may be related to a defect on adhesion molecules expression in the surface of NK cells that was probably responsible for the low activity of these cells presented by the family group. Thus, the inheritance mechanism of low adherence of NK cells should have a prognostic value in determining the risk of developing tumors.","['Montelli, T C', 'Peracoli, M T', 'Gabarra, R C', 'Soares, A M', 'Kurokawa, C S']","['Montelli TC', 'Peracoli MT', 'Gabarra RC', 'Soares AM', 'Kurokawa CS']","['Departamento de Neurologia e Psiquiatria, Faculdade de Medicina, Universidade Estadual Paulista, Botucatu, Sao Paulo, Brasil. montelli@laser.com.br']",['eng'],['Journal Article'],Brazil,Arq Neuropsiquiatr,Arquivos de neuro-psiquiatria,0125444,"['0 (Antibodies, Monoclonal)', '0 (Cell Adhesion Molecules)']",IM,"['Adolescent', 'Adult', 'Antibodies, Monoclonal/immunology', 'CD4-CD8 Ratio', 'Case-Control Studies', 'Cell Adhesion Molecules/genetics', 'Cytotoxicity Tests, Immunologic', '*Cytotoxicity, Immunologic', 'Female', 'Glioblastoma/genetics/immunology', 'Humans', 'Immunity, Cellular', 'Killer Cells, Natural/*immunology', 'Lymphocyte Subsets', 'Male', 'Middle Aged', 'Neoplasms/genetics/*immunology', 'Pedigree', 'Statistics, Nonparametric', 'T-Lymphocytes, Cytotoxic/*immunology']",2001/04/12 10:00,2001/07/20 10:01,['2001/04/12 10:00'],"['2001/04/12 10:00 [pubmed]', '2001/07/20 10:01 [medline]', '2001/04/12 10:00 [entrez]']","['S0004-282X2001000100003 [pii]', '10.1590/s0004-282x2001000100003 [doi]']",ppublish,Arq Neuropsiquiatr. 2001 Mar;59(1):6-10. doi: 10.1590/s0004-282x2001000100003.,,,,,,,,,,,,,,,,,,,,,
11298855,NLM,MEDLINE,20010510,20190906,0954-6820 (Print) 0954-6820 (Linking),249,4,2001 Apr,Gene transfer and the treatment of haematological malignancy.,345-58,"Gene therapy offers an additional therapeutic modality for treating haematological malignancy. Because gene therapies could be truly specific for the malignancy, they should ultimately prove both safe and effective. We have far to go before this full potential is realized, but gene transfer strategies are already showing therapeutic promise. Gene transfer may be used to correct the genetic defect in the tumour, to render it more susceptible to conventional therapies, or the normal host cells more resistant, to induce or amplify an antitumour immune response, or simply as a means of tracking the tumour or cells used for treatment. This article describes examples of each approach and discusses future prospects for the field.","['Brenner, M K']",['Brenner MK'],"['Center for Cell and Gene Therapy, Baylor College of Medicine, Houston, TX 77030, USA.']",['eng'],"['Journal Article', 'Review']",England,J Intern Med,Journal of internal medicine,8904841,"['0 (Antiviral Agents)', '0 (Cancer Vaccines)', '0 (Prodrugs)', 'P9G3CKZ4P5 (Ganciclovir)']",IM,"['Animals', 'Antiviral Agents/therapeutic use', 'Bone Marrow Transplantation', 'Cancer Vaccines', 'Epstein-Barr Virus Infections/immunology', 'Ganciclovir/therapeutic use', '*Gene Transfer Techniques', '*Genetic Therapy', 'Hematologic Neoplasms/*therapy', 'Hematopoietic Stem Cells', 'Hodgkin Disease/therapy/virology', 'Humans', 'Leukemia/therapy', 'Lymphoproliferative Disorders/immunology/virology', 'Prodrugs', 'T-Lymphocytes, Cytotoxic', 'Virus Latency']",2001/04/12 10:00,2001/05/22 10:01,['2001/04/12 10:00'],"['2001/04/12 10:00 [pubmed]', '2001/05/22 10:01 [medline]', '2001/04/12 10:00 [entrez]']","['jim807 [pii]', '10.1046/j.1365-2796.2001.00807.x [doi]']",ppublish,J Intern Med. 2001 Apr;249(4):345-58. doi: 10.1046/j.1365-2796.2001.00807.x.,,,,,,85,,,,,,,,,,,,,,,
11298601,NLM,MEDLINE,20010510,20190705,0007-1048 (Print) 0007-1048 (Linking),112,4,2001 Mar,"Characterization and localization of expression of an erythropoietin-induced gene, ERIC-1/TACC3, identified in erythroid precursor cells.",1016-24,"Gene expression profiles during erythropoietin (Epo)-induced differentiation of erythroid progenitor cells derived from the Friend virus anaemia (FVA) and phenylhydrazine (PHZ) murine models have been examined using differential display polymerase chain reaction (PCR). Ten cDNA fragments upregulated by Epo were isolated. The ribonuclease protection assay confirmed differential expression between Epo-stimulated and Epo-deprived cells for one of these, provisionally named ERIC-1. Sequencing of the full-length cDNA predicted a protein of 558 amino acids, 17 amino acids longer than mTACC3, the third member of a novel family of proteins that contain a coiled-coil domain. The human homologue, cloned using rapid amplification of cDNA ends (RACE)-PCR, encodes a larger protein of 838 amino acids that is identical to hTACC3. In addition to erythroid precursor cells, ERIC-1/TACC3 is expressed at high levels in the testes, at moderate levels in the thymus and peripheral leucocytes, and at lower levels in the spleen and intestinal tissue. Immunohistochemical analysis using an antibody to a GST fusion product of the C-terminus of hERIC-1/TACC3 revealed that it is localized to Sertoli cells in the human testes. Confocal microscopy demonstrated hERIC-1/TACC3 protein concentrated in the perinuclear vesicles of dermal microvascular endothelial cells. Although ERIC-1/TACC3 is expressed in a wide range of tissues, its upregulation by Epo in erythroid progenitors implies that it has a role in terminal erythropoiesis.","['McKeveney, P J', 'Hodges, V M', 'Mullan, R N', 'Maxwell, P', 'Simpson, D', 'Thompson, A', 'Winter, P C', 'Lappin, T R', 'Maxwell, A P']","['McKeveney PJ', 'Hodges VM', 'Mullan RN', 'Maxwell P', 'Simpson D', 'Thompson A', 'Winter PC', 'Lappin TR', 'Maxwell AP']","[""Department of Nephrology, Belfast City Hospital, The Queen's University of Belfast, Tower Block, Lisburn Road, Belfast BT9 7AB, Northern Ireland, UK.""]",['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,"['0 (Microtubule-Associated Proteins)', '0 (Phenylhydrazines)', '0 (TACC3 protein, human)', '064F424C9K (phenylhydrazine)', '11096-26-7 (Erythropoietin)']",IM,"['Amino Acid Sequence', 'Animals', 'Base Sequence', 'Blotting, Western', 'Erythroid Precursor Cells/*physiology', 'Erythropoiesis/*genetics', 'Erythropoietin/*physiology', 'Friend murine leukemia virus', 'Gene Expression', 'Humans', 'Immunohistochemistry', 'Leukemia, Erythroblastic, Acute/*genetics', 'Male', 'Mice', 'Microtubule-Associated Proteins/*genetics', 'Molecular Sequence Data', 'Phenylhydrazines', 'Polymerase Chain Reaction', 'Reverse Transcriptase Polymerase Chain Reaction', 'Sequence Analysis, DNA', 'Sertoli Cells/physiology', 'Tumor Cells, Cultured']",2001/04/12 10:00,2001/05/22 10:01,['2001/04/12 10:00'],"['2001/04/12 10:00 [pubmed]', '2001/05/22 10:01 [medline]', '2001/04/12 10:00 [entrez]']","['bjh2644 [pii]', '10.1046/j.1365-2141.2001.02644.x [doi]']",ppublish,Br J Haematol. 2001 Mar;112(4):1016-24. doi: 10.1046/j.1365-2141.2001.02644.x.,,,,,,,,,,,,,,,,,,,,,
11298600,NLM,MEDLINE,20010510,20190705,0007-1048 (Print) 0007-1048 (Linking),112,4,2001 Mar,Continuous complete remission in adult patients with acute lymphocytic leukaemia at a median observation of 12 years after autologous bone marrow transplantation.,1012-5,"We report our long-term experience with autologous bone marrow transplantation (ABMT) for 32 adult patients with acute lymphocytic leukaemia (ALL) in second or later remission (CR), or in first CR but with high-risk. Bone marrow was purged with mafosfamide (n = 25) or with immunomagnetic beads and monoclonal antibodies (n = 7). Retrospective analysis showed that 12 out of 32 patients were in continuous complete remission (CCR) at a median of 143 months (range 66-181 months). A plateau was reached at 50 months and the disease-free and overall survival rates were both 37.5%. It was notable that durable CCR could be achieved for patients in second (three out of nine) or third (one out of six) CR. ABMT could produce durable CCR and the long-term outcome compared favourably with those reported for allogeneic transplantation.","['Abdallah, A', 'Egerer, G', 'Goldschmidt, H', 'Wannenmacher, M', 'Korbling, M', 'Ho, A D']","['Abdallah A', 'Egerer G', 'Goldschmidt H', 'Wannenmacher M', 'Korbling M', 'Ho AD']","['Department of Medicine V, University of Heidelberg, Hospitalstr. 3, 69115 Heidelberg, Germany.']",['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,,IM,"['Adolescent', 'Adult', '*Bone Marrow Transplantation', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*therapy', 'Remission Induction', 'Retrospective Studies', 'Transplantation, Autologous']",2001/04/12 10:00,2001/05/22 10:01,['2001/04/12 10:00'],"['2001/04/12 10:00 [pubmed]', '2001/05/22 10:01 [medline]', '2001/04/12 10:00 [entrez]']","['bjh2634 [pii]', '10.1046/j.1365-2141.2001.02634.x [doi]']",ppublish,Br J Haematol. 2001 Mar;112(4):1012-5. doi: 10.1046/j.1365-2141.2001.02634.x.,,,,,,,,,,,,,,,,,,,,,
11298597,NLM,MEDLINE,20010510,20190705,0007-1048 (Print) 0007-1048 (Linking),112,4,2001 Mar,The biological significance of HLA-DP gene variation in haematopoietic cell transplantation.,988-94,"Although it has been over 25 years since HLA-DP was mapped to the major histocompatibility complex (MHC), its biological functions remain ill-defined. We sought to test the hypothesis that HLA-DP functions in a manner similar to that of other class II genes by measuring the risk of clinically severe grades III-IV acute graft-vs.-host disease (GVHD) associated with recipient HLA-DP disparity after haematopoietic cell transplantation. HLA-DPB1 exon 2 was sequenced in 205 patients who underwent transplantation from HLA-A, -B, -C, -DRB1 and -DQB1 allele-matched unrelated donors. HLA-DPB1 mismatched recipients experienced a significantly increased risk of acute GVHD compared with HLA-DP-identical transplants. Patients who were mismatched for a single HLA-DPB1 allele had an odds ratio (OR) of 1.0 (0.5, 2.2; P = 0.99) and patients who were mismatched for two alleles had an OR of 2.2 (1.0, 4.9; P = 0.06) for developing acute GVHD. Compared with matched and single-allele mismatched transplants, patients who were mismatched for two DPB1 alleles had an OR of 2.2 (1.2, 4.1; P = 0.01). HLA-DP plays an important role in the alloimmune response. A threshold effect of multiple HLA-DP disparities is evident in determining the risk of acute GVHD after haematopoietic cell transplantation from unrelated donors.","['Petersdorf, E W', 'Gooley, T', 'Malkki, M', 'Anasetti, C', 'Martin, P', 'Woolfrey, A', 'Smith, A', 'Mickelson, E', 'Hansen, J A']","['Petersdorf EW', 'Gooley T', 'Malkki M', 'Anasetti C', 'Martin P', 'Woolfrey A', 'Smith A', 'Mickelson E', 'Hansen JA']","['Division of Clinical Research, Fred Hutchinson Cancer Research Center, 1100 Fairview Avenue N, D4-100, Seattle, WA 98109-1024, USA. epetersd@fhcrc.org']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Br J Haematol,British journal of haematology,0372544,"['0 (HLA-DP Antigens)', '0 (HLA-DP beta-Chains)', '0 (HLA-DPB1 antigen)']",IM,"['Adolescent', 'Adult', 'Child', 'Female', 'Follow-Up Studies', 'Graft vs Host Disease/*immunology', 'HLA-DP Antigens/*genetics', 'HLA-DP beta-Chains', '*Hematopoietic Stem Cell Transplantation', 'Histocompatibility Testing', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/immunology/*surgery', 'Male', 'Middle Aged', 'Odds Ratio', 'Proportional Hazards Models', 'Risk', 'Transplantation Immunology/*genetics', 'Transplantation, Homologous']",2001/04/12 10:00,2001/05/22 10:01,['2001/04/12 10:00'],"['2001/04/12 10:00 [pubmed]', '2001/05/22 10:01 [medline]', '2001/04/12 10:00 [entrez]']","['bjh2655 [pii]', '10.1046/j.1365-2141.2001.02655.x [doi]']",ppublish,Br J Haematol. 2001 Mar;112(4):988-94. doi: 10.1046/j.1365-2141.2001.02655.x.,"['AI33484/AI/NIAID NIH HHS/United States', 'CA15704/CA/NCI NIH HHS/United States', 'CA18029/CA/NCI NIH HHS/United States', 'CA72978/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,,,,,,,,
11298596,NLM,MEDLINE,20010510,20190705,0007-1048 (Print) 0007-1048 (Linking),112,4,2001 Mar,Cord blood transplantation from HLA-mismatched unrelated donors as a treatment for children with haematological malignancies.,981-7,"Factors influencing the outcome for 39 children with haematological malignancy who were subjected to a cord blood transplantation (CBT) from genotypically HLA-mismatched unrelated donors were analysed. This retrospective study included 21 children with acute lymphoblastic leukaemia, 15 with acute myelogenous leukaemia and one each with chronic myelogenous leukaemia, refractory anaemia with myelodysplastic syndrome (MDS) and juvenile myelomonocytic leukaemia (JMML). Those subjected to CBT during the first or second complete remission (CR) and MDS without blasts were assigned to the standard-risk (SR) group (n = 16). Patients in third or subsequent remission, relapse or partial remission with refractory leukaemia at the time of CBT were considered to be in advanced phase, and placed in the high-risk (HR) group (n = 11). JMML and the second CR after a relapse (n = 8), or bone marrow failure after a rejection (n = 3), following haematopoietic stem cell transplantation (HSCT) in the first CR were included in the high-risk group. Kaplan-Meier estimates for neutrophil and platelet recovery were 83.7 +/- 12.2 at d 60 and 55.4 +/- 16.6% at d 100 respectively. The incidence of grades II-VI acute graft-versus-host disease was 58.5 +/- 16.8%. The Kaplan-Meier estimate for 3-year event-free survival (EFS) was 49.2 +/- 16.6. From multivariate analysis, the most important factor influencing EFS was disease status at CBT: SR patients had a 3-year EFS of 75.0 +/- 21.6%, compared with 29.6 +/- 20.6% for those with HR disease (P = 0.013, RR 4.746, 95% CI 1.382-16.298). These data confirm that HLA-mismatched, unrelated CBT is a feasible procedure to cure a significant proportion of children with leukaemia, especially if conducted in a favourable phase of the disease.","['Ohnuma, K', 'Isoyama, K', 'Ikuta, K', 'Toyoda, Y', 'Nakamura, J', 'Nakajima, F', 'Tsuchida, M', 'Ohira, M', 'Suminoe, A', 'Hara, T', 'Nishihira, H']","['Ohnuma K', 'Isoyama K', 'Ikuta K', 'Toyoda Y', 'Nakamura J', 'Nakajima F', 'Tsuchida M', 'Ohira M', 'Suminoe A', 'Hara T', 'Nishihira H']","['Division of Clinical Immunology, Advanced Clinical Research Centre, Institute of Medical Science, University of Tokyo, 4-6-1, Shirokanedai, Minato-ku, Topkyo 108-8639, Japan. kays@ims.u-tokyo.ac.jp']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,,IM,"['Adolescent', 'Adult', 'Anemia, Refractory/surgery', 'Child', 'Child, Preschool', 'Disease-Free Survival', 'Female', '*Fetal Blood', 'Graft vs Host Disease', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Infant', 'Leukemia/*surgery', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/surgery', 'Leukemia, Myeloid, Acute/surgery', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/surgery', 'Recurrence', 'Retrospective Studies', 'Transplantation, Homologous']",2001/04/12 10:00,2001/05/22 10:01,['2001/04/12 10:00'],"['2001/04/12 10:00 [pubmed]', '2001/05/22 10:01 [medline]', '2001/04/12 10:00 [entrez]']","['bjh2614 [pii]', '10.1046/j.1365-2141.2001.02614.x [doi]']",ppublish,Br J Haematol. 2001 Mar;112(4):981-7. doi: 10.1046/j.1365-2141.2001.02614.x.,,,,,,,,,,,,,,,,,,,,,
11298595,NLM,MEDLINE,20010510,20190705,0007-1048 (Print) 0007-1048 (Linking),112,4,2001 Mar,"Detection of diagnostically critical, often hidden, anomalies in complex karyotypes of haematological disorders using multicolour fluorescence in situ hybridization.",975-80,"Multicolour fluorescence in situ hybridization (M-FISH) simultaneously detects all 24 human chromosomes in unique fluorescent colours. The identification of diagnostically critical gene rearrangement(s) in complex karyotypes of haematological disorders continues to be a challenge. We present five cases in which t(9;11), complex t(8;22), t(12;21) and t(11;14) were detected primarily using M-FISH and were confirmed using locus-specific probes. We conclude that M-FISH can be effective in complete characterization of critical gene rearrangements in haematological disorders.","['Jalal, S M', 'Law, M E', 'Stamberg, J', 'Fonseca, R', 'Seely, J R', 'Myers, W H', 'Hanson, C A']","['Jalal SM', 'Law ME', 'Stamberg J', 'Fonseca R', 'Seely JR', 'Myers WH', 'Hanson CA']","['Cytogenetics Laboratory, Department of Laboratory Medicine and Pathology, Mayo Clinic and Mayo Foundation, 200 First Street SW, Rochester, MN 55905, USA. sjalal@mayo.edu']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Br J Haematol,British journal of haematology,0372544,,IM,"['Acute Disease', 'Adult', 'Aged', 'Aged, 80 and over', 'Burkitt Lymphoma/genetics', 'Child', 'Child, Preschool', 'Female', '*Gene Rearrangement', 'Hematologic Neoplasms/*genetics', 'Humans', 'In Situ Hybridization, Fluorescence', 'Infant', 'Karyotyping/methods', 'Leukemia, Myeloid/genetics', 'Lymphoma, Mantle-Cell/genetics', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/genetics']",2001/04/12 10:00,2001/05/22 10:01,['2001/04/12 10:00'],"['2001/04/12 10:00 [pubmed]', '2001/05/22 10:01 [medline]', '2001/04/12 10:00 [entrez]']","['bjh2630 [pii]', '10.1046/j.1365-2141.2001.02630.x [doi]']",ppublish,Br J Haematol. 2001 Mar;112(4):975-80. doi: 10.1046/j.1365-2141.2001.02630.x.,,,,,,,,,,,,,,,,,,,,,
11298594,NLM,MEDLINE,20010510,20190705,0007-1048 (Print) 0007-1048 (Linking),112,4,2001 Mar,Sensitivity to the abl inhibitor STI571 in fresh leukaemic cells obtained from chronic myelogenous leukaemia patients in different stages of disease.,972-4,"STI571 (CGP57148B) is an inhibitor of BCR/ABL, the cause of chronic myeloid leukaemia (CML). A difference exists between CML patients in chronic phase, in which responses to STI571are durable, and patients in blast crisis, who generally experience only transient responses. Leukaemic cells from six CML patients from whom samples could be obtained during chronic phase and at the time of blast crisis (BC) were compared for sensitivity to STI571, using an in vitro assay. BC samples showed a sensitivity similar to that obtained during chronic phase, suggesting that no substantial intrinsic resistance to STI571 was present in BC.","['Gambacorti-Passerini, C', 'Barni, R', 'Marchesi, E', 'Verga, M', 'Rossi, F', 'Rossi, F', 'Pioltelli, P', 'Pogliani, E', 'Corneo, G M']","['Gambacorti-Passerini C', 'Barni R', 'Marchesi E', 'Verga M', 'Rossi F', 'Rossi F', 'Pioltelli P', 'Pogliani E', 'Corneo GM']","['Department of Experimental Oncology, Istituto Nazionale Tumori, Via Venezian 1, 20133 Milan, Italy. gambacorti@istitutotumori.mi.it']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,"['0 (Benzamides)', '0 (Piperazines)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Adult', 'Aged', 'Benzamides', 'Blast Crisis/*drug therapy', 'Fusion Proteins, bcr-abl/*antagonists & inhibitors', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy', 'Middle Aged', 'Piperazines/*therapeutic use', 'Pyrimidines/*therapeutic use', 'Tumor Cells, Cultured']",2001/04/12 10:00,2001/05/22 10:01,['2001/04/12 10:00'],"['2001/04/12 10:00 [pubmed]', '2001/05/22 10:01 [medline]', '2001/04/12 10:00 [entrez]']","['bjh2653 [pii]', '10.1046/j.1365-2141.2001.02653.x [doi]']",ppublish,Br J Haematol. 2001 Mar;112(4):972-4. doi: 10.1046/j.1365-2141.2001.02653.x.,,,,,,,,,,,,,,,,,,,,,
